match,PSW,win0,confidence0,date,
32401,1.58,1,0.998744024,10/20/2019,0.58
29131,1.88,1,0.998739691,10/18/2017,0.88
36267,2.4,0,0.998732378,11/13/2021,-1
39266,2.11,0,0.998730566,2/14/2023,-1
34036,1.09,1,0.998700758,2/10/2021,0.09
34898,1.16,1,0.998668528,5/25/2021,0.16
37195,1.44,1,0.99865494,4/18/2022,0.44
31149,1.21,1,0.998652435,5/27/2019,0.21
27352,1.12,1,0.99865097,3/13/2017,0.12
32322,1.74,1,0.998631668,10/14/2019,0.74
28587,1.14,1,0.998628482,8/5/2017,0.14
37050,1.22,1,0.99862836,3/28/2022,0.22
34547,1.17,1,0.998596684,4/13/2021,0.17
37453,1.74,1,0.998564919,5/18/2022,0.74
32389,3.92,0,0.998524061,10/18/2019,-1
30286,1.86,0,0.998493682,2/12/2019,-1
35254,1.6,1,0.998464902,6/30/2021,0.6
29394,1.8,1,0.99845932,1/7/2018,0.8
37593,1.62,1,0.998440671,5/30/2022,0.62
28518,1.49,1,0.998433241,8/1/2017,0.49
38614,1.05,1,0.998429105,10/5/2022,0.05
33372,1.07,1,0.998428819,9/27/2020,0.07
35505,1.22,1,0.998420357,7/27/2021,0.22
26951,1.39,1,0.998413935,2/7/2017,0.39
38775,1.53,1,0.998410432,10/22/2022,0.53
38591,1.23,1,0.998403635,10/3/2022,0.23
35470,1.16,1,0.998401938,7/22/2021,0.16
35117,1.49,1,0.998400407,6/15/2021,0.49
28375,4.26,0,0.998396631,7/19/2017,-1
36725,1.59,1,0.998388263,2/15/2022,0.59
32658,3.05,0,0.998359249,1/21/2020,-1
37985,1.17,1,0.998351587,7/20/2022,0.17
38899,4.3,0,0.998345768,11/6/2022,-1
28699,3.02,0,0.99833113,8/19/2017,-1
32458,1.7,1,0.99832114,10/25/2019,0.7
34811,1.23,1,0.998294743,5/12/2021,0.23
31304,1.36,1,0.998283984,6/17/2019,0.36
35302,2.3,0,0.998277712,7/2/2021,-1
38777,1.2,1,0.998222484,10/22/2022,0.2
27351,1.08,1,0.998220823,3/13/2017,0.08
39116,8.3,0,0.998219319,1/19/2023,-1
36885,1.25,1,0.998137253,3/10/2022,0.25
37215,1.16,1,0.998136485,4/19/2022,0.16
34305,2.32,0,0.998119118,3/13/2021,-1
36324,1.79,1,0.998104065,1/7/2022,0.79
31124,1.66,1,0.998084119,5/26/2019,0.66
33735,1.4,1,0.998050714,11/4/2020,0.4
30739,1.57,1,0.998047857,4/9/2019,0.57
27007,1.44,1,0.998045505,2/10/2017,0.44
34134,1.69,1,0.998009449,2/24/2021,0.69
35178,4.14,0,0.997963844,6/22/2021,-1
31735,1.61,1,0.997928735,7/30/2019,0.61
30085,2.79,0,0.997915634,1/14/2019,-1
37008,2.46,0,0.997913033,3/25/2022,-1
28819,1.61,1,0.997908868,8/30/2017,0.61
37841,3.45,0,0.997905284,6/29/2022,-1
35326,2.96,0,0.997883844,7/7/2021,-1
36480,2.67,0,0.997847105,1/20/2022,-1
39020,2.39,0,0.997820301,1/12/2023,-1
37307,1.32,1,0.997791889,4/30/2022,0.32
29714,1.39,1,0.997779797,2/15/2018,0.39
32665,1.14,1,0.997765216,1/21/2020,0.14
33736,1.47,1,0.99772033,11/4/2020,0.47
29271,1.12,1,0.997715511,11/1/2017,0.12
26896,1.19,1,0.997677363,1/19/2017,0.19
28145,1.47,1,0.997661844,6/25/2017,0.47
38073,2.32,0,0.997624269,7/29/2022,-1
29059,1.45,1,0.99760396,10/9/2017,0.45
31529,1.09,1,0.997569591,7/6/2019,0.09
35624,4.74,0,0.997549625,8/11/2021,-1
31345,1.37,1,0.997512133,6/20/2019,0.37
30755,4.32,0,0.997508168,4/11/2019,-1
35674,3.77,0,0.997503005,8/18/2021,-1
34549,1.4,1,0.997502422,4/13/2021,0.4
37202,1.15,1,0.997489876,4/19/2022,0.15
36460,7.22,0,0.997457582,1/19/2022,-1
26882,8.67,0,0.997449004,1/18/2017,-1
35791,1.2,1,0.997436469,8/31/2021,0.2
34506,1.41,1,0.997426254,4/7/2021,0.41
27932,1.08,1,0.997396591,5/29/2017,0.08
35096,3.11,0,0.997363618,6/14/2021,-1
38950,1.18,1,0.997293933,1/4/2023,0.18
28416,3.98,0,0.997250331,7/24/2017,-1
30287,1.36,1,0.997209775,2/12/2019,0.36
30274,1.7,1,0.997206077,2/12/2019,0.7
30282,1.25,1,0.997205057,2/12/2019,0.25
32073,1.09,1,0.99718671,8/31/2019,0.09
35244,1.22,1,0.997171472,6/30/2021,0.22
36941,7.08,0,0.997157629,3/14/2022,-1
36474,1.27,1,0.997143787,1/20/2022,0.27
35300,1.74,1,0.997137227,7/1/2021,0.74
30792,1.75,1,0.99710952,4/15/2019,0.75
29173,3.28,0,0.997060502,10/20/2017,-1
36959,1.6,1,0.997036473,3/16/2022,0.6
35882,1.34,1,0.99701397,9/21/2021,0.34
38650,1.28,1,0.996993681,10/10/2022,0.28
38060,5.88,0,0.99698609,7/27/2022,-1
30967,2,1,0.996983469,5/6/2019,1
38000,1.16,1,0.996962424,7/22/2022,0.16
28265,1.09,1,0.996944217,7/5/2017,0.09
36955,2.34,0,0.996941284,3/15/2022,-1
34044,1.07,1,0.996913852,2/11/2021,0.07
33693,1.24,1,0.996856277,10/31/2020,0.24
38460,2.58,0,0.996822108,9/20/2022,-1
33511,2.34,0,0.996818014,10/12/2020,-1
32114,1.23,1,0.996755103,9/17/2019,0.23
39123,4.83,0,0.996732486,1/20/2023,-1
36269,1.25,1,0.996731403,11/14/2021,0.25
38863,1.52,1,0.996722283,11/1/2022,0.52
29191,1.22,1,0.996721049,10/23/2017,0.22
32381,1.32,1,0.996698274,10/17/2019,0.32
30900,3.38,0,0.996660785,4/27/2019,-1
