match,PSW,win0,confidence0,date,,
56124,1.51,0,1.540243745,7/25/2022,-1,-100
53521,1.61,0,1.540099521,7/15/2021,-1,-100
48025,2.35,1,1.540098681,10/29/2018,1.35,135
47754,1.69,0,1.540016436,9/29/2018,-1,-100
50333,1.55,0,1.539456518,9/26/2019,-1,-100
48162,1.67,0,1.537202003,1/6/2019,-1,-100
53656,2.4,1,1.533236003,7/28/2021,1.4,140
44549,2.43,1,1.532738071,7/21/2017,1.43,143
52842,1.63,0,1.53255745,4/30/2021,-1,-100
50643,1.6,0,1.532537522,10/30/2019,-1,-100
49954,1.62,0,1.530455845,8/2/2019,-1,-100
50575,2.3,1,1.529710155,10/23/2019,1.3,130
51912,1.59,0,1.526519832,11/12/2020,-1,-100
53524,1.66,0,1.526327343,7/15/2021,-1,-100
49238,2.36,1,1.526111833,5/20/2019,1.36,136
50925,1.63,0,1.525869122,2/6/2020,-1,-100
54262,2.53,1,1.525559036,10/25/2021,1.53,153
57102,1.68,0,1.524854499,1/11/2023,-1,-100
44094,1.74,0,1.523623383,5/29/2017,-1,-100
53204,1.57,0,1.522519093,6/10/2021,-1,-100
43836,1.68,0,1.521244945,5/2/2017,-1,-100
52781,1.77,0,1.521029061,4/22/2021,-1,-100
53861,1.76,0,1.519268737,8/25/2021,-1,-100
53980,1.74,0,1.51887376,9/4/2021,-1,-100
56174,2.56,1,1.516909256,7/28/2022,1.56,156
54428,2.37,1,1.515806375,1/5/2022,1.37,137
55018,2.35,1,1.515252143,3/11/2022,1.35,135
53280,2.41,1,1.513175108,6/19/2021,1.41,141
52141,1.68,0,1.512839336,2/9/2021,-1,-100
57404,2.11,1,1.51194641,2/17/2023,1.11,111
52919,2.14,1,1.511493833,5/10/2021,1.14,114
51506,1.58,0,1.51116169,9/24/2020,-1,-100
56615,2.11,1,1.509997022,9/26/2022,1.11,111
50956,1.75,0,1.509850623,2/8/2020,-1,-100
55827,2.49,1,1.509780035,6/18/2022,1.49,149
47397,1.67,0,1.50885516,8/8/2018,-1,-100
55022,1.55,0,1.50854082,3/12/2022,-1,-100
52017,2.48,1,1.508054201,2/2/2021,1.48,148
43656,2.45,1,1.507581234,4/12/2017,1.45,145
50111,1.8,0,1.506436549,8/21/2019,-1,-100
47442,1.58,0,1.506069442,8/14/2018,-1,-100
47671,2.34,1,1.505485945,9/19/2018,1.34,134
47428,1.66,0,1.505278333,8/13/2018,-1,-100
45663,1.59,0,1.504972554,1/16/2018,-1,-100
51207,1.54,0,1.504417726,2/28/2020,-1,-100
47029,2.22,1,1.502477801,7/3/2018,1.22,122
46806,1.63,0,1.502411785,6/5/2018,-1,-100
55694,1.66,0,1.501050942,5/28/2022,-1,-100
56221,2.24,1,1.500331302,8/2/2022,1.24,124
56110,2.24,1,1.499092054,7/22/2022,1.24,124
53801,1.7,0,1.498717154,8/18/2021,-1,-100
47657,1.65,0,1.497754905,9/18/2018,-1,-100
56500,2.59,1,1.497393285,8/31/2022,1.59,159
56052,2.77,1,1.497216288,7/14/2022,1.77,177
56584,2.3,1,1.49662033,9/22/2022,1.3,130
48688,1.6,0,1.495058641,3/7/2019,-1,-100
46957,2.56,1,1.494868565,6/27/2018,1.56,156
47772,2,1,1.493886352,10/2/2018,1,100
53822,2.32,1,1.49351396,8/20/2021,1.32,132
54051,2.77,1,1.492464157,9/25/2021,1.77,177
48072,2.57,1,1.492420211,11/15/2018,1.57,157
48117,2.23,1,1.491314972,1/1/2019,1.23,123
46920,1.76,0,1.491065597,6/23/2018,-1,-100
49537,2.18,1,1.49079485,6/25/2019,1.18,118
55370,1.6,0,1.490384614,4/25/2022,-1,-100
52085,2.36,1,1.489769229,2/5/2021,1.36,136
51681,2.37,1,1.488672712,10/14/2020,1.37,137
55802,1.66,0,1.488663287,6/15/2022,-1,-100
48122,1.74,0,1.487976194,1/2/2019,-1,-100
52072,2.41,1,1.487746793,2/4/2021,1.41,141
53054,1.83,0,1.486751236,5/26/2021,-1,-100
52682,1.79,0,1.486423288,4/13/2021,-1,-100
53215,1.78,0,1.485496932,6/11/2021,-1,-100
52404,1.51,0,1.483686881,3/10/2021,-1,-100
47363,1.63,0,1.482815404,8/4/2018,-1,-100
53268,2.23,1,1.482441874,6/17/2021,1.23,123
55283,2.16,1,1.482349608,4/14/2022,1.16,116
43488,1.67,0,1.482057204,3/11/2017,-1,-100
51977,1.92,1,1.481795229,1/11/2021,0.92,92
51549,1.53,0,1.481559249,9/28/2020,-1,-100
52615,2.09,1,1.480966929,4/2/2021,1.09,109
48163,1.66,0,1.48069194,1/6/2019,-1,-100
56675,1.58,0,1.479028168,9/30/2022,-1,-100
51435,1.58,0,1.478971117,9/14/2020,-1,-100
51837,2.38,1,1.478436926,11/1/2020,1.38,138
49788,2.2,1,1.47830255,7/22/2019,1.2,120
53292,1.6,0,1.478293165,6/21/2021,-1,-100
52512,1.59,0,1.477411825,3/18/2021,-1,-100
43187,2.12,1,1.477347908,2/12/2017,1.12,112
49065,1.77,0,1.477074748,4/29/2019,-1,-100
50013,2.24,1,1.476988907,8/9/2019,1.24,124
46843,1.6,0,1.472292006,6/14/2018,-1,-100
47921,1.6,0,1.471308846,10/17/2018,-1,-100
56837,1.68,0,1.47127414,10/19/2022,-1,-100
