match,PSW,win0,confidence0,date
28175,1.88,0,1.2024770814180374,2017-06-28
36566,1.84,1,1.2022620209058126,2022-02-03
29193,2.01,0,1.2022037047147751,2017-10-24
35953,1.89,1,1.2021762393414972,2021-09-30
30666,2.24,1,1.2021363592147827,2019-03-22
32028,1.93,0,1.2021189281344415,2019-08-27
33965,2.27,0,1.202111188684191,2021-02-08
36240,2.13,1,1.2020569367408753,2021-11-07
29816,1.73,0,1.2020399974584577,2018-02-23
36547,2.63,0,1.201718708702496,2022-02-01
38191,2.16,1,1.2015571653842927,2022-08-10
27155,1.8,0,1.201551985698087,2017-02-22
35357,1.47,1,1.2015432214736939,2021-07-13
26852,2.16,1,1.2014304440362118,2017-01-17
27207,2.37,1,1.201335530653596,2017-02-28
35462,2.3,0,1.2012285966873169,2021-07-22
27592,1.78,0,1.201115150153637,2017-04-24
29908,1.77,1,1.2007892405986784,2018-03-02
32914,2.05,0,1.200751022497813,2020-02-17
33650,1.79,1,1.2006126743058363,2020-10-27
29649,2.26,0,1.200318832397461,2018-02-10
35854,1.54,1,1.2002783989906312,2021-09-05
34286,2.31,0,1.20011257989066,2021-03-11
31314,2.62,0,1.2000543367862702,2019-06-17
39324,1.82,1,1.1999267403284708,2023-02-20
30265,1.8,0,1.199925968647003,2019-02-11
29869,1.79,0,1.1998906835913659,2018-02-28
35958,1.81,1,1.1998102940831867,2021-09-30
28532,1.83,1,1.1997144906520842,2017-08-02
38738,2.0,0,1.1996935479981559,2022-10-19
33342,2.01,1,1.1995997773110865,2020-09-21
27372,2.15,1,1.1990692261606455,2017-03-16
37095,2.05,1,1.1990066243069513,2022-04-06
36748,2.08,0,1.1989929016431173,2022-02-17
34112,3.06,0,1.1983617341518402,2021-02-23
36524,1.92,0,1.1983093163371086,2022-01-31
28817,1.8,1,1.1981615066528322,2017-08-30
38414,2.86,0,1.198036024911063,2022-09-01
37014,1.94,0,1.1979304134845734,2022-03-25
38155,2.09,1,1.1976388558745383,2022-08-05
27682,1.76,0,1.1976018887758257,2017-05-02
34628,2.56,0,1.197560111113957,2021-04-21
26884,2.4,0,1.1974956125020981,2017-01-18
39134,1.71,1,1.1974735267460346,2023-01-21
35658,2.34,0,1.1974055242538453,2021-08-17
26789,2.07,1,1.1971913756132124,2017-01-11
36518,1.64,1,1.1971467287199837,2022-01-31
37962,1.71,1,1.1969150624104912,2022-07-18
27180,2.15,1,1.1968898411308015,2017-02-24
37908,1.69,0,1.1968827886134386,2022-07-12
31738,2.07,1,1.196743821144104,2019-07-30
32557,2.27,0,1.1967088794708252,2020-01-13
30090,1.65,1,1.1965256291627884,2019-01-15
30424,2.19,0,1.196447796523571,2019-02-22
32364,1.98,1,1.196283013343811,2019-10-16
36835,1.88,0,1.1961665439605713,2022-02-23
26745,1.68,1,1.196004710197449,2017-01-06
37913,1.88,0,1.1959745876491068,2022-07-12
31269,1.85,1,1.1959285069789207,2019-06-11
37728,1.62,1,1.1959273052215578,2022-06-20
30429,2.22,1,1.1959244191646579,2019-02-23
34971,1.63,1,1.1957653961862835,2021-05-31
29778,2.69,0,1.1956653078113284,2018-02-21
34311,2.23,0,1.195547291835149,2021-03-14
31287,1.72,1,1.1954948528607685,2019-06-13
38508,1.89,1,1.195461129248142,2022-09-26
39265,1.71,1,1.1951848500967026,2023-02-14
30207,2.32,0,1.195130204302924,2019-02-05
29290,1.83,1,1.195123158991337,2017-11-04
35677,1.74,1,1.19504821402686,2021-08-18
35504,1.91,0,1.1948636660405565,2021-07-27
34609,2.36,0,1.1946306139230727,2021-04-20
38248,2.12,1,1.1945899143815042,2022-08-17
27443,1.93,0,1.194553140997887,2017-03-26
27360,2.21,1,1.1944644779711961,2017-03-14
36773,2.39,0,1.1943837097712924,2022-02-18
27479,2.51,0,1.1943286189011164,2017-04-11
31566,2.25,0,1.1940178209543229,2019-07-16
35312,1.5,1,1.193953514099121,2021-07-03
29104,2.67,1,1.193891771659255,2017-10-16
33573,1.88,1,1.1937617547171457,2020-10-16
31464,2.2,0,1.1937334438165028,2019-07-02
38734,1.54,1,1.1936808049678802,2022-10-19
38913,2.35,0,1.1932270942131675,2022-11-19
37906,1.85,1,1.1931269876658919,2022-07-11
33064,2.11,0,1.1931053619086744,2020-02-28
33544,1.33,1,1.1930004841089248,2020-10-14
27961,2.02,0,1.1929620106220247,2017-05-30
34964,1.7,1,1.1928176624434335,2021-05-31
29620,1.76,1,1.1927624956766762,2018-02-08
36420,1.69,1,1.1926765187723298,2022-01-17
34252,2.6,0,1.192398398263114,2021-03-09
31369,2.07,1,1.1922684060037134,2019-06-24
36540,2.23,0,1.1922276763916018,2022-02-01
34233,1.5,1,1.1921835115977697,2021-03-08
33993,3.1,0,1.1921073500599177,2021-02-08
36747,1.76,1,1.1920815202168054,2022-02-16
36823,1.97,0,1.1920444202423095,2022-02-22
30209,1.59,1,1.1916862549781801,2019-02-05
27673,1.68,1,1.1916626715660095,2017-05-02
30591,1.64,0,1.191414525270462,2019-03-11
31852,1.91,1,1.1913142889738082,2019-08-08
36981,2.86,0,1.1912349479539055,2022-03-23
38842,1.94,1,1.190953176021576,2022-10-29
27489,2.0,1,1.190850853919983,2017-04-12
27560,1.72,1,1.190797836099352,2017-04-19
36614,1.61,1,1.1907859724760055,2022-02-08
32551,2.56,0,1.19063467168808,2020-01-10
33727,1.42,1,1.190625331231526,2020-11-04
33283,2.04,1,1.1903747004270553,2020-09-12
32751,1.64,1,1.1903351306915282,2020-02-04
35568,1.65,1,1.1902643335717065,2021-08-04
36305,1.99,1,1.190186097919941,2022-01-05
31701,1.83,1,1.190177561402321,2019-07-27
31730,2.06,0,1.1901587179728919,2019-07-30
35367,2.23,0,1.1899537670612335,2021-07-13
28825,2.09,1,1.1897613004446028,2017-08-31
33813,2.48,0,1.1896119253976003,2021-01-08
35547,2.03,0,1.1894940060377122,2021-08-01
30963,1.56,1,1.18933751310621,2019-05-06
32423,2.35,1,1.1893311175704002,2019-10-22
38444,2.02,0,1.1889575531085332,2022-09-06
35973,2.22,1,1.1888962783813477,2021-10-02
27007,1.69,1,1.188680824467114,2017-02-10
26823,2.2,0,1.1886205822229385,2017-01-16
33458,1.92,1,1.1885628400530133,2020-10-01
31121,2.1,0,1.1885166849408833,2019-05-25
27632,2.4,0,1.1884922772645952,2017-04-27
30104,2.02,1,1.1884065303802491,2019-01-15
31184,1.55,1,1.1883980985198703,2019-05-28
34467,1.5,1,1.18838569521904,2021-03-30
28946,1.54,1,1.188362740278244,2017-09-26
39143,2.0,0,1.187973283018385,2023-01-23
28638,1.92,0,1.1878863796591754,2017-08-10
36977,1.79,1,1.1878689086437226,2022-03-23
35933,2.21,0,1.187861351966858,2021-09-28
31823,1.8,1,1.1876686641148155,2019-08-05
37753,2.49,0,1.1875552386045456,2022-06-22
35680,1.88,0,1.1874809989333153,2021-08-19
29494,2.18,0,1.1874320510029792,2018-01-16
29525,2.45,0,1.1873965563092914,2018-01-17
27687,2.1,1,1.187270560860634,2017-05-02
27264,1.8,1,1.187163197994232,2017-03-02
34913,3.08,0,1.1870563573496682,2021-05-26
31444,1.71,1,1.187033295929432,2019-07-01
31405,1.8,1,1.186976087093353,2019-06-27
30468,1.86,1,1.1868833193182946,2019-02-26
30807,1.69,1,1.1868390553196269,2019-04-17
32876,1.43,1,1.1867077598401479,2020-02-13
35557,2.47,0,1.1866735594613211,2021-08-03
37483,1.65,1,1.1865370554583412,2022-05-22
37632,2.27,0,1.1865061389548437,2022-06-09
27708,1.58,1,1.18635387812342,2017-05-04
38494,2.11,1,1.186200341939926,2022-09-23
31731,2.1,0,1.1859069269299505,2019-07-30
32207,1.74,1,1.1859003016948702,2019-09-30
29428,1.47,1,1.185836107134819,2018-01-10
36866,1.93,0,1.1858266261219979,2022-02-25
39099,2.01,0,1.185643691321214,2023-01-18
31489,1.79,1,1.1855903342366219,2019-07-03
38591,2.05,0,1.1855683237314225,2022-10-03
29406,1.89,1,1.1853999406099318,2018-01-09
38827,1.36,1,1.1848968955448698,2022-10-27
38756,1.98,0,1.184772691503167,2022-10-20
34804,2.14,0,1.1846883802754538,2021-05-12
30823,1.74,1,1.1845959355831146,2019-04-19
30733,2.34,0,1.1844386574625967,2019-04-09
34679,1.51,1,1.184351591169834,2021-04-27
33826,1.45,1,1.1842709285872322,2021-01-09
36996,1.69,1,1.1841366380453107,2022-03-24
31020,1.96,1,1.1836658296585083,2019-05-13
29970,1.9,0,1.183619737625122,2019-01-02
36816,1.63,1,1.1834693038463593,2022-02-22
38808,2.17,0,1.1834569185972215,2022-10-26
37706,1.56,1,1.1833747100830079,2022-06-17
36986,1.68,1,1.183334698677063,2022-03-23
31263,1.64,1,1.183269476209368,2019-06-11
38871,1.89,0,1.1832460463047028,2022-11-01
30233,2.03,0,1.1831567776203156,2019-02-07
26855,2.32,0,1.1831335878372193,2017-01-17
33024,1.47,1,1.1831036388874057,2020-02-25
38142,2.87,0,1.182999875204904,2022-08-04
36455,1.96,0,1.1829780357224602,2022-01-19
34848,1.6,1,1.18289521081107,2021-05-18
31513,2.38,1,1.1827690042257308,2019-07-04
32487,2.57,0,1.182499286532402,2019-10-30
37821,2.6,0,1.182486069202423,2022-06-28
27424,2.01,0,1.182240328192711,2017-03-25
27505,1.5,1,1.1822274455002375,2017-04-13
33815,2.0,1,1.1822246213754017,2021-01-08
31887,1.98,0,1.1821275373867581,2019-08-13
38181,1.68,1,1.1819570922851563,2022-08-09
27839,1.7,1,1.1818586306912557,2017-05-18
27698,2.44,0,1.1816912666814667,2017-05-03
28333,2.46,0,1.1815960848331453,2017-07-17
30041,1.64,1,1.181403900555202,2019-01-09
30731,1.63,1,1.1813955181837081,2019-04-09
31552,2.05,1,1.1813737249800134,2019-07-15
34509,1.65,1,1.1813522565364836,2021-04-07
29257,1.72,0,1.1812698617577553,2017-10-31
36364,1.56,1,1.181076124395643,2022-01-12
30471,2.08,0,1.1810689084870474,2019-02-27
35796,1.46,1,1.1810558836800713,2021-08-31
36590,1.96,0,1.1810308952629565,2022-02-05
31609,1.68,1,1.1810050249099733,2019-07-19
38875,2.11,0,1.18086749124527,2022-11-02
32626,2.57,0,1.1805441343784333,2020-01-21
31947,2.24,0,1.1805157912628992,2019-08-20
39343,1.45,1,1.180401233264378,2023-02-20
31503,1.75,1,1.1803989708423615,2019-07-04
26809,2.27,0,1.1803414416313172,2017-01-13
34284,1.74,1,1.18030170917511,2021-03-11
33082,2.2,1,1.180095386505127,2020-08-22
39300,1.66,1,1.1800828337669371,2023-02-17
34072,1.43,1,1.1800284079994472,2021-02-13
27608,1.87,1,1.179947804907958,2017-04-25
35682,1.91,1,1.1798590358495713,2021-08-19
33505,1.47,1,1.1798274832963944,2020-10-12
31479,2.63,0,1.1797543785401754,2019-07-02
34137,2.32,1,1.1796981394290924,2021-02-25
28396,1.78,1,1.1796758067607878,2017-07-21
32104,2.08,0,1.1796150771776837,2019-09-17
29037,1.78,0,1.1794799669981002,2017-10-06
29648,2.2,1,1.179243564605713,2018-02-10
31564,2.34,0,1.1791845568021138,2019-07-16
32047,1.77,1,1.1789710915088654,2019-08-29
34759,3.81,0,1.1789691486528944,2021-05-06
27389,2.33,0,1.1789291238784791,2017-03-22
30160,1.54,1,1.178913142681122,2019-01-19
30331,1.81,1,1.1788836808005967,2019-02-15
30935,2.04,0,1.178690036194665,2019-05-01
35563,1.74,0,1.17863982963562,2021-08-03
33756,1.87,0,1.1786123836040496,2020-11-09
34385,1.69,1,1.1785774890184402,2021-03-24
33140,1.62,1,1.1785598516464233,2020-08-31
31476,2.26,0,1.1785474648475645,2019-07-02
38653,1.39,1,1.1785441182340892,2022-10-10
29655,1.98,0,1.1784516210357348,2018-02-12
32957,1.91,0,1.1783600002527237,2020-02-20
37695,1.49,1,1.1782586592435838,2022-06-15
39046,2.18,0,1.1782324995313371,2023-01-16
33302,1.88,1,1.178226085305214,2020-09-15
31018,1.85,0,1.1781462980806827,2019-05-13
38839,1.62,1,1.178081679684775,2022-10-29
37749,2.2,1,1.1780529808998108,2022-06-22
26936,1.63,1,1.1778769903182984,2017-01-25
31621,2.29,1,1.1775896641612051,2019-07-20
32416,1.62,1,1.1775494463443759,2019-10-22
32458,2.88,0,1.1774562145130976,2019-10-25
36029,2.05,0,1.1774165970087052,2021-10-10
32681,2.12,0,1.177398217831339,2020-01-22
36653,2.08,1,1.1773221826553346,2022-02-10
27935,1.93,0,1.1773155637298311,2017-05-29
37832,1.71,0,1.1772889565924805,2022-06-28
29281,3.1,0,1.1772804066113063,2017-11-02
33851,1.83,0,1.177174412182399,2021-01-13
31452,1.53,1,1.1769483850683484,2019-07-02
30421,1.71,1,1.1768880754709243,2019-02-22
29545,2.19,1,1.1766854522824286,2018-01-19
37009,1.33,1,1.1764133816957476,2022-03-25
28408,2.24,0,1.1764128550887107,2017-07-24
26969,1.88,0,1.1763894429802895,2017-02-08
32979,2.29,0,1.1761976715496607,2020-02-22
29372,1.53,1,1.176181759919439,2018-01-04
33490,1.33,1,1.1761548459529878,2020-10-05
30426,2.15,0,1.1759419236864361,2019-02-22
33636,1.62,1,1.1759218293428424,2020-10-24
33901,1.45,1,1.175896857040269,2021-02-02
33000,1.88,0,1.1758264590161187,2020-02-24
26986,1.9,1,1.175824612379074,2017-02-09
39284,2.13,1,1.1757101924717428,2023-02-16
35502,1.74,1,1.1755943474173547,2021-07-27
34522,2.02,0,1.1755902308225632,2021-04-09
30979,1.87,1,1.1755346039789067,2019-05-07
29666,1.62,1,1.1755292826890946,2018-02-13
27205,1.71,1,1.1754376434087752,2017-02-27
38654,2.35,1,1.1752897717058657,2022-10-10
30322,1.9,1,1.1751321071386338,2019-02-14
26918,1.64,1,1.1751042947769166,2017-01-21
31753,1.81,0,1.1750144989788531,2019-07-31
35945,2.23,0,1.1749817991256712,2021-09-29
35758,2.73,0,1.1749148716245377,2021-08-30
34015,1.75,1,1.1744143789013226,2021-02-09
35754,2.88,0,1.1744024535587856,2021-08-30
34340,1.55,1,1.1743308275938034,2021-03-16
28213,1.95,0,1.1741264104843139,2017-07-03
37524,2.07,0,1.1740473823887962,2022-05-24
36286,2.21,1,1.1740041716098786,2022-01-03
37983,2.27,0,1.1739552674123221,2022-07-20
36387,1.78,0,1.1739326603213944,2022-01-14
32322,1.91,1,1.1738521791249514,2019-10-14
29046,1.77,1,1.173770834888731,2017-10-08
39115,1.49,1,1.1736715244395393,2023-01-19
38951,1.86,1,1.173610835671425,2023-01-04
31645,1.99,0,1.1735182455182074,2019-07-23
34719,1.79,1,1.1734573802947998,2021-05-02
37907,1.75,1,1.1732880920171738,2022-07-12
34525,1.93,1,1.1732497486472129,2021-04-09
35771,2.54,0,1.1732431991611207,2021-08-30
27546,1.87,0,1.1731787636876108,2017-04-18
36263,1.45,1,1.1731577715703418,2021-11-11
31480,2.16,0,1.1731450282675877,2019-07-02
30065,1.83,1,1.1728932462419783,2019-01-14
32964,2.02,1,1.1728822560608387,2020-02-20
29209,1.42,1,1.1727662731919968,2017-10-25
33213,2.52,0,1.1725122928619387,2020-09-03
33362,2.04,0,1.172377443432808,2020-09-24
31111,1.83,1,1.1722498039688385,2019-05-23
30707,1.81,0,1.1721758398413658,2019-03-27
32564,1.76,0,1.1720596199482678,2020-01-13
29931,2.73,0,1.1717924613612036,2018-12-31
37950,1.85,1,1.1716952390968802,2022-07-16
29487,1.48,1,1.1714041434015547,2018-01-16
37199,1.53,1,1.1713373325552259,2022-04-19
36922,2.06,0,1.1713107270002363,2022-03-12
37181,1.87,1,1.171114370942116,2022-04-16
35577,3.01,0,1.1710639154059543,2021-08-04
35117,1.63,1,1.170833476980527,2021-06-15
38330,2.11,1,1.1708210710287095,2022-08-29
37132,1.53,1,1.1707170494965145,2022-04-10
27714,2.37,0,1.1705830219813753,2017-05-04
26811,2.2,0,1.1704265758395194,2017-01-13
35873,1.64,1,1.1704221068109784,2021-09-20
32635,1.81,1,1.1703784013986587,2020-01-21
34229,1.91,0,1.1703455990552902,2021-03-08
36119,1.77,1,1.1703260265929358,2021-10-22
35347,2.01,0,1.1702660512924195,2021-07-13
37565,2.14,0,1.1702184150218964,2022-05-26
37777,1.42,1,1.1698526137215752,2022-06-27
38025,2.14,0,1.1697962018847465,2022-07-25
37489,1.83,1,1.1697143518924713,2022-05-22
30290,1.45,1,1.1696206957101822,2019-02-12
27476,1.86,1,1.1696028757095338,2017-04-10
31280,3.01,0,1.1695841012682233,2019-06-13
34028,1.78,1,1.169429966410001,2021-02-10
35435,2.37,0,1.1694119172436852,2021-07-20
39097,2.05,0,1.169391379237175,2023-01-18
29613,1.79,0,1.1690417781472207,2018-02-08
28968,2.13,0,1.1690376264708384,2017-09-28
33252,2.0,1,1.1689508855342865,2020-09-08
30647,2.01,0,1.1687774890661242,2019-03-21
35119,1.54,1,1.1687573105096818,2021-06-15
28038,1.93,0,1.168565230369568,2017-06-13
29672,1.9,1,1.1685525089502333,2018-02-13
36273,1.74,0,1.1685460925102233,2021-11-16
26914,2.28,1,1.1685445475578307,2017-01-20
34531,1.69,1,1.1684866759777068,2021-04-10
27144,2.23,0,1.1684317237990243,2017-02-21
34611,1.38,1,1.1675491741725375,2021-04-20
31891,1.69,1,1.1674013795171465,2019-08-13
32064,1.95,0,1.167315337913377,2019-08-30
33767,1.82,1,1.1671250355243685,2020-11-11
37830,1.49,1,1.1670535883733204,2022-06-28
32223,2.01,0,1.1670310294628143,2019-10-01
28743,2.11,1,1.1667356193065643,2017-08-24
33035,1.96,1,1.1667189201712607,2020-02-26
27229,1.81,0,1.1666775290455136,2017-02-28
32131,1.49,1,1.1665256201369423,2019-09-19
31496,1.75,0,1.1664488482475281,2019-07-03
33991,1.49,1,1.1663095304795674,2021-02-08
30923,2.08,1,1.1661963136990867,2019-04-30
37448,2.34,1,1.166022769510746,2022-05-17
27580,2.12,0,1.1660002269489425,2017-04-22
26697,1.93,0,1.1659958392381669,2017-01-03
28233,1.95,1,1.1659772591931479,2017-07-04
27847,1.94,1,1.165924035012722,2017-05-21
38511,1.47,1,1.1659226882457734,2022-09-26
27894,2.74,0,1.1657271007980619,2017-05-25
35892,1.49,1,1.1657086357900075,2021-09-22
38030,1.93,1,1.1656864900390305,2022-07-26
30247,2.84,0,1.1656672826835088,2019-02-08
28235,2.02,0,1.165589638352394,2017-07-04
28334,1.61,1,1.1655798900127412,2017-07-17
39264,1.63,1,1.1655553432873318,2023-02-14
34218,1.85,0,1.1654992464184761,2021-03-05
34144,1.73,1,1.1653558312654493,2021-02-25
36172,2.84,0,1.1653503725358418,2021-10-29
34081,1.29,1,1.165198854804039,2021-02-15
30849,1.49,1,1.1650961449316568,2019-04-23
32393,1.97,1,1.1650779213905336,2019-10-18
26747,1.73,1,1.1650192845861118,2017-01-06
29865,2.09,0,1.1648938468694687,2018-02-28
30879,1.68,1,1.1648466396331787,2019-04-25
34537,1.91,1,1.1647640046974024,2021-04-12
29211,1.75,0,1.1645854338258506,2017-10-25
28834,1.83,1,1.1645724493265153,2017-08-31
28892,1.63,0,1.164569967985153,2017-09-19
36645,1.61,1,1.1645248058438302,2022-02-09
33824,2.69,0,1.1643498332159858,2021-01-09
35713,1.71,1,1.1642415904998782,2021-08-24
27655,1.63,1,1.1642037011044366,2017-04-30
30313,1.95,0,1.164122788608074,2019-02-14
34805,1.85,0,1.1640790602990558,2021-05-12
34222,2.07,1,1.1639914594377792,2021-03-06
33533,2.37,0,1.1636699917316435,2020-10-14
29757,1.72,1,1.1636550685337614,2018-02-20
31374,1.64,1,1.163582181760243,2019-06-24
36366,1.64,1,1.163460865020752,2022-01-12
35021,1.47,1,1.163340248465538,2021-06-03
38789,1.34,1,1.1632335821219855,2022-10-24
27442,1.86,1,1.1632272997498512,2017-03-26
27695,1.4,1,1.163186204433441,2017-05-03
35822,1.86,1,1.1630463963747026,2021-09-02
28737,1.62,1,1.1627323845454625,2017-08-23
39379,2.2,0,1.1626752352714538,2023-02-23
26793,1.81,0,1.1626373520493507,2017-01-11
30434,2.23,0,1.1623986214399338,2019-02-24
33298,1.69,1,1.1622880149739128,2020-09-14
28710,1.65,1,1.1622736424207687,2017-08-21
33013,1.33,1,1.1619063204526903,2020-02-25
35289,1.95,0,1.1618672862648964,2021-07-01
35915,1.82,0,1.161836123287678,2021-09-24
38355,2.05,0,1.1617382886580059,2022-08-30
37806,2.36,0,1.1617269252737363,2022-06-28
36650,2.06,0,1.1616899435009278,2022-02-10
37261,2.09,0,1.1616546129186947,2022-04-25
38617,1.58,1,1.161521824359894,2022-10-05
31590,2.15,0,1.1614944390313966,2019-07-17
34926,1.71,1,1.1614572370903833,2021-05-27
38753,2.1,0,1.161388803720474,2022-10-20
26729,1.91,1,1.1613530835935049,2017-01-04
34067,1.32,1,1.1612390633991787,2021-02-13
31302,1.81,1,1.161192346215248,2019-06-16
26875,1.66,1,1.1611066033158983,2017-01-17
27800,1.72,1,1.1610906891822812,2017-05-15
28860,1.38,1,1.1610905814170835,2017-09-02
29411,2.01,0,1.1610850191116333,2018-01-09
28984,1.77,1,1.160957013130188,2017-10-01
28355,1.91,0,1.160924820133618,2017-07-18
30033,1.99,1,1.160837771445513,2019-01-09
28962,2.58,0,1.1607268877540318,2017-09-27
36410,1.64,1,1.1607223674229215,2022-01-17
27785,1.45,1,1.160698221836771,2017-05-11
34180,1.84,1,1.1606712210178376,2021-03-02
37258,1.6,0,1.16062086135149,2022-04-25
35341,2.16,1,1.1605838155746462,2021-07-12
33285,1.98,0,1.1605825204153855,2020-09-12
32961,1.83,1,1.16054316341877,2020-02-20
30367,1.92,0,1.1602854710817339,2019-02-19
33343,1.81,1,1.1602141798734664,2020-09-21
35597,1.91,1,1.1602019428014756,2021-08-09
29977,1.95,1,1.1601077100634574,2019-01-02
29248,1.75,0,1.1600784406065943,2017-10-30
27498,1.97,0,1.1599617195129392,2017-04-12
32604,2.01,1,1.1599306131899354,2020-01-17
31736,1.45,1,1.159920047862189,2019-07-30
34551,2.13,0,1.1598598659038544,2021-04-13
39244,2.17,0,1.159823100566864,2023-02-13
34158,1.74,1,1.1598061655759813,2021-02-26
29621,1.63,1,1.1597704091242382,2018-02-08
27884,2.02,1,1.1597603204250335,2017-05-24
27212,1.76,1,1.159736475944519,2017-02-28
33945,1.54,1,1.1596077716350557,2021-02-05
34102,1.88,1,1.159420674085617,2021-02-23
30210,3.04,0,1.159399186543056,2019-02-06
35129,1.62,1,1.1592054651464738,2021-06-17
35575,2.31,1,1.1591938689351082,2021-08-04
35551,2.38,0,1.159154726564884,2021-08-02
35168,2.33,1,1.1590989925463993,2021-06-22
31713,2.04,0,1.1590155142545702,2019-07-29
29482,2.18,0,1.1588374556601049,2018-01-16
33604,1.48,1,1.1587528471151989,2020-10-20
36688,1.48,1,1.1586844280787876,2022-02-14
29946,1.93,1,1.1586180081537791,2019-01-01
32671,1.55,1,1.158282049213137,2020-01-21
27771,1.69,1,1.158271942615509,2017-05-10
33051,3.05,0,1.158241024017334,2020-02-27
30517,1.41,1,1.1581939714295524,2019-03-01
35724,1.79,1,1.158177995324135,2021-08-25
30883,1.71,1,1.1579535083770753,2019-04-25
27717,2.88,0,1.1579262616804669,2017-05-05
34190,1.45,1,1.1578469915049416,2021-03-02
36760,2.36,0,1.1578448747595151,2022-02-17
28789,2.34,0,1.1577677965164186,2017-08-30
38779,2.42,0,1.157760102408273,2022-10-22
36332,2.16,1,1.1575318007469177,2022-01-08
36617,2.3,0,1.1574833679199217,2022-02-08
36992,1.56,1,1.1570736551284793,2022-03-24
32152,2.52,0,1.1570369202750073,2019-09-23
27123,2.14,0,1.1567913298606871,2017-02-21
34582,1.77,1,1.1566899722814559,2021-04-16
36493,2.61,0,1.156655044555664,2022-01-21
34547,1.61,1,1.156451284190019,2021-04-13
38799,2.71,0,1.1563842892646792,2022-10-25
29057,2.2,0,1.1563021689653397,2017-10-09
32958,2.11,1,1.156296408077081,2020-02-20
27858,1.71,1,1.1560024666786195,2017-05-22
34960,1.75,0,1.1559493631124496,2021-05-31
26688,1.73,1,1.1559266844391822,2017-01-02
31154,1.45,1,1.1558559047324317,2019-05-27
31336,1.37,1,1.1558415864195144,2019-06-20
37949,2.12,0,1.15574918679893,2022-07-16
38922,2.08,1,1.1556333446502687,2023-01-02
33859,2.92,0,1.1556260989393508,2021-02-01
35475,1.98,0,1.155555510520935,2021-07-23
39189,2.22,0,1.1555299228429794,2023-02-08
34638,1.95,1,1.1555262860655782,2021-04-22
38157,2.14,1,1.1555116829276084,2022-08-05
29425,2.8,0,1.1552952826023102,2018-01-10
37242,1.49,1,1.155120280640466,2022-04-22
36217,3.17,0,1.1550764130694524,2021-11-03
33020,2.18,0,1.1550654768943787,2020-02-25
28118,1.92,0,1.1549654881869045,2017-06-21
33657,1.82,1,1.1548117136955263,2020-10-27
39331,1.66,1,1.1546712195873259,2023-02-20
28456,1.47,1,1.1546224129199982,2017-07-26
33479,2.05,1,1.1545841465393702,2020-10-03
30541,1.95,0,1.1545139290392399,2019-03-08
28019,1.69,1,1.1544361975363322,2017-06-05
30931,1.69,1,1.1544223742485045,2019-05-01
32891,2.0,0,1.1544027711153029,2020-02-15
35405,1.91,0,1.1543868064880372,2021-07-17
36035,1.66,1,1.154355787038803,2021-10-10
28926,2.15,1,1.154337416216731,2017-09-23
38216,2.25,0,1.1543159076145717,2022-08-12
28676,1.6,1,1.1542658260890415,2017-08-16
39361,1.72,1,1.1542492037160057,2023-02-22
38296,1.66,1,1.1541729720433551,2022-08-23
38409,1.99,0,1.154063558578491,2022-09-01
37528,1.49,1,1.153992217012814,2022-05-24
31893,1.68,1,1.1539911818504334,2019-08-14
37481,2.07,0,1.1539614396790665,2022-05-22
27584,2.11,0,1.1539540478161403,2017-04-24
30608,2.25,0,1.1539210027456284,2019-03-13
33418,1.53,1,1.153914689847401,2020-09-29
28129,2.33,0,1.1538072469234466,2017-06-22
31511,2.15,1,1.153773908689618,2019-07-04
32990,2.59,0,1.1536853224039079,2020-02-24
26956,2.14,1,1.1535469121932984,2017-02-07
33551,1.38,1,1.1535391095706393,2020-10-15
27918,1.77,1,1.1535096756475312,2017-05-29
33522,2.16,0,1.1534970169067382,2020-10-13
32452,2.28,0,1.153480384349823,2019-10-25
27507,1.35,1,1.1532935116972243,2017-04-13
39041,1.98,0,1.1532197616497675,2023-01-16
29633,2.35,0,1.1531423950195312,2018-02-09
34481,2.25,0,1.153126682639122,2021-04-05
30555,2.56,0,1.153087045124599,2019-03-09
29460,1.68,1,1.1528889870643617,2018-01-15
34661,1.95,0,1.152813836932182,2021-04-25
30682,2.13,0,1.1527097863703966,2019-03-23
34396,1.68,1,1.1526830792427063,2021-03-24
30669,1.53,1,1.1525498638834273,2019-03-23
35415,1.91,1,1.1525475893701826,2021-07-19
29941,1.69,1,1.1525314661860466,2019-01-01
37947,1.71,1,1.1525062716007233,2022-07-15
38557,1.59,1,1.1524858965192524,2022-09-29
36995,1.76,1,1.152475970586141,2022-03-24
38438,2.71,0,1.1522866225242614,2022-09-04
32370,2.08,0,1.1522811784744262,2019-10-17
37725,1.89,0,1.1522327065467834,2022-06-20
35376,1.85,0,1.1521024035215377,2021-07-14
29868,2.4,0,1.1520906007289888,2018-02-28
35810,1.79,1,1.1520864936709405,2021-09-01
31194,1.99,1,1.1520632678270342,2019-05-29
37600,1.38,1,1.1517907568386623,2022-06-03
31888,1.85,1,1.151674018800259,2019-08-13
39004,1.88,0,1.1515804946422579,2023-01-11
31825,2.09,0,1.1515748863220217,2019-08-06
29218,1.31,1,1.151513513326645,2017-10-25
35458,1.83,1,1.1512272595167161,2021-07-22
29972,1.6,1,1.1511986970901489,2019-01-02
27087,1.71,1,1.151119885146618,2017-02-17
27083,2.75,0,1.1508390269109179,2017-02-16
