match,PSW,win0,confidence0,date
34644,1.77,0,1.473882668912411,2021-04-22
34490,2.58,1,1.4736943808197975,2021-04-06
30750,1.71,0,1.472995006084442,2019-04-10
33807,2.12,1,1.472223754610334,2021-01-08
29162,2.36,1,1.471406578063965,2017-10-20
32829,2.06,1,1.4710103251934052,2020-02-11
28978,2.32,1,1.4691093313694,2017-09-30
32187,2.46,1,1.4679249050617218,2019-09-26
32195,1.57,0,1.467919389009476,2019-09-27
33025,1.68,0,1.4677474689483643,2020-02-25
37610,1.83,0,1.4677144797643027,2022-06-07
33933,2.24,1,1.4676428565979003,2021-02-04
29342,1.7,0,1.4673417764902115,2018-01-02
31808,1.61,0,1.4666282238066195,2019-08-03
30003,1.65,0,1.4661289533376693,2019-01-06
33104,2.55,1,1.4651759648323057,2020-08-24
35430,1.77,0,1.4649986600875855,2021-07-20
27073,1.71,0,1.464401912589868,2017-02-16
36611,1.91,0,1.4639047464302608,2022-02-08
27735,2.0,0,1.4636676400899884,2017-05-07
29990,1.68,0,1.4633360161100115,2019-01-03
30623,2.08,1,1.4630478076934816,2019-03-20
35847,1.78,0,1.4630142921209335,2021-09-04
37873,2.12,1,1.4622564675126757,2022-07-01
32794,1.57,0,1.462008622288704,2020-02-07
29652,2.36,1,1.4614582166671752,2018-02-11
27034,1.68,0,1.4613588590919973,2017-02-14
35459,2.04,0,1.4612513095991952,2021-07-22
36245,2.75,1,1.4608160816133022,2021-11-08
33782,1.74,0,1.4604115254879,2020-11-16
39252,2.3,1,1.4603028416633606,2023-02-14
29062,2.37,1,1.4596040291190149,2017-10-10
29727,1.63,0,1.459585395604372,2018-02-17
31787,2.37,1,1.4594035580754283,2019-08-01
35338,2.22,1,1.457976098060608,2021-07-12
35729,1.8,0,1.4578240089757102,2021-08-25
31800,1.57,0,1.4574823784828188,2019-08-02
26782,2.15,1,1.4572340148687364,2017-01-10
27094,2.27,1,1.457178526967764,2017-02-17
36646,1.83,0,1.4554442081451415,2022-02-09
38677,2.3,1,1.454595384427479,2022-10-12
27707,1.5,0,1.4544133991003036,2017-05-04
35531,1.66,0,1.4532184278965,2021-07-29
31959,1.65,0,1.4531160782277586,2019-08-21
38575,1.58,0,1.4528857040405274,2022-09-30
27062,1.68,0,1.4528710961341857,2017-02-15
29341,1.84,0,1.4516039293152943,2018-01-02
26940,2.25,1,1.4508316665887833,2017-01-29
37173,2.16,1,1.450183027982712,2022-04-14
33765,2.15,1,1.4488449921210609,2020-11-10
27928,1.75,0,1.4477829941681453,2017-05-29
29419,2.12,1,1.447132136821747,2018-01-10
37683,1.52,0,1.4471219033002853,2022-06-14
27706,2.48,1,1.4467102980613706,2017-05-04
31676,2.2,1,1.446628275513649,2019-07-24
36039,1.68,0,1.44652974391977,2021-10-11
38860,1.52,0,1.4458696770668031,2022-11-01
34373,1.62,0,1.4458100917935373,2021-03-18
35823,2.23,1,1.4456847912073134,2021-09-02
35373,1.61,0,1.4454183259010314,2021-07-14
28484,1.66,0,1.445205788910389,2017-07-29
30008,2.63,1,1.445191906541586,2019-01-07
31358,1.69,0,1.4446557363867758,2019-06-21
37948,1.57,0,1.4444383512437344,2022-07-16
33689,1.98,1,1.4434168177843094,2020-10-30
37626,1.65,0,1.4427272838354113,2022-06-08
28630,2.09,1,1.4426472680767377,2017-08-10
31575,1.65,0,1.4426410776376724,2019-07-16
31799,1.62,0,1.442299644470215,2019-08-02
29951,2.27,1,1.4416245524585247,2019-01-01
36064,1.58,0,1.4411171896457675,2021-10-13
29185,2.37,1,1.440892059132457,2017-10-23
28993,2.2,1,1.440655130147934,2017-10-02
28752,1.88,0,1.4397760180234909,2017-08-28
32929,1.94,0,1.439243845939636,2020-02-18
27148,2.16,1,1.4388519630432128,2017-02-22
35112,1.89,0,1.4374076279004415,2021-06-15
35741,1.59,0,1.4370015819370747,2021-08-28
33012,1.66,0,1.4367173033952714,2020-02-25
27513,1.64,0,1.435965637922287,2017-04-14
29497,1.67,0,1.4350697311758995,2018-01-16
27293,2.4,1,1.4346557915210723,2017-03-09
39303,2.11,1,1.433916168979236,2023-02-17
32472,1.68,0,1.433830295652151,2019-10-28
31846,2.65,1,1.4334850415587426,2019-08-07
35664,2.3,1,1.4332672908902166,2021-08-18
31150,1.95,1,1.4330489350216726,2019-05-27
35622,1.58,0,1.4329557673136393,2021-08-11
34415,2.3,1,1.4329124145209788,2021-03-26
32200,1.84,0,1.4323314249515533,2019-09-28
31371,1.56,0,1.4323113819211721,2019-06-24
34726,1.74,0,1.4315707889199256,2021-05-03
31149,1.63,0,1.4311043813824655,2019-05-27
32320,1.65,0,1.4306066036224365,2019-10-12
28313,1.84,0,1.430572110414505,2017-07-10
36315,2.29,1,1.4301877987384795,2022-01-06
30309,2.35,1,1.430176255851984,2019-02-13
29220,2.29,1,1.430103308558464,2017-10-26
29975,2.52,1,1.4298801798820495,2019-01-02
32413,2.19,1,1.4287754677023206,2019-10-22
28140,2.28,1,1.4274948166097912,2017-06-24
38011,1.9,1,1.4267705604434016,2022-07-24
27428,1.71,0,1.426566638946533,2017-03-25
37692,1.66,0,1.425998623711722,2022-06-15
28380,1.66,0,1.4255352480411532,2017-07-20
31733,1.8,0,1.4253348599870999,2019-07-30
27710,2.36,1,1.4246351614594457,2017-05-04
36047,1.6,0,1.4241027705371379,2021-10-12
27323,1.67,0,1.4233690544962885,2017-03-11
36929,2.43,1,1.4230358541011812,2022-03-13
30798,2.44,1,1.4222716650962828,2019-04-16
34185,1.71,0,1.421281490325928,2021-03-02
33227,1.58,0,1.4212782135009765,2020-09-04
37233,1.72,0,1.4211116247177125,2022-04-21
37791,2.04,0,1.42048305111272,2022-06-27
30399,1.74,0,1.4201472314198813,2019-02-20
30361,2.6,1,1.4195367231965066,2019-02-19
32942,1.56,0,1.4190468314886093,2020-02-19
33278,1.82,0,1.4171668544411662,2020-09-11
29353,2.2,1,1.4162680784861248,2018-01-03
35525,1.66,0,1.4158604363600416,2021-07-28
37451,1.7,0,1.415140863060951,2022-05-17
29854,2.27,1,1.4148683955272041,2018-02-27
27061,2.62,1,1.4145351627469065,2017-02-15
29288,2.26,1,1.4143730040391285,2017-11-03
37270,1.69,0,1.414302309198039,2022-04-26
32174,2.33,1,1.4130643802881242,2019-09-25
35432,1.95,0,1.4124880684912204,2021-07-20
32394,1.63,0,1.4121817807356516,2019-10-19
29128,1.63,0,1.4118001341819761,2017-10-17
33846,2.03,0,1.4110323786735535,2021-01-12
39107,2.56,1,1.4109932250976562,2023-01-19
37259,2.13,1,1.4095376962423323,2022-04-25
31926,2.46,1,1.4093599095940592,2019-08-19
28436,1.88,0,1.408862080425024,2017-07-25
31009,1.47,0,1.4088346394896507,2019-05-10
30821,2.19,1,1.408646829843521,2019-04-18
33838,2.13,1,1.4079598907487731,2021-01-11
32449,1.79,0,1.4076832644939423,2019-10-24
36904,2.35,1,1.4074805888036883,2022-03-11
34684,2.55,1,1.4074132237583397,2021-04-27
37264,1.81,0,1.407388499379158,2022-04-25
31602,1.66,0,1.4072087650299072,2019-07-18
27420,2.28,1,1.4068600717612674,2017-03-24
32790,1.83,0,1.4059875928362209,2020-02-06
36868,2.0,1,1.4052510559558868,2022-02-25
31988,1.75,0,1.40524192849795,2019-08-26
28162,2.07,1,1.4050456452369688,2017-06-27
33949,1.8,0,1.404858510732651,2021-02-05
27616,2.09,1,1.4024629013878958,2017-04-25
31962,1.98,1,1.4019176343083382,2019-08-22
28976,2.1,1,1.4015201345086097,2017-09-29
31611,1.71,0,1.4011466538906099,2019-07-19
38941,1.62,0,1.4008414196968078,2023-01-03
34857,1.96,1,1.4007764179706572,2021-05-19
38944,2.43,1,1.400373231098056,2023-01-04
27373,1.73,0,1.400179698864619,2017-03-16
39123,2.06,1,1.4001153799465726,2023-01-20
37273,1.6,0,1.3998173518975576,2022-04-26
37345,2.09,1,1.399717229247093,2022-05-04
38968,2.25,1,1.3994516506791115,2023-01-06
33383,2.0,0,1.3988857485141073,2020-09-27
29155,2.22,1,1.3986651360988616,2017-10-19
30049,1.56,0,1.3986315594315528,2019-01-10
29226,1.95,0,1.3981710357325414,2017-10-26
37823,1.87,1,1.3981423967225213,2022-06-28
33936,2.41,1,1.3974811707437038,2021-02-04
39212,2.08,1,1.397364967664083,2023-02-10
30487,2.18,1,1.3973584619760515,2019-02-27
29007,1.61,0,1.3960666904449461,2017-10-03
36266,2.34,1,1.3956779739260672,2021-11-12
36610,2.26,1,1.3953432821035385,2022-02-08
29860,2.24,1,1.3952154731750486,2018-02-27
37371,2.25,1,1.3948801048099995,2022-05-09
35314,1.68,0,1.3943687860965728,2021-07-03
30259,2.37,1,1.3939675426483156,2019-02-09
30098,1.81,0,1.393877584338188,2019-01-15
34131,1.98,1,1.3936992497103553,2021-02-24
27780,1.96,0,1.3936003959178926,2017-05-11
33985,1.88,1,1.393312895638602,2021-02-08
36528,2.11,1,1.3932834918498993,2022-02-01
30174,2.19,1,1.3928626899719236,2019-01-21
32145,1.7,0,1.3927558059096337,2019-09-21
27370,2.26,1,1.3915453267097473,2017-03-16
29298,1.57,0,1.3907650390267374,2017-11-15
31366,1.66,0,1.3903556652367115,2019-06-23
31665,1.85,1,1.390330957089152,2019-07-24
34192,1.62,0,1.3896964284181597,2021-03-02
36254,1.76,0,1.389356484242848,2021-11-10
30035,2.44,1,1.3891232295036313,2019-01-09
31943,1.6,0,1.3887614166140558,2019-08-20
36793,1.76,0,1.388221072614193,2022-02-21
31294,1.8,0,1.3879189004500707,2019-06-14
30386,2.3,1,1.3868230287517818,2019-02-19
35157,1.94,0,1.3864056554862432,2021-06-21
31360,2.29,1,1.3862734612226486,2019-06-22
30968,2.09,1,1.3861070253700016,2019-05-06
31068,2.2,1,1.386038307632719,2019-05-19
36130,1.99,0,1.3858545567308156,2021-10-25
28343,1.9,0,1.3857241043874196,2017-07-18
34864,2.58,1,1.385591790676117,2021-05-20
30539,2.24,1,1.385089011192322,2019-03-08
29033,1.84,0,1.3834886647760871,2017-10-06
31656,1.77,1,1.3830943513768061,2019-07-23
30909,1.74,0,1.3829675485690436,2019-04-29
30190,2.16,1,1.3828289895057682,2019-02-04
27911,1.69,0,1.382342557609081,2017-05-28
29871,1.75,0,1.3820236609876155,2018-02-28
28335,1.92,1,1.381990519932338,2017-07-18
34633,1.74,0,1.3819753670692447,2021-04-21
29948,1.78,0,1.3818683964865548,2019-01-01
36040,2.27,1,1.3818561759591104,2021-10-11
35716,1.89,1,1.3813881862163542,2021-08-24
30917,1.8,0,1.381020269870758,2019-04-30
29391,1.92,0,1.3804460375507672,2018-01-07
38713,1.93,0,1.3797735969225566,2022-10-18
32491,2.14,0,1.379566312176841,2019-10-30
27981,1.71,0,1.3795322048664092,2017-05-31
32122,1.74,0,1.3793472750484945,2019-09-18
35914,1.65,0,1.37922488451004,2021-09-24
27042,1.95,0,1.3792118262052533,2017-02-14
30189,1.98,1,1.37893214566367,2019-02-04
32427,2.3,1,1.3787209644913672,2019-10-23
35410,1.74,0,1.3773237898349762,2021-07-18
33052,1.62,0,1.3767291978001595,2020-02-27
38807,2.29,1,1.3759150572866203,2022-10-26
32230,1.68,0,1.3751463478803636,2019-10-01
30936,1.59,0,1.3750263276100159,2019-05-02
34917,1.92,0,1.3746496298313142,2021-05-26
37168,2.46,1,1.3743017685413361,2022-04-13
33501,1.61,0,1.3735812389850617,2020-10-12
31745,2.03,1,1.3731273430585862,2019-07-30
38170,2.14,0,1.3730962921040397,2022-08-08
34176,1.83,0,1.3727897840738297,2021-03-01
27305,1.81,0,1.3725972563028335,2017-03-10
35761,2.51,1,1.3725643347948788,2021-08-30
27769,1.72,0,1.3720382396131754,2017-05-10
36799,1.65,0,1.3718385662635164,2022-02-21
28448,2.16,1,1.3717199964523317,2017-07-26
39175,1.85,0,1.371093124647935,2023-02-07
30727,2.13,1,1.3703039492368698,2019-04-09
26799,1.7,0,1.3697811779379845,2017-01-11
37814,1.98,1,1.3695624232292174,2022-06-28
27457,1.68,0,1.3694327000528572,2017-03-27
38626,1.93,1,1.3692705157995222,2022-10-06
34754,1.7,0,1.3691356003284456,2021-05-05
35814,1.76,0,1.368899056971073,2021-09-01
32778,1.63,0,1.3687355881929397,2020-02-05
28258,2.16,1,1.3683880049841748,2017-07-04
34852,1.76,0,1.3683196614682673,2021-05-19
31691,1.97,1,1.367942749708891,2019-07-26
30260,1.55,0,1.3674004133258548,2019-02-10
33793,1.66,0,1.36675032377243,2020-11-22
38189,2.15,1,1.3661225527524945,2022-08-10
26964,1.9,1,1.3657035493850709,2017-02-07
28801,1.71,1,1.3655189732142858,2017-08-30
38794,1.65,0,1.3650140646100049,2022-10-25
31721,1.77,0,1.3647998618228094,2019-07-29
34921,1.98,0,1.3645897750854492,2021-05-27
36908,1.55,0,1.3640877470374106,2022-03-12
36789,1.69,0,1.3640041714906692,2022-02-20
39349,1.64,0,1.3636963312824568,2023-02-21
37344,2.4,1,1.3635833978652954,2022-05-04
35383,1.66,0,1.3633399903774261,2021-07-15
29431,1.88,0,1.3633313220739363,2018-01-10
37837,1.7,1,1.3627369374036788,2022-06-29
36161,2.51,1,1.3622577323019505,2021-10-28
34555,2.13,1,1.3622114935091563,2021-04-13
30497,1.89,0,1.3620393995940685,2019-02-28
36550,1.86,1,1.361961054631642,2022-02-01
35349,2.12,1,1.3619308671951296,2021-07-13
30454,2.0,0,1.361706387201945,2019-02-26
30171,2.22,1,1.361701714396477,2019-01-20
35997,1.87,1,1.3616939563410624,2021-10-08
30860,1.76,0,1.3615655779838562,2019-04-23
34851,1.59,0,1.361327789723873,2021-05-19
34347,2.06,0,1.360752314567566,2021-03-17
28421,2.23,1,1.3605270232260225,2017-07-25
34742,1.92,0,1.3604644348621369,2021-05-04
36574,1.64,0,1.35961347925663,2022-02-03
37286,2.33,1,1.3595149284601211,2022-04-27
30588,2.29,1,1.359452592730522,2019-03-11
38470,2.09,1,1.35939567665259,2022-09-21
37627,1.65,0,1.3592899180054665,2022-06-08
36718,2.23,1,1.3591888011991977,2022-02-15
27121,2.33,1,1.3590299913883208,2017-02-21
28856,1.81,0,1.3589565922816595,2017-09-02
30365,2.02,1,1.3589310926198959,2019-02-19
32740,1.66,0,1.3577054876089094,2020-02-03
28960,1.91,1,1.3574461095673698,2017-09-27
35442,1.8,0,1.3568923358122509,2021-07-20
31679,2.55,1,1.3564823526889085,2019-07-25
28733,1.71,0,1.3560669969916344,2017-08-23
