match,PSW,win0,confidence0,date,winner,,,pred correct?
51718,1.65,1,1.012074861,10/17/2020,Rublev A.,0.65,,
53604,1.16,1,1.012062084,7/22/2021,Isner J.,0.16,,
53582,1.51,1,1.012053814,7/21/2021,Uchiyama Y.,0.51,,
31766,1.31,1,1.012051035,8/14/2012,Fish M.,0.31,,
38845,2.16,0,1.012047497,5/25/2015,Coric B.,-1,,
54889,1.98,0,1.01204706,2/18/2022,Norrie C.,-1,,
47808,1.16,1,1.0120382,10/5/2018,Del Potro J.M.,0.16,,
40732,1.23,1,1.012032749,2/19/2016,Cilic M.,0.23,,
35613,1.15,1,1.012022889,2/28/2014,Berdych T.,0.15,,
41520,1.42,1,1.012002745,5/25/2016,Simon G.,0.42,,
56038,1.27,1,1.011998235,7/13/2022,Isner J.,0.27,,
45017,1.22,1,1.011981713,9/3/2017,Federer R.,0.22,,
36354,3.87,0,1.01197212,6/9/2014,Sousa J.,-1,,
30387,1.49,1,1.011970233,2/28/2012,Chardy J.,0.49,,
37200,2.55,0,1.011963934,9/15/2014,Muller G.,-1,,
34180,1.59,1,1.011961491,7/17/2013,Fognini F.,0.59,,
41693,1.43,1,1.011951137,6/19/2016,Mannarino A.,0.43,,
35684,1.13,1,1.011933238,3/10/2014,Wawrinka S.,0.13,,
53190,1.78,0,1.011931657,6/8/2021,Humbert U.,-1,,
55306,1.31,1,1.011908145,4/18/2022,Kecmanovic M.,0.31,,
50232,1.14,1,1.011898621,9/1/2019,Medvedev D.,0.14,,
34976,2.99,0,1.011897053,10/29/2013,Nishikori K.,-1,,
32942,2.62,0,1.01188958,2/20/2013,Tursunov D.,-1,,
42408,1.15,1,1.011879413,9/6/2016,Murray A.,0.15,,
32269,1.32,1,1.011878961,10/15/2012,Istomin D.,0.32,,
40429,1.38,1,1.011868903,1/20/2016,Seppi A.,0.38,,
45637,1.12,1,1.011862268,1/16/2018,Monfils G.,0.12,,
50499,1.33,1,1.011835365,10/15/2019,Copil M.,0.33,,
44430,1.14,1,1.011832001,7/5/2017,Muller G.,0.14,,
49305,1.26,1,1.011827495,5/27/2019,Pella G.,0.26,,
30474,1.09,1,1.011825641,3/10/2012,Berdych T.,0.09,,
50252,1.58,1,1.011823974,9/16/2019,Hoang A.,0.58,,
55860,2.53,0,1.011819643,6/22/2022,Cressy M.,-1,,
45450,1.45,1,1.011809392,11/13/2017,Dimitrov G.,0.45,,
40640,2.69,0,1.01180303,2/12/2016,Fritz T.,-1,,
31227,6.77,0,1.011800312,6/15/2012,Kohlschreiber P.,-1,,
42509,1.9,1,1.011778797,9/30/2016,Tipsarevic J.,0.9,,
49854,4.11,0,1.011754771,7/26/2019,Sousa J.,-1,,
56486,1.36,1,1.011752303,8/30/2022,Evans D.,0.36,,
47369,4.46,0,1.011744078,8/5/2018,Fognini F.,-1,,
37347,1.26,1,1.011734744,10/6/2014,Anderson K.,0.26,,
46908,2.1,1,1.011730552,6/21/2018,Seppi A.,1.1,,
32291,1.59,1,1.011729222,10/16/2012,Berankis R.,0.59,,
32102,2.4,0,1.011721831,10/1/2012,Lacko L.,-1,,
48806,2.66,0,1.01172013,3/22/2019,Delbonis F.,-1,,
35669,1.21,1,1.011712145,3/9/2014,Lopez F.,0.21,,
39139,2.95,0,1.011711118,6/29/2015,Broady L.,-1,,
30875,1.4,1,1.011706758,5/3/2012,Kohlschreiber P.,0.4,,
48520,1.92,1,1.011705894,2/19/2019,Ramos-Vinolas A.,0.92,,
37593,2.2,0,1.011705206,11/12/2014,Berdych T.,-1,,
41433,1.23,1,1.011691348,5/18/2016,Ferrer D.,0.23,,
45259,1.26,1,1.011691067,10/16/2017,Bhambri Y.,0.26,,
34509,1.45,1,1.011685314,8/20/2013,Haase R.,0.45,,
55594,1.25,1,1.011658577,5/22/2022,Khachanov K.,0.25,,
50838,1.21,1,1.011645742,1/23/2020,Kyrgios N.,0.21,,
41356,1.12,1,1.011626835,5/9/2016,Sousa J.,0.12,,
33985,2.42,0,1.011583674,6/25/2013,Mayer L.,-1,,
36906,1.8,1,1.011581819,8/1/2014,Monaco J.,0.8,,
33756,1.16,1,1.011569224,5/31/2013,Haas T.,0.16,,
43727,1.21,1,1.011569087,4/19/2017,Thiem D.,0.21,,
49809,1.49,1,1.011552231,7/23/2019,Gasquet R.,0.49,,
30019,5.23,0,1.011533638,1/17/2012,Golubev A.,-1,,
39042,1.42,1,1.011533436,6/17/2015,Karlovic I.,0.42,,
53629,2.33,0,1.011533286,7/26/2021,Thompson J.,-1,,
56512,1.52,1,1.01151451,9/1/2022,Musetti L.,0.52,,
52288,3.98,0,1.011504461,2/26/2021,Cerundolo J.M.,-1,,
49341,2.68,0,1.011488947,5/29/2019,Ruud C.,-1,,
37756,1.14,1,1.011465997,1/19/2015,Tomic B.,0.14,,
44636,1.22,1,1.011463475,7/28/2017,Bautista Agut R.,0.22,,
47460,1.5,1,1.011458644,8/16/2018,Raonic M.,0.5,,
42918,1.11,1,1.011454367,1/6/2017,Djokovic N.,0.11,,
37509,1.08,1,1.011446821,10/22/2014,Nadal R.,0.08,,
53078,1.31,1,1.011445587,5/30/2021,Mcdonald M.,0.31,,
46092,3.44,0,1.011435836,3/10/2018,Kicker N.,-1,,
38701,1.29,1,1.011425121,5/7/2015,Raonic M.,0.29,,
45686,1.46,1,1.01140872,1/18/2018,Chung H.,0.46,,
46838,2.66,0,1.011403316,6/13/2018,Verdasco F.,-1,,
53033,1.49,1,1.011392768,5/25/2021,Musetti L.,0.49,,
32406,1.51,1,1.011389007,10/27/2012,Del Potro J.M.,0.51,,
48880,2.35,0,1.011380716,4/8/2019,Harrison R.,-1,,
43903,5,0,1.01136658,5/8/2017,Mahut N.,-1,,
56575,1.15,1,1.011366342,9/21/2022,Bublik A.,0.15,,
56597,1.47,1,1.011360059,9/23/2022,Evans D.,0.47,,
35142,1.75,1,1.011359904,1/8/2014,Dolgopolov O.,0.75,,
30696,1.31,1,1.011353148,4/17/2012,Cilic M.,0.31,,
46573,2.97,0,1.011347117,5/11/2018,Shapovalov D.,-1,,
35094,1.13,1,1.01134001,1/3/2014,Wawrinka S.,0.13,,
34654,1.18,1,1.011333491,9/7/2013,Djokovic N.,0.18,,
44661,1.5,1,1.011333279,7/31/2017,Paul T.,0.5,,
34424,1.08,1,1.011326737,8/10/2013,Nadal R.,0.08,,
56793,1.55,1,1.011323539,10/14/2022,Korda S.,0.55,,
45398,1.76,1,1.011322709,10/28/2017,Del Potro J.M.,0.76,,
37886,1.42,1,1.011319458,2/3/2015,Gimeno-Traver D.,0.42,,
54471,1.95,0,1.011312789,1/11/2022,Monteiro T.,-1,,
47879,3.07,0,1.011269993,10/15/2018,Rosol L.,-1,,
35315,3.14,0,1.011264706,2/5/2014,Kuznetsov An.,-1,,
33345,1.64,1,1.011261534,4/16/2013,Monaco J.,0.64,,
48510,1.48,1,1.011252093,2/18/2019,Kukushkin M.,0.48,,
33983,1.14,1,1.011245667,6/25/2013,Anderson K.,0.14,,
30231,1.39,1,1.011234593,2/16/2012,Anderson K.,0.39,,
32599,1.47,1,1.011232862,1/10/2013,Tomic B.,0.47,,
56235,1.63,0,1.011210581,8/3/2022,Cressy M.,-1,,
35341,1.72,1,1.011184143,2/6/2014,Gimeno-Traver D.,0.72,,
40467,1.09,1,1.011174187,1/22/2016,Federer R.,0.09,,
35521,1.13,1,1.011174033,2/21/2014,Cilic M.,0.13,,
48819,2.24,0,1.011172969,3/22/2019,Chardy J.,-1,,
51315,3.19,0,1.011168135,9/1/2020,Johnson S.,-1,,
36060,4.56,0,1.011165396,5/5/2014,Copil M.,-1,,
39775,1.05,1,1.011154157,9/5/2015,Federer R.,0.05,,
43341,1.38,1,1.011144459,2/24/2017,Thiem D.,0.38,,
32836,2.32,0,1.011137996,2/12/2013,Volandri F.,-1,,
55727,2.27,0,1.01112571,6/7/2022,Ruusuvuori E.,-1,,
37443,2.47,0,1.011114509,10/16/2014,Bellucci T.,-1,,
47743,1.33,1,1.011114275,9/27/2018,De Minaur A.,0.33,,
33237,1.56,1,1.011114155,3/23/2013,Simon G.,0.56,,
56638,1.39,1,1.011068963,9/28/2022,Daniel T.,0.39,,
36058,1.26,1,1.01104591,5/5/2014,Tsonga J.W.,0.26,,
54944,5.45,0,1.011036504,2/23/2022,Vesely J.,-1,,
41518,1.08,1,1.011033353,5/25/2016,Gasquet R.,0.08,,
33936,2.94,0,1.011029394,6/24/2013,Brown D.,-1,,
35124,1.18,1,1.011026796,1/7/2014,Cilic M.,0.18,,
30568,2.95,0,1.011012608,3/23/2012,Rosol L.,-1,,
55651,1.42,1,1.011006525,5/24/2022,Goffin D.,0.42,,
37561,1.28,1,1.011004813,10/29/2014,Nishikori K.,0.28,,
30874,1.35,1,1.010981693,5/3/2012,Lopez F.,0.35,,
34714,1.53,0,1.01096088,9/23/2013,Haase R.,-1,,
52482,1.16,1,1.010959693,3/16/2021,Koepfer D.,0.16,,
35098,1.08,1,1.010953834,1/3/2014,Federer R.,0.08,,
30222,1.75,1,1.0109329,2/16/2012,Ramos A.,0.75,,
44747,1.47,1,1.010932717,8/5/2017,Kohlschreiber P.,0.47,,
37149,1.08,1,1.010929436,8/28/2014,Wawrinka S.,0.08,,
54329,1.13,1,1.010919043,11/2/2021,Djokovic N.,0.13,,
55653,1.47,1,1.01091239,5/25/2022,Korda S.,0.47,,
35575,1.13,1,1.010904023,2/26/2014,Youzhny M.,0.13,,
39933,1.74,1,1.010903792,10/7/2015,Karlovic I.,0.74,,
42707,1.33,1,1.010895309,10/21/2016,Gasquet R.,0.33,,
53356,1.33,1,1.01088335,6/29/2021,Kwon S.W.,0.33,,
35275,1.64,1,1.01087663,1/20/2014,Federer R.,0.64,,
46431,1.72,1,1.010875059,4/27/2018,Goffin D.,0.72,,
36511,3.56,0,1.010863866,6/24/2014,Pavic A.,-1,,
38088,1.08,1,1.010862249,2/19/2015,Ferrer D.,0.08,,
53301,1.64,1,1.01086103,6/22/2021,Ruusuvuori E.,0.64,,
37214,1.56,1,1.010854871,9/18/2014,Janowicz J.,0.56,,
49677,1.09,1,1.010850641,7/6/2019,Federer R.,0.09,,
47621,1.07,1,1.010834333,8/31/2018,Cilic M.,0.07,,
55316,1.53,1,1.010833971,4/19/2022,Sonego L.,0.53,,
30049,1.31,1,1.010764097,1/19/2012,Nishikori K.,0.31,,
45039,3.7,0,1.010757955,9/19/2017,Broady L.,-1,,
46744,1.14,1,1.010753685,5/29/2018,Isner J.,0.14,,
53615,4.46,0,1.010751416,7/23/2021,Gaston H.,-1,,
44640,2.44,0,1.010736353,7/29/2017,Mayer L.,-1,,
35748,3.27,0,1.010709404,3/21/2014,Baghdatis M.,-1,,
33335,1.25,1,1.010706244,4/15/2013,Cilic M.,0.25,,
57261,1.46,1,1.01070225,2/7/2023,Huesler M.A.,0.46,46,
42821,1.13,1,1.010701617,11/3/2016,Djokovic N.,0.13,,
42323,1.47,1,1.010701178,8/30/2016,Karlovic I.,0.47,,
34506,1.46,1,1.010694911,8/20/2013,Monaco J.,0.46,,
49321,1.12,1,1.010692616,5/28/2019,Monfils G.,0.12,,
32507,2.94,0,1.010689968,1/1/2013,Amritraj P.,-1,,
38266,1.24,1,1.010688203,3/15/2015,Ferrer D.,0.24,,
49216,1.47,1,1.010686834,5/16/2019,Schwartzman D.,0.47,,
50656,1.15,1,1.010677265,11/1/2019,Nadal R.,0.15,,
32782,1.62,1,1.010676363,2/7/2013,Gasquet R.,0.62,,
34121,2.1,0,1.01067515,7/11/2013,Paire B.,-1,,
42109,3.52,0,1.010673232,7/27/2016,Donaldson J.,-1,,
30742,2.24,0,1.010663324,4/23/2012,Starace P.,-1,,
38439,2.6,0,1.010663034,4/10/2015,Dzumhur D.,-1,,
42361,1.07,1,1.010647102,8/31/2016,Tsonga J.W.,0.07,,
54576,1.24,1,1.010643234,1/19/2022,Monfils G.,0.24,,
53030,1.35,1,1.010637769,5/24/2021,Molcan A.,0.35,,
45677,1.79,1,1.010634517,1/17/2018,Basilashvili N.,0.79,,
39437,1.21,1,1.010630383,8/2/2015,Nadal R.,0.21,,
38281,1.15,1,1.010624446,3/17/2015,Nadal R.,0.15,,
34730,1.62,1,1.01062016,9/24/2013,Tomic B.,0.62,,
48492,1.16,1,1.010600119,2/15/2019,Querrey S.,0.16,,
55938,1.5,1,1.010597093,6/28/2022,Molcan A.,0.5,,
36916,1.26,1,1.010574549,8/3/2014,Raonic M.,0.26,,
33422,1.33,1,1.01056828,4/24/2013,Monaco J.,0.33,,
49535,5.11,0,1.010565652,6/24/2019,Celikbilek A.,-1,,
52465,1.51,1,1.010552525,3/16/2021,Sonego L.,0.51,,
48715,1.25,1,1.010548941,3/9/2019,Monfils G.,0.25,,
33343,1.72,1,1.010536654,4/16/2013,Melzer J.,0.72,,
40833,1.57,1,1.010521902,2/28/2016,Thiem D.,0.57,,
37034,2.02,1,1.010503408,8/18/2014,Nedovyesov A.,1.02,,
45817,2.06,0,1.010501634,2/13/2018,Bedene A.,-1,,
41616,1.29,1,1.010500278,6/9/2016,Ferrer D.,0.29,,
31083,4.34,0,1.010488805,5/29/2012,Rosol L.,-1,,
39087,2.66,0,1.010486776,6/23/2015,Stakhovsky S.,-1,,
36155,1.16,1,1.010472108,5/17/2014,Djokovic N.,0.16,,
37140,1.1,1,1.010471049,8/28/2014,Raonic M.,0.1,,
35957,3.44,0,1.010450697,4/23/2014,Stakhovsky S.,-1,,
34485,1.23,1,1.010448377,8/18/2013,Nadal R.,0.23,,
49363,1.09,1,1.010446478,5/30/2019,Del Potro J.M.,0.09,,
54866,2.75,0,1.01043146,2/17/2022,Kecmanovic M.,-1,,
56531,1.63,1,1.010405483,9/3/2022,Cilic M.,0.63,,
32752,1.57,1,1.010405268,2/5/2013,Berlocq C.,0.57,,
34477,1.17,1,1.010395959,8/16/2013,Nadal R.,0.17,,
52705,1.34,1,1.010393248,4/14/2021,Djokovic N.,0.34,,
37884,1.74,1,1.010382375,2/3/2015,Youzhny M.,0.74,,
55370,1.54,1,1.010372823,4/25/2022,Rune H.,0.54,,
45920,1.14,1,1.010356065,2/20/2018,Bedene A.,0.14,,
52493,1.64,1,1.010354331,3/17/2021,Griekspoor T.,0.64,,
42484,1.29,1,1.010349145,9/27/2016,Anderson K.,0.29,,
51347,1.34,1,1.010345075,9/2/2020,Millman J.,0.34,,
51812,2.55,0,1.010330833,10/28/2020,Anderson K.,-1,,
39805,1.58,1,1.010325465,9/22/2015,Roger-Vasselin E.,0.58,,
45754,2.93,0,1.010304842,2/7/2018,Kovalik J.,-1,,
31239,2.5,0,1.010304602,6/17/2012,Sijsling I.,-1,,
36280,1.09,1,1.010295156,5/28/2014,Cilic M.,0.09,,
51457,3.2,0,1.010292625,9/16/2020,Travaglia S.,-1,,
48256,1.67,1,1.010287554,1/15/2019,Krajinovic F.,0.67,,
40852,1.56,1,1.010285491,3/11/2016,Ram R.,0.56,,
49133,2.85,0,1.010243021,5/7/2019,Chardy J.,-1,,
34333,1.17,1,1.010237436,7/31/2013,Raonic M.,0.17,,
44149,1.32,1,1.010236813,6/1/2017,Edmund K.,0.32,,
50498,1.26,1,1.01022656,10/15/2019,Humbert U.,0.26,,
53925,1.56,1,1.010222472,8/31/2021,Bautista Agut R.,0.56,,
38880,1.15,1,1.010207857,5/26/2015,Chardy J.,0.15,,
39724,1.69,1,1.010192653,9/1/2015,Youzhny M.,0.69,,
54721,1.8,1,1.010185012,2/7/2022,Cerundolo F.,0.8,,
55932,2.6,0,1.010172788,6/28/2022,Grenier H.,-1,,
52107,1.29,1,1.010170705,2/8/2021,Vesely J.,0.29,,
54937,3.72,0,1.010161973,2/22/2022,Kozlov S.,-1,,
34556,1.07,1,1.01013941,8/27/2013,Haas T.,0.07,,
48962,1.23,1,1.010138961,4/17/2019,Thiem D.,0.23,,
37036,1.74,1,1.010128246,8/18/2014,Harrison R.,0.74,,
48341,1.07,1,1.010111266,1/25/2019,Djokovic N.,0.07,,
47431,1.52,1,1.010101404,8/13/2018,Nishikori K.,0.52,,
37184,1.06,1,1.010092739,9/1/2014,Djokovic N.,0.06,,
40089,1.62,1,1.010091999,10/23/2015,Berdych T.,0.62,,
43776,1.32,1,1.010082121,4/25/2017,Zverev A.,0.32,,
44923,1.56,1,1.010081314,8/28/2017,Mayer F.,0.56,,
31619,1.68,1,1.010063789,7/22/2012,Monaco J.,0.68,,
38495,4.74,0,1.010058861,4/16/2015,Monfils G.,-1,,
36590,1.34,1,1.01004417,6/30/2014,Cilic M.,0.34,,
42868,1.44,1,1.010014329,1/3/2017,Karlovic I.,0.44,,
45714,1.4,1,1.010012925,1/21/2018,Edmund K.,0.4,,
48255,1.29,1,1.009994265,1/15/2019,Thiem D.,0.29,,
39962,5.05,0,1.009993633,10/10/2015,Paire B.,-1,,
41128,3.73,0,1.00998805,4/15/2016,Tsonga J.W.,-1,,
38575,6.65,0,1.009985045,4/25/2015,Andujar P.,-1,,
38253,1.41,1,1.009982931,3/14/2015,Istomin D.,0.41,,
47970,1.56,1,1.009968085,10/23/2018,Isner J.,0.56,,
41002,1.15,1,1.009964805,3/28/2016,Kyrgios N.,0.15,,
32212,1.5,1,1.009959455,10/7/2012,Kohlschreiber P.,0.5,,
39038,3.17,0,1.00994971,6/17/2015,Anderson K.,-1,,
39975,3.31,0,1.009939161,10/12/2015,Ramos-Vinolas A.,-1,,
49062,1.74,1,1.009935144,4/29/2019,Daniel T.,0.74,,
39347,3.28,0,1.009934926,7/25/2015,Paire B.,-1,,
40422,10.44,0,1.009933806,1/19/2016,Ram R.,-1,,
43594,1.68,1,1.009923899,3/25/2017,Mannarino A.,0.68,,
39410,1.07,1,1.009900201,7/30/2015,Nadal R.,0.07,,
38323,3.01,0,1.009877382,3/26/2015,Melzer J.,-1,,
43660,2.23,0,1.009876374,4/12/2017,Monteiro T.,-1,,
42112,1.12,1,1.009872761,7/27/2016,Tomic B.,0.12,,
48398,1.29,1,1.009850315,2/7/2019,Shapovalov D.,0.29,,
42177,1.47,1,1.009840962,8/11/2016,Granollers M.,0.47,,
54899,1.36,1,1.009832365,2/19/2022,Rublev A.,0.36,,
52938,1.15,1,1.00981757,5/12/2021,Berrettini M.,0.15,,
38127,1.18,1,1.009816227,2/23/2015,Mayer L.,0.18,,
36825,1.44,1,1.009788253,7/25/2014,Isner J.,0.44,,
43627,2.17,0,1.009773563,3/28/2017,Fognini F.,-1,,
38385,1.15,1,1.009771292,3/31/2015,Murray A.,0.15,,
52350,1.17,1,1.009770563,3/4/2021,Schwartzman D.,0.17,,
39949,1.22,1,1.009766536,10/8/2015,Isner J.,0.22,,
31585,1.32,1,1.009765014,7/19/2012,Nishikori K.,0.32,,
36959,1.54,1,1.009759578,8/7/2014,Dimitrov G.,0.54,,
39776,1.32,1,1.009724574,9/5/2015,Gasquet R.,0.32,,
35298,1.17,1,1.009722654,2/4/2014,Berrer M.,0.17,,
35211,1.19,1,1.00970997,1/14/2014,Dimitrov G.,0.19,,
56720,1.29,1,1.009681454,10/5/2022,Cilic M.,0.29,,
36368,1.29,1,1.009673106,6/10/2014,Istomin D.,0.29,,
36998,1.15,1,1.009671715,8/13/2014,Federer R.,0.15,,
42807,1.11,1,1.009649642,11/2/2016,Djokovic N.,0.11,,
32364,5.18,0,1.009627962,10/23/2012,Malisse X.,-1,,
31068,1.81,1,1.009625805,5/28/2012,Jaziri M.,0.81,,
52272,1.38,1,1.009622364,2/24/2021,Ebden M.,0.38,,
52797,1.42,1,1.009619462,4/24/2021,Tsitsipas S.,0.42,,
38793,1.27,1,1.009618293,5/19/2015,Cilic M.,0.27,,
31503,4.14,0,1.009617185,7/12/2012,Ram R.,-1,,
51181,2.68,0,1.009616116,2/26/2020,Humbert U.,-1,,
39157,1.09,1,1.00960872,6/30/2015,Monfils G.,0.09,,
52563,1.6,1,1.00960691,3/26/2021,Fritz T.,0.6,,
36760,5.57,0,1.009605734,7/20/2014,Mayer L.,-1,,
41603,1.37,1,1.009602855,6/8/2016,Tomic B.,0.37,,
37546,1.48,1,1.009600686,10/27/2014,Sock J.,0.48,,
45757,1.4,1,1.009591579,2/7/2018,Rublev A.,0.4,,
49052,1.55,1,1.009586396,4/26/2019,Herbert P.H.,0.55,,
53286,1.24,1,1.009510831,6/21/2021,Lopez F.,0.24,,
31165,1.47,1,1.009509224,6/12/2012,Roger-Vasselin E.,0.47,,
32213,1.32,1,1.009502465,10/7/2012,Verdasco F.,0.32,,
55780,2.26,0,1.009482661,6/13/2022,Dimitrov G.,-1,,
42642,1.66,1,1.009481852,10/17/2016,Haase R.,0.66,,
37907,1.21,1,1.009480826,2/4/2015,Gasquet R.,0.21,,
49157,1.45,1,1.009462943,5/9/2019,Zverev A.,0.45,,
32789,1.4,1,1.009458077,2/7/2013,Melzer J.,0.4,,
43061,1.08,1,1.009457648,1/18/2017,Nishikori K.,0.08,,
46335,1.23,1,1.009454819,4/17/2018,Fognini F.,0.23,,
47234,2.87,0,1.00945248,7/25/2018,Jarry N.,-1,,
49794,1.57,1,1.009451087,7/22/2019,Klahn B.,0.57,,
45054,1.7,1,1.009447036,9/20/2017,Zverev M.,0.7,,
41810,1.12,1,1.009434795,6/30/2016,Raonic M.,0.12,,
37564,1.17,1,1.00942624,10/29/2014,Dimitrov G.,0.17,,
35248,1.08,1,1.009421259,1/16/2014,Tsonga J.W.,0.08,,
35291,1.34,1,1.009420372,2/4/2014,Garcia-Lopez G.,0.34,,
48663,1.22,1,1.009415476,2/28/2019,Monfils G.,0.22,,
31297,1.3,1,1.009403358,6/25/2012,Stepanek R.,0.3,,
32078,1.08,1,1.009391188,9/28/2012,Ferrer D.,0.08,,
39333,2.33,0,1.009379118,7/24/2015,Paire B.,-1,,
56602,3.59,0,1.009377793,9/24/2022,O Connell C.,-1,,
50225,1.09,1,1.009374776,8/31/2019,Djokovic N.,0.09,,
54401,2.21,0,1.009360163,1/3/2022,Johnson S.,-1,,
30495,1.34,1,1.009355255,3/11/2012,Istomin D.,0.34,,
45750,1.63,1,1.009339359,2/7/2018,Bemelmans R.,0.63,,
51473,1.69,1,1.009311292,9/18/2020,Ruud C.,0.69,,
39714,3,0,1.009300212,9/1/2015,Melzer J.,-1,,
52752,1.31,1,1.009282144,4/20/2021,Musetti L.,0.31,,
32730,1.14,1,1.009281641,1/21/2013,Federer R.,0.14,,
30551,2.02,0,1.009275005,3/22/2012,Lu Y.H.,-1,,
32769,3.81,0,1.009273477,2/6/2013,Rufin G.,-1,,
54974,2.59,0,1.009268576,2/24/2022,Hurkacz H.,-1,,
56425,3.49,0,1.009267141,8/25/2022,Huesler M.A.,-1,,
37416,2.76,0,1.00926613,10/14/2014,Haase R.,-1,,
50557,1.32,1,1.009256158,10/21/2019,Dimitrov G.,0.32,,
45859,1.25,1,1.009244184,2/15/2018,Nishikori K.,0.25,,
34182,1.13,1,1.009233557,7/17/2013,Federer R.,0.13,,
44372,1.15,1,1.009228491,7/3/2017,Muller G.,0.15,,
44432,1.38,1,1.009217837,7/5/2017,Bedene A.,0.38,,
56384,3.49,0,1.009193027,8/21/2022,Tsitsipas S.,-1,,
40528,1.53,1,1.009170429,2/3/2016,Tomic B.,0.53,,
32709,1.39,1,1.009141471,1/18/2013,Almagro N.,0.39,,
44437,2.2,0,1.009137747,7/5/2017,Lorenzi P.,-1,,
36275,1.81,1,1.0091221,5/28/2014,Janowicz J.,0.81,,
57068,1.26,1,1.009118882,1/6/2023,Medvedev D.,0.26,26,
29892,1.09,1,1.009110315,1/5/2012,Tsonga J.W.,0.09,,
40188,1.12,1,1.00910718,11/4/2015,Berdych T.,0.12,,
32742,3.05,0,1.009089116,2/5/2013,Hajek J.,-1,,
45347,1.23,1,1.009079358,10/23/2017,Zverev A.,0.23,,
30888,1.61,1,1.009074904,5/5/2012,Gasquet R.,0.61,,
53886,1.23,1,1.009062925,8/30/2021,Giron M.,0.23,,
48318,1.35,1,1.009060458,1/18/2019,Tsitsipas S.,0.35,,
54361,1.51,1,1.009059734,11/7/2021,Fucsovics M.,0.51,,
38319,1.53,1,1.009049056,3/25/2015,Young D.,0.53,,
47583,1.13,1,1.009046815,8/28/2018,Carreno Busta P.,0.13,,
49315,1.46,1,1.009044255,5/27/2019,Maden Y.,0.46,,
30847,1.09,1,1.008999292,5/1/2012,Hanescu V.,0.09,,
31955,1.69,1,1.008976881,9/2/2012,Wawrinka S.,0.69,,
34689,2.97,0,1.008970991,9/19/2013,Sousa J.,-1,,
56410,1.56,1,1.008966501,8/24/2022,Van De Zandschulp B.,0.56,,
39678,8.04,0,1.0089615,8/31/2015,Marchenko I.,-1,,
46469,1.87,1,1.008958828,5/1/2018,Ojeda Lara R.,0.87,,
51642,3.35,0,1.00894778,10/12/2020,Donskoy E.,-1,,
36690,1.7,1,1.00894412,7/14/2014,Andujar P.,0.7,,
32922,2.46,0,1.008943319,2/19/2013,Sijsling I.,-1,,
44409,1.43,1,1.00892096,7/4/2017,Darcis S.,0.43,,
54670,1.46,1,1.008915871,2/2/2022,Krajinovic F.,0.46,,
43362,1.09,1,1.008913217,2/27/2017,Federer R.,0.09,,
38009,1.16,1,1.00889445,2/13/2015,Raonic M.,0.16,,
47643,1.31,1,1.008889514,9/3/2018,Del Potro J.M.,0.31,,
57480,1.36,1,1.00886484,2/23/2023,Norrie C.,0.36,36,
46142,1.09,1,1.008834707,3/13/2018,Anderson K.,0.09,,
46019,2.5,0,1.008812016,2/28/2018,Clezar G.,-1,,
35593,1.1,1,1.008809086,2/26/2014,Murray A.,0.1,,
55739,1.65,1,1.00880889,6/8/2022,Basilashvili N.,0.65,,
33590,3.56,0,1.008792569,5/15/2013,Janowicz J.,-1,,
57360,3.71,0,1.008782752,2/14/2023,Brouwer G.,-1,-100,
46725,1.47,1,1.008778565,5/29/2018,Zeballos H.,0.47,,
48727,1.23,1,1.008777463,3/10/2019,Isner J.,0.23,,
41206,1.58,1,1.008770941,4/24/2016,Verdasco F.,0.58,,
49961,1.33,1,1.008770376,8/3/2019,Tsitsipas S.,0.33,,
57326,4.37,0,1.008765228,2/11/2023,Cressy M.,-1,-100,
37899,1.78,1,1.008764342,2/4/2015,Sijsling I.,0.78,,
42967,1.45,1,1.008758503,1/11/2017,Sock J.,0.45,,
49024,1.7,1,1.008758175,4/24/2019,Dimitrov G.,0.7,,
35596,3.25,0,1.008736841,2/26/2014,Young D.,-1,,
39989,1.11,1,1.00872676,10/13/2015,Goffin D.,0.11,,
54331,1.56,1,1.0087241,11/2/2021,Cilic M.,0.56,,
32392,1.11,1,1.008714747,10/25/2012,Del Potro J.M.,0.11,,
47626,7.48,0,1.008713608,9/1/2018,Kohlschreiber P.,-1,,
36570,1.18,1,1.008690961,6/26/2014,Raonic M.,0.18,,
33040,1.42,1,1.008679036,2/27/2013,Seppi A.,0.42,,
45312,1.32,1,1.008677008,10/19/2017,Goffin D.,0.32,,
32202,1.23,1,1.008668676,10/6/2012,Tsonga J.W.,0.23,,
41089,1.87,0,1.008647389,4/11/2016,Bedene A.,-1,,
51300,1.12,1,1.008645887,9/1/2020,Auger-Aliassime F.,0.12,,
44982,1.72,1,1.008642656,8/31/2017,Mayer L.,0.72,,
36118,2.8,0,1.008640804,5/12/2014,Riba P.,-1,,
30044,1.14,1,1.008622057,1/19/2012,Monfils G.,0.14,,
53186,1.46,1,1.008573984,6/7/2021,Schwartzman D.,0.46,,
36548,1.23,1,1.008572876,6/25/2014,Bautista R.,0.23,,
56742,1.14,1,1.008567795,10/7/2022,Djokovic N.,0.14,,
42685,1.69,1,1.008555408,10/20/2016,Anderson K.,0.69,,
52534,1.26,1,1.008552153,3/24/2021,Herbert P.H.,0.26,,
51715,1.37,1,1.008551573,10/16/2020,Bautista Agut R.,0.37,,
