match,PSW,win0,confidence0,date,winner,,,pred correct?
31235,2.23,0,1.171686232,6/16/2012,Haas T.,-1,,
42787,2.23,0,1.171651361,10/31/2016,Verdasco F.,-1,,
56593,2.55,0,1.171647269,9/22/2022,Rune H.,-1,,
36897,1.77,1,1.17164455,7/31/2014,Granollers M.,0.77,,
33897,1.65,1,1.171639536,6/18/2013,Llodra M.,0.65,,
37055,1.88,1,1.17161359,8/19/2014,Garcia-Lopez G.,0.88,,
34204,2.94,0,1.171588209,7/19/2013,Delbonis F.,-1,,
48549,1.84,1,1.171582278,2/20/2019,Cuevas P.,0.84,,
56336,1.67,1,1.171484891,8/15/2022,Isner J.,0.67,,
31229,1.93,1,1.171474015,6/15/2012,Nalbandian D.,0.93,,
37605,2.16,1,1.171468037,1/5/2015,Bolelli S.,1.16,,
33091,1.88,0,1.171344986,3/7/2013,Zverev M.,-1,,
41965,2.37,0,1.171334755,7/19/2016,Elias G.,-1,,
57354,1.7,1,1.171314381,2/14/2023,Mmoh M.,0.7,70,
40552,1.85,1,1.171289004,2/5/2016,Mathieu P.H.,0.85,,
36069,2.06,1,1.171257045,5/6/2014,Bautista R.,1.06,,
51036,2,0,1.171253179,2/15/2020,Seppi A.,-1,,
45839,2.05,1,1.171243678,2/14/2018,Bedene A.,1.05,,
50863,1.47,1,1.171208995,1/25/2020,Rublev A.,0.47,,
54114,2.02,0,1.171207771,10/7/2021,Cressy M.,-1,,
30268,2.01,1,1.171152162,2/20/2012,Nishikori K.,1.01,,
48224,1.83,1,1.171150889,1/14/2019,Nishioka Y.,0.83,,
33311,1.61,1,1.171127703,4/12/2013,Klizan M.,0.61,,
56426,2.11,1,1.171125082,8/26/2022,Djere L.,1.11,,
34063,1.98,0,1.171111748,7/8/2013,Mannarino A.,-1,,
40894,1.69,0,1.171108637,3/14/2016,Gasquet R.,-1,,
49230,1.88,1,1.171060097,5/20/2019,Diez S.,0.88,,
42217,1.52,1,1.171056115,8/17/2016,Thiem D.,0.52,,
45611,1.72,1,1.171042117,1/15/2018,Jaziri M.,0.72,,
57359,1.63,1,1.170992905,2/14/2023,Cerundolo F.,0.63,63,
30022,2.02,0,1.170965061,1/17/2012,Chela J.I.,-1,,
55998,3.41,0,1.170957203,7/3/2022,Sinner J.,-1,,
35644,2,1,1.170937979,3/7/2014,Lu Y.H.,1,,
46439,2.29,0,1.170857668,4/28/2018,Cecchinato M.,-1,,
30294,1.74,1,1.170779205,2/22/2012,Melzer J.,0.74,,
55934,1.87,0,1.170764525,6/28/2022,Baez S.,-1,,
55540,1.63,1,1.170724792,5/16/2022,Gasquet R.,0.63,,
40108,1.87,1,1.170711285,10/26/2015,Cuevas P.,0.87,,
49107,1.85,1,1.17067629,5/3/2019,Bautista Agut R.,0.85,,
49629,1.74,1,1.170664843,7/2/2019,Baghdatis M.,0.74,,
53586,2.92,0,1.170632063,7/21/2021,Rinderknech A.,-1,,
50848,3.04,0,1.170627962,1/23/2020,Gulbis E.,-1,,
56453,1.68,1,1.17057312,8/29/2022,Tabilo A.,0.68,,
44305,1.85,1,1.170517616,6/25/2017,Darcis S.,0.85,,
38532,1.75,1,1.170407251,4/21/2015,Montanes A.,0.75,,
32064,1.64,1,1.170351592,9/27/2012,Davydenko N.,0.64,,
55903,2.04,0,1.170322925,6/27/2022,Marterer M.,-1,,
51272,1.47,1,1.170297296,8/27/2020,Tsitsipas S.,0.47,,
54145,1.83,0,1.170290981,10/9/2021,Eubanks C.,-1,,
53028,1.72,1,1.170290971,5/24/2021,Carballes Baena R.,0.72,,
48669,2.12,1,1.170274291,3/1/2019,Tsitsipas S.,1.12,,
53431,1.45,1,1.170269415,7/1/2021,Bedene A.,0.45,,
39993,1.46,1,1.170237448,10/14/2015,Nadal R.,0.46,,
57594,1.97,1,1.170167116,3/5/2023,Jarry N.,0.97,97,
36676,1.45,1,1.170147281,7/11/2014,Verdasco F.,0.45,,
56279,2.14,0,1.170129109,8/8/2022,Molcan A.,-1,,
34999,1.37,1,1.170122701,10/31/2013,Ferrer D.,0.37,,
47498,1.43,1,1.170122024,8/21/2018,Johnson S.,0.43,,
41414,1.76,1,1.170107897,5/16/2016,Garcia-Lopez G.,0.76,,
30790,1.88,0,1.170082066,4/25/2012,Montanes A.,-1,,
45897,1.65,1,1.170080808,2/19/2018,Verdasco F.,0.65,,
49725,1.77,1,1.170056091,7/16/2019,Rublev A.,0.77,,
57355,1.59,1,1.16998018,2/14/2023,Munar J.,0.59,59,
49101,2.65,0,1.16991241,5/3/2019,Davidovich Fokina A.,-1,,
55008,2.11,0,1.169905603,3/11/2022,Koepfer D.,-1,,
50500,2.4,0,1.169901334,10/15/2019,Lopez F.,-1,,
52336,3.09,0,1.169879976,3/3/2021,Davidovich Fokina A.,-1,,
40009,3.06,0,1.169878562,10/15/2015,Anderson K.,-1,,
56454,1.73,1,1.169673665,8/29/2022,Murray A.,0.73,,
42974,2.47,0,1.169671311,1/12/2017,Johnson S.,-1,,
47076,2.33,0,1.169649669,7/6/2018,Mcdonald M.,-1,,
35468,2.3,0,1.169640781,2/18/2014,Davydenko N.,-1,,
56109,1.56,1,1.169606269,7/21/2022,Karatsev A.,0.56,,
48859,1.48,1,1.169567573,3/26/2019,Anderson K.,0.48,,
46873,1.45,1,1.169558765,6/18/2018,Bautista Agut R.,0.45,,
37924,2.32,0,1.169553453,2/5/2015,Sijsling I.,-1,,
46318,1.68,0,1.169531309,4/16/2018,Tsitsipas S.,-1,,
45935,2.16,0,1.169471051,2/21/2018,Mahut N.,-1,,
50913,1.83,0,1.169452435,2/5/2020,Berankis R.,-1,,
48407,2.44,0,1.169448249,2/8/2019,Herbert P.H.,-1,,
46634,1.87,1,1.16938976,5/20/2018,Seppi A.,0.87,,
49135,2.05,0,1.16937503,5/7/2019,Schwartzman D.,-1,,
34152,1.64,1,1.169331407,7/15/2013,Montanes A.,0.64,,
49373,1.64,1,1.169320376,5/31/2019,Londero J.I.,0.64,,
52392,2.14,0,1.169315252,3/9/2021,Coria F.,-1,,
46052,1.88,1,1.169284042,3/2/2018,Zeballos H.,0.88,,
57177,1.51,1,1.169268076,1/17/2023,Djere L.,0.51,51,
30773,2.72,0,1.169220345,4/24/2012,Gil F.,-1,,
49100,1.66,1,1.169184891,5/3/2019,Cuevas P.,0.66,,
53945,2.13,0,1.169182903,9/1/2021,Gojowczyk P.,-1,,
43842,2.55,0,1.16912857,5/2/2017,Copil M.,-1,,
39802,2.07,1,1.169115322,9/22/2015,Klizan M.,1.07,,
36450,1.79,1,1.169102605,6/18/2014,Mahut N.,0.79,,
53164,1.83,1,1.169054821,6/3/2021,Kwon S.W.,0.83,,
46855,1.41,1,1.169003608,6/15/2018,Chardy J.,0.41,,
38244,2.2,0,1.168994233,3/14/2015,Kokkinakis T.,-1,,
55952,1.74,1,1.168899776,6/29/2022,Paul T.,0.74,,
34326,1.53,1,1.168848892,7/30/2013,Haase R.,0.53,,
53837,1.79,1,1.168818264,8/23/2021,Thompson J.,0.79,,
35440,1.41,1,1.168804355,2/14/2014,Lu Y.H.,0.41,,
42962,2.39,0,1.168797289,1/11/2017,Cuevas P.,-1,,
37815,2.97,0,1.168793468,1/21/2015,Sousa J.,-1,,
37027,2.42,0,1.168782789,8/17/2014,Mahut N.,-1,,
40154,1.74,1,1.168768728,10/30/2015,Nadal R.,0.74,,
52252,1.7,1,1.168716089,2/23/2021,Coria F.,0.7,,
34362,1.38,1,1.168574957,8/2/2013,Isner J.,0.38,,
45408,1.77,0,1.168571765,10/30/2017,Benneteau J.,-1,,
57176,1.58,1,1.168569874,1/17/2023,Schwartzman D.,0.58,58,
31859,1.76,1,1.168505951,8/27/2012,Ramos A.,0.76,,
39517,2.25,0,1.168469041,8/10/2015,Young D.,-1,,
56697,2.16,0,1.168463676,10/3/2022,Martinez P.,-1,,
42433,1.43,1,1.168425648,9/21/2016,Kuznetsov An.,0.43,,
48509,1.65,1,1.168393218,2/18/2019,Harris L.,0.65,,
40388,1.65,1,1.168366985,1/18/2016,Thiem D.,0.65,,
43607,1.93,1,1.168359412,3/26/2017,Young D.,0.93,,
53547,1.91,1,1.168300857,7/19/2021,Lopez F.,0.91,,
33568,1.85,0,1.168246973,5/13/2013,Fognini F.,-1,,
44354,2.13,0,1.168244814,6/30/2017,Monfils G.,-1,,
45575,1.88,0,1.168241832,1/10/2018,Medvedev D.,-1,,
45740,2.25,0,1.168206282,2/6/2018,Monteiro T.,-1,,
52352,1.67,0,1.168174638,3/5/2021,Ramos-Vinolas A.,-1,,
49232,2.1,1,1.168138875,5/20/2019,Herbert P.H.,1.1,,
37869,1.45,1,1.168043198,2/2/2015,Janowicz J.,0.45,,
51243,1.56,1,1.168027121,8/23/2020,Bedene A.,0.56,,
44957,1.71,1,1.168000711,8/30/2017,Jaziri M.,0.71,,
50208,2.91,0,1.167970378,8/29/2019,Kudla D.,-1,,
48978,2.19,0,1.167940514,4/18/2019,Medvedev D.,-1,,
31262,2.81,0,1.167939782,6/19/2012,Lu Y.H.,-1,,
36103,2.08,1,1.167911705,5/11/2014,Stepanek R.,1.08,,
45586,1.74,1,1.167910072,1/10/2018,Haase R.,0.74,,
38145,1.65,1,1.167905043,2/24/2015,Baghdatis M.,0.65,,
49940,1.44,1,1.167774999,8/1/2019,Albot R.,0.44,,
30816,1.44,1,1.16776324,4/28/2012,Ferrer D.,0.44,,
39594,2.11,0,1.167759944,8/19/2015,Robredo T.,-1,,
31581,1.99,0,1.167716861,7/18/2012,Bellucci T.,-1,,
35944,1.63,1,1.167713071,4/22/2014,Dodig I.,0.63,,
42285,2.24,0,1.167698222,8/26/2016,Troicki V.,-1,,
34435,1.95,0,1.167672008,8/12/2013,Dimitrov G.,-1,,
39926,2.25,0,1.167653208,10/6/2015,Millman J.,-1,,
39434,1.66,0,1.167584378,8/1/2015,Goffin D.,-1,,
34444,1.6,1,1.167538575,8/13/2013,Becker B.,0.6,,
35200,2.55,0,1.167516685,1/14/2014,Kokkinakis T.,-1,,
31190,2.1,1,1.167508033,6/12/2012,Haas T.,1.1,,
52308,1.6,1,1.167493207,3/1/2021,Fucsovics M.,0.6,,
51094,2.03,1,1.167478915,2/19/2020,Monteiro T.,1.03,,
39788,2.44,0,1.167376523,9/8/2015,Cilic M.,-1,,
54173,1.68,0,1.167355026,10/11/2021,Schwartzman D.,-1,,
55918,1.98,1,1.16735308,6/28/2022,Sonego L.,0.98,,
35027,1.93,1,1.167293988,12/30/2013,Sela D.,0.93,,
38683,2.17,0,1.167282611,5/5/2015,Ramos-Vinolas A.,-1,,
57061,1.85,1,1.167272978,1/5/2023,Korda S.,0.85,85,
49260,1.8,0,1.167174532,5/22/2019,Albot R.,-1,,
37719,3.11,0,1.167161312,1/14/2015,Ramos-Vinolas A.,-1,,
33941,2,0,1.167140412,6/24/2013,Verdasco F.,-1,,
42183,2.56,0,1.167095447,8/12/2016,Lajovic D.,-1,,
49269,1.38,1,1.167085083,5/23/2019,Auger-Aliassime F.,0.38,,
49675,1.59,1,1.167083547,7/5/2019,Verdasco F.,0.59,,
30187,1.93,1,1.167037609,2/14/2012,Kudla D.,0.93,,
55603,1.95,0,1.167010658,5/22/2022,Dellien H.,-1,,
33962,1.7,1,1.166989558,6/24/2013,Pospisil V.,0.7,,
38237,1.63,1,1.166966175,3/13/2015,Klizan M.,0.63,,
42980,2.27,0,1.16691891,1/13/2017,Muller G.,-1,,
40461,1.71,1,1.166902899,1/22/2016,Berdych T.,0.71,,
40751,1.71,1,1.166884635,2/22/2016,Pospisil V.,0.71,,
47328,2.11,0,1.166860856,8/2/2018,Jarry N.,-1,,
31163,1.78,1,1.166846419,6/12/2012,Ebden M.,0.78,,
43650,2,1,1.166802694,4/12/2017,Lorenzi P.,1,,
57147,1.44,1,1.166695273,1/16/2023,Nadal R.,0.44,44,
56363,1.92,1,1.166680115,8/17/2022,Schwartzman D.,0.92,,
54731,1.49,1,1.16666204,2/8/2022,Broady L.,0.49,,
41469,2.14,1,1.166637543,5/23/2016,Mannarino A.,1.14,,
40101,2.51,0,1.166608372,10/24/2015,Sock J.,-1,,
36917,2.48,0,1.166567738,8/4/2014,Russell M.,-1,,
48893,1.6,1,1.166556018,4/9/2019,Thompson J.,0.6,,
40795,1.97,1,1.166512491,2/24/2016,Dolgopolov O.,0.97,,
37681,1.53,1,1.166470393,1/10/2015,Wawrinka S.,0.53,,
35584,3.33,0,1.166438023,2/26/2014,Delbonis F.,-1,,
43048,2.4,0,1.16635575,1/18/2017,Darcis S.,-1,,
52254,1.61,1,1.166335863,2/23/2021,Cerundolo F.,0.61,,
32295,2.13,0,1.166266969,10/16/2012,Sijsling I.,-1,,
57048,1.86,1,1.166262413,1/4/2023,Krajinovic F.,0.86,86,
39881,2,0,1.166176897,10/1/2015,Pospisil V.,-1,,
54812,2.07,0,1.166134161,2/14/2022,Otte O.,-1,,
45497,1.78,0,1.166122021,1/2/2018,Ivashka I.,-1,,
40050,2.14,0,1.166106289,10/20/2015,Haase R.,-1,,
29877,1.78,0,1.166092318,1/4/2012,Youzhny M.,-1,,
53221,1.81,1,1.166055298,6/13/2021,Cilic M.,0.81,,
36202,1.99,0,1.165935503,5/22/2014,Delbonis F.,-1,,
47450,2.19,0,1.165930875,8/15/2018,Shapovalov D.,-1,,
32911,2.16,0,1.165917542,2/19/2013,Russell M.,-1,,
57429,1.44,1,1.165855923,2/20/2023,Djere L.,0.44,44,
50762,2.17,1,1.165817792,1/20/2020,Querrey S.,1.17,,
55346,1.6,1,1.165807765,4/21/2022,Djokovic N.,0.6,,
55999,1.55,1,1.165807198,7/3/2022,Norrie C.,0.55,,
40195,2.11,1,1.165794881,11/5/2015,Berdych T.,1.11,,
40736,2.57,0,1.165686333,2/20/2016,Thiem D.,-1,,
33679,2.14,0,1.165637446,5/26/2013,Devvarman S.,-1,,
54027,1.78,1,1.165621393,9/22/2021,Millman J.,0.78,,
56791,1.42,1,1.16555307,10/14/2022,Rublev A.,0.42,,
35059,1.87,0,1.165519125,12/31/2013,Bedene A.,-1,,
40604,1.55,1,1.165489511,2/9/2016,Monaco J.,0.55,,
35254,1.39,1,1.165480862,1/17/2014,Ferrer D.,0.39,,
43619,1.34,1,1.165454796,3/27/2017,Federer R.,0.34,,
39523,2.27,0,1.165444633,8/11/2015,Gulbis E.,-1,,
51297,1.47,1,1.165353804,9/1/2020,Barrere G.,0.47,,
52849,2.4,0,1.165352814,5/1/2021,Struff J.L.,-1,,
56077,2.65,0,1.165246203,7/19/2022,Coric B.,-1,,
37484,2.05,0,1.16524516,10/20/2014,Lu Y.H.,-1,,
31848,2.15,0,1.165186978,8/24/2012,Isner J.,-1,,
33916,1.88,1,1.16517994,6/19/2013,Fognini F.,0.88,,
44621,1.88,1,1.165171476,7/27/2017,Khachanov K.,0.88,,
47079,2.04,0,1.165158225,7/6/2018,Mannarino A.,-1,,
42009,1.89,0,1.165135767,7/20/2016,Lorenzi P.,-1,,
37528,1.65,1,1.165104276,10/24/2014,Karlovic I.,0.65,,
43429,1.8,1,1.165055174,3/2/2017,Haase R.,0.8,,
38391,2.15,0,1.165025586,3/31/2015,Thiem D.,-1,,
48638,2,1,1.165017828,2/27/2019,Coric B.,1,,
35960,1.31,1,1.164949923,4/23/2014,Dimitrov G.,0.31,,
43988,2.05,0,1.164928867,5/17/2017,Bautista Agut R.,-1,,
38015,2.37,0,1.164854377,2/13/2015,Young D.,-1,,
43445,1.31,1,1.164837295,3/4/2017,Nadal R.,0.31,,
35222,2.2,1,1.16481252,1/15/2014,Roger-Vasselin E.,1.2,,
46452,1.85,1,1.164754925,4/30/2018,De Minaur A.,0.85,,
41644,2.16,0,1.164694649,6/14/2016,Tomic B.,-1,,
45313,1.65,1,1.164668919,10/19/2017,Ferrer D.,0.65,,
41824,2.26,0,1.16465481,6/30/2016,Mahut N.,-1,,
44727,1.7,1,1.164624156,8/3/2017,Fritz T.,0.7,,
48027,1.68,1,1.164562712,10/29/2018,Basilashvili N.,0.68,,
36241,1.87,1,1.164508587,5/26/2014,Paire B.,0.87,,
54047,1.74,0,1.164493121,9/24/2021,Duckworth J.,-1,,
44940,1.96,0,1.164486071,8/30/2017,Zverev M.,-1,,
50909,1.65,1,1.164463484,2/4/2020,Londero J.I.,0.65,,
48164,1.65,1,1.164399643,1/6/2019,Thompson J.,0.65,,
54411,1.94,0,1.164381722,1/4/2022,Mager G.,-1,,
35878,1.66,0,1.164292732,4/14/2014,Andujar P.,-1,,
55238,1.75,0,1.164269574,4/9/2022,Goffin D.,-1,,
56858,1.96,1,1.164188372,10/20/2022,Zhang Zh.,0.96,,
35854,2.04,0,1.164186285,4/11/2014,Carballes Baena R.,-1,,
54617,2.17,0,1.164126253,1/22/2022,Fritz T.,-1,,
42752,2.22,0,1.16409721,10/26/2016,Delbonis F.,-1,,
49550,1.69,1,1.164074362,6/26/2019,Fabbiano T.,0.69,,
33468,2.18,0,1.164056843,4/30/2013,Haase R.,-1,,
53636,2.22,0,1.164055493,7/27/2021,Rune H.,-1,,
36454,1.52,1,1.164038519,6/18/2014,Sousa J.,0.52,,
56035,1.75,1,1.164019756,7/12/2022,Coria F.,0.75,,
43891,2.22,1,1.163986868,5/6/2017,Muller G.,1.22,,
34137,1.83,1,1.163861371,7/13/2013,Verdasco F.,0.83,,
40111,1.8,0,1.16381696,10/27/2015,Garcia-Lopez G.,-1,,
56973,1.89,1,1.163758685,11/1/2022,Evans D.,0.89,,
33496,3.28,0,1.163731217,5/3/2013,Carreno-Busta P.,-1,,
41577,1.8,1,1.163728539,6/3/2016,Murray A.,0.8,,
48450,2.04,0,1.163700738,2/12/2019,Munar J.,-1,,
39080,1.51,1,1.163682161,6/23/2015,Vesely J.,0.51,,
39643,1.74,1,1.163681744,8/25/2015,Janowicz J.,0.74,,
47322,2.2,0,1.163621664,8/1/2018,Jarry N.,-1,,
31022,1.64,1,1.163556187,5/23/2012,Darcis S.,0.64,,
56810,2.16,1,1.163535243,10/17/2022,Draper J.,1.16,,
53745,2.9,0,1.163515949,8/10/2021,Basilashvili N.,-1,,
46675,2.07,0,1.16344004,5/24/2018,Gojowczyk P.,-1,,
52390,2.6,0,1.16343713,3/9/2021,Ebden M.,-1,,
31826,1.91,1,1.163430232,8/21/2012,Nieminen J.,0.91,,
52878,1.91,1,1.163356854,5/4/2021,Nishikori K.,0.91,,
37105,3.05,0,1.163353931,8/26/2014,Coric B.,-1,,
33191,2.01,0,1.16335133,3/21/2013,Blake J.,-1,,
37458,1.71,1,1.163282083,10/17/2014,Kohlschreiber P.,0.71,,
35136,1.84,1,1.163277754,1/8/2014,Lu Y.H.,0.84,,
51832,2.01,0,1.163137427,10/31/2020,Mannarino A.,-1,,
33827,2.04,0,1.163100139,6/11/2013,Mayer L.,-1,,
34241,2.37,0,1.163093459,7/23/2013,Haider-Maurer A.,-1,,
34420,2.25,0,1.163085213,8/9/2013,Pospisil V.,-1,,
56123,1.9,1,1.163061017,7/24/2022,Ruud C.,0.9,,
53374,1.4,1,1.163055551,6/29/2021,Gerasimov E.,0.4,,
50031,1.65,1,1.163012688,8/12/2019,Mannarino A.,0.65,,
36457,1.75,1,1.162905533,6/18/2014,Gasquet R.,0.75,,
54922,2.2,0,1.162877408,2/22/2022,Popyrin A.,-1,,
39650,2.89,0,1.162872276,8/26/2015,Jaziri M.,-1,,
36341,1.43,1,1.162828837,6/9/2014,Kudla D.,0.43,,
34815,3.79,0,1.162796542,10/10/2013,Monfils G.,-1,,
42783,1.63,1,1.162791559,10/31/2016,Ramos-Vinolas A.,0.63,,
37547,1.8,1,1.162781489,10/27/2014,Melzer J.,0.8,,
51302,1.55,1,1.162770483,9/1/2020,Khachanov K.,0.55,,
56313,1.83,0,1.162770138,8/11/2022,Auger-Aliassime F.,-1,,
41298,1.83,0,1.162768134,5/2/2016,Istomin D.,-1,,
34429,1.54,1,1.162759198,8/12/2013,Monaco J.,0.54,,
45261,1.85,0,1.162753815,10/16/2017,Benneteau J.,-1,,
43026,2.32,0,1.162751079,1/17/2017,Fognini F.,-1,,
47288,1.83,1,1.162748072,7/31/2018,Kudla D.,0.83,,
52276,1.73,1,1.16274549,2/25/2021,Albot R.,0.73,,
49968,1.94,1,1.162667636,8/5/2019,Mannarino A.,0.94,,
33873,1.6,1,1.162551417,6/16/2013,Brands D.,0.6,,
30607,2.14,1,1.162531917,3/26/2012,Almagro N.,1.14,,
40980,1.73,1,1.16250789,3/26/2016,Cuevas P.,0.73,,
43513,3.5,0,1.162490232,3/13/2017,Fritz T.,-1,,
56994,2.72,0,1.162454343,11/3/2022,Rune H.,-1,,
44855,2.85,0,1.162401118,8/19/2017,Ferrer D.,-1,,
55775,1.74,1,1.162388272,6/13/2022,De Minaur A.,0.74,,
52235,2.15,1,1.162339197,2/22/2021,Kovalik J.,1.15,,
52709,1.97,0,1.162276075,4/14/2021,Carreno Busta P.,-1,,
35896,1.52,1,1.162269158,4/16/2014,Wawrinka S.,0.52,,
46461,1.36,1,1.162220326,5/1/2018,Bolelli S.,0.36,,
38450,2.56,0,1.162204567,4/11/2015,Gimeno-Traver D.,-1,,
32521,1.83,0,1.162178981,1/2/2013,Davydenko N.,-1,,
43616,1.41,1,1.162162797,3/27/2017,Berdych T.,0.41,,
35459,1.99,0,1.162162189,2/18/2014,Bellucci T.,-1,,
30189,1.63,1,1.162160853,2/14/2012,Kutrovsky D.,0.63,,
57100,1.93,0,1.162062734,1/10/2023,Kwon S.W.,-1,-100,
57025,2.08,0,1.161823758,1/2/2023,Carballes Baena R.,-1,-100,
49823,2.07,1,1.161708452,7/24/2019,Rublev A.,1.07,,
48822,1.85,1,1.161694126,3/22/2019,Mcdonald M.,0.85,,
32858,1.93,0,1.161678644,2/13/2013,Matosevic M.,-1,,
39732,1.62,1,1.161574567,9/2/2015,Stakhovsky S.,0.62,,
42998,2.2,0,1.161551356,1/16/2017,Lacko L.,-1,,
34259,1.37,1,1.161522745,7/24/2013,Monfils G.,0.37,,
40917,2.23,0,1.161521842,3/16/2016,Cilic M.,-1,,
42966,1.7,1,1.16151838,1/11/2017,Sousa J.,0.7,,
47768,1.83,0,1.161486649,10/1/2018,Fucsovics M.,-1,,
40579,1.69,1,1.161472001,2/8/2016,Kudla D.,0.69,,
54111,1.95,0,1.161468462,10/7/2021,Giron M.,-1,,
44999,1.89,1,1.161450003,8/31/2017,Troicki V.,0.89,,
37515,1.5,1,1.161437056,10/23/2014,Andujar P.,0.5,,
50713,1.76,0,1.161344518,1/13/2020,Chardy J.,-1,,
37343,3.67,0,1.161339193,10/5/2014,Kukushkin M.,-1,,
36493,1.69,1,1.161338317,6/23/2014,Baghdatis M.,0.69,,
31741,2.22,1,1.161310573,8/10/2012,Tipsarevic J.,1.22,,
32649,2.26,0,1.161288614,1/15/2013,Becker B.,-1,,
55848,2.88,0,1.161274484,6/21/2022,Giron M.,-1,,
53482,2.01,0,1.161249714,7/13/2021,Krajinovic F.,-1,,
31141,1.76,1,1.161231113,6/2/2012,Granollers M.,0.76,,
51427,1.98,1,1.161225899,9/12/2020,Hanfmann Y.,0.98,,
37919,1.52,1,1.161224189,2/5/2015,Lopez F.,0.52,,
35036,1.88,1,1.161124116,12/30/2013,Matosevic M.,0.88,,
41983,1.65,1,1.161076678,7/19/2016,Donaldson J.,0.65,,
52537,1.59,1,1.161054624,3/25/2021,Musetti L.,0.59,,
40825,1.77,1,1.160979383,2/26/2016,Wawrinka S.,0.77,,
54824,2.24,0,1.160908755,2/15/2022,Safiullin R.,-1,,
38094,3.5,0,1.160906897,2/19/2015,Thiem D.,-1,,
51803,1.44,1,1.160903639,10/28/2020,Kukushkin M.,0.44,,
35923,2.2,0,1.160845103,4/21/2014,De Schepper K.,-1,,
32863,1.84,1,1.160824543,2/14/2013,Falla A.,0.84,,
29971,1.95,1,1.160798773,1/16/2012,Rochus O.,0.95,,
48386,1.43,1,1.160785263,2/7/2019,Monfils G.,0.43,,
56741,1.42,1,1.160735707,10/7/2022,Medvedev D.,0.42,,
48354,1.64,1,1.160711185,2/5/2019,Berrettini M.,0.64,,
50450,1.52,1,1.160669554,10/9/2019,Rublev A.,0.52,,
48133,1.9,0,1.160627231,1/2/2019,Medvedev D.,-1,,
56320,1.78,1,1.160571455,8/11/2022,Ruud C.,0.78,,
39835,1.43,1,1.160554301,9/25/2015,Thiem D.,0.43,,
33858,2.31,0,1.160537796,6/13/2013,Kudla D.,-1,,
35803,1.43,1,1.160512902,3/25/2014,Murray A.,0.43,,
52034,1.53,1,1.160499328,2/2/2021,Querrey S.,0.53,,
36449,2.05,0,1.160468044,6/18/2014,Pospisil V.,-1,,
51944,1.94,1,1.160450494,1/8/2021,Querrey S.,0.94,,
31641,2.03,1,1.160448218,7/25/2012,Lorenzi P.,1.03,,
46819,2.14,0,1.160366432,6/11/2018,Haase R.,-1,,
53326,2.15,1,1.160354459,6/24/2021,Sonego L.,1.15,,
38613,1.5,1,1.160349254,4/28/2015,Montanes A.,0.5,,
50569,1.96,1,1.160348742,10/22/2019,Fognini F.,0.96,,
40661,3.32,0,1.160274667,2/15/2016,Pella G.,-1,,
56072,1.9,1,1.160227361,7/18/2022,Delbonis F.,0.9,,
48724,1.87,0,1.160223906,3/9/2019,Mannarino A.,-1,,
51997,2.92,0,1.160188828,2/1/2021,Bolt A.,-1,,
44548,1.78,1,1.160171131,7/21/2017,Verdasco F.,0.78,,
43927,2.02,0,1.160159459,5/10/2017,Zverev A.,-1,,
43804,2.23,0,1.160139201,4/27/2017,Ramos-Vinolas A.,-1,,
35755,1.78,1,1.160091436,3/21/2014,Robredo T.,0.78,,
55073,2.09,0,1.160084991,3/16/2022,Dimitrov G.,-1,,
48064,4.05,0,1.160061263,11/11/2018,Nishikori K.,-1,,
39532,1.57,1,1.160028606,8/11/2015,Sock J.,0.57,,
55582,1.63,1,1.160022313,5/20/2022,Norrie C.,0.63,,
36750,1.57,1,1.159962465,7/18/2014,Mayer L.,0.57,,
37696,1.75,1,1.159867272,1/13/2015,Troicki V.,0.75,,
40673,2.02,0,1.159865803,2/16/2016,Cervantes I.,-1,,
53104,1.45,1,1.159848672,5/31/2021,Opelka R.,0.45,,
47891,1.72,1,1.15978967,10/16/2018,Kyrgios N.,0.72,,
53608,2.35,0,1.15977738,7/23/2021,Altmaier D.,-1,,
31189,2.35,1,1.159747766,6/12/2012,Troicki V.,1.35,,
38815,1.54,1,1.159708178,5/21/2015,Bellucci T.,0.54,,
52269,1.74,1,1.159704861,2/24/2021,Nishioka Y.,0.74,,
55719,1.96,0,1.159667969,6/6/2022,Albot R.,-1,,
34380,1.4,1,1.159660852,8/5/2013,Seppi A.,0.4,,
48236,2.19,0,1.159627795,1/14/2019,Albot R.,-1,,
31318,1.44,1,1.159621059,6/25/2012,Russell M.,0.44,,
43001,1.97,0,1.159611438,1/16/2017,Schwartzman D.,-1,,
43255,1.71,1,1.159568339,2/17/2017,Tsonga J.W.,0.71,,
31953,1.5,1,1.159540964,9/1/2012,Roddick A.,0.5,,
48152,2.5,0,1.159530832,1/4/2019,Tsonga J.W.,-1,,
46035,1.75,1,1.159529731,2/28/2018,Kokkinakis T.,0.75,,
40703,1.55,1,1.159527547,2/17/2016,Del Potro J.M.,0.55,,
49557,1.84,1,1.159498767,6/26/2019,Kecmanovic M.,0.84,,
44822,2.32,0,1.159436377,8/15/2017,Ramanathan R.,-1,,
45056,1.85,1,1.159433509,9/20/2017,Dzumhur D.,0.85,,
52729,1.44,1,1.159415568,4/19/2021,Millman J.,0.44,,
34058,2.49,0,1.159367491,7/7/2013,Murray A.,-1,,
49259,2.04,1,1.159357431,5/22/2019,Delbonis F.,1.04,,
41471,2.38,0,1.159347435,5/23/2016,Thompson J.,-1,,
