match,PSW,win0,confidence0,date,winner,,
42677,3.4,1,1.953775716,10/19/2016,Bublik A.,2.4,240
43763,2.94,1,1.929743437,4/25/2017,Haase R.,1.94,194
42192,2.86,1,1.909966863,8/15/2016,Cuevas P.,1.86,186
52839,2.6,1,1.833972318,4/29/2021,Moutet C.,1.6,160
41131,1.41,0,1.798259487,4/16/2016,Nadal R.,-1,-100
47248,1.54,0,1.796992404,7/27/2018,Kovalik J.,-1,-100
54399,3.09,1,1.784544606,11/20/2021,Zverev A.,2.09,209
46480,1.54,0,1.760917866,5/2/2018,Dutra Silva R.,-1,-100
47461,2.55,1,1.758379687,8/16/2018,Kyrgios N.,1.55,155
42531,1.47,0,1.756685019,10/4/2016,Baghdatis M.,-1,-100
43952,1.45,0,1.753637002,5/13/2017,Nadal R.,-1,-100
43840,1.53,0,1.726129355,5/2/2017,Daniel T.,-1,-100
32381,2.72,1,1.725776636,10/24/2012,Gasquet R.,1.72,172
43716,2.7,1,1.719989429,4/18/2017,Muller G.,1.7,170
39694,1.51,0,1.71691539,8/31/2015,Gabashvili T.,-1,-100
43654,1.47,0,1.701015902,4/12/2017,Chardy J.,-1,-100
36927,2.74,1,1.698825537,8/5/2014,Lopez F.,1.74,174
50528,1.76,0,1.698331358,10/17/2019,Chardy J.,-1,-100
35730,3.11,1,1.684606437,3/19/2014,Mannarino A.,2.11,211
41852,1.44,0,1.682563832,7/3/2016,Vesely J.,-1,-100
48190,1.58,0,1.68240916,1/9/2019,Schwartzman D.,-1,-100
43783,2.73,1,1.657898282,4/26/2017,Karlovic I.,1.73,173
38657,1.55,0,1.657669571,5/2/2015,Gasquet R.,-1,-100
40743,2.83,1,1.656457376,2/21/2016,Querrey S.,1.83,183
44508,2.79,1,1.653605366,7/18/2017,Brown D.,1.79,179
41344,2.92,1,1.649517125,5/8/2016,Anderson K.,1.92,192
56506,2.66,1,1.648365295,8/31/2022,Moutet C.,1.66,166
51210,2.72,1,1.645941703,2/28/2020,Dimitrov G.,1.72,172
38595,2.62,1,1.638443357,4/28/2015,Istomin D.,1.62,162
50451,1.48,0,1.635227938,10/9/2019,Isner J.,-1,-100
35879,1.52,0,1.635147897,4/15/2014,Monfils G.,-1,-100
44084,2.73,1,1.634032679,5/29/2017,Estrella Burgos V.,1.73,173
53007,1.5,0,1.633727766,5/21/2021,Shapovalov D.,-1,-100
34426,3.03,1,1.626263649,8/11/2013,Nadal R.,2.03,203
35021,1.56,0,1.625500098,11/8/2013,Wawrinka S.,-1,-100
45976,2.59,1,1.624326031,2/25/2018,Tiafoe F.,1.59,159
40569,2.69,1,1.623565034,2/7/2016,Bautista R.,1.69,169
41780,1.46,0,1.617709112,6/28/2016,Kukushkin M.,-1,-100
41257,1.53,0,1.616147581,4/28/2016,Almagro N.,-1,-100
50924,2.69,1,1.610792404,2/5/2020,Moutet C.,1.69,169
41703,1.51,0,1.606004705,6/20/2016,Sela D.,-1,-100
43942,1.54,0,1.605912852,5/11/2017,Thiem D.,-1,-100
44773,2.75,1,1.605121404,8/8/2017,Lorenzi P.,1.75,175
36989,1.47,0,1.601721917,8/12/2014,Cilic M.,-1,-100
31419,1.54,0,1.59602438,7/4/2012,Murray A.,-1,-100
47499,1.56,0,1.593178344,8/21/2018,Gojowczyk P.,-1,-100
34344,2.47,1,1.590811566,7/31/2013,Tursunov D.,1.47,147
46105,1.56,0,1.590243674,3/10/2018,Sandgren T.,-1,-100
41231,1.47,0,1.584363775,4/26/2016,Dutra Silva R.,-1,-100
32107,1.52,0,1.583689189,10/1/2012,Mayer F.,-1,-100
42532,1.52,0,1.583300847,10/4/2016,Simon G.,-1,-100
36836,1.53,0,1.581094676,7/26/2014,Monaco J.,-1,-100
43580,2.84,1,1.580653266,3/24/2017,Vesely J.,1.84,184
48688,1.6,0,1.576823777,3/7/2019,Thompson J.,-1,-100
39565,2.98,1,1.5764504,8/16/2015,Murray A.,1.98,198
51083,1.56,0,1.575388401,2/19/2020,Garin C.,-1,-100
51101,2.11,1,1.574537839,2/20/2020,Humbert U.,1.11,111
43085,1.54,0,1.573786393,1/20/2017,Tsonga J.W.,-1,-100
46907,1.58,0,1.573755875,6/21/2018,Kyrgios N.,-1,-100
34505,2.71,1,1.572614237,8/20/2013,Nieminen J.,1.71,171
42093,2.5,1,1.572501188,7/26/2016,Young D.,1.5,150
55377,1.6,0,1.57137039,4/25/2022,Kwon S.W.,-1,-100
35849,2.6,1,1.568072646,4/10/2014,Garcia-Lopez G.,1.6,160
43448,1.53,0,1.56756157,3/5/2017,Cuevas P.,-1,-100
47375,2.59,1,1.566851828,8/6/2018,Polansky P.,1.59,159
37045,2.49,1,1.566341108,8/19/2014,Andujar P.,1.49,149
55021,1.55,0,1.564648974,3/12/2022,Monfils G.,-1,-100
54085,2.52,1,1.56419243,9/30/2021,Giron M.,1.52,152
48050,1.56,0,1.561883166,11/1/2018,Khachanov K.,-1,-100
34621,1.55,0,1.557939486,8/30/2013,Benneteau J.,-1,-100
47265,1.55,0,1.557494256,7/28/2018,Mayer L.,-1,-100
50294,1.53,0,1.557450115,9/20/2019,Tsonga J.W.,-1,-100
46312,2.38,1,1.557218679,4/15/2018,Zverev M.,1.38,138
35653,1.56,0,1.557045533,3/8/2014,Raonic M.,-1,-100
49903,1.56,0,1.553442341,7/31/2019,Cuevas P.,-1,-100
38754,1.51,0,1.553130059,5/13/2015,Isner J.,-1,-100
36685,2.74,1,1.55288007,7/12/2014,Bautista R.,1.74,174
49954,1.62,0,1.552778662,8/2/2019,Fritz T.,-1,-100
50065,2.37,1,1.552677319,8/15/2019,Khachanov K.,1.37,137
57398,2.46,1,1.550446217,2/16/2023,Mannarino A.,1.46,146
50535,1.76,0,1.55021067,10/18/2019,Mannarino A.,-1,-100
36604,1.68,0,1.550003766,7/7/2014,Delbonis F.,-1,-100
31770,1.53,0,1.549085524,8/14/2012,Haas T.,-1,-100
38466,2.64,1,1.546086432,4/13/2015,Stakhovsky S.,1.64,164
41987,2.08,1,1.544920066,7/19/2016,Nishioka Y.,1.08,108
52983,1.5,0,1.544660571,5/18/2021,Fognini F.,-1,-100
45950,1.58,0,1.544630438,2/22/2018,Fritz T.,-1,-100
47930,1.53,0,1.544224121,10/18/2018,Monfils G.,-1,-100
42527,1.54,0,1.543291235,10/3/2016,Sousa J.,-1,-100
54848,1.62,0,1.541993195,2/16/2022,Khachanov K.,-1,-100
52519,1.54,0,1.540402427,3/20/2021,Karatsev A.,-1,-100
38026,1.53,0,1.540210162,2/14/2015,Anderson K.,-1,-100
47363,1.63,0,1.540133221,8/4/2018,Zverev A.,-1,-100
47359,2.58,1,1.539714638,8/3/2018,Istomin D.,1.58,158
47888,1.53,0,1.538637516,10/16/2018,Paire B.,-1,-100
46266,2.68,1,1.538523959,4/10/2018,Basilashvili N.,1.68,168
33624,1.57,0,1.538142302,5/20/2013,Ghem A.,-1,-100
54188,1.51,0,1.536661778,10/13/2021,Monfils G.,-1,-100
49223,1.57,0,1.535382967,5/19/2019,Nadal R.,-1,-100
48120,1.6,0,1.534920367,1/2/2019,Paire B.,-1,-100
46235,2.2,1,1.533179292,3/26/2018,Shapovalov D.,1.2,120
37048,1.46,0,1.531974902,8/19/2014,Goffin D.,-1,-100
39171,2.73,1,1.530792847,6/30/2015,Paire B.,1.73,173
36157,1.57,0,1.528944,5/18/2014,Delbonis F.,-1,-100
51915,1.59,0,1.52584161,11/12/2020,Mannarino A.,-1,-100
45715,2.4,1,1.525793147,1/21/2018,Dimitrov G.,1.4,140
40647,1.5,0,1.524915489,2/13/2016,Monfils G.,-1,-100
55045,2.43,1,1.52363975,3/13/2022,Kecmanovic M.,1.43,143
36092,1.63,0,1.523271774,5/8/2014,Gulbis E.,-1,-100
51707,1.51,0,1.523039968,10/16/2020,Shapovalov D.,-1,-100
35526,2.65,1,1.522421736,2/21/2014,Dolgopolov O.,1.65,165
45549,2.38,1,1.521521561,1/7/2018,Lorenzi P.,1.38,138
37366,1.6,0,1.518904482,10/7/2014,Klizan M.,-1,-100
47396,1.67,0,1.516634823,8/8/2018,Shapovalov D.,-1,-100
55041,1.64,0,1.513845532,3/13/2022,Harris L.,-1,-100
47745,2.6,1,1.513360994,9/28/2018,Fritz T.,1.6,160
52340,1.54,0,1.512782519,3/3/2021,Khachanov K.,-1,-100
50467,2.35,1,1.512763583,10/11/2019,Berrettini M.,1.35,135
30819,2.49,1,1.512629793,4/30/2012,Istomin D.,1.49,149
52554,1.58,0,1.511964861,3/26/2021,Bublik A.,-1,-100
52607,1.56,0,1.51064378,3/30/2021,Bautista Agut R.,-1,-100
51488,2.51,1,1.510542118,9/22/2020,Bublik A.,1.51,151
47214,2.63,1,1.51049463,7/24/2018,Monteiro T.,1.63,163
41400,2.72,1,1.509262658,5/15/2016,Mannarino A.,1.72,172
36764,1.57,0,1.509203663,7/21/2014,Monaco J.,-1,-100
42201,1.42,0,1.508117057,8/16/2016,Tomic B.,-1,-100
52119,1.56,0,1.506580943,2/8/2021,Ruusuvuori E.,-1,-100
39715,2.41,1,1.505989999,9/1/2015,Bedene A.,1.41,141
55150,1.59,0,1.505850167,3/27/2022,Sinner J.,-1,-100
39057,2.21,1,1.503715137,6/19/2015,Troicki V.,1.21,121
46464,1.63,0,1.50318579,5/1/2018,Maden Y.,-1,-100
47743,1.53,0,1.500087676,9/27/2018,Querrey S.,-1,-100
41817,1.45,0,1.499974698,6/30/2016,Istomin D.,-1,-100
37978,2.62,1,1.499803462,2/10/2015,Souza J.,1.62,162
57258,2.58,1,1.49878866,2/6/2023,Zapata Miralles B.,1.58,158
47460,1.54,0,1.496757672,8/16/2018,Fucsovics M.,-1,-100
33800,1.53,0,1.494521379,6/10/2013,Evans D.,-1,-100
56736,1.59,0,1.493933471,10/7/2022,Tiafoe F.,-1,-100
49723,1.65,0,1.492908231,7/16/2019,Novak D.,-1,-100
51395,1.54,0,1.492855749,9/8/2020,Hurkacz H.,-1,-100
48622,1.65,0,1.491771975,2/26/2019,Schwartzman D.,-1,-100
53530,1.57,0,1.491470094,7/16/2021,Djere L.,-1,-100
48537,1.69,0,1.490730669,2/19/2019,Seppi A.,-1,-100
52970,1.6,0,1.489824263,5/17/2021,Bedene A.,-1,-100
54979,1.6,0,1.488876902,2/25/2022,Ramos-Vinolas A.,-1,-100
39808,2.75,1,1.488713552,9/23/2015,Pouille L.,1.75,175
48114,2.23,1,1.488559712,1/1/2019,Chardy J.,1.23,123
52401,1.51,0,1.487074656,3/10/2021,Shapovalov D.,-1,-100
48759,2.5,1,1.486017257,3/12/2019,Shapovalov D.,1.5,150
43195,1.57,0,1.485262477,2/13/2017,Haase R.,-1,-100
44780,1.47,0,1.485158567,8/9/2017,Anderson K.,-1,-100
48364,2.32,1,1.485033354,2/5/2019,Londero J.I.,1.32,132
50055,1.71,0,1.484799812,8/14/2019,De Minaur A.,-1,-100
42852,2.28,1,1.484486948,1/2/2017,Stepanek R.,1.28,128
41363,1.5,0,1.484165144,5/10/2016,Goffin D.,-1,-100
47679,2.37,1,1.482419968,9/20/2018,Cecchinato M.,1.37,137
47401,1.66,0,1.481692412,8/8/2018,Cilic M.,-1,-100
41039,2.71,1,1.480259443,4/5/2016,Baghdatis M.,1.71,171
47939,2.37,1,1.47924792,10/19/2018,Fognini F.,1.37,137
30501,1.52,0,1.477122013,3/12/2012,Almagro N.,-1,-100
41319,2.52,1,1.476665969,5/4/2016,Sock J.,1.52,152
54636,1.53,0,1.475822226,1/31/2022,Bhambri Y.,-1,-100
47752,1.54,0,1.475551844,9/28/2018,Sousa J.,-1,-100
34866,2.53,1,1.475481332,10/17/2013,Haase R.,1.53,153
