match,PSW,win0,confidence0,date,,,pred,correct?,,,,,,
47212,2.02,1,1.170354896,7/24/2018,1.02,,,,,,,,,
55476,2.13,0,1.170290896,5/7/2022,-1,,,,,,,,,
50632,1.5,1,1.170230167,10/29/2019,0.5,,,,,,,,,
52492,1.9,1,1.170200975,3/17/2021,0.9,,,,,,,,,
50434,1.81,1,1.170125869,10/8/2019,0.81,,,,,,,,,
52539,1.67,1,1.16992105,3/25/2021,0.67,,,,,,,,,
42911,2.25,1,1.169884991,1/5/2017,1.25,,,,,,,,,
51950,1.94,1,1.169757067,1/8/2021,0.94,,,,,,,,,
48585,1.94,1,1.169654655,2/23/2019,0.94,,,,,,,,,
44973,1.8,1,1.169527808,8/30/2017,0.8,,,,,,,,,
49238,1.81,1,1.169486185,5/20/2019,0.81,,,,,,,,,
50896,1.64,1,1.169452369,2/4/2020,0.64,,,,,,,,,
54507,1.76,1,1.169390642,1/15/2022,0.76,,,,,,,,,
56414,1.98,0,1.169385304,8/24/2022,-1,,,,,,,,,
50169,1.85,1,1.169382725,8/27/2019,0.85,,,,,,,,,
56342,1.98,1,1.169306973,8/16/2022,0.98,,,,,,,,,
52212,2.77,0,1.169156253,2/14/2021,-1,,,,,,,,,
46908,2.1,1,1.169081685,6/21/2018,1.1,,,,,,,,,
53724,1.48,1,1.168977226,8/7/2021,0.48,,,,,,,,,
47613,2.9,0,1.168889374,8/30/2018,-1,,,,,,,,,
47412,1.89,1,1.168882302,8/9/2018,0.89,,,,,,,,,
51382,1.69,1,1.168865413,9/5/2020,0.69,,,,,,,,,
53142,1.99,1,1.168857285,6/2/2021,0.99,,,,,,,,,
48633,2.18,0,1.168792412,2/27/2019,-1,,,,,,,,,
44495,2.34,0,1.1687224,7/18/2017,-1,,,,,,,,,
53152,1.65,1,1.168696944,6/3/2021,0.65,,,,,,,,,
56875,2.06,0,1.168664369,10/21/2022,-1,,,,,,,,,
51122,1.69,1,1.168594519,2/22/2020,0.69,,,,,,,,,
51840,2.43,0,1.16848024,11/2/2020,-1,,,,,,,,,
53875,1.5,1,1.16842034,8/28/2021,0.5,,,,,,,,,
43640,1.86,0,1.168324288,4/10/2017,-1,,,,,,,,,
45144,1.94,0,1.168201826,10/2/2017,-1,,,,,,,,,
55447,2.19,0,1.168166481,5/3/2022,-1,,,,,,,,,
49978,2.11,0,1.168071708,8/6/2019,-1,,,,,,,,,
53250,1.76,1,1.168026701,6/15/2021,0.76,,,,,,,,,
52774,2.3,0,1.167979235,4/22/2021,-1,,,,,,,,,
52037,1.41,1,1.167973463,2/2/2021,0.41,,,,,,,,,
54297,1.81,1,1.16794507,10/28/2021,0.81,,,,,,,,,
49629,1.69,1,1.167925142,7/2/2019,0.69,,,,,,,,,
47233,2.16,0,1.167793328,7/25/2018,-1,,,,,,,,,
49549,1.66,1,1.16769788,6/26/2019,0.66,,,,,,,,,
52237,2.75,0,1.167620672,2/23/2021,-1,,,,,,,,,
44077,2.09,1,1.167613042,5/28/2017,1.09,,,,,,,,,
48525,2.39,0,1.167601107,2/19/2019,-1,,,,,,,,,
53718,2.01,1,1.167520383,8/5/2021,1.01,,,,,,,,,
55139,1.69,1,1.167506092,3/26/2022,0.69,,,,,,,,,
54931,1.87,0,1.167501232,2/22/2022,-1,,,,,,,,,
51846,1.84,1,1.167424372,11/2/2020,0.84,,,,,,,,,
44654,1.9,0,1.167226975,7/31/2017,-1,,,,,,,,,
43364,1.99,1,1.167222562,2/27/2017,0.99,,,,,,,,,
46961,2.15,0,1.167164838,6/27/2018,-1,,,,,,,,,
49111,2.18,1,1.167141212,5/5/2019,1.18,,,,,,,,,
52733,1.56,1,1.167104449,4/19/2021,0.56,,,,,,,,,
45591,2.11,1,1.167004915,1/11/2018,1.11,,,,,,,,,
44818,1.77,1,1.166969896,8/15/2017,0.77,,,,,,,,,
54987,2.65,0,1.166933701,2/26/2022,-1,,,,,,,,,
53703,1.48,1,1.166858116,8/4/2021,0.48,,,,,,,,,
49482,2.58,0,1.166817263,6/19/2019,-1,,,,,,,,,
56740,1.45,1,1.166747439,10/7/2022,0.45,,,,,,,,,
51749,1.93,0,1.166747084,10/21/2020,-1,,,,,,,,,
53836,1.69,1,1.166743126,8/23/2021,0.69,,,,,,,,,
56262,2.14,1,1.166742074,8/5/2022,1.14,,,,,,,,,
53759,1.81,1,1.16673079,8/12/2021,0.81,,,,,,,,,
53223,1.67,1,1.166635484,6/14/2021,0.67,,,,,,,,,
52907,2.18,1,1.166543415,5/8/2021,1.18,,,,,,,,,
47368,2.1,0,1.1665399,8/5/2018,-1,,,,,,,,,
56071,2.3,0,1.166506033,7/18/2022,-1,,,,,,,,,
55370,1.58,1,1.166482101,4/25/2022,0.58,,,,,,,,,
53787,2.13,0,1.166424894,8/17/2021,-1,,,,,,,,,
53677,1.45,1,1.166388941,7/31/2021,0.45,,,,,,,,,
51991,1.76,0,1.166280806,1/13/2021,-1,,,,,,,,,
54069,1.74,1,1.166072522,9/28/2021,0.74,,,,,,,,,
45412,2.86,0,1.165995009,10/31/2017,-1,,,,,,,,,
49851,2.04,1,1.165940532,7/26/2019,1.04,,,,,,,,,
46512,1.9,1,1.165643689,5/4/2018,0.9,,,,,,,,,
51860,1.72,1,1.165627187,11/3/2020,0.72,,,,,,,,,
55289,1.85,1,1.165610458,4/15/2022,0.85,,,,,,,,,
54414,2.19,0,1.165598899,1/4/2022,-1,,,,,,,,,
57204,1.88,1,1.165594257,1/11/2023,0.88,,,,,,,,,
57200,1.88,1,1.165594257,1/11/2023,0.88,,,,,,,,,
57299,2.18,0,1.165542225,1/16/2023,-1,,,,,,,,,
57244,2.18,0,1.165542225,1/16/2023,-1,,,,,,,,,
52759,1.56,1,1.165531119,4/21/2021,0.56,,,,,,,,,
53001,2.12,0,1.165512955,5/20/2021,-1,,,,,,,,,
49566,1.8,1,1.165502935,6/27/2019,0.8,,,,,,,,,
46989,1.77,0,1.165499374,7/2/2018,-1,,,,,,,,,
51095,2.31,0,1.165481771,2/19/2020,-1,,,,,,,,,
52534,1.68,1,1.165471973,3/24/2021,0.68,,,,,,,,,
50734,1.81,0,1.16544641,1/15/2020,-1,,,,,,,,,
50565,2.19,0,1.165198168,10/22/2019,-1,,,,,,,,,
48798,1.51,1,1.165073171,3/21/2019,0.51,,,,,,,,,
45534,1.98,1,1.164956688,1/4/2018,0.98,,,,,,,,,
53645,1.67,1,1.164790079,7/27/2021,0.67,,,,,,,,,
45822,1.62,1,1.164405471,2/13/2018,0.62,,,,,,,,,
52920,1.74,0,1.164383963,5/10/2021,-1,,,,,,,,,
45406,2.08,0,1.164372039,10/30/2017,-1,,,,,,,,,
54213,2.05,0,1.164322957,10/19/2021,-1,,,,,,,,,
53767,1.78,1,1.164144829,8/13/2021,0.78,,,,,,,,,
47670,2.34,0,1.164063332,9/19/2018,-1,,,,,,,,,
48971,1.47,1,1.164022474,4/17/2019,0.47,,,,,,,,,
51332,1.72,1,1.164001381,9/2/2020,0.72,,,,,,,,,
47340,2.9,0,1.16374292,8/2/2018,-1,,,,,,,,,
53135,1.35,1,1.163729113,6/2/2021,0.35,,,,,,,,,
46538,2.16,1,1.163469941,5/8/2018,1.16,,,,,,,,,
53908,2.91,0,1.16345533,8/31/2021,-1,,,,,,,,,
44336,1.75,0,1.163454241,6/28/2017,-1,,,,,,,,,
44881,2.2,0,1.163127214,8/22/2017,-1,,,,,,,,,
53844,1.71,1,1.163087251,8/24/2021,0.71,,,,,,,,,
43211,1.95,1,1.163073143,2/14/2017,0.95,,,,,,,,,
54306,2.84,0,1.163072169,10/29/2021,-1,,,,,,,,,
46233,1.83,1,1.162949092,3/26/2018,0.83,,,,,,,,,
45248,2.15,0,1.162933861,10/12/2017,-1,,,,,,,,,
55641,1.9,1,1.162918776,5/24/2022,0.9,,,,,,,,,
50131,1.9,1,1.162898157,8/26/2019,0.9,,,,,,,,,
48416,2.5,1,1.162897591,2/9/2019,1.5,,,,,,,,,
44264,1.93,0,1.162890843,6/20/2017,-1,,,,,,,,,
49355,1.45,1,1.162885436,5/29/2019,0.45,,,,,,,,,
47071,1.47,1,1.162639098,7/5/2018,0.47,,,,,,,,,
48652,1.68,1,1.162594585,2/28/2019,0.68,,,,,,,,,
54920,1.75,0,1.162525407,2/22/2022,-1,,,,,,,,,
54679,1.98,1,1.162358156,2/2/2022,0.98,,,,,,,,,
50973,1.86,1,1.162351228,2/11/2020,0.86,,,,,,,,,
53595,1.96,1,1.162313635,7/22/2021,0.96,,,,,,,,,
55862,2.2,0,1.162267005,6/22/2022,-1,,,,,,,,,
56857,1.79,1,1.162161594,10/20/2022,0.79,,,,,,,,,
53538,1.9,0,1.162145688,7/17/2021,-1,,,,,,,,,
49065,2.19,0,1.162139598,4/29/2019,-1,,,,,,,,,
47975,1.93,1,1.162047276,10/23/2018,0.93,,,,,,,,,
53622,1.88,0,1.161961108,7/24/2021,-1,,,,,,,,,
44395,2.02,0,1.161934883,7/4/2017,-1,,,,,,,,,
56620,1.52,1,1.161867662,9/27/2022,0.52,,,,,,,,,
49974,2.27,0,1.161682824,8/5/2019,-1,,,,,,,,,
50108,1.65,1,1.161650727,8/21/2019,0.65,,,,,,,,,
53714,1.71,1,1.161643583,8/5/2021,0.71,,,,,,,,,
54359,2.13,1,1.161445447,11/7/2021,1.13,,,,,,,,,
50285,1.79,0,1.161298301,9/19/2019,-1,,,,,,,,,
47525,1.83,0,1.161242654,8/27/2018,-1,,,,,,,,,
53700,1.47,1,1.161222151,8/4/2021,0.47,,,,,,,,,
50852,2.13,1,1.161206428,1/24/2020,1.13,,,,,,,,,
45227,2.23,0,1.161192335,10/10/2017,-1,,,,,,,,,
47580,1.86,1,1.161134227,8/28/2018,0.86,,,,,,,,,
47287,1.68,1,1.161114049,7/31/2018,0.68,,,,,,,,,
49309,2.6,0,1.160983415,5/27/2019,-1,,,,,,,,,
47970,2.13,1,1.160801141,10/23/2018,1.13,,,,,,,,,
52380,2.14,0,1.160729188,3/9/2021,-1,,,,,,,,,
55332,2.38,0,1.160699621,4/20/2022,-1,,,,,,,,,
58059,1.51,1,1.160687028,2/27/2023,0.51,,,,,,,,,
58021,1.51,1,1.160687028,2/27/2023,0.51,,,,,,,,,
54501,2.11,0,1.160586647,1/13/2022,-1,,,,,,,,,
50906,2.27,0,1.160583804,2/4/2020,-1,,,,,,,,,
45761,1.63,1,1.160443073,2/7/2018,0.63,,,,,,,,,
46059,1.74,1,1.160350218,3/2/2018,0.74,,,,,,,,,
51897,1.87,0,1.160287703,11/9/2020,-1,,,,,,,,,
49122,2.02,0,1.160275335,5/6/2019,-1,,,,,,,,,
54945,2.64,0,1.160111461,2/23/2022,-1,,,,,,,,,
48351,2.14,1,1.159906458,2/5/2019,1.14,,,,,,,,,
48536,1.61,1,1.15983128,2/19/2019,0.61,,,,,,,,,
50518,2.08,0,1.159736688,10/17/2019,-1,,,,,,,,,
47735,1.93,0,1.159622541,9/26/2018,-1,,,,,,,,,
52600,1.78,1,1.159613457,3/29/2021,0.78,,,,,,,,,
49761,2.14,0,1.159576744,7/19/2019,-1,,,,,,,,,
54256,2.1,0,1.159556657,10/23/2021,-1,,,,,,,,,
45146,2.06,0,1.159556482,10/2/2017,-1,,,,,,,,,
46240,1.81,1,1.15953051,3/27/2018,0.81,,,,,,,,,
50207,2.14,0,1.159393599,8/29/2019,-1,,,,,,,,,
56318,1.83,1,1.159391417,8/11/2022,0.83,,,,,,,,,
49206,2.22,0,1.159383985,5/16/2019,-1,,,,,,,,,
49376,1.32,1,1.159374976,5/31/2019,0.32,,,,,,,,,
49425,1.85,1,1.15924495,6/11/2019,0.85,,,,,,,,,
56581,2.36,0,1.159189577,9/22/2022,-1,,,,,,,,,
43815,2.35,0,1.159161158,4/29/2017,-1,,,,,,,,,
45567,1.89,1,1.15909179,1/9/2018,0.89,,,,,,,,,
46852,1.69,1,1.159088606,6/15/2018,0.69,,,,,,,,,
48268,1.89,0,1.159034509,1/15/2019,-1,,,,,,,,,
51814,1.44,1,1.159003765,10/29/2020,0.44,,,,,,,,,
49135,2.05,0,1.158958363,5/7/2019,-1,,,,,,,,,
53407,1.94,0,1.158928424,6/30/2021,-1,,,,,,,,,
47529,1.69,1,1.158873879,8/27/2018,0.69,,,,,,,,,
53422,1.95,0,1.158670387,7/1/2021,-1,,,,,,,,,
54834,1.75,1,1.158512518,2/15/2022,0.75,,,,,,,,,
48189,1.75,0,1.158401026,1/9/2019,-1,,,,,,,,,
56763,1.73,0,1.158394652,10/11/2022,-1,,,,,,,,,
50799,2.04,0,1.158389618,1/21/2020,-1,,,,,,,,,
44875,1.75,0,1.158356152,8/22/2017,-1,,,,,,,,,
53045,2.69,0,1.158310405,5/26/2021,-1,,,,,,,,,
44939,1.88,0,1.158289209,8/30/2017,-1,,,,,,,,,
48607,1.68,1,1.158193311,2/26/2019,0.68,,,,,,,,,
43187,2.12,1,1.158076221,2/12/2017,1.12,,,,,,,,,
54427,2.31,0,1.158017541,1/5/2022,-1,,,,,,,,,
50125,1.43,1,1.157994851,8/26/2019,0.43,,,,,,,,,
53698,1.8,1,1.157942698,8/3/2021,0.8,,,,,,,,,
55822,1.68,1,1.157899539,6/17/2022,0.68,,,,,,,,,
55099,1.68,1,1.157899075,3/23/2022,0.68,,,,,,,,,
54535,2.66,0,1.157884852,1/17/2022,-1,,,,,,,,,
50127,1.4,1,1.157854056,8/26/2019,0.4,,,,,,,,,
47893,1.56,1,1.157797463,10/16/2018,0.56,,,,,,,,,
45869,1.56,1,1.157140364,2/16/2018,0.56,,,,,,,,,
45537,1.84,1,1.157116304,1/5/2018,0.84,,,,,,,,,
53363,1.4,1,1.15697633,6/29/2021,0.4,,,,,,,,,
46055,1.84,1,1.156974751,3/2/2018,0.84,,,,,,,,,
57252,2.74,0,1.156712213,1/16/2023,-1,,,,,,,,,
57286,2.74,0,1.156712213,1/16/2023,-1,,,,,,,,,
53628,1.63,1,1.156661931,7/26/2021,0.63,,,,,,,,,
54172,1.86,1,1.156621255,10/11/2021,0.86,,,,,,,,,
42984,1.76,1,1.156536566,1/16/2017,0.76,,,,,,,,,
44702,1.57,1,1.156483535,8/2/2017,0.57,,,,,,,,,
43922,2.37,0,1.156463507,5/9/2017,-1,,,,,,,,,
48444,1.79,1,1.156429473,2/12/2019,0.79,,,,,,,,,
51952,2.48,0,1.156216485,1/8/2021,-1,,,,,,,,,
46382,1.99,0,1.155933334,4/23/2018,-1,,,,,,,,,
51832,2.01,0,1.155931898,10/31/2020,-1,,,,,,,,,
44612,1.47,1,1.1559217,7/26/2017,0.47,,,,,,,,,
56592,1.44,1,1.155869534,9/22/2022,0.44,,,,,,,,,
53050,2.25,0,1.155855743,5/26/2021,-1,,,,,,,,,
52934,2.17,0,1.155715259,5/11/2021,-1,,,,,,,,,
49929,1.44,1,1.155620846,8/1/2019,0.44,,,,,,,,,
51890,1.56,0,1.15543511,11/7/2020,-1,,,,,,,,,
45829,2.24,0,1.155386024,2/13/2018,-1,,,,,,,,,
48211,3.02,0,1.15533464,1/11/2019,-1,,,,,,,,,
52659,2.02,0,1.155297577,4/9/2021,-1,,,,,,,,,
47414,2.06,0,1.1551599,8/9/2018,-1,,,,,,,,,
49047,1.55,1,1.155084066,4/26/2019,0.55,,,,,,,,,
43284,1.49,1,1.155009191,2/20/2017,0.49,,,,,,,,,
49134,1.87,1,1.154945706,5/7/2019,0.87,,,,,,,,,
54131,1.87,1,1.154802989,10/8/2021,0.87,,,,,,,,,
52594,1.39,1,1.154680926,3/29/2021,0.39,,,,,,,,,
55422,1.96,0,1.154628786,5/1/2022,-1,,,,,,,,,
51133,1.88,1,1.154577862,2/24/2020,0.88,,,,,,,,,
43038,1.61,1,1.154568245,1/17/2017,0.61,,,,,,,,,
45993,1.88,1,1.154523739,2/27/2018,0.88,,,,,,,,,
53059,2.05,0,1.154490931,5/27/2021,-1,,,,,,,,,
45265,1.68,1,1.154470198,10/17/2017,0.68,,,,,,,,,
52456,2.14,1,1.154452874,3/15/2021,1.14,,,,,,,,,
51751,2.02,1,1.154296698,10/21/2020,1.02,,,,,,,,,
55197,1.75,0,1.153961098,4/5/2022,-1,,,,,,,,,
56135,2.01,0,1.153808018,7/25/2022,-1,,,,,,,,,
43868,2.48,0,1.153558326,5/4/2017,-1,,,,,,,,,
43252,1.65,1,1.153400061,2/17/2017,0.65,,,,,,,,,
50045,2.04,0,1.153389073,8/13/2019,-1,,,,,,,,,
44894,1.88,0,1.153352339,8/23/2017,-1,,,,,,,,,
49248,1.47,1,1.153321887,5/21/2019,0.47,,,,,,,,,
50725,1.49,1,1.153154451,1/15/2020,0.49,,,,,,,,,
51939,1.56,1,1.153114707,1/7/2021,0.56,,,,,,,,,
47284,1.83,1,1.152924128,7/31/2018,0.83,,,,,,,,,
50181,1.5,1,1.152874576,8/27/2019,0.5,,,,,,,,,
46423,2.32,0,1.152833118,4/26/2018,-1,,,,,,,,,
46445,1.93,0,1.152693598,4/30/2018,-1,,,,,,,,,
53784,1.44,1,1.15264273,8/17/2021,0.44,,,,,,,,,
45117,2.13,0,1.152572419,9/27/2017,-1,,,,,,,,,
47649,2.36,0,1.152569263,9/7/2018,-1,,,,,,,,,
48240,1.5,1,1.15251631,1/14/2019,0.5,,,,,,,,,
50076,2.01,0,1.152497271,8/18/2019,-1,,,,,,,,,
43392,1.81,1,1.152459112,2/28/2017,0.81,,,,,,,,,
54264,2,1,1.152458236,10/25/2021,1,,,,,,,,,
55642,2.16,0,1.152454528,5/24/2022,-1,,,,,,,,,
48359,1.64,1,1.152273176,2/5/2019,0.64,,,,,,,,,
45258,2.02,0,1.15225364,10/16/2017,-1,,,,,,,,,
52813,1.46,1,1.15225194,4/27/2021,0.46,,,,,,,,,
56204,2.54,0,1.152180331,8/1/2022,-1,,,,,,,,,
45991,1.81,0,1.152156231,2/27/2018,-1,,,,,,,,,
54744,2.06,0,1.152135747,2/8/2022,-1,,,,,,,,,
43571,2.34,0,1.152054605,3/23/2017,-1,,,,,,,,,
44694,1.81,0,1.152039618,8/2/2017,-1,,,,,,,,,
44070,1.75,1,1.151911804,5/28/2017,0.75,,,,,,,,,
46565,1.9,1,1.151869129,5/10/2018,0.9,,,,,,,,,
55013,1.6,1,1.151812404,3/11/2022,0.6,,,,,,,,,
44308,1.78,1,1.151795458,6/26/2017,0.78,,,,,,,,,
56220,2.24,0,1.151600541,8/2/2022,-1,,,,,,,,,
48844,1.55,1,1.151576995,3/24/2019,0.55,,,,,,,,,
52479,1.92,0,1.151552461,3/16/2021,-1,,,,,,,,,
55832,2.69,0,1.151511438,6/19/2022,-1,,,,,,,,,
47143,2.16,0,1.151387168,7/18/2018,-1,,,,,,,,,
47919,1.46,1,1.151288436,10/17/2018,0.46,,,,,,,,,
44805,1.65,1,1.151251038,8/13/2017,0.65,,,,,,,,,
50669,3.12,0,1.15122147,11/14/2019,-1,,,,,,,,,
53581,2.6,0,1.151176444,7/21/2021,-1,,,,,,,,,
56350,2.5,0,1.151157774,8/16/2022,-1,,,,,,,,,
45267,2.18,0,1.151137218,10/17/2017,-1,,,,,,,,,
54324,2.49,0,1.151055722,11/1/2021,-1,,,,,,,,,
46733,1.87,0,1.151054469,5/29/2018,-1,,,,,,,,,
46341,1.93,0,1.150993206,4/17/2018,-1,,,,,,,,,
51830,1.98,0,1.150983438,10/30/2020,-1,,,,,,,,,
46802,1.79,1,1.150885618,6/4/2018,0.79,,,,,,,,,
52853,2.37,0,1.150839563,5/2/2021,-1,,,,,,,,,
50273,2,1,1.150803638,9/18/2019,1,,,,,,,,,
56697,2.09,1,1.150601456,10/3/2022,1.09,,,,,,,,,
49774,2.79,0,1.150592625,7/20/2019,-1,,,,,,,,,
43951,1.47,1,1.150590257,5/12/2017,0.47,,,,,,,,,
50360,1.43,1,1.150226201,9/30/2019,0.43,,,,,,,,,
51811,1.41,1,1.150166803,10/28/2020,0.41,,,,,,,,,
46018,2.4,0,1.150139512,2/28/2018,-1,,,,,,,,,
45372,1.79,1,1.15012821,10/25/2017,0.79,,,,,,,,,
46250,1.43,1,1.150112364,3/29/2018,0.43,,,,,,,,,
51858,1.79,0,1.150108275,11/3/2020,-1,,,,,,,,,
55529,1.52,1,1.15009126,5/13/2022,0.52,,,,,,,,,
48033,2.16,1,1.150038704,10/30/2018,1.16,,,,,,,,,
51425,2.04,0,1.149989061,9/12/2020,-1,,,,,,,,,
49736,1.83,1,1.14974779,7/17/2019,0.83,,,,,,,,,
45197,1.87,0,1.149594789,10/7/2017,-1,,,,,,,,,
49591,2.02,0,1.149469637,7/1/2019,-1,,,,,,,,,
49148,2.14,0,1.149451496,5/8/2019,-1,,,,,,,,,
57088,1.78,1,1.149441811,1/4/2023,0.78,,,,,,,,,
57074,1.78,1,1.149441811,1/4/2023,0.78,,,,,,,,,
55726,2.41,0,1.149172485,6/7/2022,-1,,,,,,,,,
48311,1.68,1,1.149140038,1/17/2019,0.68,,,,,,,,,
48800,1.8,1,1.149133321,3/21/2019,0.8,,,,,,,,,
44698,2.06,0,1.149117563,8/2/2017,-1,,,,,,,,,
49709,1.65,0,1.149088815,7/15/2019,-1,,,,,,,,,
42989,2.06,1,1.14890292,1/16/2017,1.06,,,,,,,,,
50639,2.14,0,1.148675441,10/30/2019,-1,,,,,,,,,
44808,1.68,1,1.148670282,8/14/2017,0.68,,,,,,,,,
49633,2.63,0,1.1486309,7/2/2019,-1,,,,,,,,,
54102,1.61,1,1.148629326,10/1/2021,0.61,,,,,,,,,
53616,1.62,1,1.148516392,7/23/2021,0.62,,,,,,,,,
49790,1.88,1,1.148488924,7/22/2019,0.88,,,,,,,,,
48793,1.95,1,1.148468579,3/21/2019,0.95,,,,,,,,,
47723,1.81,0,1.148316286,9/25/2018,-1,,,,,,,,,
47207,1.48,1,1.148283214,7/24/2018,0.48,,,,,,,,,
57000,2.81,0,1.148273553,11/5/2022,-1,,,,,,,,,
55168,1.41,1,1.148273553,3/29/2022,0.41,,,,,,,,,
49225,2.2,1,1.148218663,5/19/2019,1.2,,,,,,,,,
56458,2.05,0,1.148178205,8/30/2022,-1,,,,,,,,,
43491,2.29,0,1.14810005,3/11/2017,-1,,,,,,,,,
45614,1.68,1,1.148066216,1/15/2018,0.68,,,,,,,,,
51104,2.44,1,1.147945984,2/20/2020,1.44,,,,,,,,,
45795,1.74,1,1.147929519,2/9/2018,0.74,,,,,,,,,
51084,2.03,1,1.147893221,2/19/2020,1.03,,,,,,,,,
47570,1.63,1,1.147847214,8/28/2018,0.63,,,,,,,,,
44943,1.68,1,1.147806287,8/30/2017,0.68,,,,,,,,,
56802,1.46,1,1.147748063,10/16/2022,0.46,,,,,,,,,
52200,1.81,1,1.147689888,2/12/2021,0.81,,,,,,,,,
52487,2.51,0,1.14764595,3/17/2021,-1,,,,,,,,,
46186,2.4,0,1.1476115,3/22/2018,-1,,,,,,,,,
49970,1.94,1,1.147535621,8/5/2019,0.94,,,,,,,,,
56926,2.76,0,1.147471371,10/27/2022,-1,,,,,,,,,
52325,1.47,1,1.14733881,3/2/2021,0.47,,,,,,,,,
44595,1.58,1,1.147181049,7/25/2017,0.58,,,,,,,,,
48066,1.85,1,1.147093274,11/12/2018,0.85,,,,,,,,,
48247,1.43,1,1.147074942,1/14/2019,0.43,,,,,,,,,
46941,1.96,0,1.147054135,6/26/2018,-1,,,,,,,,,
46549,2.38,0,1.146998562,5/8/2018,-1,,,,,,,,,
48688,1.74,1,1.146984316,3/7/2019,0.74,,,,,,,,,
43540,1.57,1,1.146899712,3/17/2017,0.57,,,,,,,,,
48205,1.81,0,1.146783727,1/10/2019,-1,,,,,,,,,
49284,1.77,1,1.146743913,5/26/2019,0.77,,,,,,,,,
45815,1.94,1,1.14673387,2/12/2018,0.94,,,,,,,,,
56578,2.09,0,1.146663437,9/21/2022,-1,,,,,,,,,
57281,1.44,1,1.146599808,1/16/2023,0.44,,,,,,,,,
57243,1.44,1,1.146599808,1/16/2023,0.44,,,,,,,,,
47988,1.95,1,1.146527437,10/24/2018,0.95,,,,,,,,,
52893,1.72,1,1.146515996,5/5/2021,0.72,,,,,,,,,
54015,2.4,0,1.146466601,9/21/2021,-1,,,,,,,,,
43110,2.25,0,1.146389171,1/29/2017,-1,,,,,,,,,
55710,1.43,1,1.146262485,6/1/2022,0.43,,,,,,,,,
52315,1.83,1,1.146213078,3/1/2021,0.83,,,,,,,,,
53862,1.76,1,1.146188217,8/25/2021,0.76,,,,,,,,,
44517,1.9,0,1.146156106,7/18/2017,-1,,,,,,,,,
55254,1.62,1,1.146124719,4/11/2022,0.62,,,,,,,,,
50774,2.36,0,1.146119587,1/21/2020,-1,,,,,,,,,
55883,1.64,1,1.14603002,6/25/2022,0.64,,,,,,,,,
43891,1.93,1,1.146008909,5/6/2017,0.93,,,,,,,,,
44748,1.47,1,1.145971869,8/6/2017,0.47,,,,,,,,,
50171,1.68,1,1.1459518,8/27/2019,0.68,,,,,,,,,
53148,1.77,0,1.14591793,6/2/2021,-1,,,,,,,,,
54120,2.02,0,1.145896595,10/7/2021,-1,,,,,,,,,
54296,1.36,1,1.145872975,10/28/2021,0.36,,,,,,,,,
54321,2.93,0,1.145734434,11/1/2021,-1,,,,,,,,,
56487,2.54,0,1.145710937,8/30/2022,-1,,,,,,,,,
43111,1.94,0,1.145668996,2/6/2017,-1,,,,,,,,,
47333,1.51,1,1.145556223,8/2/2018,0.51,,,,,,,,,
48430,1.81,1,1.145554242,2/11/2019,0.81,,,,,,,,,
55975,1.79,0,1.145395431,6/30/2022,-1,,,,,,,,,
43406,2.32,0,1.145323806,3/1/2017,-1,,,,,,,,,
48556,1.68,1,1.145313306,2/20/2019,0.68,,,,,,,,,
47257,1.81,1,1.145306814,7/27/2018,0.81,,,,,,,,,
45985,1.91,0,1.145233886,2/26/2018,-1,,,,,,,,,
46773,1.71,1,1.145196601,5/31/2018,0.71,,,,,,,,,
52371,1.5,1,1.145129021,3/8/2021,0.5,,,,,,,,,
48903,2.03,0,1.145092768,4/10/2019,-1,,,,,,,,,
55318,1.36,1,1.145082177,4/19/2022,0.36,,,,,,,,,
48434,1.69,0,1.145068664,2/12/2019,-1,,,,,,,,,
52372,1.64,1,1.144997428,3/8/2021,0.64,,,,,,,,,
45272,1.76,0,1.144953126,10/17/2017,-1,,,,,,,,,
44779,2.38,0,1.14494802,8/9/2017,-1,,,,,,,,,
43971,3.27,0,1.144894145,5/16/2017,-1,,,,,,,,,
50079,1.85,1,1.144672255,8/19/2019,0.85,,,,,,,,,
50981,2.16,0,1.144644874,2/11/2020,-1,,,,,,,,,
55608,1.64,1,1.14461501,5/23/2022,0.64,,,,,,,,,
49802,1.52,1,1.144584416,7/23/2019,0.52,,,,,,,,,
49128,2.01,0,1.144472214,5/7/2019,-1,,,,,,,,,
43675,2.26,0,1.144390578,4/14/2017,-1,,,,,,,,,
42904,1.82,1,1.144377242,1/5/2017,0.82,,,,,,,,,
46123,1.77,0,1.144324661,3/11/2018,-1,,,,,,,,,
43943,1.76,1,1.144273522,5/11/2017,0.76,,,,,,,,,
48511,1.7,1,1.144222907,2/18/2019,0.7,,,,,,,,,
57526,2.88,0,1.144136993,2/7/2023,-1,,,,,,,,,
57539,2.88,0,1.144136993,2/7/2023,-1,,,,,,,,,
45349,2.01,0,1.144052942,10/24/2017,-1,,,,,,,,,
55240,2.05,1,1.144020017,4/10/2022,1.05,,,,,,,,,
51851,1.6,1,1.14396019,11/2/2020,0.6,,,,,,,,,
43233,1.68,1,1.14393189,2/15/2017,0.68,,,,,,,,,
45059,1.85,1,1.143763001,9/20/2017,0.85,,,,,,,,,
53701,1.65,1,1.143653695,8/4/2021,0.65,,,,,,,,,
56576,2.09,0,1.143613796,9/21/2022,-1,,,,,,,,,
