match,PSW,win0,confidence0,date,,,pred,correct?,,,,,,
52267,1.52,1,0.966048277,2/24/2021,0.52,,,,,,,,,
56805,1.33,1,0.966042138,10/17/2022,0.33,,,,,,,,,
54588,1.05,1,0.966031927,1/20/2022,0.05,,,,,,,,,
45570,1.3,1,0.966007236,1/9/2018,0.3,,,,,,,,,
48437,1.4,1,0.965994787,2/12/2019,0.4,,,,,,,,,
46167,2.58,0,0.965990617,3/21/2018,-1,,,,,,,,,
45276,1.26,1,0.965970315,10/17/2017,0.26,,,,,,,,,
57672,1.41,1,0.965968395,2/13/2023,0.41,,,,,,,,,
57662,1.41,1,0.965968395,2/13/2023,0.41,,,,,,,,,
55956,1.16,1,0.965894957,6/29/2022,0.16,,,,,,,,,
46923,1.07,1,0.965885044,6/23/2018,0.07,,,,,,,,,
56850,1.09,1,0.965870285,10/20/2022,0.09,,,,,,,,,
44361,1.74,1,0.965847107,7/3/2017,0.74,,,,,,,,,
45928,1.46,1,0.965824689,2/20/2018,0.46,,,,,,,,,
44091,1.07,1,0.965813896,5/29/2017,0.07,,,,,,,,,
46037,2.66,0,0.965765577,3/1/2018,-1,,,,,,,,,
51759,4.3,0,0.965752863,10/22/2020,-1,,,,,,,,,
52936,1.23,1,0.96574933,5/12/2021,0.23,,,,,,,,,
42961,1.16,1,0.965714211,1/11/2017,0.16,,,,,,,,,
47796,1.42,1,0.965688627,10/3/2018,0.42,,,,,,,,,
51866,2.72,0,0.965673987,11/3/2020,-1,,,,,,,,,
54295,1.1,1,0.96566628,10/28/2021,0.1,,,,,,,,,
54848,1.16,1,0.965664587,2/16/2022,0.16,,,,,,,,,
47259,7.55,0,0.965650501,7/27/2018,-1,,,,,,,,,
51378,1.17,1,0.965646423,9/5/2020,0.17,,,,,,,,,
43890,1.84,1,0.965642063,5/6/2017,0.84,,,,,,,,,
51445,1.18,1,0.965596964,9/15/2020,0.18,,,,,,,,,
52740,1.39,1,0.965589022,4/19/2021,0.39,,,,,,,,,
53311,4.14,0,0.965586923,6/22/2021,-1,,,,,,,,,
46993,1.07,1,0.965575653,7/2/2018,0.07,,,,,,,,,
47335,2.74,0,0.965567951,8/2/2018,-1,,,,,,,,,
49900,1.89,1,0.965565463,7/30/2019,0.89,,,,,,,,,
45863,2.63,0,0.965549067,2/15/2018,-1,,,,,,,,,
49215,1.47,1,0.965545401,5/16/2019,0.47,,,,,,,,,
56335,1.27,1,0.965544846,8/15/2022,0.27,,,,,,,,,
43572,2.44,0,0.965494174,3/23/2017,-1,,,,,,,,,
58019,5.2,0,0.965490941,2/27/2023,-1,,,,,,,,,
58058,5.2,0,0.965490941,2/27/2023,-1,,,,,,,,,
43323,1.28,1,0.965477971,2/22/2017,0.28,,,,,,,,,
43792,1.33,1,0.965453402,4/26/2017,0.33,,,,,,,,,
50405,1.32,1,0.965448613,10/4/2019,0.32,,,,,,,,,
51571,2.82,0,0.965438677,9/29/2020,-1,,,,,,,,,
48337,1.06,1,0.965432139,1/22/2019,0.06,,,,,,,,,
46899,1.24,1,0.965421252,6/20/2018,0.24,,,,,,,,,
53683,1.44,1,0.965408527,8/2/2021,0.44,,,,,,,,,
48937,1.51,1,0.965360129,4/15/2019,0.51,,,,,,,,,
47587,1.07,1,0.965323042,8/29/2018,0.07,,,,,,,,,
47746,2.26,0,0.965318873,9/28/2018,-1,,,,,,,,,
48954,2.28,0,0.965300052,4/16/2019,-1,,,,,,,,,
46227,1.18,1,0.965284895,3/25/2018,0.18,,,,,,,,,
43708,1.87,1,0.965252269,4/18/2017,0.87,,,,,,,,,
46197,1.33,1,0.965251151,3/23/2018,0.33,,,,,,,,,
55128,1.44,1,0.965232081,3/25/2022,0.44,,,,,,,,,
53074,1.31,1,0.96521865,5/30/2021,0.31,,,,,,,,,
45262,1.85,0,0.965209887,10/16/2017,-1,,,,,,,,,
52441,2.32,0,0.96520363,3/13/2021,-1,,,,,,,,,
45448,1.08,1,0.965197475,11/12/2017,0.08,,,,,,,,,
44476,8.03,0,0.965193348,7/10/2017,-1,,,,,,,,,
49382,1.09,1,0.965176638,6/1/2019,0.09,,,,,,,,,
47391,1.37,1,0.965162283,8/7/2018,0.37,,,,,,,,,
56950,1.48,1,0.965123212,10/31/2022,0.48,,,,,,,,,
47870,1.41,1,0.965119241,10/12/2018,0.41,,,,,,,,,
54672,2.93,0,0.965100162,2/2/2022,-1,,,,,,,,,
57137,2.39,0,0.965062586,1/9/2023,-1,,,,,,,,,
57146,2.39,0,0.965062586,1/9/2023,-1,,,,,,,,,
50575,1.28,1,0.965011411,10/23/2019,0.28,,,,,,,,,
43012,1.1,1,0.964983513,1/16/2017,0.1,,,,,,,,,
50054,1.05,1,0.964946678,8/14/2019,0.05,,,,,,,,,
57309,1.41,1,0.964937673,1/17/2023,0.41,,,,,,,,,
57315,1.41,1,0.964937673,1/17/2023,0.41,,,,,,,,,
44598,1.08,1,0.964919016,7/26/2017,0.08,,,,,,,,,
49919,3.55,0,0.964852568,7/31/2019,-1,,,,,,,,,
50895,1.1,1,0.964834633,2/4/2020,0.1,,,,,,,,,
44539,3.43,0,0.964812181,7/20/2017,-1,,,,,,,,,
44276,1.38,1,0.964808,6/21/2017,0.38,,,,,,,,,
53234,1.33,1,0.964798043,6/15/2021,0.33,,,,,,,,,
43982,1.42,1,0.964779173,5/16/2017,0.42,,,,,,,,,
55405,1.24,1,0.96468981,4/28/2022,0.24,,,,,,,,,
53190,1.14,1,0.964676025,6/8/2021,0.14,,,,,,,,,
43079,1.07,1,0.964674548,1/19/2017,0.07,,,,,,,,,
45548,1.23,1,0.964663209,1/7/2018,0.23,,,,,,,,,
48651,1.06,1,0.964655085,2/27/2019,0.06,,,,,,,,,
43899,1.25,1,0.964648458,5/7/2017,0.25,,,,,,,,,
56195,1.06,1,0.964634191,7/30/2022,0.06,,,,,,,,,
43776,1.36,1,0.964597207,4/25/2017,0.36,,,,,,,,,
53880,1.32,1,0.964576578,8/30/2021,0.32,,,,,,,,,
57395,1.29,1,0.964510275,1/18/2023,0.29,,,,,,,,,
57370,1.29,1,0.964510275,1/18/2023,0.29,,,,,,,,,
47404,2.42,0,0.964504575,8/9/2018,-1,,,,,,,,,
48422,1.53,1,0.964490377,2/11/2019,0.53,,,,,,,,,
43167,1.31,1,0.964482113,2/9/2017,0.31,,,,,,,,,
46307,1.63,1,0.96443383,4/14/2018,0.63,,,,,,,,,
48783,2.3,0,0.964432457,3/20/2019,-1,,,,,,,,,
45719,4.4,0,0.964416897,1/22/2018,-1,,,,,,,,,
57922,1.08,1,0.964408676,2/22/2023,0.08,,,,,,,,,
57905,1.08,1,0.964408676,2/22/2023,0.08,,,,,,,,,
54058,1.19,1,0.964386762,9/27/2021,0.19,,,,,,,,,
45900,1.27,1,0.964342158,2/19/2018,0.27,,,,,,,,,
55983,1.03,1,0.964333199,7/1/2022,0.03,,,,,,,,,
49955,3.78,0,0.964320869,8/2/2019,-1,,,,,,,,,
49643,1.05,1,0.964310127,7/3/2019,0.05,,,,,,,,,
46176,1.67,1,0.964296603,3/21/2018,0.67,,,,,,,,,
56972,1.55,1,0.964290305,11/1/2022,0.55,,,,,,,,,
46030,2.5,0,0.964283302,2/28/2018,-1,,,,,,,,,
51015,5.3,0,0.96426957,2/13/2020,-1,,,,,,,,,
45623,1.14,1,0.964268786,1/15/2018,0.14,,,,,,,,,
54483,1.3,1,0.964265693,1/12/2022,0.3,,,,,,,,,
46791,1.14,1,0.964252915,6/2/2018,0.14,,,,,,,,,
44507,1.35,1,0.964248286,7/18/2017,0.35,,,,,,,,,
45368,1.75,1,0.964246631,10/25/2017,0.75,,,,,,,,,
47200,3.09,0,0.96424601,7/24/2018,-1,,,,,,,,,
44438,1.12,1,0.964229326,7/5/2017,0.12,,,,,,,,,
43360,1.29,1,0.964213425,2/26/2017,0.29,,,,,,,,,
46359,1.28,1,0.964211993,4/19/2018,0.28,,,,,,,,,
49875,1.81,1,0.964205042,7/29/2019,0.81,,,,,,,,,
54969,14.05,0,0.964193925,2/24/2022,-1,,,,,,,,,
55944,4.88,0,0.964187424,6/28/2022,-1,,,,,,,,,
47093,1.07,1,0.964169043,7/9/2018,0.07,,,,,,,,,
51075,1.16,1,0.964150727,2/18/2020,0.16,,,,,,,,,
47283,2.73,0,0.964138608,7/31/2018,-1,,,,,,,,,
50476,3.24,0,0.96410504,10/14/2019,-1,,,,,,,,,
49291,1.08,1,0.964054992,5/26/2019,0.08,,,,,,,,,
55373,1.34,1,0.964054187,4/25/2022,0.34,,,,,,,,,
53830,3.81,0,0.964047658,8/22/2021,-1,,,,,,,,,
53057,1.41,1,0.964005462,5/27/2021,0.41,,,,,,,,,
46063,1.75,1,0.963964434,3/3/2018,0.75,,,,,,,,,
48510,3.22,0,0.963963745,2/18/2019,-1,,,,,,,,,
53468,2.44,0,0.963934767,7/12/2021,-1,,,,,,,,,
46712,1.69,1,0.96391079,5/28/2018,0.69,,,,,,,,,
55334,1.51,1,0.963879114,4/20/2022,0.51,,,,,,,,,
49933,2.32,0,0.963870204,8/1/2019,-1,,,,,,,,,
44368,1.15,1,0.963814372,7/3/2017,0.15,,,,,,,,,
42982,1.52,1,0.963781308,1/14/2017,0.52,,,,,,,,,
53436,1.02,1,0.963778868,7/2/2021,0.02,,,,,,,,,
46369,2.33,0,0.963763684,4/23/2018,-1,,,,,,,,,
51962,2.51,0,0.963757808,1/9/2021,-1,,,,,,,,,
53247,1.63,1,0.96370826,6/15/2021,0.63,,,,,,,,,
50361,3.54,0,0.96367817,9/30/2019,-1,,,,,,,,,
52376,1.67,1,0.963675372,3/8/2021,0.67,,,,,,,,,
49516,1.08,1,0.96367201,6/22/2019,0.08,,,,,,,,,
55702,1.15,1,0.963671328,5/29/2022,0.15,,,,,,,,,
55071,2.09,0,0.96366159,3/16/2022,-1,,,,,,,,,
47619,1.09,1,0.963661086,8/31/2018,0.09,,,,,,,,,
48102,1.47,1,0.963650005,1/1/2019,0.47,,,,,,,,,
56047,3.75,0,0.963635859,7/14/2022,-1,,,,,,,,,
43614,1.15,1,0.963630034,3/26/2017,0.15,,,,,,,,,
48418,1.84,0,0.963611729,2/10/2019,-1,,,,,,,,,
52563,1.6,1,0.963610005,3/26/2021,0.6,,,,,,,,,
43691,1.63,1,0.963601375,4/16/2017,0.63,,,,,,,,,
53144,10.28,0,0.963576581,6/2/2021,-1,,,,,,,,,
47785,1.45,1,0.96352864,10/2/2018,0.45,,,,,,,,,
58010,1.08,1,0.963512521,2/27/2023,0.08,,,,,,,,,
58052,1.08,1,0.963512521,2/27/2023,0.08,,,,,,,,,
43086,1.04,1,0.963499159,1/20/2017,0.04,,,,,,,,,
47492,4.89,0,0.963497348,8/20/2018,-1,,,,,,,,,
54665,2.23,0,0.963488711,2/1/2022,-1,,,,,,,,,
47546,1.38,1,0.963474174,8/27/2018,0.38,,,,,,,,,
43366,1.33,1,0.963459917,2/27/2017,0.33,,,,,,,,,
46541,1.16,1,0.963433049,5/8/2018,0.16,,,,,,,,,
49688,1.18,1,0.963423178,7/8/2019,0.18,,,,,,,,,
48467,5.63,0,0.963422885,2/13/2019,-1,,,,,,,,,
57180,1.44,1,0.963416991,1/10/2023,0.44,,,,,,,,,
57173,1.44,1,0.963416991,1/10/2023,0.44,,,,,,,,,
56002,1.18,1,0.963399646,7/4/2022,0.18,,,,,,,,,
49318,1.18,1,0.963396903,5/27/2019,0.18,,,,,,,,,
54966,1.31,1,0.963362706,2/24/2022,0.31,,,,,,,,,
44261,3.34,0,0.963347417,6/20/2017,-1,,,,,,,,,
52120,1.56,1,0.963315725,2/8/2021,0.56,,,,,,,,,
50368,1.08,1,0.963310261,10/1/2019,0.08,,,,,,,,,
49789,3.8,0,0.963303792,7/22/2019,-1,,,,,,,,,
43520,1.19,1,0.963276634,3/14/2017,0.19,,,,,,,,,
54075,1.13,1,0.963262078,9/29/2021,0.13,,,,,,,,,
54889,1.3,1,0.96324197,2/18/2022,0.3,,,,,,,,,
49073,1.37,1,0.963195684,4/30/2019,0.37,,,,,,,,,
49866,1.56,1,0.963195661,7/29/2019,0.56,,,,,,,,,
57954,1.08,1,0.963184963,2/23/2023,0.08,,,,,,,,,
57945,1.08,1,0.963184963,2/23/2023,0.08,,,,,,,,,
44071,1.08,1,0.96317963,5/28/2017,0.08,,,,,,,,,
44927,1.16,1,0.963178984,8/28/2017,0.16,,,,,,,,,
53076,2.65,0,0.963125573,5/30/2021,-1,,,,,,,,,
53626,1.27,1,0.963106195,7/25/2021,0.27,,,,,,,,,
57056,1.66,1,0.963095609,1/3/2023,0.66,,,,,,,,,
57069,1.66,1,0.963095609,1/3/2023,0.66,,,,,,,,,
55045,1.36,1,0.963074069,3/13/2022,0.36,,,,,,,,,
47038,1.13,1,0.963068947,7/3/2018,0.13,,,,,,,,,
51691,1.16,1,0.963068812,10/15/2020,0.16,,,,,,,,,
46205,1.29,1,0.963053726,3/23/2018,0.29,,,,,,,,,
51060,1.52,1,0.963044009,2/18/2020,0.52,,,,,,,,,
49848,1.9,0,0.963037163,7/26/2019,-1,,,,,,,,,
53089,1.13,1,0.96300525,5/30/2021,0.13,,,,,,,,,
52818,1.26,1,0.962999275,4/27/2021,0.26,,,,,,,,,
52218,1.05,1,0.962979457,2/15/2021,0.05,,,,,,,,,
43917,1.08,1,0.962973903,5/9/2017,0.08,,,,,,,,,
57612,1.54,1,0.962942735,2/10/2023,0.54,,,,,,,,,
57634,1.54,1,0.962942735,2/10/2023,0.54,,,,,,,,,
52452,1.55,1,0.962936991,3/14/2021,0.55,,,,,,,,,
45514,2.29,0,0.962921631,1/3/2018,-1,,,,,,,,,
44082,1.06,1,0.96291335,5/29/2017,0.06,,,,,,,,,
54613,1.03,1,0.96290152,1/22/2022,0.03,,,,,,,,,
49469,1.41,1,0.962891237,6/17/2019,0.41,,,,,,,,,
50420,1.12,1,0.962853279,10/7/2019,0.12,,,,,,,,,
43103,1.43,1,0.962846924,1/23/2017,0.43,,,,,,,,,
55639,1.03,1,0.962823296,5/24/2022,0.03,,,,,,,,,
42914,1.26,1,0.962801178,1/6/2017,0.26,,,,,,,,,
51449,3.31,0,0.962793307,9/15/2020,-1,,,,,,,,,
45973,1.22,1,0.962791671,2/24/2018,0.22,,,,,,,,,
54730,1.61,1,0.962783638,2/8/2022,0.61,,,,,,,,,
48410,1.72,1,0.96277958,2/8/2019,0.72,,,,,,,,,
50486,1.68,1,0.96276899,10/15/2019,0.68,,,,,,,,,
48877,2.45,0,0.962739583,4/8/2019,-1,,,,,,,,,
46507,1.34,1,0.962725056,5/4/2018,0.34,,,,,,,,,
52409,3.3,0,0.962720692,3/10/2021,-1,,,,,,,,,
44088,1.11,1,0.962719908,5/29/2017,0.11,,,,,,,,,
44229,1.26,1,0.962704586,6/15/2017,0.26,,,,,,,,,
51756,1.18,1,0.962694392,10/21/2020,0.18,,,,,,,,,
46228,1.13,1,0.962679424,3/25/2018,0.13,,,,,,,,,
53073,1.05,1,0.96262756,5/30/2021,0.05,,,,,,,,,
54702,1.65,1,0.962612829,2/4/2022,0.65,,,,,,,,,
52471,1.22,1,0.962576136,3/16/2021,0.22,,,,,,,,,
45107,1.44,1,0.962567862,9/26/2017,0.44,,,,,,,,,
55483,1.23,1,0.962560624,5/9/2022,0.23,,,,,,,,,
50245,1.07,1,0.96254898,9/5/2019,0.07,,,,,,,,,
55609,1.01,1,0.962498997,5/23/2022,0.01,,,,,,,,,
56990,1.12,1,0.962445316,11/3/2022,0.12,,,,,,,,,
52132,1.13,1,0.962436991,2/9/2021,0.13,,,,,,,,,
54749,1.53,1,0.962429693,2/9/2022,0.53,,,,,,,,,
48294,1.19,1,0.962402083,1/16/2019,0.19,,,,,,,,,
43950,3.06,0,0.962400247,5/12/2017,-1,,,,,,,,,
57818,2.72,0,0.962395686,2/18/2023,-1,,,,,,,,,
57814,2.72,0,0.962395686,2/18/2023,-1,,,,,,,,,
45140,1.77,1,0.962376679,10/1/2017,0.77,,,,,,,,,
49147,1.19,1,0.962358046,5/8/2019,0.19,,,,,,,,,
45679,1.07,1,0.962349686,1/17/2018,0.07,,,,,,,,,
45662,1.49,1,0.962328582,1/16/2018,0.49,,,,,,,,,
44504,1.34,1,0.962327074,7/18/2017,0.34,,,,,,,,,
43372,1.05,1,0.962319991,2/28/2017,0.05,,,,,,,,,
55865,1.45,1,0.962304997,6/22/2022,0.45,,,,,,,,,
45427,2.34,0,0.962289606,11/1/2017,-1,,,,,,,,,
43635,1.47,1,0.962285342,3/31/2017,0.47,,,,,,,,,
45871,2.43,0,0.962283435,2/16/2018,-1,,,,,,,,,
47859,1.63,1,0.962211787,10/10/2018,0.63,,,,,,,,,
50630,1.09,1,0.962189379,10/29/2019,0.09,,,,,,,,,
52433,1.35,1,0.962139185,3/12/2021,0.35,,,,,,,,,
49907,1.56,1,0.9621205,7/31/2019,0.56,,,,,,,,,
45017,1.22,1,0.962117142,9/3/2017,0.22,,,,,,,,,
42930,1.34,1,0.962109587,1/8/2017,0.34,,,,,,,,,
53916,1.12,1,0.962105246,8/31/2021,0.12,,,,,,,,,
44775,1.11,1,0.962090328,8/9/2017,0.11,,,,,,,,,
52386,2.26,0,0.962073857,3/9/2021,-1,,,,,,,,,
43154,1.34,1,0.962060387,2/9/2017,0.34,,,,,,,,,
48087,1.23,1,0.962038033,12/31/2018,0.23,,,,,,,,,
56726,1.09,1,0.962010779,10/6/2022,0.09,,,,,,,,,
52302,1.19,1,0.962009589,2/27/2021,0.19,,,,,,,,,
49525,1.73,1,0.961966118,6/24/2019,0.73,,,,,,,,,
48043,3.74,0,0.961965746,10/31/2018,-1,,,,,,,,,
48366,1.7,1,0.961963916,2/5/2019,0.7,,,,,,,,,
48120,1.6,1,0.961945879,1/2/2019,0.6,,,,,,,,,
44130,1.33,1,0.961945339,5/31/2017,0.33,,,,,,,,,
51381,1.05,1,0.961940879,9/5/2020,0.05,,,,,,,,,
51602,1.34,1,0.961940114,10/1/2020,0.34,,,,,,,,,
45580,1.73,1,0.961930672,1/10/2018,0.73,,,,,,,,,
45206,1.61,1,0.961915809,10/8/2017,0.61,,,,,,,,,
44249,2.73,0,0.961887482,6/19/2017,-1,,,,,,,,,
53099,3.42,0,0.96186008,5/31/2021,-1,,,,,,,,,
57596,1.33,1,0.961856008,2/9/2023,0.33,,,,,,,,,
57579,1.33,1,0.961856008,2/9/2023,0.33,,,,,,,,,
43808,1.63,1,0.961849169,4/28/2017,0.63,,,,,,,,,
51309,1.18,1,0.961838253,9/1/2020,0.18,,,,,,,,,
55426,3.74,0,0.961831802,5/1/2022,-1,,,,,,,,,
48984,2.81,0,0.961820316,4/20/2019,-1,,,,,,,,,
51723,1.44,1,0.961819615,10/18/2020,0.44,,,,,,,,,
47359,1.62,1,0.961813712,8/3/2018,0.62,,,,,,,,,
44253,1.28,1,0.961809474,6/19/2017,0.28,,,,,,,,,
48786,1.9,0,0.961786894,3/21/2019,-1,,,,,,,,,
57294,2.65,0,0.961768458,1/16/2023,-1,,,,,,,,,
57254,2.65,0,0.961768458,1/16/2023,-1,,,,,,,,,
45665,1.52,1,0.961717901,1/17/2018,0.52,,,,,,,,,
48808,1.19,1,0.961698968,3/22/2019,0.19,,,,,,,,,
44974,4.54,0,0.961693751,8/30/2017,-1,,,,,,,,,
51334,1.57,1,0.961690711,9/2/2020,0.57,,,,,,,,,
51436,1.38,1,0.961675348,9/14/2020,0.38,,,,,,,,,
55795,1.3,1,0.961663203,6/14/2022,0.3,,,,,,,,,
56901,1.45,1,0.961657093,10/25/2022,0.45,,,,,,,,,
53634,3.35,0,0.961631868,7/26/2021,-1,,,,,,,,,
53722,2.25,0,0.961627963,8/6/2021,-1,,,,,,,,,
48047,1.35,1,0.961622833,10/31/2018,0.35,,,,,,,,,
56878,1.2,1,0.961606642,10/22/2022,0.2,,,,,,,,,
53310,1.3,1,0.961603184,6/22/2021,0.3,,,,,,,,,
44139,1.05,1,0.961585701,5/31/2017,0.05,,,,,,,,,
56507,1.08,1,0.961584154,9/1/2022,0.08,,,,,,,,,
55567,2.58,0,0.961582674,5/18/2022,-1,,,,,,,,,
48533,1.47,1,0.961579153,2/19/2019,0.47,,,,,,,,,
55201,2.78,0,0.96156228,4/5/2022,-1,,,,,,,,,
56085,1.59,1,0.961539508,7/19/2022,0.59,,,,,,,,,
48084,1.48,1,0.961531323,12/31/2018,0.48,,,,,,,,,
50352,1.41,1,0.961528241,9/29/2019,0.41,,,,,,,,,
51212,1.13,1,0.961527963,2/28/2020,0.13,,,,,,,,,
54420,1.58,1,0.961483753,1/5/2022,0.58,,,,,,,,,
44885,1.51,1,0.961483676,8/22/2017,0.51,,,,,,,,,
50423,1.31,1,0.9614797,10/7/2019,0.31,,,,,,,,,
57870,1.32,1,0.961477154,2/21/2023,0.32,,,,,,,,,
57861,1.32,1,0.961477154,2/21/2023,0.32,,,,,,,,,
56686,2.47,0,0.961449748,10/2/2022,-1,,,,,,,,,
53990,1.04,1,0.961447763,9/5/2021,0.04,,,,,,,,,
47534,1.05,1,0.961434487,8/27/2018,0.05,,,,,,,,,
54867,2.63,0,0.961425774,2/17/2022,-1,,,,,,,,,
56520,1.24,1,0.96135573,9/1/2022,0.24,,,,,,,,,
48161,1.2,1,0.961340189,1/5/2019,0.2,,,,,,,,,
53857,2.21,0,0.961340167,8/25/2021,-1,,,,,,,,,
53941,1.02,1,0.961340059,9/1/2021,0.02,,,,,,,,,
50381,2.5,0,0.961335093,10/1/2019,-1,,,,,,,,,
55926,4.75,0,0.961334756,6/28/2022,-1,,,,,,,,,
47838,1.06,1,0.96132083,10/9/2018,0.06,,,,,,,,,
51797,3.07,0,0.961309003,10/27/2020,-1,,,,,,,,,
52524,2.47,0,0.961271198,3/24/2021,-1,,,,,,,,,
50708,2.35,0,0.961196931,1/13/2020,-1,,,,,,,,,
57737,1.68,1,0.961191799,2/15/2023,0.68,,,,,,,,,
57744,1.68,1,0.961191799,2/15/2023,0.68,,,,,,,,,
55715,1.38,1,0.961174576,6/6/2022,0.38,,,,,,,,,
43715,1.21,1,0.961166625,4/18/2017,0.21,,,,,,,,,
57306,3.32,0,0.961156127,1/17/2023,-1,,,,,,,,,
57312,3.32,0,0.961156127,1/17/2023,-1,,,,,,,,,
50761,5.62,0,0.961152089,1/20/2020,-1,,,,,,,,,
50879,1.14,1,0.961131557,1/30/2020,0.14,,,,,,,,,
47003,1.21,1,0.961130193,7/2/2018,0.21,,,,,,,,,
56034,4.26,0,0.961126138,7/12/2022,-1,,,,,,,,,
56289,1.75,1,0.961113411,8/9/2022,0.75,,,,,,,,,
52564,1.6,1,0.961082776,3/26/2021,0.6,,,,,,,,,
44377,1.17,1,0.961067105,7/3/2017,0.17,,,,,,,,,
49179,1.45,1,0.961058378,5/13/2019,0.45,,,,,,,,,
48758,11.27,0,0.961057255,3/12/2019,-1,,,,,,,,,
55686,1.01,1,0.96105277,5/27/2022,0.01,,,,,,,,,
56304,1.15,1,0.96102631,8/10/2022,0.15,,,,,,,,,
56240,1.63,1,0.961012547,8/3/2022,0.63,,,,,,,,,
42925,1.46,1,0.960984948,1/7/2017,0.46,,,,,,,,,
43029,1.19,1,0.960973106,1/17/2017,0.19,,,,,,,,,
45798,1.43,1,0.960964992,2/10/2018,0.43,,,,,,,,,
53665,2.93,0,0.960923433,7/29/2021,-1,,,,,,,,,
44770,1.13,1,0.960916251,8/8/2017,0.13,,,,,,,,,
52872,4.06,0,0.960904977,5/4/2021,-1,,,,,,,,,
46771,1.16,1,0.960901516,5/31/2018,0.16,,,,,,,,,
50460,1.09,1,0.960872428,10/10/2019,0.09,,,,,,,,,
53973,5.23,0,0.960837732,9/3/2021,-1,,,,,,,,,
48995,1.57,1,0.96083749,4/22/2019,0.57,,,,,,,,,
43483,1.27,1,0.960818518,3/11/2017,0.27,,,,,,,,,
54644,1.51,1,0.960802305,2/1/2022,0.51,,,,,,,,,
56372,1.24,1,0.96078522,8/18/2022,0.24,,,,,,,,,
56658,1.1,1,0.960761644,9/29/2022,0.1,,,,,,,,,
50310,1.76,1,0.960743353,9/24/2019,0.76,,,,,,,,,
45775,1.63,1,0.96071634,2/8/2018,0.63,,,,,,,,,
53982,1.02,1,0.960669949,9/4/2021,0.02,,,,,,,,,
47327,2.11,1,0.960661088,8/2/2018,1.11,,,,,,,,,
50947,1.2,1,0.960658285,2/7/2020,0.2,,,,,,,,,
47516,1.48,1,0.960634436,8/23/2018,0.48,,,,,,,,,
52529,1.26,1,0.960622559,3/24/2021,0.26,,,,,,,,,
44443,1.06,1,0.960618745,7/6/2017,0.06,,,,,,,,,
51478,2.03,1,0.960610676,9/19/2020,1.03,,,,,,,,,
47433,1.68,1,0.96059541,8/13/2018,0.68,,,,,,,,,
48301,1.75,1,0.960586888,1/17/2019,0.75,,,,,,,,,
43493,1.1,1,0.960566269,3/12/2017,0.1,,,,,,,,,
45402,1.25,1,0.960559643,10/30/2017,0.25,,,,,,,,,
55064,1.18,1,0.960559168,3/15/2022,0.18,,,,,,,,,
50221,1.07,1,0.960554656,8/30/2019,0.07,,,,,,,,,
43718,3.27,0,0.960533765,4/19/2017,-1,,,,,,,,,
43465,1.46,1,0.960512078,3/10/2017,0.46,,,,,,,,,
45060,1.08,1,0.960505942,9/21/2017,0.08,,,,,,,,,
57805,1.28,1,0.960503278,2/18/2023,0.28,,,,,,,,,
57815,1.28,1,0.960503278,2/18/2023,0.28,,,,,,,,,
47666,1.18,1,0.960501183,9/19/2018,0.18,,,,,,,,,
48257,1.32,1,0.960470411,1/15/2019,0.32,,,,,,,,,
53902,2.81,0,0.960445462,8/30/2021,-1,,,,,,,,,
52904,1.27,1,0.960411306,5/7/2021,0.27,,,,,,,,,
55703,1.11,1,0.960409655,5/29/2022,0.11,,,,,,,,,
47936,1.25,1,0.960391483,10/19/2018,0.25,,,,,,,,,
43083,1.14,1,0.960327863,1/20/2017,0.14,,,,,,,,,
43650,1.1,1,0.960307831,4/12/2017,0.1,,,,,,,,,
56880,1.2,1,0.960307523,10/22/2022,0.2,,,,,,,,,
47206,1.64,1,0.960304232,7/24/2018,0.64,,,,,,,,,
53084,2.37,0,0.960278796,5/30/2021,-1,,,,,,,,,
48887,4.74,0,0.960262935,4/9/2019,-1,,,,,,,,,
50567,1.31,1,0.960262892,10/22/2019,0.31,,,,,,,,,
45854,1.43,1,0.96026281,2/15/2018,0.43,,,,,,,,,
56711,7.15,0,0.960233145,10/4/2022,-1,,,,,,,,,
51720,2.3,0,0.96021302,10/17/2020,-1,,,,,,,,,
55520,1.26,1,0.960192386,5/12/2022,0.26,,,,,,,,,
56891,1.47,1,0.96018741,10/24/2022,0.47,,,,,,,,,
48226,1.89,1,0.960183049,1/14/2019,0.89,,,,,,,,,
45436,3.1,0,0.960144742,11/2/2017,-1,,,,,,,,,
54473,1.32,1,0.960139637,1/11/2022,0.32,,,,,,,,,
44785,4.76,0,0.960137134,8/9/2017,-1,,,,,,,,,
54163,1.22,1,0.960087613,10/10/2021,0.22,,,,,,,,,
43624,1.21,1,0.960087119,3/28/2017,0.21,,,,,,,,,
52845,1.34,1,0.960081585,4/30/2021,0.34,,,,,,,,,
57241,1.36,1,0.960080287,1/16/2023,0.36,,,,,,,,,
57285,1.36,1,0.960080287,1/16/2023,0.36,,,,,,,,,
46027,1.28,1,0.960066038,2/28/2018,0.28,,,,,,,,,
58095,1.25,1,0.960064137,2/28/2023,0.25,,zverev,Y,,,,,,
43810,1.04,1,0.960057034,4/28/2017,0.04,,,,,,,,,
53428,1.3,1,0.960037191,7/1/2021,0.3,,,,,,,,,
52309,1.6,1,0.960025605,3/1/2021,0.6,,,,,,,,,
56228,1.35,1,0.960018266,8/3/2022,0.35,,,,,,,,,
