match,PSW,win0,confidence0,date,winner,,,correct prediction?,roi,net,,,,,,,,,,,,,,,,,,,,,,,,,
57135,3.89,1,2.44077968,1/16/2023,Molcan A.,2.89,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43998,1.25,0,2.440653898,5/18/2017,Djokovic N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35797,1.4,0,2.439581167,3/25/2014,Berdych T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44694,3.91,1,2.438765632,8/2/2017,Ofner S.,2.91,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46676,1.36,0,2.437756115,5/24/2018,Fognini F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33228,2.86,1,2.435406918,3/23/2013,Bellucci T.,1.86,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57615,1.28,0,2.434018746,3/9/2023,Murray A.,-1,-100,0,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,
48855,1.33,0,2.433540887,3/25/2019,Kyrgios N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39023,1.39,0,2.432899103,6/16/2015,Troicki V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38170,1.46,0,2.432268219,2/25/2015,Troicki V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30730,2.79,1,2.431109639,4/19/2012,Wawrinka S.,1.79,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55397,1.44,0,2.42890833,4/27/2022,Davidovich Fokina A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53877,2.88,1,2.428860708,8/30/2021,Alcaraz C.,1.88,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37750,1.3,0,2.42833301,1/19/2015,Smyczek T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43123,4.21,1,2.427260881,2/7/2017,Ram R.,3.21,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39161,4.3,1,2.424890659,6/30/2015,Kavcic B.,3.3,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34193,3.85,1,2.421153326,7/18/2013,Viola M.,2.85,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41296,3.2,1,2.419917815,5/2/2016,Pouille L.,2.2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50347,3.69,1,2.418334974,9/27/2019,Bublik A.,2.69,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46425,3.74,1,2.416915388,4/26/2018,Millman J.,2.74,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35832,1.38,0,2.415697346,4/9/2014,Lopez F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45904,3.7,1,2.406386738,2/20/2018,Andujar P.,2.7,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50059,1.41,0,2.403167473,8/15/2019,Bautista Agut R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54887,1.41,0,2.40215921,2/18/2022,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30383,3.66,1,2.401699963,2/28/2012,Ramos A.,2.66,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45306,1.28,0,2.40086414,10/19/2017,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32671,3.33,1,2.398640007,1/15/2013,Nieminen J.,2.33,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32885,1.38,0,2.397854948,2/15/2013,Simon G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39933,1.31,0,2.396400488,10/7/2015,Simon G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30586,2.57,1,2.393623118,3/24/2012,Ramos A.,1.57,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50990,3.23,1,2.385977488,2/11/2020,Carballes Baena R.,2.23,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54304,1.38,0,2.384059693,10/29/2021,Sinner J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55219,3.92,1,2.383595034,4/7/2022,Molcan A.,2.92,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30047,3.41,1,2.381287397,1/19/2012,Kukushkin M.,2.41,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49033,1.32,0,2.377131824,4/25/2019,Thiem D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56664,3.91,1,2.373462596,9/29/2022,Huesler M.A.,2.91,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54728,1.34,0,2.370588963,2/8/2022,Nakashima B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55578,3.12,1,2.370273113,5/19/2022,Sousa J.,2.12,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52145,3.05,1,2.369556381,2/9/2021,Norrie C.,2.05,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35028,5,1,2.368065417,12/30/2013,Karlovic I.,4,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55671,2.86,1,2.367256659,5/26/2022,Simon G.,1.86,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32845,1.26,0,2.365659677,2/13/2013,Nalbandian D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35159,1.51,0,2.364542297,1/10/2014,Isner J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31560,1.33,0,2.361733095,7/17/2012,Bellucci T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44713,1.27,0,2.360598421,8/3/2017,Anderson K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43952,1.45,0,2.353546729,5/13/2017,Nadal R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45076,3.64,1,2.351399674,9/22/2017,Struff J.L.,2.64,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36396,1.29,0,2.350628578,6/12/2014,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34401,4.18,1,2.350437085,8/7/2013,Matosevic M.,3.18,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49295,3.28,1,2.350334946,5/27/2019,Bublik A.,2.28,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34015,3.48,1,2.349249158,6/27/2013,Sijsling I.,2.48,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53316,3.15,1,2.34834998,6/23/2021,Purcell M.,2.15,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49368,3.69,1,2.347734591,5/30/2019,Mayer L.,2.69,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37806,2.66,1,2.347202351,1/21/2015,Jaziri M.,1.66,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47039,3.32,1,2.344225214,7/3/2018,Klahn B.,2.32,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36207,3.6,1,2.344017465,5/23/2014,Karlovic I.,2.6,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43378,1.43,0,2.342506863,2/28/2017,Verdasco F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42760,3.35,1,2.337962423,10/27/2016,Troicki V.,2.35,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45861,1.26,0,2.336398662,2/15/2018,Haase R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39763,2.52,1,2.334062963,9/4/2015,Bautista R.,1.52,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40057,3.25,1,2.331709668,10/21/2015,Karatsev A.,2.25,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43662,1.35,0,2.330802416,4/13/2017,Lorenzi P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52514,1.35,0,2.324761941,3/19/2021,Tsitsipas S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48285,3.37,1,2.323119708,1/16/2019,Fabbiano T.,2.37,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55051,2.94,1,2.315124224,3/13/2022,Johnson S.,1.94,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39134,2.95,1,2.311217486,6/29/2015,Broady L.,1.95,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44627,3.65,1,2.311144827,7/28/2017,Mayer F.,2.65,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45621,2.97,1,2.310470093,1/15/2018,Edmund K.,1.97,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50457,2.97,1,2.309681098,10/10/2019,Fognini F.,1.97,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37814,2.97,1,2.308392392,1/21/2015,Sousa J.,1.97,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43711,1.38,0,2.305189312,4/18/2017,Vesely J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34632,2.75,1,2.300682962,9/1/2013,Youzhny M.,1.75,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45519,3.85,1,2.300288282,1/3/2018,Simon G.,2.85,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39876,3.5,1,2.300244326,9/30/2015,Becker B.,2.5,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31939,2.66,1,2.29950942,8/31/2012,Johnson S.,1.66,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39629,1.35,0,2.29898299,8/24/2015,Bedene A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46768,2.86,1,2.298903201,5/31/2018,Herbert P.H.,1.86,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48500,4.39,1,2.298782508,2/16/2019,Schnur B.,3.39,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41553,2.7,1,2.298044609,5/27/2016,Ramos-Vinolas A.,1.7,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34471,3.62,1,2.296271595,8/15/2013,Tursunov D.,2.62,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33528,3.33,1,2.296010359,5/7/2013,Verdasco F.,2.33,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41113,1.47,0,2.295894581,4/13/2016,Wawrinka S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40734,4.35,1,2.295135798,2/19/2016,Paire B.,3.35,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55517,3.47,1,2.282595814,5/11/2022,Wawrinka S.,2.47,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42029,1.47,0,2.282544624,7/20/2016,Ymer E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38497,1.39,0,2.279689886,4/16/2015,Berdych T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46096,2.99,1,2.278280627,3/10/2018,Cuevas P.,1.99,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42173,1.35,0,2.278143068,8/11/2016,Lopez F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32135,3.18,1,2.277777659,10/2/2012,Davydenko N.,2.18,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55015,1.46,0,2.277341909,3/11/2022,Kyrgios N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53067,2.71,1,2.274627914,5/28/2021,Molcan A.,1.71,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50652,2.7,1,2.272046808,10/31/2019,Garin C.,1.7,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49039,2.73,1,2.270987277,4/25/2019,Carballes Baena R.,1.73,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46878,1.3,0,2.270518088,6/19/2018,Kyrgios N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38284,2.89,1,2.270399498,3/17/2015,Sock J.,1.89,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32431,1.38,0,2.269222239,10/31/2012,Raonic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40732,1.3,0,2.268599531,2/19/2016,Nadal R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41066,3.66,1,2.267454108,4/8/2016,Montanes A.,2.66,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41652,1.41,0,2.266178522,6/14/2016,Karlovic I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38287,1.41,0,2.26580766,3/17/2015,Raonic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39061,3.06,1,2.265738174,6/19/2015,Seppi A.,2.06,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35430,1.29,0,2.262536648,2/14/2014,Fognini F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56932,1.3,0,2.260390842,10/27/2022,Bublik A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48755,1.61,0,2.259850928,3/12/2019,Khachanov K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803,2.99,1,2.259702634,4/26/2012,Raonic M.,1.99,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55076,1.43,0,2.259417936,3/16/2022,Rublev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47086,2.65,1,2.258433451,7/7/2018,Vesely J.,1.65,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40388,1.37,0,2.258030793,1/18/2016,Brands D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37292,3.18,1,2.25629845,9/30/2014,Becker B.,2.18,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46133,1.27,0,2.255295685,3/12/2018,Cilic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39228,3.67,1,2.254405432,7/6/2015,Simon G.,2.67,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49189,2.83,1,2.254378823,5/14/2019,Sousa J.,1.83,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46798,1.32,0,2.253658055,6/3/2018,Zverev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54514,3.87,1,2.253231606,1/17/2022,Hanfmann Y.,2.87,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39445,2.9,1,2.250723772,8/3/2015,Schwartzman D.,1.9,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55325,3.29,1,2.249870243,4/19/2022,Taberner C.,2.29,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42891,2.6,1,2.249345103,1/4/2017,Edmund K.,1.6,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43081,2.56,1,2.249290728,1/20/2017,Evans D.,1.56,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54295,4.51,1,2.249020469,10/28/2021,Tiafoe F.,3.51,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42210,2.73,1,2.246183717,8/17/2016,Tomic B.,1.73,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45823,3.5,1,2.238977052,2/13/2018,Menendez-Maceiras A.,2.5,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49384,2.96,1,2.235483626,6/1/2019,Struff J.L.,1.96,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49738,1.5,0,2.23368651,7/17/2019,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32568,1.29,0,2.233267408,1/8/2013,Tomic B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31224,1.43,0,2.227113439,6/15/2012,Nalbandian D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,3.45,1,2.224508051,3/10/2013,Phau B.,2.45,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42893,2.54,1,2.223984976,1/4/2017,Almagro N.,1.54,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50647,1.23,0,2.223572403,10/31/2019,Nadal R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31054,3,1,2.223126054,5/28/2012,Goffin D.,2,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42153,3.2,1,2.222063923,8/4/2016,Nishioka Y.,2.2,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57222,1.49,0,2.221489945,1/19/2023,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47228,3.56,1,2.219550648,7/25/2018,Monteiro T.,2.56,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36002,1.24,0,2.219091751,4/29/2014,Hanescu V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41563,1.49,0,2.21861631,5/28/2016,Goffin D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514,2.52,1,2.216829379,2/20/2014,Matosevic M.,1.52,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49833,2.55,1,2.215317064,7/25/2019,Carreno Busta P.,1.55,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30393,2.73,1,2.211246239,2/29/2012,Andujar P.,1.73,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46714,2.8,1,2.210729241,5/28/2018,Munar J.,1.8,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47778,1.51,0,2.210482727,10/2/2018,Berrettini M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34406,2.88,1,2.209089219,8/7/2013,Pospisil V.,1.88,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37050,1.48,0,2.206972983,8/19/2014,Seppi A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46595,3.05,1,2.206623193,5/14/2018,Paire B.,2.05,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32542,1.43,0,2.205843886,1/4/2013,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45896,3.35,1,2.205533342,2/19/2018,Sandgren T.,2.35,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38521,1.54,0,2.205377728,4/21/2015,Vesely J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42809,1.33,0,2.205020969,11/2/2016,Goffin D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39282,1.38,0,2.203039849,7/21/2015,Kohlschreiber P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33041,2.84,1,2.201921816,2/27/2013,Tursunov D.,1.84,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38161,3,1,2.19957076,2/25/2015,Coric B.,2,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30796,1.32,0,2.199266571,4/26/2012,Verdasco F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42557,1.45,0,2.196259361,10/5/2016,Gasquet R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43574,2.79,1,2.195893946,3/24/2017,Delbonis F.,1.79,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43974,1.4,0,2.193253353,5/16/2017,Berdych T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45072,1.34,0,2.192835166,9/21/2017,Struff J.L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51459,2.77,1,2.192228447,9/16/2020,Cilic M.,1.77,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39979,3.39,1,2.190822546,10/12/2015,Estrella Burgos V.,2.39,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48137,2.52,1,2.190140347,1/2/2019,Darcis S.,1.52,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38072,1.43,0,2.189216874,2/18/2015,Monaco J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37947,1.38,0,2.188557701,2/8/2015,Gasquet R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50391,1.36,0,2.188202806,10/2/2019,Khachanov K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42576,3.55,1,2.184996467,10/7/2016,Dimitrov G.,2.55,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54181,2.98,1,2.183984952,10/12/2021,Fritz T.,1.98,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39245,1.33,0,2.182966385,7/13/2015,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32253,2.53,1,2.18205745,10/11/2012,Stepanek R.,1.53,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56811,3.03,1,2.181153097,10/18/2022,Cachin P.,2.03,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45935,3.27,1,2.180830787,2/21/2018,Johnson S.,2.27,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50635,2.57,1,2.180277371,10/30/2019,Edmund K.,1.57,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38201,2.64,1,2.179464461,2/27/2015,Harrison R.,1.64,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46560,3.6,1,2.179093475,5/9/2018,Edmund K.,2.6,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45940,1.41,0,2.179003157,2/21/2018,Zverev M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52913,1.36,0,2.178875042,5/10/2021,Dellien H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52265,1.36,0,2.178050293,2/24/2021,Kwon S.W.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31442,1.22,0,2.178038334,7/10/2012,Isner J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45148,3.34,1,2.176078353,10/2/2017,Darcis S.,2.34,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42108,3.28,1,2.175485625,7/27/2016,Ram R.,2.28,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36042,2.74,1,2.173113923,5/3/2014,Klizan M.,1.74,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51455,1.36,0,2.172568062,9/16/2020,Krajinovic F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51856,1.43,0,2.167653153,11/3/2020,Cilic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54611,3.61,1,2.161760599,1/22/2022,Cilic M.,2.61,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33244,2.38,1,2.160615053,3/24/2013,Falla A.,1.38,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39038,3.05,1,2.15406999,6/17/2015,Mayer F.,2.05,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35685,3.1,1,2.153776507,3/10/2014,Fognini F.,2.1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37531,1.65,0,2.151493825,10/24/2014,Karlovic I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52213,3.59,1,2.151090109,2/14/2021,Dimitrov G.,2.59,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43008,2.5,1,2.150187386,1/16/2017,De Minaur A.,1.5,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40650,1.5,0,2.148854691,2/13/2016,Monfils G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40040,3.02,1,2.146533533,10/20/2015,Janowicz J.,2.02,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31167,3.86,1,2.146333615,6/12/2012,Sweeting R.,2.86,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31460,3.5,1,2.145746308,7/10/2012,Smyczek T.,2.5,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50166,2.88,1,2.14249412,8/27/2019,Sandgren T.,1.88,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31250,3.13,1,2.142305848,6/18/2012,Paire B.,2.13,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29961,3.79,1,2.142075926,1/13/2012,Rochus O.,2.79,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39364,1.44,0,2.141398624,7/28/2015,Reister J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34411,1.54,0,2.141373222,8/8/2013,Davydenko N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,1.45,0,2.139385973,10/18/2016,Carreno Busta P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30523,2.97,1,2.138440422,3/14/2012,Nalbandian D.,1.97,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31916,1.37,0,2.134923529,8/30/2012,Chardy J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53373,2.52,1,2.132322478,6/29/2021,Korda S.,1.52,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42357,2.37,1,2.129338689,8/31/2016,Almagro N.,1.37,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48962,3.69,1,2.127627553,4/17/2019,Lajovic D.,2.69,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56674,1.34,0,2.127060917,9/30/2022,Shapovalov D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30945,1.35,0,2.125920982,5/11/2012,Berdych T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31452,3.1,1,2.124569697,7/10/2012,Trungelliti M.,2.1,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46094,2.8,1,2.124489379,3/10/2018,Chardy J.,1.8,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51032,3.42,1,2.123999705,2/15/2020,Jung J.,2.42,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39825,2.6,1,2.123788631,9/24/2015,Klizan M.,1.6,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36089,2.4,1,2.123139708,5/8/2014,Lopez F.,1.4,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51134,2.59,1,2.122531981,2/24/2020,Carballes Baena R.,1.59,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40797,1.47,0,2.12175714,2/24/2016,Tomic B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49326,2.93,1,2.121601921,5/28/2019,Mannarino A.,1.93,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56709,3.18,1,2.121503679,10/4/2022,Kotov P.,2.18,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53119,2.95,1,2.121485914,6/1/2021,Kwon S.W.,1.95,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43810,2.94,1,2.120463277,4/28/2017,Zeballos H.,1.94,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37381,1.4,0,2.120031876,10/8/2014,Ferrer D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47431,3.45,1,2.118259626,8/13/2018,Pouille L.,2.45,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30064,3.52,1,2.117919966,1/20/2012,Almagro N.,2.52,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45796,3.35,1,2.117884745,2/9/2018,Kovalik J.,2.35,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48246,2.79,1,2.117411926,1/14/2019,Opelka R.,1.79,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43432,3.37,1,2.116161169,3/2/2017,Verdasco F.,2.37,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
