match,PSW,win0,confidence0,date,winner,,
23612,1.17,0,4.767882005,6/28/2017,Halep S.,,
13251,1.18,0,4.531218496,5/11/2013,Williams S.,,
12607,1.17,0,4.197096924,2/15/2013,Sharapova M.,,
17438,1.2,0,3.935908398,2/10/2015,Barthel M.,,
11367,1.18,0,3.865727706,7/7/2012,Williams S.,,
23921,1.12,0,3.832256982,8/3/2017,Halep S.,,
19624,5.73,1,3.803808709,10/23/2015,Doi M.,,
30572,1.17,0,3.786989507,9/29/2020,Kasatkina D.,,
26295,1.16,0,3.689283132,7/23/2018,Wang Q.,,
15591,1.22,0,3.599605175,4/25/2014,Muguruza G.,,
22151,5.23,1,3.581789749,10/22/2016,Niculescu M.,,
34561,5.27,1,3.455984187,7/2/2022,Cornet A.,,
33674,1.25,0,3.159254552,3/13/2022,Swiatek I.,,
26696,1.2,0,3.149840946,9/11/2018,Wang Q.,,
28184,4.27,1,3.124962525,5/16/2019,Sakkari M.,,
30788,1.24,0,3.105059901,2/1/2021,Williams S.,,
27550,1.21,0,3.062386472,2/19/2019,Halep S.,,
32579,1.23,0,3.046459894,8/30/2021,Jabeur O.,,
34369,1.25,0,3.045098467,6/17/2022,Jabeur O.,,
13303,1.26,0,3.007629932,5/17/2013,Azarenka V.,,
31662,4.2,1,2.886627567,5/13/2021,Gauff C.,,
33010,3.8,1,2.82978481,10/22/2021,Alexandrova E.,,
27082,1.27,0,2.804708324,10/16/2018,Goerges J.,,
31369,1.33,0,2.753008808,3/29/2021,Osaka N.,,
19181,3.82,1,2.74684462,9/11/2015,Pennetta F.,,
28696,1.28,0,2.62959145,7/9/2019,Williams S.,,
19179,3.92,1,2.585518756,9/9/2015,Pennetta F.,,
21234,1.27,0,2.571838833,7/9/2016,Williams S.,,
17546,1.27,0,2.535897925,2/19/2015,Wozniacki C.,,
31544,1.32,0,2.535418399,4/23/2021,Halep S.,,
33196,1.3,0,2.526321974,1/7/2022,Kasatkina D.,,
30180,1.22,0,2.508636832,8/11/2020,Pliskova Kr.,,
14026,1.38,0,2.499678952,8/6/2013,Kirilenko M.,,
23893,1.2,0,2.483576014,8/1/2017,Halep S.,,
28915,1.3,0,2.477341145,8/7/2019,Halep S.,,
18508,1.3,0,2.476281325,6/22/2015,Cibulkova D.,,
25738,1.41,0,2.457487758,5/20/2018,Rybakina E.,,
34238,1.42,0,2.439650361,5/28/2022,Pegula J.,,
20976,1.36,0,2.420220511,6/8/2016,Mladenovic K.,,
11309,1.36,0,2.414589559,6/27/2012,Bondarenko K.,,
32376,1.44,0,2.402571142,8/3/2021,Mladenovic K.,,
28974,1.35,0,2.388546302,8/14/2019,Halep S.,,
31222,1.43,0,2.380163668,3/12/2021,Muguruza G.,,
33954,1.39,0,2.357478963,4/28/2022,Badosa P.,,
25041,1.34,0,2.354889138,2/13/2018,Konta J.,,
18140,1.37,0,2.354836529,5/11/2015,Williams V.,,
16212,1.22,0,2.330489502,7/8/2014,Errani S.,,
29984,2.86,1,2.325594989,2/20/2020,Rybakina E.,,
34052,1.28,0,2.316362964,5/12/2022,Jabeur O.,,
19162,1.39,0,2.310797885,9/5/2015,Stosur S.,,
34790,3.63,1,2.30824443,8/2/2022,Mandlik E.,,
34141,1.47,0,2.307389005,5/22/2022,Osorio M.,,
29966,3.26,1,2.306206636,2/18/2020,Rybakina E.,,
24394,3.49,1,2.299038168,9/26/2017,Kasatkina D.,,
34803,1.55,0,2.295683368,8/4/2022,Jabeur O.,,
