match,PSW,win0,confidence0,date,winner,,correct?,,
25232,1.26,1,1.103791333,3/12/2018,Kerber A.,,,,
31471,1.25,1,1.103785889,4/12/2021,Davis L.,,,,
14924,1.29,1,1.10370504,1/18/2014,Stephens S.,,,,
19797,2.65,0,1.103672241,1/13/2016,Puig M.,,,,
34180,1.81,1,1.103670592,5/24/2022,Rogers S.,,,,
16708,2.62,0,1.103652084,9/10/2014,Abduraimova N.,,,,
12357,2.25,1,1.103633014,1/9/2013,Niculescu M.,,,,
15456,1.42,1,1.103620041,4/7/2014,Beck A.,,,,
32195,1.81,1,1.103616995,7/7/2021,Pliskova Kr.,,,,
29634,2.19,0,1.103610704,1/6/2020,Rogers S.,,,,
15246,1.17,1,1.103608169,3/10/2014,Jankovic J.,,,,
14616,1.34,1,1.103570434,10/17/2013,Stephens S.,,,,
11922,1.38,1,1.103569344,9/18/2012,Zheng S.,,,,
25749,1.27,1,1.103564965,5/21/2018,Pavlyuchenkova A.,,,,
35417,1.67,1,1.103533478,10/15/2022,Paolini J.,,,,
30545,4.43,0,1.103533081,9/28/2020,Burel C.,,,,
34399,2.29,0,1.103509203,6/20/2022,Putintseva Y.,,,,
35599,3.33,0,1.10350575,1/11/2023,Blinkova A.,,,,
26426,2.46,0,1.103501868,8/7/2018,Suarez Navarro C.,,,,
18243,2.74,0,1.103472325,5/21/2015,Mladenovic K.,,,,
25332,1.33,1,1.103446269,3/25/2018,Williams V.,,,,
12326,1.19,1,1.103438314,1/7/2013,Errani S.,,,,
14125,1.63,1,1.103421483,8/19/2013,Goerges J.,,,,
35056,1.52,1,1.103391819,8/30/2022,Fruhvirtova L.,,,,
23869,1.93,0,1.103389173,7/28/2017,Han X.,,,,
20315,1.46,1,1.103388971,3/23/2016,Vesnina E.,,,,
23506,1.59,1,1.103349845,6/15/2017,Konjuh A.,,,,
29225,3.31,0,1.103341925,9/13/2019,Hibino N.,,,,
32553,1.57,1,1.103310824,8/25/2021,Cornet A.,,,,
30734,1.41,1,1.103310525,1/10/2021,Sorribes Tormo S.,,,,
11778,1.69,1,1.103302079,8/29/2012,Martinez-Sanchez M.J.,,,,
32368,1.44,1,1.103293476,7/25/2021,Zanevska M.,,,,
35642,1.23,1,1.103285867,1/16/2023,Kvitova P.,,,,
11488,1.64,1,1.103282517,7/23/2012,Solovieva V.,,,,
17261,2.83,0,1.103272846,1/13/2015,Pironkova T.,,,,
32002,1.32,1,1.103272006,6/20/2021,Siniakova K.,,,,
11741,1.86,1,1.103265622,8/28/2012,Govortsova O.,,,,
12975,1.25,1,1.103243296,3/25/2013,Errani S.,,,,
34492,1.6,1,1.103212992,6/28/2022,Kucova K.,,,,
26039,1.56,1,1.103178998,6/22/2018,Strycova B.,,,,
32911,1.19,1,1.103173301,10/8/2021,Swiatek I.,,,,
10217,1.27,1,1.103156738,2/20/2012,Lepchenko V.,,,,
19197,2.13,0,1.10315149,9/15/2015,Linette M.,,,,
16441,5.96,0,1.103137471,8/7/2014,Suarez Navarro C.,,,,
29682,1.6,1,1.103092098,1/8/2020,Pegula J.,,,,
20614,1.31,1,1.103079364,4/27/2016,Stosur S.,,,,
26526,1.88,1,1.103073655,8/20/2018,Yastremska D.,,,,
31158,1.37,1,1.103035631,3/8/2021,Ostapenko J.,,,,
20013,2.02,0,1.103033922,2/16/2016,Strycova B.,,,,
34028,3.6,0,1.103031914,5/10/2022,Parrizas Diaz N.,,,,
26598,3.43,0,1.103025264,8/28/2018,Townsend T.,,,,
16670,1.33,1,1.103023319,9/8/2014,Jovanovski B.,,,,
20238,1.27,1,1.102992073,3/11/2016,Jankovic J.,,,,
25661,1.49,1,1.102991389,5/8/2018,Kontaveit A.,,,,
15134,1.78,0,1.102956214,2/25/2014,Pereira T.,,,,
16901,3.46,0,1.102901326,9/27/2014,Oprandi R.,,,,
31285,2.11,0,1.102879648,3/21/2021,Fernandez L.A.,,,,
26637,2.58,0,1.102852999,8/30/2018,Kenin S.,,,,
16801,1.61,1,1.102749763,9/17/2014,Safarova L.,,,,
11407,1.42,1,1.102728005,7/12/2012,Suarez Navarro C.,,,,
32317,1.67,0,1.102670087,7/19/2021,Kozlova K.,,,,
11652,1.37,1,1.102609818,8/19/2012,Scheepers C.,,,,
31942,1.23,1,1.10260054,6/14/2021,Martincova T.,,,,
10137,1.29,1,1.10259532,2/13/2012,Duque Marino M.,,,,
24112,3.02,0,1.102593936,8/29/2017,Sharapova M.,,,,
26354,1.31,1,1.102571083,7/30/2018,Kiick A.,,,,
32027,1.21,1,1.102537745,6/22/2021,Swiatek I.,,,,
34913,1.66,1,1.10252922,8/17/2022,Kvitova P.,,,,
32863,2.39,0,1.102520824,10/1/2021,Jabeur O.,,,,
33367,1.44,1,1.102480345,1/20/2022,Collins D.,,,,
35136,1.86,1,1.10246733,9/12/2022,Bouchard E.,,,,
26657,2.4,0,1.102446795,9/2/2018,Pliskova Ka.,,,,
11506,1.31,1,1.102437414,7/25/2012,Rybarikova M.,,,,
24987,1.5,1,1.102437296,1/31/2018,Kvitova P.,,,,
12531,3.3,0,1.102423979,1/31/2013,Sevastova A.,,,,
10422,1.29,1,1.102371043,3/11/2012,Goerges J.,,,,
26305,1.5,1,1.102363433,7/24/2018,Thandi K.,,,,
25319,1.77,1,1.102337401,3/23/2018,Svitolina E.,,,,
19093,1.44,1,1.102301596,9/1/2015,Wickmayer Y.,,,,
20939,4.39,0,1.102286354,6/6/2016,Tatishvili A.,,,,
23147,2.71,0,1.102237068,5/5/2017,Barthel M.,,,,
12184,2.26,0,1.10223331,10/19/2012,Niculescu M.,,,,
34386,3.09,0,1.10221237,6/19/2022,Haddad Maia B.,,,,
29204,1.27,1,1.102204004,9/11/2019,Hsieh S.W.,,,,
34893,2.59,0,1.102176967,8/16/2022,Bouzkova M.,,,,
35988,3.76,0,1.102155396,2/28/2023,Sherif M.,,,,
31221,1.65,1,1.102126752,3/12/2021,Bouchard E.,,,,
14286,1.51,1,1.102125005,9/9/2013,Erakovic M.,,,,
21665,1.28,1,1.102107119,9/1/2016,Babos T.,,,,
19774,2.25,0,1.102067022,1/11/2016,Beck A.,,,,
23005,1.59,1,1.102037179,4/12/2017,Krunic A.,,,,
17478,1.68,1,1.101979027,2/15/2015,Diyas Z.,,,,
12390,1.38,1,1.10196872,1/14/2013,Jankovic J.,,,,
34071,1.42,1,1.101877997,5/16/2022,Kerber A.,,,,
34449,1.56,1,1.101876463,6/23/2022,Garcia C.,,,,
26261,2.56,0,1.101862253,7/18/2018,Wang Yaf.,,,,
11857,1.38,1,1.101854657,9/11/2012,Zahlavova Strycova B.,,,,
32946,1.28,1,1.101853376,10/12/2021,Azarenka V.,,,,
10272,1.93,1,1.101814281,2/23/2012,Erakovic M.,,,,
26627,2.19,0,1.101809472,8/30/2018,Siniakova K.,,,,
34820,1.85,0,1.101801854,8/6/2022,Kanepi K.,,,,
21079,2.37,0,1.101797298,6/21/2016,Brengle M.,,,,
15810,2.13,0,1.101766918,5/23/2014,Pliskova Ka.,,,,
32771,1.39,1,1.101736064,9/23/2021,Teichmann J.,,,,
18046,1.46,1,1.10173483,4/29/2015,Hradecka L.,,,,
28587,1.75,1,1.101717353,7/1/2019,Buzarnescu M.,,,,
14304,2.4,0,1.101714459,9/11/2013,Meusburger Y.,,,,
28336,1.56,1,1.10170443,5/29/2019,Vekic D.,,,,
17917,1.38,1,1.101694719,4/8/2015,Cornet A.,,,,
14163,1.74,1,1.101637564,8/26/2013,Mladenovic K.,,,,
35049,1.22,1,1.101622266,8/30/2022,Fernandez L.A.,,,,
19337,1.56,1,1.101594938,9/27/2015,Begu I.,,,,
15985,1.71,1,1.101586123,6/12/2014,Zahlavova Strycova B.,,,,
19088,2.05,0,1.101557431,9/1/2015,Kovinic D.,,,,
25402,1.46,1,1.101511451,4/4/2018,Pera B.,,,,
24361,1.39,1,1.10149942,9/24/2017,Cirstea S.,,,,
32273,3.98,0,1.101487808,7/15/2021,Vikhlyantseva N.,,,,
18453,1.83,1,1.101456351,6/15/2015,Dellacqua C.,,,,
31455,2.84,0,1.101447145,4/9/2021,Tan H.,,,,
23403,4.61,0,1.101444531,5/31/2017,Bellis C.,,,,
32789,2.2,0,1.101439535,9/27/2021,Krunic A.,,,,
23085,3.28,0,1.10139178,4/29/2017,Siegemund L.,,,,
22126,1.79,1,1.10133416,10/19/2016,Kasatkina D.,,,,
30371,4.72,0,1.101305394,9/3/2020,Brengle M.,,,,
30478,4.34,0,1.101296965,9/17/2020,Kuznetsova S.,,,,
15049,1.17,1,1.10122828,2/14/2014,Radwanska A.,,,,
12109,2.2,0,1.101193159,10/10/2012,Doi M.,,,,
12511,1.21,1,1.101142851,1/29/2013,Lisicki S.,,,,
17274,1.18,1,1.101128728,1/14/2015,Kvitova P.,,,,
31491,3.08,0,1.101120429,4/16/2021,Kovinic D.,,,,
19598,1.83,1,1.101086287,10/21/2015,Flipkens K.,,,,
23127,1.3,1,1.101075651,5/3/2017,Schiavone F.,,,,
17740,1.37,1,1.101054016,3/14/2015,Bencic B.,,,,
33344,1.68,1,1.101050885,1/19/2022,Parrizas Diaz N.,,,,
28198,2.26,0,1.101048206,5/16/2019,Buzarnescu M.,,,,
11179,2.82,0,1.101035791,6/17/2012,Oudin M.,,,,
19413,1.87,0,1.101025926,10/1/2015,Vinci R.,,,,
16069,1.75,1,1.101023953,6/23/2014,Nara K.,,,,
31136,1.75,0,1.100996589,3/5/2021,Kvitova P.,,,,
27286,1.3,1,1.10097617,1/9/2019,Bencic B.,,,,
15634,2.37,0,1.100950858,5/3/2014,Rybarikova M.,,,,
30113,1.65,1,1.100935049,3/5/2020,Fernandez L.,,,,
18394,1.56,1,1.100932268,6/9/2015,Mladenovic K.,,,,
22615,1.81,1,1.100920645,2/23/2017,Sevastova A.,,,,
25827,1.32,1,1.10091636,5/28/2018,Parmentier P.,,,,
24295,1.8,1,1.100862707,9/19/2017,Pavlyuchenkova A.,,,,
26949,1.72,1,1.100858455,10/2/2018,Cibulkova D.,,,,
36207,1.2,1,1.100853743,3/24/2023,Samsonova L.,,,,
36212,1.33,1,1.100837594,3/24/2023,Badosa P.,,,,
23793,2.55,1,1.100833746,7/19/2017,Korpatsch T.,,,,
12922,1.87,0,1.10080689,3/21/2013,Lepchenko V.,,,,
28000,2.36,0,1.100756128,4/24/2019,Gasparyan M.,,,,
10842,3.36,0,1.100700322,5/10/2012,Hradecka L.,,,,
16284,2.03,0,1.100674582,7/16/2014,Goerges J.,,,,
30406,1.63,1,1.100669731,9/8/2020,Paolini J.,,,,
14431,1.8,1,1.100654456,9/24/2013,Wozniacki C.,,,,
28930,1.21,1,1.100620578,8/9/2019,Williams S.,,,,
32035,3.33,0,1.100612134,6/23/2021,Golubic V.,,,,
14231,1.38,1,1.100543698,8/29/2013,Kerber A.,,,,
18481,2.29,0,1.100531926,6/17/2015,Koukalova K.,,,,
30105,1.51,1,1.100529925,3/4/2020,Konta J.,,,,
33978,1.58,1,1.100527728,4/29/2022,Kasatkina D.,,,,
16130,1.24,1,1.100472998,6/25/2014,Radwanska A.,,,,
18435,1.93,1,1.100470175,6/12/2015,Niculescu M.,,,,
18241,3.22,0,1.100461674,5/20/2015,Putintseva Y.,,,,
16559,2.5,0,1.100460307,8/25/2014,Zheng S.,,,,
20906,4.35,0,1.100459903,5/27/2016,Pironkova T.,,,,
25656,1.8,1,1.100429025,5/7/2018,Bertens K.,,,,
34199,1.68,1,1.100413729,5/25/2022,Kanepi K.,,,,
29508,1.37,1,1.100364796,10/9/2019,Alexandrova E.,,,,
12032,2.55,0,1.100350531,9/30/2012,Vesnina E.,,,,
34641,2.57,0,1.100342563,7/16/2022,Krunic A.,,,,
33201,2.71,0,1.10034034,1/7/2022,Doi M.,,,,
27455,1.76,1,1.100250669,1/29/2019,Wang Yaf.,,,,
14028,2.15,0,1.100203582,8/6/2013,Cornet A.,,,,
22855,1.69,1,1.100203461,3/25/2017,Peng S.,,,,
32629,4.03,0,1.100192871,9/1/2021,Rakhimova K.,,,,
15104,3.21,0,1.100169603,2/21/2014,Burnett N.,,,,
29161,3.62,0,1.100163718,9/9/2019,Arruabarrena L.,,,,
31458,2.51,0,1.100102588,4/9/2021,Jabeur O.,,,,
24163,1.23,1,1.100082005,8/31/2017,Barty A.,,,,
9883,3.58,0,1.100047796,1/8/2012,Chakvetadze A.,,,,
10305,1.48,1,1.100044857,2/27/2012,Czink M.,,,,
11027,2.32,0,1.100044453,5/29/2012,Morita A.,,,,
34741,3.58,0,1.100016155,7/27/2022,Pigossi L.,,,,
10055,1.43,1,1.099962711,1/23/2012,Kvitova P.,,,,
20235,2.21,0,1.099945423,3/11/2016,Putintseva Y.,,,,
12991,1.83,1,1.099897575,4/1/2013,Garcia C.,,,,
11418,3.45,0,1.099873749,7/13/2012,Wickmayer Y.,,,,
11035,3.02,0,1.099848896,5/30/2012,Martic P.,,,,
11554,1.17,1,1.099845356,8/8/2012,Kvitova P.,,,,
18300,3.19,0,1.099842365,5/26/2015,Karatantcheva S.,,,,
28488,1.4,1,1.099822819,6/19/2019,Kenin S.,,,,
17685,1.93,1,1.099785073,3/11/2015,Barthel M.,,,,
16733,4.24,0,1.099782493,9/11/2014,Karatantcheva S.,,,,
13518,2.08,0,1.099751267,6/11/2013,Minella M.,,,,
31052,2.2,1,1.099742132,2/18/2021,Kasatkina D.,,,,
31467,1.42,1,1.099729162,4/12/2021,Tomljanovic A.,,,,
10988,1.24,1,1.099681762,5/28/2012,Bartoli M.,,,,
15493,1.49,1,1.09964969,4/10/2014,Garcia C.,,,,
31703,2.84,0,1.099641075,5/18/2021,Stephens S.,,,,
33240,2.87,0,1.09961326,1/11/2022,Davis L.,,,,
30124,1.56,1,1.099557644,3/6/2020,Kenin S.,,,,
25906,1.37,1,1.099557101,6/2/2018,Garcia C.,,,,
32992,2.13,0,1.099547124,10/20/2021,Schmiedlova A.,,,,
28197,2.37,0,1.099532225,5/16/2019,Konta J.,,,,
30768,1.61,1,1.099530646,1/31/2021,Pironkova T.,,,,
10566,1.23,1,1.099520537,4/2/2012,Hercog P.,,,,
23280,1.25,1,1.09950733,5/22/2017,Gavrilova D.,,,,
18366,1.48,1,1.099506261,5/30/2015,Kvitova P.,,,,
10672,2.53,0,1.099491162,4/23/2012,Minella M.,,,,
25014,1.16,1,1.099489986,2/2/2018,Goerges J.,,,,
34671,2.04,0,1.099473087,7/19/2022,Parry D.,,,,
20965,1.67,1,1.099463422,6/7/2016,Jankovic J.,,,,
35814,5.13,0,1.099455643,2/7/2023,Galfi D.,,,,
27716,1.33,1,1.099428552,3/13/2019,Williams V.,,,,
28132,1.36,1,1.099407951,5/7/2019,Vekic D.,,,,
28738,1.76,1,1.099369211,7/17/2019,Pliskova Kr.,,,,
28674,1.42,1,1.099366256,7/5/2019,Martic P.,,,,
28744,4.23,0,1.099352669,7/18/2019,Di Giuseppe M.,,,,
24365,1.38,1,1.099346743,9/24/2017,Ostapenko J.,,,,
17046,1.57,1,1.099340984,10/11/2014,Stosur S.,,,,
33366,5.16,0,1.099313102,1/20/2022,Kovinic D.,,,,
12831,1.71,1,1.099289034,3/8/2013,Rybarikova M.,,,,
11106,1.49,1,1.099286893,6/12/2012,Doi M.,,,,
19906,1.36,1,1.099274071,1/21/2016,Lepchenko V.,,,,
24321,2.95,0,1.099261829,9/20/2017,Wickmayer Y.,,,,
28143,1.86,1,1.099261258,5/8/2019,Martic P.,,,,
22927,1.93,0,1.099251823,4/5/2017,Stosur S.,,,,
35746,1.36,1,1.099215717,1/30/2023,Martic P.,,,,
29817,1.91,1,1.099208276,1/21/2020,Tomljanovic A.,,,,
17621,1.93,1,1.09919078,3/2/2015,Duan Y.Y.,,,,
15045,1.41,1,1.099148594,2/13/2014,Errani S.,,,,
33643,1.44,1,1.099138429,3/11/2022,Tauson C.,,,,
13428,1.38,1,1.099137347,5/29/2013,Lisicki S.,,,,
31990,1.38,1,1.099107724,6/19/2021,Bencic B.,,,,
30408,1.29,1,1.099083545,9/8/2020,Brady J.,,,,
27736,2.16,0,1.09907626,3/20/2019,Sorribes Tormo S.,,,,
17998,1.87,0,1.099047464,4/22/2015,Bencic B.,,,,
11620,1.74,1,1.099023294,8/15/2012,Errani S.,,,,
35876,1.6,1,1.099017525,2/15/2023,Sakkari M.,,,,
35817,1.23,1,1.099010064,2/7/2023,Sakkari M.,,,,
18525,1.83,1,1.098978051,6/23/2015,Pironkova T.,,,,
27276,1.23,1,1.098961269,1/9/2019,Sasnovich A.,,,,
31507,1.63,1,1.098893077,4/20/2021,Siegemund L.,,,,
26444,1.79,0,1.098881597,8/9/2018,Svitolina E.,,,,
20757,1.76,0,1.098856326,5/16/2016,Puig M.,,,,
18819,1.28,1,1.098848888,7/28/2015,Flipkens K.,,,,
22739,1.98,0,1.098827505,3/11/2017,Peng S.,,,,
30579,1.29,1,1.098763035,9/29/2020,Kenin S.,,,,
17558,1.34,1,1.09875645,2/21/2015,Halep S.,,,,
15693,1.38,1,1.098751227,5/10/2014,Sharapova M.,,,,
32654,1.57,1,1.098736283,9/2/2021,Kontaveit A.,,,,
21645,1.47,1,1.098711137,8/31/2016,Niculescu M.,,,,
13414,1.6,1,1.098699338,5/28/2013,Soler Espinosa S.,,,,
20471,1.32,1,1.098692478,4/8/2016,Kerber A.,,,,
33039,1.2,1,1.098658143,10/26/2021,Zhang S.,,,,
23340,2.82,0,1.098644272,5/28/2017,Makarova E.,,,,
10320,3.42,0,1.098611838,2/28/2012,Rybarikova M.,,,,
28834,2.16,0,1.098597783,7/30/2019,Pegula J.,,,,
9957,3.1,0,1.098589301,1/16/2012,Daniilidou E.,,,,
17528,1.24,1,1.098568396,2/18/2015,Larsson J.,,,,
12839,3.05,0,1.098559895,3/9/2013,Muguruza G.,,,,
24479,1.26,1,1.098552078,10/3/2017,Kvitova P.,,,,
10760,1.31,1,1.098500597,5/2/2012,Kanepi K.,,,,
15888,3.85,0,1.098485482,5/28/2014,Schmiedlova A.,,,,
12139,2.23,0,1.098440734,10/15/2012,Rybarikova M.,,,,
23268,1.31,1,1.098432961,5/20/2017,Halep S.,,,,
15463,1.39,1,1.098417371,4/8/2014,Pironkova T.,,,,
20162,1.57,1,1.09839971,3/1/2016,Broady N.,,,,
30993,3.17,0,1.098379159,2/13/2021,Vekic D.,,,,
12963,2.97,0,1.098359408,3/24/2013,Jankovic J.,,,,
18185,1.5,1,1.098350714,5/14/2015,Suarez Navarro C.,,,,
32492,1.79,1,1.098329447,8/19/2021,Barty A.,,,,
25596,2.29,0,1.098320678,5/2/2018,Zavatska K.,,,,
28486,1.93,0,1.098294941,6/18/2019,Sharapova M.,,,,
22741,1.34,1,1.098292016,3/11/2017,Mladenovic K.,,,,
33919,1.61,1,1.098285751,4/20/2022,Sorribes Tormo S.,,,,
14143,1.66,1,1.098278026,8/22/2013,Halep S.,,,,
35104,1.57,1,1.098275083,9/3/2022,Kvitova P.,,,,
24417,1.56,1,1.098273081,9/27/2017,Ostapenko J.,,,,
33792,1.25,1,1.098261476,3/28/2022,Swiatek I.,,,,
27127,2,0,1.09824679,10/23/2018,Svitolina E.,,,,
30790,1.61,1,1.098241982,2/1/2021,Rogers S.,,,,
16412,1.31,1,1.098241743,8/5/2014,Radwanska A.,,,,
12557,2.67,0,1.098232448,2/3/2013,Barthel M.,,,,
32800,3.51,0,1.098215249,9/27/2021,Doi M.,,,,
10674,1.42,1,1.098212016,4/24/2012,Bartoli M.,,,,
31426,3.47,0,1.098205015,4/7/2021,Davis L.,,,,
17118,1.17,1,1.098177596,10/23/2014,Williams S.,,,,
31018,1.51,1,1.098095679,2/15/2021,Martic P.,,,,
11622,1.18,1,1.098088433,8/15/2012,Williams V.,,,,
20389,2.15,0,1.098087374,3/31/2016,Kuznetsova S.,,,,
19592,1.43,1,1.09806786,10/20/2015,Pavlyuchenkova A.,,,,
19512,1.4,1,1.09805755,10/13/2015,Barthel M.,,,,
29399,3.16,0,1.098046972,9/25/2019,Kovinic D.,,,,
23918,1.59,1,1.098041777,8/3/2017,Niculescu M.,,,,
17250,1.52,1,1.098040741,1/12/2015,Diyas Z.,,,,
31461,1.82,0,1.098030743,4/10/2021,Kudermetova V.,,,,
18689,1.42,1,1.098011084,7/14/2015,Schmiedlova A.,,,,
11484,1.17,1,1.097994684,7/23/2012,Tanasugarn T.,,,,
20889,1.27,1,1.097993243,5/25/2016,Safarova L.,,,,
17721,1.39,1,1.097979187,3/13/2015,Svitolina E.,,,,
18146,1.59,1,1.097922365,5/11/2015,Knapp K.,,,,
22392,1.25,1,1.097921591,1/17/2017,Osaka N.,,,,
34001,2.07,0,1.097914,5/3/2022,Pegula J.,,,,
18904,1.38,1,1.097905587,8/7/2015,Stosur S.,,,,
31901,1.81,1,1.097881677,6/7/2021,Garcia Perez G.,,,,
25131,2.61,0,1.097876081,2/25/2018,Van Uytvanck A.,,,,
34157,4.32,0,1.09786254,5/23/2022,Parry D.,,,,
18508,1.82,1,1.097827581,6/22/2015,Gajdosova J.,,,,
26319,1.57,1,1.097823331,7/25/2018,Liang E.S.,,,,
10382,2.42,0,1.097810318,3/8/2012,Larsson J.,,,,
23908,2.03,0,1.097802955,8/2/2017,Bouchard E.,,,,
31347,2.83,0,1.097799378,3/26/2021,Sevastova A.,,,,
20899,1.36,1,1.097795459,5/26/2016,Bertens K.,,,,
34250,1.47,1,1.097771875,6/1/2022,Kasatkina D.,,,,
11988,1.56,1,1.097710056,9/25/2012,Cibulkova D.,,,,
13556,2.53,0,1.097695938,6/12/2013,Lucic M.,,,,
24565,2.2,0,1.097691596,10/12/2017,Voegele S.,,,,
29210,1.69,1,1.09765897,9/12/2019,Van Uytvanck A.,,,,
22850,1.22,1,1.09758226,3/25/2017,Safarova L.,,,,
27077,1.85,1,1.097572465,10/16/2018,Jabeur O.,,,,
23155,1.39,1,1.097492499,5/6/2017,Sevastova A.,,,,
20719,2.19,0,1.097484503,5/11/2016,Keys M.,,,,
14203,1.88,1,1.097472653,8/27/2013,Tomljanovic A.,,,,
33238,1.3,1,1.097455559,1/11/2022,Samsonova L.,,,,
29145,1.22,1,1.097450589,9/4/2019,Williams S.,,,,
34419,1.42,1,1.097435414,6/21/2022,Kasatkina D.,,,,
31385,2.76,0,1.097426227,4/5/2021,Bolsova A.,,,,
17431,1.63,1,1.097420331,2/10/2015,Zheng S.,,,,
13148,2.4,0,1.097416537,4/26/2013,Mattek-Sands B.,,,,
25691,3.05,0,1.097410506,5/14/2018,Osaka N.,,,,
19941,1.88,0,1.097405856,2/8/2016,Zhang Yux.,,,,
10139,2.55,0,1.097360004,2/13/2012,Arruabarrena-Vecino L.,,,,
26286,1.7,1,1.097350041,7/22/2018,Sevastova A.,,,,
11495,1.43,1,1.097346312,7/24/2012,Rybarikova M.,,,,
26729,3,0,1.097333023,9/15/2018,Pegula J.,,,,
26362,1.46,1,1.097324615,7/31/2018,Vekic D.,,,,
35978,2.07,1,1.097297179,2/27/2023,Volynets K.,,,,
33541,1.53,1,1.097290033,2/25/2022,Wang Q.,,,,
22899,3.81,0,1.0972853,4/4/2017,Sorribes Tormo S.,,,,
24404,1.6,1,1.09727828,9/26/2017,Babos T.,,,,
20186,4.46,0,1.097267887,3/3/2016,Zhu L.,,,,
21818,1.38,1,1.097257928,9/21/2016,Giorgi C.,,,,
33596,4.06,0,1.097254715,3/3/2022,Diatchenko V.,,,,
15006,1.5,1,1.097246543,2/11/2014,Knapp K.,,,,
25493,2.38,0,1.097239878,4/14/2018,Sabalenka A.,,,,
23838,1.13,1,1.097204443,7/25/2017,Krunic A.,,,,
20027,2.3,0,1.097199528,2/17/2016,Rogers S.,,,,
22227,2.48,0,1.097192459,1/3/2017,Lucic-Baroni M.,,,,
35842,1.91,0,1.097186537,2/9/2023,Martic P.,,,,
20859,1.63,1,1.097180736,5/24/2016,Cornet A.,,,,
26502,2.26,0,1.09716231,8/16/2018,Tsurenko L.,,,,
31534,1.36,1,1.097157545,4/22/2021,Svitolina E.,,,,
23196,1.93,0,1.097134116,5/9/2017,Cirstea S.,,,,
25466,1.99,0,1.09710316,4/12/2018,Barthel M.,,,,
28610,1.26,1,1.097079234,7/2/2019,Anisimova A.,,,,
29288,2.14,0,1.097064239,9/18/2019,Flipkens K.,,,,
22755,1.36,1,1.097052569,3/12/2017,Kuznetsova S.,,,,
10399,1.43,1,1.097040125,3/9/2012,Lepchenko V.,,,,
31797,1.96,1,1.097024921,5/31/2021,Bencic B.,,,,
31098,1.41,1,1.097020204,3/2/2021,Gasparyan M.,,,,
23790,1.77,1,1.097012058,7/19/2017,Sorribes Tormo S.,,,,
33274,1.76,1,1.096998866,1/14/2022,Badosa P.,,,,
26273,2.24,0,1.096969286,7/20/2018,Minella M.,,,,
34649,1.52,1,1.096965522,7/18/2022,Sorribes Tormo S.,,,,
32782,2.05,1,1.096964411,9/26/2021,Kontaveit A.,,,,
34291,4.16,0,1.096951566,6/9/2022,Dart H.,,,,
26808,1.26,1,1.096950949,9/21/2018,Osaka N.,,,,
34265,2.22,0,1.096947818,6/7/2022,Blinkova A.,,,,
27526,3.27,0,1.096939568,2/17/2019,Hsieh S.W.,,,,
16417,1.55,1,1.096933755,8/5/2014,Stephens S.,,,,
24280,1.54,1,1.096926354,9/18/2017,Kovinic D.,,,,
17070,2.8,0,1.096920594,10/14/2014,Hercog P.,,,,
31857,1.26,1,1.096918366,6/3/2021,Kostyuk M.,,,,
15013,2.21,0,1.096913883,2/11/2014,Safarova L.,,,,
23654,1.49,1,1.096907353,7/3/2017,Wang Q.,,,,
24096,1.22,1,1.096890517,8/28/2017,Kvitova P.,,,,
22936,1.29,1,1.096885294,4/5/2017,Begu I.,,,,
15568,2.43,0,1.096882155,4/23/2014,Goerges J.,,,,
32122,1.3,1,1.096856171,6/30/2021,Pavlyuchenkova A.,,,,
20815,1.58,1,1.096820005,5/23/2016,Vandeweghe C.,,,,
19034,1.59,1,1.096808249,8/24/2015,Safarova L.,,,,
27040,3.38,0,1.096808189,10/11/2018,Gasparyan M.,,,,
9955,1.24,1,1.09676636,1/16/2012,Peng S.,,,,
11429,2.7,0,1.096759115,7/16/2012,Doi M.,,,,
13756,1.29,1,1.096717629,7/1/2013,Bartoli M.,,,,
11814,1.42,1,1.096711639,9/1/2012,Radwanska A.,,,,
25250,1.56,1,1.09670144,3/14/2018,Kerber A.,,,,
28608,2.27,0,1.096668253,7/2/2019,Suarez Navarro C.,,,,
17777,1.31,1,1.096658845,3/24/2015,Kanepi K.,,,,
21291,1.7,1,1.096643245,7/16/2016,Golubic V.,,,,
27012,1.74,1,1.096643087,10/9/2018,Kerkhove L.,,,,
22265,3.19,0,1.096629443,1/6/2017,Siniakova K.,,,,
29133,1.6,0,1.09661345,8/31/2019,Keys M.,,,,
9820,3.37,0,1.096610658,1/2/2012,Bratchikova N.,,,,
24910,4.38,0,1.096568016,1/17/2018,Kumkhum L.,,,,
33640,3.94,0,1.096518066,3/11/2022,Riske A.,,,,
32120,1.19,1,1.096513748,6/30/2021,Azarenka V.,,,,
29976,1.34,1,1.096474535,2/19/2020,Muguruza G.,,,,
13372,1.57,1,1.096474112,5/26/2013,Pfizenmaier D.,,,,
30240,1.7,1,1.09645972,8/23/2020,Putintseva Y.,,,,
10008,1.33,1,1.096455464,1/18/2012,Barthel M.,,,,
13174,1.55,1,1.09642824,4/30/2013,Voskoboeva G.,,,,
26300,2.13,0,1.096414417,7/24/2018,Rodina E.,,,,
11568,1.3,1,1.096397221,8/9/2012,Stosur S.,,,,
29050,1.53,1,1.096342296,8/26/2019,Gasparyan M.,,,,
35560,1.91,0,1.096279855,1/9/2023,Collins D.,,,,
16142,2.1,0,1.096268135,6/26/2014,Riske A.,,,,
16902,5.54,0,1.096195799,9/27/2014,Zhu L.,,,,
