match,PSW,win0,confidence0,date,winner,,
29692,1.1,0,6.110460089,1/9/2020,Williams S.,,
33398,1.13,0,4.409340945,1/25/2022,Barty A.,,
24710,1.16,0,4.136248932,1/1/2018,Babos T.,,
24604,6.14,1,4.020598561,10/16/2017,Cepede Royg V.,,
34564,5.27,1,3.65572605,7/2/2022,Cornet A.,,
30099,1.13,0,3.402787499,3/3/2020,Mladenovic K.,,
33800,1.22,0,3.369058414,3/31/2022,Swiatek I.,,
33674,1.25,0,3.34525987,3/13/2022,Swiatek I.,,
28698,1.28,0,3.334827319,7/9/2019,Williams S.,,
31863,4.22,1,3.216222578,6/4/2021,Pavlyuchenkova A.,,
30540,4.23,1,3.114022585,9/27/2020,Rakhimova K.,,
34370,1.25,0,3.077930936,6/17/2022,Jabeur O.,,
25934,1.24,0,2.986335379,6/11/2018,Vandeweghe C.,,
28171,1.25,0,2.95132794,5/14/2019,Barty A.,,
33492,1.19,0,2.951185673,2/21/2022,Ostapenko J.,,
32153,1.28,0,2.947338964,7/1/2021,Pavlyuchenkova A.,,
30179,1.22,0,2.946025206,8/11/2020,Pliskova Kr.,,
29881,4.39,1,2.928897018,1/25/2020,Pavlyuchenkova A.,,
31665,4.2,1,2.904601631,5/13/2021,Gauff C.,,
34572,1.2,0,2.891983246,7/3/2022,Jabeur O.,,
34790,3.63,1,2.801230665,8/2/2022,Mandlik E.,,
29463,1.26,0,2.762829979,10/3/2019,Andreescu B.,,
29378,1.3,0,2.723013004,9/24/2019,Pliskova Ka.,,
31543,1.32,0,2.707315377,4/23/2021,Halep S.,,
29529,4.21,1,2.702248482,10/11/2019,Watson H.,,
27828,1.28,0,2.684232759,4/1/2019,Trevisan M.,,
29388,3.41,1,2.676368325,9/25/2019,Yastremska D.,,
30998,1.27,0,2.630597117,2/13/2021,Barty A.,,
28989,3.71,1,2.624525913,8/16/2019,Kuznetsova S.,,
33533,1.32,0,2.61356973,2/24/2022,Stephens S.,,
23946,3.01,1,2.613313158,8/7/2017,Lepchenko V.,,
34235,4.09,1,2.605212322,5/28/2022,Kudermetova V.,,
23763,3.54,1,2.601519863,7/17/2017,Sakkari M.,,
27813,1.33,0,2.58574496,3/26/2019,Pliskova Ka.,,
23108,3.25,1,2.584616768,5/2/2017,Maria T.,,
29150,3.59,1,2.527943726,9/7/2019,Andreescu B.,,
27590,4.22,1,2.526815175,2/21/2019,Bencic B.,,
31148,5.04,1,2.48797642,3/7/2021,Cornet A.,,
31367,1.33,0,2.48322251,3/29/2021,Osaka N.,,
33106,1.41,0,2.482548522,11/10/2021,Kontaveit A.,,
29711,1.4,0,2.472852348,1/11/2020,Williams S.,,
31545,1.32,0,2.470877524,4/23/2021,Barty A.,,
34425,3.93,1,2.458826334,6/21/2022,Kalinina A.,,
27818,1.4,0,2.442182682,3/27/2019,Halep S.,,
