match,PSW,win0,confidence0,date,winner,,,correct pred?
28605,1.02,1,0.913606178,7/1/2019,Pliskova Ka.,0.02,2,
32033,1.26,1,0.913603252,6/22/2021,Kontaveit A.,0.26,26,
33302,1.12,1,0.913513851,1/17/2022,Bencic B.,0.12,12,
25359,1.4,1,0.913506216,4/2/2018,Giorgi C.,0.4,40,
35222,3.5,0,0.913505235,9/21/2022,Wickmayer Y.,-1,-100,
30663,1.33,1,0.913488375,10/21/2020,Azarenka V.,0.33,33,
27596,1.28,1,0.913472835,2/22/2019,Kvitova P.,0.28,28,
35779,2.7,0,0.913336094,2/1/2023,Tsurenko L.,-1,-100,
35810,2.55,0,0.9132959,2/7/2023,Gracheva V.,-1,-100,
23898,1.17,1,0.913279687,8/1/2017,Sharapova M.,0.17,17,
33516,1.33,1,0.913274827,2/22/2022,Gauff C.,0.33,33,
34386,3.09,0,0.913240804,6/19/2022,Haddad Maia B.,-1,-100,
26755,1.33,1,0.913228786,9/18/2018,Hsieh S.W.,0.33,33,
27761,1.2,1,0.913198951,3/21/2019,Osuigwe W.,0.2,20,
35144,1.17,1,0.913183818,9/13/2022,Rybakina E.,0.17,17,
27704,2.37,0,0.913150553,3/11/2019,Kontaveit A.,-1,-100,
33136,2.79,0,0.913138584,1/4/2022,Petkovic A.,-1,-100,
32121,1.08,1,0.913025224,6/30/2021,Kasatkina D.,0.08,8,
29940,1.26,1,0.913019185,2/13/2020,Kvitova P.,0.26,26,
35292,1.44,1,0.91300818,9/29/2022,Kanepi K.,0.44,44,
35931,1.51,1,0.912998291,2/21/2023,Azarenka V.,0.51,51,
25235,1.16,1,0.912994456,3/12/2018,Wozniacki C.,0.16,16,
27304,1.57,1,0.912958827,1/14/2019,Sakkari M.,0.57,57,
29865,2.63,0,0.912951679,1/23/2020,Bellis C.,-1,-100,
34536,1.21,1,0.912932221,6/30/2022,Martic P.,0.21,21,
35369,1.1,1,0.912885467,10/10/2022,Keys M.,0.1,10,
28288,2.6,0,0.912864924,5/27/2019,Alexandrova E.,-1,-100,
31110,1.26,1,0.912843329,3/3/2021,Golubic V.,0.26,26,
30231,1.77,1,0.912834661,8/22/2020,Cornet A.,0.77,77,
29409,1.63,1,0.912831045,9/27/2019,Van Uytvanck A.,0.63,63,
27242,1.43,1,0.912773788,1/6/2019,Goerges J.,0.43,43,
26694,1.28,1,0.912769612,9/11/2018,Diyas Z.,0.28,28,
24572,2.54,0,0.912742269,10/12/2017,Errani S.,-1,-100,
22616,1.37,1,0.912735388,2/23/2017,Svitolina E.,0.37,37,
26021,1.44,1,0.912729966,6/20/2018,Rybarikova M.,0.44,44,
28375,1.14,1,0.912521466,6/1/2019,Barty A.,0.14,14,
32845,1.39,1,0.91251844,9/29/2021,Van Uytvanck A.,0.39,39,
29672,2.4,0,0.912498273,1/7/2020,Samsonova L.,-1,-100,
25322,1.25,1,0.91244043,3/24/2018,Kerber A.,0.25,25,
30209,1.21,1,0.912424341,8/13/2020,Halep S.,0.21,21,
24363,1.6,1,0.912423197,9/24/2017,Mchale C.,0.6,60,
33581,2.07,0,0.912415771,3/2/2022,Haddad Maia B.,-1,-100,
26900,1.75,1,0.912415597,9/27/2018,Kontaveit A.,0.75,75,
30016,1.47,1,0.912379047,2/24/2020,Potapova A.,0.47,47,
23866,3.12,0,0.912324867,7/27/2017,Kozlova K.,-1,-100,
34356,1.24,1,0.912281698,6/15/2022,Sakkari M.,0.24,24,
35939,2.78,0,0.912248388,2/21/2023,Bogdan A.,-1,-100,
24397,1.52,1,0.912189696,9/26/2017,Wang Q.,0.52,52,
32990,1.98,0,0.91216038,10/19/2021,Vondrousova M.,-1,-100,
31902,1.68,1,0.912037056,6/7/2021,Boulter K.,0.68,68,
24585,1.74,1,0.911949497,10/13/2017,Brady J.,0.74,74,
27984,2.82,0,0.911936196,4/23/2019,Rybakina E.,-1,-100,
31220,1.71,1,0.911850087,3/12/2021,Krejcikova B.,0.71,71,
22851,3.27,0,0.911811264,3/25/2017,Mattek-Sands B.,-1,-100,
32909,1.19,1,0.911797462,10/8/2021,Diyas Z.,0.19,19,
27240,1.34,1,0.91177398,1/5/2019,Goerges J.,0.34,34,
31572,1.16,1,0.911731016,4/30/2021,Brady J.,0.16,16,
28432,1.14,1,0.911699464,6/13/2019,Vekic D.,0.14,14,
25299,3.22,0,0.911695826,3/22/2018,Mchale C.,-1,-100,
28839,1.43,1,0.911658882,7/30/2019,Puig M.,0.43,43,
22750,1.59,1,0.91163593,3/11/2017,Pavlyuchenkova A.,0.59,59,
33118,1.54,1,0.911596688,11/14/2021,Sabalenka A.,0.54,54,
27220,1.28,1,0.911577868,1/3/2019,Williams V.,0.28,28,
33521,1.27,1,0.91156076,2/23/2022,Frech M.,0.27,27,
22244,1.17,1,0.911544391,1/4/2017,Wozniacki C.,0.17,17,
22490,5.07,0,0.911521666,2/1/2017,Minella M.,-1,-100,
25192,1.11,1,0.911503821,3/9/2018,Halep S.,0.11,11,
27539,1.51,1,0.911497195,2/18/2019,Potapova A.,0.51,51,
35690,1.1,1,0.911472436,1/18/2023,Zhang S.,0.1,10,
27491,1.62,1,0.911454175,2/12/2019,Muchova K.,0.62,62,
25376,1.7,1,0.911419499,4/3/2018,Broady N.,0.7,70,
29746,2.37,0,0.91135447,1/14/2020,Bellis C.,-1,-100,
26078,1.51,1,0.91133279,6/26/2018,Mertens E.,0.51,51,
22651,1.31,1,0.911183773,2/28/2017,Wang Q.,0.31,31,
31122,1.22,1,0.911172516,3/3/2021,Tauson C.,0.22,22,
25072,2.5,0,0.911141413,2/17/2018,Muguruza G.,-1,-100,
29776,1.04,1,0.911115693,1/20/2020,Barty A.,0.04,4,
22388,1.4,1,0.911109859,1/17/2017,Dodin O.,0.4,40,
25654,1.54,1,0.911102718,5/7/2018,Stephens S.,0.54,54,
32875,1.31,1,0.911099126,10/7/2021,Siniakova K.,0.31,31,
22587,2.77,0,0.911076461,2/21/2017,Makarova E.,-1,-100,
29573,1.46,1,0.911062607,10/17/2019,Pavlyuchenkova A.,0.46,46,
24949,1.22,1,0.911060385,1/21/2018,Wozniacki C.,0.22,22,
23085,1.23,1,0.911049676,4/29/2017,Svitolina E.,0.23,23,
27583,2.84,0,0.911023212,2/21/2019,Hsieh S.W.,-1,-100,
34939,1.39,1,0.910989165,8/21/2022,Sasnovich A.,0.39,39,
24977,1.47,1,0.910907877,1/30/2018,Wang Yaf.,0.47,47,
29229,2.44,0,0.910878704,9/13/2019,Martic P.,-1,-100,
27540,1.65,1,0.910871787,2/18/2019,Rus A.,0.65,65,
23539,1.46,1,0.910825905,6/20/2017,Goerges J.,0.46,46,
24830,1.56,1,0.910804241,1/12/2018,Mertens E.,0.56,56,
24616,3.52,0,0.910697386,10/17/2017,Puig M.,-1,-100,
24350,3.19,0,0.910695225,9/23/2017,Wozniacki C.,-1,-100,
26330,2.99,0,0.910678787,7/26/2018,Xun F.Y.,-1,-100,
32741,1.25,1,0.910655462,9/17/2021,Putintseva Y.,0.25,25,
32029,1.38,1,0.910611392,6/22/2021,Siegemund L.,0.38,38,
22775,1.22,1,0.910593008,3/14/2017,Wozniacki C.,0.22,22,
30149,2.81,0,0.910586503,8/4/2020,Sasnovich A.,-1,-100,
26496,1.29,1,0.910581601,8/15/2018,Svitolina E.,0.29,29,
28559,1.41,1,0.910563789,6/25/2019,Bertens K.,0.41,41,
29580,2.5,0,0.910531245,10/18/2019,Mladenovic K.,-1,-100,
25046,1.16,1,0.910517782,2/14/2018,Kerber A.,0.16,16,
33792,1.25,1,0.910509825,3/28/2022,Swiatek I.,0.25,25,
29557,1.23,1,0.910499446,10/15/2019,Rybakina E.,0.23,23,
27029,1.45,1,0.910441462,10/10/2018,Pavlyuchenkova A.,0.45,45,
25341,2.85,0,0.910428263,3/26/2018,Stephens S.,-1,-100,
30233,2.52,0,0.910423031,8/22/2020,Mladenovic K.,-1,-100,
24854,1.2,1,0.910422625,1/15/2018,Cornet A.,0.2,20,
32599,1.32,1,0.91041099,8/31/2021,Ferro F.,0.32,32,
31823,1.11,1,0.910397568,6/1/2021,Sakkari M.,0.11,11,
25781,1.32,1,0.910395468,5/23/2018,Barty A.,0.32,32,
31857,1.26,1,0.910387251,6/3/2021,Kostyuk M.,0.26,26,
32097,1.16,1,0.910273673,6/29/2021,Sakkari M.,0.16,16,
34790,2.66,0,0.910246656,8/2/2022,Kasatkina D.,-1,-100,
33774,1.37,1,0.91016781,3/26/2022,Osaka N.,0.37,37,
25344,3.04,0,0.910151537,3/27/2018,Ostapenko J.,-1,-100,
26631,1.06,1,0.910138965,8/30/2018,Williams S.,0.06,6,
34458,1.11,1,0.910127064,6/27/2022,Kerber A.,0.11,11,
32787,3.16,0,0.910108334,9/27/2021,Kozlova K.,-1,-100,
34049,1.41,1,0.910102618,5/11/2022,Teichmann J.,0.41,41,
31680,1.18,1,0.910099939,5/16/2021,Podoroska N.,0.18,18,
30251,1.56,1,0.910089568,8/23/2020,Yastremska D.,0.56,56,
33316,2.12,0,0.91007476,1/18/2022,Raducanu E.,-1,-100,
25190,2.84,0,0.910073918,3/8/2018,Cirstea S.,-1,-100,
28601,1.53,1,0.910052292,7/1/2019,Yastremska D.,0.53,53,
29068,1.22,1,0.910030568,8/27/2019,Williams S.,0.22,22,
30084,3.94,0,0.910013723,3/2/2020,Bara I.,-1,-100,
32310,1.24,1,0.910008318,7/19/2021,Teichmann J.,0.24,24,
33854,1.31,1,0.909997159,4/6/2022,Bencic B.,0.31,31,
33026,1.15,1,0.909953206,10/25/2021,Riske A.,0.15,15,
25730,1.63,1,0.909916548,5/17/2018,Ostapenko J.,0.63,63,
32728,1.6,1,0.909894902,9/15/2021,Tauson C.,0.6,60,
29576,3.48,0,0.909885314,10/17/2019,Lottner A.,-1,-100,
23332,1.45,1,0.909871959,5/28/2017,Cibulkova D.,0.45,45,
23696,1.17,1,0.909864067,7/5/2017,Ostapenko J.,0.17,17,
30776,1.28,1,0.909848927,1/31/2021,Kasatkina D.,0.28,28,
29844,1.15,1,0.909825202,1/22/2020,Osaka N.,0.15,15,
23801,1.15,1,0.909745533,7/20/2017,Larsson J.,0.15,15,
32899,3.37,0,0.909732448,10/8/2021,Paolini J.,-1,-100,
33443,3.76,0,0.909712801,2/15/2022,Kudermetova V.,-1,-100,
30131,1.41,1,0.909695798,3/7/2020,Svitolina E.,0.41,41,
29794,2.6,0,0.909685306,1/21/2020,Hon P.,-1,-100,
27708,3.62,0,0.909616276,3/11/2019,Barthel M.,-1,-100,
23961,1.36,1,0.90960676,8/8/2017,Williams V.,0.36,36,
22344,3.53,0,0.909598055,1/16/2017,Peng S.,-1,-100,
29822,1.44,1,0.909583094,1/21/2020,Sakkari M.,0.44,44,
27760,1.12,1,0.909580383,3/21/2019,Tomljanovic A.,0.12,12,
35499,3.23,0,0.90956072,1/2/2023,Grabher J.,-1,-100,
27700,1.46,1,0.909526245,3/10/2019,Bencic B.,0.46,46,
22907,2.86,0,0.909525183,4/4/2017,Linette M.,-1,-100,
23799,5.81,0,0.909507849,7/20/2017,Martincova T.,-1,-100,
25460,1.81,0,0.909504355,4/11/2018,Grammatikopoulou V.,-1,-100,
29036,1.5,1,0.909502987,8/26/2019,Sakkari M.,0.5,50,
26902,1.83,1,0.909497131,9/27/2018,Kozlova K.,0.83,83,
29493,1.49,1,0.909449406,10/8/2019,Vekic D.,0.49,49,
30308,2.45,0,0.909439132,9/1/2020,Gasparyan M.,-1,-100,
27107,1.36,1,0.909360383,10/17/2018,Sevastova A.,0.36,36,
25911,3.07,0,0.909356,6/2/2018,Kontaveit A.,-1,-100,
23647,1.04,1,0.909292716,7/3/2017,Kvitova P.,0.04,4,
31012,3.46,0,0.909275082,2/14/2021,Hsieh S.W.,-1,-100,
29665,1.02,1,0.909272135,1/7/2020,Wozniacki C.,0.02,2,
31127,1.46,1,0.909116061,3/4/2021,Badosa P.,0.46,46,
29452,1.2,1,0.909114422,10/1/2019,Osaka N.,0.2,20,
25502,4.9,0,0.909113505,4/23/2018,Rybarikova M.,-1,-100,
22226,1.61,1,0.909113067,1/3/2017,Konjuh A.,0.61,61,
33028,1.31,1,0.909081714,10/25/2021,Yastremska D.,0.31,31,
26844,1.2,1,0.909076575,9/24/2018,Keys M.,0.2,20,
23347,1.2,1,0.909043336,5/28/2017,Kuznetsova S.,0.2,20,
35452,3.73,0,0.90903704,10/19/2022,Trevisan M.,-1,-100,
29379,1.43,1,0.909012846,9/24/2019,Gasparyan M.,0.43,43,
28908,2.21,0,0.908981625,8/6/2019,Kontaveit A.,-1,-100,
34128,1.19,1,0.908974923,5/22/2022,Bouzkova M.,0.19,19,
24103,4.14,0,0.908962141,8/28/2017,Sakkari M.,-1,-100,
31441,1.37,1,0.908928953,4/8/2021,Badosa P.,0.37,37,
29581,1.63,1,0.908921984,10/18/2019,Goerges J.,0.63,63,
28180,1.28,1,0.908918828,5/14/2019,Vondrousova M.,0.28,28,
29449,4.45,0,0.908916241,10/1/2019,Kasatkina D.,-1,-100,
26533,3.32,0,0.908911886,8/21/2018,Suarez Navarro C.,-1,-100,
28127,1.53,1,0.90890098,5/6/2019,Sevastova A.,0.53,53,
30384,1.19,1,0.908889645,9/4/2020,Martic P.,0.19,19,
31967,1.3,1,0.9088715,6/15/2021,Muguruza G.,0.3,30,
29425,2.21,0,0.908850969,9/29/2019,Stephens S.,-1,-100,
25073,1.69,1,0.90881362,2/18/2018,Kvitova P.,0.69,69,
24124,1.13,1,0.908788743,8/30/2017,Sharapova M.,0.13,13,
31992,2.73,0,0.908755749,6/19/2021,Watson H.,-1,-100,
27636,1.35,1,0.908750492,3/6/2019,Anisimova A.,0.35,35,
26924,1.26,1,0.908748874,9/30/2018,Garcia C.,0.26,26,
32196,3.34,0,0.908621895,7/7/2021,Zaja A.,-1,-100,
27787,1.33,1,0.908613047,3/23/2019,Bertens K.,0.33,33,
23573,1.54,1,0.908585204,6/23/2017,Garcia C.,0.54,54,
25332,1.88,1,0.90855506,3/25/2018,Puig M.,0.88,88,
30455,2.45,0,0.908521322,9/15/2020,Hercog P.,-1,-100,
24323,7.71,0,0.908515406,9/20/2017,Cabrera L.,-1,-100,
31898,1.13,1,0.908452102,6/7/2021,Swiatek I.,0.13,13,
28742,3.11,0,0.908376497,7/17/2019,Han X.,-1,-100,
31843,1.24,1,0.908320219,6/2/2021,Zidansek T.,0.24,24,
30743,3.5,0,0.908317621,1/30/2021,Stojanovic N.,-1,-100,
29511,1.37,1,0.90828652,10/9/2019,Alexandrova E.,0.37,37,
32204,2.79,0,0.90828348,7/8/2021,Pliskova Ka.,-1,-100,
22267,1.78,1,0.908267845,1/6/2017,Pliskova Ka.,0.78,78,
34024,1.27,1,0.90825487,5/10/2022,Jabeur O.,0.27,27,
27939,1.19,1,0.908231703,4/10/2019,Vickery S.,0.19,19,
34806,1.46,1,0.908218494,8/4/2022,Kanepi K.,0.46,46,
25624,2.16,0,0.908216013,5/5/2018,Arruabarrena L.,-1,-100,
34579,1.45,1,0.908147168,7/6/2022,Rybakina E.,0.45,45,
32944,4.3,0,0.908134485,10/11/2021,Sasnovich A.,-1,-100,
33964,1.76,1,0.908107041,4/29/2022,Siniakova K.,0.76,76,
23001,1.2,1,0.90809224,4/12/2017,Suarez Navarro C.,0.2,20,
30912,1.25,1,0.908066758,2/9/2021,Putintseva Y.,0.25,25,
31684,3.64,0,0.908004867,5/17/2021,Di Giuseppe M.,-1,-100,
28541,1.43,1,0.907958609,6/24/2019,Ostapenko J.,0.43,43,
30768,1.44,1,0.907953381,1/31/2021,Gavrilova D.,0.44,44,
22421,1.31,1,0.907892334,1/19/2017,Vesnina E.,0.31,31,
25162,1.31,1,0.907848829,3/4/2018,Tsurenko L.,0.31,31,
33892,3.06,0,0.907845792,4/19/2022,Kasatkina D.,-1,-100,
29257,2.81,0,0.907842052,9/16/2019,Stosur S.,-1,-100,
28329,1.17,1,0.90783151,5/28/2019,Begu I.,0.17,17,
25855,1.09,1,0.907825207,5/29/2018,Van Uytvanck A.,0.09,9,
29952,2.47,0,0.907819379,2/14/2020,Alexandrova E.,-1,-100,
34808,1.47,1,0.907805307,8/4/2022,Raducanu E.,0.47,47,
23892,1.94,0,0.90774629,8/1/2017,Van Uytvanck A.,-1,-100,
23457,1.33,1,0.907682787,6/8/2017,Halep S.,0.33,33,
32712,1.1,1,0.907632016,9/14/2021,Riske A.,0.1,10,
30643,1.24,1,0.907624707,10/5/2020,Kvitova P.,0.24,24,
35322,8.5,0,0.907575939,10/4/2022,Parks A.,-1,-100,
32093,1.09,1,0.907559354,6/29/2021,Jabeur O.,0.09,9,
28057,2.98,0,0.907541538,4/30/2019,Schmiedlova A.,-1,-100,
32804,1.08,1,0.90752443,9/28/2021,Putintseva Y.,0.08,8,
25447,1.42,1,0.907512083,4/10/2018,Linette M.,0.42,42,
26521,1.51,1,0.907508269,8/19/2018,Gavrilova D.,0.51,51,
23733,1.37,1,0.907502936,7/7/2017,Halep S.,0.37,37,
29719,2.15,0,0.90746021,1/13/2020,Linette M.,-1,-100,
35520,1.48,1,0.907421657,1/4/2023,Muchova K.,0.48,48,
31720,1.54,1,0.907416057,5/20/2021,Stephens S.,0.54,54,
25537,1.53,1,0.907361774,4/26/2018,Svitolina E.,0.53,53,
35025,1.47,1,0.907295165,8/29/2022,Kalinskaya A.,0.47,47,
27999,1.83,0,0.907252634,4/24/2019,Strycova B.,-1,-100,
31508,1.36,1,0.907175186,4/20/2021,Kvitova P.,0.36,36,
25846,3.18,0,0.907172298,5/29/2018,Peng S.,-1,-100,
34850,1.13,1,0.907136924,8/9/2022,Gauff C.,0.13,13,
30564,1.54,1,0.907104858,9/28/2020,Pironkova T.,0.54,54,
24474,1.54,1,0.907089031,10/3/2017,Sharapova M.,0.54,54,
28526,1.23,1,0.907075591,6/23/2019,Kontaveit A.,0.23,23,
34664,1.48,1,0.907074451,7/19/2022,Bondar A.,0.48,48,
24257,1.13,1,0.907056475,9/15/2017,Safarova L.,0.13,13,
23814,1.15,1,0.907055882,7/22/2017,Kontaveit A.,0.15,15,
23471,1.26,1,0.907040831,6/13/2017,Barty A.,0.26,26,
32163,1.16,1,0.90697874,7/2/2021,Swiatek I.,0.16,16,
33431,1.54,1,0.906953272,2/10/2022,Kontaveit A.,0.54,54,
23161,4.55,0,0.906934707,5/6/2017,Doi M.,-1,-100,
35796,1.16,1,0.906888718,2/3/2023,Garcia C.,0.16,16,
31004,7.81,0,0.90683393,2/14/2021,Birrell K.,-1,-100,
32253,1.57,1,0.906831887,7/13/2021,Liang E.S.,0.57,57,
22705,1.41,1,0.90676856,3/9/2017,Petkovic A.,0.41,41,
23613,1.17,1,0.906754495,6/28/2017,Halep S.,0.17,17,
23534,1.12,1,0.906730375,6/20/2017,Pavlyuchenkova A.,0.12,12,
23370,1.71,1,0.906722859,5/29/2017,Larsson J.,0.71,71,
28604,1.25,1,0.906711945,7/1/2019,Puig M.,0.25,25,
30255,1.68,1,0.906649865,8/24/2020,Osaka N.,0.68,68,
27498,1.69,1,0.90660764,2/12/2019,Suarez Navarro C.,0.69,69,
34584,1.48,1,0.906593783,7/11/2022,Sorribes Tormo S.,0.48,48,
30819,1.21,1,0.9065849,2/2/2021,Osaka N.,0.21,21,
31630,1.27,1,0.906581417,5/10/2021,Anisimova A.,0.27,27,
36048,1.4,1,0.906574495,3/8/2023,Rogers S.,0.4,40,
24102,1.09,1,0.906549206,8/28/2017,Muguruza G.,0.09,9,
24801,2.5,0,0.906429615,1/9/2018,Vekic D.,-1,-100,
29243,1.3,1,0.90641196,9/16/2019,Linette M.,0.3,30,
30617,1.49,1,0.906382676,10/1/2020,Tig P.M.,0.49,49,
29508,1.22,1,0.906380598,10/9/2019,Bertens K.,0.22,22,
31057,2.62,0,0.906348951,2/22/2021,Sevastova A.,-1,-100,
30886,1.06,1,0.906333849,2/8/2021,Sabalenka A.,0.06,6,
27108,2.75,0,0.906329867,10/18/2018,Jabeur O.,-1,-100,
30463,1.24,1,0.906326313,9/15/2020,Kontaveit A.,0.24,24,
31916,1.41,1,0.906257437,6/9/2021,Zhang S.,0.41,41,
34096,1.69,1,0.906176752,5/17/2022,Mladenovic K.,0.69,69,
35543,2.94,0,0.906156437,1/6/2023,Masarova R.,-1,-100,
25536,3.6,0,0.90614548,4/26/2018,Kontaveit A.,-1,-100,
30409,1.29,1,0.906139491,9/8/2020,Brady J.,0.29,29,
32067,1.25,1,0.90611179,6/28/2021,Rybakina E.,0.25,25,
31268,1.24,1,0.906059383,3/18/2021,Kudermetova V.,0.24,24,
30694,1.03,1,0.906042882,1/7/2021,Pliskova Ka.,0.03,3,
30293,1.19,1,0.905995994,8/31/2020,Kvitova P.,0.19,19,
23734,1.24,1,0.905940072,7/8/2017,Kerber A.,0.24,24,
30589,1.54,1,0.905852605,9/30/2020,Garcia C.,0.54,54,
33740,2.27,0,0.905818607,3/23/2022,Muchova K.,-1,-100,
31552,2.66,0,0.90581471,4/24/2021,Cirstea S.,-1,-100,
24907,1.04,1,0.90581246,1/17/2018,Wozniacki C.,0.04,4,
33392,1.22,1,0.905694123,1/23/2022,Barty A.,0.22,22,
31646,1.19,1,0.905647477,5/12/2021,Swiatek I.,0.19,19,
33870,4.26,0,0.905603065,4/7/2022,Rakhimova K.,-1,-100,
29912,1.18,1,0.905591282,2/11/2020,Vekic D.,0.18,18,
31324,1.47,1,0.905551684,3/25/2021,Kerber A.,0.47,47,
31998,1.08,1,0.905542146,6/20/2021,Podoroska N.,0.08,8,
34084,1.12,1,0.905529976,5/16/2022,Trevisan M.,0.12,12,
35755,1.44,1,0.90548436,1/31/2023,Zhang S.,0.44,44,
35767,1.08,1,0.905479263,1/31/2023,Fruhvirtova L.,0.08,8,
30335,1.06,1,0.905459199,9/2/2020,Azarenka V.,0.06,6,
33354,1.54,1,0.90542599,1/19/2022,Giorgi C.,0.54,54,
29070,1.07,1,0.905406601,8/27/2019,Keys M.,0.07,7,
28225,1.51,1,0.90535866,5/20/2019,Puig M.,0.51,51,
33765,1.46,1,0.90533603,3/25/2022,Gauff C.,0.46,46,
23691,1.14,1,0.905334809,7/4/2017,Diyas Z.,0.14,14,
33119,1.67,1,0.905310094,11/14/2021,Pliskova Ka.,0.67,67,
29964,1.52,1,0.905301693,2/17/2020,Vondrousova M.,0.52,52,
32581,1.3,1,0.90521489,8/30/2021,Kerber A.,0.3,30,
34423,1.28,1,0.905158789,6/21/2022,Andreescu B.,0.28,28,
33499,7.75,0,0.905145327,2/22/2022,Tan H.,-1,-100,
28163,1.56,1,0.905139102,5/13/2019,Putintseva Y.,0.56,56,
31020,1.66,1,0.905081538,2/15/2021,Pavlyuchenkova A.,0.66,66,
29086,4.18,0,0.905033595,8/28/2019,Bolsova A.,-1,-100,
24614,1.65,1,0.905022895,10/17/2017,Petkovic A.,0.65,65,
32715,1.26,1,0.905008124,9/14/2021,Zidansek T.,0.26,26,
34345,2.49,0,0.904975629,6/14/2022,Kudermetova V.,-1,-100,
33948,1.56,1,0.90494867,4/28/2022,Putintseva Y.,0.56,56,
32086,1.05,1,0.90492914,6/29/2021,Barty A.,0.05,5,
23034,3.22,0,0.904896328,4/25/2017,Makarova E.,-1,-100,
24094,2.55,0,0.904888922,8/28/2017,Kenin S.,-1,-100,
31474,1.16,1,0.904888438,4/13/2021,Jabeur O.,0.16,16,
32101,2.58,0,0.90483833,6/29/2021,Martincova T.,-1,-100,
32146,1.53,1,0.904836141,7/1/2021,Ostapenko J.,0.53,53,
31013,9.16,0,0.904836001,2/14/2021,Gadecki O.,-1,-100,
26249,1.28,1,0.904795238,7/17/2018,Sevastova A.,0.28,28,
26099,1.06,1,0.904779905,7/2/2018,Williams S.,0.06,6,
25690,1.34,1,0.904767735,5/14/2018,Krunic A.,0.34,34,
22420,1.46,1,0.904742155,1/19/2017,Gibbs N.,0.46,46,
27936,1.7,1,0.904688426,4/10/2019,Hercog P.,0.7,70,
30435,1.4,1,0.904642391,9/11/2020,Osaka N.,0.4,40,
29164,1.53,1,0.90462602,9/9/2019,Flipkens K.,0.53,53,
28308,1.08,1,0.904619634,5/27/2019,Barty A.,0.08,8,
31325,1.22,1,0.90461625,3/25/2021,Ostapenko J.,0.22,22,
28480,2.93,0,0.904557125,6/18/2019,Cornet A.,-1,-100,
22835,4.65,0,0.904512906,3/24/2017,Tig P.M.,-1,-100,
28028,1.58,1,0.904446769,4/29/2019,Van Uytvanck A.,0.58,58,
26814,1.43,1,0.904415301,9/21/2018,Tomljanovic A.,0.43,43,
23653,1.36,1,0.904407776,7/3/2017,Williams V.,0.36,36,
23269,1.12,1,0.904385843,5/21/2017,Stosur S.,0.12,12,
27563,2.47,0,0.90437909,2/19/2019,Smitkova T.,-1,-100,
23393,5.91,0,0.90436016,5/30/2017,Pironkova T.,-1,-100,
23004,1.32,1,0.904338544,4/12/2017,Kontaveit A.,0.32,32,
33150,2.1,0,0.904334893,1/4/2022,Azarenka V.,-1,-100,
26308,1.17,1,0.904305526,7/24/2018,Kasatkina D.,0.17,17,
26332,1.24,1,0.904301376,7/26/2018,Sevastova A.,0.24,24,
24720,3.58,0,0.904283009,1/2/2018,Krunic A.,-1,-100,
26740,1.48,1,0.904278099,9/17/2018,Muguruza G.,0.48,48,
22301,1.51,1,0.904263216,1/9/2017,Cepede Royg V.,0.51,51,
26007,1.5,1,0.90424847,6/19/2018,Kenin S.,0.5,50,
27460,3.56,0,0.904167623,1/30/2019,Zvonareva V.,-1,-100,
32879,1.1,1,0.904160718,10/7/2021,Yastremska D.,0.1,10,
28677,1.21,1,0.904073296,7/5/2019,Pliskova Ka.,0.21,21,
29712,3.96,0,0.904054735,1/11/2020,Pegula J.,-1,-100,
27602,1.65,1,0.903953824,2/25/2019,Wang Yaf.,0.65,65,
32522,1.25,1,0.903928094,8/23/2021,Fruhvirtova L.,0.25,25,
24914,3.35,0,0.903909302,1/17/2018,Bondarenko K.,-1,-100,
28468,1.52,1,0.903907343,6/17/2019,Strycova B.,0.52,52,
31912,2.25,0,0.903886186,6/8/2021,Pavlyuchenkova A.,-1,-100,
24608,2.33,0,0.903883602,10/17/2017,Vikhlyantseva N.,-1,-100,
31845,1.03,1,0.903802949,6/3/2021,Swiatek I.,0.03,3,
25018,1.66,1,0.90374041,2/3/2018,Kozlova K.,0.66,66,
25102,1.19,1,0.903729705,2/21/2018,Babos T.,0.19,19,
23884,3.5,0,0.903704269,7/31/2017,Sabalenka A.,-1,-100,
22553,5.45,0,0.903697101,2/19/2017,Jabeur O.,-1,-100,
25658,1.6,1,0.903682884,5/7/2018,Mladenovic K.,0.6,60,
33033,3.62,0,0.903669102,10/25/2021,Barthel M.,-1,-100,
25112,1.15,1,0.903661243,2/21/2018,Kerber A.,0.15,15,
23271,1.45,1,0.903606249,5/21/2017,Suarez Navarro C.,0.45,45,
34784,1.23,1,0.903575531,8/2/2022,Marino R.,0.23,23,
33650,1.1,1,0.903542617,3/11/2022,Anisimova A.,0.1,10,
33617,2.71,0,0.903492532,3/9/2022,Doi M.,-1,-100,
31520,1.14,1,0.903476182,4/20/2021,Krejcikova B.,0.14,14,
28992,4.09,0,0.903455679,8/17/2019,Kuznetsova S.,-1,-100,
25211,1.4,1,0.90341047,3/10/2018,Kasatkina D.,0.4,40,
31092,1.28,1,0.903380639,3/1/2021,Muguruza G.,0.28,28,
32158,1.28,1,0.903377359,7/2/2021,Golubic V.,0.28,28,
27849,1.43,1,0.903344371,4/2/2019,Pavlyuchenkova A.,0.43,43,
26361,3.42,0,0.903308097,7/31/2018,Bogdan A.,-1,-100,
28466,6.15,0,0.903176617,6/17/2019,Rodina E.,-1,-100,
23461,1.35,1,0.903139683,6/12/2017,Hsieh S.W.,0.35,35,
