match,PSW,win0,confidence0,date,winner,,,correct pred?
26014,1.95,1,1.130321004,6/19/2018,Kasatkina D.,0.95,95,
34635,1.76,1,1.130149168,7/15/2022,Pera B.,0.76,76,
26862,1.9,0,1.130103084,9/25/2018,Rus A.,-1,-100,
30633,1.5,1,1.13005802,10/3/2020,Kenin S.,0.5,50,
35175,2.18,1,1.130050244,9/16/2022,Swan K.,1.18,118,
32890,1.96,1,1.12997022,10/7/2021,Keys M.,0.96,96,
26227,2.04,1,1.129960856,7/16/2018,Rus A.,1.04,104,
26299,2.02,1,1.129908098,7/23/2018,Sasnovich A.,1.02,102,
28717,2.1,1,1.129799379,7/16/2019,Teichmann J.,1.1,110,
23522,1.44,1,1.129688072,6/19/2017,Svitolina E.,0.44,44,
25568,1.77,0,1.129636697,4/30/2018,Alexandrova E.,-1,-100,
28520,2.23,0,1.129505206,6/23/2019,Friedsam A.L.,-1,-100,
25032,1.63,1,1.129442271,2/13/2018,Goerges J.,0.63,63,
25482,1.48,1,1.129442155,4/13/2018,Schmiedlova A.,0.48,48,
29675,1.46,1,1.129423254,1/8/2020,Alexandrova E.,0.46,46,
35124,2.35,0,1.129403264,9/9/2022,Jabeur O.,-1,-100,
30444,1.83,1,1.129381707,9/14/2020,Anisimova A.,0.83,83,
26074,1.46,1,1.129340395,6/26/2018,Kerber A.,0.46,46,
24203,1.64,1,1.129301318,9/8/2017,Keys M.,0.64,64,
24073,1.65,1,1.129216159,8/24/2017,Gavrilova D.,0.65,65,
28801,1.98,0,1.129206605,7/24/2019,Friedsam A.L.,-1,-100,
26000,1.6,1,1.129155598,6/19/2018,Sevastova A.,0.6,60,
30235,2.12,0,1.129128068,8/22/2020,Alexandrova E.,-1,-100,
30454,2.51,0,1.129123632,9/15/2020,Gauff C.,-1,-100,
27183,1.62,1,1.129123532,1/1/2019,Cirstea S.,0.62,62,
30554,2.17,0,1.129076928,9/28/2020,Juvan K.,-1,-100,
34005,1.7,1,1.12901305,5/4/2022,Pegula J.,0.7,70,
22272,2.35,0,1.12893224,1/7/2017,Davis L.,-1,-100,
34623,1.99,1,1.128862814,7/13/2022,Jeanjean L.,0.99,99,
32227,2.45,0,1.128829566,7/12/2021,Bara I.,-1,-100,
27447,2,1,1.128822461,1/29/2019,Ostapenko J.,1,100,
32103,2.13,0,1.128723277,6/30/2021,Raducanu E.,-1,-100,
29495,1.85,1,1.12870431,10/8/2019,Mladenovic K.,0.85,85,
35786,1.57,1,1.128634444,2/2/2023,Paolini J.,0.57,57,
32505,3.05,0,1.128607383,8/21/2021,Teichmann J.,-1,-100,
23503,2.04,0,1.128530994,6/15/2017,Rus A.,-1,-100,
29647,1.91,0,1.128428699,1/6/2020,Peng S.,-1,-100,
31927,2.09,0,1.128359044,6/10/2021,Van Uytvanck A.,-1,-100,
24055,2.91,0,1.128263861,8/21/2017,Babos T.,-1,-100,
26448,1.79,1,1.128254418,8/9/2018,Svitolina E.,0.79,79,
33284,1.85,0,1.128051963,1/17/2022,Riske A.,-1,-100,
25034,1.85,1,1.127949786,2/13/2018,Suarez Navarro C.,0.85,85,
32484,1.71,1,1.127937437,8/18/2021,Pegula J.,0.71,71,
33079,1.72,1,1.127933719,10/30/2021,Tauson C.,0.72,72,
22915,1.67,1,1.127755118,4/4/2017,Kucova K.,0.67,67,
22593,2.11,0,1.127702065,2/21/2017,Goerges J.,-1,-100,
32434,2.07,0,1.127628427,8/12/2021,Giorgi C.,-1,-100,
27839,2.07,0,1.127610784,4/1/2019,Kiick A.,-1,-100,
26090,2.05,1,1.127603739,6/27/2018,Wozniacki C.,1.05,105,
22371,1.96,1,1.127529516,1/17/2017,Bacsinszky T.,0.96,96,
34894,2.59,0,1.127521494,8/16/2022,Bouzkova M.,-1,-100,
31864,1.61,1,1.127486008,6/4/2021,Azarenka V.,0.61,61,
29423,2.52,0,1.127480717,9/29/2019,Tomljanovic A.,-1,-100,
28364,1.55,1,1.127431297,5/31/2019,Konta J.,0.55,55,
27575,1.47,1,1.127229939,2/20/2019,Vondrousova M.,0.47,47,
25984,1.66,1,1.127229931,6/16/2018,Flipkens K.,0.66,66,
34411,1.51,1,1.127227906,6/21/2022,Giorgi C.,0.51,51,
30880,1.94,0,1.127201968,2/8/2021,Gracheva V.,-1,-100,
29518,1.93,1,1.12720153,10/10/2019,Ostapenko J.,0.93,93,
33944,2.12,1,1.127083909,4/23/2022,Sabalenka A.,1.12,112,
22804,2.49,0,1.127012825,3/22/2017,Tomljanovic A.,-1,-100,
22959,1.83,0,1.12699725,4/7/2017,Siegemund L.,-1,-100,
26181,3,0,1.12686488,7/5/2018,Cibulkova D.,-1,-100,
27848,1.67,1,1.126767053,4/2/2019,Jakupovic D.,0.67,67,
26445,2.2,1,1.126659521,8/9/2018,Sevastova A.,1.2,120,
35608,2.15,0,1.126641924,1/12/2023,Blinkova A.,-1,-100,
24163,1.7,1,1.126597013,8/31/2017,Rybarikova M.,0.7,70,
35523,1.91,1,1.126545039,1/4/2023,Kenin S.,0.91,91,
24100,1.62,1,1.126533306,8/28/2017,Cornet A.,0.62,62,
24803,2.1,0,1.126420635,1/9/2018,Strycova B.,-1,-100,
28471,1.63,1,1.126379622,6/18/2019,Martic P.,0.63,63,
35578,1.32,1,1.126369511,1/10/2023,Kanepi K.,0.32,32,
27419,2.58,0,1.126349933,1/21/2019,Svitolina E.,-1,-100,
30102,1.4,1,1.126211894,3/3/2020,Kuzmova V.,0.4,40,
24221,1.96,1,1.126204427,9/12/2017,Andreescu B.,0.96,96,
29800,1.89,0,1.126145685,1/21/2020,Putintseva Y.,-1,-100,
25180,1.63,1,1.126109585,3/8/2018,Sasnovich A.,0.63,63,
29914,2.24,0,1.126049436,2/11/2020,Kuznetsova S.,-1,-100,
35923,3.89,0,1.125921931,2/21/2023,Udvardy P.,-1,-100,
36096,1.83,0,1.125900896,3/11/2023,Raducanu E.,-1,-100,0
25820,1.55,1,1.125863922,5/28/2018,Vandeweghe C.,0.55,55,
24672,2.03,1,1.125813462,11/1/2017,Barty A.,1.03,103,
27731,1.52,1,1.125760455,3/20/2019,Stosur S.,0.52,52,
35186,1.38,1,1.125750021,9/17/2022,Rybakina E.,0.38,38,
30263,3.14,0,1.125685426,8/24/2020,Mchale C.,-1,-100,
35885,2.56,0,1.125673808,2/16/2023,Kudermetova V.,-1,-100,
23043,2.07,0,1.125594389,4/25/2017,Cepelova J.,-1,-100,
33929,2.37,0,1.125551443,4/21/2022,Potapova A.,-1,-100,
33542,2.13,1,1.125521177,2/25/2022,Swiatek I.,1.13,113,
32624,2.45,0,1.125463427,8/31/2021,Trevisan M.,-1,-100,
32865,1.73,1,1.125450766,10/2/2021,Muguruza G.,0.73,73,
35993,1.59,1,1.125385978,2/28/2023,Vekic D.,0.59,59,
22273,2.04,0,1.125237358,1/7/2017,Siniakova K.,-1,-100,
25562,2.24,0,1.125176573,4/30/2018,Korpatsch T.,-1,-100,
24490,1.44,1,1.125081171,10/5/2017,Garcia C.,0.44,44,
30748,1.88,1,1.125067341,1/31/2021,Begu I.,0.88,88,
25021,2.33,0,1.125015037,2/12/2018,Bellis C.,-1,-100,
28558,2.6,0,1.125001488,6/25/2019,Cornet A.,-1,-100,
30277,2.43,0,1.1249871,8/26/2020,Azarenka V.,-1,-100,
24046,1.83,1,1.124934331,8/19/2017,Halep S.,0.83,83,
29878,1.47,1,1.124911845,1/24/2020,Kvitova P.,0.47,47,
35845,1.58,1,1.124903165,2/9/2023,Haddad Maia B.,0.58,58,
22498,2.16,0,1.12487101,2/2/2017,Peng S.,-1,-100,
27525,1.55,1,1.124775479,2/17/2019,Jorovic I.,0.55,55,
31064,2.25,0,1.124691669,2/23/2021,Doi M.,-1,-100,
27151,2.11,1,1.124668808,11/4/2018,Barty A.,1.11,111,
25783,1.43,1,1.124652167,5/23/2018,Flipkens K.,0.43,43,
30652,1.67,1,1.124574391,10/19/2020,Krejcikova B.,0.67,67,
31318,1.39,1,1.124538818,3/25/2021,Swiatek I.,0.39,39,
34841,1.94,0,1.124510043,8/9/2022,Giorgi C.,-1,-100,
32945,1.83,1,1.12448977,10/11/2021,Fernandez L.A.,0.83,83,
26519,1.85,0,1.124446646,8/19/2018,Goerges J.,-1,-100,
24165,2.59,0,1.124305546,8/31/2017,Vekic D.,-1,-100,
22468,1.8,1,1.124287257,1/30/2017,Vikhlyantseva N.,0.8,80,
25827,1.94,0,1.124231414,5/28/2018,Dulgheru A.,-1,-100,
32406,1.66,1,1.124173028,8/9/2021,Anisimova A.,0.66,66,
24633,2.32,0,1.124112619,10/18/2017,Larsson J.,-1,-100,
36001,1.85,0,1.124055343,2/28/2023,Navarro E.,-1,-100,
35777,2,0,1.12402536,2/1/2023,Parks A.,-1,-100,
35679,1.28,1,1.124007198,1/18/2023,Gauff C.,0.28,28,
33267,1.66,1,1.123987068,1/13/2022,Zidansek T.,0.66,66,
25465,2.01,1,1.123983786,4/12/2018,Voegele S.,1.01,101,
29023,2.61,0,1.123943862,8/24/2019,Linette M.,-1,-100,
32285,1.47,1,1.123867266,7/16/2021,Krejcikova B.,0.47,47,
31980,1.99,0,1.123838116,6/17/2021,Pegula J.,-1,-100,
35914,2.09,0,1.123806181,2/20/2023,Davis L.,-1,-100,
35743,1.38,1,1.123746057,1/30/2023,Potapova A.,0.38,38,
24180,1.65,1,1.123569929,9/1/2017,Kvitova P.,0.65,65,
24367,1.48,1,1.123501501,9/25/2017,Strycova B.,0.48,48,
28797,1.79,0,1.12341031,7/24/2019,Tig P.M.,-1,-100,
24553,1.49,1,1.123379181,10/11/2017,Gavrilova D.,0.49,49,
29113,1.63,1,1.12336902,8/29/2019,Yastremska D.,0.63,63,
33426,1.59,1,1.123254313,2/9/2022,Sasnovich A.,0.59,59,
35388,1.32,1,1.123228051,10/11/2022,Parrizas Diaz N.,0.32,32,
22740,1.77,0,1.123144909,3/11/2017,Osaka N.,-1,-100,
25446,2.14,1,1.123139513,4/10/2018,Jakupovic D.,1.14,114,
34683,1.68,1,1.123121934,7/20/2022,Paolini J.,0.68,68,
33512,1.42,1,1.12300295,2/22/2022,Teichmann J.,0.42,42,
23436,2.72,0,1.122984059,6/3/2017,Cornet A.,-1,-100,
22701,1.63,1,1.122975582,3/8/2017,Niculescu M.,0.63,63,
25269,1.94,1,1.122974553,3/20/2018,Anisimova A.,0.94,94,
25292,1.85,1,1.122952868,3/22/2018,Diyas Z.,0.85,85,
23811,1.85,0,1.122890801,7/21/2017,Sorribes Tormo S.,-1,-100,
22961,1.77,1,1.122885345,4/8/2017,Suarez Navarro C.,0.77,77,
35613,1.86,1,1.122804556,1/14/2023,Davis L.,0.86,86,
23542,1.58,1,1.122802826,6/20/2017,Gavrilova D.,0.58,58,
30122,1.78,1,1.122783354,3/6/2020,Van Uytvanck A.,0.78,78,
33016,2.52,0,1.122664642,10/23/2021,Alexandrova E.,-1,-100,
35325,1.72,1,1.12265289,10/4/2022,Mcnally C.,0.72,72,
28335,1.56,1,1.122582304,5/29/2019,Vekic D.,0.56,56,
35199,1.41,1,1.122552799,9/20/2022,Osaka N.,0.41,41,
34776,1.79,1,1.122539208,8/1/2022,Townsend T.,0.79,79,
31027,1.89,1,1.122482434,2/15/2021,Birrell K.,0.89,89,
35304,1.38,1,1.122461537,10/1/2022,Sakkari M.,0.38,38,
35390,1.55,1,1.122452012,10/11/2022,Kasatkina D.,0.55,55,
28430,1.52,1,1.122400071,6/12/2019,Golubic V.,0.52,52,
36013,1.39,1,1.122394009,3/2/2023,Kostyuk M.,0.39,39,
35724,1.37,1,1.122346982,1/21/2023,Vekic D.,0.37,37,
23376,1.56,1,1.122193567,5/30/2017,Strycova B.,0.56,56,
31084,2.28,0,1.122190865,3/1/2021,Babos T.,-1,-100,
24444,1.63,1,1.122189746,9/30/2017,Cirstea S.,0.63,63,
25029,1.69,1,1.122154518,2/13/2018,Mertens E.,0.69,69,
22214,1.9,1,1.122103475,1/2/2017,Pliskova Kr.,0.9,90,
26117,2.24,0,1.122085049,7/2/2018,Rodina E.,-1,-100,
29431,2.61,0,1.122084203,9/29/2019,Putintseva Y.,-1,-100,
32538,3.36,0,1.1220652,8/24/2021,Gracheva V.,-1,-100,
24227,1.54,1,1.121947621,9/12/2017,Golubic V.,0.54,54,
28757,2.17,0,1.121923822,7/19/2019,Rybakina E.,-1,-100,
22790,1.96,1,1.121921414,3/21/2017,Witthoeft C.,0.96,96,
22619,1.43,1,1.121864848,2/23/2017,Wickmayer Y.,0.43,43,
25027,1.79,1,1.121786357,2/12/2018,Osaka N.,0.79,79,
28571,2.14,0,1.121749438,6/27/2019,Jabeur O.,-1,-100,
35736,1.39,1,1.121744011,1/24/2023,Rybakina E.,0.39,39,
27056,1.86,0,1.121640877,10/13/2018,Wang Q.,-1,-100,
35147,3.06,0,1.121584408,9/13/2022,Bogdan A.,-1,-100,
29804,1.45,1,1.121470259,1/21/2020,Halep S.,0.45,45,
31460,3.12,0,1.121448986,4/10/2021,Kovinic D.,-1,-100,
35961,1.53,1,1.121437689,2/23/2023,Giorgi C.,0.53,53,
34843,1.61,1,1.121334297,8/9/2022,Zhang S.,0.61,61,
31779,2.33,0,1.12122341,5/30/2021,Kalinina A.,-1,-100,
23082,1.59,1,1.121175638,4/28/2017,Cepelova J.,0.59,59,
30669,1.72,1,1.121081695,10/22/2020,Mertens E.,0.72,72,
28365,2.27,0,1.120928133,5/31/2019,Vekic D.,-1,-100,
35044,2.58,0,1.120816103,8/30/2022,Schmiedlova A.,-1,-100,
34180,1.81,1,1.120799324,5/24/2022,Rogers S.,0.81,81,
23552,1.76,1,1.120720166,6/21/2017,Gavrilova D.,0.76,76,
31643,1.64,1,1.120601668,5/12/2021,Martic P.,0.64,64,
33685,2.01,0,1.120583066,3/14/2022,Kerber A.,-1,-100,
29823,1.65,1,1.120568217,1/21/2020,Riske A.,0.65,65,
23445,3.43,0,1.120554418,6/4/2017,Martic P.,-1,-100,
29140,1.88,1,1.12046637,9/2/2019,Vekic D.,0.88,88,
26831,1.62,1,1.120407844,9/23/2018,Siniakova K.,0.62,62,
30315,1.94,0,1.120399164,9/1/2020,Fernandez L.A.,-1,-100,
23122,2.32,0,1.120340645,5/3/2017,Maria T.,-1,-100,
32417,1.62,1,1.120301453,8/10/2021,Gauff C.,0.62,62,
31660,1.58,1,1.120224964,5/13/2021,Pliskova Ka.,0.58,58,
33649,1.83,0,1.120206866,3/11/2022,Martic P.,-1,-100,
32558,2.2,0,1.120202567,8/26/2021,Peterson R.,-1,-100,
33949,2.09,0,1.120198186,4/28/2022,Bouzkova M.,-1,-100,
36094,1.67,1,1.120181894,3/11/2023,Haddad Maia B.,0.67,67,1
32832,1.98,1,1.120148715,9/29/2021,Cristian J.,0.98,98,
29347,2.49,0,1.119867441,9/23/2019,Mchale C.,-1,-100,
29839,1.51,1,1.11986035,1/22/2020,Riske A.,0.51,51,
35468,1.9,1,1.119829854,10/20/2022,Azarenka V.,0.9,90,
30609,1.76,1,1.119797647,10/1/2020,Bara I.,0.76,76,
31297,2.79,0,1.119723052,3/23/2021,Wang Xin.,-1,-100,
29399,1.62,1,1.119715516,9/25/2019,Van Uytvanck A.,0.62,62,
23268,1.9,1,1.119644871,5/20/2017,Svitolina E.,0.9,90,
35821,1.34,1,1.119463581,2/7/2023,Zheng Q.,0.34,34,
28413,1.85,1,1.119438528,6/12/2019,Paquet C.,0.85,85,
35855,2.13,0,1.119379476,2/10/2023,Martic P.,-1,-100,
31773,1.87,1,1.119376115,5/30/2021,Kudermetova V.,0.87,87,
22771,2.74,0,1.119350598,3/14/2017,Muguruza G.,-1,-100,
28999,2.44,0,1.119300335,8/19/2019,Linette M.,-1,-100,
26732,2.55,0,1.119160636,9/15/2018,Parmentier P.,-1,-100,
33865,1.93,0,1.118986453,4/7/2022,Anisimova A.,-1,-100,
25494,1.5,1,1.11897245,4/14/2018,Arruabarrena L.,0.5,50,
25057,2.38,0,1.118945052,2/14/2018,Blinkova A.,-1,-100,
34312,1.87,1,1.118921768,6/11/2022,Alexandrova E.,0.87,87,
34953,1.36,1,1.11889422,8/22/2022,Marino R.,0.36,36,
32449,2.32,0,1.11883672,8/14/2021,Giorgi C.,-1,-100,
34865,1.2,1,1.118724877,8/10/2022,Pegula J.,0.2,20,
31968,1.76,1,1.118716248,6/16/2021,Vekic D.,0.76,76,
22417,2.08,1,1.11852542,1/19/2017,Gavrilova D.,1.08,108,
24125,2,0,1.118439042,8/30/2017,Kenin S.,-1,-100,
22682,1.73,1,1.118436653,3/3/2017,Hibino N.,0.73,73,
32589,2.17,0,1.118430903,8/30/2021,Fernandez L.A.,-1,-100,
28442,1.64,1,1.118425745,6/14/2019,Vekic D.,0.64,64,
33207,1.79,0,1.118319958,1/7/2022,Swiatek I.,-1,-100,
29968,1.58,1,1.118305119,2/18/2020,Martic P.,0.58,58,
24435,1.79,0,1.118303193,9/29/2017,Barty A.,-1,-100,
27085,1.91,0,1.118287037,10/16/2018,Jakupovic D.,-1,-100,
23597,2.35,0,1.118253354,6/26/2017,Cepede Royg V.,-1,-100,
27628,1.95,1,1.118244322,3/1/2019,Vekic D.,0.95,95,
22768,1.97,1,1.118164955,3/13/2017,Vesnina E.,0.97,97,
26324,2.07,0,1.118066811,7/25/2018,Siegemund L.,-1,-100,
28069,1.72,0,1.1180665,5/1/2019,Muchova K.,-1,-100,
35953,2.25,0,1.117889635,2/22/2023,Gauff C.,-1,-100,
30366,1.36,1,1.117818824,9/3/2020,Kenin S.,0.36,36,
26779,1.92,1,1.117815353,9/19/2018,Garcia C.,0.92,92,
34444,1.72,1,1.117810646,6/23/2022,Halep S.,0.72,72,
25814,1.59,1,1.117722019,5/27/2018,Makarova E.,0.59,59,
25554,1.95,1,1.117665724,4/28/2018,Hercog P.,0.95,95,
30622,1.89,0,1.117658474,10/2/2020,Podoroska N.,-1,-100,
29223,1.65,1,1.11764269,9/13/2019,Peng S.,0.65,65,
26289,2.64,0,1.11755593,7/23/2018,Zhu L.,-1,-100,
35666,1.31,1,1.117515525,1/17/2023,Fruhvirtova L.,0.31,31,
34164,1.54,0,1.117479619,5/23/2022,Anisimova A.,-1,-100,
33879,3.28,0,1.117478671,4/8/2022,Linette M.,-1,-100,
24565,1.37,1,1.117464652,10/12/2017,Strycova B.,0.37,37,
32009,1.57,1,1.117405584,6/21/2021,Cornet A.,0.57,57,
29217,1.91,0,1.117385308,9/13/2019,Tomljanovic A.,-1,-100,
29751,1.59,1,1.117372719,1/15/2020,Rybakina E.,0.59,59,
25617,2.35,0,1.117290198,5/4/2018,Tomljanovic A.,-1,-100,
24594,1.75,0,1.117279616,10/15/2017,Pavlyuchenkova A.,-1,-100,
30851,1.79,1,1.117245852,2/5/2021,Vondrousova M.,0.79,79,
30129,2.39,0,1.117245153,3/7/2020,Rus A.,-1,-100,
28020,2.12,0,1.117133419,4/26/2019,Gasparyan M.,-1,-100,
25982,1.52,1,1.117131619,6/15/2018,Kuzmova V.,0.52,52,
35999,1.39,1,1.117120376,2/28/2023,Brengle M.,0.39,39,
30207,1.92,1,1.117119751,8/13/2020,Sorribes Tormo S.,0.92,92,
28794,2.55,0,1.11709593,7/23/2019,Stojanovic N.,-1,-100,
23969,1.55,1,1.117081608,8/9/2017,Garcia C.,0.55,55,
31922,1.53,1,1.117077423,6/10/2021,Martincova T.,0.53,53,
31936,1.57,1,1.117054702,6/11/2021,Konta J.,0.57,57,
29848,2.4,0,1.117052576,1/22/2020,Townsend T.,-1,-100,
28326,1.65,0,1.11701663,5/28/2019,Nara K.,-1,-100,
32788,2.2,0,1.117003724,9/27/2021,Krunic A.,-1,-100,
31687,1.56,1,1.117002233,5/17/2021,Giorgi C.,0.56,56,
26072,1.64,1,1.116965015,6/26/2018,Kasatkina D.,0.64,64,
26209,2.21,1,1.116944839,7/7/2018,Van Uytvanck A.,1.21,121,
24394,1.88,1,1.116859799,9/26/2017,Vesnina E.,0.88,88,
27902,1.85,0,1.116849393,4/6/2019,Puig M.,-1,-100,
33911,2.47,1,1.11672449,4/20/2022,Gracheva V.,1.47,147,
27124,2.91,0,1.116666187,10/22/2018,Stephens S.,-1,-100,
27772,1.87,1,1.116652194,3/22/2019,Williams V.,0.87,87,
26109,1.45,1,1.11655636,7/2/2018,Safarova L.,0.45,45,
30070,1.9,1,1.116515274,2/28/2020,Watson H.,0.9,90,
26461,2,0,1.116475248,8/11/2018,Stephens S.,-1,-100,
22855,1.69,1,1.116263705,3/25/2017,Peng S.,0.69,69,
34236,1.67,1,1.116262407,5/28/2022,Zheng Q.,0.67,67,
29816,2.48,0,1.116248957,1/21/2020,Ferro F.,-1,-100,
23819,1.64,1,1.116242142,7/24/2017,Hibino N.,0.64,64,
24479,2.38,0,1.116149127,10/3/2017,Gavrilova D.,-1,-100,
33606,1.81,1,1.115896826,3/5/2022,Zhang S.,0.81,81,
23396,1.83,0,1.115844923,5/31/2017,Mertens E.,-1,-100,
28070,1.56,1,1.115595503,5/1/2019,Wang Q.,0.56,56,
34480,2.2,0,1.115585066,6/28/2022,Bara I.,-1,-100,
25672,1.4,1,1.115545154,5/9/2018,Kvitova P.,0.4,40,
28511,1.46,1,1.11551163,6/21/2019,Strycova B.,0.46,46,
26414,1.38,1,1.115497679,8/6/2018,Sevastova A.,0.38,38,
28703,1.45,1,1.115448912,7/15/2019,Pera B.,0.45,45,
28450,1.6,1,1.11519757,6/14/2019,Riske A.,0.6,60,
23247,1.74,0,1.115083792,5/17/2017,Goerges J.,-1,-100,
35459,1.3,1,1.115082226,10/19/2022,Garcia C.,0.3,30,
34366,1.29,1,1.11504828,6/17/2022,Haddad Maia B.,0.29,29,
27800,1.92,1,1.114942523,3/24/2019,Wang Yaf.,0.92,92,
35712,1.83,1,1.114935915,1/20/2023,Azarenka V.,0.83,83,
26541,1.67,1,1.114918703,8/23/2018,Sabalenka A.,0.67,67,
24324,2.16,0,1.114780179,9/20/2017,Rodina E.,-1,-100,
23528,2.3,0,1.114763732,6/20/2017,Bellis C.,-1,-100,
23484,2.84,0,1.114760289,6/13/2017,Petkovic A.,-1,-100,
31655,1.62,1,1.114644996,5/12/2021,Svitolina E.,0.62,62,
28899,2.08,0,1.114637527,8/6/2019,Swiatek I.,-1,-100,
26486,1.76,1,1.11455479,8/14/2018,Peterson R.,0.76,76,
36070,1.79,1,1.114527847,3/10/2023,Anisimova A.,0.79,79,
35950,2.8,0,1.114526063,2/22/2023,Muchova K.,-1,-100,
33666,1.76,0,1.114513069,3/12/2022,Kvitova P.,-1,-100,
28494,1.8,1,1.114396002,6/19/2019,Wang Q.,0.8,80,
22952,1.68,1,1.114353736,4/7/2017,Cornet A.,0.68,68,
33183,1.63,1,1.114353636,1/6/2022,Begu I.,0.63,63,
29958,1.29,1,1.114315716,2/16/2020,Linette M.,0.29,29,
24519,1.85,0,1.114292467,10/10/2017,Lepchenko V.,-1,-100,
24425,2.2,0,1.114268288,9/27/2017,Nara K.,-1,-100,
31979,1.68,1,1.114167583,6/17/2021,Muguruza G.,0.68,68,
30091,2.8,0,1.114160544,3/3/2020,Bondarenko K.,-1,-100,
31369,1.76,1,1.114158077,3/29/2021,Barty A.,0.76,76,
26506,2.42,0,1.114014749,8/16/2018,Bertens K.,-1,-100,
27202,1.68,1,1.11399942,1/1/2019,Andreescu B.,0.68,68,
23191,2.32,0,1.113993366,5/9/2017,Vandeweghe C.,-1,-100,
28900,2.01,0,1.11397677,8/6/2019,Riske A.,-1,-100,
35910,1.59,1,1.113873141,2/20/2023,Bogdan A.,0.59,59,
31368,2.19,0,1.113858702,3/29/2021,Sevastova A.,-1,-100,
30466,2.3,0,1.113820644,9/16/2020,Kovinic D.,-1,-100,
35769,1.63,1,1.113797823,1/31/2023,Yastremska D.,0.63,63,
22956,1.7,1,1.113774919,4/7/2017,Lucic-Baroni M.,0.7,70,
33117,2.09,0,1.113751904,11/13/2021,Badosa P.,-1,-100,
24234,2.75,0,1.11374738,9/13/2017,Fett J.,-1,-100,
31933,2.12,0,1.113644141,6/11/2021,Stojanovic N.,-1,-100,
32545,1.94,0,1.113638222,8/25/2021,Martincova T.,-1,-100,
27128,2.07,0,1.11362755,10/24/2018,Kerber A.,-1,-100,
25030,1.49,1,1.113619178,2/13/2018,Strycova B.,0.49,49,
33986,1.6,1,1.113584185,4/30/2022,Azarenka V.,0.6,60,
29445,1.97,0,1.113571507,9/30/2019,Mertens E.,-1,-100,
31438,2.82,0,1.113552101,4/7/2021,Parrizas Diaz N.,-1,-100,
33718,1.74,1,1.11352548,3/22/2022,Kostyuk M.,0.74,74,
34367,1.92,0,1.113477267,6/17/2022,Haddad Maia B.,-1,-100,
24857,1.8,1,1.113474879,1/15/2018,Rybarikova M.,0.8,80,
26955,1.41,1,1.113326716,10/3/2018,Wozniacki C.,0.41,41,
36035,1.71,1,1.113321209,3/5/2023,Gracheva V.,0.71,71,
27161,2.06,0,1.113224602,12/31/2018,Bertens K.,-1,-100,
35178,1.79,1,1.11304882,9/16/2022,Podoroska N.,0.79,79,
29123,1.61,1,1.113000774,8/30/2019,Wozniacki C.,0.61,61,
27887,1.59,1,1.112990924,4/4/2019,Flipkens K.,0.59,59,
26110,1.97,0,1.112960175,7/2/2018,Buzarnescu M.,-1,-100,
34466,1.37,1,1.112942062,6/27/2022,Cirstea S.,0.37,37,
26063,1.78,1,1.112900768,6/25/2018,Radwanska A.,0.78,78,
26489,1.56,1,1.112886688,8/15/2018,Kerber A.,0.56,56,
27743,1.95,0,1.112771064,3/21/2019,Jabeur O.,-1,-100,
34133,1.56,1,1.112673093,5/22/2022,Mertens E.,0.56,56,
27083,1.76,1,1.112645548,10/16/2018,Gasparyan M.,0.76,76,
23275,1.68,1,1.112610369,5/21/2017,Flipkens K.,0.68,68,
34002,2.07,1,1.112598917,5/3/2022,Pegula J.,1.07,107,
32868,2.1,0,1.112567537,10/3/2021,Muguruza G.,-1,-100,
33173,1.33,1,1.112430502,1/5/2022,Rybakina E.,0.33,33,
32020,1.99,0,1.112422749,6/22/2021,Sevastova A.,-1,-100,
25081,2.16,1,1.112382202,2/19/2018,Kasatkina D.,1.16,116,
25086,2.09,0,1.112369732,2/20/2018,Bellis C.,-1,-100,
30707,2.22,0,1.112312209,1/7/2021,Sorribes Tormo S.,-1,-100,
31159,2.13,0,1.112297526,3/8/2021,Doi M.,-1,-100,
22515,2.36,0,1.112249906,2/4/2017,Peng S.,-1,-100,
24384,2.05,1,1.112242484,9/25/2017,Bertens K.,1.05,105,
27221,2.3,0,1.112173024,1/3/2019,Tsurenko L.,-1,-100,
28774,1.25,1,1.112088359,7/22/2019,Krunic A.,0.25,25,
24706,2.72,0,1.11207739,1/1/2018,Kenin S.,-1,-100,
35073,2.3,0,1.111985314,8/31/2022,Niemeier J.,-1,-100,
25382,2.24,0,1.111902559,4/3/2018,Liu C.,-1,-100,
26572,2.84,0,1.111837591,8/27/2018,Peterson R.,-1,-100,
30403,2.42,0,1.11178884,9/8/2020,Schmiedlova A.,-1,-100,
25953,2.09,1,1.111765746,6/12/2018,Sabalenka A.,1.09,109,
32015,1.43,1,1.111733591,6/22/2021,Jabeur O.,0.43,43,
25022,1.41,1,1.111701285,2/12/2018,Duan Y.Y.,0.41,41,
34461,1.49,1,1.111658373,6/27/2022,Li A.,0.49,49,
23321,2.15,0,1.111514658,5/25/2017,Gavrilova D.,-1,-100,
35469,2.26,0,1.111411279,10/20/2022,Stephens S.,-1,-100,
29523,3.23,0,1.111406764,10/11/2019,Kudermetova V.,-1,-100,
24844,1.3,1,1.111299602,1/15/2018,Mertens E.,0.3,30,
35006,2.04,0,1.111293693,8/29/2022,Zhang S.,-1,-100,
25025,1.77,1,1.111260214,2/12/2018,Makarova E.,0.77,77,
