match,PSW,win0,confidence0,date,winner,,,,
32670,2.6,0,1.121495446,9/4/2021,Mertens E.,-1,-50,,
28836,2.51,0,1.121456579,7/30/2019,Diyas Z.,-1,-50,,
32235,1.23,1,1.121425941,7/13/2021,Bonaventure Y.,0.23,11.5,,
23428,1.24,1,1.121417334,6/2/2017,Bacsinszky T.,0.24,12,,
24393,1.3,1,1.121397062,9/26/2017,Makarova E.,0.3,15,,
25419,2.32,0,1.121364284,4/5/2018,Pliskova Kr.,-1,-50,,
33688,1.85,1,1.121349913,3/14/2022,Kudermetova V.,0.85,42.5,,
22843,4.26,0,1.121332787,3/24/2017,Tomljanovic A.,-1,-50,,
33033,3.62,0,1.121330671,10/25/2021,Barthel M.,-1,-50,,
33359,5.16,0,1.121230888,1/20/2022,Kovinic D.,-1,-50,,
29926,4.17,0,1.121226259,2/11/2020,Wang Xiy.,-1,-50,,
22223,1.52,1,1.121191847,1/3/2017,Osaka N.,0.52,26,,
31400,1.33,1,1.121134512,4/6/2021,Samsonova L.,0.33,16.5,,
34276,1.35,1,1.121096302,6/7/2022,Mertens E.,0.35,17.5,,
30488,1.69,1,1.12096568,9/18/2020,Vondrousova M.,0.69,34.5,,
35529,2.67,0,1.120945913,1/4/2023,Kovinic D.,-1,-50,,
30023,1.79,1,1.120939817,2/25/2020,Juvan K.,0.79,39.5,,
29134,1.44,1,1.120896153,8/31/2019,Townsend T.,0.44,22,,
24422,1.54,1,1.120878035,9/27/2017,Babos T.,0.54,27,,
27170,1.55,1,1.120787318,12/31/2018,Davis L.,0.55,27.5,,
32886,1.96,0,1.120757881,10/7/2021,Keys M.,-1,-50,,
23911,1.31,1,1.120743851,8/2/2017,Keys M.,0.31,15.5,,
29440,1.63,1,1.120726042,9/30/2019,Siniakova K.,0.63,31.5,,
22795,3.94,0,1.12071114,3/21/2017,Minella M.,-1,-50,,
23562,1.82,0,1.12065232,6/22/2017,Konjuh A.,-1,-50,,
26402,1.53,1,1.120549475,8/4/2018,Zheng S.,0.53,26.5,,
34792,1.68,1,1.120537713,8/2/2022,Kudermetova V.,0.68,34,,
24756,2.46,0,1.120529059,1/4/2018,Begu I.,-1,-50,,
25676,1.93,0,1.120411917,5/9/2018,Pliskova Ka.,-1,-50,,
32371,1.33,1,1.120409675,8/2/2021,Linette M.,0.33,16.5,,
24221,1.96,1,1.120397723,9/12/2017,Andreescu B.,0.96,48,,
25278,1.47,1,1.120329783,3/21/2018,Witthoeft C.,0.47,23.5,,
26757,2.34,0,1.12031422,9/18/2018,Alexandrova E.,-1,-50,,
24108,3.11,0,1.120283839,8/29/2017,Osaka N.,-1,-50,,
31306,1.68,1,1.120277209,3/24/2021,Sevastova A.,0.68,34,,
29881,2.34,0,1.120249565,1/25/2020,Swiatek I.,-1,-50,,
22955,1.68,1,1.120227408,4/7/2017,Kasatkina D.,0.68,34,,
26161,1.54,1,1.120200505,7/3/2018,Brady J.,0.54,27,,
28420,2.67,0,1.120199149,6/12/2019,Lumsden M.,-1,-50,,
35473,3.8,0,1.120179192,10/21/2022,Kalinskaya A.,-1,-50,,
33665,4.87,0,1.120118493,3/12/2022,Paolini J.,-1,-50,,
31633,1.64,1,1.120112601,5/11/2021,Kerber A.,0.64,32,,
22566,1.81,1,1.120075857,2/20/2017,Mchale C.,0.81,40.5,,
23010,1.47,1,1.120069916,4/12/2017,Arruabarrena L.,0.47,23.5,,
25580,1.79,1,1.119931177,5/1/2018,Pliskova Kr.,0.79,39.5,,
32423,1.44,1,1.119929577,8/11/2021,Anisimova A.,0.44,22,,
25690,1.97,0,1.119923239,5/14/2018,Kontaveit A.,-1,-50,,
24827,1.72,1,1.119906677,1/11/2018,Barty A.,0.72,36,,
25843,1.49,1,1.119888532,5/29/2018,Williams S.,0.49,24.5,,
28149,2.21,1,1.119875671,5/9/2019,Bertens K.,1.21,60.5,,
31988,1.53,1,1.1198393,6/18/2021,Azarenka V.,0.53,26.5,,
26342,1.68,1,1.119782048,7/27/2018,Sasnovich A.,0.68,34,,
26956,1.61,1,1.119768228,10/3/2018,Sevastova A.,0.61,30.5,,
24096,1.22,1,1.119708542,8/28/2017,Kvitova P.,0.22,11,,
34347,1.31,1,1.119693379,6/15/2022,Zhang S.,0.31,15.5,,
24985,1.36,1,1.119692244,1/30/2018,Cibulkova D.,0.36,18,,
25597,1.6,1,1.11959719,5/2/2018,Mertens E.,0.6,30,,
35434,1.76,1,1.119556792,10/18/2022,Andreescu B.,0.76,38,,
24024,2.28,0,1.11950219,8/16/2017,Barty A.,-1,-50,,
23657,1.22,1,1.119490535,7/3/2017,Osaka N.,0.22,11,,
22558,1.37,1,1.119386645,2/20/2017,Puig M.,0.37,18.5,,
23323,5.05,0,1.119382684,5/25/2017,Krejcikova B.,-1,-50,,
35803,1.88,1,1.11937931,2/5/2023,Zhu L.,0.88,44,,
22239,1.67,1,1.11936683,1/4/2017,Giorgi C.,0.67,33.5,,
35725,1.29,1,1.119190344,1/21/2023,Pliskova Ka.,0.29,14.5,,
26433,1.37,1,1.119179034,8/8/2018,Mertens E.,0.37,18.5,,
28853,1.2,1,1.119173261,7/31/2019,Sakkari M.,0.2,10,,
30188,1.58,1,1.119147625,8/11/2020,Blinkova A.,0.58,29,,
23181,1.29,1,1.11911497,5/7/2017,Kerber A.,0.29,14.5,,
22667,1.78,1,1.11908559,3/1/2017,Flipkens K.,0.78,39,,
23070,1.74,1,1.119085152,4/27/2017,Cepelova J.,0.74,37,,
29301,2.9,0,1.119047771,9/19/2019,Stosur S.,-1,-50,,
30316,1.23,1,1.11900683,9/1/2020,Bondarenko K.,0.23,11.5,,
22599,1.67,1,1.11897314,2/22/2017,Konjuh A.,0.67,33.5,,
26668,1.39,1,1.118957182,9/5/2018,Osaka N.,0.39,19.5,,
33250,1.27,1,1.118932915,1/12/2022,Krejcikova B.,0.27,13.5,,
26794,2.36,0,1.118889365,9/19/2018,Pera B.,-1,-50,,
35589,2.33,0,1.118880518,1/11/2023,Wang Xin.,-1,-50,,
31326,1.6,1,1.118869066,3/25/2021,Konta J.,0.6,30,,
26985,1.67,1,1.118862651,10/8/2018,Van Uytvanck A.,0.67,33.5,,
26206,2.3,0,1.118851327,7/7/2018,Sasnovich A.,-1,-50,,
29777,1.47,1,1.118793539,1/20/2020,Mcnally C.,0.47,23.5,,
23945,1.88,0,1.118739232,8/7/2017,Osaka N.,-1,-50,,
25893,1.42,1,1.118726041,5/31/2018,Rybarikova M.,0.42,21,,
29793,1.81,0,1.118687198,1/20/2020,Zhu L.,-1,-50,,
28302,3.61,0,1.118682675,5/27/2019,Parry D.,-1,-50,,
32272,3.98,0,1.118610758,7/15/2021,Vikhlyantseva N.,-1,-50,,
22431,2.7,0,1.118516308,1/20/2017,Vandeweghe C.,-1,-50,,
27000,2.45,0,1.118485751,10/9/2018,Doi M.,-1,-50,,
34545,2.18,0,1.118445963,6/30/2022,Rybakina E.,-1,-50,,
24807,2.5,0,1.118380383,1/9/2018,Vekic D.,-1,-50,,
24528,1.19,1,1.11825071,10/10/2017,Brady J.,0.19,9.5,,
35795,1.57,1,1.118185073,2/3/2023,Andreescu B.,0.57,28.5,,
28017,1.96,1,1.118181215,4/26/2019,Kontaveit A.,0.96,48,,
31960,3.92,0,1.118173968,6/15/2021,Tomljanovic A.,-1,-50,,
26752,1.38,1,1.118153345,9/18/2018,Radwanska A.,0.38,19,,
26493,2.04,0,1.118137932,8/15/2018,Kontaveit A.,-1,-50,,
29758,1.38,1,1.118109585,1/15/2020,Sabalenka A.,0.38,19,,
24177,1.72,1,1.11807433,9/1/2017,Vesnina E.,0.72,36,,
24588,1.47,1,1.118067704,10/14/2017,Rybarikova M.,0.47,23.5,,
24844,1.97,0,1.117854561,1/15/2018,Gibbs N.,-1,-50,,
32141,1.5,1,1.117750091,7/1/2021,Sasnovich A.,0.5,25,,
28261,2.06,0,1.117741848,5/23/2019,Zidansek T.,-1,-50,,
31290,1.91,0,1.117706025,3/23/2021,Diyas Z.,-1,-50,,
29296,2.49,0,1.117705205,9/18/2019,Stojanovic N.,-1,-50,,
33721,1.81,1,1.11768684,3/23/2022,Galfi D.,0.81,40.5,,
35181,1.36,1,1.117671198,9/16/2022,Rybakina E.,0.36,18,,
25988,1.81,1,1.117622818,6/17/2018,Krunic A.,0.81,40.5,,
24999,2.8,0,1.117618101,2/1/2018,Bouchard E.,-1,-50,,
25689,1.61,1,1.117603237,5/14/2018,Keys M.,0.61,30.5,,
25030,1.63,1,1.117589293,2/13/2018,Goerges J.,0.63,31.5,,
23402,4.61,0,1.117548443,5/31/2017,Bellis C.,-1,-50,,
28486,1.59,1,1.11753755,6/18/2019,Putintseva Y.,0.59,29.5,,
34550,1.18,1,1.117536122,6/30/2022,Tomljanovic A.,0.18,9,,
28492,1.4,1,1.117516422,6/19/2019,Kenin S.,0.4,20,,
35906,1.9,1,1.11751435,2/20/2023,Putintseva Y.,0.9,45,,
32205,2.88,0,1.117497162,7/8/2021,Petkovic A.,-1,-50,,
24622,2.33,0,1.117486738,10/17/2017,Vikhlyantseva N.,-1,-50,,
23728,1.62,1,1.117418048,7/7/2017,Ostapenko J.,0.62,31,,
33513,1.21,1,1.117405061,2/22/2022,Krejcikova B.,0.21,10.5,,
29990,2.51,0,1.117352993,2/23/2020,Anisimova A.,-1,-50,,
35073,2.3,0,1.117306824,8/31/2022,Niemeier J.,-1,-50,,
29796,1.31,1,1.117190681,1/21/2020,Muchova K.,0.31,15.5,,
29160,1.32,1,1.117137599,9/9/2019,Kozlova K.,0.32,16,,
29614,4.15,0,1.117109776,10/29/2019,Bertens K.,-1,-50,,
25830,1.94,0,1.116968429,5/28/2018,Dulgheru A.,-1,-50,,
32997,1.47,1,1.116949427,10/20/2021,Alexandrova E.,0.47,23.5,,
32962,2.23,0,1.116949186,10/16/2021,Badosa P.,-1,-50,,
24857,1.34,1,1.116887013,1/15/2018,Duan Y.Y.,0.34,17,,
32785,1.32,1,1.116869858,9/27/2021,Friedsam A.L.,0.32,16,,
26040,3.08,0,1.116849873,6/22/2018,Stosur S.,-1,-50,,
31397,1.75,1,1.1167802,4/5/2021,Parrizas Diaz N.,0.75,37.5,,
22879,1.69,0,1.116753254,3/29/2017,Konta J.,-1,-50,,
34843,2.73,0,1.116744355,8/9/2022,Tomljanovic A.,-1,-50,,
25926,1.54,1,1.116640661,6/7/2018,Stephens S.,0.54,27,,
22467,2.84,0,1.116620047,1/30/2017,Ozaki R.,-1,-50,,
29817,1.91,1,1.116616827,1/21/2020,Tomljanovic A.,0.91,45.5,,
22807,1.98,0,1.116586269,3/22/2017,Ozaki R.,-1,-50,,
26561,1.38,1,1.116551675,8/27/2018,Muguruza G.,0.38,19,,
25263,1.83,1,1.116542749,3/20/2018,Van Uytvanck A.,0.83,41.5,,
27443,2.87,0,1.116496687,1/29/2019,Bonaventure Y.,-1,-50,,
24554,2.61,0,1.116469795,10/11/2017,Errani S.,-1,-50,,
31687,1.56,1,1.116391413,5/17/2021,Giorgi C.,0.56,28,,
23433,1.27,1,1.116275129,6/2/2017,Muguruza G.,0.27,13.5,,
24601,1.51,1,1.116260062,10/16/2017,Kontaveit A.,0.51,25.5,,
29084,1.57,1,1.116222049,8/28/2019,Putintseva Y.,0.57,28.5,,
23787,2.15,1,1.116214253,7/18/2017,Sorribes Tormo S.,1.15,57.5,,
28676,3.74,0,1.116183054,7/5/2019,Zhang S.,-1,-50,,
24739,3.02,0,1.116154412,1/3/2018,Sasnovich A.,-1,-50,,
30134,1.26,1,1.116139269,3/8/2020,Svitolina E.,0.26,13,,
33683,2.89,0,1.116130934,3/13/2022,Martic P.,-1,-50,,
35701,1.45,1,1.116109496,1/19/2023,Pliskova Ka.,0.45,22.5,,
31665,2.24,0,1.116106262,5/13/2021,Svitolina E.,-1,-50,,
36025,2.09,1,1.116032389,3/3/2023,Volynets K.,1.09,54.5,,
23160,1.47,1,1.116012526,5/6/2017,Pavlyuchenkova A.,0.47,23.5,,
22261,2.14,0,1.115948579,1/5/2017,Giorgi C.,-1,-50,,
34420,4.3,0,1.115936258,6/21/2022,Tomova V.,-1,-50,,
25749,1.27,1,1.115935084,5/21/2018,Pavlyuchenkova A.,0.27,13.5,,
24486,1.4,1,1.115910256,10/4/2017,Ostapenko J.,0.4,20,,
23678,1.24,1,1.115821679,7/4/2017,Muguruza G.,0.24,12,,
26322,2.51,0,1.115800742,7/25/2018,Potapova A.,-1,-50,,
29894,1.74,1,1.115772971,1/27/2020,Pavlyuchenkova A.,0.74,37,,
27575,1.47,1,1.115732971,2/20/2019,Vondrousova M.,0.47,23.5,,
25607,1.61,1,1.115707245,5/3/2018,Hsieh S.W.,0.61,30.5,,
29923,1.29,1,1.115698891,2/11/2020,Zhu L.,0.29,14.5,,
22856,2.35,0,1.115657435,3/25/2017,Rogers S.,-1,-50,,
28943,1.64,1,1.115650427,8/12/2019,Sabalenka A.,0.64,32,,
27056,1.86,0,1.115535819,10/13/2018,Wang Q.,-1,-50,,
23333,1.45,1,1.115535139,5/28/2017,Cibulkova D.,0.45,22.5,,
31604,1.47,1,1.115447288,5/3/2021,Kvitova P.,0.47,23.5,,
26006,2.44,0,1.115343112,6/19/2018,Larsson J.,-1,-50,,
35195,1.63,1,1.115292568,9/19/2022,Zhu L.,0.63,31.5,,
26486,1.76,1,1.115230334,8/14/2018,Peterson R.,0.76,38,,
28634,1.54,1,1.115205572,7/2/2019,Davis L.,0.54,27,,
31857,1.26,1,1.115202084,6/3/2021,Kostyuk M.,0.26,13,,
24512,2.61,0,1.115200565,10/10/2017,Cako J.,-1,-50,,
32060,1.57,1,1.115181588,6/26/2021,Kerber A.,0.57,28.5,,
30728,1.56,1,1.115170423,1/10/2021,Kostyuk M.,0.56,28,,
34582,3.86,0,1.115166649,7/7/2022,Rybakina E.,-1,-50,,
26870,1.82,1,1.115070563,9/25/2018,Danilovic O.,0.82,41,,
36018,1.66,1,1.115030923,3/2/2023,Friedsam A.L.,0.66,33,,
35078,1.46,1,1.115016856,9/1/2022,Sabalenka A.,0.46,23,,
33994,2.62,0,1.115014517,5/1/2022,Andreescu B.,-1,-50,,
26157,1.57,1,1.114999514,7/3/2018,Lapko V.,0.57,28.5,,
26007,2.74,0,1.114990788,6/19/2018,Hercog P.,-1,-50,,
27741,1.65,1,1.114815597,3/21/2019,Maria T.,0.65,32.5,,
32571,1.29,1,1.114811602,8/30/2021,Danilovic O.,0.29,14.5,,
23216,1.69,1,1.114740637,5/15/2017,Pavlyuchenkova A.,0.69,34.5,,
27738,1.32,1,1.114737343,3/20/2019,Azarenka V.,0.32,16,,
25817,1.81,1,1.114607104,5/28/2018,Pera B.,0.81,40.5,,
33170,1.41,1,1.114579622,1/5/2022,Barty A.,0.41,20.5,,
26327,2.9,0,1.114507835,7/25/2018,Danilovic O.,-1,-50,,
28718,1.39,1,1.114478228,7/16/2019,Stosur S.,0.39,19.5,,
30063,1.32,1,1.114469444,2/27/2020,Sabalenka A.,0.32,16,,
25023,2.33,0,1.11443126,2/12/2018,Bellis C.,-1,-50,,
35340,2.41,0,1.114402782,10/5/2022,Liu C.,-1,-50,,
23589,2.12,0,1.114372126,6/25/2017,Sevastova A.,-1,-50,,
23467,4.74,0,1.114344897,6/12/2017,Rus A.,-1,-50,,
29420,1.63,1,1.114322657,9/28/2019,Bencic B.,0.63,31.5,,
35965,2.68,0,1.114319989,2/24/2023,Peterson R.,-1,-50,,
27775,2.31,0,1.114294872,3/22/2019,Kuzmova V.,-1,-50,,
30494,1.64,1,1.114273066,9/20/2020,Pliskova Ka.,0.64,32,,
29423,1.56,1,1.114129064,9/29/2019,Yastremska D.,0.56,28,,
32458,1.85,1,1.114123299,8/17/2021,Pera B.,0.85,42.5,,
23071,1.51,1,1.114108431,4/27/2017,Eraydin B.,0.51,25.5,,
25915,2.06,0,1.114107012,6/3/2018,Stephens S.,-1,-50,,
32690,2.49,0,1.114102333,9/8/2021,Raducanu E.,-1,-50,,
30468,1.72,0,1.114068061,9/16/2020,Yastremska D.,-1,-50,,
35618,1.89,0,1.114055419,1/16/2023,Baindl K.,-1,-50,,
28931,1.37,1,1.114050866,8/9/2019,Osaka N.,0.37,18.5,,
22412,1.51,1,1.114037939,1/18/2017,Pavlyuchenkova A.,0.51,25.5,,
27279,1.53,1,1.114015254,1/9/2019,Kontaveit A.,0.53,26.5,,
35899,1.66,1,1.113992167,2/19/2023,Yastremska D.,0.66,33,,
25453,1.63,1,1.113920273,4/11/2018,Vekic D.,0.63,31.5,,
33575,1.36,1,1.11391843,3/1/2022,Rus A.,0.36,18,,
34068,1.83,0,1.113878586,5/15/2022,Linette M.,-1,-50,,
32724,4.88,0,1.113858058,9/14/2021,Minella M.,-1,-50,,
35766,2.62,0,1.11385057,1/31/2023,Han N.L.,-1,-50,,
22436,2.42,0,1.113807217,1/20/2017,Barthel M.,-1,-50,,
23403,1.83,0,1.113728115,5/31/2017,Mertens E.,-1,-50,,
32833,1.71,1,1.113713478,9/29/2021,Martincova T.,0.71,35.5,,
34810,1.42,1,1.113622249,8/4/2022,Kudermetova V.,0.42,21,,
33471,1.35,1,1.113611961,2/20/2022,Azarenka V.,0.35,17.5,,
33996,2.14,0,1.113551777,5/2/2022,Jabeur O.,-1,-50,,
30066,1.9,0,1.11355021,2/28/2020,Watson H.,-1,-50,,
35687,2.09,0,1.113539391,1/18/2023,Potapova A.,-1,-50,,
26185,1.24,1,1.113507142,7/5/2018,Kasatkina D.,0.24,12,,
32092,2.51,0,1.113492665,6/29/2021,Zhu L.,-1,-50,,
25373,1.56,1,1.113407395,4/3/2018,Voegele S.,0.56,28,,
25682,1.84,1,1.113406636,5/11/2018,Bertens K.,0.84,42,,
26065,1.45,1,1.113367979,6/25/2018,Buzarnescu M.,0.45,22.5,,
34327,1.45,1,1.113299751,6/13/2022,Pliskova Ka.,0.45,22.5,,
30040,2.86,0,1.113289722,2/26/2020,Jabeur O.,-1,-50,,
29331,1.61,1,1.113243918,9/22/2019,Strycova B.,0.61,30.5,,
30653,2.31,0,1.113202515,10/19/2020,Sorribes Tormo S.,-1,-50,,
25809,1.27,1,1.113199718,5/27/2018,Brady J.,0.27,13.5,,
28276,2.47,0,1.113175861,5/26/2019,Kozlova K.,-1,-50,,
35640,1.28,1,1.113160673,1/16/2023,Gauff C.,0.28,14,,
26691,1.63,1,1.113153875,9/11/2018,Bouzkova M.,0.63,31.5,,
28994,1.5,1,1.113135397,8/18/2019,Keys M.,0.5,25,,
25143,2.21,0,1.11310991,2/28/2018,Haddad Maia B.,-1,-50,,
33986,1.36,1,1.113049662,4/30/2022,Bencic B.,0.36,18,,
35574,1.55,1,1.11304079,1/10/2023,Kenin S.,0.55,27.5,,
25585,1.97,0,1.112961525,5/1/2018,Giorgi C.,-1,-50,,
23542,1.41,1,1.112948601,6/20/2017,Vandeweghe C.,0.41,20.5,,
33944,2.2,0,1.112938454,4/23/2022,Potapova A.,-1,-50,,
34032,3.63,0,1.11290036,5/10/2022,Brengle M.,-1,-50,,
22474,2.42,0,1.112869723,1/31/2017,Zhu L.,-1,-50,,
23076,1.25,1,1.112824104,4/28/2017,Begu I.,0.25,12.5,,
32055,1.37,1,1.112812808,6/25/2021,Siniakova K.,0.37,18.5,,
35941,2.12,0,1.112811897,2/22/2023,Gracheva V.,-1,-50,,
30725,1.53,1,1.112799454,1/9/2021,Kostyuk M.,0.53,26.5,,
29193,2.98,0,1.112791602,9/10/2019,Hives Z.,-1,-50,,
31973,1.96,1,1.11278277,6/16/2021,Alexandrova E.,0.96,48,,
27698,1.77,1,1.112771918,3/10/2019,Goerges J.,0.77,38.5,,
23560,1.58,1,1.112765645,6/21/2017,Safarova L.,0.58,29,,
36006,4.36,0,1.11276501,3/1/2023,Volynets K.,-1,-50,,
32020,1.99,0,1.112703465,6/22/2021,Sevastova A.,-1,-50,,
34054,1.77,1,1.112578262,5/12/2022,Anisimova A.,0.77,38.5,,
32834,1.36,1,1.112572992,9/29/2021,Kudermetova V.,0.36,18,,
28298,2.36,0,1.112566463,5/27/2019,Zhang S.,-1,-50,,
35279,1.42,1,1.112535278,9/28/2022,Bogdan A.,0.42,21,,
25114,1.44,1,1.112525576,2/22/2018,Kerber A.,0.44,22,,
31278,2.57,0,1.112512524,3/20/2021,Gasparyan M.,-1,-50,,
26196,1.45,1,1.112508082,7/6/2018,Pliskova Ka.,0.45,22.5,,
23842,1.89,1,1.112353881,7/25/2017,Golubic V.,0.89,44.5,,
33313,1.21,1,1.11234779,1/18/2022,Tauson C.,0.21,10.5,,
27596,1.28,1,1.112314965,2/22/2019,Kvitova P.,0.28,14,,
34210,3.51,0,1.112283189,5/26/2022,Rogers S.,-1,-50,,
22308,1.27,1,1.112235652,1/10/2017,Wozniacki C.,0.27,13.5,,
25227,2.98,0,1.112150057,3/11/2018,Stephens S.,-1,-50,,
23155,1.63,1,1.112140914,5/6/2017,Bertens K.,0.63,31.5,,
29797,1.89,1,1.1121113,1/21/2020,Putintseva Y.,0.89,44.5,,
33294,1.31,1,1.112056673,1/17/2022,Van Uytvanck A.,0.31,15.5,,
27423,2.24,1,1.111989636,1/22/2019,Collins D.,1.24,62,,
31663,2.09,0,1.111980556,5/13/2021,Martic P.,-1,-50,,
35102,1.57,1,1.11196439,9/3/2022,Azarenka V.,0.57,28.5,,
25091,1.4,1,1.11194042,2/20/2018,Bonaventure Y.,0.4,20,,
29706,1.35,1,1.111884454,1/10/2020,Pliskova Ka.,0.35,17.5,,
31735,1.29,1,1.111882873,5/22/2021,Gauff C.,0.29,14.5,,
32246,1.28,1,1.111836962,7/13/2021,Pera B.,0.28,14,,
23609,1.5,1,1.111778242,6/28/2017,Kerber A.,0.5,25,,
27433,2.47,0,1.111744905,1/28/2019,Niculescu M.,-1,-50,,
24748,1.62,1,1.111730409,1/3/2018,Vickery S.,0.62,31,,
27069,1.42,1,1.111712815,10/15/2018,Pavlyuchenkova A.,0.42,21,,
24649,2.06,0,1.111683879,10/20/2017,Puig M.,-1,-50,,
27359,1.19,1,1.111652197,1/15/2019,Mertens E.,0.19,9.5,,
33230,1.48,1,1.111609808,1/11/2022,Rybakina E.,0.48,24,,
27159,1.57,1,1.11158838,12/31/2018,Vekic D.,0.57,28.5,,
32759,1.34,1,1.111583037,9/20/2021,Kontaveit A.,0.34,17,,
27171,1.65,1,1.111576897,12/31/2018,Kuzmova V.,0.65,32.5,,
22752,2.44,0,1.111563183,3/11/2017,Parmentier P.,-1,-50,,
30980,1.86,0,1.111560751,2/13/2021,Bogdan A.,-1,-50,,
23348,1.48,1,1.11156071,5/29/2017,Flipkens K.,0.48,24,,
32050,3.26,0,1.111523141,6/24/2021,Sorribes Tormo S.,-1,-50,,
32540,1.46,1,1.111495118,8/24/2021,Mladenovic K.,0.46,23,,
30742,1.55,1,1.111479948,1/30/2021,Bolsova A.,0.55,27.5,,
25528,2.78,0,1.111470155,4/25/2018,Tomljanovic A.,-1,-50,,
32795,1.25,1,1.111450387,9/27/2021,Pegula J.,0.25,12.5,,
32859,1.87,1,1.111426558,10/1/2021,Rybakina E.,0.87,43.5,,
24082,1.18,1,1.111368459,8/28/2017,Sasnovich A.,0.18,9,,
28911,1.92,1,1.111366539,8/7/2019,Alexandrova E.,0.92,46,,
34940,2.49,0,1.111318121,8/21/2022,Sebov K.,-1,-50,,
29918,2.24,0,1.111314041,2/11/2020,Kuznetsova S.,-1,-50,,
27132,2.14,0,1.11128439,10/26/2018,Bertens K.,-1,-50,,
35356,1.38,1,1.111283527,10/7/2022,Alexandrova E.,0.38,19,,
31806,1.58,1,1.111282332,5/31/2021,Diyas Z.,0.58,29,,
34267,1.2,1,1.11125302,6/7/2022,Giorgi C.,0.2,10,,
35733,3.15,0,1.111243517,1/23/2023,Linette M.,-1,-50,,
30029,2.43,0,1.111207433,2/25/2020,Kuznetsova S.,-1,-50,,
34014,1.44,1,1.111184766,5/9/2022,Gauff C.,0.44,22,,
34844,1.64,1,1.111101189,8/9/2022,Sorribes Tormo S.,0.64,32,,
29185,1.41,1,1.111003546,9/10/2019,Stosur S.,0.41,20.5,,
22774,1.88,0,1.110991121,3/14/2017,Williams V.,-1,-50,,
33070,2.59,0,1.110957293,10/29/2021,Paolini J.,-1,-50,,
25669,2.53,0,1.110951366,5/9/2018,Kasatkina D.,-1,-50,,
29206,1.59,1,1.110790078,9/12/2019,Buzarnescu M.,0.59,29.5,,
24620,2.2,0,1.110775039,10/17/2017,Parmentier P.,-1,-50,,
33981,1.44,1,1.110766954,4/30/2022,Gauff C.,0.44,22,,
24518,1.81,1,1.110748102,10/10/2017,Tomova V.,0.81,40.5,,
28182,1.5,1,1.110712894,5/16/2019,Vondrousova M.,0.5,25,,
35492,2.4,0,1.110711344,11/6/2022,Garcia C.,-1,-50,,
35255,1.67,1,1.110687749,9/26/2022,Schmiedlova A.,0.67,33.5,,
35035,2.9,0,1.110649456,8/30/2022,Begu I.,-1,-50,,
34066,1.85,1,1.110634632,5/15/2022,Marcinko P.,0.85,42.5,,
23896,4.29,0,1.110590615,8/1/2017,Tig P.M.,-1,-50,,
33615,1.62,1,1.110587634,3/9/2022,Liu C.,0.62,31,,
28408,1.61,1,1.110552828,6/11/2019,Van Uytvanck A.,0.61,30.5,,
29343,1.92,1,1.110472527,9/23/2019,Wang Yaf.,0.92,46,,
34185,1.41,1,1.110468881,5/24/2022,Ostapenko J.,0.41,20.5,,
29449,1.68,1,1.110450697,10/1/2019,Riske A.,0.68,34,,
22801,1.6,1,1.110439035,3/22/2017,Parmentier P.,0.6,30,,
28229,1.48,1,1.110420256,5/21/2019,Alexandrova E.,0.48,24,,
33332,1.38,1,1.110411513,1/18/2022,Mertens E.,0.38,19,,
23835,2.12,1,1.110381369,7/25/2017,Zhu L.,1.12,56,,
25898,1.98,0,1.110376135,6/1/2018,Strycova B.,-1,-50,,
31946,1.23,1,1.11037037,6/14/2021,Martincova T.,0.23,11.5,,
35760,2.54,0,1.110285604,1/31/2023,Burel C.,-1,-50,,
25386,3.5,0,1.110272059,4/3/2018,Ahn K.,-1,-50,,
26541,1.77,0,1.110209284,8/23/2018,Goerges J.,-1,-50,,
22936,2.98,0,1.110193932,4/5/2017,Siegemund L.,-1,-50,,
33809,1.61,1,1.110134432,4/4/2022,Liu C.,0.61,30.5,,
26552,1.75,1,1.110113911,8/27/2018,Safarova L.,0.75,37.5,,
22845,2.53,0,1.110091176,3/24/2017,Parmentier P.,-1,-50,,
28521,2.74,0,1.110066156,6/23/2019,Petkovic A.,-1,-50,,
22898,3.81,0,1.110049553,4/4/2017,Sorribes Tormo S.,-1,-50,,
32952,1.28,1,1.110047618,10/12/2021,Azarenka V.,0.28,14,,
26499,2.42,0,1.110038726,8/15/2018,Makarova E.,-1,-50,,
26158,1.27,1,1.110024127,7/3/2018,Kontaveit A.,0.27,13.5,,
27230,1.37,1,1.109932718,1/4/2019,Pliskova Ka.,0.37,18.5,,
23645,1.93,0,1.109915012,7/3/2017,Peng S.,-1,-50,,
30268,1.61,1,1.109905488,8/25/2020,Azarenka V.,0.61,30.5,,
33319,2.59,0,1.109818714,1/18/2022,Kanepi K.,-1,-50,,
34978,3.18,0,1.109720102,8/24/2022,Parry D.,-1,-50,,
29443,1.68,1,1.109625578,9/30/2019,Pavlyuchenkova A.,0.68,34,,
28483,1.3,1,1.109595241,6/18/2019,Pliskova Kr.,0.3,15,,
35884,2.56,0,1.109498797,2/16/2023,Kudermetova V.,-1,-50,,
28212,1.27,1,1.109490262,5/19/2019,Ferro F.,0.27,13.5,,
27265,3.13,0,1.109481169,1/8/2019,Linette M.,-1,-50,,
26930,1.31,1,1.109469032,9/30/2018,Keys M.,0.31,15.5,,
23686,1.55,1,1.109460832,7/4/2017,Mattek-Sands B.,0.55,27.5,,
