match,PSW,win0,confidence0,date,winner,,,,
31209,2.5,0,1.056919651,3/10/2021,Teichmann J.,-1,-50,,
30127,1.78,1,1.056900211,3/6/2020,Van Uytvanck A.,0.78,39,,
30785,1.25,1,1.056895565,2/1/2021,Pavlyuchenkova A.,0.25,12.5,,
27640,3.03,0,1.056891102,3/6/2019,Linette M.,-1,-50,,
25750,3.2,0,1.056871438,5/21/2018,Hsieh S.W.,-1,-50,,
33101,1.26,1,1.056870368,11/9/2021,Halep S.,0.26,13,,
28557,2.11,0,1.056857095,6/25/2019,Tsurenko L.,-1,-50,,
28685,1.74,1,1.056855189,7/6/2019,Mertens E.,0.74,37,,
28650,1.1,1,1.056832813,7/3/2019,Pliskova Ka.,0.1,5,,
35825,1.23,1,1.056817111,2/7/2023,Pliskova Ka.,0.23,11.5,,
28545,1.48,1,1.056745531,6/25/2019,Halep S.,0.48,24,,
27897,1.59,1,1.056735584,4/5/2019,Wozniacki C.,0.59,29.5,,
23479,1.46,1,1.056707438,6/13/2017,Hogenkamp R.,0.46,23,,
32407,1.34,1,1.056700726,8/10/2021,Kvitova P.,0.34,17,,
30656,2.86,0,1.056668381,10/20/2020,Kasatkina D.,-1,-50,,
31581,1.95,1,1.056655576,4/30/2021,Pegula J.,0.95,47.5,,
26732,3,0,1.056653374,9/15/2018,Pegula J.,-1,-50,,
28630,1.43,1,1.056626387,7/2/2019,Strycova B.,0.43,21.5,,
28938,1.21,1,1.056612006,8/10/2019,Williams S.,0.21,10.5,,
25472,1.28,1,1.056602674,4/12/2018,Larsson J.,0.28,14,,
27345,1.36,1,1.056593719,1/15/2019,Kenin S.,0.36,18,,
23376,1.56,1,1.056512839,5/30/2017,Strycova B.,0.56,28,,
31827,1.49,1,1.056497758,6/1/2021,Jabeur O.,0.49,24.5,,
34271,1.41,1,1.0564973,6/7/2022,Alexandrova E.,0.41,20.5,,
30304,1.51,1,1.056485801,9/1/2020,Sorribes Tormo S.,0.51,25.5,,
31171,1.81,1,1.056484099,3/9/2021,Jabeur O.,0.81,40.5,,
29831,1.11,1,1.056462591,1/22/2020,Barty A.,0.11,5.5,,
25983,1.9,0,1.05644805,6/15/2018,Sabalenka A.,-1,-50,,
30672,1.88,1,1.056403665,10/23/2020,Sakkari M.,0.88,44,,
30505,1.51,1,1.056398788,9/21/2020,Ostapenko J.,0.51,25.5,,
32512,1.2,1,1.056379846,8/22/2021,Barty A.,0.2,10,,
22461,1.44,1,1.056298983,1/30/2017,Doi M.,0.44,22,,
26089,1.21,1,1.056291827,6/27/2018,Barty A.,0.21,10.5,,
30249,1.43,1,1.056220293,8/23/2020,Bellis C.,0.43,21.5,,
24443,1.32,1,1.056200364,9/30/2017,Pavlyuchenkova A.,0.32,16,,
22357,2.11,1,1.056194681,1/16/2017,Begu I.,1.11,55.5,,
24930,1.4,1,1.056182837,1/18/2018,Garcia C.,0.4,20,,
22769,2.73,0,1.056145545,3/13/2017,Mladenovic K.,-1,-50,,
31152,1.46,1,1.056104663,3/8/2021,Davis L.,0.46,23,,
29276,1.52,1,1.056066237,9/17/2019,Tig P.M.,0.52,26,,
26010,1.12,1,1.056053848,6/19/2018,Barty A.,0.12,6,,
29474,1.32,1,1.056016066,10/7/2019,Putintseva Y.,0.32,16,,
27760,1.12,1,1.056012859,3/21/2019,Tomljanovic A.,0.12,6,,
23944,1.4,1,1.055973629,8/7/2017,Alexandrova E.,0.4,20,,
32814,1.34,1,1.055959405,9/28/2021,Linette M.,0.34,17,,
22662,1.14,1,1.055957613,3/1/2017,Mchale C.,0.14,7,,
35814,1.32,1,1.055849358,2/7/2023,Giorgi C.,0.32,16,,
35009,1.16,1,1.055849344,8/29/2022,Krejcikova B.,0.16,8,,
29652,1.2,1,1.055845663,1/7/2020,Martic P.,0.2,10,,
23062,2.64,0,1.055842368,4/26/2017,Buyukakcay C.,-1,-50,,
24018,2.39,0,1.055839375,8/16/2017,Stephens S.,-1,-50,,
22937,2.28,0,1.05582793,4/5/2017,Sevastova A.,-1,-50,,
32810,1.18,1,1.055802487,9/28/2021,Mladenovic K.,0.18,9,,
22379,2.04,0,1.05580176,1/17/2017,Kovinic D.,-1,-50,,
23012,1.36,1,1.055770542,4/12/2017,Linette M.,0.36,18,,
23426,3.51,0,1.05576415,6/1/2017,Linette M.,-1,-50,,
33106,1.42,1,1.055754539,11/10/2021,Collins D.,0.42,21,,
22581,1.59,1,1.055733519,2/21/2017,Konjuh A.,0.59,29.5,,
24395,1.6,1,1.055728924,9/26/2017,Pliskova Kr.,0.6,30,,
35631,1.36,1,1.055690742,1/16/2023,Kalinina A.,0.36,18,,
22561,2.11,0,1.055685035,2/20/2017,Peng S.,-1,-50,,
25526,2.92,0,1.05568496,4/25/2018,Pavlyuchenkova A.,-1,-50,,
29901,2.62,0,1.055676161,2/1/2020,Kenin S.,-1,-50,,
31182,1.31,1,1.055661608,3/9/2021,Pliskova Ka.,0.31,15.5,,
30239,1.7,1,1.055628639,8/23/2020,Putintseva Y.,0.7,35,,
31833,1.19,1,1.055619846,6/2/2021,Williams S.,0.19,9.5,,
30893,1.32,1,1.055604917,2/8/2021,Williams V.,0.32,16,,
35891,1.09,1,1.055587707,2/19/2023,Fernandez L.A.,0.09,4.5,,
35909,2.17,0,1.055553635,2/20/2023,Sasnovich A.,-1,-50,,
33132,2.79,0,1.055520888,1/4/2022,Petkovic A.,-1,-50,,
32617,1.18,1,1.055466574,8/31/2021,Paolini J.,0.18,9,,
33674,4.36,0,1.05545376,3/13/2022,Dart H.,-1,-50,,
29861,1.19,1,1.055449078,1/23/2020,Kontaveit A.,0.19,9.5,,
30365,4.72,0,1.055405452,9/3/2020,Brengle M.,-1,-50,,
31546,1.2,1,1.055376557,4/23/2021,Mertens E.,0.2,10,,
24879,1.37,1,1.05535011,1/16/2018,Sevastova A.,0.37,18.5,,
35648,1.09,1,1.055322447,1/17/2023,Kontaveit A.,0.09,4.5,,
23395,1.17,1,1.055309985,5/30/2017,Garcia C.,0.17,8.5,,
23150,1.77,1,1.055291779,5/6/2017,Barthel M.,0.77,38.5,,
23367,1.29,1,1.055246881,5/29/2017,Muguruza G.,0.29,14.5,,
25145,1.19,1,1.055210147,2/28/2018,Mladenovic K.,0.19,9.5,,
25797,5.7,0,1.055197438,5/25/2018,Flipkens K.,-1,-50,,
26753,1.73,1,1.055069698,9/18/2018,Tomljanovic A.,0.73,36.5,,
25985,3.36,0,1.055050875,6/16/2018,Krunic A.,-1,-50,,
29305,1.3,1,1.055008441,9/19/2019,Putintseva Y.,0.3,15,,
29905,1.64,1,1.054964512,2/10/2020,Hibino N.,0.64,32,,
32916,1.3,1,1.054947371,10/9/2021,Pliskova Ka.,0.3,15,,
31134,1.58,1,1.054915302,3/5/2021,Tauson C.,0.58,29,,
31917,1.41,1,1.054912477,6/9/2021,Zhang S.,0.41,20.5,,
27761,1.2,1,1.054906133,3/21/2019,Osuigwe W.,0.2,10,,
29355,1.81,1,1.054819804,9/23/2019,Cirstea S.,0.81,40.5,,
32760,1.57,1,1.054806374,9/20/2021,Linette M.,0.57,28.5,,
30133,3.22,0,1.054796447,3/7/2020,Friedsam A.L.,-1,-50,,
28219,1.71,1,1.054772375,5/20/2019,Sharma A.,0.71,35.5,,
34067,1.17,1,1.054748877,5/15/2022,Tomljanovic A.,0.17,8.5,,
22725,1.81,1,1.054684631,3/10/2017,Bacsinszky T.,0.81,40.5,,
32866,1.73,0,1.054664566,10/2/2021,Muguruza G.,-1,-50,,
33053,1.54,1,1.05465264,10/27/2021,Yastremska D.,0.54,27,,
32151,3.83,0,1.054642242,7/1/2021,Rogers S.,-1,-50,,
28606,2.48,0,1.054556159,7/1/2019,Golubic V.,-1,-50,,
24568,1.56,1,1.054508039,10/12/2017,Cirstea S.,0.56,28,,
33856,1.27,1,1.054505838,4/6/2022,Tomljanovic A.,0.27,13.5,,
33581,3.22,0,1.054493713,3/2/2022,Bondar A.,-1,-50,,
28826,5.56,0,1.054461384,7/28/2019,Teichmann J.,-1,-50,,
33215,1.31,1,1.05444703,1/9/2022,Halep S.,0.31,15.5,,
26632,2.59,0,1.054444566,8/30/2018,Sasnovich A.,-1,-50,,
31819,1.43,1,1.054432204,6/1/2021,Kontaveit A.,0.43,21.5,,
28691,2.67,0,1.054418821,7/8/2019,Zhang S.,-1,-50,,
35052,1.09,1,1.054406959,8/30/2022,Sabalenka A.,0.09,4.5,,
31844,2.21,0,1.054356548,6/2/2021,Collins D.,-1,-50,,
32034,2.39,0,1.054348944,6/23/2021,Ostapenko J.,-1,-50,,
27861,2.37,0,1.054319829,4/3/2019,Kanepi K.,-1,-50,,
29038,1.2,1,1.054279314,8/26/2019,Swiatek I.,0.2,10,,
25300,3.22,0,1.054246306,3/22/2018,Mchale C.,-1,-50,,
24066,1.61,1,1.054237223,8/23/2017,Peng S.,0.61,30.5,,
24250,1.45,1,1.05423386,9/14/2017,Van Uytvanck A.,0.45,22.5,,
26055,1.6,1,1.054184743,6/24/2018,Pavlyuchenkova A.,0.6,30,,
35119,1.93,0,1.054181753,9/6/2022,Sabalenka A.,-1,-50,,
33318,1.18,1,1.054180778,1/18/2022,Collins D.,0.18,9,,
25989,1.72,1,1.054172449,6/17/2018,Barty A.,0.72,36,,
30685,1.26,1,1.054156326,1/6/2021,Sakkari M.,0.26,13,,
24179,1.13,1,1.054136563,9/1/2017,Keys M.,0.13,6.5,,
33488,1.23,1,1.054076152,2/21/2022,Mertens E.,0.23,11.5,,
32365,2.03,1,1.05401246,7/24/2021,Kucova K.,1.03,51.5,,
33143,1.31,1,1.053992905,1/4/2022,Li A.,0.31,15.5,,
28398,1.85,0,1.053992384,6/10/2019,Kudermetova V.,-1,-50,,
26332,5.54,0,1.053936278,7/26/2018,Zidansek T.,-1,-50,,
25578,1.8,1,1.053917331,5/1/2018,Zidansek T.,0.8,40,,
30161,1.24,1,1.053907558,8/7/2020,Ferro F.,0.24,12,,
34139,3.2,0,1.053894212,5/22/2022,Siniakova K.,-1,-50,,
35620,1.17,1,1.053877757,1/16/2023,Mcnally C.,0.17,8.5,,
32545,1.6,1,1.053876563,8/25/2021,Kontaveit A.,0.6,30,,
23790,2.55,0,1.053864278,7/19/2017,Korpatsch T.,-1,-50,,
28248,1.12,1,1.053843775,5/22/2019,Tomljanovic A.,0.12,6,,
28331,1.29,1,1.053842287,5/28/2019,Azarenka V.,0.29,14.5,,
35380,1.85,1,1.053775798,10/11/2022,Stephens S.,0.85,42.5,,
30639,1.52,1,1.053743172,10/4/2020,Podoroska N.,0.52,26,,
28176,2.22,1,1.053741978,5/14/2019,Suarez Navarro C.,1.22,61,,
23475,1.2,1,1.053717807,6/13/2017,Rybarikova M.,0.2,10,,
27625,2.32,0,1.053697565,2/28/2019,Wang Yaf.,-1,-50,,
35304,2.88,0,1.053695685,10/1/2022,Sherif M.,-1,-50,,
22450,1.17,1,1.053649267,1/23/2017,Williams S.,0.17,8.5,,
23413,1.19,1,1.053631955,6/1/2017,Pliskova Ka.,0.19,9.5,,
25517,1.34,1,1.053620932,4/24/2018,Parmentier P.,0.34,17,,
30619,2.3,0,1.05361643,10/1/2020,Ostapenko J.,-1,-50,,
24947,1.36,1,1.053601357,1/20/2018,Pliskova Ka.,0.36,18,,
33076,3.29,0,1.05357681,10/29/2021,Kostyuk M.,-1,-50,,
25354,1.11,1,1.053518628,4/2/2018,Bogdan A.,0.11,5.5,,
23298,1.19,1,1.053512743,5/23/2017,Peng S.,0.19,9.5,,
31949,1.22,1,1.053471786,6/14/2021,Alexandrova E.,0.22,11,,
29053,1.14,1,1.053434714,8/27/2019,Kontaveit A.,0.14,7,,
24131,2.46,0,1.053428802,8/30/2017,Brady J.,-1,-50,,
25531,1.35,1,1.053373727,4/25/2018,Kuznetsova S.,0.35,17.5,,
29747,2.71,0,1.053351996,1/15/2020,Cabrera L.,-1,-50,,
26408,1.38,1,1.053350761,8/6/2018,Sevastova A.,0.38,19,,
30986,1.85,0,1.053325775,2/13/2021,Minnen G.,-1,-50,,
29804,1.26,1,1.053319649,1/21/2020,Blinkova A.,0.26,13,,
33309,1.12,1,1.05321578,1/18/2022,Rybakina E.,0.12,6,,
23322,1.33,1,1.053189555,5/25/2017,Bertens K.,0.33,16.5,,
23994,1.5,1,1.05318545,8/14/2017,Bertens K.,0.5,25,,
32943,1.22,1,1.053177071,10/11/2021,Pegula J.,0.22,11,,
24929,1.63,1,1.053168235,1/18/2018,Radwanska A.,0.63,31.5,,
29433,1.49,1,1.053073183,9/29/2019,Wang Yaf.,0.49,24.5,,
28904,2.27,0,1.053059027,8/6/2019,Siniakova K.,-1,-50,,
35724,1.27,1,1.053057673,1/21/2023,Bencic B.,0.27,13.5,,
34884,1.09,1,1.053050795,8/15/2022,Rybakina E.,0.09,4.5,,
30823,1.33,1,1.053018594,2/3/2021,Kontaveit A.,0.33,16.5,,
24149,1.61,1,1.052940208,8/31/2017,Niculescu M.,0.61,30.5,,
35004,9.01,0,1.05289705,8/29/2022,Rodina E.,-1,-50,,
27489,1.56,1,1.052895436,2/12/2019,Goerges J.,0.56,28,,
27756,2.65,0,1.052890389,3/21/2019,Gauff C.,-1,-50,,
35205,1.42,1,1.052839356,9/20/2022,Mladenovic K.,0.42,21,,
23330,1.88,1,1.052838016,5/27/2017,Stosur S.,0.88,44,,
25465,1.99,1,1.052803723,4/12/2018,Barthel M.,0.99,49.5,,
27401,1.26,1,1.052787005,1/18/2019,Kvitova P.,0.26,13,,
36048,1.2,1,1.052731337,3/8/2023,Wang Xin.,0.2,10,,
26045,1.27,1,1.052706424,6/22/2018,Rybarikova M.,0.27,13.5,,
25516,2.55,0,1.052702442,4/24/2018,Hercog P.,-1,-50,,
30415,1.42,1,1.052674695,9/9/2020,Garcia C.,0.42,21,,
32425,1.54,1,1.052671571,8/11/2021,Giorgi C.,0.54,27,,
25222,2.27,0,1.05265085,3/10/2018,Sasnovich A.,-1,-50,,
22748,2.66,0,1.052599182,3/11/2017,Pliskova Kr.,-1,-50,,
25221,4.85,0,1.052535463,3/10/2018,Dolehide C.,-1,-50,,
25755,1.19,1,1.052528828,5/21/2018,Cibulkova D.,0.19,9.5,,
34136,1.41,1,1.052468955,5/22/2022,Gracheva V.,0.41,20.5,,
29993,1.34,1,1.052430419,2/23/2020,Muguruza G.,0.34,17,,
25686,1.79,1,1.052358862,5/14/2018,Gavrilova D.,0.79,39.5,,
32619,1.09,1,1.052343374,8/31/2021,Osaka N.,0.09,4.5,,
28548,1.97,1,1.052343308,6/25/2019,Peterson R.,0.97,48.5,,
27254,1.22,1,1.052304968,1/7/2019,Bertens K.,0.22,11,,
24627,1.43,1,1.052299597,10/18/2017,Kasatkina D.,0.43,21.5,,
32542,3.36,0,1.052290294,8/24/2021,Gracheva V.,-1,-50,,
35826,1.41,1,1.052274072,2/7/2023,Potapova A.,0.41,20.5,,
32717,1.6,1,1.052225463,9/14/2021,Martincova T.,0.6,30,,
33713,3.19,0,1.052222753,3/22/2022,Rogers S.,-1,-50,,
25924,1.45,1,1.052188925,6/6/2018,Halep S.,0.45,22.5,,
36007,1.5,1,1.05217602,3/1/2023,Mcnally C.,0.5,25,,
33972,1.19,1,1.052174525,4/29/2022,Rybakina E.,0.19,9.5,,
33662,1.24,1,1.052155622,3/12/2022,Badosa P.,0.24,12,,
24081,1.47,1,1.052141054,8/28/2017,Sevastova A.,0.47,23.5,,
34050,1.69,1,1.052140124,5/11/2022,Sakkari M.,0.69,34.5,,
27909,2.61,0,1.052125733,4/8/2019,Kuznetsova S.,-1,-50,,
23153,2.3,0,1.051930218,5/6/2017,Bouchard E.,-1,-50,,
25951,1.27,1,1.051877618,6/12/2018,Krunic A.,0.27,13.5,,
28252,2.32,0,1.051837642,5/22/2019,Friedsam A.L.,-1,-50,,
33997,1.26,1,1.051832707,5/2/2022,Halep S.,0.26,13,,
28385,1.34,1,1.051822344,6/2/2019,Martic P.,0.34,17,,
33333,2.67,0,1.051786502,1/18/2022,Cirstea S.,-1,-50,,
31873,1.42,1,1.051786138,6/5/2021,Jabeur O.,0.42,21,,
35084,3.19,0,1.051763308,9/1/2022,Davis L.,-1,-50,,
24689,3.31,0,1.051739842,12/31/2017,Cornet A.,-1,-50,,
22767,1.13,1,1.051731003,3/13/2017,Kerber A.,0.13,6.5,,
22353,1.17,1,1.051628466,1/16/2017,Muguruza G.,0.17,8.5,,
32420,3.53,0,1.051622269,8/10/2021,Dart H.,-1,-50,,
24945,1.13,1,1.051618359,1/20/2018,Keys M.,0.13,6.5,,
27895,1.55,1,1.051586158,4/5/2019,Stephens S.,0.55,27.5,,
31626,2.11,1,1.051582199,5/10/2021,Alexandrova E.,1.11,55.5,,
35709,2.98,0,1.051566242,1/19/2023,Vekic D.,-1,-50,,
25599,1.87,0,1.051559587,5/2/2018,Pliskova Kr.,-1,-50,,
35657,1.09,1,1.051525989,1/17/2023,Sabalenka A.,0.09,4.5,,
29761,7.06,0,1.051524795,1/16/2020,Watson H.,-1,-50,,
32025,1.2,1,1.051519019,6/22/2021,Golubic V.,0.2,10,,
33816,1.09,1,1.051480056,4/4/2022,Paolini J.,0.09,4.5,,
33249,5.89,0,1.051459064,1/12/2022,Garcia C.,-1,-50,,
23595,1.29,1,1.05144545,6/26/2017,Davis L.,0.29,14.5,,
24960,1.43,1,1.051419847,1/25/2018,Wozniacki C.,0.43,21.5,,
28164,1.56,1,1.051409968,5/13/2019,Putintseva Y.,0.56,28,,
33867,2.47,0,1.051404671,4/7/2022,Bara I.,-1,-50,,
24651,2.49,0,1.051384396,10/21/2017,Goerges J.,-1,-50,,
23405,1.13,1,1.051353122,5/31/2017,Williams V.,0.13,6.5,,
24683,1.52,1,1.051341798,12/31/2017,Siniakova K.,0.52,26,,
32461,1.09,1,1.051330395,8/17/2021,Rybakina E.,0.09,4.5,,
30687,1.32,1,1.051305865,1/6/2021,Putintseva Y.,0.32,16,,
32087,1.54,1,1.051255298,6/29/2021,Krejcikova B.,0.54,27,,
23784,1.22,1,1.051241504,7/18/2017,Maria T.,0.22,11,,
33295,1.09,1,1.051236431,1/17/2022,Anisimova A.,0.09,4.5,,
30529,1.22,1,1.051217912,9/27/2020,Podoroska N.,0.22,11,,
27905,1.98,0,1.051212301,4/7/2019,Azarenka V.,-1,-50,,
22402,1.31,1,1.051179786,1/18/2017,Vandeweghe C.,0.31,15.5,,
28964,1.36,1,1.05117974,8/14/2019,Kenin S.,0.36,18,,
34933,1.76,0,1.051173348,8/19/2022,Sabalenka A.,-1,-50,,
24684,1.65,1,1.051165754,12/31/2017,Lucic-Baroni M.,0.65,32.5,,
33695,1.25,1,1.051112062,3/15/2022,Sakkari M.,0.25,12.5,,
26976,1.26,1,1.051069361,10/8/2018,Martic P.,0.26,13,,
32909,1.19,1,1.051064833,10/8/2021,Diyas Z.,0.19,9.5,,
35680,1.09,1,1.051006989,1/18/2023,Azarenka V.,0.09,4.5,,
33449,1.34,1,1.050998529,2/15/2022,Jabeur O.,0.34,17,,
23825,1.09,1,1.050971571,7/24/2017,Wang Q.,0.09,4.5,,
25168,3.18,0,1.050968701,3/7/2018,Putintseva Y.,-1,-50,,
34738,2.13,1,1.05093005,7/27/2022,Bogdan A.,1.13,56.5,,
29415,1.86,1,1.050922806,9/28/2019,Kasatkina D.,0.86,43,,
33947,2.8,0,1.050894065,4/24/2022,Potapova A.,-1,-50,,
24520,1.11,1,1.050890593,10/10/2017,Williams V.,0.11,5.5,,
27470,3.23,0,1.050879633,1/31/2019,Linette M.,-1,-50,,
31045,1.43,1,1.050845031,2/17/2021,Brady J.,0.43,21.5,,
28529,1.68,1,1.050833287,6/23/2019,Zhang S.,0.68,34,,
32987,1.3,1,1.050769003,10/19/2021,Halep S.,0.3,15,,
29729,1.32,1,1.050766451,1/13/2020,Yastremska D.,0.32,16,,
27127,1.7,1,1.050721654,10/23/2018,Wozniacki C.,0.7,35,,
30751,1.28,1,1.050710994,1/31/2021,Kasatkina D.,0.28,14,,
24481,2.24,0,1.050659604,10/3/2017,Cirstea S.,-1,-50,,
25272,1.69,1,1.050652805,3/21/2018,Sabalenka A.,0.69,34.5,,
33911,3.28,0,1.05063654,4/20/2022,Peterson R.,-1,-50,,
25819,1.55,1,1.050624114,5/28/2018,Vandeweghe C.,0.55,27.5,,
31104,1.27,1,1.050589327,3/2/2021,Pegula J.,0.27,13.5,,
26658,2.4,0,1.05053904,9/2/2018,Pliskova Ka.,-1,-50,,
32452,2.42,0,1.05052992,8/16/2021,Teichmann J.,-1,-50,,
28474,1.25,1,1.050512227,6/18/2019,Sevastova A.,0.25,12.5,,
27837,1.34,1,1.050459804,4/1/2019,Zidansek T.,0.34,17,,
32832,1.98,0,1.050448077,9/29/2021,Cristian J.,-1,-50,,
29076,1.15,1,1.050445343,8/27/2019,Kvitova P.,0.15,7.5,,
26018,1.4,1,1.050387665,6/19/2018,Svitolina E.,0.4,20,,
35526,3.67,0,1.050344081,1/4/2023,Kostyuk M.,-1,-50,,
33113,1.58,1,1.050328768,11/12/2021,Riske A.,0.58,29,,
24012,1.79,1,1.050315856,8/15/2017,Cibulkova D.,0.79,39.5,,
22316,1.12,1,1.050293913,1/11/2017,Radwanska A.,0.12,6,,
22659,1.37,1,1.050290324,3/1/2017,Ostapenko J.,0.37,18.5,,
24417,1.99,1,1.050289568,9/27/2017,Garcia C.,0.99,49.5,,
23940,1.48,1,1.050258619,8/7/2017,Kvitova P.,0.48,24,,
32984,1.16,1,1.050251766,10/19/2021,Martincova T.,0.16,8,,
29855,1.19,1,1.05021303,1/23/2020,Svitolina E.,0.19,9.5,,
35270,1.26,1,1.05015471,9/27/2022,Begu I.,0.26,13,,
25017,1.66,1,1.050140419,2/3/2018,Kozlova K.,0.66,33,,
22506,1.15,1,1.050139944,2/3/2017,Svitolina E.,0.15,7.5,,
26125,1.98,1,1.050112177,7/2/2018,Makarova E.,0.98,49,,
32239,1.39,1,1.050103068,7/13/2021,Ferro F.,0.39,19.5,,
27627,2.91,0,1.050065113,3/1/2019,Kenin S.,-1,-50,,
25076,1.37,1,1.050064726,2/19/2018,Konta J.,0.37,18.5,,
29850,2.4,0,1.050055232,1/22/2020,Townsend T.,-1,-50,,
28758,2.25,0,1.050045274,7/19/2019,Siegemund L.,-1,-50,,
31336,2.44,0,1.050017228,3/26/2021,Kalinskaya A.,-1,-50,,
29574,1.46,1,1.049999861,10/17/2019,Pavlyuchenkova A.,0.46,23,,
36008,1.19,1,1.049966266,3/1/2023,Collins D.,0.19,9.5,,
34584,2.55,0,1.04995491,7/11/2022,Kalinskaya A.,-1,-50,,
34771,1.49,1,1.049895579,8/1/2022,Pliskova Ka.,0.49,24.5,,
31928,1.61,1,1.049893595,6/10/2021,Riske A.,0.61,30.5,,
30347,2.84,0,1.049863208,9/2/2020,Vickery S.,-1,-50,,
33315,1.57,1,1.049858901,1/18/2022,Bouzkova M.,0.57,28.5,,
30545,1.19,1,1.049858038,9/28/2020,Zarazua R.,0.19,9.5,,
34743,3.35,0,1.049836735,7/27/2022,Lee G.,-1,-50,,
32872,1.37,1,1.049750461,10/6/2021,Stephens S.,0.37,18.5,,
33023,1.17,1,1.04973375,10/25/2021,Tauson C.,0.17,8.5,,
29643,3.49,0,1.049723308,1/6/2020,Zidansek T.,-1,-50,,
24309,1.5,1,1.049680095,9/19/2017,Gibbs N.,0.5,25,,
24835,1.69,1,1.04967007,1/13/2018,Mertens E.,0.69,34.5,,
32493,1.44,1,1.049654853,8/19/2021,Pliskova Ka.,0.44,22,,
25339,1.13,1,1.049650615,3/26/2018,Kerber A.,0.13,6.5,,
30942,3.73,0,1.04961868,2/10/2021,Errani S.,-1,-50,,
23485,1.25,1,1.049605576,6/13/2017,Konjuh A.,0.25,12.5,,
24154,1.32,1,1.049596369,8/31/2017,Osaka N.,0.32,16,,
29017,1.71,1,1.049572059,8/22/2019,Giorgi C.,0.71,35.5,,
31103,1.83,1,1.049547924,3/2/2021,Garcia C.,0.83,41.5,,
35710,9.01,0,1.049536896,1/19/2023,Volynets K.,-1,-50,,
25319,1.15,1,1.049460748,3/23/2018,Barty A.,0.15,7.5,,
35536,1.16,1,1.04943657,1/5/2023,Fernandez L.A.,0.16,8,,
29417,1.94,0,1.049411259,9/28/2019,Bertens K.,-1,-50,,
28002,1.85,1,1.049394096,4/24/2019,Bogdan A.,0.85,42.5,,
30726,2.22,0,1.04937539,1/9/2021,Kasatkina D.,-1,-50,,
29526,1.75,1,1.049355814,10/11/2019,Petkovic A.,0.75,37.5,,
31406,1.6,1,1.049344655,4/6/2021,Davis L.,0.6,30,,
25370,1.34,1,1.049332185,4/2/2018,Tomljanovic A.,0.34,17,,
33012,1.67,1,1.04921368,10/22/2021,Vondrousova M.,0.67,33.5,,
23634,1.18,1,1.049158063,7/3/2017,Konta J.,0.18,9,,
23192,1.47,1,1.049153627,5/9/2017,Stosur S.,0.47,23.5,,
32154,1.51,1,1.049145306,7/1/2021,Badosa P.,0.51,25.5,,
31686,3.91,0,1.049144484,5/17/2021,Bucsa C.,-1,-50,,
31018,1.47,1,1.049141091,2/15/2021,Begu I.,0.47,23.5,,
27392,1.29,1,1.049097614,1/17/2019,Mertens E.,0.29,14.5,,
33317,1.31,1,1.049059143,1/18/2022,Sabalenka A.,0.31,15.5,,
34585,1.21,1,1.049054052,7/11/2022,Niemeier J.,0.21,10.5,,
34615,1.32,1,1.049034667,7/13/2022,Tsurenko L.,0.32,16,,
23445,1.11,1,1.049034215,6/4/2017,Svitolina E.,0.11,5.5,,
23009,1.28,1,1.049015481,4/12/2017,Errani S.,0.28,14,,
33273,2.43,0,1.049007423,1/14/2022,Keys M.,-1,-50,,
31818,1.23,1,1.048992998,6/1/2021,Linette M.,0.23,11.5,,
28925,2.29,0,1.048931496,8/8/2019,Kenin S.,-1,-50,,
29032,1.85,1,1.048879174,8/26/2019,Siegemund L.,0.85,42.5,,
32889,1.34,1,1.048873216,10/7/2021,Martic P.,0.34,17,,
34647,1.49,1,1.048843309,7/17/2022,Martic P.,0.49,24.5,,
26935,1.37,1,1.048825677,10/1/2018,Wozniacki C.,0.37,18.5,,
32644,1.22,1,1.048808724,9/1/2021,Pavlyuchenkova A.,0.22,11,,
35930,1.09,1,1.048796351,2/21/2023,Pegula J.,0.09,4.5,,
30680,1.29,1,1.048781267,1/6/2021,Alexandrova E.,0.29,14.5,,
22865,1.17,1,1.04876168,3/26/2017,Pliskova Ka.,0.17,8.5,,
26009,1.29,1,1.048750885,6/19/2018,Azarenka V.,0.29,14.5,,
32029,1.38,1,1.048729871,6/22/2021,Siegemund L.,0.38,19,,
35779,2.7,0,1.048728894,2/1/2023,Tsurenko L.,-1,-50,,
22650,3.35,0,1.04872694,2/28/2017,Sharipova S.,-1,-50,,
34948,1.23,1,1.048695146,8/22/2022,Kostyuk M.,0.23,11.5,,
26219,1.26,1,1.048648936,7/10/2018,Williams S.,0.26,13,,
25741,1.11,1,1.048619905,5/20/2018,Collins D.,0.11,5.5,,
35670,1.16,1,1.048617382,1/18/2023,Krejcikova B.,0.16,8,,
22941,1.17,1,1.048564253,4/6/2017,Garcia C.,0.17,8.5,,
30481,1.18,1,1.048548272,9/18/2020,Pliskova Ka.,0.18,9,,
28622,1.25,1,1.048536514,7/2/2019,Goerges J.,0.25,12.5,,
22593,4.34,0,1.048528215,2/21/2017,Bondarenko K.,-1,-50,,
22339,1.11,1,1.048516126,1/16/2017,Svitolina E.,0.11,5.5,,
33737,1.09,1,1.048490328,3/23/2022,Brengle M.,0.09,4.5,,
27734,1.51,1,1.048464396,3/20/2019,Siniakova K.,0.51,25.5,,
30198,1.3,1,1.048443702,8/12/2020,Siegemund L.,0.3,15,,
22286,1.7,1,1.048430976,1/9/2017,Pavlyuchenkova A.,0.7,35,,
