match,PSW,win0,confidence0,date,winner,,
29819,1.13,0,5.247629102,1/21/2020,Bencic B.,,
15081,1.09,0,4.976155793,2/18/2014,Williams S.,,
26289,1.16,0,4.76633141,7/23/2018,Wang Q.,,
14117,1.14,0,4.699365775,8/18/2013,Williams S.,,
27675,1.13,0,4.621084996,3/9/2019,Pliskova Ka.,,
15543,5.69,1,4.574602942,4/20/2014,Vekic D.,,
16121,1.18,0,4.42792035,6/25/2014,Cibulkova D.,,
15534,1.09,0,4.367689379,4/17/2014,Cibulkova D.,,
19777,5.64,1,4.238211293,1/11/2016,Birrell K.,,
14268,1.17,0,4.223098193,9/3/2013,Azarenka V.,,
16282,5.11,1,4.127025938,7/16/2014,Dabrowski G.,,
31864,1.13,0,4.034508851,6/4/2021,Rybakina E.,,
15225,1.16,0,3.808093362,3/8/2014,Cibulkova D.,,
22076,1.21,0,3.762665826,10/14/2016,Keys M.,,
22172,1.24,0,3.749893761,11/2/2016,Konta J.,,
22175,1.22,0,3.729830987,11/3/2016,Svitolina E.,,
22296,1.22,0,3.58019374,1/9/2017,Flipkens K.,,
12193,1.19,0,3.493627771,10/23/2012,Williams S.,,
10900,1.18,0,3.465925787,5/18/2012,Williams S.,,
31904,1.24,0,3.421415508,6/8/2021,Golubic V.,,
28502,1.21,0,3.39485395,6/20/2019,Garcia C.,,
13308,1.24,0,3.357941152,5/19/2013,Williams S.,,
28698,1.28,0,3.312169353,7/9/2019,Williams S.,,
19619,5,1,3.254238491,10/22/2015,Van Uytvanck A.,,
31665,4.2,1,3.22729733,5/13/2021,Gauff C.,,
24039,1.27,0,3.17500722,8/18/2017,Pliskova Ka.,,
33800,1.22,0,3.174381518,3/31/2022,Swiatek I.,,
34564,5.27,1,3.15310296,7/2/2022,Cornet A.,,
31863,4.22,1,3.046091915,6/4/2021,Pavlyuchenkova A.,,
22151,5.23,1,3.000170705,10/22/2016,Niculescu M.,,
14595,1.24,0,2.986601067,10/15/2013,Lisicki S.,,
19610,1.25,0,2.964782997,10/21/2015,Barthel M.,,
31503,1.17,0,2.957080524,4/19/2021,Bencic B.,,
32153,1.28,0,2.892254644,7/1/2021,Pavlyuchenkova A.,,
30029,1.25,0,2.874139735,2/25/2020,Pliskova Ka.,,
34674,1.31,0,2.87061007,7/19/2022,Krunic A.,,
29121,1.29,0,2.852720356,8/30/2019,Barty A.,,
15232,1.25,0,2.72581372,3/8/2014,Wozniacki C.,,
16023,3.42,1,2.711500134,6/17/2014,Giorgi C.,,
30808,1.26,0,2.685918147,2/2/2021,Bouzkova M.,,
19618,1.22,0,2.677782358,10/22/2015,Jankovic J.,,
23794,1.3,0,2.670642297,7/19/2017,Witthoeft C.,,
34052,1.28,0,2.649542941,5/12/2022,Jabeur O.,,
15301,1.44,0,2.644010199,3/20/2014,Lisicki S.,,
34425,3.93,1,2.619165195,6/21/2022,Kalinina A.,,
29711,1.4,0,2.60448779,1/11/2020,Williams S.,,
29475,1.32,0,2.590006292,10/7/2019,Putintseva Y.,,
29378,1.3,0,2.584873336,9/24/2019,Pliskova Ka.,,
31134,1.37,0,2.562140805,3/5/2021,Muguruza G.,,
20972,1.36,0,2.559182636,6/8/2016,Mladenovic K.,,
24983,3.74,1,2.549293471,1/30/2018,Zvonareva V.,,
27122,3.11,1,2.542243832,10/21/2018,Pliskova Ka.,,
28911,1.3,0,2.536296759,8/7/2019,Halep S.,,
27493,1.4,0,2.527113962,2/12/2019,Kontaveit A.,,
14475,1.27,0,2.508066596,9/30/2013,Errani S.,,
32504,1.3,0,2.507812421,8/21/2021,Barty A.,,
19210,1.24,0,2.490076113,9/15/2015,Beck A.,,
25591,3.6,1,2.47294035,5/2/2018,Badosa Gibert P.,,
30039,1.34,0,2.433207139,2/26/2020,Barty A.,,
31543,1.32,0,2.422786309,4/23/2021,Halep S.,,
29966,3.26,1,2.417596526,2/18/2020,Rybakina E.,,
26271,1.39,0,2.412921257,7/19/2018,Cirstea S.,,
24712,1.37,0,2.408055512,1/1/2018,Zhang S.,,
19179,3.92,1,2.406932922,9/9/2015,Pennetta F.,,
23510,1.41,0,2.4064332,6/16/2017,Vikhlyantseva N.,,
23431,1.36,0,2.39911668,6/2/2017,Stosur S.,,
21553,1.26,0,2.399114915,8/22/2016,Konjuh A.,,
33955,1.39,0,2.36992143,4/28/2022,Badosa P.,,
18066,3.83,1,2.363730027,4/30/2015,Babos T.,,
22053,1.36,0,2.335617157,10/12/2016,Keys M.,,
34615,3.04,1,2.334486782,7/13/2022,Siniakova K.,,
20992,1.41,0,2.334269918,6/11/2016,Puig M.,,
18358,1.34,0,2.327538762,5/29/2015,Svitolina E.,,
17019,1.38,0,2.322333881,10/8/2014,Giorgi C.,,
35523,2.88,1,2.321412535,1/4/2023,Masarova R.,1.88,37.6
35729,1.44,0,2.317545649,1/22/2023,Pegula J.,-1,-20
14673,2.59,1,2.316408669,12/30/2013,Golubic V.,,
21234,1.27,0,2.29416216,7/9/2016,Williams S.,,
29348,1.32,0,2.279789921,9/23/2019,Martic P.,,
21169,1.3,0,2.275709346,6/30/2016,Vinci R.,,
23108,3.25,1,2.27513707,5/2/2017,Maria T.,,
33621,1.4,0,2.251657348,3/9/2022,Riske A.,,
17871,1.33,0,2.247233991,4/6/2015,Cornet A.,,
20764,1.36,0,2.244637829,5/16/2016,Garcia C.,,
14858,3.36,1,2.241202712,1/14/2014,Svitolina E.,,
19642,3.97,1,2.241007968,10/30/2015,Safarova L.,,
26467,1.44,0,2.240058124,8/13/2018,Azarenka V.,,
34172,3.07,1,2.23009438,5/24/2022,Contreras Gomez F.,,
19953,1.38,0,2.229089795,2/9/2016,Zheng S.,,
12852,1.48,0,2.223141813,3/9/2013,Kuznetsova S.,,
29659,1.35,0,2.219710544,1/7/2020,Osaka N.,,
15344,1.42,0,2.213795024,3/23/2014,Cibulkova D.,,
16257,1.25,0,2.206692384,7/15/2014,Wozniacki C.,,
35366,2.82,1,2.201375638,10/9/2022,Krejcikova B.,,
20484,3.31,1,2.199501603,4/12/2016,Pella C.,,
25952,1.38,0,2.192870135,6/12/2018,Flipkens K.,,
23673,1.36,0,2.186005738,7/4/2017,Kuznetsova S.,,
33109,3.05,1,2.18208947,11/11/2021,Riske A.,,
14763,3.34,1,2.182085583,1/6/2014,Lepchenko V.,,
23234,3.02,1,2.179723525,5/16/2017,Davis L.,,
26357,1.36,0,2.177727789,7/30/2018,Collins D.,,
19350,1.4,0,2.176323431,9/28/2015,Mladenovic K.,,
17640,1.49,0,2.17214027,3/3/2015,Koukalova K.,,
