match,PSW,win0,confidence0,date,winner,-1
19484,2.03,0,1.152927587,10/12/2015,Rodina E.,
32031,2.73,0,1.152927179,6/22/2021,Siniakova K.,
35861,2.07,0,1.152900711,2/12/2023,Potapova A.,-1
22089,1.48,1,1.152897016,10/15/2016,Wozniacki C.,
24035,1.67,1,1.152892769,8/17/2017,Kuznetsova S.,
13328,1.47,1,1.152871088,5/21/2013,Rogers S.,
13765,2.34,0,1.152857744,7/2/2013,Radwanska A.,
34929,1.74,1,1.15266322,8/19/2022,Pegula J.,0.74
11627,2.26,1,1.15265898,8/15/2012,Pavlyuchenkova A.,
20577,2,1,1.152648401,4/25/2016,Cepelova J.,
24203,1.64,1,1.15258502,9/8/2017,Keys M.,
30599,1.39,1,1.152583263,9/30/2020,Bertens K.,
20368,1.68,1,1.152579775,3/26/2016,Watson H.,
23370,2.16,0,1.152571791,5/29/2017,Zhang S.,
24665,1.83,0,1.152480723,10/28/2017,Wozniacki C.,
21658,1.56,1,1.15240943,9/1/2016,Vesnina E.,
14298,1.93,0,1.152360808,9/10/2013,Coin J.,
10548,1.9,1,1.152351038,3/29/2012,Sharapova M.,
12976,1.86,1,1.15227804,3/25/2013,Jankovic J.,
17483,1.59,1,1.152263509,2/15/2015,Bencic B.,
12409,1.93,0,1.152243003,1/15/2013,Mladenovic K.,
26423,1.84,1,1.152240994,8/7/2018,Buzarnescu M.,
29820,2.4,0,1.152147652,1/21/2020,Hercog P.,
28987,2.12,1,1.152136741,8/16/2019,Kenin S.,
21302,1.79,1,1.152131228,7/18/2016,Wickmayer Y.,
28840,1.62,1,1.1521247,7/30/2019,Davis L.,
35585,1.68,1,1.152083416,1/11/2023,Kenin S.,0.68
31217,1.77,0,1.152079681,3/11/2021,Muguruza G.,
29538,2.23,1,1.151949393,10/14/2019,Kalinskaya A.,
26987,2.16,0,1.151907089,10/9/2018,Larsson J.,
31180,2.25,0,1.151710206,3/9/2021,Bencic B.,
15176,1.85,1,1.151699193,3/5/2014,Wickmayer Y.,
36118,2.01,1,1.151659602,3/14/2023,Sakkari M.,1.01
12110,2.78,0,1.151598845,10/11/2012,Parmentier P.,
18459,2.1,0,1.15147562,6/16/2015,Hantuchova D.,
18450,1.78,0,1.15142513,6/15/2015,Konjuh A.,
19491,1.58,1,1.151397392,10/12/2015,Rodionova An.,
17175,1.37,1,1.151343599,1/5/2015,Krunic A.,
35487,2.26,1,1.151303597,11/4/2022,Kasatkina D.,1.26
18477,1.99,1,1.151279392,6/17/2015,Mladenovic K.,
19509,1.97,1,1.151247428,10/13/2015,Duan Y.Y.,
19655,2.19,1,1.151231485,11/6/2015,Svitolina E.,
21941,1.68,1,1.151149793,10/1/2016,Cornet A.,
23693,2.25,0,1.151139152,7/4/2017,Martic P.,
24045,1.83,0,1.151116369,8/19/2017,Halep S.,
25999,1.6,1,1.151077938,6/19/2018,Sevastova A.,
15460,2.36,0,1.151073871,4/7/2014,Panova A.,
17119,1.54,1,1.151024787,10/24/2014,Sharapova M.,
32866,2.14,0,1.151022899,10/2/2021,Jabeur O.,
14568,2.58,0,1.150981877,10/11/2013,Nara K.,
35513,1.67,1,1.15094083,1/3/2023,Zheng Q.,0.67
35370,2.31,0,1.150841185,10/10/2022,Niemeier J.,-1
26040,1.56,1,1.150828635,6/22/2018,Strycova B.,
13817,1.96,0,1.150812159,7/11/2013,Peer S.,
34686,1.68,1,1.150783575,7/20/2022,Paolini J.,0.68
13565,1.8,1,1.150779408,6/13/2013,Riske A.,
12602,1.49,1,1.150758421,2/14/2013,Errani S.,
9815,2.1,0,1.15072511,1/1/2012,Hantuchova D.,
14693,2.39,0,1.150717068,12/30/2013,Meusburger Y.,
12117,1.68,0,1.150659477,10/11/2012,Flipkens K.,
14285,1.37,1,1.15064724,9/9/2013,Tomljanovic A.,
22715,1.56,1,1.15063875,3/9/2017,Kontaveit A.,
25579,2.75,0,1.150629032,5/1/2018,Frech M.,
25569,2.11,0,1.150591654,4/30/2018,Vikhlyantseva N.,
32342,1.93,1,1.150567431,7/21/2021,Ruse E.G.,
16053,2.26,0,1.15054894,6/20/2014,Zheng J.,
17875,1.87,1,1.150510053,4/6/2015,Kovinic D.,
12270,1.45,1,1.150500645,1/1/2013,Goerges J.,
24995,1.88,0,1.150497206,1/31/2018,Niculescu M.,
27649,1.94,1,1.150481352,3/7/2019,Mladenovic K.,
25467,1.99,1,1.15046488,4/12/2018,Barthel M.,
26957,1.41,1,1.150387235,10/3/2018,Wozniacki C.,
26230,1.92,0,1.150381457,7/16/2018,Parmentier P.,
31723,1.9,0,1.150335193,5/20/2021,Osorio M.,
11559,2.36,0,1.150296211,8/8/2012,Pervak K.,
12865,2.26,0,1.150284727,3/11/2013,Muguruza G.,
33776,1.77,1,1.150242221,3/26/2022,Saville D.,0.77
32482,2.18,0,1.150234354,8/18/2021,Bencic B.,
26799,2.64,0,1.150221543,9/20/2018,Giorgi C.,
28175,2.09,1,1.150189758,5/14/2019,Goerges J.,
35206,1.74,1,1.150123715,9/20/2022,Gasanova A.,0.74
25201,2.33,0,1.150083218,3/9/2018,Vondrousova M.,
31315,1.55,1,1.150048726,3/24/2021,Zarazua R.,
36187,1.7,1,1.150047317,3/22/2023,Wang Xiy.,0.7
20291,1.48,1,1.149970802,3/16/2016,Radwanska A.,
23149,1.88,0,1.149969318,5/5/2017,Ostapenko J.,
22246,1.99,0,1.14995739,1/4/2017,Osaka N.,
32422,1.54,1,1.14995108,8/11/2021,Giorgi C.,
27999,1.83,1,1.149942951,4/24/2019,Strycova B.,
32458,1.85,1,1.14990385,8/17/2021,Pera B.,
32828,2.28,0,1.149901319,9/29/2021,Gracheva V.,
11281,1.77,1,1.149896851,6/26/2012,Voskoboeva G.,
19704,2.42,0,1.149889651,1/5/2016,Erakovic M.,
16582,1.52,1,1.149865772,8/26/2014,Zahlavova Strycova B.,
22632,2.15,0,1.149857217,2/27/2017,Hibino N.,
13131,2.21,0,1.149841081,4/24/2013,Putintseva Y.,
10931,1.91,1,1.14983404,5/22/2012,Niculescu M.,
21419,1.69,1,1.149784329,7/27/2016,Pavlyuchenkova A.,
12892,1.71,0,1.149782911,3/19/2013,Morita A.,
22034,2.69,0,1.149668279,10/11/2016,Rogers S.,
25185,1.61,1,1.149589578,3/8/2018,Sabalenka A.,
18226,1.66,1,1.149576057,5/19/2015,Nara K.,
29974,1.87,1,1.149535245,2/19/2020,Kontaveit A.,
20536,1.94,1,1.149491659,4/20/2016,Kovinic D.,
20063,1.87,1,1.149484206,2/21/2016,Schiavone F.,
26804,2.27,0,1.149447248,9/20/2018,Pera B.,
20450,1.95,1,1.149441727,4/6/2016,Putintseva Y.,
24378,2.49,0,1.149357799,9/25/2017,Barty A.,
23972,1.78,1,1.149350947,8/9/2017,Strycova B.,
14943,2.16,0,1.149308544,1/27/2014,Hlavackova A.,
33698,2.44,0,1.149270654,3/15/2022,Martic P.,-1
26734,1.88,0,1.14921156,9/16/2018,Parmentier P.,
26916,2.05,0,1.149208046,9/29/2018,Gasparyan M.,
33254,1.98,0,1.149136951,1/12/2022,Riske A.,-1
12718,2.05,0,1.149080935,2/26/2013,Mattek-Sands B.,
25757,1.49,1,1.149059037,5/21/2018,Stosur S.,
25269,1.94,1,1.14904918,3/20/2018,Anisimova A.,
36251,2.2,0,1.148942551,3/27/2023,Potapova A.,-1
22557,1.86,0,1.14892138,2/19/2017,Zheng S.,
30054,2.52,0,1.14889115,2/26/2020,Zidansek T.,
12405,2.12,0,1.148873339,1/15/2013,Muguruza G.,
20472,2.1,0,1.148784324,4/9/2016,Vesnina E.,
31663,2.09,0,1.148765032,5/13/2021,Martic P.,
29890,1.6,1,1.148716068,1/26/2020,Kenin S.,
27122,2.33,0,1.148619976,10/21/2018,Svitolina E.,
27364,2.07,1,1.148581018,1/15/2019,Brengle M.,
10185,1.48,1,1.148506133,2/16/2012,Knapp K.,
18499,1.78,1,1.148357143,6/21/2015,Kerber A.,
17759,1.96,1,1.148349531,3/17/2015,Lisicki S.,
11956,1.56,1,1.148347324,9/22/2012,Kanepi K.,
11727,1.62,1,1.148321814,8/28/2012,Shvedova Y.,
34944,2.49,0,1.148286901,8/21/2022,Sebov K.,-1
24937,2.26,0,1.148279334,1/19/2018,Martic P.,
22732,1.93,0,1.148265041,3/10/2017,Peng S.,
10935,1.48,1,1.14816425,5/22/2012,Wickmayer Y.,
11989,1.56,1,1.148058093,9/25/2012,Cibulkova D.,
23688,2.93,0,1.148044367,7/4/2017,Golubic V.,
32410,1.58,1,1.14803879,8/10/2021,Kasatkina D.,
36098,2.24,0,1.148019312,3/12/2023,Pliskova Ka.,-1
35237,1.91,1,1.148011969,9/23/2022,Maria T.,0.91
17743,2.38,0,1.14799712,3/15/2015,Bacsinszky T.,
22136,2.38,0,1.14798272,10/19/2016,Petkovic A.,
25453,2.18,1,1.147930367,4/11/2018,Sabalenka A.,
25557,3.1,0,1.147929675,4/29/2018,Parmentier P.,
35314,1.46,1,1.147922606,10/3/2022,Kvitova P.,0.46
10551,2.09,0,1.147873045,4/2/2012,Lucic M.,
27537,2.02,1,1.147827185,2/18/2019,Garcia C.,
13085,2.27,1,1.147763749,4/10/2013,Beck A.,
32803,2.74,0,1.147750483,9/28/2021,Baptiste H.,
21291,1.7,1,1.147642352,7/16/2016,Golubic V.,
25573,1.8,1,1.147583599,5/1/2018,Zidansek T.,
35879,1.6,1,1.147563893,2/15/2023,Sakkari M.,0.6
12676,2.27,0,1.147494734,2/21/2013,Ormaechea P.,
23006,1.59,1,1.147477608,4/12/2017,Krunic A.,
28834,1.66,1,1.147465265,7/30/2019,Giorgi C.,
35284,1.79,0,1.147445583,9/28/2022,Paolini J.,-1
16142,2.1,0,1.147429838,6/26/2014,Riske A.,
27579,1.6,1,1.147407532,2/20/2019,Brengle M.,
28415,1.93,1,1.147323446,6/12/2019,Dart H.,
26172,2.38,1,1.147320668,7/4/2018,Wickmayer Y.,
17994,1.65,1,1.147314658,4/21/2015,Makarova E.,
11910,2.4,0,1.147245497,9/18/2012,Duan Y.Y.,
12016,1.52,1,1.147245284,9/29/2012,Suarez Navarro C.,
27251,2.23,0,1.147205634,1/7/2019,Schmiedlova A.,
36055,1.83,1,1.147198908,3/9/2023,Cirstea S.,0.83
24073,2.02,0,1.147182998,8/24/2017,Cibulkova D.,
20801,2.05,1,1.147128519,5/19/2016,Beck A.,
28444,2.59,0,1.147097722,6/14/2019,Brady J.,
18566,2.5,0,1.147078594,6/29/2015,Diyas Z.,
14646,1.72,1,1.147073996,10/26/2013,Li N.,
16277,1.64,1,1.147042196,7/16/2014,Scheepers C.,
12951,2.21,0,1.147030562,3/23/2013,Stephens S.,
22102,1.52,1,1.147028274,10/17/2016,Babos T.,
13833,1.53,1,1.147006569,7/15/2013,Pennetta F.,
14470,2.07,0,1.147002454,9/29/2013,Safarova L.,
24712,2.08,0,1.146953927,1/1/2018,Konta J.,
14093,2,0,1.146868115,8/14/2013,Vesnina E.,
16915,1.63,1,1.146830155,9/28/2014,Vinci R.,
28034,2.68,0,1.146827817,4/30/2019,Lepchenko V.,
19611,2.22,0,1.146805701,10/21/2015,Pavlyuchenkova A.,
24960,1.43,1,1.146776905,1/25/2018,Wozniacki C.,
23374,3.29,0,1.146756067,5/29/2017,Mertens E.,
28104,1.92,1,1.146729458,5/5/2019,Collins D.,
21728,2.26,0,1.146722498,9/13/2016,Dodin O.,
26050,2.05,1,1.146717107,6/24/2018,Bondarenko K.,
33981,2.15,1,1.146705684,4/30/2022,Halep S.,1.15
14018,2.11,0,1.146669527,8/5/2013,Zakopalova K.,
17235,1.48,1,1.146663664,1/11/2015,Kanepi K.,
34061,1.99,1,1.146642998,5/13/2022,Sabalenka A.,0.99
19227,3.35,0,1.146622571,9/17/2015,Crawford S.,
22179,2.43,0,1.146599814,11/4/2016,Vesnina E.,
31557,2.02,0,1.146588896,4/29/2021,Pera B.,
18998,1.98,0,1.146509004,8/19/2015,Petkovic A.,
18936,2.83,0,1.146500864,8/11/2015,Gavrilova D.,
16845,1.86,1,1.146497779,9/21/2014,Knapp K.,
12634,1.86,1,1.146494902,2/19/2013,Petrova N.,
10329,1.35,1,1.146488502,2/29/2012,Martic P.,
26849,1.74,1,1.146465219,9/24/2018,Maria T.,
12888,1.78,1,1.146388138,3/16/2013,Wozniacki C.,
30209,1.92,0,1.146340369,8/13/2020,Sorribes Tormo S.,
31802,2.79,0,1.146289671,5/31/2021,Zidansek T.,
33887,1.61,1,1.14625737,4/9/2022,Bencic B.,0.61
23276,1.68,1,1.14618546,5/21/2017,Flipkens K.,
18860,1.58,1,1.146079499,8/3/2015,Doi M.,
24708,2.72,0,1.146074319,1/1/2018,Kenin S.,
34369,1.83,1,1.146037307,6/17/2022,Sakkari M.,0.83
14149,2.37,0,1.145970423,8/26/2013,Arvidsson S.,
11933,2.02,1,1.145962704,9/19/2012,Robson L.,
34799,2.72,0,1.145959899,8/3/2022,Liu C.,-1
32971,2.18,1,1.145943366,10/18/2021,Kalinskaya A.,
33707,2.08,1,1.145925852,3/19/2022,Sakkari M.,1.08
29022,2.04,0,1.145914383,8/23/2019,Giorgi C.,
25572,1.86,0,1.145892054,5/1/2018,Hsieh S.W.,
34999,1.38,1,1.145756209,8/27/2022,Kasatkina D.,0.38
16098,2.29,0,1.145736532,6/24/2014,Vekic D.,
23639,1.48,1,1.145707566,7/3/2017,Vesnina E.,
36006,1.96,1,1.145697971,3/1/2023,Gracheva V.,0.96
35985,1.7,0,1.145678635,2/28/2023,Parrizas Diaz N.,-1
19390,2.85,0,1.145644193,9/29/2015,Giorgi C.,
10281,1.93,0,1.1456406,2/23/2012,Erakovic M.,
17569,1.42,1,1.145552268,2/24/2015,Petkovic A.,
19813,1.65,1,1.145538682,1/18/2016,Vinci R.,
15550,1.54,1,1.145532923,4/22/2014,Errani S.,
24056,2.91,0,1.145525738,8/21/2017,Babos T.,
27205,2.35,0,1.145452358,1/2/2019,Vekic D.,
18089,2.21,0,1.145432013,5/3/2015,Duque Marino M.,
22782,2.06,0,1.14539698,3/15/2017,Kuznetsova S.,
20559,1.88,0,1.145393397,4/22/2016,Siegemund L.,
17064,2.03,0,1.145369895,10/14/2014,Kozlova K.,
21914,2,0,1.145345312,9/28/2016,Kuznetsova S.,
27552,1.92,0,1.14533362,2/19/2019,Blinkova A.,
15051,1.74,1,1.145295777,2/14/2014,Jankovic J.,
33348,1.63,1,1.145254828,1/19/2022,Ostapenko J.,0.63
30631,3.08,0,1.145240327,10/3/2020,Siegemund L.,
35149,2.2,0,1.145239472,9/13/2022,Parry D.,-1
14001,2.24,0,1.145235851,8/2/2013,Cornet A.,
30853,1.77,0,1.145228212,2/5/2021,Mertens E.,
20453,2.94,0,1.145226964,4/7/2016,Putintseva Y.,
19966,1.83,0,1.145210627,2/10/2016,Linette M.,
22512,1.76,0,1.145194863,2/3/2017,Minella M.,
12681,1.97,0,1.145192388,2/21/2013,Voegele S.,
35894,1.6,1,1.145188761,2/19/2023,Samsonova L.,0.6
31286,3,0,1.144988226,3/23/2021,Badosa P.,
26780,1.41,1,1.144956526,9/19/2018,Hsieh S.W.,
12578,1.35,1,1.144925916,2/12/2013,Radwanska U.,
18399,1.85,1,1.144906927,6/9/2015,Dellacqua C.,
20734,2.26,0,1.144793057,5/12/2016,Strycova B.,
23301,2.23,1,1.144774825,5/23/2017,Witthoeft C.,
26526,1.88,0,1.144753324,8/20/2018,Yastremska D.,
15841,1.59,1,1.14469271,5/26/2014,Shvedova Y.,
16556,1.52,1,1.144678393,8/25/2014,Nara K.,
20151,1.79,1,1.144655374,3/1/2016,Glushko J.,
24727,2.29,1,1.144628257,1/2/2018,Bogdan A.,
13374,1.64,1,1.14462195,5/26/2013,Razzano V.,
16588,1.64,1,1.144599956,8/26/2014,Wang Q.,
19737,2.06,1,1.144405085,1/7/2016,Friedsam A.L.,
30483,2.55,0,1.144336744,9/18/2020,Putintseva Y.,
25799,1.84,0,1.144287584,5/26/2018,Larsson J.,
21518,1.56,1,1.144178801,8/17/2016,Suarez Navarro C.,
27230,2.7,0,1.144133304,1/4/2019,Wang Yaf.,
23529,2.16,0,1.144119119,6/20/2017,Lepchenko V.,
32490,2.16,0,1.144117812,8/19/2021,Krejcikova B.,
30262,2.64,0,1.144094134,8/24/2020,Pegula J.,
24001,1.97,1,1.143945364,8/14/2017,Haddad Maia B.,
14023,1.63,1,1.143859644,8/6/2013,Rybarikova M.,
14484,1.76,1,1.143835993,9/30/2013,Zhang S.,
12898,1.68,1,1.143832229,3/19/2013,Date Krumm K.,
20531,1.91,1,1.143777424,4/20/2016,Kozlova K.,
31133,1.75,1,1.143637021,3/5/2021,Kvitova P.,
25591,1.6,1,1.14362248,5/2/2018,Mertens E.,
24924,2.13,0,1.143594065,1/18/2018,Davis L.,
28081,1.51,1,1.143593977,5/2/2019,Van Uytvanck A.,
27232,2.43,0,1.143581013,1/4/2019,Andreescu B.,
16952,2.59,0,1.143463339,10/2/2014,Kuznetsova S.,
11542,1.42,1,1.143461792,8/3/2012,Stephens S.,
31236,1.59,1,1.143448809,3/15/2021,Stojanovic N.,
18398,2.2,1,1.143393382,6/9/2015,Vickery S.,
29681,1.98,1,1.143378807,1/8/2020,Diyas Z.,
11400,2.13,0,1.143357396,7/11/2012,Begu I.,
12758,1.45,1,1.14333998,2/27/2013,Schiavone F.,
22526,1.85,1,1.143330987,2/15/2017,Davis L.,
33746,1.7,1,1.143319058,3/24/2022,Kanepi K.,0.7
16332,2.06,1,1.143317413,7/25/2014,Schiavone F.,
10373,1.85,1,1.143309705,3/8/2012,Rybarikova M.,
28248,1.87,1,1.143300641,5/22/2019,Kudermetova V.,
24267,1.65,1,1.143283725,9/18/2017,Wang Q.,
24275,1.87,0,1.143225003,9/18/2017,Nara K.,
13024,1.78,1,1.143205515,4/2/2013,Cirstea S.,
18748,1.97,1,1.143089684,7/21/2015,Schiavone F.,
15472,1.52,1,1.143081662,4/8/2014,Ormaechea P.,
17974,1.53,1,1.14307231,4/15/2015,Falconi I.,
16052,1.8,1,1.143070709,6/20/2014,Kerber A.,
35197,1.83,0,1.142988148,9/19/2022,Sun L.,-1
17715,2.42,0,1.142892046,3/13/2015,Stephens S.,
27362,1.85,0,1.142881162,1/15/2019,Bouchard E.,
12388,1.49,1,1.142875006,1/14/2013,Begu I.,
18118,1.71,1,1.142864868,5/5/2015,Ivanovic A.,
33657,2.38,0,1.142831255,3/12/2022,Golubic V.,-1
31577,2.22,0,1.142811056,4/30/2021,Pavlyuchenkova A.,
16755,1.58,1,1.142785452,9/14/2014,Lisicki S.,
18899,1.53,1,1.142771482,8/6/2015,Mchale C.,
19757,2.07,1,1.142749889,1/10/2016,Pironkova T.,
11115,1.93,0,1.142733814,6/12/2012,Hlavackova A.,
27133,1.83,0,1.142638552,10/26/2018,Stephens S.,
21203,1.63,0,1.142623914,7/2/2016,Cibulkova D.,
34226,1.57,1,1.142622891,5/27/2022,Gauff C.,0.57
12594,1.66,1,1.142582588,2/13/2013,Stosur S.,
10201,2.09,0,1.142553538,2/17/2012,Gallovits E.,
20338,1.74,1,1.142499727,3/24/2016,Svitolina E.,
11346,1.45,1,1.142481108,6/30/2012,Vinci R.,
23924,2.1,0,1.142461611,8/4/2017,Dodin O.,
27574,1.82,1,1.142380635,2/20/2019,Parmentier P.,
24066,1.47,1,1.142345062,8/23/2017,Flipkens K.,
20072,1.86,1,1.142332012,2/22/2016,Niculescu M.,
10575,2.47,0,1.14229348,4/3/2012,Tatishvili A.,
32744,2.24,0,1.142241955,9/17/2021,Juvan K.,
17387,1.91,1,1.142236116,1/23/2015,Begu I.,
12557,1.58,1,1.142211246,2/3/2013,Kirilenko M.,
14915,1.33,1,1.142189315,1/17/2014,Kerber A.,
16930,2.66,0,1.142138342,9/30/2014,Lisicki S.,
11319,1.61,1,1.14207428,6/28/2012,Schiavone F.,
31409,2.17,0,1.142041965,4/6/2021,Baptiste H.,
27109,1.7,1,1.142026971,10/18/2018,Bencic B.,
30000,1.8,1,1.142018359,2/23/2020,Muchova K.,
35470,2.26,0,1.141825591,10/20/2022,Stephens S.,-1
21388,1.81,1,1.14179914,7/25/2016,Gavrilova D.,
30920,1.42,1,1.141784726,2/9/2021,Gauff C.,
16766,1.59,1,1.141762095,9/15/2014,Riske A.,
17111,1.74,1,1.141710616,10/20/2014,Halep S.,
28217,2.27,0,1.141673529,5/20/2019,Stosur S.,
14623,1.76,1,1.141592066,10/18/2013,Kuznetsova S.,
31177,2.78,0,1.141527135,3/9/2021,Zidansek T.,
10735,2.08,1,1.141519821,4/30/2012,Vesnina E.,
14577,2.01,1,1.141429524,10/14/2013,Kleybanova A.,
35163,1.68,1,1.141403944,9/14/2022,Siniakova K.,0.68
25368,1.65,1,1.141357614,4/2/2018,Pera B.,
34491,2.13,1,1.141350306,6/28/2022,Schmiedlova A.,1.13
26550,1.6,1,1.141267665,8/27/2018,Kalinina A.,
25882,2.11,1,1.141252965,5/31/2018,Williams S.,
33159,2.17,0,1.141240823,1/5/2022,Rakhimova K.,-1
17292,1.9,1,1.141190309,1/19/2015,Mchale C.,
25195,2.19,0,1.141115051,3/9/2018,Ostapenko J.,
25272,1.81,1,1.141076497,3/21/2018,Petkovic A.,
32454,2.42,0,1.141028183,8/16/2021,Teichmann J.,
25594,1.87,1,1.140946926,5/2/2018,Pliskova Kr.,
35839,2.68,0,1.140935474,2/9/2023,Galfi D.,-1
16429,3.27,0,1.140934592,8/6/2014,Watson H.,
21843,1.4,1,1.140922773,9/23/2016,Radwanska A.,
13543,2.25,0,1.140840448,6/12/2013,Cirstea S.,
19541,1.57,1,1.140834818,10/15/2015,Duan Y.Y.,
24446,1.74,1,1.140794493,9/30/2017,Gavrilova D.,
13551,1.36,1,1.140770334,6/12/2013,Rybarikova M.,
13721,1.68,1,1.140768399,6/26/2013,Suarez Navarro C.,
24843,1.3,1,1.14075313,1/15/2018,Mertens E.,
32972,2,1,1.140749261,10/18/2021,Pera B.,
9915,1.68,1,1.140745209,1/10/2012,Peer S.,
26486,1.76,0,1.140671693,8/14/2018,Peterson R.,
15449,2.04,0,1.140580374,4/6/2014,Ivanovic A.,
17033,1.52,1,1.140576055,10/10/2014,Diyas Z.,
20880,1.41,1,1.140571245,5/25/2016,Strycova B.,
25527,2.03,0,1.140550361,4/25/2018,Krunic A.,
29797,1.89,0,1.140515049,1/21/2020,Putintseva Y.,
14688,1.85,1,1.140478823,12/30/2013,Dellacqua C.,
26647,1.85,1,1.140475416,8/31/2018,Sevastova A.,
24820,1.66,0,1.140475002,1/10/2018,Niculescu M.,
31737,1.79,1,1.140456056,5/23/2021,Linette M.,
36099,1.58,1,1.140440252,3/12/2023,Sakkari M.,0.58
28079,2.61,0,1.140439646,5/2/2019,Pera B.,
18870,2.41,0,1.140416978,8/4/2015,Davis L.,
28692,2.07,0,1.140405662,7/8/2019,Strycova B.,
26088,1.82,0,1.140367608,6/27/2018,Ostapenko J.,
27160,2.06,0,1.140349967,12/31/2018,Bertens K.,
23455,1.6,1,1.140330052,6/7/2017,Pliskova Ka.,
33376,1.46,1,1.140216826,1/21/2022,Sakkari M.,0.46
16745,1.3,1,1.140185434,9/12/2014,Goerges J.,
31446,1.94,1,1.140166811,4/8/2021,Rogers S.,
28560,1.91,0,1.140029951,6/25/2019,Mertens E.,
22348,2.28,1,1.14001094,1/16/2017,Parmentier P.,
33785,1.69,1,1.139958711,3/27/2022,Kudermetova V.,0.69
27023,1.45,1,1.139939915,10/10/2018,Strycova B.,
31975,2.25,0,1.139939254,6/16/2021,Watson H.,
32673,1.94,1,1.139902329,9/4/2021,Sakkari M.,
20808,1.9,0,1.13989236,5/21/2016,Garcia C.,
14955,1.66,1,1.139883274,1/28/2014,Cirstea S.,
31887,2.53,0,1.139859288,6/6/2021,Rybakina E.,
32063,2.12,1,1.139783695,6/28/2021,Begu I.,
20180,2.1,0,1.139757844,3/3/2016,Gibbs N.,
16309,2.3,1,1.139754928,7/21/2014,Parmentier P.,
17485,2.1,0,1.13972934,2/15/2015,Hantuchova D.,
16944,1.32,1,1.1396929,10/1/2014,Sharapova M.,
18965,1.85,1,1.139668321,8/14/2015,Errani S.,
26571,1.47,1,1.139667279,8/27/2018,Makarova E.,
16455,1.79,1,1.139593795,8/11/2014,Keys M.,
33402,2.4,0,1.139554316,1/27/2022,Collins D.,-1
26585,1.47,1,1.1395066,8/28/2018,Suarez Navarro C.,
25935,1.75,0,1.139488901,6/11/2018,Lapko V.,
16779,2.23,0,1.139454771,9/16/2014,Gibbs N.,
17069,2.38,0,1.139422834,10/14/2014,Bertens K.,
29771,1.98,1,1.139338321,1/17/2020,Yastremska D.,
26090,1.67,1,1.139331185,6/27/2018,Kasatkina D.,
27186,1.62,1,1.13930514,1/1/2019,Cirstea S.,
19535,2.63,0,1.139285066,10/14/2015,Krunic A.,
21542,1.96,1,1.139283426,8/19/2016,Pliskova Ka.,
14101,2.11,0,1.13925266,8/14/2013,Jankovic J.,
25563,1.85,0,1.139225825,4/30/2018,Larsson J.,
33514,1.81,0,1.139198018,2/22/2022,Ostapenko J.,-1
10635,2.03,0,1.13917098,4/11/2012,Halep S.,
14575,1.73,1,1.139170401,10/13/2013,Kerber A.,
31876,2.21,0,1.139127719,6/5/2021,Krejcikova B.,
30740,1.74,1,1.139104072,1/12/2021,Kudermetova V.,
20549,2.01,0,1.139039186,4/21/2016,Kucova K.,
33210,1.58,1,1.13901877,1/8/2022,Barty A.,0.58
14777,1.77,1,1.139002607,1/6/2014,Mladenovic K.,
17099,2.57,0,1.139002188,10/16/2014,Diatchenko V.,
19953,1.78,1,1.138920752,2/9/2016,Babos T.,
28806,2.63,0,1.138839176,7/25/2019,Rus A.,
23867,1.65,1,1.138807259,7/28/2017,Mertens E.,
34126,2.03,1,1.138778625,5/21/2022,Kerber A.,1.03
11563,2.17,0,1.138760062,8/8/2012,Wozniak A.,
12506,2.38,0,1.13875606,1/28/2013,Mchale C.,
16796,1.81,1,1.138750979,9/16/2014,Puig M.,
17898,2.01,0,1.138729656,4/7/2015,Flipkens K.,
18793,1.71,1,1.138616547,7/25/2015,Stosur S.,
22733,3.22,0,1.138606281,3/10/2017,Vekic D.,
32317,1.67,1,1.138506175,7/19/2021,Kozlova K.,
26910,1.93,1,1.138498937,9/29/2018,Goerges J.,
28303,2.02,0,1.138427083,5/27/2019,Kudermetova V.,
12827,1.65,1,1.138399354,3/8/2013,Tsurenko L.,
29187,2.31,0,1.138397404,9/10/2019,Nara K.,
33143,1.93,1,1.13838142,1/4/2022,Konjuh A.,0.93
22978,1.74,0,1.138362854,4/10/2017,Pliskova Kr.,
32361,1.66,1,1.138325798,7/23/2021,Zanevska M.,
16322,2.47,0,1.138315882,7/22/2014,Mladenovic K.,
21954,2.37,0,1.138251542,10/2/2016,Wang Yaf.,
30030,1.44,1,1.138240929,2/25/2020,Rybakina E.,
33966,1.67,1,1.138224096,4/29/2022,Osaka N.,0.67
13364,1.79,1,1.13820183,5/24/2013,Cornet A.,
34827,1.77,0,1.138182488,8/8/2022,Kasatkina D.,-1
29441,1.52,1,1.138169821,9/30/2019,Wozniacki C.,
16647,2.46,0,1.138169353,8/31/2014,Wozniacki C.,
16185,2.56,0,1.138160969,7/7/2014,Arruabarrena L.,
28651,1.48,1,1.138144716,7/3/2019,Hsieh S.W.,
31462,3.12,0,1.138111569,4/10/2021,Kovinic D.,
11835,2.07,0,1.138096238,9/10/2012,Panova A.,
32990,1.98,0,1.138070039,10/19/2021,Vondrousova M.,
18881,2.42,1,1.137984525,8/5/2015,Pavlyuchenkova A.,
21528,1.81,0,1.1379841,8/17/2016,Petkovic A.,
26062,1.45,1,1.137974497,6/25/2018,Buzarnescu M.,
