match,PSW,win0,confidence0,date,winner,-1
34563,5.27,1,3.022000885,7/2/2022,Cornet A.,4.27
34366,1.25,0,2.409778078,6/17/2022,Jabeur O.,-1
23314,1.36,0,2.348595366,5/24/2017,Garcia C.,
31352,1.39,0,2.336492686,3/27/2021,Sabalenka A.,
32683,1.32,0,2.306875228,9/5/2021,Sabalenka A.,
20953,1.3,0,2.203324081,6/7/2016,Barty A.,
18516,3.64,1,2.169052511,6/23/2015,Errani S.,
29979,1.43,0,2.115136846,2/19/2020,Pliskova Ka.,
25743,1.41,0,2.108672367,5/20/2018,Rybakina E.,
27818,1.4,0,2.094364278,3/27/2019,Halep S.,
30835,1.41,0,2.090457835,2/3/2021,Williams S.,
31221,1.43,0,2.031099616,3/12/2021,Muguruza G.,
23585,1.37,0,2.011816578,6/25/2017,Riske A.,
22081,1.35,0,2.004526028,10/14/2016,Suarez Navarro C.,
33012,3.8,1,1.996016969,10/22/2021,Alexandrova E.,
18370,1.44,0,1.990741662,6/1/2015,Muguruza G.,
14343,1.42,0,1.986127599,9/16/2013,Konta J.,
20617,1.43,0,1.973623718,4/28/2016,Babos T.,
35736,3.72,1,1.970407045,1/24/2023,Azarenka V.,2.72
12118,1.42,0,1.944042851,10/11/2012,Ivanovic A.,
18210,2.94,1,1.916488286,5/18/2015,Lucic M.,
35521,2.88,1,1.915694489,1/4/2023,Masarova R.,1.88
26508,2.79,1,1.913832852,8/17/2018,Bertens K.,
26305,1.37,0,1.89817823,7/24/2018,Zhang S.,
27512,2.88,1,1.893868775,2/15/2019,Mertens E.,
20596,1.35,0,1.89345698,4/26/2016,Safarova L.,
26261,1.38,0,1.889769462,7/18/2018,Minella M.,
22507,1.5,0,1.883658218,2/3/2017,Peng S.,
19790,1.42,0,1.882177207,1/12/2016,Stosur S.,
22137,1.51,0,1.87966425,10/19/2016,Niculescu M.,
29073,2.57,1,1.870889497,8/27/2019,Di Lorenzo F.,
25609,1.43,0,1.866442025,5/3/2018,Mertens E.,
10799,2.91,1,1.864570853,5/6/2012,Vinci R.,
29987,1.39,0,1.863060346,2/21/2020,Halep S.,
25098,2.86,1,1.861041131,2/21/2018,Kasatkina D.,
17143,3.09,1,1.85626714,1/4/2015,Lepchenko V.,
23754,1.43,0,1.852766511,7/13/2017,Muguruza G.,
25236,1.59,0,1.842155558,3/12/2018,Garcia C.,
12777,1.44,0,1.837914062,2/28/2013,Suarez Navarro C.,
29399,3.41,1,1.837812068,9/25/2019,Yastremska D.,
26662,1.51,0,1.836963371,9/3/2018,Stephens S.,
16170,1.45,0,1.835137606,6/30/2014,Bouchard E.,
19674,1.44,0,1.828380674,1/4/2016,Bencic B.,
33108,1.41,0,1.824647446,11/10/2021,Kontaveit A.,
29356,1.5,0,1.823649235,9/23/2019,Martincova T.,
34574,1.43,0,1.820073854,7/4/2022,Halep S.,-1
31369,1.33,0,1.819856546,3/29/2021,Osaka N.,
28706,,0,1.814258403,7/15/2019,Potapova A.,
25340,2.85,1,1.811887573,3/26/2018,Stephens S.,
10229,1.48,0,1.800420077,2/21/2012,Lepchenko V.,
33118,1.54,0,1.798963952,11/14/2021,Sabalenka A.,
29765,1.54,0,1.787685528,1/16/2020,Barty A.,
15206,1.43,0,1.787219838,3/7/2014,Safarova L.,
13809,1.56,0,1.782200314,7/10/2013,Beck A.,
18110,2.78,1,1.768409053,5/4/2015,Kuznetsova S.,
13462,1.45,0,1.759905432,5/31/2013,Vinci R.,
29982,2.86,1,1.759537028,2/20/2020,Rybakina E.,
29363,1.59,0,1.758440062,9/23/2019,Kuzmova V.,
24331,1.57,0,1.752215797,9/21/2017,Cirstea S.,
24809,1.51,0,1.751979443,1/9/2018,Tsurenko L.,
28027,1.52,0,1.742740855,4/28/2019,Kvitova P.,
34871,1.54,0,1.740554053,8/11/2022,Gauff C.,-1
25544,1.41,0,1.732252663,4/26/2018,Garcia C.,
29137,2.75,1,1.731957108,9/1/2019,Konta J.,
33069,1.58,0,1.728652527,10/28/2021,Wang Xin.,
35480,3.27,1,1.726228746,10/31/2022,Sakkari M.,2.27
35949,1.4,0,1.7260445,2/22/2023,Pliskova Ka.,-1
28688,2.62,1,1.725771445,7/8/2019,Konta J.,
26512,1.62,0,1.725535508,8/17/2018,Kvitova P.,
27671,2.3,1,1.725472387,3/8/2019,Mchale C.,
28145,1.36,0,1.723274244,5/8/2019,Kvitova P.,
29256,2.81,1,1.72184398,9/16/2019,Stosur S.,
16782,2.63,1,1.716612383,9/16/2014,Pliskova Kr.,
29277,2.4,1,1.714914751,9/17/2019,Paolini J.,
23204,2.51,1,1.713284313,5/10/2017,Vandeweghe C.,
22555,2.32,1,1.712813433,2/19/2017,Barthel M.,
29144,1.53,0,1.707874436,9/3/2019,Svitolina E.,
23782,1.47,0,1.701712314,7/18/2017,Kovinic D.,
33687,3.02,1,1.70128435,3/14/2022,Vondrousova M.,2.02
30280,1.53,0,1.699881649,8/26/2020,Osaka N.,
26434,1.51,0,1.699762529,8/8/2018,Svitolina E.,
30400,1.49,0,1.693672058,9/7/2020,Osaka N.,
18236,3.05,1,1.693111701,5/20/2015,Vesnina E.,
33821,1.71,0,1.692577824,4/4/2022,Bjorklund M.,-1
19410,2.79,1,1.691889977,10/1/2015,Hibino N.,
26460,1.56,0,1.688225023,8/11/2018,Svitolina E.,
35729,1.44,0,1.685968582,1/22/2023,Pegula J.,-1
10080,1.45,0,1.682418049,2/7/2012,Scheepers C.,
29159,1.44,0,1.682357136,9/9/2019,Garcia C.,
14850,1.5,0,1.679732683,1/14/2014,Schmiedlova A.,
22888,2.27,1,1.679549874,4/3/2017,Jabeur O.,
21572,1.44,0,1.678621946,8/25/2016,Kvitova P.,
26457,1.57,0,1.677791238,8/10/2018,Stephens S.,
15614,2.27,1,1.67704104,4/29/2014,Zahlavova Strycova B.,
11585,1.55,0,1.675300224,8/11/2012,Li N.,
16166,1.49,0,1.673934159,6/28/2014,Bouchard E.,
11240,1.46,0,1.672532907,6/23/2012,Petrova N.,
19306,1.58,0,1.671153307,9/24/2015,Cibulkova D.,
26986,2.5,1,1.669852026,10/9/2018,Teichmann J.,
27090,2.47,1,1.669290959,10/16/2018,Bouchard E.,
13688,1.43,0,1.667660753,6/25/2013,Riske A.,
30434,2.23,1,1.66647303,9/11/2020,Martincova T.,
34804,1.55,0,1.665895422,8/4/2022,Jabeur O.,-1
24233,1.49,0,1.661561195,9/13/2017,Mchale C.,
12851,1.42,0,1.661299701,3/9/2013,Burdette M.,
16410,1.51,0,1.659890001,8/5/2014,Pliskova Ka.,
34580,1.4,0,1.659748235,7/6/2022,Halep S.,-1
26311,1.5,0,1.659300442,7/24/2018,Ivakhnenko V.,
26867,1.73,0,1.659082944,9/25/2018,Kontaveit A.,
36114,1.48,0,1.658689431,3/13/2023,Garcia C.,-1
34273,1.57,0,1.657751676,6/7/2022,Flipkens K.,-1
15036,2.59,1,1.655147947,2/12/2014,Kleybanova A.,
12563,2.56,1,1.654748726,2/11/2013,Rodionova An.,
26892,2.2,1,1.654432595,9/26/2018,Potapova A.,
21705,1.62,0,1.654007363,9/10/2016,Kerber A.,
31013,1.53,0,1.652765028,2/14/2021,Osaka N.,
17137,2.82,1,1.652092967,11/1/2014,Petkovic A.,
10693,2.64,1,1.649806483,4/25/2012,Bertens K.,
12475,1.59,0,1.647280083,1/18/2013,Goerges J.,
10038,1.55,0,1.645419494,1/20/2012,Benesova I.,
15875,2.29,1,1.645186575,5/27/2014,Soler Espinosa S.,
22833,2.73,1,1.644980213,3/24/2017,Stosur S.,
29608,1.55,0,1.644558715,10/27/2019,Sabalenka A.,
20020,2.32,1,1.644295569,2/16/2016,Erakovic M.,
23394,1.52,0,1.642285675,5/30/2017,Martic P.,
21982,1.58,0,1.641675097,10/5/2016,Pliskova Ka.,
18588,2.82,1,1.639435781,6/30/2015,Cornet A.,
25409,1.78,0,1.63859067,4/5/2018,Tomljanovic A.,
25889,1.69,0,1.637175124,5/31/2018,Petkovic A.,
12624,2.37,1,1.633993199,2/18/2013,Erakovic M.,
23110,3.25,1,1.630882837,5/2/2017,Maria T.,
17029,1.63,0,1.630187684,10/9/2014,Friedsam A.L.,
12840,1.52,0,1.630059676,3/9/2013,Goerges J.,
21833,2.66,1,1.62986767,9/22/2016,Linette M.,
24578,1.61,0,1.629350347,10/13/2017,Sabalenka A.,
13245,1.57,0,1.627665442,5/9/2013,Makarova E.,
29326,1.52,0,1.623379497,9/21/2019,Osaka N.,
24498,2.82,1,1.623297166,10/6/2017,Garcia C.,
22332,2.56,1,1.621860291,1/13/2017,Konta J.,
17052,1.4,0,1.62183814,10/13/2014,Pironkova T.,
25399,1.53,0,1.620443398,4/4/2018,Errani S.,
10885,1.58,0,1.619428528,5/16/2012,Cirstea S.,
24939,1.55,0,1.61764068,1/19/2018,Mertens E.,
25254,1.61,0,1.61691317,3/16/2018,Williams V.,
10244,1.61,0,1.616874814,2/21/2012,Halep S.,
21500,1.61,0,1.616597364,8/6/2016,King V.,
12600,2.73,1,1.616157865,2/14/2013,Stosur S.,
18785,1.71,0,1.615799418,7/24/2015,Flipkens K.,
15183,1.42,0,1.615780417,3/5/2014,Peng S.,
32565,2.36,1,1.614869577,8/27/2021,Begu I.,
27101,1.54,0,1.613359404,10/17/2018,Bencic B.,
23660,1.61,0,1.613349089,7/3/2017,Pliskova Kr.,
20783,1.6,0,1.613048487,5/17/2016,Beck A.,
22952,1.68,0,1.611875408,4/7/2017,Cornet A.,
16113,2.6,1,1.611716775,6/24/2014,Lepchenko V.,
14401,1.59,0,1.611482427,9/22/2013,Bencic B.,
10433,1.57,0,1.610558974,3/12/2012,Safarova L.,
21381,1.58,0,1.608433457,7/24/2016,Wickmayer Y.,
21909,1.47,0,1.606169926,9/27/2016,Kozlova K.,
14052,1.42,0,1.605700289,8/8/2013,Stosur S.,
24350,2.72,1,1.601362655,9/23/2017,Pavlyuchenkova A.,
25705,1.57,0,1.600968511,5/15/2018,Collins D.,
20404,1.76,0,1.599126519,4/4/2016,Bondarenko K.,
29628,2.16,1,1.599102416,1/5/2020,Wang Xiy.,
34635,1.7,0,1.598489099,7/15/2022,Krunic A.,-1
25253,2.74,1,1.597492921,3/15/2018,Kasatkina D.,
35613,1.57,0,1.597429384,1/14/2023,Bencic B.,-1
10657,2.56,1,1.596299853,4/13/2012,Suarez Navarro C.,
21935,2.35,1,1.595652242,9/29/2016,Kuznetsova S.,
21762,1.74,0,1.595002346,9/17/2016,Dodin O.,
10043,1.63,0,1.591501521,1/21/2012,Errani S.,
30651,1.5,0,1.591215136,10/10/2020,Swiatek I.,
10825,2.58,1,1.590295308,5/8/2012,Wozniacki C.,
24340,1.6,0,1.588660149,9/22/2017,Wozniacki C.,
13932,1.59,0,1.587831302,7/25/2013,Svitolina E.,
14296,2.8,1,1.587809935,9/10/2013,Garcia C.,
27091,1.57,0,1.587431471,10/16/2018,Yastremska D.,
32503,1.54,0,1.587376288,8/21/2021,Pliskova Ka.,
28753,1.58,0,1.587079275,7/19/2019,Cornet A.,
14146,1.62,0,1.58545618,8/23/2013,Wozniacki C.,
25860,1.53,0,1.585006333,5/29/2018,Begu I.,
26506,2.42,1,1.584978766,8/16/2018,Bertens K.,
29362,2.54,1,1.584149762,9/23/2019,Zavatska K.,
25863,1.54,0,1.583827876,5/29/2018,Gavrilova D.,
29411,2.3,1,1.583611547,9/27/2019,Sabalenka A.,
30439,1.75,0,1.582621804,9/12/2020,Tig P.M.,
22438,1.51,0,1.581439615,1/21/2017,Konta J.,
25716,1.57,0,1.580495504,5/16/2018,Kerber A.,
13373,1.57,0,1.579468406,5/26/2013,Pfizenmaier D.,
21840,2.68,1,1.57930224,9/23/2016,Svitolina E.,
18726,2.29,1,1.578717713,7/17/2015,Larsson J.,
13751,1.7,0,1.577582351,6/29/2013,Robson L.,
21758,2.53,1,1.577002914,9/16/2016,Boserup J.,
15201,1.62,0,1.576699779,3/7/2014,Dellacqua C.,
17653,1.45,0,1.574969686,3/4/2015,Kulichkova E.,
27598,1.53,0,1.574874599,2/23/2019,Vondrousova M.,
20714,2.67,1,1.573133557,5/10/2016,Duque-Marino M.,
25160,1.52,0,1.571813886,3/2/2018,Tsurenko L.,
13199,1.57,0,1.571487375,5/5/2013,Ivanovic A.,
13254,2.55,1,1.571021349,5/13/2013,Bertens K.,
32702,1.54,0,1.570443349,9/13/2021,Dodin O.,
11396,1.54,0,1.568783094,7/11/2012,Wickmayer Y.,
22787,2.46,1,1.567990458,3/18/2017,Kuznetsova S.,
21139,2.19,1,1.56774606,6/27/2016,Sakkari M.,
30983,2.64,1,1.567145948,2/13/2021,Gadecki O.,
16066,1.75,0,1.566428483,6/23/2014,Nara K.,
22398,1.54,0,1.565595741,1/18/2017,Bouchard E.,
25350,2.46,1,1.565248331,3/29/2018,Stephens S.,
29579,1.54,0,1.564592185,10/17/2019,Bertens K.,
21105,1.5,0,1.564433092,6/24/2016,Pliskova Ka.,
21672,1.58,0,1.56416317,9/1/2016,Konjuh A.,
29387,1.44,0,1.563904942,9/25/2019,Barty A.,
21918,1.72,0,1.563373066,9/28/2016,Radwanska A.,
22912,1.69,0,1.562898746,4/4/2017,Zhang S.,
21647,2.4,1,1.561606579,8/31/2016,Witthoeft C.,
18711,1.6,0,1.561423988,7/16/2015,Niculescu M.,
32261,2.5,1,1.561409503,7/14/2021,Kozlova K.,
26917,1.71,0,1.560574392,9/30/2018,Stephens S.,
31862,2.47,1,1.560136598,6/4/2021,Cirstea S.,
28730,1.67,0,1.559057354,7/16/2019,Begu I.,
15880,2.44,1,1.558071704,5/28/2014,Tomljanovic A.,
10351,1.53,0,1.557754178,3/2/2012,Errani S.,
27226,1.59,0,1.557196732,1/4/2019,Zvonareva V.,
9902,2.1,1,1.556515869,1/9/2012,Kuznetsova S.,
22627,2.31,1,1.556011521,2/24/2017,Svitolina E.,
32233,1.69,0,1.556008225,7/13/2021,Blinkova A.,
21775,2.2,1,1.555263968,9/19/2016,Sorribes Tormo S.,
33544,1.58,0,1.5552508,2/25/2022,Kontaveit A.,-1
12175,2.66,1,1.554764728,10/18/2012,Petkovic A.,
25707,2.27,1,1.55398582,5/15/2018,Babos T.,
30495,2.12,1,1.553489556,9/20/2020,Teichmann J.,
29132,2.21,1,1.55208886,8/31/2019,Ahn K.,
35488,2.1,1,1.551492029,11/4/2022,Sabalenka A.,1.1
11511,1.73,0,1.551354691,7/26/2012,Panova A.,
18832,1.65,0,1.551308486,7/29/2015,Panova A.,
13487,1.63,0,1.547436757,6/3/2013,Kirilenko M.,
17134,1.57,0,1.546606134,10/31/2014,Muguruza G.,
23741,1.6,0,1.545919956,7/8/2017,Martic P.,
15965,1.55,0,1.545038409,6/10/2014,Konta J.,
22478,1.5,0,1.54483138,1/31/2017,Petkovic A.,
12516,1.7,0,1.544576955,1/29/2013,Sevastova A.,
11350,2.6,1,1.544424845,6/30/2012,Schiavone F.,
14517,1.71,0,1.543732888,10/7/2013,Nara K.,
15346,1.89,0,1.543625463,3/23/2014,Suarez Navarro C.,
28276,1.5,0,1.542329374,5/26/2019,Svitolina E.,
14690,1.68,0,1.541865662,12/30/2013,Larsson J.,
11325,1.74,0,1.541548568,6/28/2012,Shvedova Y.,
23423,2.41,1,1.540899686,6/1/2017,Kasatkina D.,
20660,2.54,1,1.540345167,5/1/2016,Lisicki S.,
22829,1.7,0,1.539361828,3/23/2017,Lucic-Baroni M.,
35512,2.03,1,1.53930981,1/3/2023,Blinkova A.,1.03
35033,2.08,1,1.538996201,8/30/2022,Bucsa C.,1.08
20556,2.58,1,1.538815275,4/22/2016,Voegele S.,
13339,1.61,0,1.538773019,5/22/2013,Peng S.,
28614,2.28,1,1.538670133,7/2/2019,Flink V.,
11174,2.6,1,1.535780282,6/17/2012,Medina Garrigues A.,
25441,1.74,0,1.535491483,4/9/2018,Seguel D.,
22847,1.6,0,1.534916602,3/25/2017,Strycova B.,
32341,1.56,0,1.534838801,7/21/2021,Dodin O.,
19126,2.56,1,1.534332291,9/2/2015,Brengle M.,
22326,1.73,0,1.532846024,1/12/2017,Fett J.,
26888,2.63,1,1.532832585,9/26/2018,Barty A.,
22604,2.22,1,1.531894407,2/22/2017,Khromacheva I.,
14814,1.57,0,1.53114553,1/11/2014,Muguruza G.,
20795,2.3,1,1.530317,5/18/2016,Lepchenko V.,
24530,2.43,1,1.530220754,10/11/2017,Golubic V.,
19677,1.6,0,1.529714193,1/4/2016,Hsieh S.W.,
24436,2.7,1,1.529382183,9/29/2017,Bondarenko K.,
18995,1.47,0,1.528506238,8/18/2015,Stephens S.,
18509,1.75,0,1.528422173,6/22/2015,Pironkova T.,
22516,1.63,0,1.528026864,2/4/2017,Mladenovic K.,
25077,2.16,1,1.527845572,2/19/2018,Kasatkina D.,
35562,2.52,1,1.527773822,1/9/2023,Kvitova P.,1.52
15341,1.67,0,1.526533004,3/23/2014,Lepchenko V.,
25552,1.55,0,1.526296914,4/27/2018,Sakkari M.,
11866,2.48,1,1.525337767,9/12/2012,Voskoboeva G.,
12131,1.6,0,1.524383202,10/13/2012,Goerges J.,
20461,1.59,0,1.524181782,4/7/2016,Parmentier P.,
21992,1.67,0,1.524123904,10/6/2016,Radwanska A.,
23962,1.7,0,1.523742814,8/8/2017,Bellis C.,
27421,1.74,0,1.522995378,1/21/2019,Pliskova Ka.,
20245,2.63,1,1.522906959,3/12/2016,Rybarikova M.,
30863,2.63,1,1.522482041,2/6/2021,Mertens E.,
21271,1.61,0,1.521892192,7/15/2016,Goerges J.,
10016,1.56,0,1.521708654,1/18/2012,Bratchikova N.,
33528,2.4,1,1.520903114,2/23/2022,Ostapenko J.,1.4
22781,1.59,0,1.520673294,3/15/2017,Wozniacki C.,
16614,1.79,0,1.519839022,8/28/2014,Lepchenko V.,
20466,1.6,0,1.519195093,4/8/2016,Parmentier P.,
20512,2.12,1,1.518993361,4/18/2016,Babos T.,
22533,1.76,0,1.518649819,2/15/2017,Garcia C.,
16187,2.14,1,1.518393362,7/7/2014,Niculescu M.,
20616,2.54,1,1.517884162,4/28/2016,Erakovic M.,
13820,2.72,1,1.517325145,7/12/2013,Meusburger Y.,
24610,2.33,1,1.517000631,10/17/2017,Vikhlyantseva N.,
20788,1.51,0,1.516600961,5/18/2016,Bertens K.,
22957,1.68,0,1.516375745,4/7/2017,Kasatkina D.,
14877,2.53,1,1.51622658,1/14/2014,Nara K.,
24680,2.42,1,1.516090849,11/4/2017,Vandeweghe C.,
25777,1.68,0,1.515858881,5/23/2018,Stollar F.,
34919,1.63,0,1.51536845,8/17/2022,Raducanu E.,-1
29917,1.66,0,1.514852485,2/11/2020,Dodin O.,
20264,1.75,0,1.514315419,3/13/2016,Gibbs N.,
36261,2.41,1,1.513451321,3/28/2023,Arango E.,1.41
29226,1.53,0,1.512139175,9/13/2019,Kudermetova V.,
24556,1.72,0,1.511940159,10/11/2017,Voegele S.,
25334,1.56,0,1.511303021,3/25/2018,Konta J.,
35610,2.08,1,1.510624429,1/13/2023,Kasatkina D.,1.08
27088,1.56,0,1.509761977,10/16/2018,Flipkens K.,
22504,2.3,1,1.509687443,2/2/2017,Vinci R.,
24323,1.65,0,1.509258566,9/20/2017,Kerber A.,
27062,2.6,1,1.50923183,10/14/2018,Garcia C.,
26157,1.57,0,1.509117692,7/3/2018,Lapko V.,
14346,1.45,0,1.509041383,9/16/2013,Hsieh S.W.,
33121,2.43,1,1.508036274,11/15/2021,Swiatek I.,
28076,1.68,0,1.507973265,5/2/2019,Teichmann J.,
23333,2.31,1,1.507239485,5/28/2017,Dodin O.,
10766,2.52,1,1.507151954,5/2/2012,Vesnina E.,
10721,1.52,0,1.507018973,4/27/2012,Radwanska A.,
28152,2.43,1,1.506930535,5/11/2019,Bertens K.,
28028,1.58,0,1.506523313,4/29/2019,Van Uytvanck A.,
11393,2.3,1,1.506262105,7/11/2012,Zahlavova Strycova B.,
21944,1.69,0,1.505710012,10/1/2016,Pliskova Kr.,
31553,2.93,1,1.505096229,4/24/2021,Sabalenka A.,
25669,1.56,0,1.503555094,5/9/2018,Suarez Navarro C.,
27032,1.79,0,1.503475227,10/11/2018,Boulter K.,
16317,2.39,1,1.503260587,7/22/2014,Glushko J.,
16457,1.79,0,1.503212846,8/11/2014,Svitolina E.,
23736,2.56,1,1.502931849,7/8/2017,Radwanska A.,
34916,2.22,1,1.501839809,8/17/2022,Garcia C.,1.22
18734,2.1,1,1.501788253,7/19/2015,Larsson J.,
27117,1.58,0,1.501403458,10/19/2018,Kasatkina D.,
33760,2.35,1,1.500735624,3/25/2022,Brengle M.,1.35
29611,2.06,1,1.500690392,10/28/2019,Svitolina E.,
17066,1.68,0,1.500681019,10/14/2014,Diatchenko V.,
10905,1.48,0,1.499455776,5/20/2012,Sharapova M.,
18013,2.34,1,1.499229675,4/26/2015,Kerber A.,
21769,2.48,1,1.499027568,9/19/2016,Tig P.M.,
33054,1.54,0,1.498574862,10/27/2021,Yastremska D.,
30341,1.65,0,1.498030136,9/2/2020,Swiatek I.,
23011,2.17,1,1.497897694,4/12/2017,Mertens E.,
25668,2.32,1,1.497409088,5/8/2018,Pera B.,
11292,2.13,1,1.497103602,6/26/2012,Zvonareva V.,
15429,1.61,0,1.496793658,4/3/2014,Bouchard E.,
24993,1.71,0,1.496789576,1/31/2018,Jakupovic D.,
24282,2.65,1,1.495340232,9/18/2017,Soylu I.,
23195,2.19,1,1.494177882,5/9/2017,Begu I.,
27668,1.77,0,1.493332836,3/8/2019,Vondrousova M.,
23469,1.57,0,1.493138406,6/12/2017,Giorgi C.,
25964,1.88,0,1.492164341,6/13/2018,Jakupovic D.,
10992,1.92,0,1.491740116,5/28/2012,Foretz S.,
28363,1.68,0,1.490506847,5/30/2019,Swiatek I.,
26317,2.3,1,1.490286247,7/24/2018,Bara I.,
24198,2.15,1,1.490254982,9/5/2017,Keys M.,
30622,2.76,1,1.490246778,10/2/2020,Bertens K.,
27949,2.42,1,1.490187662,4/11/2019,Sharma A.,
22425,1.64,0,1.489937827,1/19/2017,Ostapenko J.,
17823,1.68,0,1.489863241,3/27/2015,Lisicki S.,
12122,2.33,1,1.487907046,10/12/2012,Begu I.,
23496,2.28,1,1.487805058,6/14/2017,Witthoeft C.,
35292,1.75,0,1.486082076,9/29/2022,Sherif M.,-1
32114,1.58,0,1.485603875,6/30/2021,Pliskova Ka.,
36014,1.83,0,1.484623173,3/2/2023,Dolehide C.,-1
20529,1.49,0,1.48419671,4/20/2016,Goerges J.,
34407,2.25,1,1.484182622,6/20/2022,Cornet A.,1.25
13581,1.74,0,1.48172376,6/16/2013,Krajicek M.,
36180,1.6,0,1.481654733,3/22/2023,Rogers S.,-1
31939,1.81,0,1.481608914,6/12/2021,Zhang S.,
29557,1.71,0,1.481565638,10/15/2019,Lottner A.,
25953,2.21,1,1.481480581,6/12/2018,Stollar F.,
31073,1.71,0,1.481278447,2/24/2021,Teichmann J.,
20303,1.64,0,1.480568843,3/22/2016,Gasparyan M.,
35798,1.82,0,1.480544558,2/4/2023,Parks A.,-1
25680,1.6,0,1.480411714,5/10/2018,Kvitova P.,
31893,2.24,1,1.479703054,6/7/2021,Cabrera L.,
19553,2.33,1,1.479687537,10/16/2015,Larsson J.,
27116,2.45,1,1.479679675,10/19/2018,Bencic B.,
29162,1.71,0,1.479464248,9/9/2019,Hon P.,
19398,2.23,1,1.478930663,9/30/2015,Vandeweghe C.,
17637,1.68,0,1.478797626,3/3/2015,Schiavone F.,
18412,2.29,1,1.478751703,6/9/2015,Beck A.,
12051,1.76,0,1.478562411,10/2/2012,Oprandi R.,
33954,2.31,1,1.478482958,4/28/2022,Martic P.,1.31
31402,1.6,0,1.478209618,4/6/2021,Davis L.,
17202,2.29,1,1.478174809,1/7/2015,Smitkova T.,
24226,1.74,0,1.478056007,9/12/2017,Kenin S.,
13334,2.25,1,1.478051279,5/22/2013,Larsson J.,
18189,2.46,1,1.477933549,5/15/2015,Suarez Navarro C.,
29501,2.31,1,1.476500424,10/8/2019,Cornet A.,
17698,2.59,1,1.476291896,3/12/2015,Karatantcheva S.,
17487,2.13,1,1.476282413,2/16/2015,Min G.,
29696,1.58,0,1.475995291,1/9/2020,Osaka N.,
29954,1.69,0,1.47594585,2/15/2020,Rybakina E.,
27906,2.52,1,1.473833749,4/7/2019,Muguruza G.,
18285,1.81,0,1.473594982,5/25/2015,Putintseva Y.,
25413,1.58,0,1.472769012,4/5/2018,Bogdan A.,
30524,1.88,0,1.472658016,9/26/2020,Svitolina E.,
17670,2.49,1,1.472205085,3/6/2015,Hsieh S.W.,
27185,1.7,0,1.472187388,1/1/2019,Zvonareva V.,
17880,1.69,0,1.471898748,4/6/2015,Van Uytvanck A.,
24105,2.56,1,1.47177166,8/28/2017,Vickery S.,
24675,2.38,1,1.471592961,11/2/2017,Sevastova A.,
13564,1.71,0,1.47134789,6/13/2013,Cirstea S.,
28188,1.58,0,1.471240482,5/16/2019,Azarenka V.,
23224,2.16,1,1.470732056,5/15/2017,Putintseva Y.,
36141,1.5,0,1.47059047,3/20/2023,Lys E.,-1
10115,2.57,1,1.469920003,2/10/2012,Wickmayer Y.,
22095,2.08,1,1.469856493,10/17/2016,Lepchenko V.,
15266,1.68,0,1.46887631,3/13/2014,Radwanska A.,
12358,2.25,1,1.468801377,1/9/2013,Niculescu M.,
20708,1.56,0,1.46850726,5/10/2016,Gavrilova D.,
24197,1.55,0,1.468499682,9/5/2017,Stephens S.,
32336,1.81,0,1.46844703,7/20/2021,Parrizas Diaz N.,
18835,1.79,0,1.468429749,7/29/2015,Torro Flor M.T.,
31748,2.38,1,1.468299838,5/25/2021,Linette M.,
10369,2.09,1,1.466706666,3/7/2012,Date Krumm K.,
22815,2.55,1,1.465549629,3/22/2017,Cepede Royg V.,
33306,2.17,1,1.465176892,1/17/2022,Brengle M.,1.17
20199,2.17,1,1.46510834,3/5/2016,Flipkens K.,
31354,1.72,0,1.46459031,3/27/2021,Svitolina E.,
24480,1.54,0,1.464340618,10/3/2017,Sharapova M.,
19916,2.26,1,1.46285733,1/23/2016,Zhang S.,
35744,1.55,0,1.462726098,1/30/2023,Noskova L.,-1
26326,1.74,0,1.462222679,7/25/2018,Ivakhnenko V.,
24300,1.63,0,1.461828053,9/19/2017,Siniakova K.,
33091,1.61,0,1.461732756,11/8/2021,Wang Xin.,
25235,1.71,0,1.461618532,3/12/2018,Collins D.,
14373,1.74,0,1.460419496,9/18/2013,Dushevina V.,
26474,1.87,0,1.460395335,8/14/2018,Garcia C.,
35546,2.2,1,1.460008086,1/6/2023,Kovinic D.,1.2
29709,2.5,1,1.459961683,1/11/2020,Pliskova Ka.,
36169,1.69,0,1.458857631,3/22/2023,Fernandez L.A.,-1
16750,2.34,1,1.458705493,9/13/2014,Lucic M.,
33733,1.61,0,1.458602959,3/23/2022,Zvonareva V.,-1
34112,1.6,0,1.457208546,5/18/2022,Bronzetti L.,-1
30159,1.78,0,1.456960766,8/6/2020,Giorgi C.,
34323,2.2,1,1.456910294,6/13/2022,Ruse E.G.,1.2
33541,1.64,0,1.456746771,2/25/2022,Osorio M.,-1
22357,2.11,1,1.456449874,1/16/2017,Begu I.,
20287,1.74,0,1.456148408,3/16/2016,Pliskova Ka.,
29718,2.32,1,1.455903695,1/13/2020,Kuzmova V.,
15423,2.15,1,1.455731975,4/3/2014,Pliskova Ka.,
33316,2.08,1,1.45555411,1/18/2022,Kovinic D.,1.08
24116,2.08,1,1.455176226,8/30/2017,Ozaki R.,
29967,3.26,1,1.453836839,2/18/2020,Rybakina E.,
33324,1.7,0,1.453803527,1/18/2022,Watson H.,-1
22893,1.74,0,1.45370432,4/3/2017,Puig M.,
19643,2.55,1,1.451688657,10/31/2015,Radwanska A.,
