match,correct_prediction,confidence,PSW,date,winner
48754,1,0.7438132,1.21,2025-01-01,Dimitrov G.
48322,1,0.7435798,1.41,2024-09-27,Safiullin R.
48918,1,0.74320227,4.82,2025-01-16,Sonego L.
48464,1,0.7431792,2.97,2024-10-14,Engel J.
47935,0,0.7430707,1.92,2024-07-31,Cobolli F.
47682,1,0.7427338,2.8,2024-07-04,Halys Q.
48970,1,0.7423812,1.66,2025-01-28,Griekspoor T.
48870,1,0.74221253,1.39,2025-01-13,Thompson J.
48076,1,0.7420332,1.17,2024-08-19,Carreno Busta P.
48320,1,0.74164927,1.86,2024-09-26,Cobolli F.
48242,1,0.74161935,1.16,2024-09-06,Sinner J.
48659,0,0.7415058,1.44,2024-11-04,Struff J.L.
47408,1,0.7413547,1.12,2024-06-01,Zverev A.
48622,1,0.74092066,2.46,2024-10-29,Popyrin A.
48278,1,0.7409183,5.09,2024-09-21,Uchiyama Y.
47821,0,0.7406823,1.63,2024-07-20,Michelsen A.
47874,1,0.74044704,2.3,2024-07-24,Gaston H.
47676,1,0.7403335,1.15,2024-07-04,Shapovalov D.
47868,1,0.7402819,1.3,2024-07-24,Baez S.
48918,1,0.7400512,4.82,2025-01-16,Sonego L.
48992,1,0.7395152,1.32,2025-02-03,Tsitsipas S.
48500,1,0.7395053,1.52,2024-10-16,Altmaier D.
47858,1,0.7387129,1.27,2024-07-23,Berrettini M.
48328,1,0.7380375,1.07,2024-09-27,Alcaraz C.
48659,0,0.73803276,1.44,2024-11-04,Struff J.L.
47841,0,0.7379148,2.3,2024-07-22,Nagal S.
47679,0,0.7374704,1.72,2024-07-04,Safiullin R.
47526,1,0.7370341,1.49,2024-06-21,Musetti L.
48052,1,0.73671055,1.94,2024-08-15,Tiafoe F.
48402,1,0.7365593,1.71,2024-10-04,Shelton B.
49068,1,0.7365047,1.71,2025-02-11,Bu Y.
47304,1,0.7357073,3.3,2024-05-26,Bergs Z.
49156,1,0.7356473,1.65,2025-02-18,Griekspoor T.
48854,1,0.7355724,1.65,2025-01-13,Bonzi B.
47390,1,0.7355624,1.55,2024-05-30,Shapovalov D.
47294,1,0.7351346,3.31,2024-05-25,Mpetshi G.
48702,1,0.73498,2.0,2024-11-08,Bonzi B.
49076,1,0.73489714,1.44,2025-02-11,Navone M.
49102,1,0.7346345,1.35,2025-02-13,Musetti L.
47370,1,0.73434454,1.14,2024-05-30,Cerundolo F.
47542,1,0.7342256,1.81,2024-06-23,Michelsen A.
48546,1,0.7332266,2.85,2024-10-22,Stricker D.
48011,0,0.7328026,1.54,2024-08-11,Arnaldi M.
48587,0,0.7327298,4.27,2024-10-25,Musetti L.
48740,1,0.73212564,2.43,2024-12-31,Muller A.
49017,0,0.73210204,3.66,2025-02-05,Bellucci M.
48822,1,0.7320379,1.66,2025-01-09,Bergs Z.
48761,0,0.73192304,3.97,2025-01-02,Marozsan F.
47474,1,0.73185873,1.55,2024-06-15,Draper J.
47562,1,0.7317015,1.85,2024-06-25,Ofner S.
48761,0,0.7316362,3.97,2025-01-02,Marozsan F.
48325,0,0.73149234,2.28,2024-09-27,Davidovich Fokina A.
48246,1,0.73144716,2.27,2024-09-18,Kukushkin M.
48378,1,0.73126274,1.46,2024-10-03,Bellucci M.
49046,1,0.73072827,1.38,2025-02-08,Ruud C.
49220,1,0.7306658,1.72,2025-02-25,Goffin D.
48749,0,0.73058534,1.31,2024-12-31,Mensik J.
47591,0,0.7304766,1.93,2024-06-28,Tabilo A.
48042,1,0.73032355,1.84,2024-08-15,Nakashima B.
48906,1,0.73017824,4.15,2025-01-15,Vukic A.
49120,1,0.7301746,2.11,2025-02-14,Kecmanovic M.
48382,1,0.7298383,2.05,2024-10-03,Watanuki Y.
48995,0,0.7296665,1.32,2025-02-03,Hurkacz H.
48502,1,0.72963595,1.25,2024-10-16,Cerundolo F.
48980,1,0.7293457,2.59,2025-01-30,De Jong J.
48582,1,0.7286595,1.35,2024-10-24,Shelton B.
48375,0,0.7284001,1.84,2024-10-02,Rinderknech A.
47716,1,0.72782165,4.69,2024-07-10,Musetti L.
47434,1,0.72738034,1.68,2024-06-11,Brouwer G.
48500,1,0.72718865,1.52,2024-10-16,Altmaier D.
48729,0,0.726761,1.15,2024-12-30,Dimitrov G.
49072,1,0.7266317,2.82,2025-02-11,Van Assche L.
48523,0,0.7264994,3.39,2024-10-18,Bautista Agut R.
48858,1,0.7264931,1.02,2025-01-13,Alcaraz C.
47972,1,0.7264525,1.98,2024-08-07,Davidovich Fokina A.
48272,1,0.72591466,1.81,2024-09-20,Jarry N.
49158,1,0.72564876,1.46,2025-02-18,Borges N.
48749,0,0.72506,1.31,2024-12-31,Mensik J.
48792,1,0.7249863,1.81,2025-01-06,Davidovich Fokina A.
47240,1,0.7247624,1.26,2024-05-17,Zverev A.
47398,1,0.7247469,1.23,2024-06-01,Ruud C.
48310,1,0.7245339,2.28,2024-09-26,Thompson J.
48012,1,0.72419757,3.48,2024-08-11,Korda S.
48438,1,0.72403157,1.61,2024-10-08,Rune H.
47996,1,0.72388047,1.07,2024-08-08,Korda S.
48320,1,0.72385615,1.86,2024-09-26,Cobolli F.
48322,1,0.723737,1.41,2024-09-27,Safiullin R.
48995,0,0.7230037,1.32,2025-02-03,Hurkacz H.
48429,0,0.722804,3.23,2024-10-08,Monfils G.
48278,1,0.72276884,5.09,2024-09-21,Uchiyama Y.
48828,1,0.7223005,1.28,2025-01-09,Paul T.
48854,1,0.722159,1.65,2025-01-13,Bonzi B.
48587,0,0.7217669,4.27,2024-10-25,Musetti L.
48626,1,0.7215729,1.25,2024-10-29,Rune H.
49024,1,0.7210426,1.78,2025-02-06,Tsitsipas S.
47981,0,0.72096527,1.86,2024-08-07,Arnaldi M.
48940,1,0.7209145,1.02,2025-01-18,Sinner J.
48430,1,0.72083503,2.24,2024-10-08,Goffin D.
48906,1,0.7204894,4.15,2025-01-15,Vukic A.
48922,1,0.72035515,1.04,2025-01-16,Fritz T.
48964,1,0.7202943,2.04,2025-01-27,Koepfer D.
48992,1,0.7191445,1.32,2025-02-03,Tsitsipas S.
48318,1,0.7190672,1.89,2024-09-26,Griekspoor T.
48970,1,0.71898496,1.66,2025-01-28,Griekspoor T.
47290,1,0.71893716,1.76,2024-05-23,Mpetshi G.
49075,0,0.7188953,2.14,2025-02-11,Cerundolo J.M.
47614,1,0.7183993,1.61,2024-07-01,Coric B.
49092,1,0.71799105,1.94,2025-02-12,Herbert P.
48380,1,0.7179813,1.23,2024-10-03,Safiullin R.
49046,1,0.717919,1.38,2025-02-08,Ruud C.
48800,1,0.71779865,2.25,2025-01-07,Tu L.
49141,0,0.71778375,1.17,2025-02-18,Cerundolo F.
47854,1,0.7177524,1.79,2024-07-23,Fognini F.
47298,1,0.7177524,1.56,2024-05-26,Ofner S.
48962,1,0.71771234,1.56,2025-01-27,Cazaux A.
49120,1,0.7176333,2.11,2025-02-14,Kecmanovic M.
48792,1,0.7175745,1.81,2025-01-06,Davidovich Fokina A.
48696,1,0.71752834,1.57,2024-11-07,Michelsen A.
48025,0,0.71747196,1.57,2024-08-13,Khachanov K.
47744,1,0.71736306,1.18,2024-07-16,Berrettini M.
48094,1,0.71721834,1.69,2024-08-20,Vukic A.
48146,1,0.71700084,1.31,2024-08-27,Draper J.
49062,1,0.715899,1.76,2025-02-11,Zhang Zh.
48555,0,0.71545416,2.0,2024-10-22,Giron M.
48398,1,0.7152471,1.53,2024-10-04,Arnaldi M.
48862,1,0.7149559,2.79,2025-01-13,Carballes Baena R.
48162,1,0.71493787,1.24,2024-08-27,Machac T.
48154,1,0.7148399,3.78,2024-08-27,Van De Zandschulp B.
47802,1,0.7145426,1.57,2024-07-18,Nadal R.
47362,1,0.71445894,1.03,2024-05-29,Sinner J.
47979,0,0.7126591,,2024-08-07,Rune H.
49017,0,0.712381,3.66,2025-02-05,Bellucci M.
48346,1,0.71219426,2.35,2024-09-29,Humbert U.
47388,1,0.71212405,1.45,2024-05-30,Bergs Z.
48678,1,0.7117153,1.89,2024-11-05,Bonzi B.
49110,1,0.71169066,3.17,2025-02-14,Cerundolo F.
49147,0,0.711645,1.42,2025-02-18,Etcheverry T.
48429,0,0.7115628,3.23,2024-10-08,Monfils G.
48780,1,0.7112891,1.4,2025-01-05,Borges N.
49192,1,0.7112043,2.15,2025-02-22,Rublev A.
48780,1,0.7107582,1.4,2025-01-05,Borges N.
49141,0,0.71050614,1.17,2025-02-18,Cerundolo F.
47481,0,0.7100137,2.05,2024-06-17,Sonego L.
48100,1,0.70996094,2.06,2024-08-21,Tien L.
48588,1,0.70989084,1.69,2024-10-25,Draper J.
48646,1,0.7092284,1.24,2024-10-31,Dimitrov G.
48509,0,0.70908016,1.27,2024-10-17,Tsitsipas S.
48922,1,0.7084893,1.04,2025-01-16,Fritz T.
48523,0,0.7082182,3.39,2024-10-18,Bautista Agut R.
48688,1,0.7080831,1.55,2024-11-06,O Connell C.
47837,0,0.7080647,1.3,2024-07-22,Trungelliti M.
48414,1,0.7077088,1.02,2024-10-05,Sinner J.
48595,0,0.7075565,1.42,2024-10-26,Draper J.
48509,0,0.70753294,1.27,2024-10-17,Tsitsipas S.
48946,1,0.7075001,1.85,2025-01-18,Sonego L.
48074,1,0.7073558,2.5,2024-08-19,Tiafoe F.
47830,1,0.7072231,1.29,2024-07-21,Berrettini M.
47900,1,0.707132,1.52,2024-07-26,Musetti L.
47808,1,0.7069125,1.41,2024-07-19,Nadal R.
47586,1,0.7065407,3.27,2024-06-27,Jubb P.
48203,0,0.70614547,1.05,2024-08-29,Sinner J.
47952,1,0.7055993,2.11,2024-08-01,Cobolli F.
47714,1,0.7055815,4.78,2024-07-09,Medvedev D.
48858,1,0.70547175,1.02,2025-01-13,Alcaraz C.
47856,1,0.70515364,2.23,2024-07-23,Gaston H.
48940,1,0.7049045,1.02,2025-01-18,Sinner J.
48810,1,0.70443773,2.77,2025-01-08,Giron M.
49110,1,0.7032719,3.17,2025-02-14,Cerundolo F.
48364,1,0.7030826,1.23,2024-10-02,Shang J.
47329,0,0.7030185,1.15,2024-05-27,Khachanov K.
48887,0,0.7029022,1.01,2025-01-14,Medvedev D.
48215,0,0.7028807,32.02,2024-08-30,Van De Zandschulp B.
48151,0,0.7028434,1.26,2024-08-27,De Minaur A.
48691,0,0.7022455,1.5,2024-11-06,Bu Y.
48395,0,0.7020517,1.64,2024-10-04,Machac T.
49188,1,0.7020066,2.62,2025-02-21,Muller A.
47375,0,0.70180917,1.48,2024-05-30,Rune H.
48962,1,0.70167774,1.56,2025-01-27,Cazaux A.
49196,1,0.7015153,1.55,2025-02-24,Tsitsipas S.
48580,1,0.70147884,2.47,2024-10-24,Machac T.
48699,0,0.7012716,1.88,2024-11-07,Djere L.
47968,1,0.7003059,2.16,2024-08-07,Nakashima B.
48382,1,0.7002882,2.05,2024-10-03,Watanuki Y.
49172,1,0.7001113,1.03,2025-02-19,Alcaraz C.
49216,1,0.7001044,1.22,2025-02-25,Ruud C.
47890,1,0.7000789,1.36,2024-07-25,Musetti L.
48466,1,0.69996405,1.87,2024-10-14,Carballes Baena R.
48341,0,0.69989944,1.11,2024-09-28,Medvedev D.
47504,1,0.6994202,1.46,2024-06-18,Duckworth J.
48582,1,0.69941294,1.35,2024-10-24,Shelton B.
48466,1,0.69937515,1.87,2024-10-14,Carballes Baena R.
47910,1,0.699305,1.67,2024-07-27,Rinderknech A.
48446,1,0.6992859,1.1,2024-10-09,Djokovic N.
47922,1,0.6992201,2.48,2024-07-29,Garin C.
49062,1,0.6985245,1.76,2025-02-11,Zhang Zh.
49030,1,0.6979735,1.68,2025-02-06,Shapovalov D.
48613,0,0.69765043,1.52,2024-10-29,Tsitsipas S.
47872,1,0.69725883,1.19,2024-07-24,Cerundolo F.
47280,1,0.69685054,1.12,2024-05-22,Djokovic N.
48341,0,0.6964583,1.11,2024-09-28,Medvedev D.
48300,1,0.6962064,1.41,2024-09-25,Hurkacz H.
48806,1,0.69609076,2.25,2025-01-07,Hijikata R.
47825,0,0.695844,1.34,2024-07-20,Nadal R.
48008,1,0.69563097,2.23,2024-08-10,Arnaldi M.
49196,1,0.69545907,1.55,2025-02-24,Tsitsipas S.
48862,1,0.6947721,2.79,2025-01-13,Carballes Baena R.
47770,1,0.6946274,2.18,2024-07-16,Quinn E.
48018,1,0.6944859,1.44,2024-08-13,Musetti L.
48838,1,0.69408965,1.11,2025-01-12,Humbert U.
47882,1,0.6939614,1.76,2024-07-24,Bellucci M.
48759,0,0.69375026,1.78,2025-01-02,Musetti L.
48318,1,0.6937118,1.89,2024-09-26,Griekspoor T.
47942,1,0.69368964,1.7,2024-07-31,Michelsen A.
48023,0,0.6936102,3.26,2024-08-13,Darderi L.
48414,1,0.6930946,1.02,2024-10-05,Sinner J.
49168,1,0.6928646,1.37,2025-02-19,Lehecka J.
48888,1,0.6924166,1.42,2025-01-14,Berrettini M.
47528,1,0.6923805,1.18,2024-06-21,Korda S.
48421,0,0.6922587,1.06,2024-10-07,Tiafoe F.
47866,1,0.69225776,1.99,2024-07-23,Carballes Baena R.
48759,0,0.6917852,1.78,2025-01-02,Musetti L.
47864,1,0.69149345,1.7,2024-07-23,Rinderknech A.
48082,1,0.69059956,1.43,2024-08-19,Muller A.
48488,1,0.6902424,1.68,2024-10-16,Vukic A.
47602,1,0.6901285,1.82,2024-07-01,Harris L.
48852,1,0.6900044,2.09,2025-01-13,Fearnley J.
48497,0,0.68998075,1.18,2024-10-16,De Minaur A.
48308,1,0.68955463,3.27,2024-09-26,Fils A.
48530,1,0.68916976,1.53,2024-10-19,Khachanov K.
48027,0,0.6883798,2.46,2024-08-13,Baez S.
48395,0,0.68803954,1.64,2024-10-04,Machac T.
49201,0,0.6878363,1.64,2025-02-24,Seyboth Wild T.
48346,1,0.6874169,2.35,2024-09-29,Humbert U.
48812,1,0.6869239,3.18,2025-01-08,Hijikata R.
48380,1,0.6865623,1.23,2024-10-03,Safiullin R.
48272,1,0.6858488,1.81,2024-09-20,Jarry N.
48640,1,0.68499357,1.52,2024-10-31,Tsitsipas S.
48598,1,0.6846636,2.85,2024-10-27,Mpetshi G.
47848,1,0.6844767,1.94,2024-07-22,Davidovich Fokina A.
47794,1,0.6836917,1.15,2024-07-18,Rune H.
48818,1,0.6832392,2.63,2025-01-08,Basavareddy N.
48595,0,0.6830647,1.42,2024-10-26,Draper J.
47772,1,0.6828393,1.43,2024-07-17,Darderi L.
49082,1,0.6825217,1.43,2025-02-12,Giron M.
48640,1,0.6824916,1.52,2024-10-31,Tsitsipas S.
48289,0,0.6822688,1.22,2024-09-22,Nakashima B.
48331,0,0.6822402,2.32,2024-09-27,Fils A.
48497,0,0.68199056,1.18,2024-10-16,De Minaur A.
48518,1,0.6812832,2.09,2024-10-18,Griekspoor T.
47582,1,0.68100905,1.87,2024-06-27,Vukic A.
49171,0,0.6803084,1.24,2025-02-19,Draper J.
48488,1,0.6801781,1.68,2024-10-16,Vukic A.
48696,1,0.67954403,1.57,2024-11-07,Michelsen A.
48626,1,0.6794718,1.25,2024-10-29,Rune H.
48990,1,0.6790064,1.07,2025-02-03,Bellucci M.
48460,1,0.67870796,1.88,2024-10-14,Sonego L.
48502,1,0.6783408,1.25,2024-10-16,Cerundolo F.
47270,1,0.6782767,2.25,2024-05-21,Shevchenko A.
47650,1,0.67757386,1.25,2024-07-03,Struff J.L.
48325,0,0.6772255,2.28,2024-09-27,Davidovich Fokina A.
48598,1,0.6766748,2.85,2024-10-27,Mpetshi G.
48310,1,0.67638755,2.28,2024-09-26,Thompson J.
49075,0,0.67619663,2.14,2025-02-11,Cerundolo J.M.
49068,1,0.67577964,1.71,2025-02-11,Bu Y.
48421,0,0.6757169,1.06,2024-10-07,Tiafoe F.
48546,1,0.67566663,2.85,2024-10-22,Stricker D.
47664,1,0.6756377,1.76,2024-07-03,Safiullin R.
49082,1,0.6755241,1.43,2025-02-12,Giron M.
49215,0,0.6750204,1.36,2025-02-25,Navone M.
47879,0,0.6749137,1.65,2024-07-24,Opelka R.
49228,1,0.6746271,1.26,2025-02-26,Vukic A.
49008,1,0.67444783,2.37,2025-02-05,Munar J.
47893,0,0.67422134,2.31,2024-07-25,Purcell M.
49030,1,0.6739602,1.68,2025-02-06,Shapovalov D.
47309,0,0.67389154,1.1,2024-05-26,Dimitrov G.
47364,1,0.6736396,1.13,2024-05-29,Rublev A.
48436,1,0.6734854,1.41,2024-10-08,Mensik J.
48913,0,0.67297816,1.35,2025-01-15,Machac T.
49092,1,0.6726821,1.94,2025-02-12,Herbert P.
48800,1,0.67255116,2.25,2025-01-07,Tu L.
48308,1,0.672445,3.27,2024-09-26,Fils A.
47750,1,0.6723692,2.32,2024-07-16,Trungelliti M.
48436,1,0.67167133,1.41,2024-10-08,Mensik J.
48973,0,0.67163146,1.26,2025-01-29,Rublev A.
47956,1,0.671319,1.62,2024-08-02,Shelton B.
47937,0,0.67127424,1.58,2024-07-31,Kokkinakis T.
49128,1,0.67100036,1.84,2025-02-16,Kecmanovic M.
47668,1,0.6709488,1.39,2024-07-03,Rinderknech A.
48778,1,0.67084444,1.88,2025-01-04,Nishikori K.
48784,1,0.6703603,1.24,2025-01-06,Michelsen A.
47752,1,0.6701708,1.66,2024-07-16,Fils A.
49038,1,0.67001605,1.08,2025-02-07,De Minaur A.
47412,1,0.6697804,1.05,2024-06-02,Sinner J.
47492,1,0.66972685,1.16,2024-06-18,Paul T.
48314,1,0.66917866,1.38,2024-09-26,Shelton B.
48017,0,0.66863,2.73,2024-08-13,Thompson J.
48688,1,0.66812015,1.55,2024-11-06,O Connell C.
48339,0,0.66763204,1.67,2024-09-28,Lehecka J.
47722,1,0.6675118,,2024-07-15,Cerundolo F.
47244,1,0.66647196,1.98,2024-05-19,Carballes Baena R.
48339,0,0.66614884,1.67,2024-09-28,Lehecka J.
47674,1,0.66595197,1.74,2024-07-04,Shelton B.
48852,1,0.66500056,2.09,2025-01-13,Fearnley J.
47636,1,0.6644145,24.44,2024-07-02,Comesana F.
48312,1,0.6642131,1.38,2024-09-26,Paul T.
48364,1,0.6641777,1.23,2024-10-02,Shang J.
49184,1,0.66406053,6.86,2025-02-21,Comesana F.
49086,1,0.66339755,1.51,2025-02-12,Opelka R.
48334,1,0.6633723,1.24,2024-09-27,Medvedev D.
48720,1,0.6633669,2.85,2024-11-16,Fritz T.
47496,1,0.6630097,1.42,2024-06-18,Eubanks C.
48199,0,0.66278934,1.56,2024-08-29,Cobolli F.
48588,1,0.662729,1.69,2024-10-25,Draper J.
47758,1,0.6623933,1.79,2024-07-16,Monteiro T.
48530,1,0.6621787,1.53,2024-10-19,Khachanov K.
48821,0,0.66204417,1.84,2025-01-08,Diaz Acosta F.
48691,0,0.66190356,1.5,2024-11-06,Bu Y.
47638,1,0.6618184,1.84,2024-07-02,Nishioka Y.
49171,0,0.66154796,1.24,2025-02-19,Draper J.
47597,0,0.66149586,1.13,2024-07-01,Griekspoor T.
48822,1,0.66121787,1.66,2025-01-09,Bergs Z.
49086,1,0.6611783,1.51,2025-02-12,Opelka R.
48098,1,0.6606509,1.3,2024-08-20,Moutet C.
49233,0,0.66026336,1.38,2025-02-26,Rune H.
47850,1,0.66001016,1.82,2024-07-22,Cobolli F.
47282,1,0.6596892,1.76,2024-05-23,Griekspoor T.
48567,0,0.6596642,1.13,2024-10-23,Auger-Aliassime F.
47303,0,0.6592254,2.54,2024-05-26,Nishikori K.
48613,0,0.65905595,1.52,2024-10-29,Tsitsipas S.
49072,1,0.6588678,2.82,2025-02-11,Van Assche L.
47784,1,0.65835124,2.8,2024-07-17,Ajdukovic D.
48416,1,0.65685177,1.24,2024-10-06,Paul T.
48449,0,0.65682524,9.53,2024-10-10,Machac T.
47410,1,0.65628713,1.12,2024-06-02,Alcaraz C.
49052,1,0.65620154,2.0,2025-02-10,Quinn E.
49201,0,0.6558003,1.64,2025-02-24,Seyboth Wild T.
48896,1,0.6557152,2.13,2025-01-14,Monfils G.
48295,0,0.6555004,3.23,2024-09-23,Cilic M.
48375,0,0.6546584,1.84,2024-10-02,Rinderknech A.
48256,1,0.6545506,1.85,2024-09-19,Hijikata R.
48699,0,0.6536267,1.88,2024-11-07,Djere L.
47928,1,0.65345335,1.52,2024-07-30,Albot R.
48606,1,0.65310746,1.77,2024-10-28,Etcheverry T.
48370,1,0.6529324,2.66,2024-10-02,Carballes Baena R.
49183,0,0.652734,1.64,2025-02-21,Ugo Carabelli C.
48370,1,0.65273094,2.66,2024-10-02,Carballes Baena R.
48518,1,0.65229726,2.09,2024-10-18,Griekspoor T.
49004,1,0.6515885,1.09,2025-02-04,Paul T.
49052,1,0.65121615,2.0,2025-02-10,Quinn E.
48567,0,0.64986336,1.13,2024-10-23,Auger-Aliassime F.
48368,1,0.64938545,2.11,2024-10-02,Fognini F.
48460,1,0.64916456,1.88,2024-10-14,Sonego L.
48990,1,0.6489435,1.07,2025-02-03,Bellucci M.
47581,0,0.6489388,2.4,2024-06-27,Purcell M.
49220,1,0.6488849,1.72,2025-02-25,Goffin D.
47384,1,0.64870274,1.09,2024-05-30,Auger-Aliassime F.
47500,1,0.6483729,1.15,2024-06-18,Zverev A.
48062,1,0.64819384,2.26,2024-08-17,Draper J.
48896,1,0.6477603,2.13,2025-01-14,Monfils G.
48534,1,0.6477203,1.77,2024-10-20,Paul T.
48888,1,0.64724785,1.42,2025-01-14,Berrettini M.
48282,1,0.6459329,2.47,2024-09-21,Cilic M.
48961,0,0.6447345,1.34,2025-01-26,Sinner J.
48058,1,0.64430743,1.47,2024-08-16,Rublev A.
49236,1,0.644231,1.34,2025-02-26,Tiafoe F.
48045,0,0.64333475,1.83,2024-08-15,Carreno Busta P.
47838,1,0.64282006,2.2,2024-07-22,Mensik J.
49004,1,0.6425783,1.09,2025-02-04,Paul T.
47520,1,0.64225066,3.61,2024-06-20,Giron M.
48304,1,0.6417582,3.15,2024-09-26,Nishioka Y.
48739,0,0.6415878,2.2,2024-12-31,Borges N.
49014,1,0.6409937,2.16,2025-02-05,Hurkacz H.
48073,0,0.6408396,1.62,2024-08-18,Sinner J.
48304,1,0.6406305,3.15,2024-09-26,Nishioka Y.
47993,0,0.64026725,3.46,2024-08-08,Borges N.
48778,1,0.6402495,1.88,2025-01-04,Nishikori K.
47632,1,0.63953376,1.43,2024-07-02,Fils A.
47797,0,0.6390509,1.94,2024-07-18,Halys Q.
49057,0,0.6387864,3.29,2025-02-10,Virtanen O.
48069,0,0.63863814,1.63,2024-08-18,Vukic A.
48818,1,0.6383733,2.63,2025-01-08,Basavareddy N.
48300,1,0.638343,1.41,2024-09-25,Hurkacz H.
48312,1,0.6380273,1.38,2024-09-26,Paul T.
48652,1,0.638,1.78,2024-11-02,Humbert U.
48463,0,0.6377998,2.01,2024-10-14,Marterer M.
48422,1,0.63708067,2.65,2024-10-07,Giron M.
48606,1,0.6369159,1.77,2024-10-28,Etcheverry T.
49038,1,0.6358769,1.08,2025-02-07,De Minaur A.
47660,1,0.6355202,1.39,2024-07-03,Tabilo A.
49215,0,0.6353361,1.36,2025-02-25,Navone M.
48295,0,0.6352034,3.23,2024-09-23,Cilic M.
48228,1,0.6351649,1.11,2024-09-01,Medvedev D.
49183,0,0.63487697,1.64,2025-02-21,Ugo Carabelli C.
47424,1,0.63451153,1.79,2024-06-10,Koepfer D.
48463,0,0.63436174,2.01,2024-10-14,Marterer M.
48961,0,0.6340409,1.34,2025-01-26,Sinner J.
48256,1,0.6340294,1.85,2024-09-19,Hijikata R.
48766,1,0.63326013,2.55,2025-01-02,Opelka R.
48838,1,0.6331884,1.11,2025-01-12,Humbert U.
48873,0,0.6329032,1.51,2025-01-14,Shelton B.
48388,1,0.632505,1.53,2024-10-03,Goffin D.
49194,1,0.63249975,1.56,2025-02-24,Garin C.
47710,1,0.6322547,1.33,2024-07-08,Djokovic N.
49057,0,0.63212746,3.29,2025-02-10,Virtanen O.
48358,1,0.63099194,1.06,2024-10-01,Sinner J.
48999,0,0.6309093,1.25,2025-02-04,Rublev A.
47263,0,0.6308255,2.62,2024-05-21,Mpetshi G.
48331,0,0.6293385,2.32,2024-09-27,Fils A.
47654,1,0.6293078,1.03,2024-07-03,Alcaraz C.
48388,1,0.62927157,1.53,2024-10-03,Goffin D.
48142,1,0.6292258,1.02,2024-08-26,Berrettini M.
49055,0,0.62896484,1.47,2025-02-10,Norrie C.
48600,1,0.62896067,6.97,2024-10-28,Mannarino A.
48635,0,0.6283663,2.75,2024-10-30,Rinderknech A.
47368,1,0.6282915,1.21,2024-05-30,Fritz T.
48784,1,0.6280849,1.24,2025-01-06,Michelsen A.
49098,1,0.6277977,1.39,2025-02-13,Struff J.L.
48656,1,0.6277689,2.7,2024-11-03,Medjedovic H.
47610,1,0.62772775,2.06,2024-07-01,Altmaier D.
48987,0,0.62755644,3.94,2025-02-01,Kovacevic A.
48973,0,0.6270715,1.26,2025-01-29,Rublev A.
47297,0,0.62675184,1.58,2024-05-26,Wawrinka S.
48812,1,0.6267047,3.18,2025-01-08,Hijikata R.
48060,1,0.6263402,10.76,2024-08-16,Monfils G.
49176,1,0.62632966,2.79,2025-02-20,Tseng C.H.
48597,0,0.62629765,1.69,2024-10-27,Draper J.
48030,1,0.62628144,2.17,2024-08-14,Monfils G.
48484,1,0.6260556,1.72,2024-10-15,Shevchenko A.
49109,0,0.6259454,1.18,2025-02-13,Fonseca J.
48913,0,0.62567717,1.35,2025-01-15,Machac T.
47895,0,0.62520653,3.09,2024-07-25,Gaston H.
48532,1,0.62493,1.4,2024-10-19,Bautista Agut R.
48900,1,0.6243409,1.65,2025-01-15,Fearnley J.
48633,0,0.6243231,2.39,2024-10-30,Mannarino A.
48662,1,0.6238968,1.76,2024-11-04,Gasquet R.
48444,1,0.62342596,2.53,2024-10-09,Machac T.
47616,1,0.6226202,1.05,2024-07-01,Dimitrov G.
48416,1,0.6224585,1.24,2024-10-06,Paul T.
47988,1,0.62236935,1.27,2024-08-08,Dimitrov G.
47592,1,0.62222695,1.22,2024-06-29,Fritz T.
48656,1,0.62182546,2.7,2024-11-03,Medjedovic H.
48484,1,0.621245,1.72,2024-10-15,Shevchenko A.
48945,0,0.6198593,2.5,2025-01-18,Michelsen A.
47498,1,0.61975163,1.09,2024-06-18,Draper J.
48616,1,0.6195589,1.48,2024-10-29,Draper J.
47350,1,0.6195154,1.14,2024-05-28,Fritz T.
48600,1,0.61931115,6.97,2024-10-28,Mannarino A.
48483,0,0.6191175,1.32,2024-10-15,Lehecka J.
48616,1,0.6177443,1.48,2024-10-29,Draper J.
48170,1,0.6175947,1.79,2024-08-27,Marozsan F.
47718,1,0.6174389,1.3,2024-07-12,Alcaraz C.
48221,0,0.61713433,1.12,2024-08-31,Paul T.
48342,1,0.6168817,1.56,2024-09-28,Cobolli F.
48885,0,0.6164177,2.99,2025-01-14,Krueger M.
47459,0,0.6159487,1.41,2024-06-13,Paul T.
48021,0,0.6158627,1.38,2024-08-13,Lehecka J.
48368,1,0.61575854,2.11,2024-10-02,Fognini F.
48314,1,0.6157172,1.38,2024-09-26,Shelton B.
47671,0,0.61570877,1.05,2024-07-04,De Minaur A.
48576,1,0.61506784,1.67,2024-10-24,Musetti L.
49184,1,0.6148599,6.86,2025-02-21,Comesana F.
48706,1,0.6148455,1.89,2024-11-09,Bonzi B.
47286,1,0.6143041,1.31,2024-05-23,Ruud C.
47320,1,0.6141013,1.12,2024-05-27,Paul T.
47782,1,0.6139819,1.64,2024-07-17,Mcdonald M.
48289,0,0.6134969,1.22,2024-09-22,Nakashima B.
48446,1,0.61319774,1.1,2024-10-09,Djokovic N.
48836,1,0.6131421,2.01,2025-01-12,Halys Q.
47649,0,0.61267287,1.18,2024-07-03,Sinner J.
48185,0,0.6126463,1.17,2024-08-28,Tiafoe F.
