match,PSW,win0,confidence0,date,,
38677,2.3,1,1.454595384,10/12/2022,1.3,1.3
27707,1.5,0,1.454413399,5/4/2017,-1,0.5
35531,1.66,0,1.453218428,7/29/2021,-1,0.66
31959,1.65,0,1.453116078,8/21/2019,-1,0.65
38575,1.58,0,1.452885704,9/30/2022,-1,0.58
27062,1.68,0,1.452871096,2/15/2017,-1,0.68
29341,1.84,0,1.451603929,1/2/2018,-1,0.84
26940,2.25,1,1.450831667,1/29/2017,1.25,1.25
37173,2.16,1,1.450183028,4/14/2022,1.16,1.16
33765,2.15,1,1.448844992,11/10/2020,1.15,1.15
27928,1.75,0,1.447782994,5/29/2017,-1,0.75
29419,2.12,1,1.447132137,1/10/2018,1.12,1.12
37683,1.52,0,1.447121903,6/14/2022,-1,0.52
27706,2.48,1,1.446710298,5/4/2017,1.48,1.48
31676,2.2,1,1.446628276,7/24/2019,1.2,1.2
36039,1.68,0,1.446529744,10/11/2021,-1,0.68
38860,1.52,0,1.445869677,11/1/2022,-1,0.52
34373,1.62,0,1.445810092,3/18/2021,-1,0.62
35823,2.23,1,1.445684791,9/2/2021,1.23,1.23
35373,1.61,0,1.445418326,7/14/2021,-1,0.61
28484,1.66,0,1.445205789,7/29/2017,-1,0.66
30008,2.63,1,1.445191907,1/7/2019,1.63,1.63
31358,1.69,0,1.444655736,6/21/2019,-1,0.69
37948,1.57,0,1.444438351,7/16/2022,-1,0.57
33689,1.98,1,1.443416818,10/30/2020,0.98,0.98
37626,1.65,0,1.442727284,6/8/2022,-1,0.65
28630,2.09,1,1.442647268,8/10/2017,1.09,1.09
31575,1.65,0,1.442641078,7/16/2019,-1,0.65
31799,1.62,0,1.442299644,8/2/2019,-1,0.62
29951,2.27,1,1.441624552,1/1/2019,1.27,1.27
36064,1.58,0,1.44111719,10/13/2021,-1,0.58
29185,2.37,1,1.440892059,10/23/2017,1.37,1.37
28993,2.2,1,1.44065513,10/2/2017,1.2,1.2
28752,1.88,0,1.439776018,8/28/2017,-1,0.88
32929,1.94,0,1.439243846,2/18/2020,-1,0.94
27148,2.16,1,1.438851963,2/22/2017,1.16,1.16
35112,1.89,0,1.437407628,6/15/2021,-1,0.89
35741,1.59,0,1.437001582,8/28/2021,-1,0.59
33012,1.66,0,1.436717303,2/25/2020,-1,0.66
27513,1.64,0,1.435965638,4/14/2017,-1,0.64
29497,1.67,0,1.435069731,1/16/2018,-1,0.67
27293,2.4,1,1.434655792,3/9/2017,1.4,1.4
39303,2.11,1,1.433916169,2/17/2023,1.11,1.11
32472,1.68,0,1.433830296,10/28/2019,-1,0.68
31846,2.65,1,1.433485042,8/7/2019,1.65,1.65
35664,2.3,1,1.433267291,8/18/2021,1.3,1.3
31150,1.95,1,1.433048935,5/27/2019,0.95,0.95
35622,1.58,0,1.432955767,8/11/2021,-1,0.58
34415,2.3,1,1.432912415,3/26/2021,1.3,1.3
32200,1.84,0,1.432331425,9/28/2019,-1,0.84
31371,1.56,0,1.432311382,6/24/2019,-1,0.56
34726,1.74,0,1.431570789,5/3/2021,-1,0.74
31149,1.63,0,1.431104381,5/27/2019,-1,0.63
32320,1.65,0,1.430606604,10/12/2019,-1,0.65
28313,1.84,0,1.43057211,7/10/2017,-1,0.84
36315,2.29,1,1.430187799,1/6/2022,1.29,1.29
30309,2.35,1,1.430176256,2/13/2019,1.35,1.35
29220,2.29,1,1.430103309,10/26/2017,1.29,1.29
29975,2.52,1,1.42988018,1/2/2019,1.52,1.52
32413,2.19,1,1.428775468,10/22/2019,1.19,1.19
28140,2.28,1,1.427494817,6/24/2017,1.28,1.28
38011,1.9,1,1.42677056,7/24/2022,0.9,0.9
27428,1.71,0,1.426566639,3/25/2017,-1,0.71
37692,1.66,0,1.425998624,6/15/2022,-1,0.66
28380,1.66,0,1.425535248,7/20/2017,-1,0.66
31733,1.8,0,1.42533486,7/30/2019,-1,0.8
27710,2.36,1,1.424635161,5/4/2017,1.36,1.36
36047,1.6,0,1.424102771,10/12/2021,-1,0.6
27323,1.67,0,1.423369054,3/11/2017,-1,0.67
36929,2.43,1,1.423035854,3/13/2022,1.43,1.43
30798,2.44,1,1.422271665,4/16/2019,1.44,1.44
34185,1.71,0,1.42128149,3/2/2021,-1,0.71
33227,1.58,0,1.421278214,9/4/2020,-1,0.58
37233,1.72,0,1.421111625,4/21/2022,-1,0.72
37791,2.04,0,1.420483051,6/27/2022,-1,1.04
30399,1.74,0,1.420147231,2/20/2019,-1,0.74
30361,2.6,1,1.419536723,2/19/2019,1.6,1.6
32942,1.56,0,1.419046831,2/19/2020,-1,0.56
33278,1.82,0,1.417166854,9/11/2020,-1,0.82
29353,2.2,1,1.416268078,1/3/2018,1.2,1.2
35525,1.66,0,1.415860436,7/28/2021,-1,0.66
37451,1.7,0,1.415140863,5/17/2022,-1,0.7
29854,2.27,1,1.414868396,2/27/2018,1.27,1.27
27061,2.62,1,1.414535163,2/15/2017,1.62,1.62
29288,2.26,1,1.414373004,11/3/2017,1.26,1.26
37270,1.69,0,1.414302309,4/26/2022,-1,0.69
32174,2.33,1,1.41306438,9/25/2019,1.33,1.33
35432,1.95,0,1.412488068,7/20/2021,-1,0.95
32394,1.63,0,1.412181781,10/19/2019,-1,0.63
29128,1.63,0,1.411800134,10/17/2017,-1,0.63
33846,2.03,0,1.411032379,1/12/2021,-1,1.03
39107,2.56,1,1.410993225,1/19/2023,1.56,1.56
37259,2.13,1,1.409537696,4/25/2022,1.13,1.13
31926,2.46,1,1.40935991,8/19/2019,1.46,1.46
28436,1.88,0,1.40886208,7/25/2017,-1,0.88
31009,1.47,0,1.408834639,5/10/2019,-1,0.47
30821,2.19,1,1.40864683,4/18/2019,1.19,1.19
33838,2.13,1,1.407959891,1/11/2021,1.13,1.13
32449,1.79,0,1.407683264,10/24/2019,-1,0.79
36904,2.35,1,1.407480589,3/11/2022,1.35,1.35
34684,2.55,1,1.407413224,4/27/2021,1.55,1.55
37264,1.81,0,1.407388499,4/25/2022,-1,0.81
31602,1.66,0,1.407208765,7/18/2019,-1,0.66
27420,2.28,1,1.406860072,3/24/2017,1.28,1.28
32790,1.83,0,1.405987593,2/6/2020,-1,0.83
36868,2,1,1.405251056,2/25/2022,1,1
31988,1.75,0,1.405241928,8/26/2019,-1,0.75
28162,2.07,1,1.405045645,6/27/2017,1.07,1.07
33949,1.8,0,1.404858511,2/5/2021,-1,0.8
27616,2.09,1,1.402462901,4/25/2017,1.09,1.09
31962,1.98,1,1.401917634,8/22/2019,0.98,0.98
28976,2.1,1,1.401520135,9/29/2017,1.1,1.1
31611,1.71,0,1.401146654,7/19/2019,-1,0.71
38941,1.62,0,1.40084142,1/3/2023,-1,0.62
34857,1.96,1,1.400776418,5/19/2021,0.96,0.96
38944,2.43,1,1.400373231,1/4/2023,1.43,1.43
27373,1.73,0,1.400179699,3/16/2017,-1,0.73
39123,2.06,1,1.40011538,1/20/2023,1.06,1.06
37273,1.6,0,1.399817352,4/26/2022,-1,0.6
37345,2.09,1,1.399717229,5/4/2022,1.09,1.09
38968,2.25,1,1.399451651,1/6/2023,1.25,1.25
33383,2,0,1.398885749,9/27/2020,-1,1
29155,2.22,1,1.398665136,10/19/2017,1.22,1.22
30049,1.56,0,1.398631559,1/10/2019,-1,0.56
29226,1.95,0,1.398171036,10/26/2017,-1,0.95
37823,1.87,1,1.398142397,6/28/2022,0.87,0.87
33936,2.41,1,1.397481171,2/4/2021,1.41,1.41
39212,2.08,1,1.397364968,2/10/2023,1.08,1.08
30487,2.18,1,1.397358462,2/27/2019,1.18,1.18
29007,1.61,0,1.39606669,10/3/2017,-1,0.61
36266,2.34,1,1.395677974,11/12/2021,1.34,1.34
36610,2.26,1,1.395343282,2/8/2022,1.26,1.26
29860,2.24,1,1.395215473,2/27/2018,1.24,1.24
37371,2.25,1,1.394880105,5/9/2022,1.25,1.25
35314,1.68,0,1.394368786,7/3/2021,-1,0.68
30259,2.37,1,1.393967543,2/9/2019,1.37,1.37
30098,1.81,0,1.393877584,1/15/2019,-1,0.81
34131,1.98,1,1.39369925,2/24/2021,0.98,0.98
27780,1.96,0,1.393600396,5/11/2017,-1,0.96
33985,1.88,1,1.393312896,2/8/2021,0.88,0.88
36528,2.11,1,1.393283492,2/1/2022,1.11,1.11
30174,2.19,1,1.39286269,1/21/2019,1.19,1.19
32145,1.7,0,1.392755806,9/21/2019,-1,0.7
27370,2.26,1,1.391545327,3/16/2017,1.26,1.26
29298,1.57,0,1.390765039,11/15/2017,-1,0.57
31366,1.66,0,1.390355665,6/23/2019,-1,0.66
31665,1.85,1,1.390330957,7/24/2019,0.85,0.85
34192,1.62,0,1.389696428,3/2/2021,-1,0.62
36254,1.76,0,1.389356484,11/10/2021,-1,0.76
30035,2.44,1,1.38912323,1/9/2019,1.44,1.44
31943,1.6,0,1.388761417,8/20/2019,-1,0.6
36793,1.76,0,1.388221073,2/21/2022,-1,0.76
31294,1.8,0,1.3879189,6/14/2019,-1,0.8
30386,2.3,1,1.386823029,2/19/2019,1.3,1.3
35157,1.94,0,1.386405655,6/21/2021,-1,0.94
31360,2.29,1,1.386273461,6/22/2019,1.29,1.29
30968,2.09,1,1.386107025,5/6/2019,1.09,1.09
31068,2.2,1,1.386038308,5/19/2019,1.2,1.2
36130,1.99,0,1.385854557,10/25/2021,-1,0.99
28343,1.9,0,1.385724104,7/18/2017,-1,0.9
34864,2.58,1,1.385591791,5/20/2021,1.58,1.58
30539,2.24,1,1.385089011,3/8/2019,1.24,1.24
29033,1.84,0,1.383488665,10/6/2017,-1,0.84
31656,1.77,1,1.383094351,7/23/2019,0.77,0.77
