match,PSW,win0,confidence0,date,,
53799,2.22,1,1.385309166,8/18/2021,1.22,122
52919,2.14,1,1.383892325,5/10/2021,1.14,114
44666,1.69,0,1.383846917,8/1/2017,-1,-100
50575,2.3,1,1.38363193,10/23/2019,1.3,130
51421,2.62,1,1.383033629,9/11/2020,1.62,162
44418,2.16,1,1.382807184,7/4/2017,1.16,116
49503,1.77,0,1.382627624,6/20/2019,-1,-100
54071,2.26,1,1.382426724,9/28/2021,1.26,126
52289,1.61,0,1.382371629,2/26/2021,-1,-100
51793,1.79,0,1.382305192,10/27/2020,-1,-100
44312,2.14,1,1.381327342,6/26/2017,1.14,114
47994,2.14,0,1.381054365,10/25/2018,-1,-100
45089,2.07,1,1.380619152,9/25/2017,1.07,107
43332,1.6,0,1.379741132,2/23/2017,-1,-100
53465,2.02,0,1.378441052,7/12/2021,-1,-100
55068,2.34,1,1.378127154,3/15/2022,1.34,134
