match,PSW,win0,confidence0,date,,
52085,2.36,1,1.442907782,2/5/2021,1.36,136
46022,1.75,0,1.44243808,2/28/2018,-1,-100
48190,1.58,0,1.442186945,1/9/2019,-1,-100
43373,2.16,1,1.441694418,2/28/2017,1.16,116
55991,1.82,0,1.441516346,7/2/2022,-1,-100
46315,2.38,1,1.440930722,4/15/2018,1.38,138
44642,1.66,0,1.440908488,7/29/2017,-1,-100
47449,1.83,1,1.440745302,8/15/2018,0.83,83
44418,2.16,1,1.440744169,7/4/2017,1.16,116
43925,2.23,1,1.440717964,5/9/2017,1.23,123
55514,1.66,0,1.440391321,5/11/2022,-1,-100
55678,1.66,0,1.439125107,5/26/2022,-1,-100
48567,1.52,0,1.438420677,2/21/2019,-1,-100
50298,1.7,0,1.438135948,9/21/2019,-1,-100
52966,1.76,0,1.437848516,5/17/2021,-1,-100
48688,1.6,0,1.437021461,3/7/2019,-1,-100
51687,2.31,1,1.436257364,10/14/2020,1.31,131
44217,1.62,0,1.43599092,6/14/2017,-1,-100
45160,1.71,0,1.435681057,10/3/2017,-1,-100
49755,1.72,0,1.435627088,7/18/2019,-1,-100
55579,1.6,0,1.434766393,5/19/2022,-1,-100
49565,1.7,0,1.433640629,6/27/2019,-1,-100
45879,1.63,0,1.432355163,2/17/2018,-1,-100
48806,2.66,1,1.432063819,3/22/2019,1.66,166
48920,1.67,0,1.431406873,4/12/2019,-1,-100
52014,1.76,0,1.431389122,2/1/2021,-1,-100
47920,1.58,0,1.431324605,10/17/2018,-1,-100
48712,1.6,0,1.430775235,3/9/2019,-1,-100
47798,1.78,0,1.43041934,10/4/2018,-1,-100
51247,2.55,1,1.430256414,8/24/2020,1.55,155
54709,3.25,1,1.429768987,2/5/2022,2.25,225
57031,1.69,0,1.429625287,1/2/2023,-1,-100
53685,1.85,0,1.429497232,8/2/2021,-1,-100
48124,1.71,0,1.429477543,1/2/2019,-1,-100
55018,2.35,1,1.428766447,3/11/2022,1.35,135
46459,1.63,0,1.427347512,5/1/2018,-1,-100
49864,1.87,0,1.427068496,7/28/2019,-1,-100
49431,2.22,1,1.427059453,6/12/2019,1.22,122
54459,2.35,1,1.42584517,1/10/2022,1.35,135
49817,1.81,0,1.425223787,7/23/2019,-1,-100
44877,1.96,0,1.424990805,8/22/2017,-1,-100
50028,1.74,0,1.424077284,8/12/2019,-1,-100
47897,2.47,1,1.42404149,10/16/2018,1.47,147
53216,2.61,1,1.423342285,6/11/2021,1.61,161
43576,2.32,1,1.42333886,3/24/2017,1.32,132
54703,2.46,1,1.422548552,2/4/2022,1.46,146
49924,1.73,0,1.421781689,7/31/2019,-1,-100
56736,1.59,0,1.421400415,10/7/2022,-1,-100
51914,1.65,0,1.421326218,11/12/2020,-1,-100
52945,1.79,0,1.419916555,5/12/2021,-1,-100
51728,2.42,1,1.418925645,10/19/2020,1.42,142
49853,1.77,0,1.418550876,7/26/2019,-1,-100
47397,1.67,0,1.418403541,8/8/2018,-1,-100
53466,2.22,1,1.418097406,7/12/2021,1.22,122
46893,2.1,1,1.418068598,6/19/2018,1.1,110
55838,1.63,0,1.41795053,6/20/2022,-1,-100
49427,1.59,0,1.417423648,6/11/2019,-1,-100
46537,2.44,1,1.417423466,5/8/2018,1.44,144
54181,1.67,0,1.417357806,10/12/2021,-1,-100
55046,2.43,1,1.41698457,3/13/2022,1.43,143
54648,1.65,0,1.416966273,2/1/2022,-1,-100
56052,2.77,1,1.41652055,7/14/2022,1.77,177
54217,1.6,0,1.416060327,10/19/2021,-1,-100
48420,1.55,0,1.415895447,2/10/2019,-1,-100
43252,2.27,1,1.4153718,2/17/2017,1.27,127
42852,2.28,1,1.415244221,1/2/2017,1.28,128
56123,1.9,0,1.415202737,7/24/2022,-1,-100
49885,1.8,0,1.413893413,7/30/2019,-1,-100
55997,1.79,0,1.413273035,7/3/2022,-1,-100
49828,1.75,0,1.413196725,7/24/2019,-1,-100
43117,1.67,0,1.412675047,2/6/2017,-1,-100
50317,1.74,0,1.412041467,9/24/2019,-1,-100
50544,1.61,0,1.411801483,10/19/2019,-1,-100
53054,1.83,0,1.411601686,5/26/2021,-1,-100
56602,1.67,0,1.411303696,9/24/2022,-1,-100
53868,2.75,1,1.411111603,8/26/2021,1.75,175
56692,2.09,1,1.411080862,10/3/2022,1.09,109
54866,2.08,1,1.410979037,2/17/2022,1.08,108
55487,2.25,1,1.410808649,5/9/2022,1.25,125
50474,1.74,0,1.410740283,10/14/2019,-1,-100
49409,1.83,0,1.409527347,6/10/2019,-1,-100
48627,1.83,1,1.409313615,2/26/2019,0.83,83
50667,2.13,1,1.409054653,11/13/2019,1.13,113
56940,2.33,1,1.408774604,10/28/2022,1.33,133
52356,1.85,0,1.408690788,3/5/2021,-1,-100
49731,2.27,1,1.407992456,7/16/2019,1.27,127
45138,1.81,0,1.407673029,9/30/2017,-1,-100
52120,1.56,0,1.407150153,2/8/2021,-1,-100
50065,2.37,1,1.406920654,8/15/2019,1.37,137
49045,1.68,0,1.406267394,4/25/2019,-1,-100
46274,1.97,1,1.40609068,4/10/2018,0.97,97
53858,1.78,1,1.406074123,8/25/2021,0.78,78
55988,2.12,1,1.405939691,7/1/2022,1.12,112
49476,1.61,0,1.405430443,6/18/2019,-1,-100
54954,2.07,1,1.4037574,2/23/2022,1.07,107
45852,1.85,0,1.403578604,2/14/2018,-1,-100
50355,1.74,0,1.40318213,9/30/2019,-1,-100
51806,2.55,1,1.402516882,10/28/2020,1.55,155
53283,2.45,1,1.402485602,6/20/2021,1.45,145
43339,1.76,0,1.401931355,2/24/2017,-1,-100
46006,2.27,1,1.401589883,2/27/2018,1.27,127
46183,1.87,0,1.4015057,3/22/2018,-1,-100
47748,2.65,1,1.400771349,9/28/2018,1.65,165
55022,1.55,0,1.400301907,3/12/2022,-1,-100
53797,1.84,0,1.399794616,8/18/2021,-1,-100
55243,2.18,1,1.399041187,4/10/2022,1.18,118
48428,1.84,1,1.398851191,2/11/2019,0.84,84
55279,2.33,1,1.39881741,4/13/2022,1.33,133
55002,1.79,0,1.398732702,3/10/2022,-1,-100
46482,2.37,1,1.398457503,5/2/2018,1.37,137
51579,1.73,0,1.398414683,9/30/2020,-1,-100
50055,1.71,0,1.397683626,8/14/2019,-1,-100
50197,2.03,0,1.397479405,8/29/2019,-1,-100
52586,1.66,0,1.397221392,3/28/2021,-1,-100
56356,2.12,1,1.396981091,8/17/2022,1.12,112
46952,1.88,0,1.396624632,6/27/2018,-1,-100
56905,1.71,0,1.396622393,10/25/2022,-1,-100
55563,2.11,1,1.396518907,5/17/2022,1.11,111
