match,PSW,win0,confidence0,date,winner,,,,,,,,,
44228,1.18,1,0.975825995,6/15/2017,Cilic M.,,,,,,,,,
40767,1.04,1,0.975817677,2/23/2016,Nishikori K.,,,,,,,,,
55301,1.2,1,0.975816934,4/17/2022,Tsitsipas S.,,,,,,,,,
29834,1.96,0,0.975796876,1/2/2012,Becker B.,,,,,,,,,
37221,2.87,0,0.97578841,9/19/2014,Goffin D.,,,,,,,,,
37520,2.2,0,0.975764708,10/23/2014,Coric B.,,,,,,,,,
50868,1.05,1,0.975763464,1/26/2020,Djokovic N.,,,,,,,,,
39938,8.04,0,0.975762607,10/7/2015,Cuevas P.,,,,,,,,,
39133,1.03,1,0.975747758,6/29/2015,Cilic M.,,,,,,,,,
44456,1.16,1,0.975741224,7/7/2017,Anderson K.,,,,,,,,,
53627,3.09,0,0.975734653,7/26/2021,Ymer M.,,,,,,,,,
38549,1.03,1,0.975732524,4/22/2015,Ferrer D.,,,,,,,,,
32507,1.11,1,0.975731171,1/1/2013,Gasquet R.,,,,,,,,,
57209,1.11,1,0.975723014,1/18/2023,Norrie C.,,,,,,,,,
36615,1.15,1,0.975709408,7/7/2014,Lorenzi P.,,,,,,,,,
43232,2.55,0,0.975703378,2/15/2017,Thiem D.,,,,,,,,,
49527,1.18,1,0.975692723,6/24/2019,Gojowczyk P.,,,,,,,,,
32924,7.29,0,0.975666478,2/19/2013,Muller G.,,,,,,,,,
48081,1.49,1,0.975659755,12/31/2018,Basilashvili N.,,,,,,,,,
33077,1.05,1,0.975640503,3/2/2013,Ferrer D.,,,,,,,,,
51756,1.16,1,0.975637788,10/21/2020,Raonic M.,,,,,,,,,
43221,1.48,1,0.975635451,2/15/2017,Sousa J.,,,,,,,,,
32395,1.07,1,0.975631623,10/25/2012,Ferrer D.,,,,,,,,,
42487,1.29,1,0.97563048,9/27/2016,Anderson K.,,,,,,,,,
31449,3.1,0,0.975601328,7/10/2012,Trungelliti M.,,,,,,,,,
54027,1.71,1,0.975598583,9/22/2021,Ruusuvuori E.,,,,,,,,,
41973,1.32,1,0.975581744,7/19/2016,Jaziri M.,,,,,,,,,
34496,3.34,0,0.975580574,8/19/2013,Rufin G.,,,,,,,,,
54570,2.02,0,0.975568726,1/18/2022,Johnson S.,,,,,,,,,
34560,9.85,0,0.975567527,8/27/2013,Gonzalez M.,,,,,,,,,
55886,1.76,1,0.975556085,6/24/2022,Cressy M.,,,,,,,,,
38497,1.39,1,0.975550973,4/16/2015,Berdych T.,,,,,,,,,
40609,1.57,1,0.975545088,2/10/2016,Troicki V.,,,,,,,,,
41383,1.1,1,0.975542764,5/12/2016,Djokovic N.,,,,,,,,,
48948,1.17,1,0.975519829,4/15/2019,Bautista Agut R.,,,,,,,,,
57300,1.18,1,0.975511232,2/8/2023,Sinner J.,,,,,,,,,
35916,1.39,1,0.975509027,4/18/2014,Wawrinka S.,,,,,,,,,
47518,2.59,0,0.975503273,8/23/2018,Johnson S.,,,,,,,,,
50263,1.36,1,0.975500748,9/17/2019,Sonego L.,,,,,,,,,
51849,4.28,0,0.975499796,11/2/2020,Lopez F.,,,,,,,,,
41809,1.1,1,0.975494246,6/30/2016,Nishikori K.,,,,,,,,,
49968,2.33,1,0.975487313,8/5/2019,Gasquet R.,,,,,,,,,
39841,2.26,0,0.975480642,9/25/2015,Sousa J.,,,,,,,,,
48974,4.32,0,0.975446326,4/18/2019,Fognini F.,,,,,,,,,
32783,3.85,0,0.975419874,2/7/2013,Hajek J.,,,,,,,,,
42934,1.5,1,0.975409091,1/9/2017,Evans D.,,,,,,,,,
40138,2.5,0,0.975403937,10/29/2015,Zverev M.,,,,,,,,,
55524,1.25,1,0.975392408,5/11/2022,Tsitsipas S.,,,,,,,,,
50319,1.31,1,0.975392199,9/24/2019,Gerasimov E.,,,,,,,,,
40370,6.62,0,0.975391561,1/18/2016,Jasika O.,,,,,,,,,
41069,2.33,0,0.975391276,4/8/2016,Baghdatis M.,,,,,,,,,
34039,3.45,0,0.975378279,6/29/2013,Seppi A.,,,,,,,,,
43589,3.96,0,0.975373627,3/25/2017,Coric B.,,,,,,,,,
36205,1.3,1,0.975369996,5/23/2014,Gulbis E.,,,,,,,,,
30223,1.26,1,0.975359645,2/16/2012,Verdasco F.,,,,,,,,,
30802,1.06,1,0.975351002,4/26/2012,Ferrer D.,,,,,,,,,
48114,2.33,0,0.975347399,1/1/2019,Ramanathan R.,,,,,,,,,
57724,2.63,0,0.975326689,3/17/2023,Struff J.L.,,,,,,,,,
31124,1.06,1,0.975323609,5/31/2012,Tsonga J.W.,,,,,,,,,
36064,5.54,0,0.975311867,5/6/2014,Thiem D.,,,,,,,,,
55670,1.27,1,0.975308242,5/25/2022,Isner J.,,,,,,,,,
31409,1.05,1,0.975301838,7/2/2012,Federer R.,,,,,,,,,
50261,2.8,0,0.975298142,9/17/2019,Herbert P.H.,,,,,,,,,
39871,1.09,1,0.975288423,9/30/2015,Vesely J.,,,,,,,,,
37853,1.78,1,0.975280591,1/25/2015,Kyrgios N.,,,,,,,,,
44664,1.16,1,0.975279774,8/1/2017,Mannarino A.,,,,,,,,,
42248,1.45,1,0.975270995,8/22/2016,Rosol L.,,,,,,,,,
38404,2.7,0,0.975258278,4/6/2015,Brown D.,,,,,,,,,
53171,4.01,0,0.975246425,6/4/2021,Davidovich Fokina A.,,,,,,,,,
30784,1.24,1,0.975242825,4/25/2012,Ramos A.,,,,,,,,,
37098,1.05,1,0.975232798,8/26/2014,Monfils G.,,,,,,,,,
32117,1.07,1,0.975225209,10/2/2012,Berdych T.,,,,,,,,,
36373,1.22,1,0.975212139,6/10/2014,Stepanek R.,,,,,,,,,
36645,1.31,1,0.975206397,7/9/2014,Mahut N.,,,,,,,,,
38563,1.03,1,0.975206002,4/23/2015,Ferrer D.,,,,,,,,,
49989,1.2,1,0.975194999,8/6/2019,Schwartzman D.,,,,,,,,,
43172,1.34,1,0.975187366,2/10/2017,Goffin D.,,,,,,,,,
54511,1.31,1,0.975181478,1/17/2022,Moutet C.,,,,,,,,,
42548,1.07,1,0.975175454,10/4/2016,Murray A.,,,,,,,,,
39427,2.22,0,0.975153109,7/31/2015,Lopez F.,,,,,,,,,
53163,1.07,1,0.975148603,6/3/2021,Berrettini M.,,,,,,,,,
48123,3.5,0,0.975146471,1/2/2019,Gulbis E.,,,,,,,,,
36644,1.56,1,0.97514617,7/9/2014,Sock J.,,,,,,,,,
48300,1.17,1,0.975142112,1/17/2019,Shapovalov D.,,,,,,,,,
48253,1.32,1,0.975136701,1/15/2019,Tsonga J.W.,,,,,,,,,
55346,1.26,1,0.975130813,4/20/2022,Munar J.,,,,,,,,,
44117,1.05,1,0.975122881,5/30/2017,Wawrinka S.,,,,,,,,,
33194,2.11,0,0.975112026,3/21/2013,Bedene A.,,,,,,,,,
57013,1.14,1,0.975105009,11/4/2022,Djokovic N.,,,,,,,,,
30418,1.5,1,0.975092833,3/1/2012,Wawrinka S.,,,,,,,,,
45540,1.56,1,0.975089151,1/5/2018,Rublev A.,,,,,,,,,
33346,1.22,1,0.975072148,4/16/2013,Gasquet R.,,,,,,,,,
41811,2.37,0,0.975057642,6/30/2016,Kuznetsov An.,,,,,,,,,
32153,1.03,1,0.97504353,10/3/2012,Murray A.,,,,,,,,,
52453,1.36,1,0.975042179,3/15/2021,Ruusuvuori E.,,,,,,,,,
52768,2.13,0,0.975035372,4/21/2021,Moutet C.,,,,,,,,,
47961,1.11,1,0.975025949,10/22/2018,Coric B.,,,,,,,,,
40112,3.14,0,0.975011842,10/27/2015,Sousa J.,,,,,,,,,
43121,1.3,1,0.975001716,2/7/2017,Youzhny M.,,,,,,,,,
40364,1.42,1,0.974999223,1/18/2016,Kudla D.,,,,,,,,,
42067,1.25,1,0.974986713,7/22/2016,Zverev A.,,,,,,,,,
34891,1.51,1,0.974985443,10/18/2013,Seppi A.,,,,,,,,,
37173,1.02,1,0.974965702,8/30/2014,Federer R.,,,,,,,,,
35847,1.24,1,0.974929648,4/10/2014,Carreno-Busta P.,,,,,,,,,
54251,1.51,1,0.974926517,10/22/2021,Cilic M.,,,,,,,,,
39129,1.03,1,0.974923349,6/29/2015,Raonic M.,,,,,,,,,
56152,1.15,1,0.974915114,7/26/2022,Thiem D.,,,,,,,,,
51839,1.29,1,0.974908094,11/2/2020,Carreno Busta P.,,,,,,,,,
50581,2.39,0,0.974896521,10/23/2019,Tiafoe F.,,,,,,,,,
43542,1.3,1,0.97489039,3/18/2017,Wawrinka S.,,,,,,,,,
52891,1.7,1,0.974887888,5/5/2021,Karatsev A.,,,,,,,,,
41056,1.24,1,0.974880878,4/7/2016,Isner J.,,,,,,,,,
50043,1.43,1,0.974879754,8/13/2019,Wawrinka S.,,,,,,,,,
48821,2.35,0,0.97487462,3/22/2019,Ferrer D.,,,,,,,,,
41885,2.93,0,0.974871679,7/12/2016,Gimeno-Traver D.,,,,,,,,,
52617,2.36,0,0.974855719,4/4/2021,Hurkacz H.,,,,,,,,,
32658,1.1,1,0.974851343,1/15/2013,Tsonga J.W.,,,,,,,,,
44168,1.2,1,0.974840631,6/3/2017,Cilic M.,,,,,,,,,
53205,1.52,1,0.974839007,6/10/2021,Querrey S.,,,,,,,,,
54541,1.16,1,0.974820764,1/18/2022,Fritz T.,,,,,,,,,
46649,1.55,1,0.974816213,5/21/2018,Tiafoe F.,,,,,,,,,
56836,1.06,1,0.97481419,10/18/2022,Goffin D.,,,,,,,,,
55181,2.74,0,0.974811036,3/30/2022,Kecmanovic M.,,,,,,,,,
47964,1.57,1,0.97479554,10/22/2018,Copil M.,,,,,,,,,
32081,1.23,1,0.974791844,9/28/2012,Monaco J.,,,,,,,,,
36834,1.4,1,0.974790752,7/26/2014,Sock J.,,,,,,,,,
30075,1.06,1,0.974784386,1/22/2012,Nadal R.,,,,,,,,,
44209,1.68,1,0.974759152,6/13/2017,Mannarino A.,,,,,,,,,
41202,1.14,1,0.974750498,4/23/2016,Nadal R.,,,,,,,,,
57157,1.04,1,0.9747219,1/16/2023,Medvedev D.,,,,,,,,,
38365,1.13,1,0.974699314,3/28/2015,Nishikori K.,,,,,,,,,
45896,1.17,1,0.974689177,2/19/2018,Cilic M.,,,,,,,,,
29944,1.1,1,0.974688657,1/11/2012,Del Potro J.M.,,,,,,,,,
53832,3.81,0,0.974684565,8/22/2021,Monteiro T.,,,,,,,,,
31077,1.03,1,0.974682348,5/29/2012,Murray A.,,,,,,,,,
55905,1.01,1,0.974659537,6/27/2022,Djokovic N.,,,,,,,,,
56731,1.29,1,0.974656261,10/5/2022,Cilic M.,,,,,,,,,
42082,1.11,1,0.974642404,7/25/2016,Tomic B.,,,,,,,,,
33033,1.04,1,0.9746412,2/27/2013,Federer R.,,,,,,,,,
39445,2.9,0,0.974636616,8/3/2015,Schwartzman D.,,,,,,,,,
44079,1.13,1,0.97462485,5/29/2017,Coric B.,,,,,,,,,
35093,1.02,1,0.974624086,1/3/2014,Nadal R.,,,,,,,,,
30255,1.43,1,0.974621895,2/19/2012,Raonic M.,,,,,,,,,
53830,3.35,0,0.974610718,8/22/2021,Cecchinato M.,,,,,,,,,
31024,2.2,0,0.974610082,5/23/2012,Kukushkin M.,,,,,,,,,
46330,1.38,1,0.974609506,4/17/2018,Dimitrov G.,,,,,,,,,
43519,1.22,1,0.974581906,3/14/2017,Goffin D.,,,,,,,,,
55726,1.37,1,0.974577973,6/6/2022,Bonzi B.,,,,,,,,,
37716,2.57,0,0.974573826,1/14/2015,Benneteau J.,,,,,,,,,
51431,1.29,1,0.974570661,9/14/2020,Sinner J.,,,,,,,,,
40619,2.29,0,0.974560583,2/10/2016,Dzumhur D.,,,,,,,,,
44322,9.35,0,0.97454398,6/27/2017,Ramanathan R.,,,,,,,,,
56675,2.19,0,0.974527578,9/29/2022,Kovacevic A.,,,,,,,,,
44840,1.37,1,0.974526493,8/16/2017,Thiem D.,,,,,,,,,
34921,7.44,0,0.974523974,10/22/2013,Roger-Vasselin E.,,,,,,,,,
34103,1.1,1,0.974518974,7/10/2013,Hewitt L.,,,,,,,,,
30938,1.34,1,0.974475312,5/10/2012,Ferrer D.,,,,,,,,,
36833,2.56,0,0.97445945,7/26/2014,Andujar P.,,,,,,,,,
37600,1.09,1,0.974449385,11/15/2014,Djokovic N.,,,,,,,,,
35044,1.42,1,0.974446037,12/31/2013,Roger-Vasselin E.,,,,,,,,,
55059,7.08,0,0.974434115,3/14/2022,Monfils G.,,,,,,,,,
34810,1.04,1,0.974423761,10/10/2013,Nadal R.,,,,,,,,,
54616,3.61,0,0.974411085,1/22/2022,Cilic M.,,,,,,,,,
55976,1.24,1,0.974397614,6/30/2022,Tsitsipas S.,,,,,,,,,
41637,1.07,1,0.974392318,6/13/2016,Nishikori K.,,,,,,,,,
49254,1.24,1,0.974390318,5/22/2019,Bautista Agut R.,,,,,,,,,
56044,1.42,1,0.974388737,7/13/2022,Bonzi B.,,,,,,,,,
51824,20,0,0.974383189,10/30/2020,Sonego L.,,,,,,,,,
39056,1.18,1,0.974362375,6/19/2015,Nishikori K.,,,,,,,,,
40227,5.11,0,0.974346205,1/4/2016,Munoz-De La Nava D.,,,,,,,,,
35924,1.15,1,0.974329903,4/21/2014,Bautista R.,,,,,,,,,
54501,1.51,1,0.974315842,1/13/2022,Kokkinakis T.,,,,,,,,,
48228,1.27,1,0.97430863,1/14/2019,Cilic M.,,,,,,,,,
51315,1.05,1,0.974300122,9/1/2020,Thiem D.,,,,,,,,,
36283,1.04,1,0.974281647,5/28/2014,Berdych T.,,,,,,,,,
38641,1.56,1,0.974264465,5/1/2015,Carreno-Busta P.,,,,,,,,,
44180,1.14,1,0.974251469,6/5/2017,Murray A.,,,,,,,,,
52483,1.35,1,0.974240059,3/17/2021,Raonic M.,,,,,,,,,
53459,2.96,0,0.974235496,7/7/2021,Hurkacz H.,,,,,,,,,
38874,1.03,1,0.974232514,5/26/2015,Gasquet R.,,,,,,,,,
38533,1.11,1,0.974222866,4/21/2015,Monaco J.,,,,,,,,,
30407,1.41,1,0.97421872,2/29/2012,Roddick A.,,,,,,,,,
55806,3.15,0,0.974212885,6/15/2022,Davidovich Fokina A.,,,,,,,,,
33139,1.06,1,0.974203519,3/10/2013,Berdych T.,,,,,,,,,
40072,1.14,1,0.974198294,10/22/2015,Kohlschreiber P.,,,,,,,,,
37343,1.17,1,0.974198205,10/5/2014,Djokovic N.,,,,,,,,,
54439,2.24,0,0.974195001,1/6/2022,Munar J.,,,,,,,,,
36099,1.06,1,0.974183545,5/10/2014,Nadal R.,,,,,,,,,
39695,1.49,1,0.974180435,8/31/2015,Granollers M.,,,,,,,,,
39155,1.12,1,0.974155903,6/30/2015,Mahut N.,,,,,,,,,
41124,1.46,1,0.974148708,4/14/2016,Wawrinka S.,,,,,,,,,
52327,1.45,1,0.974131002,3/2/2021,Ramos-Vinolas A.,,,,,,,,,
41460,1.02,1,0.97413072,5/23/2016,Nishikori K.,,,,,,,,,
36570,3.64,0,0.974117498,6/26/2014,Vesely J.,,,,,,,,,
34199,1.66,1,0.97409975,7/18/2013,Mayer F.,,,,,,,,,
36452,1.75,1,0.97408966,6/18/2014,Istomin D.,,,,,,,,,
31862,5.98,0,0.974078935,8/27/2012,Sock J.,,,,,,,,,
37334,1.6,1,0.97406683,10/3/2014,Simon G.,,,,,,,,,
48893,1.11,1,0.974059571,4/9/2019,Zverev A.,,,,,,,,,
47005,1.03,1,0.974054703,7/2/2018,Federer R.,,,,,,,,,
38348,1.08,1,0.974053575,3/28/2015,Raonic M.,,,,,,,,,
49249,1.17,1,0.974053321,5/21/2019,Zverev A.,,,,,,,,,
41410,1.06,1,0.974052129,5/16/2016,Carreno Busta P.,,,,,,,,,
31801,1.19,1,0.974035538,8/18/2012,Federer R.,,,,,,,,,
45819,1.15,1,0.97402991,2/13/2018,Goffin D.,,,,,,,,,
37180,1.02,1,0.974019332,8/31/2014,Federer R.,,,,,,,,,
43044,1.04,1,0.974010765,1/17/2017,Nadal R.,,,,,,,,,
52165,1.2,1,0.973960386,2/10/2021,Dimitrov G.,,,,,,,,,
53934,1.11,1,0.973944404,8/31/2021,Nishikori K.,,,,,,,,,
49586,1.04,1,0.97394077,7/1/2019,Goffin D.,,,,,,,,,
45588,2,0,0.973937576,1/11/2018,De Minaur A.,,,,,,,,,
49351,1.12,1,0.97392808,5/29/2019,Goffin D.,,,,,,,,,
49915,3.55,0,0.973906974,7/31/2019,Daniel T.,,,,,,,,,
30853,1.35,1,0.973899089,5/1/2012,Youzhny M.,,,,,,,,,
53427,1.05,1,0.973897702,7/1/2021,Berrettini M.,,,,,,,,,
55938,2.6,0,0.97389587,6/28/2022,Grenier H.,,,,,,,,,
56327,4.03,0,0.973893161,8/11/2022,Draper J.,,,,,,,,,
47327,1.15,1,0.973880324,8/2/2018,Zverev A.,,,,,,,,,
53723,1.64,1,0.973868985,8/7/2021,Nishikori K.,,,,,,,,,
42023,1.81,1,0.973830157,7/20/2016,Melzer G.,,,,,,,,,
34000,1.01,1,0.973804954,6/26/2013,Murray A.,,,,,,,,,
31417,1.04,1,0.97380412,7/4/2012,Djokovic N.,,,,,,,,,
35693,1.84,1,0.973790513,3/11/2014,Gulbis E.,,,,,,,,,
36374,6.5,0,0.973787172,6/10/2014,Matosevic M.,,,,,,,,,
52572,1.13,1,0.97378584,3/27/2021,Shapovalov D.,,,,,,,,,
46990,1.28,1,0.973784245,7/2/2018,Mannarino A.,,,,,,,,,
33475,1.85,1,0.973771785,5/1/2013,Troicki V.,,,,,,,,,
52640,1.25,1,0.973764083,4/6/2021,Musetti L.,,,,,,,,,
57483,1.08,1,0.973762563,2/22/2023,Medvedev D.,,,,,,,,,
48331,5.67,0,0.973760818,1/20/2019,Tsitsipas S.,,,,,,,,,
44978,1.22,1,0.97374959,8/31/2017,Thiem D.,,,,,,,,,
42906,1.21,1,0.973748715,1/5/2017,Dimitrov G.,,,,,,,,,
36136,1.39,1,0.973746999,5/14/2014,Tsonga J.W.,,,,,,,,,
57150,3.89,0,0.973735959,1/16/2023,Molcan A.,,,,,,,,,
38260,5.2,0,0.973733905,3/15/2015,Berrer M.,,,,,,,,,
34949,1.44,1,0.973733589,10/24/2013,Dimitrov G.,,,,,,,,,
47559,1.06,1,0.973720645,8/28/2018,Zverev A.,,,,,,,,,
32886,3.61,0,0.973708901,2/15/2013,Nalbandian D.,,,,,,,,,
49492,3.41,0,0.973699974,6/20/2019,Lopez F.,,,,,,,,,
46864,1.41,1,0.973692938,6/17/2018,Gasquet R.,,,,,,,,,
48327,1.19,1,0.973684873,1/19/2019,Raonic M.,,,,,,,,,
54602,5.39,0,0.973682005,1/20/2022,O Connell C.,,,,,,,,,
34564,5.98,0,0.973681979,8/27/2013,Dutra Silva R.,,,,,,,,,
49941,2.37,0,0.973675927,8/1/2019,Kukushkin M.,,,,,,,,,
40594,2.66,0,0.973648145,2/9/2016,Olivo R.,,,,,,,,,
42622,6.5,0,0.973646702,10/12/2016,Granollers M.,,,,,,,,,
31138,1.35,1,0.973637573,6/2/2012,Gasquet R.,,,,,,,,,
31096,1.5,1,0.973629333,5/30/2012,Kubot L.,,,,,,,,,
51437,1.69,1,0.973626398,9/14/2020,Krajinovic F.,,,,,,,,,
37924,1.25,1,0.973610186,2/5/2015,Monfils G.,,,,,,,,,
43458,1.38,1,0.973599304,3/9/2017,Mannarino A.,,,,,,,,,
34479,1.31,1,0.973597215,8/17/2013,Nadal R.,,,,,,,,,
33942,1.01,1,0.973583406,6/24/2013,Murray A.,,,,,,,,,
53069,1.04,1,0.973554358,5/29/2021,Djokovic N.,,,,,,,,,
51117,1.17,1,0.973547316,2/21/2020,Thiem D.,,,,,,,,,
44596,1.56,1,0.97353888,7/25/2017,Kohlschreiber P.,,,,,,,,,
52548,1.5,1,0.973534597,3/25/2021,Kukushkin M.,,,,,,,,,
33779,1.09,1,0.973527864,6/1/2013,Djokovic N.,,,,,,,,,
47251,7.55,0,0.973517967,7/27/2018,Jarry N.,,,,,,,,,
41871,1.16,1,0.973511868,7/11/2016,Zemlja G.,,,,,,,,,
36957,1.35,1,0.97350193,8/7/2014,Murray A.,,,,,,,,,
52573,2.25,0,0.973488881,3/27/2021,Mannarino A.,,,,,,,,,
39754,1.01,1,0.973482364,9/3/2015,Murray A.,,,,,,,,,
55123,1.26,1,0.973478558,3/24/2022,Kyrgios N.,,,,,,,,,
50236,1.14,1,0.973475847,9/1/2019,Medvedev D.,,,,,,,,,
43415,1.13,1,0.973475659,3/1/2017,Del Potro J.M.,,,,,,,,,
32362,4.67,0,0.973446569,10/23/2012,Baker B.,,,,,,,,,
33065,1.03,1,0.973446309,2/28/2013,Ferrer D.,,,,,,,,,
36247,4.34,0,0.973426877,5/26/2014,De Schepper K.,,,,,,,,,
54325,1.64,1,0.973425828,11/1/2021,Fucsovics M.,,,,,,,,,
53437,1.38,1,0.973413773,7/2/2021,Bautista Agut R.,,,,,,,,,
33836,1.02,1,0.973410791,6/12/2013,Federer R.,,,,,,,,,
42707,1.52,1,0.973410148,10/21/2016,Fognini F.,,,,,,,,,
33799,1.38,1,0.973402316,6/10/2013,Mayer F.,,,,,,,,,
57590,1.51,1,0.973401024,3/2/2023,Zverev A.,,,,,,,,,
52058,1.53,1,0.973394121,2/3/2021,Moutet C.,,,,,,,,,
37258,1.04,1,0.973379541,9/25/2014,Murray A.,,,,,,,,,
55345,1.27,1,0.973378465,4/20/2022,Carreno Busta P.,,,,,,,,,
30770,1.66,1,0.973374522,4/24/2012,Cipolla F.,,,,,,,,,
30042,1.03,1,0.973366244,1/18/2012,Nadal R.,,,,,,,,,
33043,4.67,0,0.973359524,2/27/2013,Fognini F.,,,,,,,,,
37826,1.01,1,0.973353835,1/22/2015,Djokovic N.,,,,,,,,,
34693,4.05,0,0.973345232,9/19/2013,Berlocq C.,,,,,,,,,
51235,1.57,1,0.973334335,8/23/2020,Gasquet R.,,,,,,,,,
55768,1.44,1,0.973295926,6/10/2022,Berrettini M.,,,,,,,,,
31236,1.09,1,0.973294541,6/16/2012,Federer R.,,,,,,,,,
36963,1.31,1,0.973278807,8/8/2014,Federer R.,,,,,,,,,
44446,1.24,1,0.973271218,7/6/2017,Thiem D.,,,,,,,,,
47579,2.04,0,0.973269804,8/28/2018,Kukushkin M.,,,,,,,,,
32954,1.25,1,0.973269109,2/21/2013,Fognini F.,,,,,,,,,
30521,2.97,0,0.973267336,3/14/2012,Nalbandian D.,,,,,,,,,
35140,1.2,1,0.97326717,1/8/2014,Tomic B.,,,,,,,,,
38317,3.9,0,0.973256088,3/25/2015,Berlocq C.,,,,,,,,,
37973,2.4,0,0.973237355,2/10/2015,De Bakker T.,,,,,,,,,
34761,1.17,1,0.973232571,9/27/2013,Berdych T.,,,,,,,,,
50057,1.05,1,0.973230994,8/14/2019,Federer R.,,,,,,,,,
48971,1.99,0,0.97322566,4/17/2019,Fognini F.,,,,,,,,,
40783,1.04,1,0.973213296,2/24/2016,Berdych T.,,,,,,,,,
46879,4.41,0,0.973211122,6/19/2018,Mayer L.,,,,,,,,,
48431,1.4,1,0.973206663,2/12/2019,Harrison R.,,,,,,,,,
52128,1.26,1,0.973196293,2/8/2021,Karatsev A.,,,,,,,,,
45702,1.25,1,0.973183672,1/19/2018,Edmund K.,,,,,,,,,
50906,2.97,0,0.97317039,2/4/2020,Taberner C.,,,,,,,,,
41191,5.35,0,0.973161585,4/21/2016,Jaziri M.,,,,,,,,,
55051,2.43,0,0.973152392,3/13/2022,Kecmanovic M.,,,,,,,,,
40296,1.18,1,0.973113262,1/8/2016,Raonic M.,,,,,,,,,
30243,1.06,1,0.973109325,2/17/2012,Federer R.,,,,,,,,,
53695,1.29,1,0.973107159,8/3/2021,Ruusuvuori E.,,,,,,,,,
50206,1.07,1,0.973102939,8/29/2019,Goffin D.,,,,,,,,,
32534,1.08,1,0.973092145,1/3/2013,Berdych T.,,,,,,,,,
56484,4.06,0,0.97308221,8/30/2022,Brouwer G.,,,,,,,,,
34196,1.37,1,0.973079577,7/18/2013,Fognini F.,,,,,,,,,
41085,1.05,1,0.973075855,4/11/2016,Raonic M.,,,,,,,,,
46340,1.67,1,0.973061884,4/17/2018,Simon G.,,,,,,,,,
50220,1.08,1,0.973051949,8/30/2019,Cilic M.,,,,,,,,,
42642,1.44,1,0.973051737,10/17/2016,Rosol L.,,,,,,,,,
37209,1.47,1,0.973051418,9/17/2014,Struff J.L.,,,,,,,,,
37499,1.63,1,0.973050167,10/21/2014,Pospisil V.,,,,,,,,,
49543,1.14,1,0.973046243,6/25/2019,Dzumhur D.,,,,,,,,,
40256,1.45,1,0.973034452,1/5/2016,Rosol L.,,,,,,,,,
51848,1.41,1,0.973028848,11/2/2020,Giron M.,,,,,,,,,
44628,2.5,0,0.973017354,7/28/2017,Hanfmann Y.,,,,,,,,,
48454,2.41,0,0.973013826,2/13/2019,Shapovalov D.,,,,,,,,,
40022,1.55,1,0.97301136,10/19/2015,Rosol L.,,,,,,,,,
56653,1.27,1,0.973001262,9/28/2022,Musetti L.,,,,,,,,,
43701,1.51,1,0.972997169,4/17/2017,Cuevas P.,,,,,,,,,
43884,1.13,1,0.972988657,5/5/2017,Bautista Agut R.,,,,,,,,,
55705,1.16,1,0.972986818,5/28/2022,Ruud C.,,,,,,,,,
45405,1.75,1,0.972970797,10/30/2017,Chung H.,,,,,,,,,
53838,1.54,1,0.972957596,8/23/2021,Ruusuvuori E.,,,,,,,,,
41107,1.26,1,0.972947845,4/12/2016,Goffin D.,,,,,,,,,
41909,2.44,0,0.972946256,7/13/2016,Chiudinelli M.,,,,,,,,,
33116,1.55,1,0.972946157,3/9/2013,Llodra M.,,,,,,,,,
43088,1.28,1,0.972934102,1/21/2017,Goffin D.,,,,,,,,,
51385,1.05,1,0.972927582,9/5/2020,Medvedev D.,,,,,,,,,
38905,1.11,1,0.972905371,5/28/2015,Anderson K.,,,,,,,,,
34004,4.58,0,0.97289355,6/26/2013,Mannarino A.,,,,,,,,,
51952,5.74,0,0.972879909,1/8/2021,Lamasine T.,,,,,,,,,
39425,1.67,1,0.972871479,7/31/2015,Kudla D.,,,,,,,,,
45485,1.58,1,0.972863686,1/2/2018,Bedene A.,,,,,,,,,
51926,1.36,1,0.972859412,11/18/2020,Zverev A.,,,,,,,,,
32417,1.32,1,0.972858688,10/29/2012,Benneteau J.,,,,,,,,,
54807,1.19,1,0.972858463,2/14/2022,Van De Zandschulp B.,,,,,,,,,
56468,1.06,1,0.972853587,8/29/2022,Ruud C.,,,,,,,,,
37118,4.85,0,0.972833493,8/26/2014,Andujar P.,,,,,,,,,
53232,1.37,1,0.972822132,6/14/2021,Thompson J.,,,,,,,,,
52922,1.28,1,0.972821198,5/10/2021,Travaglia S.,,,,,,,,,
32530,4.4,0,0.972803789,1/3/2013,Brands D.,,,,,,,,,
46287,1.3,1,0.972792069,4/11/2018,Fritz T.,,,,,,,,,
50792,1.34,1,0.97278778,1/21/2020,Ymer M.,,,,,,,,,
38324,3.01,0,0.972783774,3/26/2015,Melzer J.,,,,,,,,,
50430,1.95,1,0.972780595,10/7/2019,Norrie C.,,,,,,,,,
57290,1.63,1,0.972763043,2/7/2023,Coria F.,,,,,,,,,
50846,1.19,1,0.972755473,1/23/2020,Zverev A.,,,,,,,,,
40756,3.74,0,0.972747391,2/22/2016,Young D.,,,,,,,,,
48404,1.44,1,0.972747143,2/8/2019,Tsonga J.W.,,,,,,,,,
53923,1.2,1,0.972739322,8/31/2021,Tiafoe F.,,,,,,,,,
56115,1.7,1,0.972737359,7/21/2022,Martinez P.,,,,,,,,,
51542,1.06,1,0.972726936,9/28/2020,Ruud C.,,,,,,,,,
35915,8.78,0,0.972722209,4/18/2014,Ferrer D.,,,,,,,,,
