match,PSW,win0,confidence0,date,winner,,,,,,,,,
57154,1.14,1,1.061854243,1/16/2023,Tsitsipas S.,,,,,,,,,
52095,1.75,1,1.061821751,2/6/2021,Evans D.,,,,,,,,,
30620,1.3,1,1.06181373,3/27/2012,Tsonga J.W.,,,,,,,,,
45222,1.39,1,1.061748658,10/10/2017,Querrey S.,,,,,,,,,
34811,3.32,0,1.06174306,10/10/2013,Almagro N.,,,,,,,,,
44756,1.74,1,1.061741043,8/7/2017,Schwartzman D.,,,,,,,,,
30129,1.52,1,1.061706091,2/1/2012,Garcia-Lopez G.,,,,,,,,,
52396,1.51,1,1.061686773,3/9/2021,Pospisil V.,,,,,,,,,
36559,1.38,1,1.061658149,6/26/2014,Tsonga J.W.,,,,,,,,,
35412,1.26,1,1.061640011,2/12/2014,Fognini F.,,,,,,,,,
47895,2.11,0,1.061628324,10/16/2018,Lacko L.,,,,,,,,,
30594,1.71,1,1.061622622,3/24/2012,Monaco J.,,,,,,,,,
46177,1.5,1,1.061619312,3/22/2018,Bhambri Y.,,,,,,,,,
56047,2.21,0,1.061598515,7/13/2022,Duckworth J.,,,,,,,,,
54547,1.28,1,1.061598315,1/18/2022,Davidovich Fokina A.,,,,,,,,,
55415,1.38,1,1.061592663,4/28/2022,Auger-Aliassime F.,,,,,,,,,
41006,1.29,1,1.061581012,3/28/2016,Nishikori K.,,,,,,,,,
35591,1.52,1,1.061580612,2/26/2014,Anderson K.,,,,,,,,,
31811,1.57,1,1.061543653,8/20/2012,Gulbis E.,,,,,,,,,
38171,1.46,1,1.061542476,2/25/2015,Troicki V.,,,,,,,,,
31807,2.61,0,1.061512646,8/19/2012,Darcis S.,,,,,,,,,
30218,1.38,1,1.061512488,2/16/2012,Troicki V.,,,,,,,,,
33823,1.45,1,1.061497875,6/11/2013,Benneteau J.,,,,,,,,,
35283,3.19,0,1.061495243,2/3/2014,Mathieu P.H.,,,,,,,,,
36574,1.99,1,1.061494569,6/27/2014,Mayer L.,,,,,,,,,
37008,4.26,0,1.061481757,8/13/2014,Janowicz J.,,,,,,,,,
45477,2.38,0,1.061476114,1/1/2018,Ebden M.,,,,,,,,,
47280,1.45,1,1.061466625,7/31/2018,Duckworth J.,,,,,,,,,
32053,1.64,1,1.061448,9/26/2012,Karlovic I.,,,,,,,,,
47200,1.58,1,1.061447956,7/24/2018,Berrettini M.,,,,,,,,,
36414,1.96,0,1.061429054,6/14/2014,Lopez F.,,,,,,,,,
57030,2.35,0,1.06140184,11/19/2022,Ruud C.,,,,,,,,,
57077,1.85,1,1.061389822,1/5/2023,Korda S.,,,,,,,,,
54928,1.62,1,1.061375686,2/22/2022,Hurkacz H.,,,,,,,,,
34326,1.98,0,1.061361916,7/30/2013,Sock J.,,,,,,,,,
52619,1.53,1,1.061355357,4/5/2021,Delbonis F.,,,,,,,,,
41647,1.71,1,1.061354215,6/14/2016,Bedene A.,,,,,,,,,
46453,1.49,1,1.061350602,4/30/2018,Tiafoe F.,,,,,,,,,
38806,1.47,1,1.061348466,5/20/2015,Duckworth J.,,,,,,,,,
42939,1.17,1,1.061342173,1/9/2017,Haase R.,,,,,,,,,
31643,1.44,1,1.061327076,7/25/2012,Ebden M.,,,,,,,,,
48970,1.25,1,1.061256241,4/17/2019,Tsitsipas S.,,,,,,,,,
47003,1.21,1,1.061221216,7/2/2018,Kohlschreiber P.,,,,,,,,,
43851,1.41,1,1.061217298,5/2/2017,Berlocq C.,,,,,,,,,
53709,2.78,0,1.061216777,8/4/2021,Berankis R.,,,,,,,,,
37682,2.7,0,1.061212711,1/10/2015,Raonic M.,,,,,,,,,
42797,1.65,1,1.061208693,11/1/2016,Sock J.,,,,,,,,,
39071,1.2,1,1.061161086,6/21/2015,Baghdatis M.,,,,,,,,,
45584,1.58,1,1.061110976,1/10/2018,Khachanov K.,,,,,,,,,
40894,1.38,1,1.061110135,3/14/2016,Cilic M.,,,,,,,,,
47759,1.25,1,1.061103493,10/1/2018,Raonic M.,,,,,,,,,
32272,1.32,1,1.06110109,10/15/2012,Youzhny M.,,,,,,,,,
42739,3,0,1.061097054,10/25/2016,Muller G.,,,,,,,,,
47551,3.78,0,1.061087838,8/27/2018,Kubler J.,,,,,,,,,
52465,1.56,1,1.061071443,3/16/2021,Hurkacz H.,,,,,,,,,
37043,2.49,0,1.061060932,8/19/2014,Andujar P.,,,,,,,,,
54482,1.56,1,1.061060234,1/12/2022,Nakashima B.,,,,,,,,,
46780,1.74,1,1.061024924,5/31/2018,Zopp J.,,,,,,,,,
31182,1.28,1,1.061021336,6/12/2012,Dimitrov G.,,,,,,,,,
34371,1.28,1,1.061011789,8/4/2013,Del Potro J.M.,,,,,,,,,
33735,1.3,1,1.060978718,5/29/2013,Benneteau J.,,,,,,,,,
41244,1.48,1,1.060964401,4/27/2016,Ramos-Vinolas A.,,,,,,,,,
51455,1.36,1,1.060961495,9/16/2020,Krajinovic F.,,,,,,,,,
51122,2.49,0,1.060955804,2/22/2020,Nishioka Y.,,,,,,,,,
45590,1.29,1,1.060917836,1/11/2018,Del Potro J.M.,,,,,,,,,
50528,2.08,0,1.060914952,10/17/2019,Sugita Y.,,,,,,,,,
31574,2.39,0,1.060906169,7/18/2012,Gulbis E.,,,,,,,,,
36404,1.41,1,1.060891837,6/12/2014,Lopez F.,,,,,,,,,
56895,1.91,1,1.060879079,10/22/2022,Musetti L.,,,,,,,,,
50590,3.64,0,1.060871007,10/24/2019,Opelka R.,,,,,,,,,
53703,1.48,1,1.06086613,8/4/2021,Harris L.,,,,,,,,,
51944,1.94,1,1.060860001,1/8/2021,Querrey S.,,,,,,,,,
40560,2.12,0,1.06085708,2/5/2016,Lorenzi P.,,,,,,,,,
43843,1.49,1,1.060854733,5/2/2017,Chardy J.,,,,,,,,,
53142,1.72,1,1.060851348,6/2/2021,Djere L.,,,,,,,,,
41029,2.42,0,1.060818759,4/4/2016,Kudla D.,,,,,,,,,
46320,1.71,1,1.060814449,4/16/2018,Muller G.,,,,,,,,,
34686,1.32,1,1.060812982,9/18/2013,Tsonga J.W.,,,,,,,,,
33479,1.32,1,1.060793256,5/1/2013,Fognini F.,,,,,,,,,
41654,2.58,0,1.060774919,6/14/2016,Sugita Y.,,,,,,,,,
53854,1.43,1,1.060772322,8/24/2021,Koepfer D.,,,,,,,,,
33672,1.74,1,1.060767277,5/26/2013,Llodra M.,,,,,,,,,
57442,2.51,0,1.060752007,2/20/2023,Martinez P.,,,,,,,,,
45700,1.46,1,1.060736122,1/19/2018,Dimitrov G.,,,,,,,,,
50175,1.5,1,1.060722981,8/27/2019,Sonego L.,,,,,,,,,
51777,1.77,1,1.060693965,10/24/2020,Schwartzman D.,,,,,,,,,
38367,1.22,1,1.060679904,3/29/2015,Berdych T.,,,,,,,,,
43369,1.64,1,1.060660635,2/27/2017,Pella G.,,,,,,,,,
43777,5.63,0,1.060660079,4/25/2017,Sugita Y.,,,,,,,,,
46303,1.28,1,1.060658471,4/14/2018,Edmund K.,,,,,,,,,
50731,1.64,1,1.060655285,1/15/2020,Rublev A.,,,,,,,,,
54016,1.5,1,1.060641097,9/21/2021,Millman J.,,,,,,,,,
49821,1.59,1,1.060619249,7/24/2019,Evans D.,,,,,,,,,
42183,2.56,0,1.060596184,8/12/2016,Lajovic D.,,,,,,,,,
47590,1.29,1,1.060594514,8/29/2018,Anderson K.,,,,,,,,,
29879,1.91,0,1.060564271,1/4/2012,Giraldo S.,,,,,,,,,
53392,1.6,1,1.060538467,6/30/2021,Fucsovics M.,,,,,,,,,
45695,3.38,0,1.060535661,1/18/2018,Fucsovics M.,,,,,,,,,
31069,1.69,1,1.060527103,5/28/2012,Seppi A.,,,,,,,,,
37152,2.73,0,1.060521224,8/29/2014,Mannarino A.,,,,,,,,,
42839,1.13,1,1.060517696,11/17/2016,Djokovic N.,,,,,,,,,
42992,1.32,1,1.060498932,1/16/2017,Evans D.,,,,,,,,,
50250,1.47,1,1.060492167,9/16/2019,Mannarino A.,,,,,,,,,
40225,1.45,1,1.060482151,1/4/2016,Coric B.,,,,,,,,,
48289,5.45,0,1.060479978,1/16/2019,Tiafoe F.,,,,,,,,,
31549,1.66,1,1.060471281,7/17/2012,Hajek J.,,,,,,,,,
33199,1.77,1,1.060471254,3/21/2013,Giraldo S.,,,,,,,,,
36817,1.77,1,1.060456864,7/25/2014,Monaco J.,,,,,,,,,
38031,1.43,1,1.060455347,2/15/2015,Nishikori K.,,,,,,,,,
34463,1.4,1,1.060438919,8/14/2013,Raonic M.,,,,,,,,,
56727,7.15,0,1.060372203,10/4/2022,Goffin D.,,,,,,,,,
57591,1.38,1,1.060306016,3/2/2023,Rublev A.,,,,,,,,,
48122,1.74,1,1.060289735,1/2/2019,Karlovic I.,,,,,,,,,
57186,1.4,1,1.060244334,1/17/2023,Paul T.,,,,,,,,,
50870,1.16,1,1.06023114,1/26/2020,Federer R.,,,,,,,,,
43740,3.55,0,1.06020444,4/21/2017,Goffin D.,,,,,,,,,
39536,1.69,1,1.060162163,8/12/2015,Gulbis E.,,,,,,,,,
33133,1.64,1,1.060157229,3/10/2013,Lu Y.H.,,,,,,,,,
48920,1.49,1,1.060135694,4/12/2019,Garin C.,,,,,,,,,
44902,1.37,1,1.060104691,8/25/2017,Bautista Agut R.,,,,,,,,,
54707,2.24,0,1.060103438,2/5/2022,Sousa J.,,,,,,,,,
56532,2.86,0,1.060101269,9/1/2022,Draper J.,,,,,,,,,
34441,1.26,1,1.060094973,8/13/2013,Dimitrov G.,,,,,,,,,
47871,1.47,1,1.060092863,10/12/2018,Federer R.,,,,,,,,,
40344,1.57,1,1.060086998,1/13/2016,Tsonga J.W.,,,,,,,,,
35780,2.08,1,1.060083358,3/23/2014,Nishikori K.,,,,,,,,,
49176,3.47,0,1.060056446,5/13/2019,Ramos-Vinolas A.,,,,,,,,,
34361,2.18,0,1.060053184,8/2/2013,Granollers M.,,,,,,,,,
44568,1.94,1,1.060023066,7/24/2017,Mayer F.,,,,,,,,,
40161,1.36,1,1.059999042,11/1/2015,Federer R.,,,,,,,,,
30400,1.5,1,1.059993222,2/29/2012,Verdasco F.,,,,,,,,,
34398,4.18,0,1.059989308,8/7/2013,Matosevic M.,,,,,,,,,
41031,1.93,1,1.059969785,4/5/2016,Bolelli S.,,,,,,,,,
54679,1.98,0,1.059969312,2/2/2022,Altmaier D.,,,,,,,,,
55264,1.32,1,1.059940048,4/12/2022,Tsitsipas S.,,,,,,,,,
42729,6.02,0,1.059934198,10/24/2016,Basilashvili N.,,,,,,,,,
43094,1.21,1,1.059924367,1/21/2017,Monfils G.,,,,,,,,,
49130,1.13,1,1.059918242,5/7/2019,Djokovic N.,,,,,,,,,
40548,3.45,0,1.059916,2/4/2016,Olivo R.,,,,,,,,,
48497,4.39,0,1.059912722,2/16/2019,Schnur B.,,,,,,,,,
31922,1.29,1,1.059899867,8/30/2012,Verdasco F.,,,,,,,,,
34042,3.22,0,1.059899691,6/29/2013,Tomic B.,,,,,,,,,
46722,2.3,0,1.059898436,5/28/2018,Garcia-Lopez G.,,,,,,,,,
50968,1.93,0,1.059877821,2/10/2020,Monteiro T.,,,,,,,,,
53495,1.66,1,1.059866551,7/13/2021,Coria F.,,,,,,,,,
35501,1.2,1,1.059857225,2/19/2014,Cilic M.,,,,,,,,,
57101,1.23,1,1.059850047,1/9/2023,Giron M.,,,,,,,,,
50895,2.18,0,1.05983755,2/4/2020,Ymer M.,,,,,,,,,
56267,1.87,1,1.059826416,8/5/2022,Wolf J.J.,,,,,,,,,
39502,1.95,0,1.059818893,8/7/2015,Berankis R.,,,,,,,,,
34900,2.47,0,1.059801657,10/20/2013,Dimitrov G.,,,,,,,,,
40650,5.05,0,1.059786432,2/13/2016,Thiem D.,,,,,,,,,
46191,2.19,0,1.059784224,3/22/2018,Garcia-Lopez G.,,,,,,,,,
51779,2.8,0,1.05977491,10/25/2020,Humbert U.,,,,,,,,,
36139,1.37,1,1.059703405,5/14/2014,Murray A.,,,,,,,,,
53863,1.41,1,1.059679031,8/25/2021,Giron M.,,,,,,,,,
45333,1.28,1,1.059676263,10/21/2017,Dzumhur D.,,,,,,,,,
53485,1.56,0,1.05967516,7/13/2021,Varillas J. P.,,,,,,,,,
55913,1.32,1,1.059668991,6/27/2022,Mannarino A.,,,,,,,,,
39400,3.4,0,1.059664214,7/29/2015,Bedene A.,,,,,,,,,
33394,1.45,1,1.059639002,4/23/2013,Berdych T.,,,,,,,,,
34878,1.1,1,1.059631862,10/17/2013,Haas T.,,,,,,,,,
35064,1.36,1,1.059584964,12/31/2013,Ebden M.,,,,,,,,,
51690,2.37,0,1.059574408,10/14/2020,Norrie C.,,,,,,,,,
36079,2.07,0,1.059567123,5/7/2014,Lopez F.,,,,,,,,,
51788,1.54,1,1.059561691,10/26/2020,Tiafoe F.,,,,,,,,,
30419,1.75,0,1.059537027,3/1/2012,Del Potro J.M.,,,,,,,,,
33351,1.64,1,1.059520593,4/16/2013,Monaco J.,,,,,,,,,
29908,1.22,1,1.059488113,1/7/2012,Murray A.,,,,,,,,,
42253,1.86,0,1.05945022,8/22/2016,Young D.,,,,,,,,,
48463,2,0,1.059449084,2/13/2019,Carballes Baena R.,,,,,,,,,
44638,1.26,1,1.059438368,7/28/2017,Harrison R.,,,,,,,,,
35540,1.23,1,1.059429876,2/24/2014,Kohlschreiber P.,,,,,,,,,
42997,1.76,1,1.059410746,1/16/2017,Khachanov K.,,,,,,,,,
52724,1.41,1,1.059406505,4/17/2021,Rublev A.,,,,,,,,,
48247,1.43,1,1.059391898,1/14/2019,Tsitsipas S.,,,,,,,,,
45396,1.39,1,1.05939077,10/28/2017,Tsonga J.W.,,,,,,,,,
47513,2.61,0,1.059363739,8/22/2018,Andreozzi G.,,,,,,,,,
41879,1.13,1,1.059348097,7/11/2016,Bedene A.,,,,,,,,,
49607,1.53,1,1.059336382,7/2/2019,Schwartzman D.,,,,,,,,,
47678,1.38,1,1.059321595,9/19/2018,Paire B.,,,,,,,,,
32714,1.39,1,1.059299587,1/18/2013,Tipsarevic J.,,,,,,,,,
46133,1.33,1,1.059292874,3/12/2018,Raonic M.,,,,,,,,,
41344,1.34,1,1.059278207,5/8/2016,Goffin D.,,,,,,,,,
54823,2.57,0,1.059262682,2/15/2022,Coria F.,,,,,,,,,
34088,1.68,1,1.059260542,7/9/2013,Ramos A.,,,,,,,,,
40363,3.17,0,1.059210224,1/16/2016,Troicki V.,,,,,,,,,
52732,1.56,1,1.059177626,4/19/2021,Ivashka I.,,,,,,,,,
44873,1.36,1,1.059156805,8/21/2017,Young D.,,,,,,,,,
37317,1.72,1,1.059146352,10/1/2014,Becker B.,,,,,,,,,
31010,2.74,0,1.059131343,5/22/2012,Kukushkin M.,,,,,,,,,
45045,2.33,0,1.059127084,9/19/2017,Granollers M.,,,,,,,,,
48499,1.6,1,1.059120274,2/16/2019,Cecchinato M.,,,,,,,,,
48591,2.23,0,1.059103005,2/24/2019,Djere L.,,,,,,,,,
45822,1.62,1,1.059095108,2/13/2018,Chardy J.,,,,,,,,,
32497,1.63,1,1.05908488,1/1/2013,Lacko L.,,,,,,,,,
54733,1.39,1,1.059062528,2/8/2022,Khachanov K.,,,,,,,,,
38777,1.49,1,1.059040275,5/18/2015,Coric B.,,,,,,,,,
35563,1.26,1,1.059028591,2/25/2014,Delbonis F.,,,,,,,,,
49698,2.29,0,1.058978388,7/12/2019,Federer R.,,,,,,,,,
32961,1.21,1,1.058949375,2/21/2013,Cilic M.,,,,,,,,,
37570,1.43,1,1.058946827,10/29/2014,Wawrinka S.,,,,,,,,,
50840,1.42,1,1.058934822,1/23/2020,Khachanov K.,,,,,,,,,
57397,2.8,0,1.058927612,2/15/2023,De Minaur A.,,,,,,,,,
34583,1.43,1,1.058921501,8/28/2013,Smyczek T.,,,,,,,,,
57464,1.32,1,1.058915198,2/21/2023,Bautista Agut R.,,,,,,,,,
43337,1.85,1,1.058910102,2/23/2017,Medvedev D.,,,,,,,,,
40071,1.31,1,1.058898456,10/22/2015,Cilic M.,,,,,,,,,
41817,1.21,1,1.058887,6/30/2016,Sock J.,,,,,,,,,
56569,1.27,1,1.058885665,9/19/2022,Korda S.,,,,,,,,,
37723,1.78,1,1.058875295,1/14/2015,Mayer L.,,,,,,,,,
32435,1.28,1,1.058854457,10/31/2012,Almagro N.,,,,,,,,,
55369,3.83,0,1.058841521,4/22/2022,Carreno Busta P.,,,,,,,,,
52003,3.87,0,1.058838488,2/1/2021,Coria F.,,,,,,,,,
47859,3.88,0,1.058817035,10/10/2018,Cecchinato M.,,,,,,,,,
40389,1.27,1,1.058800764,1/18/2016,Nishikori K.,,,,,,,,,
44492,1.49,1,1.058777657,7/17/2017,Novikov D.,,,,,,,,,
43397,2.3,0,1.058776778,2/28/2017,Lorenzi P.,,,,,,,,,
52663,1.4,1,1.058737743,4/9/2021,Ramos-Vinolas A.,,,,,,,,,
45810,1.98,1,1.058726748,2/12/2018,Sela D.,,,,,,,,,
33623,1.57,1,1.058725154,5/20/2013,Ghem A.,,,,,,,,,
31933,1.26,1,1.058678198,8/31/2012,Benneteau J.,,,,,,,,,
56680,1.19,1,1.058676574,9/29/2022,Ruud C.,,,,,,,,,
34006,1.18,1,1.058676393,6/26/2013,Almagro N.,,,,,,,,,
34304,1.52,1,1.058648606,7/29/2013,Stepanek R.,,,,,,,,,
54282,1.34,1,1.058631018,10/27/2021,Schwartzman D.,,,,,,,,,
37501,2.21,0,1.058619319,10/22/2014,Golubev A.,,,,,,,,,
31560,1.33,1,1.058618692,7/17/2012,Bellucci T.,,,,,,,,,
42022,2.59,0,1.058599617,7/20/2016,Pavlasek A.,,,,,,,,,
57284,1.83,0,1.058590055,2/7/2023,Krajinovic F.,,,,,,,,,
37891,1.92,1,1.058558273,2/3/2015,Paire B.,,,,,,,,,
33596,5.5,0,1.058550451,5/15/2013,Granollers M.,,,,,,,,,
55872,2.38,0,1.058545325,6/22/2022,Bonzi B.,,,,,,,,,
32878,2.91,0,1.058542386,2/15/2013,Alund M.,,,,,,,,,
29938,1.63,1,1.058535921,1/11/2012,Istomin D.,,,,,,,,,
38186,1.13,1,1.058525233,2/26/2015,Federer R.,,,,,,,,,
35440,1.14,1,1.058524175,2/14/2014,Ferrer D.,,,,,,,,,
51410,1.66,1,1.058511934,9/9/2020,Djere L.,,,,,,,,,
48742,3.77,0,1.05850343,3/10/2019,Gunneswaran P.,,,,,,,,,
42414,2.22,0,1.058494534,9/9/2016,Wawrinka S.,,,,,,,,,
40323,3.7,0,1.058477489,1/12/2016,Delbonis F.,,,,,,,,,
56318,1.78,1,1.058472619,8/10/2022,Schwartzman D.,,,,,,,,,
55364,1.69,1,1.058458991,4/22/2022,Norrie C.,,,,,,,,,
32770,3.81,0,1.05844403,2/6/2013,Rufin G.,,,,,,,,,
57294,1.23,1,1.058432851,2/7/2023,Cressy M.,,,,,,,,,
56226,1.43,1,1.058410361,8/2/2022,Evans D.,,,,,,,,,
45546,2.94,0,1.058409054,1/6/2018,Simon G.,,,,,,,,,
35331,1.74,1,1.058401501,2/6/2014,Istomin D.,,,,,,,,,
48570,2.13,0,1.058397585,2/21/2019,Ruud C.,,,,,,,,,
40597,2.88,0,1.058356671,2/9/2016,Chung H.,,,,,,,,,
53297,2.4,0,1.058349469,6/22/2021,Lopez F.,,,,,,,,,
51069,3.18,0,1.058328104,2/18/2020,Bedene A.,,,,,,,,,
43041,1.16,1,1.058320754,1/17/2017,Goffin D.,,,,,,,,,
41721,1.41,1,1.058314744,6/21/2016,Muller G.,,,,,,,,,
42252,1.63,1,1.058310624,8/22/2016,Bedene A.,,,,,,,,,
57033,1.93,1,1.058292286,1/1/2023,Giron M.,,,,,,,,,
52775,2.3,0,1.058281877,4/22/2021,Daniel T.,,,,,,,,,
46495,2.55,0,1.058255392,5/3/2018,Fabbiano T.,,,,,,,,,
33770,1.34,1,1.058237783,5/31/2013,Isner J.,,,,,,,,,
54384,2.34,0,1.058231606,11/12/2021,Shapovalov D.,,,,,,,,,
57099,2.39,0,1.058220077,1/9/2023,Barrere G.,,,,,,,,,
46113,3.64,0,1.058203341,3/11/2018,Sela D.,,,,,,,,,
47790,2.03,0,1.058202441,10/3/2018,De Minaur A.,,,,,,,,,
34396,2.29,0,1.058185897,8/6/2013,Dancevic F.,,,,,,,,,
45759,2.2,0,1.058180698,2/7/2018,Copil M.,,,,,,,,,
34328,1.78,1,1.058174319,7/31/2013,Querrey S.,,,,,,,,,
38546,1.6,1,1.05816337,4/22/2015,Paire B.,,,,,,,,,
49796,2.89,0,1.058159067,7/23/2019,Ebden M.,,,,,,,,,
39369,1.31,1,1.058141886,7/28/2015,Carreno-Busta P.,,,,,,,,,
38566,1.51,1,1.0581408,4/23/2015,Bautista R.,,,,,,,,,
52244,3.28,0,1.058140433,2/23/2021,Gojowczyk P.,,,,,,,,,
35235,5.99,0,1.058119158,1/15/2014,Dzumhur D.,,,,,,,,,
34833,1.53,1,1.058116393,10/15/2013,Haase R.,,,,,,,,,
50409,1.63,1,1.058108198,10/4/2019,Khachanov K.,,,,,,,,,
45085,2.26,0,1.058103632,9/24/2017,Dzumhur D.,,,,,,,,,
33602,3.28,0,1.058096254,5/16/2013,Janowicz J.,,,,,,,,,
34604,1.31,1,1.058049849,8/29/2013,Lopez F.,,,,,,,,,
54216,2.05,0,1.058039572,10/19/2021,Mannarino A.,,,,,,,,,
33431,1.75,1,1.058039391,4/25/2013,Mayer F.,,,,,,,,,
55454,1.75,1,1.058033729,5/3/2022,Bautista Agut R.,,,,,,,,,
48797,1.71,1,1.058030681,3/21/2019,Ramos-Vinolas A.,,,,,,,,,
49181,1.42,1,1.058027593,5/13/2019,Djere L.,,,,,,,,,
33051,2.11,1,1.058018426,2/28/2013,Roger-Vasselin E.,,,,,,,,,
42205,1.27,1,1.058004747,8/16/2016,Kyrgios N.,,,,,,,,,
43600,3.19,0,1.057986522,3/25/2017,Struff J.L.,,,,,,,,,
47694,2.5,0,1.057984788,9/21/2018,Simon G.,,,,,,,,,
37979,1.28,1,1.057947627,2/10/2015,Karlovic I.,,,,,,,,,
43052,5.24,0,1.057934281,1/18/2017,Evans D.,,,,,,,,,
35328,1.18,1,1.057934204,2/6/2014,Gasquet R.,,,,,,,,,
55175,1.72,1,1.057924134,3/29/2022,Ruud C.,,,,,,,,,
38007,1.22,1,1.057881229,2/12/2015,Raonic M.,,,,,,,,,
35313,1.54,1,1.057877525,2/5/2014,Sijsling I.,,,,,,,,,
41627,1.72,1,1.057866842,6/11/2016,Mahut N.,,,,,,,,,
53106,1.48,1,1.057862672,5/31/2021,Krajinovic F.,,,,,,,,,
44570,2.24,0,1.05785278,7/24/2017,Stebe C.M.,,,,,,,,,
52397,3.54,0,1.057842734,3/9/2021,Jaziri M.,,,,,,,,,
50459,1.76,1,1.057820444,10/10/2019,Berrettini M.,,,,,,,,,
56060,1.71,1,1.057803687,7/15/2022,Cerundolo F.,,,,,,,,,
45974,1.22,1,1.057799224,2/24/2018,Pouille L.,,,,,,,,,
35516,1.52,1,1.057790309,2/21/2014,Anderson K.,,,,,,,,,
42637,5.14,0,1.057784405,10/15/2016,Bautista Agut R.,,,,,,,,,
45578,2.19,0,1.057773998,1/10/2018,Lorenzi P.,,,,,,,,,
55276,1.33,1,1.057752373,4/13/2022,Rublev A.,,,,,,,,,
54335,1.41,1,1.057745128,11/2/2021,Khachanov K.,,,,,,,,,
50302,1.41,1,1.057737504,9/22/2019,Tsonga J.W.,,,,,,,,,
39657,1.31,1,1.057727404,8/26/2015,Tsonga J.W.,,,,,,,,,
35494,1.65,1,1.057698256,2/19/2014,Anderson K.,,,,,,,,,
54145,1.83,1,1.057652265,10/9/2021,Eubanks C.,,,,,,,,,
44008,1.36,1,1.057631258,5/20/2017,Zverev A.,,,,,,,,,
57383,1.49,1,1.057578117,2/14/2023,Varillas J. P.,,,,,,,,,
46271,1.55,1,1.057572782,4/10/2018,Edmund K.,,,,,,,,,
35840,3.56,0,1.05754929,4/10/2014,Young D.,,,,,,,,,
36741,2.27,0,1.057532528,7/17/2014,Mayer L.,,,,,,,,,
39549,1.46,1,1.057527655,8/13/2015,Tsonga J.W.,,,,,,,,,
56162,1.61,1,1.057509835,7/26/2022,Paul T.,,,,,,,,,
37754,1.28,1,1.057490529,1/19/2015,Karlovic I.,,,,,,,,,
32131,6.12,0,1.057487966,10/2/2012,Ito T.,,,,,,,,,
35032,1.17,1,1.057476707,12/30/2013,Pospisil V.,,,,,,,,,
52013,1.45,1,1.057462285,2/1/2021,Travaglia S.,,,,,,,,,
45751,1.42,1,1.057449161,2/7/2018,Giannessi A.,,,,,,,,,
43070,1.22,1,1.057445931,1/19/2017,Goffin D.,,,,,,,,,
53727,1.3,1,1.057437285,8/8/2021,Sinner J.,,,,,,,,,
56274,1.37,1,1.057428782,8/5/2022,Kyrgios N.,,,,,,,,,
40513,4.81,0,1.057420137,2/2/2016,Bemelmans R.,,,,,,,,,
43940,1.28,1,1.057417603,5/11/2017,Nishikori K.,,,,,,,,,
41421,1.67,1,1.057416423,5/17/2016,Mayer L.,,,,,,,,,
35484,1.68,1,1.057414119,2/18/2014,Harrison R.,,,,,,,,,
43073,1.25,1,1.057412869,1/19/2017,Ferrer D.,,,,,,,,,
32321,1.26,1,1.057404191,10/18/2012,Haas T.,,,,,,,,,
37699,1.65,1,1.057379578,1/13/2015,Kukushkin M.,,,,,,,,,
36320,1.2,1,1.057374879,5/31/2014,Garcia-Lopez G.,,,,,,,,,
37228,1.65,1,1.057371919,9/22/2014,Krajinovic F.,,,,,,,,,
37081,2.09,0,1.057370956,8/25/2014,Gojowczyk P.,,,,,,,,,
52160,1.77,0,1.057359007,2/9/2021,Cuevas P.,,,,,,,,,
44055,2.74,0,1.057355526,5/25/2017,Zverev M.,,,,,,,,,
40173,1.22,1,1.057340449,11/3/2015,Ferrer D.,,,,,,,,,
30865,1.29,1,1.057316528,5/2/2012,Gasquet R.,,,,,,,,,
38771,1.19,1,1.057313876,5/17/2015,Carreno-Busta P.,,,,,,,,,
38871,4.85,0,1.057294377,5/26/2015,Sock J.,,,,,,,,,
31373,1.37,1,1.057274879,6/28/2012,Fish M.,,,,,,,,,
49447,1.76,1,1.057218987,6/14/2019,Gasquet R.,,,,,,,,,
54832,2.34,0,1.057207806,2/15/2022,Verdasco F.,,,,,,,,,
44597,1.74,1,1.057191233,7/25/2017,Gojowczyk P.,,,,,,,,,
39231,1.22,1,1.057177966,7/6/2015,Cilic M.,,,,,,,,,
34753,1.61,1,1.057170573,9/26/2013,Melzer J.,,,,,,,,,
57562,1.61,1,1.057138513,3/1/2023,Monteiro T.,,,,,,,,,
46331,5.68,0,1.057128012,4/17/2018,Zverev M.,,,,,,,,,
33038,1.52,1,1.05711954,2/27/2013,Giraldo S.,,,,,,,,,
45150,3.34,0,1.057108063,10/2/2017,Darcis S.,,,,,,,,,
53623,1.5,1,1.057090887,7/24/2021,Alcaraz C.,,,,,,,,,
50044,1.31,1,1.057075753,8/13/2019,Kyrgios N.,,,,,,,,,
45053,2.02,1,1.05706897,9/20/2017,Sousa J.,,,,,,,,,
45563,1.34,1,1.05703965,1/9/2018,Lopez F.,,,,,,,,,
39039,1.42,1,1.057032957,6/17/2015,Karlovic I.,,,,,,,,,
46149,1.34,1,1.05701845,3/14/2018,Anderson K.,,,,,,,,,
41904,1.75,1,1.0570096,7/12/2016,Dancevic F.,,,,,,,,,
56951,1.7,1,1.056997418,10/28/2022,Bautista Agut R.,,,,,,,,,
38321,1.69,1,1.056993124,3/26/2015,Janowicz J.,,,,,,,,,
46699,2.8,0,1.056990853,5/27/2018,Donaldson J.,,,,,,,,,
53015,1.69,1,1.056955526,5/22/2021,Ruud C.,,,,,,,,,
