match,PSW,win0,confidence0,date,winner,,
51197,1.08,0,7.376975226,2/27/2020,Djokovic N.,,
43744,1.11,0,6.534588486,4/23/2017,Nadal R.,,
53440,1.13,0,5.799970656,7/2/2021,Rublev A.,,
42948,1.09,0,5.596945488,1/10/2017,Chardy J.,,
43933,1.11,0,5.432369019,5/10/2017,Nadal R.,,
50229,1.09,0,4.893346752,8/31/2019,Djokovic N.,,
49098,1.22,0,4.14928195,5/2/2019,Bautista Agut R.,,
52218,1.12,0,3.924340549,2/15/2021,Rublev A.,,
57084,1.17,0,3.923625056,1/6/2023,Djokovic N.,-1,-50
49707,4.43,1,3.787260019,7/15/2019,Andreozzi G.,,
47985,1.19,0,3.673364071,10/24/2018,Anderson K.,,
50206,1.19,0,3.463227352,8/29/2019,De Minaur A.,,
48415,1.23,0,3.459641533,2/9/2019,Tsonga J.W.,,
50453,1.24,0,3.375038893,10/9/2019,Berrettini M.,,
53827,4.46,1,3.343566431,8/21/2021,Rublev A.,,
55764,1.21,0,3.27358092,6/10/2022,Medvedev D.,,
55755,1.21,0,3.263915654,6/9/2022,Auger-Aliassime F.,,
52335,1.17,0,3.24084585,3/3/2021,Rublev A.,,
49084,1.19,0,3.219577263,5/1/2019,Tsitsipas S.,,
51328,1.19,0,3.186331285,9/2/2020,Zverev A.,,
54164,1.21,0,3.105215917,10/10/2021,Zverev A.,,
56381,1.24,0,3.100727638,8/18/2022,Medvedev D.,,
49778,1.31,0,3.069208848,7/21/2019,Isner J.,,
54451,1.25,0,3.035054446,1/8/2022,Nadal R.,,
50753,1.32,0,2.946525598,1/18/2020,Rublev A.,,
48156,5.22,1,2.89754399,1/4/2019,Bautista Agut R.,,
47873,4,1,2.835852146,10/13/2018,Coric B.,,
55891,1.26,0,2.832705295,6/27/2022,Alcaraz C.,,
46369,1.34,0,2.754427334,4/23/2018,Tsitsipas S.,,
47709,1.36,0,2.746713511,9/24/2018,Norrie C.,,
49410,1.26,0,2.746069251,6/10/2019,Tsonga J.W.,,
50237,5.12,1,2.740189056,9/2/2019,Wawrinka S.,,
43351,1.22,0,2.718516403,2/25/2017,Sock J.,,
51591,1.29,0,2.711026528,9/30/2020,Wawrinka S.,,
54592,3.7,1,2.692868108,1/20/2022,Daniel T.,,
51092,1.25,0,2.690631098,2/19/2020,Tsitsipas S.,,
53300,1.3,0,2.659390318,6/22/2021,Pospisil V.,,
