match,PSW,win0,confidence0,date,winner,,
50210,1.19,0,3.987119158,8/29/2019,De Minaur A.,-1,-50
53457,5.42,1,3.677349724,7/6/2021,Hurkacz H.,4.42,221
57083,1.17,0,3.14049097,1/6/2023,Djokovic N.,-1,-50
50237,5.12,1,3.02344265,9/2/2019,Wawrinka S.,4.12,206
54622,4.3,1,2.960757471,1/23/2022,Shapovalov D.,3.3,165
56381,1.24,0,2.95150919,8/18/2022,Medvedev D.,-1,-50
56745,1.26,0,2.92089771,10/6/2022,Tiafoe F.,-1,-50
47540,1.19,0,2.880716639,8/27/2018,Isner J.,-1,-50
53390,1.34,0,2.846151048,6/30/2021,Murray A.,-1,-50
43420,1.32,0,2.780760278,3/2/2017,Fognini F.,-1,-50
54451,1.25,0,2.748362083,1/8/2022,Nadal R.,-1,-50
47251,3.32,1,2.687098575,7/27/2018,Basilashvili N.,2.32,116
50754,1.32,0,2.680354336,1/18/2020,Rublev A.,-1,-50
54447,1.23,0,2.651547127,1/7/2022,Nadal R.,-1,-50
56389,1.37,0,2.598192357,8/19/2022,Norrie C.,-1,-50
47708,1.36,0,2.565769764,9/24/2018,Norrie C.,-1,-50
45475,1.22,0,2.552025756,1/1/2018,Thiem D.,-1,-50
54356,1.25,0,2.539107251,11/5/2021,Djokovic N.,-1,-50
54592,3.7,1,2.505157647,1/20/2022,Daniel T.,2.7,135
49816,1.44,0,2.492725593,7/23/2019,Ruud C.,-1,-50
43762,2.94,1,2.442610433,4/25/2017,Haase R.,1.94,97
54399,3.09,1,2.440151337,11/20/2021,Zverev A.,2.09,104.5
47250,1.54,0,2.412395342,7/27/2018,Kovalik J.,-1,-50
49053,1.29,0,2.402628278,4/26/2019,Medvedev D.,-1,-50
46257,1.35,0,2.399743665,4/9/2018,Sandgren T.,-1,-50
53761,1.33,0,2.398273721,8/12/2021,Ruud C.,-1,-50
56761,1.54,0,2.371234853,10/8/2022,Djokovic N.,-1,-50
46862,1.38,0,2.350180511,6/16/2018,Federer R.,-1,-50
47265,1.55,0,2.328497182,7/28/2018,Mayer L.,-1,-50
50684,3.34,1,2.317713075,1/7/2020,Ilkel C.,2.34,117
49228,1.39,0,2.316978797,5/20/2019,Gasquet R.,-1,-50
49080,1.36,0,2.314513553,4/30/2019,Cuevas P.,-1,-50
54877,3.58,1,2.311027072,2/17/2022,Rinderknech A.,2.58,129
52279,1.36,0,2.30007283,2/25/2021,Schwartzman D.,-1,-50
55749,1.27,0,2.29250185,6/9/2022,Tsitsipas S.,-1,-50
52260,1.38,0,2.278659665,2/24/2021,Ebden M.,-1,-50
54084,1.33,0,2.272771681,9/30/2021,Rublev A.,-1,-50
43923,1.39,0,2.272011812,5/9/2017,Almagro N.,-1,-50
43761,1.45,0,2.266637786,4/25/2017,Kuznetsov An.,-1,-50
52356,1.34,0,2.249479482,3/5/2021,Schwartzman D.,-1,-50
54918,3.06,1,2.243609825,2/22/2022,Pucinelli de Almeida M.,2.06,103
44175,2.74,1,2.238996805,6/4/2017,Carreno Busta P.,1.74,87
54201,4.59,1,2.231902265,10/15/2021,Basilashvili N.,3.59,179.5
53825,1.43,0,2.228600221,8/21/2021,Tsitsipas S.,-1,-50
47214,1.38,0,2.221491756,7/24/2018,Bedene A.,-1,-50
46243,3.32,1,2.199892762,3/27/2018,Isner J.,2.32,116
51882,1.35,0,2.198882725,11/5/2020,Carreno Busta P.,-1,-50
49839,1.33,0,2.196116976,7/25/2019,Fognini F.,-1,-50
49808,1.49,0,2.190497692,7/23/2019,Gasquet R.,-1,-50
48659,4.33,1,2.185125917,2/28/2019,Kyrgios N.,3.33,166.5
45122,3.65,1,2.178337457,9/28/2017,Pella G.,2.65,132.5
44599,3.22,1,2.165336694,7/26/2017,Mayer F.,2.22,111
49130,3.01,1,2.161037353,5/7/2019,Pouille L.,2.01,100.5
53426,1.31,0,2.141730353,7/1/2021,Norrie C.,-1,-50
42983,1.43,0,2.138317811,1/14/2017,Sock J.,-1,-50
57602,2.89,1,2.132827558,3/3/2023,Medvedev D.,1.89,94.5
49997,1.4,0,2.126259565,8/7/2019,Cilic M.,-1,-50
54197,1.25,0,2.125385206,10/14/2021,Tsitsipas S.,-1,-50
48588,3.62,1,2.119757952,2/23/2019,Mcdonald M.,2.62,131
47223,1.41,0,2.116065757,7/25/2018,Kovalik J.,-1,-50
54051,2.77,1,2.098685134,9/25/2021,Kwon S.W.,1.77,88.5
55475,1.32,0,2.097565625,5/5/2022,Hurkacz H.,-1,-50
54691,2.8,1,2.096417141,2/3/2022,Gasquet R.,1.8,90
47615,3.31,1,2.092422874,8/30/2018,Basilashvili N.,2.31,115.5
49835,1.44,0,2.09224728,7/25/2019,Krajinovic F.,-1,-50
55001,2.5,1,2.090764046,3/10/2022,Eubanks C.,1.5,75
47403,2.8,1,2.085831618,8/8/2018,Ivashka I.,1.8,90
50344,1.57,0,2.065562877,9/27/2019,Shapovalov D.,-1,-50
47180,1.42,0,2.047974004,7/21/2018,Johnson S.,-1,-50
55875,1.51,0,2.046821579,6/22/2022,Bublik A.,-1,-50
43512,2.88,1,2.045236773,3/13/2017,Carreno Busta P.,1.88,94
47140,1.51,0,2.04159267,7/17/2018,Bolelli S.,-1,-50
51511,1.39,0,2.036531262,9/25/2020,Tsitsipas S.,-1,-50
56127,1.53,0,2.036165294,7/23/2022,Berrettini M.,-1,-50
43686,2.94,1,2.034703941,4/15/2017,Johnson S.,1.94,97
48038,1.35,0,2.034566531,10/31/2018,Federer R.,-1,-50
52836,2.6,1,2.028711816,4/29/2021,Moutet C.,1.6,80
54380,1.39,0,2.025540133,11/11/2021,Shapovalov D.,-1,-50
56058,1.3,0,2.019896704,7/14/2022,Rublev A.,-1,-50
49752,1.47,0,2.018357247,7/18/2019,Bagnis F.,-1,-50
51402,1.29,0,2.017060652,9/9/2020,Hanfmann Y.,-1,-50
47754,1.69,0,2.016295049,9/29/2018,Fognini F.,-1,-50
52984,1.5,0,2.012104813,5/18/2021,Fognini F.,-1,-50
54709,2.82,1,2.010749168,2/5/2022,Tabilo A.,1.82,91
52681,1.41,0,2.010036643,4/13/2021,Carreno Busta P.,-1,-50
49728,1.65,0,2.003673495,7/16/2019,Novak D.,-1,-50
54580,1.51,0,1.999315169,1/19/2022,Karatsev A.,-1,-50
42854,1.26,0,1.989018027,1/2/2017,Darcis S.,-1,-50
47892,1.47,0,1.98677122,10/16/2018,Millman J.,-1,-50
47644,1.34,0,1.985588934,9/4/2018,Del Potro J.M.,-1,-50
43651,1.47,0,1.985543864,4/12/2017,Chardy J.,-1,-50
51461,1.37,0,1.985315949,9/17/2020,Shapovalov D.,-1,-50
47755,2.68,1,1.980458688,9/29/2018,Nishioka Y.,1.68,84
47746,1.54,0,1.980452171,9/28/2018,Sousa J.,-1,-50
50480,3.5,1,1.979483028,10/15/2019,Carballes Baena R.,2.5,125
50008,2.64,1,1.970902243,8/8/2019,Mannarino A.,1.64,82
47391,1.57,0,1.95676163,8/7/2018,Carreno Busta P.,-1,-50
57079,1.51,0,1.956040117,1/5/2023,Shapovalov D.,-1,-50
56137,1.51,0,1.954726059,7/25/2022,Misolic F.,-1,-50
54371,1.51,0,1.95321415,11/10/2021,Auger-Aliassime F.,-1,-50
47168,1.56,0,1.946581033,7/20/2018,Gasquet R.,-1,-50
54105,1.51,0,1.942487534,10/2/2021,Ruud C.,-1,-50
52294,1.61,0,1.936874852,2/26/2021,Bagnis F.,-1,-50
44121,1.34,0,1.93586242,5/30/2017,Del Potro J. M.,-1,-50
54775,1.42,0,1.934884049,2/10/2022,Pospisil V.,-1,-50
45115,2.66,1,1.932175024,9/27/2017,Istomin D.,1.66,83
42870,1.41,0,1.928488943,1/3/2017,Youzhny M.,-1,-50
47736,1.59,0,1.925670826,9/26/2018,Sousa J.,-1,-50
54207,1.56,0,1.924617566,10/18/2021,Norrie C.,-1,-50
49789,1.44,0,1.924046159,7/22/2019,Klizan M.,-1,-50
47198,3.5,1,1.923292184,7/23/2018,Molleker R.,2.5,125
43526,1.61,0,1.918820232,3/14/2017,Kyrgios N.,-1,-50
50448,1.48,0,1.916112356,10/9/2019,Isner J.,-1,-50
43341,1.47,0,1.911809195,2/24/2017,Sock J.,-1,-50
52607,1.56,0,1.91092445,3/30/2021,Bautista Agut R.,-1,-50
44639,3.65,1,1.910051008,7/28/2017,Mayer F.,2.65,132.5
43942,1.54,0,1.907404786,5/11/2017,Thiem D.,-1,-50
