match,PSW,win0,confidence0,date,winner,,
56712,1.1,0,5.804195619,10/3/2022,Van De Zandschulp B.,,
36598,1.1,0,5.54022032,7/2/2014,Djokovic N.,,
38770,1.15,0,4.089500688,5/16/2015,Djokovic N.,,
44353,1.19,0,4.010195134,6/30/2017,Djokovic N.,,
56750,1.26,0,3.837547032,10/6/2022,Tiafoe F.,,
41130,1.24,0,3.596657373,4/15/2016,Monfils G.,,
44925,1.1,0,3.462325052,8/28/2017,Carreno Busta P.,,
56277,1.19,0,3.42512961,8/6/2022,Rublev A.,,
49682,3.78,1,3.306016757,7/6/2019,Sandgren T.,,
55767,1.21,0,3.270655675,6/10/2022,Medvedev D.,,
54330,1.25,0,3.223330533,11/2/2021,Ruud C.,,
55141,1.24,0,3.207116818,3/26/2022,Tsitsipas S.,,
56106,1.22,0,3.026231281,7/21/2022,Alcaraz C.,,
54449,1.25,0,3.024204654,1/8/2022,Nadal R.,,
49012,5.31,1,2.98275523,4/23/2019,Jarry N.,,
54441,1.23,0,2.958236615,1/7/2022,Nadal R.,,
54354,1.25,0,2.947373308,11/5/2021,Djokovic N.,,
49548,1.28,0,2.922313293,6/26/2019,Verdasco F.,,
38950,1.18,0,2.914416498,6/6/2015,Djokovic N.,,
54623,4.3,1,2.913480903,1/23/2022,Shapovalov D.,,
46899,4.3,1,2.887991679,6/20/2018,Sugita Y.,,
52529,1.24,0,2.845290929,3/24/2021,Harris L.,,
41347,1.3,0,2.843694194,5/8/2016,Paire B.,,
53503,1.26,0,2.828719912,7/14/2021,Thompson J.,,
57017,4.3,1,2.827192541,11/6/2022,Rune H.,,
51382,3.92,1,2.782601888,9/5/2020,Pospisil V.,,
55227,3.92,1,2.754401282,4/7/2022,Molcan A.,,
49228,1.39,0,2.748134809,5/20/2019,Gasquet R.,,
57475,1.21,0,2.685694046,2/22/2023,Auger-Aliassime F.,,
46881,1.17,0,2.679418788,6/19/2018,Djokovic N.,,
37395,3.45,1,2.65780399,10/11/2014,Federer R.,,
44212,3.27,1,2.634198816,6/13/2017,Kozlov S.,,
53251,4.59,1,2.608687421,6/15/2021,Struff J.L.,,
39707,1.34,0,2.605887187,9/1/2015,Troicki V.,,
53729,1.31,0,2.596848707,8/9/2021,Harris L.,,
54083,1.33,0,2.595859667,9/30/2021,Rublev A.,,
54031,1.38,0,2.58137649,9/22/2021,Pouille L.,,
47629,1.28,0,2.568522449,9/1/2018,Federer R.,,
49050,1.29,0,2.550362585,4/26/2019,Medvedev D.,,
41610,1.38,0,2.543417469,6/9/2016,Mannarino A.,,
47039,3.32,1,2.5258131,7/3/2018,Klahn B.,,
