match,PSW,win0,confidence0,date,winner,,,
52779,2.1,1,1.155721681,4/22/2021,Mager G.,1.1,110,
57524,1.34,1,1.155668332,2/28/2023,Auger-Aliassime F.,0.34,34,
43674,1.74,1,1.15565062,4/13/2017,Lopez F.,0.74,74,
47437,2.16,0,1.155581663,8/14/2018,Zverev M.,-1,-100,
30533,2.22,1,1.155551585,3/18/2012,Federer R.,1.22,122,
47726,1.81,0,1.155548957,9/25/2018,Ebden M.,-1,-100,
50603,2.88,0,1.155527758,10/25/2019,Opelka R.,-1,-100,
34504,1.45,1,1.155486628,8/20/2013,Haase R.,0.45,45,
56573,1.5,1,1.155383834,9/21/2022,Korda S.,0.5,50,
30925,1.43,1,1.155367359,5/9/2012,Tipsarevic J.,0.43,43,
48863,1.48,1,1.155355489,3/26/2019,Anderson K.,0.48,48,
49880,2.44,0,1.155313065,7/30/2019,Gulbis E.,-1,-100,
38840,2.27,1,1.155297665,5/24/2015,Dzumhur D.,1.27,127,
49899,2.1,1,1.155255071,7/30/2019,Ramos-Vinolas A.,1.1,110,
47462,2.58,0,1.155233877,8/16/2018,Wawrinka S.,-1,-100,
42579,2.28,0,1.155199586,10/8/2016,Kyrgios N.,-1,-100,
45126,2.13,0,1.155197543,9/28/2017,Baghdatis M.,-1,-100,
52282,2.14,0,1.155191,2/25/2021,Gerasimov E.,-1,-100,
43883,1.78,1,1.155170412,5/5/2017,Carreno Busta P.,0.78,78,
32124,2.05,1,1.155114759,10/2/2012,Melzer J.,1.05,105,
50051,1.68,1,1.155096965,8/14/2019,Schwartzman D.,0.68,68,
52428,1.74,1,1.155068733,3/11/2021,Herbert P.H.,0.74,74,
46579,1.67,1,1.155042914,5/13/2018,Sonego L.,0.67,67,
47809,1.61,1,1.155024483,10/5/2018,Edmund K.,0.61,61,
50602,1.7,1,1.154958919,10/25/2019,Monfils G.,0.7,70,
50053,3.47,0,1.15495141,8/14/2019,Nishioka Y.,-1,-100,
50141,1.66,1,1.154937032,8/26/2019,Kudla D.,0.66,66,
52607,1.5,1,1.154897281,3/30/2021,Sinner J.,0.5,50,
57219,1.85,1,1.154890907,1/19/2023,Shelton B.,0.85,85,
30327,1.9,0,1.154821834,2/24/2012,Becker B.,-1,-100,
39500,1.68,1,1.154821458,8/7/2015,Kohlschreiber P.,0.68,68,
42969,1.81,0,1.154816405,1/11/2017,Johnson S.,-1,-100,
39549,1.56,1,1.154740918,8/13/2015,Tsonga J.W.,0.56,56,
42432,1.43,1,1.154724349,9/21/2016,Kuznetsov An.,0.43,43,
47374,1.68,1,1.154678814,8/6/2018,Fucsovics M.,0.68,68,
35040,1.99,1,1.154676807,12/30/2013,Querrey S.,0.99,99,
56295,1.68,1,1.154668021,8/9/2022,Evans D.,0.68,68,
52890,1.76,1,1.154643221,5/5/2021,Medvedev D.,0.76,76,
43402,3.28,0,1.154607663,3/1/2017,Verdasco F.,-1,-100,
56049,1.71,1,1.154546619,7/14/2022,Isner J.,0.71,71,
39981,1.65,1,1.154546134,10/13/2015,Fognini F.,0.65,65,
56984,1.33,1,1.154505736,11/2/2022,Tsitsipas S.,0.33,33,
48240,1.5,1,1.154501298,1/14/2019,Verdasco F.,0.5,50,
30794,1.41,1,1.15448928,4/26/2012,Seppi A.,0.41,41,
43979,1.91,1,1.154481334,5/16/2017,Ferrer D.,0.91,91,
32277,1.59,1,1.154452741,10/16/2012,Pospisil V.,0.59,59,
53249,1.65,1,1.154394594,6/15/2021,Basilashvili N.,0.65,65,
54473,1.68,1,1.154394339,1/11/2022,Bonzi B.,0.68,68,
56343,2.34,0,1.154393277,8/16/2022,Shelton B.,-1,-100,
46426,1.79,1,1.15438168,4/26/2018,Goffin D.,0.79,79,
53769,2.19,0,1.154372178,8/13/2021,Opelka R.,-1,-100,
54498,3.09,0,1.154328215,1/13/2022,Rinderknech A.,-1,-100,
56617,1.47,1,1.154248418,9/26/2022,Nakashima B.,0.47,47,
30702,2.05,0,1.154245983,4/17/2012,Seppi A.,-1,-100,
38612,1.5,1,1.154223638,4/28/2015,Montanes A.,0.5,50,
35420,2.11,0,1.154191598,2/13/2014,Kohlschreiber P.,-1,-100,
43679,1.69,1,1.154108186,4/14/2017,Lopez F.,0.69,69,
57021,1.89,0,1.15408806,1/2/2023,Djere L.,-1,-100,
32359,2.1,0,1.154045781,10/22/2012,Kubot L.,-1,-100,
35841,2.93,0,1.154007366,4/10/2014,Gonzalez A.,-1,-100,
44337,1.88,1,1.15398857,6/28/2017,Seppi A.,0.88,88,
53400,1.81,1,1.153939026,6/30/2021,Bedene A.,0.81,81,
42645,1.43,1,1.153936562,10/17/2016,Harrison R.,0.43,43,
54660,2.57,0,1.153920133,2/1/2022,Ficovich J.P.,-1,-100,
44881,2.2,0,1.153914049,8/22/2017,Seppi A.,-1,-100,
46474,2.73,0,1.153905995,5/1/2018,Cecchinato M.,-1,-100,
38864,1.59,1,1.153878873,5/25/2015,Stakhovsky S.,0.59,59,
43854,2.1,1,1.153859781,5/2/2017,Harrison R.,1.1,110,
45703,1.68,1,1.153802705,1/19/2018,Seppi A.,0.68,68,
56280,1.65,1,1.153739147,8/9/2022,De Minaur A.,0.65,65,
56086,1.47,1,1.15355877,7/19/2022,Thiem D.,0.47,47,
34698,1.42,1,1.153506749,9/19/2013,Simon G.,0.42,42,
55192,1.4,1,1.153480685,4/5/2022,Carballes Baena R.,0.4,40,
51109,1.47,1,1.153462427,2/21/2020,Tsitsipas S.,0.47,47,
42752,1.31,1,1.153418638,10/26/2016,Karlovic I.,0.31,31,
50523,1.44,1,1.153395967,10/17/2019,Shapovalov D.,0.44,44,
34511,1.81,0,1.153394814,8/20/2013,Tursunov D.,-1,-100,
34407,1.28,1,1.153300901,8/7/2013,Gasquet R.,0.28,28,
33059,2.08,0,1.153276531,2/28/2013,Mayer L.,-1,-100,
33890,2.13,0,1.153234919,6/18/2013,Dodig I.,-1,-100,
33284,2.1,0,1.153139944,4/9/2013,Roger-Vasselin E.,-1,-100,
32487,1.63,1,1.1531385,1/1/2013,Sela D.,0.63,63,
43144,2.1,1,1.153030679,2/8/2017,Gaio F.,1.1,110,
49180,2.29,0,1.152978255,5/13/2019,Verdasco F.,-1,-100,
49363,1.42,1,1.152950391,5/30/2019,Struff J.L.,0.42,42,
30383,2.02,0,1.152936248,2/28/2012,Berlocq C.,-1,-100,
54428,2.31,0,1.152903016,1/5/2022,Djere L.,-1,-100,
41969,1.49,1,1.152896722,7/19/2016,Lajovic D.,0.49,49,
35423,1.81,1,1.152893901,2/13/2014,Lu Y.H.,0.81,81,
44608,1.43,1,1.152859318,7/26/2017,Haase R.,0.43,43,
46271,2.17,1,1.152846662,4/10/2018,Zeballos H.,1.17,117,
31307,2.59,0,1.152836156,6/25/2012,Rufin G.,-1,-100,
48841,1.74,0,1.152823926,3/23/2019,Cecchinato M.,-1,-100,
52916,2.71,0,1.152818199,5/10/2021,Mager G.,-1,-100,
34448,2.14,0,1.152812375,8/13/2013,Nieminen J.,-1,-100,
30905,1.84,1,1.152710941,5/7/2012,Garcia-Lopez G.,0.84,84,
54384,2.34,0,1.152697606,11/12/2021,Shapovalov D.,-1,-100,
30851,1.71,1,1.152643757,5/1/2012,Schwank E.,0.71,71,
42787,1.43,1,1.152627078,10/31/2016,Struff J.L.,0.43,43,
32316,3.17,0,1.152590446,10/18/2012,Stakhovsky S.,-1,-100,
30897,2.56,0,1.152439255,5/6/2012,Kohlschreiber P.,-1,-100,
46600,2.39,0,1.152419099,5/15/2018,Tsitsipas S.,-1,-100,
46751,2.07,0,1.152376898,5/30/2018,Berrettini M.,-1,-100,
50175,1.5,1,1.152264003,8/27/2019,Sonego L.,0.5,50,
52685,1.61,1,1.152248726,4/13/2021,Dimitrov G.,0.61,61,
42421,1.6,1,1.152223178,9/20/2016,Basilashvili N.,0.6,60,
54539,1.93,1,1.15218231,1/17/2022,Albot R.,0.93,93,
36449,2.05,0,1.152179419,6/18/2014,Pospisil V.,-1,-100,
46105,3.06,0,1.152125935,3/10/2018,Sela D.,-1,-100,
47649,2.36,0,1.15206286,9/7/2018,Del Potro J.M.,-1,-100,
45975,2.04,0,1.15204459,2/25/2018,Khachanov K.,-1,-100,
55028,2.06,1,1.152033126,3/12/2022,Rune H.,1.06,106,
51198,3.05,0,1.152007901,2/27/2020,Seyboth Wild T.,-1,-100,
52879,1.91,1,1.151983751,5/4/2021,Nishikori K.,0.91,91,
40300,3.2,0,1.151889772,1/8/2016,Thiem D.,-1,-100,
41907,1.58,1,1.151872331,7/13/2016,Young D.,0.58,58,
31676,1.8,1,1.151848269,7/31/2012,Malisse X.,0.8,80,
39026,2.45,0,1.151838126,6/16/2015,Kokkinakis T.,-1,-100,
54066,1.74,1,1.151787593,9/28/2021,Sonego L.,0.74,74,
48837,2.4,0,1.151769976,3/23/2019,Sousa J.,-1,-100,
57169,1.49,1,1.151749855,1/17/2023,Brooksby J.,0.49,49,
30539,1.71,0,1.151729747,3/21/2012,Haas T.,-1,-100,
52355,1.85,0,1.151725217,3/5/2021,Cerundolo F.,-1,-100,
49952,2.02,0,1.151690914,8/2/2019,Albot R.,-1,-100,
42170,2.09,1,1.15167923,8/10/2016,Carreno Busta P.,1.09,109,
35564,1.58,1,1.151657611,2/25/2014,Lorenzi P.,0.58,58,
48672,2.03,0,1.151657521,3/1/2019,Garin C.,-1,-100,
36227,1.4,1,1.151611197,5/26/2014,Bautista R.,0.4,40,
31645,2.03,1,1.151550711,7/25/2012,Lorenzi P.,1.03,103,
56695,2.05,0,1.151527775,10/3/2022,Mannarino A.,-1,-100,
36413,1.4,1,1.151479542,6/13/2014,Dimitrov G.,0.4,40,
34874,2.74,0,1.151433084,10/17/2013,Gabashvili T.,-1,-100,
53212,1.55,1,1.151401737,6/11/2021,Querrey S.,0.55,55,
49823,2.07,0,1.151390174,7/24/2019,Rublev A.,-1,-100,
34506,1.79,1,1.151387259,8/20/2013,Bautista R.,0.79,79,
56318,1.37,1,1.15138472,8/11/2022,Auger-Aliassime F.,0.37,37,
52880,2.98,0,1.151349318,5/4/2021,Millman J.,-1,-100,
48264,2.02,0,1.151333215,1/15/2019,Donskoy E.,-1,-100,
48706,1.74,1,1.151304658,3/8/2019,Jaziri M.,0.74,74,
56828,1.54,1,1.151288687,10/19/2022,Wolf J.J.,0.54,54,
34100,1.4,1,1.151269257,7/10/2013,Dimitrov G.,0.4,40,
47777,2.01,0,1.15126418,10/2/2018,Verdasco F.,-1,-100,
40743,1.4,1,1.151220405,2/21/2016,Querrey S.,0.4,40,
50649,1.68,1,1.151209075,10/31/2019,Tsitsipas S.,0.68,68,
41975,1.99,0,1.151132994,7/19/2016,Duckworth J.,-1,-100,
51249,3.11,0,1.151114826,8/24/2020,Sandgren T.,-1,-100,
36753,1.53,1,1.151037075,7/18/2014,Kohlschreiber P.,0.53,53,
40882,1.92,0,1.151010709,3/13/2016,Lopez F.,-1,-100,
32203,1.59,1,1.151006637,10/6/2012,Nishikori K.,0.59,59,
55053,2.03,0,1.150907943,3/14/2022,Opelka R.,-1,-100,
43509,1.45,1,1.150835721,3/13/2017,Wawrinka S.,0.45,45,
31748,2.04,0,1.15083454,8/11/2012,Gasquet R.,-1,-100,
33952,2.52,0,1.15081658,6/24/2013,Reister J.,-1,-100,
49531,1.64,1,1.150794741,6/24/2019,Carballes Baena R.,0.64,64,
30459,1.88,1,1.150695689,3/9/2012,Kudla D.,0.88,88,
34075,1.86,1,1.150693858,7/9/2013,Russell M.,0.86,86,
47926,2.92,0,1.150664645,10/18/2018,Gulbis E.,-1,-100,
45160,1.88,0,1.150619313,10/3/2017,Sugita Y.,-1,-100,
36667,1.8,1,1.150616319,7/10/2014,Carreno-Busta P.,0.8,80,
37665,1.59,1,1.150612975,1/8/2015,Lu Y.H.,0.59,59,
43796,1.52,1,1.150600038,4/27/2017,Klizan M.,0.52,52,
42312,1.99,0,1.150579296,8/29/2016,Youzhny M.,-1,-100,
50538,1.81,1,1.150567027,10/18/2019,Cilic M.,0.81,81,
56845,2.14,1,1.150561984,10/20/2022,Korda S.,1.14,114,
49417,1.97,0,1.150478565,6/11/2019,Pouille L.,-1,-100,
34332,1.39,1,1.150470797,7/31/2013,Dodig I.,0.39,39,
47936,1.89,0,1.150452338,10/19/2018,Gulbis E.,-1,-100,
30475,1.47,1,1.150441167,3/10/2012,Roddick A.,0.47,47,
50118,1.93,0,1.15041399,8/23/2019,Hurkacz H.,-1,-100,
47976,2.31,0,1.15032501,10/23/2018,Popyrin A.,-1,-100,
46015,2.09,0,1.15032275,2/28/2018,Sugita Y.,-1,-100,
39451,1.83,1,1.150307282,8/4/2015,Groth S.,0.83,83,
50627,1.61,1,1.150298049,10/29/2019,Dimitrov G.,0.61,61,
34297,1.38,1,1.150287475,7/28/2013,Anderson K.,0.38,38,
57383,1.69,1,1.1502822,2/15/2023,Thiem D.,0.69,69,
56918,2.19,0,1.150274567,10/26/2022,Rune H.,-1,-100,
40527,1.53,1,1.150215386,2/3/2016,Tomic B.,0.53,53,
49272,2.1,0,1.150192201,5/24/2019,Paire B.,-1,-100,
56262,2.14,0,1.150176261,8/5/2022,Nishioka Y.,-1,-100,
51777,1.77,1,1.150132754,10/24/2020,Schwartzman D.,0.77,77,
41904,1.57,1,1.150125544,7/12/2016,Groth S.,0.57,57,
56089,2.57,0,1.150099013,7/19/2022,Varillas J.P.,-1,-100,
38553,1.41,1,1.150090553,4/22/2015,Fognini F.,0.41,41,
47358,1.9,1,1.150048138,8/3/2018,Norrie C.,0.9,90,
32853,1.71,1,1.150042061,2/13/2013,Ebden M.,0.71,71,
49262,1.8,0,1.150022165,5/22/2019,Albot R.,-1,-100,
39786,2.44,0,1.150012267,9/8/2015,Cilic M.,-1,-100,
47661,1.47,1,1.149963838,9/18/2018,Lestienne C.,0.47,47,
31838,2.08,0,1.149935617,8/22/2012,Dolgopolov O.,-1,-100,
30572,1.7,1,1.149854568,3/23/2012,Nishikori K.,0.7,70,
51847,1.52,1,1.149833389,11/2/2020,Coric B.,0.52,52,
44592,2.02,0,1.149782234,7/25/2017,Jaziri M.,-1,-100,
40199,1.46,1,1.149727297,11/5/2015,Ferrer D.,0.46,46,
46932,2.12,0,1.149708727,6/25/2018,Vesely J.,-1,-100,
56147,1.45,1,1.149640254,7/26/2022,Mcdonald M.,0.45,45,
41551,2.17,0,1.149571791,5/27/2016,Gasquet R.,-1,-100,
39439,2.02,1,1.149545588,8/3/2015,Delbonis F.,1.02,102,
35450,1.4,1,1.149534786,2/16/2014,Ferrer D.,0.4,40,
56949,2.16,0,1.149502224,10/31/2022,Ymer M.,-1,-100,
42955,1.7,1,1.149476632,1/11/2017,Sousa J.,0.7,70,
34034,1.91,1,1.149411787,6/29/2013,Dodig I.,0.91,91,
55586,1.68,1,1.149399433,5/21/2022,Norrie C.,0.68,68,
33555,2.05,0,1.149374652,5/10/2013,Berdych T.,-1,-100,
53856,1.78,1,1.149253423,8/25/2021,Ruusuvuori E.,0.78,78,
47875,1.44,1,1.149196922,10/15/2018,Mannarino A.,0.44,44,
45799,2.26,0,1.149168587,2/10/2018,Pouille L.,-1,-100,
54788,2.27,0,1.149157522,2/12/2022,Auger-Aliassime F.,-1,-100,
51707,1.88,1,1.149145935,10/16/2020,Musetti L.,0.88,88,
37392,1.7,1,1.149089493,10/10/2014,Lopez F.,0.7,70,
50713,1.81,0,1.149065377,1/13/2020,Harris L.,-1,-100,
32075,2.93,0,1.149020635,9/27/2012,Sijsling I.,-1,-100,
57123,1.48,1,1.149012801,1/13/2023,Gasquet R.,0.48,48,
54769,2.06,0,1.148947352,2/10/2022,Cerundolo F.,-1,-100,
46551,1.91,0,1.148930654,5/8/2018,Coric B.,-1,-100,
33870,2.65,1,1.14890985,6/15/2013,Youzhny M.,1.65,165,
38055,1.66,1,1.148882637,2/17/2015,Klizan M.,0.66,66,
42253,1.86,0,1.148794307,8/22/2016,Young D.,-1,-100,
49538,2.18,0,1.148792627,6/25/2019,Fabbiano T.,-1,-100,
31540,2.55,0,1.148780248,7/16/2012,Mathieu P.H.,-1,-100,
37439,2,1,1.148778141,10/15/2014,Seppi A.,1,100,
53007,1.61,1,1.148710717,5/21/2021,Musetti L.,0.61,61,
40217,1.71,1,1.148673201,11/18/2015,Wawrinka S.,0.71,71,
39932,1.74,1,1.148627936,10/7/2015,Karlovic I.,0.74,74,
43028,2.16,1,1.148601068,1/17/2017,Istomin D.,1.16,116,
42646,1.67,1,1.14857246,10/17/2016,Anderson K.,0.67,67,
57152,2.86,0,1.148562679,1/16/2023,Shang J.,-1,-100,
37331,1.8,1,1.148498983,10/3/2014,Murray A.,0.8,80,
50188,1.48,1,1.148423828,8/28/2019,Kyrgios N.,0.48,48,
41331,1.68,1,1.14839761,5/5/2016,Nishikori K.,0.68,68,
34982,1.98,0,1.148391215,10/29/2013,Mahut N.,-1,-100,
37369,3.44,0,1.148389369,10/8/2014,Lopez F.,-1,-100,
34930,1.92,1,1.148351984,10/23/2013,Tursunov D.,0.92,92,
55228,2.04,1,1.14834643,4/8/2022,Molcan A.,1.04,104,
47312,2.2,0,1.148264715,8/1/2018,Daniel T.,-1,-100,
49878,1.45,1,1.148128182,7/30/2019,Kokkinakis T.,0.45,45,
48932,1.75,0,1.148125151,4/14/2019,Dimitrov G.,-1,-100,
42742,3,0,1.148102041,10/25/2016,Muller G.,-1,-100,
35635,1.59,1,1.148101099,3/6/2014,Falla A.,0.59,59,
49610,1.88,1,1.148035773,7/2/2019,Fognini F.,0.88,88,
36579,1.99,0,1.14803441,6/27/2014,Giraldo S.,-1,-100,
34884,1.43,1,1.148032687,10/18/2013,Karlovic I.,0.43,43,
54316,2.08,0,1.1479876,10/31/2021,Cilic M.,-1,-100,
53149,1.83,0,1.147944299,6/2/2021,Fognini F.,-1,-100,
34259,1.37,1,1.147943695,7/24/2013,Dodig I.,0.37,37,
33205,2.01,0,1.147941506,3/21/2013,Blake J.,-1,-100,
52018,1.54,1,1.147918876,2/2/2021,Vesely J.,0.54,54,
43847,2.55,0,1.147901231,5/2/2017,Copil M.,-1,-100,
56575,2.09,1,1.147851058,9/21/2022,Bonzi B.,1.09,109,
44042,1.52,1,1.147795829,5/24/2017,Tsonga J.W.,0.52,52,
55486,2.31,0,1.147751522,5/9/2022,Paul T.,-1,-100,
50415,1.75,0,1.147669183,10/6/2019,Basilashvili N.,-1,-100,
36027,1.36,1,1.147640504,5/1/2014,Fognini F.,0.36,36,
37057,2.29,0,1.147635727,8/20/2014,Querrey S.,-1,-100,
48786,2.15,0,1.147594961,3/21/2019,Opelka R.,-1,-100,
37234,1.79,1,1.147567558,9/23/2014,Lacko L.,0.79,79,
30188,1.83,1,1.147566127,2/14/2012,Ramirez-Hidalgo R.,0.83,83,
30276,2.16,0,1.147555685,2/21/2012,Kunitsyn I.,-1,-100,
48949,2.33,0,1.147554009,4/15/2019,Struff J.L.,-1,-100,
40875,2.25,1,1.147535491,3/12/2016,Kudla D.,1.25,125,
42417,1.59,1,1.147482468,9/19/2016,Zverev A.,0.59,59,
38901,1.68,1,1.14742125,5/27/2015,Simon G.,0.68,68,
45774,2.67,0,1.14738213,2/8/2018,Moutet C.,-1,-100,
44632,1.84,1,1.147338978,7/28/2017,Fognini F.,0.84,84,
29827,1.96,0,1.147299932,1/2/2012,Becker B.,-1,-100,
55920,1.75,1,1.147266604,6/28/2022,Broady L.,0.75,75,
57368,1.57,1,1.147262806,2/14/2023,Zverev A.,0.57,57,
39628,2.37,0,1.147243661,8/24/2015,Rosol L.,-1,-100,
38743,1.81,1,1.147240879,5/12/2015,Bellucci T.,0.81,81,
51025,2.11,1,1.147230928,2/14/2020,Londero J.I.,1.11,111,
52141,1.81,0,1.147213773,2/9/2021,Ruud C.,-1,-100,
31986,2.25,0,1.147199075,9/18/2012,Gimeno-Traver D.,-1,-100,
39369,1.76,1,1.147158736,7/28/2015,Haase R.,0.76,76,
34808,1.96,1,1.147155529,10/10/2013,Wawrinka S.,0.96,96,
53884,2.11,0,1.147147546,8/30/2021,Rinderknech A.,-1,-100,
47335,1.92,1,1.147115688,8/2/2018,Munar J.,0.92,92,
31244,1.66,1,1.147106436,6/18/2012,Mayer L.,0.66,66,
40127,1.42,1,1.14710552,10/28/2015,Pospisil V.,0.42,42,
56529,3.49,0,1.147087884,9/2/2022,Ivashka I.,-1,-100,
31816,1.62,1,1.147074784,8/20/2012,Lu Y.H.,0.62,62,
37646,2.4,0,1.147063535,1/7/2015,Brown D.,-1,-100,
56807,2.43,0,1.146989706,10/17/2022,Cressy M.,-1,-100,
45571,2.19,1,1.146979115,1/10/2018,Lorenzi P.,1.19,119,
41976,1.75,1,1.146974221,7/19/2016,Evans D.,0.75,75,
30302,1.45,1,1.146967866,2/22/2012,Nishikori K.,0.45,45,
45448,1.94,0,1.14693361,11/12/2017,Zverev A.,-1,-100,
41818,2.26,0,1.146816137,6/30/2016,Mahut N.,-1,-100,
38154,2.75,0,1.146798964,2/24/2015,Lajovic D.,-1,-100,
39480,2.09,0,1.146744573,8/5/2015,Johnson S.,-1,-100,
57089,2.34,0,1.146729183,1/10/2023,Giron M.,-1,-100,
32139,2.42,0,1.146675694,10/2/2012,Tursunov D.,-1,-100,
52833,1.84,0,1.146673588,4/29/2021,Gombos N.,-1,-100,
42611,1.67,1,1.146657784,10/11/2016,Granollers M.,0.67,67,
30606,2.14,1,1.146642172,3/26/2012,Almagro N.,1.14,114,
44622,2.6,0,1.14661569,7/27/2017,Delbonis F.,-1,-100,
45948,1.85,1,1.146602803,2/22/2018,Bedene A.,0.85,85,
32030,3.02,0,1.146584477,9/22/2012,Klizan M.,-1,-100,
54339,1.76,1,1.146524162,11/2/2021,Fritz T.,0.76,76,
40566,2.06,0,1.14651807,2/6/2016,Mathieu P.H.,-1,-100,
43688,1.72,1,1.146476055,4/15/2017,Kohlschreiber P.,0.72,72,
48649,1.75,1,1.146467641,2/27/2019,Mayer L.,0.75,75,
39853,1.46,1,1.146444126,9/29/2015,Bai Y.,0.46,46,
47284,1.83,0,1.146427517,7/31/2018,Kudla D.,-1,-100,
34518,1.51,1,1.146376652,8/21/2013,Tursunov D.,0.51,51,
43521,2.21,0,1.146359193,3/14/2017,Jaziri M.,-1,-100,
47018,2.15,0,1.146300847,7/3/2018,Shapovalov D.,-1,-100,
34497,1.58,1,1.146286819,8/19/2013,Johnson S.,0.58,58,
46966,1.61,1,1.146282169,6/28/2018,Monfils G.,0.61,61,
33285,2.1,0,1.146240754,4/9/2013,Zemlja G.,-1,-100,
48102,1.69,0,1.146226996,1/1/2019,Fucsovics M.,-1,-100,
55294,1.84,0,1.146206778,4/16/2022,Davidovich Fokina A.,-1,-100,
54467,1.89,0,1.146190611,1/11/2022,Kudla D.,-1,-100,
35654,2.33,0,1.146084223,3/8/2014,Vesely J.,-1,-100,
50256,2.08,0,1.146039052,9/17/2019,Carballes Baena R.,-1,-100,
40330,1.44,1,1.146015092,1/12/2016,Bautista R.,0.44,44,
53609,1.68,1,1.146005824,7/23/2021,Gasquet R.,0.68,68,
37188,2.06,1,1.145981737,9/2/2014,Nishikori K.,1.06,106,
39450,1.58,1,1.145936345,8/3/2015,Soeda G.,0.58,58,
45887,1.29,1,1.145861956,2/18/2018,Federer R.,0.29,29,
32936,1.75,1,1.145855188,2/20/2013,Nalbandian D.,0.75,75,
34225,1.45,1,1.145850837,7/23/2013,Gimeno-Traver D.,0.45,45,
36692,1.76,1,1.145812058,7/14/2014,Kukushkin M.,0.76,76,
45934,2.69,0,1.145791603,2/21/2018,Benneteau J.,-1,-100,
49185,2.28,0,1.145758176,5/14/2019,Basilashvili N.,-1,-100,
48592,2.44,0,1.145740335,2/24/2019,Albot R.,-1,-100,
34912,1.99,1,1.145722451,10/22/2013,Benneteau J.,0.99,99,
30099,2.55,0,1.145619204,1/30/2012,Rufin G.,-1,-100,
44322,2.07,0,1.145610341,6/27/2017,Altmaier D.,-1,-100,
51910,2.2,1,1.145590289,11/11/2020,Millman J.,1.2,120,
55266,1.66,1,1.145541994,4/12/2022,Ruusuvuori E.,0.66,66,
55905,2.33,0,1.145520975,6/27/2022,Munar J.,-1,-100,
46163,2.5,0,1.14548432,3/21/2018,Youzhny M.,-1,-100,
39423,1.47,1,1.145481015,7/31/2015,Thiem D.,0.47,47,
41184,1.66,1,1.14546684,4/21/2016,Lorenzi P.,0.66,66,
34135,1.43,1,1.1454605,7/13/2013,Fognini F.,0.43,43,
50900,1.65,1,1.145352925,2/4/2020,Ruusuvuori E.,0.65,65,
40749,2.19,1,1.145339799,2/22/2016,Baghdatis M.,1.19,119,
37951,1.76,1,1.145318691,2/9/2015,Cuevas P.,0.76,76,
33074,1.98,0,1.145269745,3/2/2013,Isner J.,-1,-100,
47405,2.42,1,1.145261109,8/9/2018,Khachanov K.,1.42,142,
42991,1.23,1,1.14524122,1/16/2017,Sock J.,0.23,23,
55234,1.81,1,1.14517162,4/9/2022,Isner J.,0.81,81,
42071,2.24,0,1.145168141,7/23/2016,Haase R.,-1,-100,
30056,2.31,0,1.145164962,1/19/2012,Llodra M.,-1,-100,
31314,1.76,0,1.145150429,6/25/2012,Troicki V.,-1,-100,
56899,1.53,1,1.145141056,10/25/2022,Kecmanovic M.,0.53,53,
47512,2.61,0,1.145132508,8/22/2018,Andreozzi G.,-1,-100,
56670,1.94,1,1.145106967,9/30/2022,Safiullin R.,0.94,94,
39419,1.58,1,1.145093247,7/31/2015,Fognini F.,0.58,58,
45720,3.83,0,1.144964762,1/23/2018,Edmund K.,-1,-100,
56362,1.35,1,1.14495239,8/17/2022,Norrie C.,0.35,35,
33431,1.63,1,1.14494427,4/25/2013,Garcia-Lopez G.,0.63,63,
50446,1.42,1,1.144887674,10/9/2019,Thiem D.,0.42,42,
56640,1.96,0,1.144868796,9/28/2022,Ivashka I.,-1,-100,
37395,1.63,1,1.144750449,10/11/2014,Simon G.,0.63,63,
49641,2.24,0,1.144685206,7/3/2019,Humbert U.,-1,-100,
50620,1.68,1,1.144682808,10/28/2019,Paire B.,0.68,68,
40965,1.85,0,1.144670463,3/25/2016,Verdasco F.,-1,-100,
51255,1.44,1,1.144665589,8/24/2020,Ruusuvuori E.,0.44,44,
56096,1.58,1,1.144607659,7/20/2022,Musetti L.,0.58,58,
57359,1.34,1,1.144577701,2/14/2023,Auger-Aliassime F.,0.34,34,
31984,1.65,1,1.144541634,9/18/2012,Zemlja G.,0.65,65,
45956,2.31,0,1.144529555,2/22/2018,Krajinovic F.,-1,-100,
56084,2.05,1,1.144525042,7/19/2022,Galan D.E.,1.05,105,
42038,2.17,0,1.144519181,7/21/2016,Melzer G.,-1,-100,
41148,1.71,1,1.144497351,4/19/2016,Haase R.,0.71,71,
56855,2.1,0,1.144492164,10/20/2022,Zhang Zh.,-1,-100,
43595,1.41,1,1.144491482,3/25/2017,Verdasco F.,0.41,41,
50547,2.23,0,1.144467602,10/19/2019,Krajinovic F.,-1,-100,
45056,1.9,0,1.144432374,9/20/2017,Laaksonen H.,-1,-100,
44523,1.94,1,1.144368501,7/19/2017,Fratangelo B.,0.94,94,
37666,2.05,0,1.144306997,1/8/2015,Seppi A.,-1,-100,
38692,1.81,1,1.144263826,5/6/2015,Mayer L.,0.81,81,
52592,1.78,1,1.144178883,3/29/2021,Fritz T.,0.78,78,
47831,2,1,1.144164348,10/8/2018,Querrey S.,1,100,
52363,1.76,0,1.144136048,3/6/2021,Cerundolo F.,-1,-100,
47676,1.93,1,1.144100273,9/19/2018,Fucsovics M.,0.93,93,
47667,2.23,0,1.144074958,9/19/2018,Klizan M.,-1,-100,
41821,1.91,0,1.143990938,6/30/2016,Young D.,-1,-100,
44054,2.74,0,1.143987855,5/25/2017,Zverev M.,-1,-100,
