match,PSW,win0,confidence0,date,winner,panel agree?,vote_percent,mean conf,correct result?,,ROI
38079,1.6,1,0.996347547,2/18/2015,Goffin D.,,,,,,
55401,1.32,1,0.996340789,4/27/2022,Ruusuvuori E.,,,,,,
32336,1.25,1,0.996325474,10/19/2012,Baghdatis M.,,,,,,
52975,3.55,0,0.996312439,5/18/2021,Andujar P.,,,,,,
49016,1.59,1,0.996306363,4/23/2019,Ramos-Vinolas A.,,,,,,
34349,1.35,1,0.996294415,8/1/2013,Montanes A.,,,,,,
30384,1.44,1,0.99629356,2/28/2012,Verdasco F.,,,,,,
39478,3.3,0,0.996292288,8/5/2015,Montanes A.,,,,,,
55296,1.41,1,0.996270261,4/15/2022,Zverev A.,,,,,,
34621,1.07,1,0.996259582,8/30/2013,Raonic M.,,,,,,
47423,1.21,1,0.996256729,8/12/2018,Nadal R.,,,,,,
45085,2.56,0,0.996252005,9/24/2017,Gojowczyk P.,,,,,,
50117,1.85,1,0.996242627,8/23/2019,Shapovalov D.,,,,,,
44135,2.37,0,0.996237613,5/31/2017,Vesely J.,,,,,,
47177,1.71,1,0.996225726,7/21/2018,Pella G.,,,,,,
42525,1.54,1,0.996223733,10/3/2016,Pouille L.,,,,,,
53661,1.4,1,0.996220014,7/29/2021,Martinez P.,,,,,,
46050,1.64,1,0.996218837,3/1/2018,Krajinovic F.,,,,,,
55895,4,0,0.996213238,6/27/2022,Lajovic D.,,,,,,
43247,1.22,1,0.996210706,2/16/2017,Isner J.,,,,,,
42551,11.51,0,0.996196716,10/5/2016,Sousa J.,,,,,,
46312,1.54,1,0.996194369,4/15/2018,Johnson S.,,,,,,
35325,1.19,1,0.996186789,2/6/2014,Monfils G.,,,,,,
51020,1.5,1,0.996185814,2/13/2020,Pella G.,,,,,,
37160,1.11,1,0.996182642,8/29/2014,Dimitrov G.,,,,,,
52539,1.67,1,0.996166313,3/25/2021,Sandgren T.,,,,,,
45391,1.12,1,0.996165504,10/27/2017,Cilic M.,,,,,,
42621,6.5,0,0.996147944,10/12/2016,Granollers M.,,,,,,
32062,1.38,1,0.996125038,9/26/2012,Soeda G.,,,,,,
52982,2.82,0,0.996111363,5/18/2021,Cuevas P.,,,,,,
36705,1.53,1,0.996101115,7/15/2014,Thiem D.,,,,,,
57610,1.67,1,0.996098987,3/5/2023,De Minaur A.,,,,,,
35762,1.09,1,0.996089735,3/21/2014,Federer R.,,,,,,
38294,1.27,1,0.996085888,3/18/2015,Raonic M.,,,,,,
38995,1.67,1,0.996085477,6/12/2015,Mahut N.,,,,,,
46888,4.25,0,0.996085256,6/19/2018,Mayer F.,,,,,,
47369,4.46,0,0.996082102,8/5/2018,Fognini F.,,,,,,
49813,3.72,0,0.996078272,7/23/2019,Tomic B.,,,,,,
49408,1.6,1,0.99604528,6/10/2019,Garin C.,,,,,,
56886,2.42,0,0.996018573,10/21/2022,Gasquet R.,,,,,,
40911,1.25,1,0.996012539,3/15/2016,Berdych T.,,,,,,
48449,1.4,1,0.995995808,2/12/2019,Ferrer D.,,,,,,
39839,1.99,0,0.995977959,9/25/2015,Klizan M.,,,,,,
39924,1.22,1,0.99597001,10/6/2015,Ferrer D.,,,,,,
32101,1.09,1,0.995966359,10/1/2012,Wawrinka S.,,,,,,
32194,1.44,1,0.995945804,10/5/2012,Tsonga J.W.,,,,,,
44654,1.33,1,0.995945354,7/31/2017,Copil M.,,,,,,
52322,1.71,1,0.995943817,3/2/2021,Klein L.,,,,,,
37907,1.36,1,0.99592631,2/4/2015,Simon G.,,,,,,
44631,2.36,0,0.995916095,7/28/2017,Mayer L.,,,,,,
42127,1.05,1,0.995908901,7/29/2016,Djokovic N.,,,,,,
56560,1.21,1,0.995896791,9/6/2022,Sinner J.,,,,,,
48785,1.53,1,0.995886162,3/21/2019,Haase R.,,,,,,
57333,1.14,1,0.995874721,2/10/2023,Fritz T.,,,,,,
45319,3.28,0,0.995872271,10/20/2017,Verdasco F.,,,,,,
54010,1.2,1,0.995864102,9/21/2021,Ivashka I.,,,,,,
35923,2.06,0,0.995858205,4/21/2014,Vesely J.,,,,,,
36643,1.56,1,0.995848068,7/9/2014,Sock J.,,,,,,
30089,1.68,1,0.995841843,1/29/2012,Djokovic N.,,,,,,
33600,1.08,1,0.995829697,5/16/2013,Djokovic N.,,,,,,
48317,1.06,1,0.995829194,1/18/2019,Federer R.,,,,,,
44708,1.16,1,0.99582328,8/2/2017,Muller G.,,,,,,
55827,2.43,0,0.995822338,6/17/2022,Otte O.,,,,,,
53343,1.67,1,0.995808841,6/28/2021,Khachanov K.,,,,,,
49198,1.53,1,0.995803357,5/16/2019,Tsitsipas S.,,,,,,
38809,1.42,1,0.99579501,5/20/2015,Bellucci T.,,,,,,
53200,4.63,0,0.995791635,6/9/2021,Rodionov J.,,,,,,
32258,1.31,1,0.99578966,10/11/2012,Tsonga J.W.,,,,,,
31352,2.7,0,0.995786878,6/26/2012,Serra F.,,,,,,
52443,4.64,0,0.995784543,3/13/2021,Basilashvili N.,,,,,,
37256,1.36,1,0.995779286,9/24/2014,Matosevic M.,,,,,,
33530,1.09,1,0.995772537,5/7/2013,Wawrinka S.,,,,,,
44533,4.93,0,0.99576985,7/19/2017,Laaksonen H.,,,,,,
35684,1.13,1,0.99574884,3/10/2014,Wawrinka S.,,,,,,
41488,1.06,1,0.995747131,5/24/2016,Ferrer D.,,,,,,
39833,1.75,1,0.995747089,9/24/2015,Robredo T.,,,,,,
31072,1.38,1,0.995744275,5/28/2012,Levine J.,,,,,,
36946,1.13,1,0.995739025,8/6/2014,Cilic M.,,,,,,
52151,1.38,1,0.995737491,2/9/2021,Mcdonald M.,,,,,,
48008,2.61,0,0.99572925,10/26/2018,Verdasco F.,,,,,,
32616,2.3,0,0.995721412,1/14/2013,Berlocq C.,,,,,,
55956,3.45,0,0.995707239,6/29/2022,Isner J.,,,,,,
37857,1.41,1,0.995707079,1/26/2015,Nishikori K.,,,,,,
34027,1.05,1,0.995702425,6/28/2013,Haas T.,,,,,,
41925,1.08,1,0.995688361,7/14/2016,Sousa J.,,,,,,
50651,1.23,1,0.995686587,10/31/2019,Nadal R.,,,,,,
36064,5.54,0,0.995685065,5/6/2014,Thiem D.,,,,,,
40849,1.22,1,0.995681799,3/11/2016,Del Potro J.M.,,,,,,
37494,1.32,1,0.995676088,10/21/2014,Becker B.,,,,,,
44216,1.23,1,0.995673506,6/14/2017,Zverev M.,,,,,,
49158,1.38,1,0.995672169,5/9/2019,Thiem D.,,,,,,
55425,3.17,0,0.995661456,4/30/2022,Tiafoe F.,,,,,,
34573,1.12,1,0.99564415,8/27/2013,Querrey S.,,,,,,
38936,1.09,1,0.995635508,5/30/2015,Ferrer D.,,,,,,
36365,6.5,0,0.995616154,6/10/2014,Matosevic M.,,,,,,
55878,1.42,1,0.995597168,6/23/2022,Peniston R.,,,,,,
44434,1.1,1,0.995590926,7/5/2017,Tsonga J.W.,,,,,,
36812,3.31,0,0.995575038,7/24/2014,Sela D.,,,,,,
51551,1.38,1,0.995566731,9/28/2020,Gaston H.,,,,,,
57084,2.53,0,0.995556873,1/6/2023,Griekspoor T.,,,,,,
46987,1.17,1,0.995554119,7/2/2018,Isner J.,,,,,,
47243,1.26,1,0.995540993,7/26/2018,Isner J.,,,,,,
55336,1.41,1,0.99551395,4/20/2022,Khachanov K.,,,,,,
45268,3.9,0,0.995508706,10/17/2017,Dutra Silva R.,,,,,,
48349,2.45,0,0.995507615,2/4/2019,Cachin P.,,,,,,
33306,4.46,0,0.995488518,4/12/2013,Berankis R.,,,,,,
46687,1.53,1,0.995483164,5/27/2018,Delbonis F.,,,,,,
53590,1.09,1,0.995471564,7/22/2021,Ruud C.,,,,,,
38388,1.4,1,0.995471108,3/31/2015,Berdych T.,,,,,,
39471,1.27,1,0.995464664,8/5/2015,Muller G.,,,,,,
56531,1.04,1,0.995459909,9/1/2022,Medvedev D.,,,,,,
45818,1.62,1,0.99543934,2/13/2018,Chardy J.,,,,,,
38976,3.11,0,0.99543312,6/10/2015,Copil M.,,,,,,
49282,1.24,1,0.995428055,5/26/2019,Dellien H.,,,,,,
47466,1.41,1,0.995425453,8/17/2018,Djokovic N.,,,,,,
35316,1.13,1,0.995417616,2/5/2014,Monfils G.,,,,,,
31927,1.18,1,0.995409498,8/30/2012,Nishikori K.,,,,,,
31287,2.65,0,0.995405519,6/22/2012,Petzschner P.,,,,,,
54362,2.13,0,0.995402441,11/7/2021,Djokovic N.,,,,,,
31222,1.41,1,0.995394153,6/14/2012,Kohlschreiber P.,,,,,,
35711,1.06,1,0.99538904,3/14/2014,Djokovic N.,,,,,,
39166,1.13,1,0.995370266,6/30/2015,Dolgopolov O.,,,,,,
30072,1.07,1,0.99535814,1/21/2012,Ferrer D.,,,,,,
48364,1.64,1,0.9953567,2/5/2019,Berrettini M.,,,,,,
54217,2.1,0,0.995351438,10/19/2021,Gerasimov E.,,,,,,
40732,1.23,1,0.995348789,2/19/2016,Cilic M.,,,,,,
46213,1.21,1,0.995347502,3/24/2018,Querrey S.,,,,,,
46244,1.56,1,0.995346786,3/27/2018,Zverev A.,,,,,,
36736,3.51,0,0.995346005,7/17/2014,Zverev A.,,,,,,
33638,2.02,0,0.995341718,5/21/2013,Rufin G.,,,,,,
44018,3.42,0,0.995336836,5/22/2017,Skugor F.,,,,,,
56322,2.87,0,0.995336151,8/11/2022,Evans D.,,,,,,
57659,1.25,1,0.995318049,3/11/2023,Murray A.,,,,,,
57849,1.58,1,0.99530805,3/27/2023,Sachko V.,,,,,,
39451,1.19,1,0.995305814,8/4/2015,Kohlschreiber P.,,,,,,
52027,3.11,0,0.99530095,2/2/2021,Harris A.,,,,,,
37802,1.24,1,0.995285209,1/20/2015,Dodig I.,,,,,,
34029,5,0,0.995270343,6/28/2013,Zemlja G.,,,,,,
40683,3.19,0,0.995263124,2/16/2016,Gimeno-Traver D.,,,,,,
47707,2.39,0,0.99526178,9/24/2018,Herbert P.H.,,,,,,
41450,1.32,1,0.995255058,5/21/2016,Wawrinka S.,,,,,,
52515,2.58,0,0.99524701,3/19/2021,Koepfer D.,,,,,,
42324,3.69,0,0.995240312,8/30/2016,Zeballos H.,,,,,,
29909,1.16,1,0.995234354,1/7/2012,Tipsarevic J.,,,,,,
52664,1.26,1,0.995228173,4/9/2021,Carreno Busta P.,,,,,,
37273,4.14,0,0.995204749,9/26/2014,Monaco J.,,,,,,
56292,1.37,1,0.995201306,8/9/2022,Bautista Agut R.,,,,,,
49994,1.42,1,0.995196434,8/7/2019,Bautista Agut R.,,,,,,
40155,1.1,1,0.995192112,10/30/2015,Federer R.,,,,,,
55393,1.23,1,0.995181309,4/26/2022,Ramos-Vinolas A.,,,,,,
39956,1.31,1,0.995180631,10/9/2015,Ferrer D.,,,,,,
41021,2.36,0,0.995162659,4/1/2016,Kyrgios N.,,,,,,
51895,7.79,0,0.995159243,11/9/2020,Forejtek J.,,,,,,
31916,2.03,0,0.995156251,8/30/2012,Blake J.,,,,,,
54507,1.91,1,0.995155776,1/15/2022,Kokkinakis T.,,,,,,
41038,1.33,1,0.995154583,4/5/2016,Monaco J.,,,,,,
36122,1.07,1,0.995150674,5/13/2014,Wawrinka S.,,,,,,
39123,1.09,1,0.995131116,6/29/2015,Wawrinka S.,,,,,,
45554,1.17,1,0.995123989,1/8/2018,Millman J.,,,,,,
30894,1.63,1,0.995123449,5/6/2012,Davydenko N.,,,,,,
32422,1.18,1,0.995123181,10/30/2012,Wawrinka S.,,,,,,
31661,2.92,0,0.995117694,7/26/2012,Klizan M.,,,,,,
34505,1.79,1,0.995114186,8/20/2013,Bautista R.,,,,,,
41223,1.16,1,0.995113998,4/26/2016,Garcia-Lopez G.,,,,,,
36793,1.56,1,0.995113598,7/22/2014,Ramos A.,,,,,,
41405,1.15,1,0.995107426,5/16/2016,Rosol L.,,,,,,
55408,1.73,1,0.995106835,4/28/2022,Tabilo A.,,,,,,
43840,1.28,1,0.995102103,5/2/2017,Klizan M.,,,,,,
57181,1.19,1,0.995099845,1/17/2023,Ruud C.,,,,,,
41165,1.58,1,0.995094198,4/19/2016,Paire B.,,,,,,
40409,1.91,1,0.995087136,1/19/2016,Sela D.,,,,,,
57910,1.78,1,0.995081892,3/27/2023,Couacaud E.,,,,,,
49225,1.28,1,0.995070888,5/19/2019,Londero J.I.,,,,,,
36341,1.41,1,0.995067516,6/9/2014,De Schepper K.,,,,,,
39280,2.52,0,0.995058976,7/21/2015,Ito T.,,,,,,
45246,1.57,1,0.995052578,10/12/2017,Gasquet R.,,,,,,
55691,2.63,0,0.995049972,5/27/2022,Khachanov K.,,,,,,
36131,1.14,1,0.995044526,5/14/2014,Gulbis E.,,,,,,
33396,1.19,1,0.995042149,4/23/2013,Robredo T.,,,,,,
31553,1.53,1,0.995041363,7/17/2012,Gulbis E.,,,,,,
53834,3.52,0,0.995028043,8/23/2021,Watanuki Y.,,,,,,
31285,1.12,1,0.995025301,6/21/2012,Ferrer D.,,,,,,
37745,1.2,1,0.995003118,1/19/2015,Kyrgios N.,,,,,,
36890,1.51,1,0.994998333,7/31/2014,Pospisil V.,,,,,,
43826,2.24,0,0.994981404,5/1/2017,Hanfmann Y.,,,,,,
50845,1.29,1,0.994980857,1/23/2020,Monfils G.,,,,,,
57826,1.28,1,0.994979063,3/26/2023,Khachanov K.,,,,,,
53322,2.44,0,0.994962114,6/23/2021,Kwon S.W.,,,,,,
41702,1.24,1,0.994959689,6/20/2016,Vesely J.,,,,,,
39692,1.05,1,0.994958952,8/31/2015,Tsonga J.W.,,,,,,
30195,1.69,1,0.994953878,2/14/2012,Muller G.,,,,,,
33537,1.23,1,0.994939793,5/8/2013,Wawrinka S.,,,,,,
41947,2.94,0,0.994930678,7/16/2016,Ramos-Vinolas A.,,,,,,
35004,1.36,1,0.994925132,10/31/2013,Del Potro J.M.,,,,,,
38463,1.33,1,0.994906659,4/13/2015,Dolgopolov O.,,,,,,
56939,1.3,1,0.99490613,10/27/2022,Bublik A.,,,,,,
32711,1.15,1,0.994901496,1/18/2013,Nishikori K.,,,,,,
36438,1.11,1,0.994893766,6/17/2014,Mahut N.,,,,,,
53882,7.04,0,0.994886487,8/30/2021,Trungelliti M.,,,,,,
36123,1.05,1,0.994876403,5/13/2014,Djokovic N.,,,,,,
46642,1.14,1,0.994870848,5/21/2018,Simon G.,,,,,,
48268,1.89,0,0.994863318,1/15/2019,Mayer L.,,,,,,
54751,1.93,1,0.994853338,2/9/2022,Coria F.,,,,,,
32853,1.51,1,0.994849597,2/13/2013,Falla A.,,,,,,
46465,1.21,1,0.99484602,5/1/2018,Struff J.L.,,,,,,
35402,1.1,1,0.994834183,2/12/2014,Murray A.,,,,,,
42938,1.17,1,0.994825761,1/9/2017,Haase R.,,,,,,
38275,1.06,1,0.994799715,3/16/2015,Nadal R.,,,,,,
42222,1.22,1,0.99479375,8/17/2016,Tsonga J.W.,,,,,,
32889,1.12,1,0.994785604,2/15/2013,Nadal R.,,,,,,
53845,1.25,1,0.994783704,8/24/2021,Fucsovics M.,,,,,,
50006,1.08,1,0.99478244,8/8/2019,Nadal R.,,,,,,
49314,1.52,1,0.994756516,5/27/2019,Moutet C.,,,,,,
33814,1.63,1,0.994748858,6/11/2013,Gulbis E.,,,,,,
32959,1.26,1,0.99474737,2/21/2013,Simon G.,,,,,,
39110,1.85,1,0.994743906,6/25/2015,Istomin D.,,,,,,
40528,2.66,0,0.994738548,2/3/2016,Klizan M.,,,,,,
52024,1.49,1,0.994726058,2/2/2021,Kukushkin M.,,,,,,
54853,2.87,0,0.99472297,2/16/2022,Fognini F.,,,,,,
55202,1.5,1,0.994717317,4/5/2022,Kyrgios N.,,,,,,
48487,1.16,1,0.994710233,2/15/2019,Querrey S.,,,,,,
51910,2.2,0,0.994689362,11/11/2020,Millman J.,,,,,,
41839,1.24,1,0.994668527,7/2/2016,Nishikori K.,,,,,,
51005,1.4,1,0.994662607,2/12/2020,Sinner J.,,,,,,
40764,1.09,1,0.994653436,2/23/2016,Kohlschreiber P.,,,,,,
53224,1.67,1,0.994647577,6/14/2021,Mannarino A.,,,,,,
40410,1.26,1,0.994647228,1/19/2016,Tomic B.,,,,,,
33917,2.8,0,0.994640612,6/19/2013,Donskoy E.,,,,,,
34960,1.07,1,0.994636987,10/26/2013,Del Potro J.M.,,,,,,
50174,7.73,0,0.994636478,8/27/2019,Kukushkin M.,,,,,,
38467,1.08,1,0.99461827,4/14/2015,Simon G.,,,,,,
33312,1.79,0,0.994610336,4/12/2013,Williams R.,,,,,,
41899,2.43,0,0.994603782,7/12/2016,Daniel T.,,,,,,
34300,1.36,1,0.994602991,7/29/2013,Mayer L.,,,,,,
51297,1.16,1,0.994598994,9/1/2020,Krajinovic F.,,,,,,
47677,1.31,1,0.994586917,9/19/2018,Nishikori K.,,,,,,
38037,1.46,1,0.9945685,2/16/2015,Dolgopolov O.,,,,,,
42219,2.08,0,0.994566926,8/17/2016,Granollers M.,,,,,,
40164,1.27,1,0.994566555,11/2/2015,Dimitrov G.,,,,,,
54781,1.34,1,0.994556124,2/11/2022,Schwartzman D.,,,,,,
49902,1.23,1,0.994550581,7/31/2019,Kyrgios N.,,,,,,
32126,3.94,0,0.994547483,10/2/2012,Lacko L.,,,,,,
55461,2.55,0,0.994537535,5/4/2022,Musetti L.,,,,,,
56086,2.05,0,0.994531603,7/19/2022,Galan D.E.,,,,,,
38115,1.1,1,0.994527928,2/21/2015,Ferrer D.,,,,,,
43878,1.13,1,0.994523569,5/5/2017,Bautista Agut R.,,,,,,
36330,1.57,1,0.99451665,6/2/2014,Monfils G.,,,,,,
41282,1.31,1,0.994513843,4/30/2016,Dimitrov G.,,,,,,
49764,1.71,1,0.9945107,7/19/2019,Londero J.I.,,,,,,
32443,11.5,0,0.994510572,11/1/2012,Janowicz J.,,,,,,
56453,2.5,0,0.994507333,8/29/2022,Monteiro T.,,,,,,
49668,7.72,0,0.994497995,7/4/2019,Sousa J.,,,,,,
35732,1.15,1,0.994478875,3/19/2014,Benneteau J.,,,,,,
52734,1.39,1,0.994475047,4/19/2021,Gerasimov E.,,,,,,
56379,2.22,0,0.994471429,8/18/2022,Korda S.,,,,,,
39748,1.07,1,0.994466684,9/3/2015,Berdych T.,,,,,,
38205,2.63,0,0.994453025,2/28/2015,Monaco J.,,,,,,
30262,4.36,0,0.994452323,2/20/2012,Cipolla F.,,,,,,
35778,1.15,1,0.994448108,3/22/2014,Tsonga J.W.,,,,,,
38033,1.53,1,0.994440791,2/16/2015,Nieminen J.,,,,,,
42606,1.24,1,0.994415185,10/11/2016,Sock J.,,,,,,
37140,1.21,1,0.994410467,8/28/2014,Robredo T.,,,,,,
48668,1.66,1,0.994406215,3/1/2019,Isner J.,,,,,,
42507,1.43,1,0.99440259,9/29/2016,Bellucci T.,,,,,,
41648,1.26,1,0.994397943,6/14/2016,Muller G.,,,,,,
55505,1.08,1,0.994395678,5/10/2022,Djokovic N.,,,,,,
37591,1.52,1,0.994385049,11/11/2014,Federer R.,,,,,,
45897,3.66,0,0.994380484,2/19/2018,Elias G.,,,,,,
52896,1.22,1,0.994378532,5/6/2021,Zverev A.,,,,,,
50151,8.71,0,0.99437194,8/27/2019,Pospisil V.,,,,,,
42090,1.21,1,0.994367401,7/25/2016,Dimitrov G.,,,,,,
52601,1.44,1,0.994357532,3/29/2021,Bublik A.,,,,,,
35349,1.52,1,0.994348085,2/7/2014,Nieminen J.,,,,,,
41886,1.31,1,0.994343256,7/12/2016,Garcia-Lopez G.,,,,,,
52059,1.27,1,0.994325728,2/3/2021,Hurkacz H.,,,,,,
54807,2.23,0,0.994319998,2/14/2022,Gasquet R.,,,,,,
34635,1.4,1,0.994295251,9/1/2013,Wawrinka S.,,,,,,
46592,1.26,1,0.99427248,5/14/2018,Nishikori K.,,,,,,
51130,2.87,0,0.994271853,2/23/2020,Opelka R.,,,,,,
50665,5.68,0,0.994271372,11/12/2019,Thiem D. ,,,,,,
50609,1.3,1,0.994270844,10/26/2019,Federer R.,,,,,,
47851,1.11,1,0.994264753,10/10/2018,Nishikori K.,,,,,,
40186,1.17,1,0.994258268,11/4/2015,Nadal R.,,,,,,
40451,1.59,1,0.9942557,1/21/2016,Johnson S.,,,,,,
41900,1.19,1,0.99421962,7/12/2016,Verdasco F.,,,,,,
46994,1.09,1,0.994210217,7/2/2018,Raonic M.,,,,,,
49366,1.13,1,0.994202505,5/30/2019,Zverev A.,,,,,,
41214,1.63,1,0.994193735,4/25/2016,Carballes Baena R.,,,,,,
51502,1.15,1,0.994192111,9/23/2020,Rublev A.,,,,,,
35242,1.12,1,0.994188557,1/16/2014,Monfils G.,,,,,,
53265,1.45,1,0.994176523,6/17/2021,Tiafoe F.,,,,,,
57434,1.33,1,0.994166827,2/19/2023,Fritz T.,,,,,,
57373,1.43,1,0.994162272,2/14/2023,Wolf J.J.,,,,,,
38741,1.46,1,0.994155502,5/12/2015,Dolgopolov O.,,,,,,
43110,2.25,0,0.99415051,1/29/2017,Federer R.,,,,,,
44564,1.16,1,0.994129968,7/23/2017,Isner J.,,,,,,
49639,1.09,1,0.99412224,7/3/2019,Anderson K.,,,,,,
30732,1.05,1,0.99410761,4/20/2012,Djokovic N.,,,,,,
30265,1.66,1,0.994101837,2/20/2012,Hanescu V.,,,,,,
44155,4.31,0,0.994097471,6/1/2017,Khachanov K.,,,,,,
55674,1.14,1,0.994092217,5/26/2022,Rublev A.,,,,,,
36371,1.41,1,0.994078569,6/10/2014,Monfils G.,,,,,,
34408,1.09,1,0.994075146,8/7/2013,Murray A.,,,,,,
54613,1.1,1,0.994062369,1/22/2022,Sinner J.,,,,,,
49284,8.18,0,0.994007642,5/26/2019,Mahut N.,,,,,,
47452,1.46,1,0.994007613,8/15/2018,Dimitrov G.,,,,,,
35156,1.32,1,0.993985306,1/9/2014,Del Potro J.M.,,,,,,
40094,1.56,1,0.99398019,10/23/2015,Kohlschreiber P.,,,,,,
40711,1.2,1,0.993978933,2/18/2016,Berdych T.,,,,,,
43081,1.04,1,0.993952146,1/20/2017,Nishikori K.,,,,,,
37680,2.7,0,0.99393847,1/10/2015,Raonic M.,,,,,,
33114,1.15,1,0.993932549,3/9/2013,Wawrinka S.,,,,,,
38495,1.18,1,0.993932204,4/16/2015,Ferrer D.,,,,,,
30878,1.36,1,0.99393139,5/4/2012,Wawrinka S.,,,,,,
51526,1.6,1,0.993927078,9/27/2020,Nishikori K.,,,,,,
32888,1.15,1,0.993895495,2/15/2013,Del Potro J.M.,,,,,,
36430,2.45,0,0.993893367,6/16/2014,Chardy J.,,,,,,
46718,1.11,1,0.993893098,5/28/2018,Tsitsipas S.,,,,,,
46758,1.56,1,0.993888229,5/30/2018,Cecchinato M.,,,,,,
44164,8.16,0,0.99388617,6/2/2017,Zeballos H.,,,,,,
51477,2.36,0,0.993885047,9/19/2020,Ruud C.,,,,,,
45418,1.34,1,0.993881745,10/31/2017,Edmund K.,,,,,,
30378,1.27,1,0.99386941,2/28/2012,Del Potro J.M.,,,,,,
31825,1.53,1,0.993859305,8/21/2012,Nalbandian D.,,,,,,
45873,2.83,0,0.993852528,2/16/2018,Bedene A.,,,,,,
44366,1.15,1,0.993839729,7/3/2017,Muller G.,,,,,,
44109,1.13,1,0.993837181,5/30/2017,Monteiro T.,,,,,,
31830,2.62,0,0.993834838,8/21/2012,Kubot L.,,,,,,
39421,1.58,1,0.993832708,7/31/2015,Fognini F.,,,,,,
57712,1.5,1,0.99382779,3/16/2023,Safiullin R.,,,,,,
39982,1.49,1,0.993824792,10/13/2015,Cilic M.,,,,,,
32949,10.91,0,0.993821398,2/21/2013,Sock J.,,,,,,
52149,1.13,1,0.993819496,2/9/2021,Berankis R.,,,,,,
33742,1.36,1,0.993816686,5/29/2013,Seppi A.,,,,,,
51584,1.19,1,0.99380913,9/30/2020,Ruud C.,,,,,,
30798,1.58,1,0.993788585,4/26/2012,Lopez F.,,,,,,
40640,1.31,1,0.993764512,2/12/2016,Monfils G.,,,,,,
49999,2.65,0,0.993761379,8/7/2019,Basilashvili N.,,,,,,
43143,1.1,1,0.993760498,2/8/2017,Bautista Agut R.,,,,,,
46946,4.06,0,0.99374842,6/26/2018,Kukushkin M.,,,,,,
57243,4.83,0,0.993731927,1/20/2023,Korda S.,,,,,,
32397,1.76,1,0.993726784,10/26/2012,Gasquet R.,,,,,,
47779,1.45,1,0.993721844,10/2/2018,Krajinovic F.,,,,,,
49437,4.67,0,0.993716731,6/13/2019,Brown D.,,,,,,
53672,1.68,1,0.993716555,7/30/2021,Nakashima B.,,,,,,
57435,1.21,1,0.993698751,2/19/2023,Alcaraz C.,,,,,,
33408,2.07,0,0.993685778,4/23/2013,Kamke T.,,,,,,
50016,1.14,1,0.993682133,8/9/2019,Nadal R.,,,,,,
56928,2.29,0,0.993675543,10/26/2022,Shapovalov D.,,,,,,
32344,1.33,1,0.993671657,10/20/2012,Tsonga J.W.,,,,,,
34299,1.08,1,0.993666865,7/29/2013,Granollers M.,,,,,,
38529,3.5,0,0.993631991,4/21/2015,Estrella Burgos V.,,,,,,
40531,6.16,0,0.993631713,2/3/2016,Roger-Vasselin E.,,,,,,
53833,1.67,1,0.993625943,8/23/2021,Pouille L.,,,,,,
51071,3.57,0,0.993623583,2/18/2020,Balazs A.,,,,,,
55798,1.15,1,0.993599233,6/14/2022,Auger-Aliassime F.,,,,,,
49320,1.19,1,0.993597021,5/28/2019,Bautista Agut R.,,,,,,
30045,1.14,1,0.993559766,1/19/2012,Monfils G.,,,,,,
38161,1.07,1,0.993558655,2/25/2015,Ferrer D.,,,,,,
30800,1.29,1,0.993542102,4/26/2012,Tipsarevic J.,,,,,,
35122,1.24,1,0.993535437,1/7/2014,Stepanek R.,,,,,,
40190,1.26,1,0.99353337,11/4/2015,Gasquet R.,,,,,,
44052,1.47,1,0.993528858,5/25/2017,Berdych T.,,,,,,
37887,1.08,1,0.99351145,2/3/2015,Baghdatis M.,,,,,,
39341,1.24,1,0.993467989,7/24/2015,Tomic B.,,,,,,
32395,1.11,1,0.993463135,10/25/2012,Del Potro J.M.,,,,,,
56360,2.46,0,0.993456024,8/16/2022,Tiafoe F.,,,,,,
57298,1.71,0,0.993440129,2/8/2023,Wu Y.,,,,,,
43819,1.18,1,0.993430666,5/1/2017,Darcis S.,,,,,,
49521,1.15,1,0.993418753,6/23/2019,Federer R.,,,,,,
53552,1.44,1,0.993418649,7/19/2021,Kopriva V.,,,,,,
54012,1.5,1,0.993397389,9/21/2021,Millman J.,,,,,,
49867,1.23,1,0.993383562,7/29/2019,Tsonga J.W.,,,,,,
39568,4.15,0,0.993367964,8/17/2015,Janowicz J.,,,,,,
32398,1.17,1,0.993335094,10/26/2012,Del Potro J.M.,,,,,,
53720,1.33,1,0.993332681,8/6/2021,Sinner J.,,,,,,
30249,1.59,1,0.993319548,2/18/2012,Bellucci T.,,,,,,
47842,1.63,1,0.993297922,10/9/2018,Kukushkin M.,,,,,,
45745,2.8,0,0.993296481,2/6/2018,Berankis R.,,,,,,
35714,1.21,1,0.993287379,3/15/2014,Djokovic N.,,,,,,
45597,1.29,1,0.993266429,1/12/2018,Bautista Agut R.,,,,,,
55065,3,0,0.993262768,3/14/2022,Munar J.,,,,,,
36569,5.63,0,0.993206704,6/26/2014,Bolelli S.,,,,,,
47010,1.29,1,0.993198843,7/2/2018,Muller G.,,,,,,
48341,1.07,1,0.993191928,1/25/2019,Djokovic N.,,,,,,
46471,3.5,0,0.99318109,5/1/2018,Norrie C.,,,,,,
57067,1.74,1,0.993168425,1/4/2023,Karatsev A.,,,,,,
41273,2.62,0,0.993134617,4/29/2016,Carreno Busta P.,,,,,,
52669,2.48,0,0.993103063,4/10/2021,Munar J.,,,,,,
