match,PSW,win0,confidence0,date,winner,panel agree?,vote_percent,mean conf,correct result?,,ROI
43853,2.1,1,1.219844373,5/2/2017,Harrison R.,,,,,,
49480,1.71,0,1.219749746,6/19/2019,Wawrinka S.,,,,,,
43248,1.94,1,1.21967578,2/16/2017,Harrison R.,,,,,,
38660,2.37,0,1.219650358,5/3/2015,Monaco J.,,,,,,
42934,1.76,1,1.219638086,1/9/2017,Elias G.,,,,,,
42414,2.22,0,1.219544517,9/9/2016,Wawrinka S.,,,,,,
55629,1.79,1,1.219466363,5/23/2022,Gojo B.,,,,,,
30899,2.2,0,1.21942699,5/7/2012,Gimeno-Traver D.,,,,,,
54872,2.32,0,1.219384935,2/17/2022,Mannarino A.,,,,,,
33327,2.02,1,1.219376128,4/15/2013,Roger-Vasselin E.,,,,,,
35358,1.8,1,1.219363401,2/8/2014,Fognini F.,,,,,,
34438,1.83,1,1.219330221,8/12/2013,Stepanek R.,,,,,,
52994,1.76,0,1.219223323,5/19/2021,Musetti L.,,,,,,
39446,2.02,1,1.219145103,8/3/2015,Delbonis F.,,,,,,
39930,2.25,0,1.219110103,10/6/2015,Millman J.,,,,,,
42366,2.08,1,1.219049319,8/31/2016,Marchenko I.,,,,,,
43037,1.9,1,1.218998943,1/17/2017,Berlocq C.,,,,,,
43700,2.6,1,1.218884012,4/17/2017,Almagro N.,,,,,,
48512,1.65,1,1.218646935,2/18/2019,Harris L.,,,,,,
54896,2.18,0,1.218597838,2/19/2022,Cerundolo F.,,,,,,
50342,1.95,0,1.218542415,9/27/2019,Mannarino A.,,,,,,
38691,1.81,1,1.218400993,5/6/2015,Mayer L.,,,,,,
34152,1.64,1,1.218400907,7/15/2013,Montanes A.,,,,,,
52100,1.89,0,1.218400031,2/8/2021,Muller A.,,,,,,
48013,1.53,1,1.218376772,10/27/2018,Anderson K.,,,,,,
49721,2.16,1,1.218359161,7/16/2019,Ymer E.,,,,,,
57382,2.56,0,1.218323167,2/14/2023,Diaz Acosta F.,,,,,,
48330,2.22,1,1.218317539,1/20/2019,Bautista Agut R.,,,,,,
42794,1.38,1,1.218306244,11/1/2016,Dimitrov G.,,,,,,
36680,1.78,0,1.218295409,7/12/2014,Hewitt L.,,,,,,
51016,2.23,0,1.218291618,2/13/2020,Jung J.,,,,,,
46006,1.81,0,1.218274212,2/27/2018,Jarry N.,,,,,,
36117,1.84,1,1.218220108,5/12/2014,Granollers M.,,,,,,
54660,1.7,1,1.2181414,2/1/2022,Kopriva V.,,,,,,
38881,1.32,1,1.218085227,5/26/2015,Cilic M.,,,,,,
35110,1.83,0,1.218050876,1/6/2014,Rosol L.,,,,,,
48654,1.89,1,1.217890474,2/28/2019,Ruud C.,,,,,,
30456,1.95,1,1.217888815,3/9/2012,Llodra M.,,,,,,
50616,1.98,1,1.217887725,10/28/2019,Chardy J.,,,,,,
56849,2.46,0,1.217854857,10/19/2022,Ymer E.,,,,,,
44038,1.72,0,1.217693429,5/24/2017,Berdych T.,,,,,,
30395,1.41,1,1.21768349,2/29/2012,Nishikori K.,,,,,,
47188,1.69,0,1.217106577,7/23/2018,Auger-Aliassime F.,,,,,,
53711,1.73,1,1.217090307,8/4/2021,Millman J.,,,,,,
33692,1.75,1,1.216913387,5/27/2013,Sijsling I.,,,,,,
34520,2.12,1,1.216851255,8/21/2013,Lu Y.H.,,,,,,
41454,2.12,1,1.216778681,5/22/2016,Sijsling I.,,,,,,
35383,1.84,1,1.216756546,2/11/2014,Smyczek T.,,,,,,
30786,1.81,1,1.216721868,4/25/2012,Raonic M.,,,,,,
33825,1.58,1,1.216696446,6/11/2013,De Schepper K.,,,,,,
33242,2.08,1,1.216666881,3/24/2013,Tipsarevic J.,,,,,,
51793,1.79,1,1.216666711,10/27/2020,Evans D.,,,,,,
33677,1.65,1,1.216637608,5/26/2013,Kavcic B.,,,,,,
54148,1.94,0,1.216610074,10/9/2021,Millman J.,,,,,,
37589,2.33,0,1.216602787,11/10/2014,Wawrinka S.,,,,,,
46957,1.88,0,1.216563345,6/27/2018,Kukushkin M.,,,,,,
45673,2.45,0,1.216553588,1/17/2018,Karlovic I.,,,,,,
41044,1.67,1,1.216546595,4/5/2016,Becker B.,,,,,,
41976,1.62,1,1.216530537,7/19/2016,Fratangelo B.,,,,,,
32089,1.96,1,1.216484151,9/30/2012,Gasquet R.,,,,,,
50856,1.78,0,1.216460418,1/24/2020,Fucsovics M.,,,,,,
46700,2.12,1,1.21645085,5/27/2018,Albot R.,,,,,,
37153,1.42,1,1.216436693,8/29/2014,Bautista R.,,,,,,
48464,2,0,1.216414674,2/13/2019,Fucsovics M.,,,,,,
46123,2.11,0,1.216390756,3/11/2018,Herbert P.H.,,,,,,
53584,2.26,0,1.216347884,7/21/2021,Marchenko I.,,,,,,
48893,2.06,0,1.216232927,4/9/2019,Galan D.E.,,,,,,
50351,2.13,1,1.216125069,9/28/2019,Carreno Busta P.,,,,,,
35305,2.5,0,1.216071999,2/4/2014,Alund M.,,,,,,
38904,3.17,0,1.216061084,5/28/2015,Coric B.,,,,,,
50640,2.14,0,1.216054973,10/30/2019,Dimitrov G.,,,,,,
41557,1.7,1,1.215937822,5/28/2016,Berdych T.,,,,,,
46031,1.68,0,1.21585797,2/28/2018,Schwartzman D.,,,,,,
41465,3.05,0,1.215856205,5/23/2016,Fratangelo B.,,,,,,
44243,2.17,0,1.215822855,6/18/2017,Pouille L.,,,,,,
39422,2.22,0,1.215709812,7/31/2015,Lopez F.,,,,,,
32001,1.77,1,1.21566339,9/19/2012,Levine J.,,,,,,
47861,1.85,1,1.215609061,10/11/2018,Ebden M.,,,,,,
56691,2.07,0,1.215562061,9/30/2022,Rune H.,,,,,,
38155,2.75,0,1.215536803,2/24/2015,Lajovic D.,,,,,,
47275,1.85,1,1.21553341,7/30/2018,Kukushkin M.,,,,,,
55743,1.65,0,1.21552055,6/8/2022,Bonzi B.,,,,,,
42488,1.54,0,1.215431,9/27/2016,Bellucci T.,,,,,,
49943,2.19,1,1.215414602,8/1/2019,Ruud C.,,,,,,
44810,1.99,1,1.215365376,8/14/2017,Lopez F.,,,,,,
29971,1.6,1,1.2152315,1/16/2012,Young D.,,,,,,
49598,1.71,1,1.215157927,7/1/2019,Darcis S.,,,,,,
39495,2.52,0,1.215079497,8/6/2015,Mathieu P.H.,,,,,,
49078,2.16,0,1.215057797,4/30/2019,Chardy J.,,,,,,
31783,1.94,0,1.214866279,8/15/2012,Davydenko N.,,,,,,
42630,2.23,0,1.214769199,10/13/2016,Zverev M.,,,,,,
50285,1.79,0,1.214766515,9/19/2019,Pouille L.,,,,,,
34110,2.62,0,1.214685344,7/10/2013,Przysiezny M.,,,,,,
50349,1.78,1,1.214658858,9/27/2019,De Minaur A.,,,,,,
38636,1.68,1,1.214610109,4/30/2015,Rosol L.,,,,,,
46933,2.12,1,1.214578811,6/25/2018,Vesely J.,,,,,,
53046,2.25,0,1.214535156,5/26/2021,Gasquet R.,,,,,,
50766,1.76,0,1.214514918,1/20/2020,Berankis R.,,,,,,
56540,2.28,1,1.214500479,9/2/2022,Khachanov K.,,,,,,
39416,1.72,1,1.214313256,7/30/2015,Thiem D.,,,,,,
35143,2.43,0,1.214282401,1/8/2014,Stakhovsky S.,,,,,,
47427,2.29,1,1.214251796,8/13/2018,Chardy J.,,,,,,
31724,2.02,1,1.214047663,8/8/2012,Haas T.,,,,,,
56599,2.36,0,1.214039418,9/22/2022,Tabilo A.,,,,,,
39966,2.07,1,1.213950473,10/11/2015,Coric B.,,,,,,
34574,2.37,0,1.213863079,8/27/2013,Kamke T.,,,,,,
53348,2.02,0,1.213838938,6/28/2021,Kudla D.,,,,,,
46749,1.85,0,1.21382566,5/30/2018,Simon G.,,,,,,
42177,1.95,1,1.213770534,8/11/2016,Almagro N.,,,,,,
31774,2.02,1,1.213759338,8/15/2012,Stepanek R.,,,,,,
40845,2.27,1,1.213677533,3/11/2016,Mannarino A.,,,,,,
37917,1.52,1,1.213623229,2/5/2015,Lopez F.,,,,,,
46435,2.16,0,1.213568118,4/27/2018,Carreno Busta P.,,,,,,
33663,1.83,1,1.213541344,5/24/2013,Montanes A.,,,,,,
32462,1.8,0,1.213529461,11/7/2012,Berdych T.,,,,,,
47483,2.15,1,1.213459407,8/20/2018,Zeballos H.,,,,,,
46048,1.67,1,1.213422924,3/1/2018,Bautista Agut R.,,,,,,
35487,1.61,1,1.213388799,2/19/2014,Andujar P.,,,,,,
29830,1.96,0,1.213370689,1/2/2012,Becker B.,,,,,,
52419,1.7,1,1.213315073,3/11/2021,Carballes Baena R.,,,,,,
54791,2.27,0,1.213272239,2/12/2022,Auger-Aliassime F.,,,,,,
39566,1.73,1,1.213228193,8/16/2015,Murray A.,,,,,,
36451,1.69,1,1.213215419,6/18/2014,Becker B.,,,,,,
50505,1.98,0,1.213207071,10/16/2019,Krajinovic F.,,,,,,
36813,2.16,0,1.213159223,7/24/2014,Gabashvili T.,,,,,,
36874,1.98,1,1.213081018,7/30/2014,Giraldo S.,,,,,,
51682,2.18,1,1.212989213,10/14/2020,Djere L.,,,,,,
45894,2.55,0,1.212958473,2/19/2018,Fabbiano T.,,,,,,
38328,2.11,1,1.212952539,3/26/2015,Falla A.,,,,,,
33639,2.3,1,1.212912354,5/22/2013,Montanes A.,,,,,,
51790,1.81,1,1.212895912,10/27/2020,Dimitrov G.,,,,,,
42170,1.89,0,1.212806463,8/10/2016,Kamke T.,,,,,,
55646,1.9,1,1.212725315,5/24/2022,Sousa J.,,,,,,
54007,2.24,1,1.212703958,9/20/2021,Sonego L.,,,,,,
47285,1.89,1,1.212647585,7/31/2018,Baghdatis M.,,,,,,
36938,1.87,0,1.212439407,8/5/2014,Lu Y.H.,,,,,,
49865,1.87,0,1.212411819,7/28/2019,De Minaur A.,,,,,,
40688,1.77,1,1.212403283,2/16/2016,Marchenko I.,,,,,,
38273,2.07,1,1.212379126,3/16/2015,Mannarino A.,,,,,,
56946,2.76,0,1.212293496,10/27/2022,Coric B.,,,,,,
36595,1.65,1,1.212267811,7/1/2014,Wawrinka S.,,,,,,
31826,1.91,1,1.212261233,8/21/2012,Nieminen J.,,,,,,
44653,1.9,1,1.212244529,7/31/2017,Mahut N.,,,,,,
42173,2.12,0,1.212204706,8/11/2016,Benneteau J.,,,,,,
32968,1.97,1,1.212145491,2/22/2013,Tursunov D.,,,,,,
37682,1.53,1,1.212099487,1/10/2015,Wawrinka S.,,,,,,
34942,2.73,0,1.212095703,10/24/2013,Mathieu P.H.,,,,,,
37435,1.73,1,1.212035574,10/15/2014,Herbert P.H.,,,,,,
46286,2.18,0,1.212030201,4/11/2018,Sandgren T.,,,,,,
34217,2.01,1,1.211948473,7/21/2013,Karlovic I.,,,,,,
37036,2.1,0,1.21191531,8/18/2014,Sijsling I.,,,,,,
45796,1.67,1,1.211771488,2/9/2018,Tsonga J.W.,,,,,,
40647,1.98,1,1.211758679,2/13/2016,Klizan M.,,,,,,
39293,2.02,1,1.21174866,7/21/2015,Almagro N.,,,,,,
54503,2.45,1,1.211501443,1/14/2022,Kokkinakis T.,,,,,,
44820,1.83,0,1.211479706,8/15/2017,Mannarino A.,,,,,,
48234,2.19,0,1.211436693,1/14/2019,Albot R.,,,,,,
49270,2.2,1,1.211337672,5/23/2019,Basilashvili N.,,,,,,
37343,2.01,1,1.211257729,10/5/2014,Nishikori K.,,,,,,
37182,1.41,1,1.211247115,8/31/2014,Bautista R.,,,,,,
54491,1.79,0,1.211139098,1/12/2022,Kokkinakis T.,,,,,,
39338,1.45,1,1.211127728,7/24/2015,Thiem D.,,,,,,
52445,2.23,0,1.21110233,3/14/2021,Nishikori K.,,,,,,
56073,1.83,1,1.211082775,7/18/2022,Davidovich Fokina A.,,,,,,
53810,1.74,1,1.211054366,8/18/2021,Paul T.,,,,,,
38316,2.02,0,1.21105078,3/25/2015,Struff J.L.,,,,,,
45596,1.94,0,1.21104318,1/12/2018,Medvedev D.,,,,,,
49980,2.11,0,1.21103532,8/6/2019,Edmund K.,,,,,,
45208,2.02,0,1.211034588,10/9/2017,Rublev A.,,,,,,
35124,2.01,0,1.210934577,1/7/2014,Mahut N.,,,,,,
51749,1.93,0,1.210912858,10/21/2020,Humbert U.,,,,,,
56627,1.47,1,1.210846376,9/26/2022,Nakashima B.,,,,,,
33267,1.49,1,1.210832754,3/29/2013,Ferrer D.,,,,,,
52738,2.34,0,1.210832221,4/19/2021,Norrie C.,,,,,,
57694,2.22,0,1.210783648,3/14/2023,Norrie C.,,,,,,
48211,1.69,1,1.210779853,1/11/2019,Norrie C.,,,,,,
42955,2.39,0,1.21074914,1/11/2017,Cuevas P.,,,,,,
38901,1.97,1,1.210670906,5/27/2015,Muller G.,,,,,,
48154,2.16,1,1.210649451,1/4/2019,Medvedev D.,,,,,,
37053,1.39,1,1.210531058,8/19/2014,Anderson K.,,,,,,
47437,2.16,1,1.210382438,8/14/2018,Zverev M.,,,,,,
29885,2.8,0,1.210223871,1/4/2012,Soeda G.,,,,,,
38157,1.83,0,1.210065643,2/24/2015,Johnson S.,,,,,,
34328,1.63,1,1.210014871,7/31/2013,Tursunov D.,,,,,,
36291,1.68,1,1.210004268,5/29/2014,Gasquet R.,,,,,,
50796,1.81,1,1.209962648,1/21/2020,Davidovich Fokina A.,,,,,,
49770,2.06,1,1.209951398,7/19/2019,Jarry N.,,,,,,
36768,1.61,1,1.20994212,7/21/2014,Golubev A.,,,,,,
39570,2.09,0,1.209810655,8/17/2015,Seppi A.,,,,,,
51922,1.74,0,1.209779359,11/16/2020,Medvedev D.,,,,,,
34783,1.92,1,1.209735054,10/8/2013,Brands D.,,,,,,
32475,1.73,0,1.209714245,12/31/2012,Zemlja G.,,,,,,
53979,1.78,0,1.209605421,9/4/2021,Brooksby J.,,,,,,
37033,2.02,1,1.20960204,8/18/2014,Nedovyesov A.,,,,,,
49819,1.95,1,1.209536091,7/24/2019,Popyrin A.,,,,,,
35469,1.76,0,1.209519384,2/18/2014,Stakhovsky S.,,,,,,
43730,1.36,1,1.209439427,4/20/2017,Nadal R.,,,,,,
56413,1.66,1,1.209431006,8/23/2022,Djere L.,,,,,,
47875,2.18,0,1.209364951,10/15/2018,Ymer E.,,,,,,
52779,1.93,1,1.209339749,4/22/2021,Auger-Aliassime F.,,,,,,
43107,1.71,1,1.209338729,1/25/2017,Nadal R.,,,,,,
33122,2.11,0,1.209301326,3/9/2013,Reynolds B.,,,,,,
30003,1.61,0,1.209299068,1/17/2012,Troicki V.,,,,,,
35152,2.05,1,1.209230656,1/9/2014,Tomic B.,,,,,,
43638,1.86,1,1.20912041,4/10/2017,Struff J.L.,,,,,,
54763,2.06,0,1.209107541,2/9/2022,Norrie C.,,,,,,
45394,2.12,1,1.209098503,10/27/2017,Kohlschreiber P.,,,,,,
51501,1.73,0,1.209012358,9/23/2020,Garin C.,,,,,,
48251,1.65,1,1.209000772,1/15/2019,Copil M.,,,,,,
36129,1.85,1,1.20889518,5/13/2014,Cilic M.,,,,,,
54305,2.02,0,1.20882933,10/29/2021,Cilic M.,,,,,,
33389,2.37,0,1.208782524,4/22/2013,Dodig I.,,,,,,
39819,1.93,1,1.208765671,9/23/2015,Brown D.,,,,,,
42425,1.6,1,1.208743763,9/20/2016,Basilashvili N.,,,,,,
55060,2.03,0,1.208662066,3/14/2022,Opelka R.,,,,,,
37702,1.85,1,1.208500757,1/13/2015,Del Potro J.M.,,,,,,
52942,1.76,1,1.208444103,5/12/2021,Sonego L.,,,,,,
48927,2.1,1,1.208400221,4/13/2019,Garin C.,,,,,,
52526,1.88,1,1.208316652,3/24/2021,Mcdonald M.,,,,,,
55435,2.18,1,1.20831516,5/2/2022,Murray A.,,,,,,
49708,1.92,1,1.208266096,7/15/2019,Bedene A.,,,,,,
36372,1.86,0,1.208245599,6/10/2014,Lacko L.,,,,,,
33398,1.75,1,1.208218262,4/23/2013,Bellucci T.,,,,,,
48519,1.93,1,1.208186782,2/19/2019,Berrettini M.,,,,,,
40703,1.55,1,1.208185721,2/17/2016,Del Potro J.M.,,,,,,
30659,2.02,0,1.208179662,4/12/2012,Anderson K.,,,,,,
51120,1.71,0,1.20810607,2/22/2020,Coric B.,,,,,,
38998,1.67,1,1.207927661,6/12/2015,Nadal R.,,,,,,
48435,1.86,1,1.207795725,2/12/2019,Monfils G.,,,,,,
35948,1.93,1,1.20766092,4/22/2014,Nishikori K.,,,,,,
38119,1.66,1,1.207636593,2/22/2015,Karlovic I.,,,,,,
45064,1.83,0,1.207620028,9/21/2017,Troicki V.,,,,,,
51583,1.99,1,1.207609879,9/30/2020,Coria F.,,,,,,
55932,1.98,1,1.207507712,6/28/2022,Sonego L.,,,,,,
48201,1.61,0,1.207434103,1/9/2019,Kohlschreiber P.,,,,,,
50894,1.65,1,1.207422252,2/4/2020,Ruusuvuori E.,,,,,,
48695,2.18,0,1.207330764,3/8/2019,Johnson S.,,,,,,
42462,1.49,1,1.207302203,9/23/2016,Goffin D.,,,,,,
32456,1.43,1,1.207286276,11/4/2012,Ferrer D.,,,,,,
50631,1.87,0,1.207230454,10/29/2019,Moutet C.,,,,,,
45019,2.12,0,1.207186734,9/3/2017,Schwartzman D.,,,,,,
56117,1.88,1,1.207134215,7/22/2022,Ramos-Vinolas A.,,,,,,
54557,1.93,0,1.207121891,1/18/2022,Cressy M.,,,,,,
33338,2.16,1,1.207093642,4/16/2013,Granollers M.,,,,,,
35079,2.35,0,1.20701235,1/1/2014,Matosevic M.,,,,,,
39217,1.57,1,1.206996447,7/3/2015,Goffin D.,,,,,,
36888,1.41,1,1.206972219,7/31/2014,Gasquet R.,,,,,,
57729,1.83,1,1.206971966,3/18/2023,Struff J.L.,,,,,,
56362,1.74,1,1.206922655,8/16/2022,Paul T.,,,,,,
34276,2.31,0,1.206857677,7/26/2013,Haase R.,,,,,,
56863,1.94,0,1.20684535,10/20/2022,Ymer M.,,,,,,
37000,1.68,1,1.206749525,8/13/2014,Robredo T.,,,,,,
54024,1.65,1,1.206608381,9/22/2021,Kwon S.W.,,,,,,
50173,1.52,1,1.206569691,8/27/2019,Simon G.,,,,,,
52323,1.83,1,1.206466406,3/2/2021,Hurkacz H.,,,,,,
36241,1.87,1,1.206369733,5/26/2014,Paire B.,,,,,,
52777,2.3,0,1.206339549,4/22/2021,Daniel T.,,,,,,
36913,2.08,1,1.206321413,8/2/2014,Gasquet R.,,,,,,
52659,2.02,0,1.206302264,4/9/2021,Djere L.,,,,,,
57558,2.4,0,1.206173964,2/28/2023,Mmoh M.,,,,,,
34692,2.12,1,1.206127746,9/19/2013,Mahut N.,,,,,,
38228,2.41,0,1.206104617,3/13/2015,Stakhovsky S.,,,,,,
49774,2.22,1,1.206068529,7/20/2019,Londero J.I.,,,,,,
54199,2.23,1,1.205926109,10/14/2021,Norrie C.,,,,,,
42573,2.16,0,1.205901236,10/7/2016,Ferrer D.,,,,,,
34068,1.9,1,1.205849839,7/8/2013,Bautista R.,,,,,,
41296,1.83,0,1.205839502,5/2/2016,Istomin D.,,,,,,
40979,1.73,1,1.2058244,3/26/2016,Cuevas P.,,,,,,
55839,2,0,1.205790239,6/19/2022,Karatsev A.,,,,,,
57147,2.74,0,1.205776173,1/16/2023,Svrcina D.,,,,,,
30323,1.9,0,1.205745881,2/24/2012,Becker B.,,,,,,
38044,2.01,0,1.20565933,2/17/2015,Paire B.,,,,,,
39621,1.88,1,1.205589785,8/23/2015,Federer R.,,,,,,
43710,1.87,1,1.205421402,4/18/2017,Chardy J.,,,,,,
53680,1.82,1,1.205405099,8/1/2021,Isner J.,,,,,,
56559,2.27,0,1.20535403,9/5/2022,Rublev A.,,,,,,
34400,3.11,0,1.205353438,8/7/2013,Paire B.,,,,,,
38972,1.87,0,1.205349512,6/9/2015,Ito T.,,,,,,
38908,1.38,1,1.205202129,5/28/2015,Sock J.,,,,,,
41971,1.65,1,1.205175434,7/19/2016,Donaldson J.,,,,,,
48210,2.61,1,1.205149767,1/11/2019,Seppi A.,,,,,,
54423,1.99,1,1.205140701,1/5/2022,Thompson J.,,,,,,
39346,2.54,0,1.205138234,7/25/2015,Mannarino A.,,,,,,
31309,2.59,0,1.205114724,6/25/2012,Rufin G.,,,,,,
46374,1.99,0,1.205110589,4/23/2018,Millman J.,,,,,,
36807,1.56,1,1.205109876,7/23/2014,Pospisil V.,,,,,,
46827,1.83,0,1.205106325,6/12/2018,Donskoy E.,,,,,,
45424,2.07,1,1.205083459,11/1/2017,Sock J.,,,,,,
38097,1.87,1,1.204958004,2/19/2015,Chardy J.,,,,,,
32565,2.29,1,1.204573135,1/7/2013,Bellucci T.,,,,,,
35926,2.02,0,1.204555586,4/21/2014,Thiem D.,,,,,,
38864,1.59,1,1.204554284,5/25/2015,Stakhovsky S.,,,,,,
49414,2.05,0,1.204535578,6/11/2019,Brown D.,,,,,,
47696,1.94,0,1.204505146,9/21/2018,Bachinger M.,,,,,,
46948,2.41,0,1.204351372,6/26/2018,Basilashvili N.,,,,,,
42878,2.74,0,1.204350756,1/3/2017,Donaldson J.,,,,,,
56158,1.62,1,1.20426774,7/26/2022,Shelton B.,,,,,,
51493,1.89,0,1.204233915,9/22/2020,Garin C.,,,,,,
38147,1.49,1,1.204225412,2/24/2015,Lopez F.,,,,,,
42815,2,1,1.204218646,11/3/2016,Berdych T.,,,,,,
50434,1.83,1,1.204210417,10/8/2019,Pospisil V.,,,,,,
45303,1.78,0,1.204149156,10/18/2017,Basic M.,,,,,,
36594,1.99,1,1.204138416,7/1/2014,Raonic M.,,,,,,
35106,1.93,0,1.204122818,1/4/2014,Roger-Vasselin E.,,,,,,
30196,1.93,1,1.204059213,2/14/2012,Kudla D.,,,,,,
47132,2.1,0,1.204039825,7/17/2018,Melzer G.,,,,,,
38058,2.3,0,1.203912768,2/17/2015,Cuevas P.,,,,,,
52675,1.91,1,1.20380635,4/12/2021,Karatsev A.,,,,,,
40460,1.71,1,1.203729814,1/22/2016,Berdych T.,,,,,,
40269,1.88,0,1.203716533,1/6/2016,Marchenko I.,,,,,,
52106,2.27,0,1.203701916,2/8/2021,Cressy M.,,,,,,
50455,1.52,1,1.203677109,10/9/2019,Rublev A.,,,,,,
40555,1.85,1,1.203579383,2/5/2016,Mathieu P.H.,,,,,,
39500,1.95,0,1.203490268,8/7/2015,Berankis R.,,,,,,
39365,1.93,0,1.203353466,7/28/2015,Robert S.,,,,,,
43003,1.86,0,1.203286255,1/16/2017,Chardy J.,,,,,,
36693,1.76,1,1.203229694,7/14/2014,Kukushkin M.,,,,,,
35392,1.52,1,1.20312584,2/11/2014,Harrison R.,,,,,,
37818,1.8,0,1.202979917,1/21/2015,Troicki V.,,,,,,
52598,1.78,1,1.202920862,3/29/2021,Fritz T.,,,,,,
41300,2.12,0,1.202919464,5/2/2016,Querrey S.,,,,,,
53864,1.76,0,1.202836826,8/25/2021,Tiafoe F.,,,,,,
48531,1.82,1,1.202813121,2/19/2019,Munar J.,,,,,,
55053,1.88,0,1.202764118,3/13/2022,Brooksby J.,,,,,,
30555,1.78,0,1.202709839,3/22/2012,Muller G.,,,,,,
40448,2.23,0,1.202668904,1/21/2016,Kuznetsov An.,,,,,,
45214,1.71,1,1.202519612,10/9/2017,Lopez F.,,,,,,
32321,3.22,0,1.202514422,10/18/2012,Roger-Vasselin E.,,,,,,
44505,2,0,1.202415204,7/18/2017,Dutra Silva R.,,,,,,
53911,2.93,0,1.202403094,8/31/2021,Svajda Z.,,,,,,
36470,2.06,0,1.202308711,6/20/2014,Becker B.,,,,,,
53016,2.36,0,1.202213462,5/23/2021,Cobolli F.,,,,,,
46732,1.87,1,1.202106695,5/29/2018,Bemelmans R.,,,,,,
34839,1.85,0,1.202047791,10/15/2013,Thiem D.,,,,,,
52200,1.81,1,1.202047015,2/12/2021,Lajovic D.,,,,,,
39649,2.89,0,1.201997876,8/26/2015,Jaziri M.,,,,,,
32533,2.41,0,1.201865046,1/3/2013,Melzer J.,,,,,,
34173,1.72,1,1.201756022,7/16/2013,Mayer F.,,,,,,
55934,1.7,1,1.201741162,6/28/2022,Giron M.,,,,,,
44796,2.05,1,1.201635941,8/11/2017,Mannarino A.,,,,,,
42486,1.98,0,1.201554445,9/27/2016,Lu Y.H.,,,,,,
47803,1.91,1,1.201508551,10/4/2018,Fognini F.,,,,,,
36972,1.81,1,1.201498015,8/11/2014,Robredo T.,,,,,,
39794,1.74,1,1.201479711,9/13/2015,Djokovic N.,,,,,,
34929,1.53,1,1.201400868,10/23/2013,Ferrer D.,,,,,,
50160,1.61,1,1.201316333,8/27/2019,Gerasimov E.,,,,,,
39779,1.91,0,1.201180924,9/6/2015,Lopez F.,,,,,,
31117,2.08,0,1.201136821,5/31/2012,Fognini F.,,,,,,
36448,1.79,1,1.201048361,6/18/2014,Mahut N.,,,,,,
45296,1.91,0,1.201039642,10/18/2017,Sousa J.,,,,,,
42384,1.43,1,1.200983649,9/2/2016,Ferrer D.,,,,,,
35304,1.81,0,1.200919146,2/4/2014,Lacko L.,,,,,,
56736,2.25,0,1.200888029,10/5/2022,Mannarino A.,,,,,,
45879,1.69,0,1.200879955,2/17/2018,Querrey S.,,,,,,
32453,2.07,0,1.200879653,11/2/2012,Llodra M.,,,,,,
45771,2.11,0,1.200874065,2/8/2018,Carballes Baena R.,,,,,,
34964,1.78,1,1.200873434,10/27/2013,Del Potro J.M.,,,,,,
30200,1.93,0,1.200864401,2/15/2012,Ebden M.,,,,,,
33858,1.86,0,1.200852816,6/13/2013,Hewitt L.,,,,,,
46237,1.54,1,1.200805582,3/26/2018,Anderson K.,,,,,,
54549,1.78,1,1.200794417,1/18/2022,Rinderknech A.,,,,,,
54646,2.2,0,1.20073586,2/1/2022,Etcheverry T.,,,,,,
37994,1.69,1,1.200701185,2/11/2015,Mayer L.,,,,,,
47317,2.2,0,1.200645163,8/1/2018,Daniel T.,,,,,,
43890,1.93,1,1.200609421,5/6/2017,Chung H.,,,,,,
38681,1.78,1,1.200580591,5/5/2015,Verdasco F.,,,,,,
34100,1.4,1,1.200528038,7/10/2013,Dimitrov G.,,,,,,
33520,1.84,0,1.200517443,5/6/2013,Gimeno-Traver D.,,,,,,
44595,1.58,1,1.200464331,7/25/2017,Donaldson J.,,,,,,
46662,2.11,0,1.200398742,5/23/2018,Fucsovics M.,,,,,,
49018,2.76,0,1.200370501,4/24/2019,Balazs A.,,,,,,
34649,3.2,0,1.20033425,9/4/2013,Gasquet R.,,,,,,
50377,2.38,1,1.200280756,10/1/2019,Isner J.,,,,,,
32122,2.25,1,1.200257459,10/2/2012,Youzhny M.,,,,,,
34191,1.48,1,1.200248517,7/18/2013,Pospisil V.,,,,,,
38454,1.88,0,1.200222733,4/12/2015,Sock J.,,,,,,
37241,1.88,0,1.200212355,9/23/2014,Troicki V.,,,,,,
42323,1.72,1,1.200140278,8/30/2016,Lopez F.,,,,,,
57531,1.7,1,1.200132132,2/27/2023,Kokkinakis T.,,,,,,
56449,1.88,0,1.200070576,8/29/2022,Moutet C.,,,,,,
29871,1.91,0,1.200045083,1/4/2012,Giraldo S.,,,,,,
53496,1.93,0,1.200031117,7/13/2021,Vesely J.,,,,,,
49597,2.02,1,1.200020833,7/1/2019,Pella G.,,,,,,
57135,1.72,0,1.200018524,1/12/2023,Kokkinakis T.,,,,,,
34455,2.04,0,1.199969532,8/14/2013,Tursunov D.,,,,,,
50425,1.88,1,1.199776088,10/7/2019,Chardy J.,,,,,,
51715,1.84,1,1.199737341,10/16/2020,Cecchinato M.,,,,,,
47955,2.06,1,1.199707521,10/21/2018,Edmund K.,,,,,,
53813,1.88,1,1.199700677,8/19/2021,Ruud C.,,,,,,
46951,1.9,1,1.19969905,6/26/2018,Haase R.,,,,,,
43214,1.56,1,1.199697268,2/14/2017,Ramos-Vinolas A.,,,,,,
