match,PSW,win0,confidence0,date,winner,return,,,
34413,2.33,0,1.208156421,8/8/2013,Matosevic M.,,,,
42605,2.04,0,1.20814219,10/11/2016,Simon G.,,,,
30672,1.59,1,1.208091152,4/13/2012,Ramos A.,,,,
34999,1.37,1,1.208050106,10/31/2013,Ferrer D.,,,,
38248,1.63,1,1.208045602,3/14/2015,Kohlschreiber P.,,,,
44792,2.75,0,1.207983435,8/10/2017,Querrey S.,,,,
53641,1.91,1,1.207975884,7/27/2021,Gojowczyk P.,,,,
35428,2.16,0,1.207956679,2/14/2014,Karlovic I.,,,,
49979,2.09,1,1.207915203,8/6/2019,Hurkacz H.,,,,
33464,2.09,0,1.207698212,4/30/2013,Ramos A.,,,,
36612,1.71,1,1.207690119,7/7/2014,Sela D.,,,,
31186,2.18,0,1.207685942,6/12/2012,Stepanek R.,,,,
53595,1.53,1,1.207599738,7/22/2021,Nakashima B.,,,,
31658,1.72,1,1.20759165,7/26/2012,Volandri F.,,,,
52715,1.46,1,1.20754532,4/15/2021,Rublev A.,,,,
35634,1.59,1,1.207530287,3/6/2014,Falla A.,,,,
32293,1.59,1,1.20747375,10/16/2012,Pospisil V.,,,,
38619,1.42,1,1.207469609,4/29/2015,Schwartzman D.,,,,
35211,1.52,1,1.207466512,1/14/2014,Lajovic D.,,,,
35399,1.96,0,1.207449555,2/12/2014,Sock J.,,,,
46140,2.35,0,1.207386266,3/13/2018,Chung H.,,,,
37045,2.49,0,1.207377327,8/19/2014,Andujar P.,,,,
34396,2.36,0,1.20735201,8/6/2013,Davydenko N.,,,,
55820,1.55,1,1.207333357,6/16/2022,Peniston R.,,,,
43947,1.45,1,1.207274145,5/11/2017,Nadal R.,,,,
43913,1.88,0,1.207248362,5/8/2017,Copil M.,,,,
50083,1.76,1,1.20713213,8/20/2019,Krajinovic F.,,,,
50628,1.88,0,1.207131829,10/29/2019,Edmund K.,,,,
52809,1.46,1,1.207109908,4/27/2021,Koepfer D.,,,,
44597,1.49,1,1.207091607,7/25/2017,Sousa J.,,,,
56409,1.84,1,1.207061592,8/23/2022,Thiem D.,,,,
31453,1.53,1,1.206968576,7/10/2012,Phau B.,,,,
46578,2.2,0,1.206907178,5/13/2018,Sock J.,,,,
33279,2.1,0,1.206896281,4/9/2013,Roger-Vasselin E.,,,,
56475,1.7,1,1.206868064,8/30/2022,Ramos-Vinolas A.,,,,
36129,1.85,1,1.206804251,5/13/2014,Cilic M.,,,,
31331,2.07,0,1.206773603,6/26/2012,Rosol L.,,,,
57009,2.37,0,1.206764207,11/3/2022,Musetti L.,,,,
30825,1.63,1,1.206746127,4/30/2012,Lajovic D.,,,,
56608,1.63,1,1.20673111,9/23/2022,Giron M.,,,,
51840,2.43,0,1.206629637,11/2/2020,Davidovich Fokina A.,,,,
43779,1.87,1,1.206547322,4/25/2017,Basilashvili N.,,,,
44994,1.47,1,1.206492684,8/31/2017,Kukushkin M.,,,,
54477,2.19,1,1.206477632,1/11/2022,Fucsovics M.,,,,
43487,2.29,0,1.206453983,3/11/2017,Nishioka Y.,,,,
43086,1.81,1,1.206440199,1/20/2017,Seppi A.,,,,
56899,3.35,0,1.206407133,10/23/2022,Rune H.,,,,
49088,2.58,0,1.206340282,5/1/2019,Domingues J.,,,,
54758,1.93,1,1.20631848,2/9/2022,Coria F.,,,,
42142,1.68,1,1.206227674,8/2/2016,Fratangelo B.,,,,
47220,1.46,1,1.206221293,7/24/2018,Harrison R.,,,,
47514,2.94,0,1.206214667,8/22/2018,Krajinovic F.,,,,
39260,2.09,1,1.206191289,7/15/2015,Smith J.P.,,,,
37150,1.5,1,1.206152903,8/28/2014,Sela D.,,,,
49563,1.8,0,1.206085729,6/27/2019,Edmund K.,,,,
42051,2,0,1.206019777,7/22/2016,Haase R.,,,,
43471,1.47,1,1.205965131,3/10/2017,Nishioka Y.,,,,
35819,2.62,0,1.205838661,4/8/2014,Young D.,,,,
54397,2.43,0,1.205791029,11/19/2021,Ruud C.,,,,
31638,1.53,1,1.205726226,7/25/2012,Ram R.,,,,
56780,1.73,1,1.205678126,10/11/2022,Murray A.,,,,
32753,1.74,0,1.205629145,2/5/2013,Zeballos H.,,,,
54026,1.49,1,1.205621583,9/22/2021,Duckworth J.,,,,
55187,1.47,1,1.205615519,4/2/2022,Alcaraz C.,,,,
35703,1.77,1,1.205500464,3/12/2014,Benneteau J.,,,,
54127,2.24,0,1.205498285,10/8/2021,Tabilo A.,,,,
44318,1.5,1,1.20540306,6/26/2017,Safwat M.,,,,
44881,2.2,0,1.205391571,8/22/2017,Seppi A.,,,,
31721,2.97,0,1.205391153,8/7/2012,Pospisil V.,,,,
41901,1.93,1,1.205388866,7/12/2016,Montanes A.,,,,
34813,3.28,0,1.205382407,10/10/2013,Mayer F.,,,,
38314,1.63,1,1.205363522,3/25/2015,Duckworth J.,,,,
44870,2.15,0,1.205346458,8/21/2017,Seppi A.,,,,
50108,1.67,1,1.20532365,8/21/2019,Tiafoe F.,,,,
47339,1.54,1,1.205296975,8/2/2018,Mannarino A.,,,,
38408,1.85,1,1.205289568,4/7/2015,Gabashvili T.,,,,
34451,2.56,0,1.205129938,8/13/2013,Youzhny M.,,,,
56552,2.71,0,1.205096186,9/4/2022,Khachanov K.,,,,
38743,1.81,1,1.204969379,5/12/2015,Bellucci T.,,,,
34372,1.32,1,1.204954903,8/4/2013,Del Potro J.M.,,,,
39974,1.96,0,1.204875506,10/12/2015,Karlovic I.,,,,
52946,1.79,1,1.204798276,5/12/2021,Bautista Agut R.,,,,
45813,1.95,1,1.204792701,2/12/2018,Lajovic D.,,,,
41186,1.63,1,1.204757394,4/21/2016,Fognini F.,,,,
36869,1.6,1,1.204703059,7/29/2014,Sela D.,,,,
35957,1.93,1,1.204661186,4/23/2014,Simon G.,,,,
45231,2.33,0,1.204654012,10/10/2017,Struff J.L.,,,,
53561,1.77,1,1.204627677,7/20/2021,Ajdukovic D.,,,,
52072,1.46,1,1.204608052,2/4/2021,Kecmanovic M.,,,,
53558,1.65,1,1.204591306,7/20/2021,Ofner S.,,,,
56997,1.33,1,1.204572679,11/2/2022,Tsitsipas S.,,,,
52654,1.33,1,1.204565862,4/8/2021,Alcaraz C.,,,,
42836,1.31,1,1.204539671,11/16/2016,Murray A.,,,,
53557,2.45,0,1.20446302,7/20/2021,Kudla D.,,,,
51447,2.11,0,1.204444419,9/15/2020,Caruso S.,,,,
37740,1.96,0,1.204416134,1/17/2015,Vesely J.,,,,
34221,1.68,1,1.204405645,7/22/2013,Kuznetsov An.,,,,
51343,1.57,1,1.204386935,9/2/2020,Dimitrov G.,,,,
57796,1.88,1,1.204380625,3/24/2023,Garin C.,0.88,17.6,,
46579,2.95,0,1.204324429,5/13/2018,Gojowczyk P.,,,,
51958,2.48,0,1.204282406,1/8/2021,Kuhn N.,,,,
31291,2.2,0,1.204275151,6/22/2012,Seppi A.,,,,
55000,2.5,0,1.204267907,3/10/2022,Eubanks C.,,,,
47312,2.12,0,1.204213627,8/1/2018,Munar J.,,,,
51461,3.02,0,1.204212591,9/17/2020,Koepfer D.,,,,
57856,1.88,1,1.204159761,3/28/2023,Khachanov K.,,0,,
48899,1.42,1,1.204119867,4/9/2019,Giraldo S.,,,,
33975,1.77,1,1.204053653,6/25/2013,Przysiezny M.,,,,
50165,2.76,0,1.204046391,8/27/2019,Hoang A.,,,,
37904,1.74,1,1.204039322,2/4/2015,Sousa J.,,,,
49113,1.88,1,1.20403142,5/5/2019,Garin C.,,,,
47338,1.63,1,1.20401693,8/2/2018,Mmoh M.,,,,
35955,1.31,1,1.203983626,4/23/2014,Dimitrov G.,,,,
47881,1.74,1,1.203953617,10/15/2018,Vesely J.,,,,
31808,2.61,0,1.203922462,8/19/2012,Darcis S.,,,,
49705,3.05,0,1.203851283,7/15/2019,Ivashka I.,,,,
38908,1.38,1,1.203814944,5/28/2015,Sock J.,,,,
56889,1.56,1,1.203784052,10/21/2022,Mcdonald M.,,,,
32902,2.89,0,1.203755422,2/18/2013,Schwartzman D.,,,,
36999,1.46,1,1.203710176,8/13/2014,Ferrer D.,,,,
52577,1.6,1,1.203699741,3/27/2021,Sonego L.,,,,
47817,1.45,1,1.203576846,10/6/2018,Nishikori K.,,,,
30805,2.82,0,1.203570962,4/27/2012,Balazs A.,,,,
41841,2.21,0,1.203541764,7/2/2016,Tomic B.,,,,
53932,1.83,1,1.203539665,8/31/2021,Ramos-Vinolas A.,,,,
48932,1.75,1,1.203518641,4/14/2019,Dimitrov G.,,,,
32373,1.51,1,1.203451227,10/23/2012,Chiudinelli M.,,,,
45418,2.16,0,1.203437339,10/31/2017,Coric B.,,,,
44935,1.77,1,1.203431924,8/28/2017,Albot R.,,,,
37536,1.71,1,1.203426211,10/25/2014,Murray A.,,,,
50928,1.63,1,1.20342424,2/6/2020,Gerasimov E.,,,,
35440,3.43,0,1.203344963,2/14/2014,Gulbis E.,,,,
34977,2.7,0,1.203337046,10/29/2013,Anderson K.,,,,
56708,2.16,0,1.203328651,10/3/2022,Martinez P.,,,,
51976,2.31,0,1.20332467,1/10/2021,Chardy J.,,,,
46531,1.63,1,1.203279211,5/7/2018,Dzumhur D.,,,,
42740,1.93,0,1.203267343,10/25/2016,Mayer F.,,,,
52677,1.91,0,1.203265309,4/12/2021,Karatsev A.,,,,
33528,1.58,1,1.203224482,5/7/2013,Haas T.,,,,
46848,1.78,1,1.203184268,6/14/2018,Mcdonald M.,,,,
36243,1.99,1,1.203161473,5/26/2014,Kamke T.,,,,
53592,1.58,1,1.203156804,7/22/2021,Ymer M.,,,,
31670,1.56,1,1.203079645,7/28/2012,Querrey S.,,,,
49643,1.79,1,1.203075807,7/3/2019,Khachanov K.,,,,
51550,1.38,1,1.203002717,9/28/2020,Gaston H.,,,,
35563,2.06,1,1.202986018,2/25/2014,Sousa J.,,,,
52546,1.63,1,1.202962972,3/25/2021,Thompson J.,,,,
38933,1.68,1,1.202930202,5/30/2015,Cilic M.,,,,
31807,2.67,0,1.202923306,8/19/2012,Federer R.,,,,
31294,1.91,1,1.202907852,6/22/2012,Darcis S.,,,,
53694,1.53,1,1.202888664,8/3/2021,Kudla D.,,,,
55746,1.72,1,1.202875672,6/9/2022,Murray A.,,,,
48784,2.14,1,1.202869189,3/20/2019,Hurkacz H.,,,,
57801,2.11,0,1.202836448,3/24/2023,Molcan A.,-1,-20,,
56432,1.56,1,1.202835623,8/25/2022,Bonzi B.,,,,
32764,1.63,1,1.202796534,2/6/2013,Lorenzi P.,,,,
31576,1.77,1,1.202785928,7/18/2012,Lopez F.,,,,
36106,1.87,0,1.202763991,5/11/2014,Chardy J.,,,,
46827,2.94,0,1.202715209,6/12/2018,Mcdonald M.,,,,
52453,1.36,1,1.202662745,3/15/2021,Ruusuvuori E.,,,,
42313,1.68,1,1.202659886,8/29/2016,Ramos-Vinolas A.,,,,
47185,1.97,0,1.202654116,7/22/2018,Fognini F.,,,,
45775,1.63,1,1.202644788,2/8/2018,Wawrinka S.,,,,
52630,2.16,0,1.202638904,4/6/2021,Lopez F.,,,,
37391,1.7,1,1.2026118,10/10/2014,Lopez F.,,,,
48926,2.1,1,1.202565082,4/13/2019,Garin C.,,,,
44210,1.99,0,1.202503091,6/13/2017,Medvedev D.,,,,
31318,1.44,1,1.20244969,6/25/2012,Russell M.,,,,
50678,2.21,1,1.202445405,1/6/2020,Bublik A.,,,,
49678,1.31,1,1.202400801,7/6/2019,Querrey S.,,,,
46845,1.42,1,1.202317379,6/14/2018,Kyrgios N.,,,,
30903,2.2,0,1.202283407,5/7/2012,Harrison R.,,,,
45337,2.04,1,1.202237856,10/22/2017,Del Potro J.M.,,,,
35931,2.06,1,1.202236259,4/21/2014,Vesely J.,,,,
47089,2.36,0,1.202235544,7/7/2018,Simon G.,,,,
51257,2.34,0,1.202176504,8/25/2020,Opelka R.,,,,
40405,1.53,1,1.202160927,1/19/2016,Sock J.,,,,
53466,2.37,0,1.202099491,7/12/2021,Paire B.,,,,
43850,1.41,1,1.202086766,5/2/2017,Berlocq C.,,,,
53837,1.79,1,1.202077743,8/23/2021,Thompson J.,,,,
51854,2.7,0,1.202023704,11/3/2020,Humbert U.,,,,
56840,2.29,0,1.201894584,10/18/2022,Cerundolo F.,,,,
43375,2.16,0,1.201849421,2/28/2017,Young D.,,,,
31685,1.73,1,1.201830644,8/1/2012,Berankis R.,,,,
32307,1.62,1,1.201791981,10/17/2012,Janowicz J.,,,,
44320,1.31,1,1.201731437,6/27/2017,Baghdatis M.,,,,
31702,1.38,1,1.20168694,8/4/2012,Dolgopolov O.,,,,
41235,1.66,1,1.201663446,4/26/2016,Lorenzi P.,,,,
39109,1.85,1,1.201601631,6/25/2015,Istomin D.,,,,
44499,1.36,1,1.201601291,7/18/2017,Groth S.,,,,
37106,1.74,1,1.201529412,8/26/2014,Smyczek T.,,,,
40595,1.55,1,1.201526676,2/9/2016,Monaco J.,,,,
42068,1.52,1,1.201476769,7/23/2016,Monfils G.,,,,
35473,1.74,1,1.201377339,2/18/2014,Sela D.,,,,
38647,2.03,0,1.201325712,5/1/2015,Schwartzman D.,,,,
32529,2.41,0,1.201324465,1/3/2013,Melzer J.,,,,
34345,1.63,1,1.201282924,7/31/2013,Tursunov D.,,,,
52079,2.36,0,1.201281785,2/5/2021,Chardy J.,,,,
46236,1.4,1,1.201277947,3/26/2018,Kyrgios N.,,,,
46842,1.52,1,1.201269623,6/14/2018,Tsitsipas S.,,,,
53796,1.32,1,1.201249624,8/18/2021,Rublev A.,,,,
48519,1.93,1,1.201244466,2/19/2019,Berrettini M.,,,,
50995,2.16,1,1.201224352,2/12/2020,Simon G.,,,,
35595,1.77,1,1.201153304,2/26/2014,Dolgopolov O.,,,,
51980,2.86,0,1.201132254,1/11/2021,Chardy J.,,,,
51226,2.63,0,1.201053141,8/22/2020,Anderson K.,,,,
54551,1.78,1,1.201029675,1/18/2022,Rinderknech A.,,,,
41642,2.37,0,1.201021693,6/14/2016,Young D.,,,,
44611,2.47,0,1.200987973,7/26/2017,Paul T.,,,,
40076,2.11,0,1.20098257,10/22/2015,Donskoy E.,,,,
30910,1.64,1,1.200970604,5/8/2012,Raonic M.,,,,
32694,1.95,1,1.200967739,1/17/2013,Seppi A.,,,,
40496,1.44,1,1.200895615,2/1/2016,Carballes Baena R.,,,,
39334,1.56,1,1.200870013,7/24/2015,Karlovic I.,,,,
47793,1.77,1,1.200799193,10/3/2018,Medvedev D.,,,,
57311,2.64,0,1.200782804,2/8/2023,Pella G.,,,,
31612,1.94,1,1.200761361,7/21/2012,Muller G.,,,,
38019,1.47,1,1.200753989,2/13/2015,Anderson K.,,,,
57582,1.65,0,1.200731206,3/2/2023,Baez S.,-1,-20,,
50538,3.92,0,1.200661043,10/18/2019,Seppi A.,,,,
46844,1.6,1,1.200594578,6/14/2018,Berdych T.,,,,
31433,2.04,0,1.200590692,7/9/2012,Bachinger M.,,,,
42194,1.33,1,1.200539322,8/15/2016,Cilic M.,,,,
54991,1.99,0,1.200486403,2/26/2022,Baez S.,,,,
35045,1.46,1,1.200448364,12/31/2013,Becker B.,,,,
41974,1.75,1,1.200432211,7/19/2016,Evans D.,,,,
53984,1.5,1,1.200413927,9/4/2021,Berrettini M.,,,,
38032,1.66,1,1.200392481,2/16/2015,Kudla D.,,,,
38581,2.67,0,1.200392356,4/27/2015,Estrella Burgos V.,,,,
37125,1.46,1,1.200389076,8/27/2014,Sousa J.,,,,
57261,2,0,1.200385338,1/23/2023,Shelton B.,,,,
40623,1.66,1,1.200331,2/11/2016,Young D.,,,,
48958,1.67,1,1.200292393,4/16/2019,Norrie C.,,,,
47485,1.38,1,1.200263046,8/20/2018,Fritz T.,,,,
44039,1.52,1,1.200193342,5/24/2017,Tsonga J.W.,,,,
48604,2.47,0,1.200181907,2/25/2019,Trungelliti M.,,,,
36060,1.67,1,1.200164527,5/5/2014,Isner J.,,,,
54309,2.84,0,1.200136227,10/29/2021,Alcaraz C.,,,,
38094,3.5,0,1.200086418,2/19/2015,Thiem D.,,,,
38327,2.04,0,1.200066435,3/26/2015,Pospisil V.,,,,
42631,1.93,0,1.200060502,10/13/2016,Tsonga J.W.,,,,
37265,2.14,0,1.200055118,9/25/2014,Lacko L.,,,,
34972,2.03,0,1.200046674,10/28/2013,Nishikori K.,,,,
37700,1.75,1,1.199996337,1/13/2015,Troicki V.,,,,
36217,1.57,1,1.199968107,5/25/2014,Schwartzman D.,,,,
47007,1.61,1,1.199886792,7/2/2018,Mcdonald M.,,,,
30391,1.33,1,1.199761915,2/28/2012,Paire B.,,,,
42498,1.63,1,1.19969796,9/28/2016,Lopez F.,,,,
42860,2.1,0,1.199679569,1/2/2017,Ferrer D.,,,,
31405,2.27,0,1.199662478,6/30/2012,Fish M.,,,,
41954,2.44,0,1.19961113,7/18/2016,Gimeno-Traver D.,,,,
52360,2.43,0,1.199537225,3/6/2021,Fucsovics M.,,,,
45332,1.47,1,1.199526424,10/21/2017,Schwartzman D.,,,,
41610,2.8,0,1.1995104,6/9/2016,Stepanek R.,,,,
56883,2.88,0,1.199479519,10/21/2022,Thiem D.,,,,
52963,2.06,1,1.199420954,5/17/2021,Cazaux A.,,,,
38320,1.85,0,1.19941325,3/25/2015,Krajinovic F.,,,,
53250,1.55,1,1.19939005,6/15/2021,Rublev A.,,,,
52250,1.74,1,1.199316538,2/23/2021,Uchiyama Y.,,,,
46159,1.47,1,1.199202484,3/17/2018,Del Potro J.M.,,,,
48033,2.16,1,1.199083064,10/30/2018,Kukushkin M.,,,,
37781,3.1,0,1.199003594,1/20/2015,Becker B.,,,,
53699,1.48,1,1.198912755,8/4/2021,Harris L.,,,,
55389,2.06,0,1.198886862,4/26/2022,Cuevas P.,,,,
48145,2.12,1,1.198831221,1/3/2019,Bautista Agut R.,,,,
32161,1.64,0,1.198804475,10/3/2012,Monaco J.,,,,
41174,1.53,1,1.198801078,4/20/2016,Zverev A.,,,,
43122,1.9,1,1.198735105,2/7/2017,Carballes Baena R.,,,,
33688,1.92,0,1.198661251,5/27/2013,Przysiezny M.,,,,
43656,1.75,1,1.198617697,4/12/2017,Escobedo E.,,,,
40316,1.83,0,1.198561072,1/11/2016,Seppi A.,,,,
51405,2.52,0,1.198489544,9/9/2020,Huesler M.A.,,,,
52295,1.74,1,1.198461598,2/26/2021,Coria F.,,,,
50612,1.32,1,1.198456416,10/27/2019,Thiem D.,,,,
45980,1.47,1,1.198438686,2/26/2018,Haase R.,,,,
29933,1.89,1,1.198411307,1/10/2012,Rosol L.,,,,
35878,1.96,1,1.198410475,4/14/2014,Montanes A.,,,,
33599,2.15,0,1.198369726,5/15/2013,Simon G.,,,,
55174,1.41,1,1.19835859,3/29/2022,Tsitsipas S.,,,,
51247,2.07,0,1.198324636,8/24/2020,Opelka R.,,,,
35320,1.54,1,1.198308351,2/5/2014,Evans D.,,,,
37460,1.42,1,1.198271727,10/17/2014,Ferrer D.,,,,
41196,1.73,1,1.198228395,4/22/2016,Pouille L.,,,,
30921,1.68,1,1.198209472,5/8/2012,Monfils G.,,,,
48191,1.96,0,1.198198939,1/9/2019,Seppi A.,,,,
41894,1.53,1,1.198183292,7/12/2016,Baker B.,,,,
51288,1.38,1,1.198134395,8/31/2020,Kukushkin M.,,,,
36812,2.16,0,1.198105662,7/24/2014,Gabashvili T.,,,,
46276,2.17,1,1.198039618,4/10/2018,Zeballos H.,,,,
44772,2.23,0,1.197951371,8/8/2017,Mannarino A.,,,,
53509,1.85,1,1.197916768,7/14/2021,Sock J.,,,,
53863,1.76,0,1.197916602,8/25/2021,Tiafoe F.,,,,
56351,2.34,0,1.197891743,8/16/2022,Shelton B.,,,,
38323,3.01,0,1.197867998,3/26/2015,Melzer J.,,,,
50578,1.71,0,1.197866982,10/23/2019,Querrey S.,,,,
37533,1.65,1,1.197853584,10/24/2014,Karlovic I.,,,,
56109,1.56,1,1.197809589,7/21/2022,Karatsev A.,,,,
48696,2.24,0,1.197782463,3/8/2019,Haase R.,,,,
33977,1.5,1,1.197733283,6/25/2013,Wang J.,,,,
46434,1.72,1,1.197714248,4/27/2018,Goffin D.,,,,
30543,1.85,0,1.197659288,3/21/2012,Lacko L.,,,,
40525,1.54,1,1.197640898,2/3/2016,Gasquet R.,,,,
57206,2.17,0,1.197619692,1/18/2023,Griekspoor T.,,,,
42032,2.17,0,1.197606449,7/21/2016,Melzer G.,,,,
35704,1.5,1,1.197511062,3/12/2014,Dolgopolov O.,,,,
35456,2.55,0,1.197506838,2/17/2014,Mannarino A.,,,,
38831,3.56,0,1.197504674,5/24/2015,Mahut N.,,,,
36102,1.85,1,1.197486061,5/11/2014,Kohlschreiber P.,,,,
36940,1.45,1,1.197434313,8/6/2014,Lopez F.,,,,
55054,1.88,1,1.19739437,3/13/2022,Brooksby J.,,,,
57274,2.68,0,1.19737874,2/6/2023,Fils A.,,,,
32823,1.61,0,1.197366409,2/11/2013,Simon G.,,,,
50481,2.18,0,1.197214484,10/15/2019,Nishioka Y.,,,,
31657,2.66,0,1.19719714,7/26/2012,Odesnik W.,,,,
39555,1.88,0,1.197188252,8/13/2015,Isner J.,,,,
56744,1.93,1,1.197141287,10/6/2022,Coric B.,,,,
47800,1.79,1,1.197027558,10/4/2018,Tsitsipas S.,,,,
55115,2.46,0,1.196945231,3/24/2022,Popyrin A.,,,,
35463,1.99,0,1.19690926,2/18/2014,Bellucci T.,,,,
41128,1.8,0,1.196901441,4/15/2016,Nadal R.,,,,
52387,1.79,1,1.196894785,3/9/2021,Evans D.,,,,
31089,1.51,1,1.196865359,5/29/2012,Schwank E.,,,,
57722,1.45,1,1.196799299,3/17/2023,Bublik A.,0.45,9,,
38061,1.33,1,1.1967921,2/17/2015,Kokkinakis T.,,,,
32641,2.51,0,1.196790586,1/14/2013,Benneteau J.,,,,
51234,2.76,0,1.196746247,8/23/2020,Evans D.,,,,
38639,1.83,0,1.19666155,4/30/2015,Garcia-Lopez G.,,,,
35153,2.35,0,1.196607542,1/9/2014,Stakhovsky S.,,,,
46637,1.87,1,1.196536464,5/20/2018,Seppi A.,,,,
42050,1.81,1,1.196498921,7/21/2016,Haase R.,,,,
41577,1.8,1,1.196488126,6/3/2016,Murray A.,,,,
47618,1.45,1,1.196483816,8/31/2018,Anderson K.,,,,
31334,1.75,0,1.196473892,6/26/2012,De Schepper K.,,,,
55564,1.69,1,1.196449455,5/17/2022,Basilashvili N.,,,,
31095,1.63,1,1.196445127,5/29/2012,Benneteau J.,,,,
51968,1.45,1,1.196422441,1/9/2021,Basilashvili N.,,,,
39169,1.51,1,1.196398594,6/30/2015,Tsonga J.W.,,,,
43492,1.4,1,1.196374631,3/12/2017,Pouille L.,,,,
50915,1.83,0,1.196328174,2/5/2020,Berankis R.,,,,
55184,3.4,0,1.196312276,3/31/2022,Ruud C.,,,,
43133,2.08,1,1.1962986,2/7/2017,Stebe C.M.,,,,
34032,1.47,1,1.196289321,6/29/2013,Ferrer D.,,,,
42269,1.61,1,1.196284691,8/23/2016,Fratangelo B.,,,,
47131,2.12,0,1.196252727,7/17/2018,Karlovic I.,,,,
48552,1.68,1,1.196224179,2/20/2019,Barrere G.,,,,
56922,2.71,0,1.196217073,10/25/2022,Wawrinka S.,,,,
34127,2.08,0,1.196208563,7/12/2013,Berlocq C.,,,,
54459,2.02,0,1.196199909,1/10/2022,Vukic A.,,,,
50681,1.97,1,1.196118285,1/6/2020,Bedene A.,,,,
38689,1.37,1,1.196051553,5/6/2015,Bautista R.,,,,
51871,1.35,1,1.19604208,11/4/2020,Zverev A.,,,,
35577,3.33,0,1.196017449,2/26/2014,Delbonis F.,,,,
52821,2.55,0,1.195980801,4/27/2021,Cilic M.,,,,
55422,1.38,1,1.195966753,4/29/2022,Kecmanovic M.,,,,
34702,2.45,0,1.195962203,9/20/2013,Przysiezny M.,,,,
45413,1.72,1,1.195917329,10/31/2017,Verdasco F.,,,,
36412,1.4,1,1.195882177,6/13/2014,Dimitrov G.,,,,
39851,2.45,0,1.195864867,9/28/2015,Millman J.,,,,
47268,1.85,1,1.195845577,7/29/2018,Harrison R.,,,,
30422,1.68,1,1.195831696,3/1/2012,Murray A.,,,,
54407,1.54,1,1.195764254,1/4/2022,Griekspoor T.,,,,
56012,1.44,1,1.195709933,7/5/2022,Norrie C.,,,,
33919,1.45,1,1.195681319,6/20/2013,Mahut N.,,,,
40478,1.75,1,1.195677146,1/24/2016,Nishikori K.,,,,
45440,1.65,1,1.195655935,11/2/2017,Krajinovic F.,,,,
48009,1.27,1,1.195652281,10/26/2018,Zverev A.,,,,
34328,1.61,1,1.195628879,7/31/2013,Duckworth J.,,,,
35450,1.4,1,1.195616043,2/16/2014,Ferrer D.,,,,
53321,2.19,0,1.195592786,6/23/2021,Seppi A.,,,,
34236,1.46,1,1.195587756,7/23/2013,Klizan M.,,,,
52797,1.42,1,1.195563135,4/24/2021,Tsitsipas S.,,,,
39623,1.42,1,1.195542374,8/23/2015,Lu Y.H.,,,,
38756,3.28,0,1.195522532,5/13/2015,Bellucci T.,,,,
31061,2.35,0,1.19550258,5/28/2012,Clement A.,,,,
48211,3.02,0,1.195470426,1/11/2019,Sandgren T.,,,,
51353,2.1,0,1.195434936,9/3/2020,Berankis R.,,,,
32856,1.43,1,1.195413346,2/13/2013,Souza J.,,,,
40672,1.65,1,1.19538583,2/16/2016,Giraldo S.,,,,
33484,1.41,1,1.195280231,5/2/2013,Tipsarevic J.,,,,
53385,1.6,1,1.195273956,6/30/2021,Fucsovics M.,,,,
52254,1.61,1,1.195240645,2/23/2021,Cerundolo F.,,,,
48914,1.81,1,1.195240385,4/11/2019,Vesely J.,,,,
50323,2.41,0,1.195221611,9/25/2019,Kwon S.W.,,,,
48884,2.16,1,1.195169065,4/9/2019,Paire B.,,,,
45870,2.43,0,1.195162338,2/16/2018,Mayer L.,,,,
33428,1.63,1,1.195097035,4/25/2013,Garcia-Lopez G.,,,,
52069,3.29,0,1.195033334,2/3/2021,Bolt A.,,,,
37466,1.36,1,1.195006837,10/17/2014,Dimitrov G.,,,,
56944,1.36,1,1.194962114,10/27/2022,Auger-Aliassime F.,,,,
46106,1.96,1,1.194959009,3/10/2018,Zverev M.,,,,
55960,1.7,1,1.194936429,6/29/2022,Basilashvili N.,,,,
49191,3.24,0,1.194924188,5/14/2019,Kyrgios N.,,,,
37721,3.44,0,1.194916962,1/14/2015,Bolelli S.,,,,
42962,1.7,1,1.194884856,1/11/2017,Sousa J.,,,,
56752,1.59,1,1.194792032,10/7/2022,Tiafoe F.,,,,
49997,1.85,1,1.194783336,8/7/2019,Pella G.,,,,
34639,1.58,1,1.194770541,9/1/2013,Granollers M.,,,,
51583,1.99,1,1.194713402,9/30/2020,Coria F.,,,,
53117,1.75,1,1.194668627,6/1/2021,Gasquet R.,,,,
39423,1.34,1,1.194654129,7/31/2015,Goffin D.,,,,
46325,1.71,1,1.194620096,4/16/2018,Muller G.,,,,
45783,1.69,1,1.194605347,2/8/2018,Melzer G.,,,,
57198,1.65,1,1.194531077,1/17/2023,Wolf J.J.,,,,
53470,1.53,1,1.19445907,7/12/2021,Brooksby J.,,,,
46852,1.69,1,1.194458631,6/15/2018,Kyrgios N.,,,,
43385,1.72,1,1.194428652,2/28/2017,Melzer G.,,,,
57008,2.22,0,1.19441807,11/3/2022,Tiafoe F.,,,,
36873,3.69,0,1.194410205,7/30/2014,Johnson S.,,,,
29917,3.04,0,1.194405582,1/9/2012,Reynolds B.,,,,
44999,1.89,1,1.194405207,8/31/2017,Troicki V.,,,,
55296,2.14,1,1.194282819,4/15/2022,Dimitrov G.,,,,
52227,1.41,1,1.194259107,2/22/2021,Korda S.,,,,
47875,1.44,1,1.194256905,10/15/2018,Mannarino A.,,,,
52650,1.31,1,1.194230259,4/8/2021,Djere L.,,,,
