match,PSW,win0,confidence0,date,winner,return,,,
55360,1.55,1,1.029933646,4/22/2022,Fognini F.,,,,
48327,1.19,1,1.029926506,1/19/2019,Raonic M.,,,,
55178,1.22,1,1.029923873,3/29/2022,Medvedev D.,,,,
50249,1.61,1,1.029889417,9/16/2019,Kukushkin M.,,,,
44528,2.37,0,1.029826816,7/19/2017,Kuznetsov An.,,,,
52095,1.79,1,1.029820772,2/6/2021,Travaglia S.,,,,
36750,1.34,1,1.029820283,7/18/2014,Stepanek R.,,,,
48232,1.34,1,1.029820003,1/14/2019,Evans D.,,,,
50152,1.4,1,1.029818761,8/27/2019,Struff J.L.,,,,
51379,1.16,1,1.029815972,9/5/2020,Berrettini M.,,,,
33492,1.13,1,1.029802844,5/3/2013,Wawrinka S.,,,,
55076,1.32,1,1.029801648,3/16/2022,Hurkacz H.,,,,
36695,1.7,1,1.029782058,7/14/2014,Andujar P.,,,,
44313,4.74,0,1.029729384,6/26/2017,Berlocq C.,,,,
43741,1.12,1,1.029725752,4/21/2017,Nadal R.,,,,
57653,3.82,0,1.029702752,3/10/2023,Hijikata R.,-1,-20,,
50350,1.84,1,1.029702127,9/28/2019,Bublik A.,,,,
45723,1.29,1,1.029649719,1/24/2018,Chung H.,,,,
55042,4.42,0,1.029626834,3/13/2022,Van De Zandschulp B.,,,,
50379,1.67,1,1.029610552,10/1/2019,Basilashvili N.,,,,
54361,1.51,1,1.029606755,11/7/2021,Fucsovics M.,,,,
44736,1.2,1,1.029591485,8/4/2017,Querrey S.,,,,
30507,1.47,1,1.029582341,3/12/2012,Dolgopolov O.,,,,
51136,1.36,1,1.029562563,2/24/2020,Monfils G.,,,,
37571,2.66,0,1.029561683,10/29/2014,Lopez F.,,,,
43688,1.68,1,1.029557805,4/15/2017,Coric B.,,,,
44189,1.25,1,1.029557532,6/9/2017,Nadal R.,,,,
44688,1.17,1,1.02955076,8/2/2017,Donaldson J.,,,,
30010,1.17,1,1.02954004,1/17/2012,Ebden M.,,,,
53433,1.06,1,1.029538572,7/1/2021,Zverev A.,,,,
29975,1.14,1,1.029520368,1/16/2012,Baghdatis M.,,,,
50714,1.63,1,1.029511979,1/13/2020,Querrey S.,,,,
41256,1.11,1,1.029465012,4/28/2016,Goffin D.,,,,
37636,1.3,1,1.02946435,1/6/2015,Dolgopolov O.,,,,
56194,1.14,1,1.029452457,7/29/2022,Sinner J.,,,,
34385,5.61,0,1.02944824,8/6/2013,Peliwo F.,,,,
49331,1.78,1,1.029446162,5/28/2019,Edmund K.,,,,
36979,1.81,1,1.029439499,8/11/2014,Kohlschreiber P.,,,,
37007,1.06,1,1.029439369,8/13/2014,Djokovic N.,,,,
42016,3.97,0,1.02943638,7/20/2016,Jaziri M.,,,,
46832,1.71,1,1.029433667,6/13/2018,Istomin D.,,,,
50135,1.32,1,1.029432164,8/26/2019,Dimitrov G.,,,,
48681,1.19,1,1.029427507,3/2/2019,Zverev A.,,,,
42753,1.31,1,1.029422782,10/26/2016,Karlovic I.,,,,
55760,1.49,1,1.029409152,6/9/2022,Sonego L.,,,,
44475,8.03,0,1.02940423,7/10/2017,Muller G.,,,,
48287,1.15,1,1.029384337,1/16/2019,Dimitrov G.,,,,
37194,1.26,1,1.029377103,9/4/2014,Djokovic N.,,,,
55667,1.19,1,1.029366974,5/25/2022,Krajinovic F.,,,,
53079,1.08,1,1.029362512,5/30/2021,Garin C.,,,,
39689,1.64,1,1.029361596,8/31/2015,Kukushkin M.,,,,
51316,1.12,1,1.029343576,9/1/2020,Auger-Aliassime F.,,,,
54011,1.2,1,1.029337907,9/21/2021,Ivashka I.,,,,
45796,2.35,0,1.029328674,2/9/2018,Copil M.,,,,
44534,2.95,0,1.029324218,7/19/2017,Lorenzi P.,,,,
56896,1.2,1,1.029323816,10/22/2022,Berrettini M.,,,,
37767,1.08,1,1.029308733,1/19/2015,Gasquet R.,,,,
48363,1.25,1,1.029300456,2/5/2019,Monfils G.,,,,
49185,1.24,1,1.029300095,5/14/2019,Coric B.,,,,
51386,3.92,0,1.029293343,9/5/2020,Pospisil V.,,,,
38111,1.37,1,1.029279412,2/21/2015,Simon G.,,,,
40912,1.21,1,1.029273544,3/15/2016,Nishikori K.,,,,
39315,1.72,1,1.029260984,7/23/2015,Estrella Burgos V.,,,,
36734,1.22,1,1.029257052,7/16/2014,Falla A.,,,,
32995,1.57,1,1.029252637,2/25/2013,Seppi A.,,,,
49466,2.24,0,1.02925157,6/17/2019,Albot R.,,,,
47776,1.51,1,1.029247538,10/2/2018,Wawrinka S.,,,,
30196,1.46,1,1.029242018,2/14/2012,Youzhny M.,,,,
44148,1.11,1,1.029218873,6/1/2017,Monfils G.,,,,
50448,1.27,1,1.02913824,10/9/2019,Zverev A.,,,,
55185,1.19,1,1.029118872,4/1/2022,Alcaraz C.,,,,
55338,1.16,1,1.029117308,4/20/2022,Djokovic N.,,,,
53373,1.9,0,1.029111531,6/29/2021,Hoang A.,,,,
38392,2.51,0,1.029104355,4/1/2015,Isner J.,,,,
52182,1.07,1,1.029100285,2/11/2021,De Minaur A.,,,,
50500,1.57,1,1.029080007,10/15/2019,Struff J.L.,,,,
48452,1.4,1,1.029077941,2/12/2019,Ferrer D.,,,,
52691,1.3,1,1.029038984,4/13/2021,Hurkacz H.,,,,
36764,1.26,1,1.029033126,7/21/2014,Carreno-Busta P.,,,,
53025,1.43,1,1.029009724,5/24/2021,Lajovic D.,,,,
43840,1.55,1,1.028995785,5/2/2017,Pella G.,,,,
32889,9.6,0,1.028994913,2/15/2013,Benneteau J.,,,,
45845,1.15,1,1.028984571,2/14/2018,Nishikori K.,,,,
56678,1.1,1,1.028975987,9/29/2022,Norrie C.,,,,
55524,1.25,1,1.028965382,5/11/2022,Tsitsipas S.,,,,
32104,1.18,1,1.028964235,10/1/2012,Tomic B.,,,,
32025,1.09,1,1.028961584,9/21/2012,Tsonga J.W.,,,,
36042,1.18,1,1.028959463,5/3/2014,Berdych T.,,,,
47973,1.1,1,1.02895435,10/23/2018,Federer R.,,,,
48793,2.51,0,1.028950628,3/21/2019,Marterer M.,,,,
37038,1.49,1,1.028931249,8/18/2014,Goffin D.,,,,
54521,1.2,1,1.028927125,1/17/2022,Karatsev A.,,,,
34486,1.05,1,1.028905722,8/18/2013,Lu Y.H.,,,,
40247,1.4,1,1.028895259,1/5/2016,Verdasco F.,,,,
44901,2.66,0,1.028887864,8/25/2017,Struff J.L.,,,,
40614,2.26,0,1.028872843,2/10/2016,Zverev A.,,,,
36921,1.34,1,1.02886908,8/4/2014,Cilic M.,,,,
40810,1.42,1,1.0288514,2/25/2016,Carreno-Busta P.,,,,
45252,1.08,1,1.028850774,10/13/2017,Federer R.,,,,
51321,1.51,1,1.028841774,9/1/2020,Gombos N.,,,,
31588,4.8,0,1.02883069,7/19/2012,Russell M.,,,,
36713,1.53,1,1.02883027,7/15/2014,Gonzalez A.,,,,
34520,2.12,0,1.028820134,8/21/2013,Lu Y.H.,,,,
44346,1.19,1,1.028807299,6/29/2017,Isner J.,,,,
38982,2.4,0,1.028796993,6/10/2015,Haase R.,,,,
44975,1.2,1,1.028787793,8/30/2017,Mannarino A.,,,,
30029,1.35,1,1.028784419,1/18/2012,Tomic B.,,,,
48196,1.22,1,1.028781323,1/9/2019,Struff J.L.,,,,
52106,1.18,1,1.028768939,2/8/2021,Auger-Aliassime F.,,,,
40811,1.29,1,1.028761156,2/25/2016,Dimitrov G.,,,,
40426,1.56,1,1.028758921,1/19/2016,Pella G.,,,,
32735,1.12,1,1.028753929,1/24/2013,Djokovic N.,,,,
41897,6.22,0,1.02875321,7/12/2016,Cervantes I.,,,,
44477,1.19,1,1.028750616,7/10/2017,Federer R.,,,,
42703,1.29,1,1.028748832,10/21/2016,Del Potro J.M.,,,,
54535,1.16,1,1.028743441,1/17/2022,Alcaraz C.,,,,
43562,2.24,0,1.028695572,3/23/2017,King D.,,,,
55994,1.69,1,1.028652235,7/1/2022,Goffin D.,,,,
45043,1.65,1,1.028633185,9/19/2017,Maden Y.,,,,
33326,1.25,1,1.028617312,4/15/2013,Cilic M.,,,,
30237,1.57,1,1.028598998,2/17/2012,Nalbandian D.,,,,
35347,1.95,0,1.028597739,2/7/2014,Mayer L.,,,,
47263,1.33,1,1.028568785,7/28/2018,Bautista Agut R.,,,,
53103,1.14,1,1.028568146,5/31/2021,Munar J.,,,,
55936,1.37,1,1.028547854,6/28/2022,Sock J.,,,,
53721,4.52,0,1.028522737,8/6/2021,Harris L.,,,,
54064,3.79,0,1.028508586,9/28/2021,Kuzmanov D.,,,,
42696,9.87,0,1.028502994,10/20/2016,Elias G.,,,,
55798,1.27,1,1.028481301,6/14/2022,Khachanov K.,,,,
38065,2.83,0,1.02846676,2/17/2015,Nishioka Y.,,,,
54030,1.65,1,1.02843888,9/22/2021,Murray A.,,,,
33862,1.42,1,1.028420753,6/14/2013,Haas T.,,,,
33144,1.18,1,1.028409224,3/11/2013,Tsonga J.W.,,,,
33615,2.55,0,1.02838734,5/19/2013,Berankis R.,,,,
32416,1.66,1,1.028368807,10/29/2012,Simon G.,,,,
45832,6.81,0,1.028365362,2/13/2018,Griekspoor T.,,,,
39994,1.53,1,1.028357259,10/14/2015,Raonic M.,,,,
50037,1.53,1,1.028341959,8/13/2019,Shapovalov D.,,,,
31527,1.29,1,1.028323894,7/14/2012,Almagro N.,,,,
51765,1.22,1,1.028320002,10/22/2020,Sinner J.,,,,
46807,10.36,0,1.028243893,6/5/2018,Cecchinato M.,,,,
40919,1.36,1,1.028240309,3/16/2016,Nadal R.,,,,
44479,1.21,1,1.028225833,7/12/2017,Federer R.,,,,
50891,2.41,0,1.028225793,2/3/2020,Balazs A.,,,,
54646,1.8,1,1.028224783,2/1/2022,Krajinovic F.,,,,
54466,1.89,1,1.02821918,1/11/2022,Kudla D.,,,,
39841,2.26,0,1.028190035,9/25/2015,Sousa J.,,,,
44729,5.71,0,1.028189552,8/4/2017,Paul T.,,,,
49995,2.96,0,1.028165735,8/7/2019,Hurkacz H.,,,,
41273,1.61,1,1.028161877,4/29/2016,Almagro N.,,,,
32977,1.33,1,1.028154894,2/22/2013,Wawrinka S.,,,,
34309,1.08,1,1.028133033,7/29/2013,Granollers M.,,,,
33350,1.72,1,1.028116379,4/16/2013,Melzer J.,,,,
53173,1.17,1,1.028040048,6/4/2021,Zverev A.,,,,
43343,1.11,1,1.028038596,2/24/2017,Kyrgios N.,,,,
35418,1.1,1,1.028038274,2/13/2014,Berdych T.,,,,
43481,6.87,0,1.028027463,3/11/2017,Fognini F.,,,,
47215,1.37,1,1.028025577,7/24/2018,Fritz T.,,,,
54341,1.76,1,1.028021196,11/2/2021,Fritz T.,,,,
36230,1.14,1,1.028015893,5/26/2014,Bellucci T.,,,,
56226,1.37,1,1.028013608,8/2/2022,Rublev A.,,,,
50257,1.34,1,1.028004125,9/17/2019,Donskoy E.,,,,
56231,1.18,1,1.0280014,8/2/2022,Tseng C. H.,,,,
54219,1.61,1,1.027999451,10/19/2021,Fucsovics M.,,,,
55375,1.61,1,1.027993837,4/24/2022,Alcaraz C.,,,,
32887,1.15,1,1.027989312,2/15/2013,Del Potro J.M.,,,,
32271,1.43,1,1.027981037,10/15/2012,Nieminen J.,,,,
48090,2.86,0,1.027973689,12/31/2018,Berdych T.,,,,
34712,1.4,1,1.027971143,9/22/2013,Gulbis E.,,,,
41572,1.51,1,1.027953324,6/1/2016,Goffin D.,,,,
49132,2.85,0,1.027946588,5/7/2019,Chardy J.,,,,
33634,1.57,1,1.027934194,5/21/2013,Monfils G.,,,,
50774,1.4,1,1.027924383,1/21/2020,Simon G.,,,,
51499,1.17,1,1.027916015,9/23/2020,Tsitsipas S.,,,,
45069,1.33,1,1.027880764,9/21/2017,Zverev M.,,,,
54346,5.36,0,1.027874262,11/4/2021,Gaston H.,,,,
54918,1.63,1,1.027870091,2/22/2022,Shapovalov D.,,,,
56768,1.06,1,1.027869287,10/10/2022,Paul T.,,,,
52593,2.8,0,1.027862832,3/29/2021,Korda S.,,,,
53240,1.13,1,1.027846357,6/15/2021,Cilic M.,,,,
49552,1.58,1,1.027806056,6/26/2019,Edmund K.,,,,
45979,1.14,1,1.027799008,2/26/2018,Bautista Agut R.,,,,
57543,1.22,1,1.027791729,2/28/2023,Ymer M.,,,,
49267,1.38,1,1.027782023,5/23/2019,Auger-Aliassime F.,,,,
51891,2.57,0,1.027762197,11/7/2020,Zverev A.,,,,
50764,1.26,1,1.027761523,1/20/2020,Evans D.,,,,
36690,2.8,0,1.027747879,7/14/2014,Krajinovic F.,,,,
56198,1.35,1,1.027742323,7/29/2022,De Minaur A.,,,,
56006,1.07,1,1.02773697,7/3/2022,Djokovic N.,,,,
54422,2.88,0,1.027733555,1/5/2022,Munar J.,,,,
52572,1.83,1,1.027722,3/27/2021,Fucsovics M.,,,,
45617,1.37,1,1.027715835,1/15/2018,Harrison R.,,,,
51559,1.53,1,1.027714583,9/29/2020,Martin A.,,,,
36570,1.18,1,1.027711566,6/26/2014,Raonic M.,,,,
40453,1.17,1,1.027703654,1/21/2016,Lopez F.,,,,
41180,1.33,1,1.027692714,4/21/2016,Pouille L.,,,,
39865,1.11,1,1.027692479,9/29/2015,Pospisil V.,,,,
36714,6.02,0,1.027677353,7/16/2014,Krajinovic F.,,,,
37078,1.95,0,1.027649838,8/25/2014,Kuznetsov An.,,,,
55835,1.19,1,1.027641927,6/19/2022,Berrettini M.,,,,
34330,2.29,0,1.027640762,7/31/2013,Matosevic M.,,,,
38244,1.4,1,1.027637875,3/14/2015,Gulbis E.,,,,
43454,1.8,1,1.027636403,3/9/2017,Gojowczyk P.,,,,
31591,1.13,1,1.027634358,7/19/2012,Monaco J.,,,,
55773,6.07,0,1.027620447,6/12/2022,Van Rijthoven T.,,,,
55201,1.16,1,1.027618392,4/5/2022,Paul T.,,,,
31075,4.34,0,1.027613443,5/29/2012,Rosol L.,,,,
35040,1.1,1,1.027600178,12/30/2013,Verdasco F.,,,,
42403,9.55,0,1.027599127,9/4/2016,Pouille L.,,,,
47459,1.1,1,1.027595813,8/15/2018,Djokovic N.,,,,
54145,1.83,1,1.027578801,10/9/2021,Eubanks C.,,,,
43413,4.54,0,1.0275771,3/1/2017,Querrey S.,,,,
48756,11.27,0,1.027519272,3/12/2019,Kohlschreiber P.,,,,
45460,10.37,0,1.0275192,11/18/2017,Goffin D.,,,,
31443,3.5,0,1.027505991,7/10/2012,Smyczek T.,,,,
40369,10.44,0,1.02750592,1/18/2016,Rubin N.,,,,
57853,1.19,1,1.027505722,3/27/2023,Tsitsipas S.,0.19,3.8,,
44223,3.74,0,1.027495446,6/15/2017,Janowicz J.,,,,
49601,1.07,1,1.027483256,7/1/2019,Auger-Aliassime F.,,,,
56196,3.11,0,1.02747826,7/29/2022,Misolic F.,,,,
47852,1.11,1,1.027471671,10/10/2018,Nishikori K.,,,,
35132,2.76,0,1.027465952,1/7/2014,Lu Y.H.,,,,
35581,1.06,1,1.027463323,2/26/2014,Federer R.,,,,
41912,1.08,1,1.027447368,7/13/2016,Kohlschreiber P.,,,,
33317,1.5,1,1.027447209,4/13/2013,Isner J.,,,,
38601,1.41,1,1.02744422,4/28/2015,Thiem D.,,,,
33315,1.27,1,1.027431306,4/13/2013,Monaco J.,,,,
32610,1.76,1,1.027421981,1/12/2013,Tomic B.,,,,
32956,1.21,1,1.027399298,2/21/2013,Cilic M.,,,,
44889,1.71,1,1.027379377,8/23/2017,Dzumhur D.,,,,
56835,1.24,1,1.02737407,10/18/2022,Ruusuvuori E.,,,,
36190,1.38,1,1.027370245,5/21/2014,Kohlschreiber P.,,,,
41842,1.12,1,1.027352839,7/2/2016,Cilic M.,,,,
52595,1.18,1,1.027347359,3/29/2021,Rublev A.,,,,
49476,1.61,1,1.027325627,6/18/2019,Bautista Agut R.,,,,
49769,2.57,0,1.027306079,7/19/2019,Bublik A.,,,,
57784,1.72,1,1.027304574,3/23/2023,Eubanks C.,0.72,14.4,,
43303,1.1,1,1.027290476,2/21/2017,Sock J.,,,,
47997,1.12,1,1.027284689,10/25/2018,Zverev A.,,,,
41300,1.29,1,1.02725966,5/2/2016,Simon G.,,,,
39147,1.83,1,1.027256571,6/30/2015,Haase R.,,,,
55002,1.14,1,1.027251346,3/10/2022,Brooksby J.,,,,
48340,1.21,1,1.027249347,1/24/2019,Nadal R.,,,,
34406,1.09,1,1.027242735,8/7/2013,Murray A.,,,,
34976,1.34,1,1.027224734,10/29/2013,Gasquet R.,,,,
36835,1.4,1,1.027221191,7/26/2014,Sock J.,,,,
38862,1.18,1,1.02719773,5/25/2015,Klizan M.,,,,
45653,3.02,0,1.027195664,1/16/2018,Verdasco F.,,,,
56620,1.38,1,1.027184174,9/25/2022,Nakashima B.,,,,
37842,1.27,1,1.027181817,1/23/2015,Dimitrov G.,,,,
46590,1.7,1,1.027178818,5/14/2018,Fognini F.,,,,
31493,1.29,1,1.027174389,7/12/2012,Dimitrov G.,,,,
43113,1.2,1,1.027168976,2/6/2017,Giraldo S.,,,,
48212,1.69,1,1.027168035,1/11/2019,Norrie C.,,,,
47352,1.25,1,1.027159776,8/3/2018,Murray A.,,,,
48976,1.08,1,1.027146379,4/18/2019,Djokovic N.,,,,
56275,2.14,1,1.027135132,8/5/2022,Nishioka Y.,,,,
36981,3.01,0,1.027129485,8/11/2014,Becker B.,,,,
30437,2.32,0,1.02712508,3/3/2012,Anderson K.,,,,
54674,1.46,1,1.027124095,2/2/2022,Krajinovic F.,,,,
56792,1.42,1,1.027120359,10/12/2022,Korda S.,,,,
31776,2.44,0,1.027119778,8/15/2012,Troicki V.,,,,
45872,2.83,0,1.027115107,2/16/2018,Bedene A.,,,,
42624,1.17,1,1.027098552,10/12/2016,Raonic M.,,,,
35596,1.46,1,1.027096363,2/26/2014,Simon G.,,,,
43209,1.08,1,1.027075771,2/14/2017,Muller G.,,,,
51722,1.23,1,1.027074691,10/17/2020,Cecchinato M.,,,,
30021,1.09,1,1.027067012,1/17/2012,Giraldo S.,,,,
33206,2.01,0,1.027045431,3/21/2013,Blake J.,,,,
30075,1.09,1,1.027040672,1/22/2012,Federer R.,,,,
45646,3.75,0,1.027040383,1/16/2018,Kudla D.,,,,
37185,1.46,1,1.027034066,9/1/2014,Wawrinka S.,,,,
55191,3.19,0,1.027023131,4/5/2022,Sousa J.,,,,
51112,1.14,1,1.027012281,2/21/2020,Raonic M.,,,,
31842,3.14,0,1.027003657,8/22/2012,Darcis S.,,,,
35964,1.83,1,1.026996423,4/23/2014,Melzer J.,,,,
40319,2.14,0,1.026971141,1/11/2016,De Bakker T.,,,,
36440,1.5,1,1.026968479,6/17/2014,Pavic M.,,,,
45471,3.27,0,1.026962311,1/1/2018,Ojeda Lara R.,,,,
36599,4.5,0,1.026961282,7/2/2014,Dimitrov G.,,,,
33104,1.49,1,1.026958673,3/8/2013,Dodig I.,,,,
47647,2.47,0,1.026941322,9/5/2018,Nishikori K.,,,,
49985,2.04,0,1.026933264,8/6/2019,Albot R.,,,,
53762,1.33,1,1.026932203,8/12/2021,Ruud C.,,,,
44101,1.21,1,1.026929333,5/29/2017,Johnson S.,,,,
53423,1.1,1,1.026925953,7/1/2021,Sonego L.,,,,
45689,1.39,1,1.026922327,1/18/2018,Mannarino A.,,,,
40840,1.41,1,1.026905415,3/10/2016,Mayer L.,,,,
39107,1.29,1,1.026894456,6/24/2015,Querrey S.,,,,
39696,1.34,1,1.026890445,8/31/2015,Verdasco F.,,,,
42758,1.27,1,1.026884962,10/27/2016,Tsonga J.W.,,,,
43317,1.22,1,1.026884306,2/22/2017,Kyrgios N.,,,,
51763,1.16,1,1.02685679,10/22/2020,Raonic M.,,,,
52130,1.06,1,1.026843464,2/8/2021,Zverev A.,,,,
32410,3.92,0,1.026823808,10/28/2012,Del Potro J.M.,,,,
30116,1.49,1,1.026821576,1/31/2012,Mahut N.,,,,
37149,1.08,1,1.026812687,8/28/2014,Wawrinka S.,,,,
37175,1.13,1,1.02681135,8/31/2014,Wawrinka S.,,,,
30322,1.11,1,1.026795116,2/23/2012,Gasquet R.,,,,
52195,1.11,1,1.02677144,2/11/2021,Tsitsipas S.,,,,
49342,1.48,1,1.026765347,5/29/2019,Carreno Busta P.,,,,
49574,5.14,0,1.026747813,7/1/2019,Vesely J.,,,,
43627,1.12,1,1.026743746,3/28/2017,Nishikori K.,,,,
43005,5.83,0,1.026742393,1/16/2017,Estrella Burgos V.,,,,
34346,2.47,0,1.026726219,7/31/2013,Tursunov D.,,,,
43969,1.35,1,1.02671516,5/15/2017,Struff J.L.,,,,
37751,2.64,0,1.026713188,1/19/2015,Sela D.,,,,
36008,1.26,1,1.026702522,4/29/2014,Seppi A.,,,,
43541,3.19,0,1.026696804,3/17/2017,Sock J.,,,,
32336,6,0,1.026692561,10/19/2012,Zemlja G.,,,,
40865,1.39,1,1.026691091,3/12/2016,Tomic B.,,,,
34025,1.45,1,1.026664832,6/28/2013,Dolgopolov O.,,,,
56476,1.38,1,1.02665918,8/30/2022,Tiafoe F.,,,,
41033,2.8,0,1.026631216,4/5/2016,Mathieu P.H.,,,,
45093,1.53,1,1.026626417,9/25/2017,Sela D.,,,,
51804,1.1,1,1.026620597,10/28/2020,Djokovic N.,,,,
41077,1.33,1,1.026605526,4/10/2016,Simon G.,,,,
47231,1.16,1,1.026583118,7/25/2018,Schwartzman D.,,,,
55701,1.16,1,1.02657007,5/28/2022,Ruud C.,,,,
40876,1.29,1,1.026546681,3/12/2016,Millman J.,,,,
35712,1.06,1,1.026530195,3/14/2014,Djokovic N.,,,,
35144,1.9,1,1.026520631,1/8/2014,Garcia-Lopez G.,,,,
36685,1.48,1,1.026507591,7/12/2014,Karlovic I.,,,,
41428,2.2,0,1.026502435,5/18/2016,Seppi A.,,,,
45128,3.28,0,1.026498044,9/29/2017,Dzumhur D.,,,,
47600,1.12,1,1.026461601,8/29/2018,Kyrgios N.,,,,
42434,1.56,1,1.026432864,9/21/2016,Sousa J.,,,,
55261,1.36,1,1.026426586,4/11/2022,De Minaur A.,,,,
33322,4.26,0,1.026420458,4/14/2013,Isner J.,,,,
45293,1.88,0,1.026393369,10/18/2017,Struff J.L.,,,,
40801,2.28,0,1.02638625,2/24/2016,Bedene A.,,,,
43786,1.09,1,1.026377894,4/26/2017,Murray A.,,,,
45425,1.16,1,1.026340699,11/1/2017,Del Potro J.M.,,,,
57154,1.37,1,1.026336123,1/16/2023,Sonego L.,,,,
48734,1.25,1,1.026319319,3/10/2019,Medvedev D.,,,,
43330,1.09,1,1.02631571,2/23/2017,Tsonga J.W.,,,,
46547,1.24,1,1.026313814,5/8/2018,Kohlschreiber P.,,,,
39228,1.05,1,1.026313251,7/6/2015,Federer R.,,,,
53259,2.96,0,1.026310407,6/16/2021,Auger-Aliassime F.,,,,
55787,1.31,1,1.026301707,6/14/2022,Korda S.,,,,
31458,1.17,1,1.026241171,7/10/2012,Gulbis E.,,,,
54340,1.16,1,1.026239209,11/2/2021,Auger-Aliassime F.,,,,
36408,1.24,1,1.02623812,6/13/2014,Nishikori K.,,,,
57178,1.1,1,1.026219442,1/17/2023,Zverev A.,,,,
50656,1.15,1,1.026185022,11/1/2019,Nadal R.,,,,
48309,1.33,1,1.026181805,1/17/2019,Raonic M.,,,,
52176,3.26,0,1.026170388,2/10/2021,Martinez P.,,,,
46358,1.7,1,1.026162744,4/19/2018,Dimitrov G.,,,,
34517,2.88,0,1.026160911,8/21/2013,Melzer J.,,,,
56330,2.51,0,1.026150823,8/12/2022,Ruud C.,,,,
49389,1.1,1,1.026142815,6/2/2019,Federer R.,,,,
48840,1.16,1,1.026135714,3/23/2019,Goffin D.,,,,
53957,1.28,1,1.026127701,9/2/2021,Harris L.,,,,
40464,1.1,1,1.026117011,1/22/2016,Tsonga J.W.,,,,
43489,3.73,0,1.026114499,3/11/2017,Zeballos H.,,,,
54512,1.31,1,1.026098727,1/17/2022,Moutet C.,,,,
48449,1.17,1,1.026095947,2/12/2019,Pella G.,,,,
31382,1.72,1,1.026059119,6/28/2012,Baker B.,,,,
54256,2.1,1,1.026053587,10/23/2021,Karatsev A.,,,,
53425,4.46,0,1.026049884,7/1/2021,Thompson J.,,,,
52741,1.63,1,1.02604308,4/20/2021,Rinderknech A.,,,,
42798,1.65,1,1.026010774,11/1/2016,Sock J.,,,,
50450,1.08,1,1.025983848,10/9/2019,Djokovic N.,,,,
51799,1.1,1,1.025977797,10/27/2020,Ruusuvuori E.,,,,
38292,1.08,1,1.025974339,3/18/2015,Federer R.,,,,
30782,1.5,1,1.02596426,4/25/2012,Gil F.,,,,
38253,1.41,1,1.025957295,3/14/2015,Istomin D.,,,,
51200,1.26,1,1.025920047,2/27/2020,Monfils G.,,,,
55254,1.5,1,1.025872631,4/11/2022,Carreno Busta P.,,,,
47803,2.44,0,1.025856716,10/4/2018,Basilashvili N.,,,,
43104,1.11,1,1.025844777,1/24/2017,Federer R.,,,,
37730,1.94,1,1.025838415,1/15/2015,Troicki V.,,,,
34703,1.45,1,1.025832518,9/20/2013,Gulbis E.,,,,
39460,2.12,0,1.025831477,8/4/2015,Melzer J.,,,,
46156,1.14,1,1.025829653,3/16/2018,Federer R.,,,,
51701,1.95,0,1.025786029,10/15/2020,Ramos-Vinolas A.,,,,
46336,2.32,0,1.025785611,4/17/2018,Lopez F.,,,,
46471,3.5,0,1.025782672,5/1/2018,Basic M.,,,,
53207,1.38,1,1.025781784,6/10/2021,De Minaur A.,,,,
55633,4.94,0,1.025780836,5/24/2022,Gaston H.,,,,
41522,1.27,1,1.025780519,5/25/2016,Ramos-Vinolas A.,,,,
42511,1.23,1,1.025776619,9/30/2016,Dimitrov G.,,,,
55985,1.51,1,1.025773646,7/1/2022,Paul T.,,,,
42570,1.25,1,1.025764506,10/7/2016,Raonic M.,,,,
40735,2.57,0,1.025757857,2/20/2016,Thiem D.,,,,
41042,3.15,0,1.025746393,4/5/2016,Young D.,,,,
51628,1.19,1,1.025742728,10/4/2020,Schwartzman D.,,,,
45706,1.08,1,1.025737538,1/20/2018,Federer R.,,,,
56666,4.95,0,1.025726027,9/29/2022,Broady L.,,,,
47225,1.14,1,1.025723079,7/25/2018,Youzhny M.,,,,
38280,1.15,1,1.025715849,3/17/2015,Nadal R.,,,,
33563,1.26,1,1.025696973,5/12/2013,Gasquet R.,,,,
48825,1.29,1,1.025671651,3/22/2019,Basilashvili N.,,,,
30118,1.96,0,1.025668496,1/31/2012,Cipolla F.,,,,
34055,1.24,1,1.025653852,7/3/2013,Janowicz J.,,,,
50268,1.46,1,1.025650539,9/18/2019,Fucsovics M.,,,,
54514,1.22,1,1.025649414,1/17/2022,Mcdonald M.,,,,
34941,1.45,1,1.025641719,10/24/2013,Janowicz J.,,,,
46048,1.93,1,1.025638227,3/1/2018,Donaldson J.,,,,
38943,1.09,1,1.025628578,6/1/2015,Nadal R.,,,,
49404,1.26,1,1.025625883,6/10/2019,Tsonga J.W.,,,,
55334,1.16,1,1.025583788,4/19/2022,Schwartzman D.,,,,
49352,1.45,1,1.025576683,5/29/2019,Krajinovic F.,,,,
39474,2.6,0,1.025555921,8/5/2015,Lajovic D.,,,,
53144,10.28,0,1.02554773,6/2/2021,Laaksonen H.,,,,
33632,1.14,1,1.025540441,5/21/2013,Fognini F.,,,,
37703,2.23,0,1.025530194,1/13/2015,Falla A.,,,,
56151,1.45,1,1.025522339,7/26/2022,Mcdonald M.,,,,
36809,1.22,1,1.025520216,7/24/2014,Haase R.,,,,
35997,1.36,1,1.025512469,4/28/2014,Matosevic M.,,,,
54182,1.11,1,1.025489388,10/12/2021,Medvedev D.,,,,
46231,1.65,1,1.025487782,3/25/2018,Krajinovic F.,,,,
47422,1.23,1,1.025481385,8/12/2018,Nadal R.,,,,
