match,PSW,win0,confidence0,date,winner,
42900,1.17,0,4.119386022,1/4/2017,Tsonga J.W.,
49015,5.31,1,3.509501604,4/23/2019,Jarry N.,
57489,1.21,0,3.284123535,2/22/2023,Auger-Aliassime F.,
56742,1.26,0,3.106776876,10/6/2022,Tiafoe F.,
50208,1.19,0,3.088487015,8/29/2019,De Minaur A.,
56114,1.22,0,3.018623923,7/21/2022,Alcaraz C.,
49040,1.18,0,3.005549605,4/25/2019,Medvedev D.,
55025,1.2,0,2.963130038,3/12/2022,Norrie C.,
49547,1.28,0,2.807271364,6/26/2019,Verdasco F.,
34849,1.24,0,2.703609779,10/15/2013,Sela D.,
34722,4.04,1,2.639096644,9/24/2013,Cuevas P.,
55517,3.47,1,2.554808332,5/11/2022,Wawrinka S.,
35885,1.34,0,2.521142026,4/15/2014,Dimitrov G.,
34461,1.32,0,2.512827491,8/14/2013,Haas T.,
55872,1.35,0,2.441716458,6/22/2022,Fritz T.,
43036,3.14,1,2.400131094,1/17/2017,Whittington A.,
50481,3.5,1,2.399432093,10/15/2019,Carballes Baena R.,
43322,1.25,0,2.374396886,2/22/2017,Del Potro J.M.,
45080,1.41,0,2.370641927,9/22/2017,Zverev M.,
47770,4.28,1,2.339334983,10/1/2018,Lopez F.,
56059,1.3,0,2.30473992,7/14/2022,Rublev A.,
36968,1.41,0,2.30242953,8/10/2014,Hewitt L.,
53887,1.38,0,2.291141486,8/30/2021,Molcan A.,
50687,3.34,1,2.2798693,1/7/2020,Ilkel C.,
54665,1.44,0,2.27382678,2/1/2022,Munar J.,
48112,1.37,0,2.256409971,1/1/2019,Thompson J.,
52213,3.59,1,2.233822866,2/14/2021,Dimitrov G.,
41131,1.41,0,2.232084401,4/16/2016,Nadal R.,
49116,1.51,0,2.225432901,5/6/2019,Verdasco F.,
41618,1.39,0,2.20850547,6/9/2016,Karlovic I.,
46944,1.34,0,2.203350902,6/26/2018,Lacko L.,
50000,3.39,1,2.193433808,8/7/2019,Gasquet R.,
56805,1.32,0,2.188871527,10/13/2022,Mcdonald M.,
53968,1.5,0,2.174273403,9/2/2021,Schwartzman D.,
42052,2.85,1,2.167010107,7/22/2016,Johnson S.,
32619,3.19,1,2.164459976,1/14/2013,Devvarman S.,
35824,4.36,1,2.155939401,4/8/2014,Carballes Baena R.,
47751,2.6,1,2.146849583,9/28/2018,Fritz T.,
40819,3.49,1,2.132965129,2/26/2016,Cervantes I.,
54399,3.09,1,2.124731459,11/20/2021,Zverev A.,
54029,1.38,0,2.124625383,9/22/2021,Pouille L.,
40383,3.69,1,2.117057704,1/18/2016,Dzumhur D.,
41056,2.73,1,2.114236172,4/7/2016,Garcia-Lopez G.,
47039,3.32,1,2.097216722,7/3/2018,Klahn B.,
57625,1.32,0,2.08745184,3/9/2023,Murray A.,
34838,1.24,0,2.084305683,10/15/2013,Lacko L.,
54182,1.49,0,2.08262341,10/12/2021,Sinner J.,
47226,1.41,0,2.072340651,7/25/2018,Kovalik J.,
43652,1.47,0,2.050370034,4/12/2017,Chardy J.,
35725,3.11,1,2.048481402,3/19/2014,Mannarino A.,
42869,1.41,0,2.048214439,1/3/2017,Youzhny M.,
54054,2.77,1,2.0455108,9/25/2021,Kwon S.W.,
57976,1.4,0,2.028179649,3/31/2023,Koepfer D.,
35734,1.48,0,2.027709845,3/20/2014,Sousa J.,
35020,1.56,0,2.026869058,11/8/2013,Wawrinka S.,
34440,1.5,0,2.023617915,8/13/2013,Isner J.,
52837,2.6,1,2.023322145,4/29/2021,Moutet C.,
37890,1.47,0,2.023134341,2/3/2015,Pouille L.,
33407,1.48,0,2.022890075,4/23/2013,Rosol L.,
33425,1.59,0,2.018122346,4/25/2013,Bellucci T.,
43716,2.7,1,2.012870307,4/18/2017,Muller G.,
43957,2.8,1,2.00699089,5/14/2017,Isner J.,
43766,2.94,1,1.997784276,4/25/2017,Haase R.,
46617,2.64,1,1.996885153,5/16/2018,Ramos-Vinolas A.,
44020,1.3,0,1.996030321,5/22/2017,Chung H.,
52030,1.47,0,1.995406299,2/2/2021,Simon G.,
50646,2.7,1,1.993143001,10/31/2019,Garin C.,
37310,1.41,0,1.989711033,9/30/2014,Gulbis E.,
36042,2.74,1,1.987958075,5/3/2014,Klizan M.,
50484,3.45,1,1.985376334,10/15/2019,Karlovic I.,
42210,2.73,1,1.978157721,8/17/2016,Tomic B.,
47463,2.55,1,1.976951939,8/16/2018,Kyrgios N.,
35025,1.34,0,1.973088234,11/10/2013,Nadal R.,
40160,1.53,0,1.97186313,10/31/2015,Bautista R.,
42286,1.45,0,1.971483951,8/26/2016,Bautista Agut R.,
47740,2.34,1,1.967873957,9/27/2018,Ebden M.,
34159,1.5,0,1.965673089,7/16/2013,Guccione C.,
36680,2.74,1,1.959852247,7/12/2014,Bautista R.,
41267,1.53,0,1.958935475,4/28/2016,Almagro N.,
38029,1.34,0,1.958493571,2/15/2015,Nishikori K.,
34080,1.33,0,1.954560966,7/9/2013,Ram R.,
40231,1.5,0,1.953478995,1/4/2016,Haase R.,
50289,1.53,0,1.948499369,9/20/2019,Tsonga J.W.,
47756,2.68,1,1.947256462,9/29/2018,Nishioka Y.,
33864,3.13,1,1.945622502,6/14/2013,Youzhny M.,
34355,2.72,1,1.934307182,8/1/2013,Tursunov D.,
