match,PSW,win0,confidence0,date,winner,,,correct pred?,
53547,1.44,0,1.598059959,7/19/2021,Kopriva V.,-1,-50,,
49417,2.17,1,1.597950547,6/11/2019,Struff J.L.,1.17,58.5,,
49909,2.15,1,1.597873704,7/31/2019,Chardy J.,1.15,57.5,,
52913,1.79,0,1.596304072,5/10/2021,Cilic M.,-1,-50,,
50959,1.49,0,1.59475802,2/9/2020,Monfils G.,-1,-50,,
52014,1.76,0,1.593822713,2/1/2021,Caruso S.,-1,-50,,
47719,1.68,0,1.593622542,9/25/2018,Querrey S.,-1,-50,,
47541,2.07,0,1.592791884,8/27/2018,Simon G.,-1,-50,,
52855,1.48,0,1.590311889,5/2/2021,Shapovalov D.,-1,-50,,
55141,2.96,1,1.590111467,3/26/2022,Harris L.,1.96,98,,
47396,1.67,0,1.590056712,8/8/2018,Shapovalov D.,-1,-50,,
56390,2.57,1,1.589800128,8/20/2022,Coric B.,1.57,78.5,,
53224,2.41,1,1.589686065,6/14/2021,Troicki V.,1.41,70.5,,
44587,1.94,0,1.588517242,7/25/2017,Kicker N.,-1,-50,,
57469,1.67,0,1.586624489,2/21/2023,Van De Zandschulp B.,-1,-50,,
47365,1.59,0,1.585759728,8/4/2018,Klizan M.,-1,-50,,
54441,1.68,0,1.58543449,1/7/2022,Kokkinakis T.,-1,-50,,
43528,2.65,1,1.584986088,3/15/2017,Sock J.,1.65,82.5,,
47393,1.57,0,1.584915384,8/7/2018,Carreno Busta P.,-1,-50,,
44302,2.28,1,1.583518208,6/24/2017,Lopez F.,1.28,64,,
47307,1.59,0,1.58339481,8/1/2018,Zverev M.,-1,-50,,
47033,1.71,0,1.582368558,7/3/2018,Dzumhur D.,-1,-50,,
44504,1.65,0,1.582285859,7/18/2017,Bagnis F.,-1,-50,,
52868,1.58,0,1.581918068,5/4/2021,De Minaur A.,-1,-50,,
49067,1.61,0,1.581758775,4/30/2019,Schwartzman D.,-1,-50,,
56657,1.6,0,1.581290456,9/28/2022,Cilic M.,-1,-50,,
45473,1.54,0,1.580886475,1/1/2018,Rublev A.,-1,-50,,
45144,1.94,0,1.580251625,10/2/2017,Uchiyama Y.,-1,-50,,
55001,2.5,1,1.579847597,3/10/2022,Eubanks C.,1.5,75,,
44639,1.84,0,1.579522859,7/28/2017,Fognini F.,-1,-50,,
55045,1.69,0,1.579393981,3/13/2022,Schwartzman D.,-1,-50,,
53980,1.74,0,1.578506331,9/4/2021,Otte O.,-1,-50,,
53861,1.76,0,1.576118993,8/25/2021,Tiafoe F.,-1,-50,,
50300,1.7,0,1.57584881,9/21/2019,Tsonga J.W.,-1,-50,,
43654,2.45,1,1.575650671,4/12/2017,Zeballos H.,1.45,72.5,,
54090,1.56,0,1.575319536,9/30/2021,Norrie C.,-1,-50,,
43089,1.64,0,1.575111518,1/21/2017,Dimitrov G.,-1,-50,,
48209,1.83,0,1.573348867,1/10/2019,Simon G.,-1,-50,,
47969,1.69,0,1.572616786,10/23/2018,Fognini F.,-1,-50,,
48025,2.35,1,1.572205654,10/29/2018,Dzumhur D.,1.35,67.5,,
50331,1.55,0,1.571781459,9/26/2019,Carreno Busta P.,-1,-50,,
56574,1.51,0,1.571650898,9/20/2022,Rinderknech A.,-1,-50,,
54306,2.85,1,1.570230095,10/29/2021,Struff J.L.,1.85,92.5,,
50942,1.61,0,1.569806857,2/7/2020,Goffin D.,-1,-50,,
51369,1.58,0,1.569236633,9/4/2020,Auger-Aliassime F.,-1,-50,,
52587,1.66,0,1.567951263,3/28/2021,Sinner J.,-1,-50,,
50384,1.53,0,1.56771787,10/2/2019,Murray A.,-1,-50,,
57403,2.13,1,1.566475807,2/16/2023,Sinner J.,1.13,56.5,,
54841,1.75,0,1.566222919,2/15/2022,Delbonis F.,-1,-50,,
56779,1.73,0,1.565354816,10/11/2022,Murray A.,-1,-50,,
55084,1.71,0,1.564888803,3/16/2022,Fritz T.,-1,-50,,
57423,2.11,1,1.564317975,2/17/2023,Kecmanovic M.,1.11,55.5,,
55252,1.62,0,1.564120002,4/11/2022,Korda S.,-1,-50,,
45514,2.29,1,1.564071543,1/3/2018,Rublev A.,1.29,64.5,,
55445,1.53,0,1.563999264,5/2/2022,De Minaur A.,-1,-50,,
48556,1.74,0,1.563621323,2/20/2019,Evans D.,-1,-50,,
52920,2.14,1,1.563529174,5/10/2021,Delbonis F.,1.14,57,,
52414,1.56,0,1.563253762,3/10/2021,Rune H.,-1,-50,,
46922,1.76,0,1.562973978,6/23/2018,Cilic M.,-1,-50,,
54502,1.69,0,1.560644017,1/13/2022,Murray A.,-1,-50,,
45340,1.74,0,1.560595627,10/23/2017,Herbert P.H.,-1,-50,,
53285,2.45,1,1.560167219,6/20/2021,Mannarino A.,1.45,72.5,,
45703,1.68,0,1.559336912,1/19/2018,Seppi A.,-1,-50,,
50339,2.03,1,1.559105542,9/26/2019,Sousa J.,1.03,51.5,,
43774,2.09,1,1.558274902,4/25/2017,Zeballos H.,1.09,54.5,,
57124,2.58,1,1.557934825,1/11/2023,Kwon S.W.,1.58,79,,
44251,2.33,1,1.557912575,6/19/2017,Rublev A.,1.33,66.5,,
43194,1.7,0,1.55725825,2/13/2017,Nishioka Y.,-1,-50,,
50368,2.18,1,1.557065808,10/1/2019,Opelka R.,1.18,59,,
51927,2.29,1,1.556773763,11/19/2020,Rublev A.,1.29,64.5,,
44576,1.87,0,1.556544858,7/24/2017,Hanfmann Y.,-1,-50,,
50113,1.82,0,1.556276175,8/22/2019,Tiafoe F.,-1,-50,,
54407,1.5,0,1.555140358,1/4/2022,Van De Zandschulp B.,-1,-50,,
46759,1.5,0,1.554593867,5/30/2018,Carreno Busta P.,-1,-50,,
50487,1.57,0,1.554045654,10/15/2019,Kukushkin M.,-1,-50,,
47247,1.58,0,1.553769419,7/26/2018,Ebden M.,-1,-50,,
51933,1.66,0,1.552559566,11/22/2020,Medvedev D.,-1,-50,,
52255,1.74,0,1.552072534,2/24/2021,Nishioka Y.,-1,-50,,
52934,2.17,1,1.551895136,5/11/2021,Millman J.,1.17,58.5,,
45608,1.9,0,1.55152293,1/15/2018,Ruud C.,-1,-50,,
56141,2.14,1,1.551318,7/25/2022,Kwon S.W.,1.14,57,,
45513,1.6,0,1.551273768,1/3/2018,Gojowczyk P.,-1,-50,,
45498,1.84,0,1.551238244,1/2/2018,Mmoh M.,-1,-50,,
52970,1.6,0,1.551201176,5/17/2021,Bedene A.,-1,-50,,
56697,1.67,0,1.550827879,10/1/2022,Shapovalov D.,-1,-50,,
57022,1.6,0,1.549535121,11/15/2022,Auger-Aliassime F.,-1,-50,,
53866,2.75,1,1.549416754,8/26/2021,Ivashka I.,1.75,87.5,,
54418,2.35,1,1.548987418,1/5/2022,Berankis R.,1.35,67.5,,
52294,1.96,0,1.548704078,2/26/2021,Goffin D.,-1,-50,,
46524,2.4,1,1.548655815,5/6/2018,Sousa J.,1.4,70,,
50321,2.4,1,1.547132921,9/25/2019,Ramos-Vinolas A.,1.4,70,,
46090,2.54,1,1.546753638,3/9/2018,Kicker N.,1.54,77,,
47189,1.69,0,1.544749132,7/23/2018,Mayer L.,-1,-50,,
52852,1.57,0,1.544734601,5/2/2021,Ramos-Vinolas A.,-1,-50,,
46007,2.24,1,1.544607449,2/27/2018,Harrison R.,1.24,62,,
53931,1.83,0,1.54450023,8/31/2021,Ramos-Vinolas A.,-1,-50,,
57041,2.08,1,1.544373008,1/2/2023,Carballes Baena R.,1.08,54,,
51323,1.8,0,1.544019571,9/1/2020,Mmoh M.,-1,-50,,
56293,1.58,0,1.543849064,8/9/2022,Norrie C.,-1,-50,,
47646,2.47,1,1.543384628,9/5/2018,Nishikori K.,1.47,73.5,,
47178,1.71,0,1.543185675,7/21/2018,Pella G.,-1,-50,,
56777,2.3,1,1.543121133,10/11/2022,Alvarez Varona N.,1.3,65,,
55125,1.66,0,1.543076439,3/24/2022,Ruusuvuori E.,-1,-50,,
55408,2.26,0,1.543018425,4/28/2022,Gasquet R.,-1,-50,,
43573,1.69,0,1.542965873,3/23/2017,Seppi A.,-1,-50,,
46398,1.74,0,1.542093205,4/24/2018,Fratangelo B.,-1,-50,,
47559,2.29,1,1.542055841,8/28/2018,Ebden M.,1.29,64.5,,
52221,1.68,0,1.541275781,2/16/2021,Djokovic N.,-1,-50,,
49641,2.24,1,1.540235252,7/3/2019,Humbert U.,1.24,62,,
43311,2.23,1,1.540060049,2/21/2017,Garcia-Lopez G.,1.23,61.5,,
47294,1.56,0,1.539215458,7/31/2018,Marterer M.,-1,-50,,
53056,1.65,0,1.539205072,5/26/2021,Delbonis F.,-1,-50,,
50954,2.65,1,1.538603705,2/8/2020,Pospisil V.,1.65,82.5,,
49861,3.15,1,1.538335886,7/27/2019,Basilashvili N.,2.15,107.5,,
52741,2.17,1,1.538330342,4/20/2021,Moutet C.,1.17,58.5,,
47130,1.99,1,1.537749094,7/17/2018,Klizan M.,0.99,49.5,,
52871,2.85,1,1.537594445,5/4/2021,Bublik A.,1.85,92.5,,
56416,2.3,1,1.537077988,8/23/2022,Gasquet R.,1.3,65,,
52205,2.1,0,1.537027284,2/13/2021,Mcdonald M.,-1,-50,,
45372,1.7,0,1.537010763,10/25/2017,Sock J.,-1,-50,,
56397,2.39,1,1.536393721,8/21/2022,Coric B.,1.39,69.5,,
56965,2.16,1,1.536221609,10/31/2022,Ymer M.,1.16,58,,
44505,2,1,1.535307705,7/18/2017,Dutra Silva R.,1,50,,
48628,1.63,0,1.534949217,2/27/2019,Berankis R.,-1,-50,,
46877,2.1,1,1.534901969,6/19/2018,Paire B.,1.1,55,,
56309,2.16,1,1.534726404,8/10/2022,Cilic M.,1.16,58,,
54302,2.2,1,1.534074068,10/28/2021,Van De Zandschulp B.,1.2,60,,
42970,1.7,0,1.533405196,1/11/2017,Sousa J.,-1,-50,,
44188,1.75,0,1.531393234,6/9/2017,Wawrinka S.,-1,-50,,
54396,2.43,1,1.530970192,11/19/2021,Ruud C.,1.43,71.5,,
44555,2.6,1,1.529982081,7/21/2017,Kuznetsov An.,1.6,80,,
50471,1.74,0,1.529365515,10/14/2019,Mannarino A.,-1,-50,,
43576,2.32,1,1.529049266,3/24/2017,Paire B.,1.32,66,,
51500,1.73,0,1.528600117,9/23/2020,Garin C.,-1,-50,,
46460,1.59,0,1.527979463,5/1/2018,Lajovic D.,-1,-50,,
47301,2.52,1,1.527228703,8/1/2018,Copil M.,1.52,76,,
56366,2.12,1,1.525701406,8/17/2022,Fritz T.,1.12,56,,
50722,1.7,0,1.52543073,1/14/2020,Evans D.,-1,-50,,
45494,1.98,1,1.524852468,1/2/2018,Pella G.,0.98,49,,
55580,2.21,0,1.524248317,5/19/2022,Norrie C.,-1,-50,,
50776,2.05,1,1.524212448,1/21/2020,Basilashvili N.,1.05,52.5,,
53546,1.89,0,1.524126792,7/19/2021,Polmans M.,-1,-50,,
47336,2.74,1,1.52380387,8/2/2018,Istomin D.,1.74,87,,
43197,2.01,1,1.523792657,2/13/2017,Mayer L.,1.01,50.5,,
55255,1.53,0,1.523518349,4/11/2022,Schwartzman D.,-1,-50,,
56663,1.76,0,1.523137987,9/28/2022,Albot R.,-1,-50,,
50527,1.76,0,1.522707351,10/17/2019,Chardy J.,-1,-50,,
45903,2.13,1,1.522669399,2/20/2018,Skugor F.,1.13,56.5,,
48760,1.61,0,1.522096351,3/12/2019,Khachanov K.,-1,-50,,
51405,1.85,1,1.52199194,9/9/2020,Sinner J.,0.85,42.5,,
57125,1.68,0,1.521674476,1/11/2023,Ymer M.,-1,-50,,
47406,2.42,1,1.520380116,8/9/2018,Khachanov K.,1.42,71,,
53669,1.65,0,1.520306846,7/30/2021,Ruud C.,-1,-50,,
45744,1.69,0,1.520110939,2/6/2018,Khachanov K.,-1,-50,,
44736,2.23,1,1.519827748,8/4/2017,Kohlschreiber P.,1.23,61.5,,
46806,1.63,0,1.519747436,6/5/2018,Thiem D.,-1,-50,,
54134,1.85,0,1.519388355,10/8/2021,Caruso S.,-1,-50,,
55156,1.59,0,1.519117306,3/27/2022,Sinner J.,-1,-50,,
47243,2.44,1,1.518314909,7/26/2018,Norrie C.,1.44,72,,
55544,2.3,1,1.517982444,5/15/2022,Griekspoor T.,1.3,65,,
44558,2.47,1,1.517369941,7/22/2017,Ferrer D.,1.47,73.5,,
46161,1.87,0,1.516922804,3/21/2018,Donaldson J.,-1,-50,,
56762,2.1,1,1.516874671,10/8/2022,Fritz T.,1.1,55,,
49253,1.54,0,1.515956471,5/22/2019,Fritz T.,-1,-50,,
50285,1.79,0,1.515643267,9/19/2019,Pouille L.,-1,-50,,
46608,1.65,0,1.515128374,5/16/2018,Shapovalov D.,-1,-50,,
57472,1.71,0,1.514499311,2/22/2023,Zapata Miralles B.,-1,-50,,
55005,2.99,1,1.513998896,3/10/2022,Djere L.,1.99,99.5,,
50506,1.68,0,1.513526796,10/16/2019,Lajovic D.,-1,-50,,
48305,1.62,0,1.512303027,1/17/2019,Fognini F.,-1,-50,,
54991,1.99,1,1.511997615,2/26/2022,Baez S.,0.99,49.5,,
54452,2.16,1,1.511780646,1/8/2022,Khachanov K.,1.16,58,,
51184,1.71,0,1.511494955,2/26/2020,Edmund K.,-1,-50,,
47482,2.15,1,1.509725697,8/20/2018,Zeballos H.,1.15,57.5,,
47720,2.08,1,1.509038164,9/25/2018,Bemelmans R.,1.08,54,,
57624,1.66,0,1.508666294,3/8/2023,Giron M.,-1,-50,,
48375,1.59,0,1.508467513,2/6/2019,Tsonga J.W.,-1,-50,,
49940,2.37,1,1.508420492,8/1/2019,Kukushkin M.,1.37,68.5,,
48665,1.68,0,1.508271535,2/28/2019,Auger-Aliassime F.,-1,-50,,
49123,2,0,1.50820832,5/6/2019,Khachanov K.,-1,-50,,
52360,2.07,1,1.507683438,3/6/2021,Rublev A.,1.07,53.5,,
49834,1.34,0,1.50747843,7/25/2019,Zverev A.,-1,-50,,
52505,2.17,1,1.506701767,3/18/2021,Norrie C.,1.17,58.5,,
56173,1.74,0,1.506382985,7/27/2022,Martinez P.,-1,-50,,
53252,1.68,0,1.505911114,6/15/2021,Humbert U.,-1,-50,,
48744,2.29,1,1.505729254,3/11/2019,Nishioka Y.,1.29,64.5,,
53570,2.33,0,1.505026362,7/20/2021,Novak D.,-1,-50,,
55022,2.35,1,1.504683489,3/11/2022,Otte O.,1.35,67.5,,
47419,1.65,0,1.504312492,8/10/2018,Anderson K.,-1,-50,,
53406,1.68,0,1.503880436,6/30/2021,Giron M.,-1,-50,,
47860,2.25,1,1.503816667,10/11/2018,Coric B.,1.25,62.5,,
46879,1.93,0,1.503485025,6/19/2018,Mannarino A.,-1,-50,,
54148,1.94,0,1.502125478,10/9/2021,Millman J.,-1,-50,,
48494,1.8,0,1.501926281,2/15/2019,Schnur B.,-1,-50,,
47137,2.28,1,1.501141942,7/17/2018,Monteiro T.,1.28,64,,
54166,1.54,0,1.501073786,10/10/2021,Harris L.,-1,-50,,
51107,1.83,0,1.500605165,2/20/2020,Shapovalov D.,-1,-50,,
53809,1.74,1,1.500297021,8/18/2021,Paul T.,0.74,37,,
53242,2.15,1,1.500296639,6/15/2021,Bublik A.,1.15,57.5,,
54645,2.11,1,1.499420891,2/1/2022,Tsonga J.W.,1.11,55.5,,
54116,2.33,1,1.499285793,10/7/2021,Taberner C.,1.33,66.5,,
46187,2.51,1,1.499173477,3/22/2018,Basilashvili N.,1.51,75.5,,
45549,1.92,0,1.498500679,1/7/2018,Dzumhur D.,-1,-50,,
51753,1.78,0,1.497984552,10/21/2020,Evans D.,-1,-50,,
57242,2.06,1,1.497786002,1/20/2023,Khachanov K.,1.06,53,,
50998,2.51,1,1.497637665,2/12/2020,Auger-Aliassime F.,1.51,75.5,,
49551,2.42,1,1.4974958,6/26/2019,Troicki V.,1.42,71,,
50050,1.6,0,1.49722036,8/14/2019,Goffin D.,-1,-50,,
57158,1.98,0,1.49720011,1/16/2023,Hijikata R.,-1,-50,,
53846,1.89,1,1.49686863,8/24/2021,Ruusuvuori E.,0.89,44.5,,
47807,1.55,0,1.496696632,10/5/2018,Basilashvili N.,-1,-50,,
49754,1.72,0,1.496197321,7/18/2019,Sousa J.,-1,-50,,
48330,2.22,1,1.495950414,1/20/2019,Bautista Agut R.,1.22,61,,
55026,1.55,0,1.495277485,3/12/2022,Monfils G.,-1,-50,,
56512,2.59,1,1.495229763,8/31/2022,Cachin P.,1.59,79.5,,
47670,1.68,0,1.494964497,9/19/2018,Youzhny M.,-1,-50,,
47663,2.33,1,1.494519379,9/18/2018,Lacko L.,1.33,66.5,,
53993,1.61,0,1.494459981,9/6/2021,Auger-Aliassime F.,-1,-50,,
53715,2.01,1,1.494338939,8/5/2021,Nishikori K.,1.01,50.5,,
49885,2.06,0,1.493882844,7/30/2019,Bublik A.,-1,-50,,
48485,1.81,0,1.493781949,2/15/2019,Wawrinka S.,-1,-50,,
50413,1.6,0,1.493309604,10/5/2019,Thiem D.,-1,-50,,
45829,2.33,1,1.493228629,2/13/2018,Troicki V.,1.33,66.5,,
48648,1.96,0,1.492726905,2/27/2019,Isner J.,-1,-50,,
44210,1.99,1,1.492174229,6/13/2017,Medvedev D.,0.99,49.5,,
49234,2.36,1,1.491863015,5/20/2019,Kudla D.,1.36,68,,
52525,1.88,1,1.491383011,3/24/2021,Mcdonald M.,0.88,44,,
49032,1.68,0,1.491244599,4/25/2019,Berrettini M.,-1,-50,,
46287,2.11,1,1.490080027,4/11/2018,Simon G.,1.11,55.5,,
43104,1.74,0,1.489854911,1/24/2017,Wawrinka S.,-1,-50,,
55047,2.43,1,1.489592584,3/13/2022,Bublik A.,1.43,71.5,,
52942,1.79,0,1.489370398,5/12/2021,Bautista Agut R.,-1,-50,,
49937,2.27,1,1.488765162,8/1/2019,Sonego L.,1.27,63.5,,
56155,1.64,0,1.488424212,7/26/2022,Moutet C.,-1,-50,,
56076,1.79,0,1.487990343,7/18/2022,Khachanov K.,-1,-50,,
54213,2.1,1,1.48739464,10/19/2021,Gerasimov E.,1.1,55,,
53353,1.47,0,1.487208114,6/28/2021,Seppi A.,-1,-50,,
57259,1.64,0,1.486943697,1/22/2023,Korda S.,-1,-50,,
48990,1.6,0,1.486400421,4/22/2019,Paire B.,-1,-50,,
54177,1.63,0,1.486304682,10/11/2021,Khachanov K.,-1,-50,,
48128,1.74,0,1.486034141,1/2/2019,Berdych T.,-1,-50,,
52908,1.68,0,1.485823545,5/9/2021,Zverev A.,-1,-50,,
45406,1.78,0,1.485556407,10/30/2017,Krajinovic F.,-1,-50,,
48365,1.52,0,1.485543676,2/5/2019,Carballes Baena R.,-1,-50,,
47848,1.63,0,1.484854932,10/9/2018,Kukushkin M.,-1,-50,,
49742,2.29,1,1.484568217,7/17/2019,Sandgren T.,1.29,64.5,,
47745,2.65,1,1.483571624,9/28/2018,Verdasco F.,1.65,82.5,,
52393,1.79,0,1.482555656,3/9/2021,Evans D.,-1,-50,,
55773,1.97,1,1.482552104,6/12/2022,Berrettini M.,0.97,48.5,,
57055,2.72,1,1.482065793,1/3/2023,Bautista Agut R.,1.72,86,,
50056,1.71,0,1.481615508,8/14/2019,De Minaur A.,-1,-50,,
55847,2.08,1,1.481164744,6/20/2022,Cressy M.,1.08,54,,
46099,1.88,1,1.480770934,3/10/2018,Fabbiano T.,0.88,44,,
47381,2.71,1,1.480606299,8/7/2018,Auger-Aliassime F.,1.71,85.5,,
44837,1.55,0,1.480555708,8/16/2017,Dimitrov G.,-1,-50,,
52189,1.78,0,1.480250655,2/11/2021,Ruud C.,-1,-50,,
44181,1.69,0,1.479054805,6/5/2017,Nishikori K.,-1,-50,,
53792,1.62,0,1.479013142,8/17/2021,Khachanov K.,-1,-50,,
47991,2.1,1,1.47889557,10/24/2018,Gulbis E.,1.1,55,,
57601,2.23,1,1.478469038,3/3/2023,Rublev A.,1.23,61.5,,
52666,2.48,1,1.478177275,4/10/2021,Munar J.,1.48,74,,
54710,1.96,0,1.47813354,2/5/2022,Bublik A.,-1,-50,,
49157,1.84,0,1.476830958,5/9/2019,Wawrinka S.,-1,-50,,
56880,1.93,0,1.476826942,10/21/2022,De Minaur A.,-1,-50,,
44687,2.07,1,1.476608956,8/2/2017,Kohlschreiber P.,1.07,53.5,,
49543,1.96,1,1.476576809,6/25/2019,Krawietz K.,0.96,48,,
50741,1.92,1,1.476164846,1/16/2020,Isner J.,0.92,46,,
49928,2.38,1,1.475585825,8/1/2019,Edmund K.,1.38,69,,
46700,2.12,1,1.47556661,5/27/2018,Albot R.,1.12,56,,
54648,1.65,0,1.474893861,2/1/2022,Kwon S.W.,-1,-50,,
44094,1.74,0,1.474560935,5/29/2017,Dutra Silva R.,-1,-50,,
48244,2.12,0,1.474499151,1/14/2019,Fabbiano T.,-1,-50,,
55264,1.56,0,1.474489097,4/12/2022,Dimitrov G.,-1,-50,,
50256,2.08,1,1.473608027,9/17/2019,Carballes Baena R.,1.08,54,,
53265,2.23,1,1.473405367,6/17/2021,Basilashvili N.,1.23,61.5,,
52458,1.57,0,1.473397462,3/15/2021,Fucsovics M.,-1,-50,,
51726,2.42,1,1.473391853,10/19/2020,Nishioka Y.,1.42,71,,
52389,1.75,1,1.472508356,3/9/2021,Tabilo A.,0.75,37.5,,
49012,1.59,0,1.472367458,4/23/2019,Ramos-Vinolas A.,-1,-50,,
52941,1.85,0,1.472104234,5/12/2021,Karatsev A.,-1,-50,,
56392,2.04,0,1.471863542,8/21/2022,Monteiro T.,-1,-50,,
53527,1.75,0,1.47183588,7/16/2021,Brooksby J.,-1,-50,,
54049,1.74,0,1.471764981,9/24/2021,Duckworth J.,-1,-50,,
56592,1.6,0,1.471309591,9/21/2022,Wawrinka S.,-1,-50,,
55164,1.65,0,1.470841427,3/28/2022,Fritz T.,-1,-50,,
56197,1.94,0,1.470727879,7/29/2022,Bautista Agut R.,-1,-50,,
44532,2.37,1,1.469703727,7/19/2017,Kuznetsov An.,1.37,68.5,,
50595,1.79,0,1.469195584,10/24/2019,Krajinovic F.,-1,-50,,
56946,2.08,1,1.468620777,10/27/2022,Wawrinka S.,1.08,54,,
56073,1.9,1,1.468571783,7/18/2022,Delbonis F.,0.9,45,,
46752,2.07,1,1.468229811,5/30/2018,Berrettini M.,1.07,53.5,,
46005,2.27,1,1.468166277,2/27/2018,Zeballos H.,1.27,63.5,,
45143,2.06,1,1.467440613,10/2/2017,Tomic B.,1.06,53,,
56751,1.6,0,1.466035886,10/6/2022,Hurkacz H.,-1,-50,,
43262,2.36,1,1.465380103,2/18/2017,Dolgopolov O.,1.36,68,,
46930,2.02,1,1.465273458,6/25/2018,Ferrer D.,1.02,51,,
45977,1.76,0,1.4651423,2/25/2018,Schwartzman D.,-1,-50,,
52486,2.06,0,1.465001644,3/17/2021,Tiafoe F.,-1,-50,,
55569,2.34,1,1.464649633,5/17/2022,Nikles J.,1.34,67,,
49349,1.99,0,1.464290247,5/29/2019,Londero J.I.,-1,-50,,
50514,1.86,0,1.463691615,10/16/2019,Pella G.,-1,-50,,
43230,2.56,1,1.462430649,2/15/2017,Klizan M.,1.56,78,,
47256,2.24,1,1.462396221,7/27/2018,Zopp J.,1.24,62,,
51071,1.94,0,1.462076249,2/18/2020,Sonego L.,-1,-50,,
48034,2.26,0,1.461851485,10/30/2018,Fucsovics M.,-1,-50,,
45133,1.78,0,1.461703634,9/29/2017,Sugita Y.,-1,-50,,
55740,1.83,0,1.461448897,6/7/2022,Griekspoor T.,-1,-50,,
42930,1.68,0,1.46143796,1/8/2017,Mahut N.,-1,-50,,
48794,1.56,0,1.461407432,3/21/2019,Auger-Aliassime F.,-1,-50,,
49424,1.59,0,1.461352948,6/11/2019,Kukushkin M.,-1,-50,,
50078,2.01,1,1.461264425,8/18/2019,Haase R.,1.01,50.5,,
44685,2.44,1,1.460242155,8/2/2017,Olivo R.,1.44,72,,
56684,1.94,1,1.460112656,9/30/2022,Safiullin R.,0.94,47,,
48646,1.6,0,1.459879133,2/27/2019,Ferrer D.,-1,-50,,
50036,1.88,0,1.459526243,8/13/2019,Opelka R.,-1,-50,,
57054,1.62,0,1.45863076,1/3/2023,Korda S.,-1,-50,,
54301,2.51,1,1.457909411,10/28/2021,Cilic M.,1.51,75.5,,
55929,1.98,1,1.457624082,6/28/2022,Sonego L.,0.98,49,,
55382,2.13,1,1.457521876,4/25/2022,Borges N.,1.13,56.5,,
44364,1.59,0,1.457023341,7/3/2017,Mayer F.,-1,-50,,
49935,2.19,1,1.456903882,8/1/2019,Ruud C.,1.19,59.5,,
50396,2.62,1,1.456476416,10/3/2019,Chung H.,1.62,81,,
43232,2.55,1,1.456229983,2/15/2017,Thiem D.,1.55,77.5,,
53001,2.12,1,1.456050756,5/20/2021,Djere L.,1.12,56,,
46322,1.95,1,1.455512425,4/16/2018,Nishikori K.,0.95,47.5,,
56043,2,0,1.455153096,7/13/2022,Bublik A.,-1,-50,,
54125,2.08,1,1.454960949,10/8/2021,Ramos-Vinolas A.,1.08,54,,
47927,1.53,0,1.454827999,10/18/2018,Monfils G.,-1,-50,,
55302,2.18,1,1.454797357,4/18/2022,Kwon S.W.,1.18,59,,
49758,2.02,0,1.454525372,7/18/2019,Lajovic D.,-1,-50,,
47951,1.72,0,1.454421936,10/20/2018,Edmund K.,-1,-50,,
44165,2.36,1,1.454121647,6/2/2017,Carreno Busta P.,1.36,68,,
55479,1.84,1,1.453973858,5/6/2022,Alcaraz C.,0.84,42,,
57462,1.91,0,1.453922154,2/21/2023,Ruusuvuori E.,-1,-50,,
46814,2.67,1,1.453785222,6/11/2018,Copil M.,1.67,83.5,,
47302,1.78,1,1.452795852,8/1/2018,Paul T.,0.78,39,,
57680,2.16,1,1.452652006,3/12/2023,Davidovich Fokina A.,1.16,58,,
50692,2.4,1,1.452584453,1/8/2020,Verdasco F.,1.4,70,,
55431,1.56,0,1.452519682,5/1/2022,Isner J.,-1,-50,,
57048,2.27,1,1.452430513,1/2/2023,Safiullin R.,1.27,63.5,,
55461,2.55,1,1.452248595,5/4/2022,Musetti L.,1.55,77.5,,
50289,1.89,0,1.452242214,9/20/2019,Sousa J.,-1,-50,,
48781,2.21,1,1.451814838,3/20/2019,Tipsarevic J.,1.21,60.5,,
56849,1.95,0,1.451809728,10/19/2022,Carballes Baena R.,-1,-50,,
54035,2.13,1,1.451304008,9/23/2021,Duckworth J.,1.13,56.5,,
56054,2.77,1,1.450908191,7/14/2022,Thiem D.,1.77,88.5,,
54477,2.19,1,1.45018531,1/11/2022,Fucsovics M.,1.19,59.5,,
47426,2.29,1,1.450072969,8/13/2018,Chardy J.,1.29,64.5,,
50982,1.93,1,1.449939474,2/11/2020,Bedene A.,0.93,46.5,,
47894,2.33,1,1.449932645,10/16/2018,Klahn B.,1.33,66.5,,
45854,1.58,0,1.449899559,2/15/2018,Medvedev D.,-1,-50,,
47911,1.95,0,1.449595398,10/17/2018,Otte O.,-1,-50,,
43684,1.72,0,1.449561907,4/15/2017,Kohlschreiber P.,-1,-50,,
45348,2.01,1,1.448986056,10/24/2017,Edmund K.,1.01,50.5,,
48700,2.38,1,1.448630229,3/8/2019,Bolt A.,1.38,69,,
43679,2.26,1,1.448394735,4/14/2017,Coric B.,1.26,63,,
47439,1.72,0,1.448224509,8/14/2018,Fucsovics M.,-1,-50,,
48127,2.15,0,1.448006376,1/2/2019,Munar J.,-1,-50,,
46926,2.23,0,1.447997019,6/24/2018,Cilic M.,-1,-50,,
53244,1.89,0,1.447932421,6/15/2021,Lacko L.,-1,-50,,
52308,2.1,0,1.447714035,3/1/2021,Djere L.,-1,-50,,
53311,1.89,0,1.447517855,6/22/2021,Fucsovics M.,-1,-50,,
50867,1.56,0,1.447287234,1/26/2020,Raonic M.,-1,-50,,
55864,2.2,1,1.447095207,6/22/2022,Giron M.,1.2,60,,
