match,PSW,win0,confidence0,date,winner,,,,,,,
42087,6.02,0,0.836149109,7/25/2016,Diez S.,,,,,,,
46296,1.38,1,0.836138278,4/12/2018,Sousa J.,,,,,,,
36612,2.57,0,0.836114784,7/7/2014,Jaziri M.,,,,,,,
43423,1.32,1,0.836086706,3/2/2017,Schwartzman D.,,,,,,,
41076,1.23,1,0.83606241,4/9/2016,Isner J.,,,,,,,
53336,1.26,1,0.836027116,6/26/2021,Medvedev D.,,,,,,,
39174,1.13,1,0.835994707,6/30/2015,Basilashvili N.,,,,,,,
30496,1.34,1,0.835935268,3/11/2012,Istomin D.,,,,,,,
45416,1.45,1,0.835928757,10/31/2017,Sousa J.,,,,,,,
47562,1.37,1,0.835867816,8/28/2018,Monfils G.,,,,,,,
48479,1.23,1,0.835864086,2/14/2019,Thiem D.,,,,,,,
57240,1.45,1,0.83584663,1/19/2023,Humbert U.,,,,,,,
48945,1.4,1,0.835797459,4/15/2019,Kohlschreiber P.,,,,,,,
29858,1.66,1,0.835769295,1/3/2012,Haas T.,,,,,,,
32992,1.34,1,0.835676523,2/25/2013,Youzhny M.,,,,,,,
48380,1.51,1,0.835640981,2/6/2019,Ivashka I.,,,,,,,
42944,2.63,0,0.835630956,1/9/2017,Jaziri M.,,,,,,,
30112,1.3,1,0.8355039,1/31/2012,Kubot L.,,,,,,,
46635,1.18,1,0.835480859,5/20/2018,Nadal R.,,,,,,,
55169,1.22,1,0.83546633,3/28/2022,Zverev A.,,,,,,,
35922,4.01,0,0.835457967,4/21/2014,Matosevic M.,,,,,,,
30936,2.88,0,0.835447004,5/10/2012,Tipsarevic J.,,,,,,,
33602,5.84,0,0.835430279,5/16/2013,Paire B.,,,,,,,
54761,3.43,0,0.835425273,2/9/2022,Verdasco F.,,,,,,,
55926,1.36,1,0.835389632,6/28/2022,Shapovalov D.,,,,,,,
33588,3,0,0.83534815,5/14/2013,Youzhny M.,,,,,,,
56480,1.18,1,0.83531137,8/30/2022,Hurkacz H.,,,,,,,
48151,1.56,1,0.835304792,1/3/2019,Simon G.,,,,,,,
30634,1.54,1,0.835299328,4/10/2012,Zeballos H.,,,,,,,
57396,1.68,1,0.835238262,2/15/2023,Wawrinka S.,,,,,,,
45089,1.17,1,0.835155599,9/25/2017,Fritz T.,,,,,,,
31591,3.97,0,0.835125861,7/19/2012,Muller G.,,,,,,,
34070,1.18,1,0.835124811,7/9/2013,Mahut N.,,,,,,,
57683,1.13,1,0.835105155,3/13/2023,Fritz T.,,,,,,,
43640,1.45,1,0.835043629,4/10/2017,Robredo T.,,,,,,,
48391,1.4,1,0.834853834,2/7/2019,Klizan M.,,,,,,,
42149,1.07,1,0.834741126,8/4/2016,Isner J.,,,,,,,
55795,2.88,0,0.83467832,6/14/2022,Wawrinka S.,,,,,,,
45208,2.02,0,0.834565944,10/9/2017,Rublev A.,,,,,,,
54677,2.5,0,0.834533143,2/2/2022,Galan D.E.,,,,,,,
51469,3.06,0,0.834460355,9/18/2020,Koepfer D.,,,,,,,
33879,1.62,1,0.834456508,6/17/2013,Garcia-Lopez G.,,,,,,,
54664,2.52,0,0.834292857,2/1/2022,Carballes Baena R.,,,,,,,
54878,3.58,0,0.83414187,2/17/2022,Rinderknech A.,,,,,,,
52194,4.1,0,0.834129121,2/11/2021,Lopez F.,,,,,,,
31415,5.14,0,0.833968134,7/3/2012,Mayer F.,,,,,,,
44193,1.12,1,0.833960457,6/12/2017,Pospisil V.,,,,,,,
36473,1.63,1,0.833935151,6/20/2014,Lopez F.,,,,,,,
41465,1.33,1,0.833934224,5/23/2016,Verdasco F.,,,,,,,
39969,1.18,1,0.833917607,10/12/2015,Kyrgios N.,,,,,,,
35324,5.8,0,0.833818613,2/6/2014,Phau B.,,,,,,,
51459,1.21,1,0.833773808,9/16/2020,Berrettini M.,,,,,,,
55539,1.27,1,0.833751906,5/15/2022,Rune H.,,,,,,,
47141,3.23,0,0.833740928,7/18/2018,Sela D.,,,,,,,
53534,3.43,0,0.833700458,7/16/2021,Coria F.,,,,,,,
45253,1.25,1,0.833692572,10/13/2017,Del Potro J.M.,,,,,,,
57916,2.75,0,0.833679828,3/27/2023,Barrios M.,,,,,,,
53658,1.63,1,0.833627871,7/28/2021,Kyrgios N.,,,,,,,
41781,3.22,0,0.833617077,6/28/2016,Ramos-Vinolas A.,,,,,,,
32280,3.26,0,0.833609263,10/16/2012,Bogomolov A.,,,,,,,
33068,1.14,1,0.833597593,3/1/2013,Djokovic N.,,,,,,,
55650,1.1,1,0.833591399,5/24/2022,Djere L.,,,,,,,
34443,1.4,1,0.833573248,8/13/2013,Wawrinka S.,,,,,,,
37763,1.35,1,0.833458082,1/19/2015,Lacko L.,,,,,,,
49706,1.06,1,0.833396925,7/15/2019,Majchrzak K.,,,,,,,
52871,2.85,0,0.833395138,5/4/2021,Bublik A.,,,,,,,
30724,2.79,0,0.833390825,4/19/2012,Wawrinka S.,,,,,,,
46431,1.43,1,0.833320037,4/27/2018,Bedene A.,,,,,,,
37702,2.89,0,0.833312806,1/13/2015,Andujar P.,,,,,,,
33171,1.11,1,0.833274407,3/15/2013,Djokovic N.,,,,,,,
36728,3.11,0,0.833231284,7/16/2014,Zverev A.,,,,,,,
42870,1.29,1,0.833147684,1/3/2017,Tsonga J.W.,,,,,,,
49627,1.18,1,0.83308846,7/2/2019,Johnson S.,,,,,,,
43783,2.73,0,0.83308716,4/26/2017,Karlovic I.,,,,,,,
54609,1.09,1,0.83299049,1/21/2022,Monfils G.,,,,,,,
32162,1.53,1,0.832989999,10/3/2012,Tipsarevic J.,,,,,,,
41557,1.41,1,0.832985559,5/28/2016,Bautista Agut R.,,,,,,,
32115,1.23,1,0.832979526,10/2/2012,Dodig I.,,,,,,,
50003,1.46,1,0.832966348,8/8/2019,Zverev A.,,,,,,,
38263,1.77,1,0.832961586,3/15/2015,Young D.,,,,,,,
52464,1.16,1,0.832871796,3/16/2021,Zverev A.,,,,,,,
44430,1.21,1,0.832869557,7/5/2017,Querrey S.,,,,,,,
56218,3.5,0,0.832789009,8/1/2022,Ymer M.,,,,,,,
47302,2.44,0,0.832691438,8/1/2018,Murray A.,,,,,,,
30094,1.19,1,0.832494045,1/30/2012,Ljubicic I.,,,,,,,
43258,1.24,1,0.832491805,2/17/2017,Nishikori K.,,,,,,,
53847,1.44,1,0.832474613,8/24/2021,Evans D.,,,,,,,
39845,1.42,1,0.832450733,9/26/2015,Tsonga J.W.,,,,,,,
38404,2.67,0,0.832401384,4/6/2015,Kukushkin M.,,,,,,,
45012,2.35,0,0.832377893,9/2/2017,Goffin D.,,,,,,,
55884,1.39,1,0.832376768,6/23/2022,Draper J.,,,,,,,
45641,1.27,1,0.832375653,1/16/2018,Chung H.,,,,,,,
55160,1.18,1,0.832314857,3/27/2022,Norrie C.,,,,,,,
40576,2.84,0,0.832268956,2/8/2016,Vesely J.,,,,,,,
30030,1.35,1,0.832235793,1/18/2012,Tomic B.,,,,,,,
48904,2.73,0,0.832231428,4/10/2019,Tipsarevic J.,,,,,,,
51581,1.34,1,0.832210218,9/30/2020,Cecchinato M.,,,,,,,
31982,2.19,0,0.832177685,9/17/2012,Garcia-Lopez G.,,,,,,,
37891,1.45,1,0.832164898,2/3/2015,Roger-Vasselin E.,,,,,,,
53653,1.34,1,0.832156345,7/28/2021,Ymer M.,,,,,,,
41596,1.5,1,0.832129776,6/7/2016,Sela D.,,,,,,,
41123,1.46,1,0.832122738,4/14/2016,Wawrinka S.,,,,,,,
52982,1.5,1,0.832103562,5/18/2021,Fognini F.,,,,,,,
47706,1.36,1,0.83208907,9/24/2018,Norrie C.,,,,,,,
39301,1.4,1,0.832007211,7/22/2015,Groth S.,,,,,,,
30816,1.18,1,0.832004365,4/28/2012,Simon G.,,,,,,,
41609,1.18,1,0.83197367,6/9/2016,Del Potro J.M.,,,,,,,
38695,1.66,1,0.831941787,5/6/2015,Tsonga J.W.,,,,,,,
48867,2.28,0,0.831928233,3/27/2019,Shapovalov D.,,,,,,,
35749,3.59,0,0.831905079,3/21/2014,Benneteau J.,,,,,,,
42265,1.97,0,0.831817364,8/23/2016,Robert S.,,,,,,,
40207,1.18,1,0.831749668,11/7/2015,Djokovic N.,,,,,,,
48098,1.23,1,0.83169464,1/1/2019,Pella G.,,,,,,,
56759,2.67,0,0.831668448,10/7/2022,Fritz T.,,,,,,,
41048,1.28,1,0.831660832,4/6/2016,Carreno Busta P.,,,,,,,
57753,1.07,1,0.831645683,3/21/2023,Thompson J.,,,,,,,
34754,1.5,1,0.831628727,9/27/2013,Raonic M.,,,,,,,
41703,1.51,1,0.831436657,6/20/2016,Sela D.,,,,,,,
32288,1.54,1,0.831383827,10/16/2012,Copil M.,,,,,,,
53499,3.06,0,0.831331017,7/13/2021,Gombos N.,,,,,,,
35952,1.4,1,0.831196336,4/22/2014,Ramos A.,,,,,,,
38577,4.08,0,0.831170398,4/25/2015,Garcia-Lopez G.,,,,,,,
57302,1.07,1,0.831099306,2/8/2023,Albot R.,,,,,,,
46540,1.44,1,0.831087647,5/8/2018,Edmund K.,,,,,,,
39810,1.65,1,0.830995709,9/23/2015,Sousa J.,,,,,,,
45039,1.45,1,0.830949423,9/19/2017,Youzhny M.,,,,,,,
36799,1.42,1,0.830947392,7/23/2014,Andujar P.,,,,,,,
34374,2.84,0,0.830905272,8/5/2013,Mayer F.,,,,,,,
54292,1.2,1,0.830829579,10/28/2021,Zverev A.,,,,,,,
49115,1.39,1,0.830766618,5/5/2019,Tsitsipas S.,,,,,,,
36645,1.22,1,0.83076025,7/9/2014,Giraldo S.,,,,,,,
49304,1.63,1,0.83073041,5/27/2019,Harris L.,,,,,,,
39077,1.31,1,0.830702889,6/22/2015,Sela D.,,,,,,,
49337,1.32,1,0.830606958,5/28/2019,Nishioka Y.,,,,,,,
42200,1.42,1,0.830399426,8/16/2016,Tomic B.,,,,,,,
40924,1.4,1,0.830388212,3/18/2016,Raonic M.,,,,,,,
36773,1.43,1,0.830317726,7/22/2014,Haase R.,,,,,,,
47369,1.17,1,0.83007189,8/5/2018,Zverev A.,,,,,,,
47611,1.21,1,0.830035754,8/30/2018,Kyrgios N.,,,,,,,
51095,1.27,1,0.830020254,2/19/2020,Auger-Aliassime F.,,,,,,,
31169,1.29,1,0.83001908,6/12/2012,Stakhovsky S.,,,,,,,
54202,5.68,0,0.830004985,10/15/2021,Fritz T.,,,,,,,
32834,1.31,1,0.829888714,2/12/2013,Levine J.,,,,,,,
43213,1.2,1,0.829797935,2/14/2017,Delbonis F.,,,,,,,
55518,3.47,0,0.829692464,5/11/2022,Wawrinka S.,,,,,,,
53820,3.38,0,0.829663763,8/19/2021,Paire B.,,,,,,,
40804,2.68,0,0.829517948,2/25/2016,Elias G.,,,,,,,
41418,3.33,0,0.829496006,5/17/2016,Mannarino A.,,,,,,,
38691,1.17,1,0.829450509,5/6/2015,Nishikori K.,,,,,,,
31672,1.23,1,0.829431582,7/29/2012,Querrey S.,,,,,,,
32994,1.38,1,0.829424507,2/25/2013,Brands D.,,,,,,,
36982,1.48,1,0.829416326,8/12/2014,Gulbis E.,,,,,,,
46914,1.1,1,0.82941493,6/22/2018,Djokovic N.,,,,,,,
49342,1.48,1,0.829273415,5/29/2019,Paire B.,,,,,,,
35480,1.24,1,0.829268505,2/18/2014,Haas T.,,,,,,,
37900,1.56,1,0.829254039,2/4/2015,Estrella Burgos V.,,,,,,,
42796,1.36,1,0.82920143,11/1/2016,Muller G.,,,,,,,
55037,1.25,1,0.829178989,3/12/2022,Majchrzak K.,,,,,,,
54747,1.49,1,0.829169618,2/8/2022,Delbonis F.,,,,,,,
56042,1.25,1,0.829154636,7/13/2022,Cressy M.,,,,,,,
43419,1.43,1,0.829108822,3/2/2017,Ramos-Vinolas A.,,,,,,,
55185,1.19,1,0.829086074,4/1/2022,Alcaraz C.,,,,,,,
44994,1.43,1,0.829082118,8/31/2017,Schwartzman D.,,,,,,,
55481,1.49,1,0.829080972,5/6/2022,Zverev A.,,,,,,,
36003,1.36,1,0.829035687,4/29/2014,Cuevas P.,,,,,,,
34816,1.34,1,0.828966713,10/11/2013,Tsonga J.W.,,,,,,,
33383,1.26,1,0.828905969,4/22/2013,Gulbis E.,,,,,,,
36065,1.26,1,0.828889124,5/6/2014,Nishikori K.,,,,,,,
36442,1.39,1,0.828872888,6/17/2014,Sousa J.,,,,,,,
40716,1.29,1,0.828843586,2/18/2016,Dolgopolov O.,,,,,,,
47314,1.04,1,0.8288191,8/1/2018,Querrey S.,,,,,,,
55085,1.41,1,0.828809352,3/17/2022,Alcaraz C.,,,,,,,
52547,2.48,0,0.828636836,3/25/2021,Ivashka I.,,,,,,,
57628,1.27,1,0.828505198,3/9/2023,Shelton B.,,,,,,,
44352,1.38,1,0.828482526,6/29/2017,Seppi A.,,,,,,,
51269,1.38,1,0.828461468,8/26/2020,Tsitsipas S.,,,,,,,
48198,2.76,0,0.828445172,1/9/2019,Carreno Busta P.,,,,,,,
55844,1.88,1,0.828435295,6/20/2022,Bublik A.,,,,,,,
41349,1.56,1,0.828385401,5/8/2016,Ramos-Vinolas A.,,,,,,,
36206,1.48,1,0.828270573,5/23/2014,Kohlschreiber P.,,,,,,,
39279,1.38,1,0.828262618,7/21/2015,Kohlschreiber P.,,,,,,,
51450,1.52,1,0.82819697,9/15/2020,Millman J.,,,,,,,
37061,1.42,1,0.828029135,8/20/2014,Goffin D.,,,,,,,
49434,1.63,1,0.827982384,6/12/2019,De Minaur A.,,,,,,,
43479,1.48,1,0.827836822,3/11/2017,Carreno Busta P.,,,,,,,
41792,1.12,1,0.827808399,6/28/2016,Millman J.,,,,,,,
48711,2.56,0,0.827803582,3/9/2019,Kohlschreiber P.,,,,,,,
49727,3.4,0,0.827741731,7/16/2019,Dzumhur D.,,,,,,,
33276,1.01,1,0.827709847,4/9/2013,Laaksonen H.,,,,,,,
47956,1.63,1,0.827647445,10/22/2018,Rublev A.,,,,,,,
45816,1.17,1,0.82751668,2/12/2018,Berdych T.,,,,,,,
47444,1.23,1,0.827466969,8/14/2018,Raonic M.,,,,,,,
52980,1.2,1,0.82736531,5/18/2021,Ivashka I.,,,,,,,
43699,2.6,0,0.827350009,4/17/2017,Almagro N.,,,,,,,
46705,1.56,1,0.82732025,5/28/2018,Simon G.,,,,,,,
43694,1.25,1,0.827313156,4/17/2017,Berdych T.,,,,,,,
36163,1.25,1,0.827288569,5/19/2014,Mayer L.,,,,,,,
38947,1.35,1,0.827227114,6/3/2015,Djokovic N.,,,,,,,
47466,1.41,1,0.827100227,8/17/2018,Djokovic N.,,,,,,,
52241,1.67,1,0.827046276,2/23/2021,Bonzi B.,,,,,,,
55764,2.46,0,0.826947548,6/10/2022,Murray A.,,,,,,,
30626,1.26,1,0.826942978,3/30/2012,Djokovic N.,,,,,,,
50746,1.56,1,0.826879403,1/16/2020,Paul T.,,,,,,,
45573,2.12,0,0.826868413,1/10/2018,Paire B.,,,,,,,
33866,3.15,0,0.826859874,6/14/2013,Hewitt L.,,,,,,,
37800,1.51,1,0.826824411,1/20/2015,Haider-Maurer A.,,,,,,,
56149,1.15,1,0.826760263,7/26/2022,Thiem D.,,,,,,,
41280,1.49,1,0.826640046,4/30/2016,Thiem D.,,,,,,,
44240,2.92,0,0.826589799,6/17/2017,Karlovic I.,,,,,,,
30449,1.47,1,0.826369033,3/8/2012,Ginepri R.,,,,,,,
39481,2.6,0,0.826346298,8/5/2015,Lajovic D.,,,,,,,
31247,1.37,1,0.826323767,6/18/2012,Rochus O.,,,,,,,
55380,1.01,1,0.826237519,4/25/2022,Kecmanovic M.,,,,,,,
32374,1.6,1,0.826226759,10/23/2012,Querrey S.,,,,,,,
56008,1.18,1,0.826208836,7/4/2022,Fritz T.,,,,,,,
49404,5.32,0,0.826113306,6/10/2019,Kecmanovic M.,,,,,,,
44121,1.34,1,0.82606104,5/30/2017,Del Potro J. M.,,,,,,,
47418,3.92,0,0.825994997,8/10/2018,Tsitsipas S.,,,,,,,
47874,1.16,1,0.825992939,10/14/2018,Djokovic N.,,,,,,,
50280,3.16,0,0.825990427,9/19/2019,Sousa J.,,,,,,,
55225,3.92,0,0.825933168,4/7/2022,Molcan A.,,,,,,,
44964,1.57,1,0.825862061,8/30/2017,Dzumhur D.,,,,,,,
42860,1.25,1,0.825658457,1/2/2017,Medvedev D.,,,,,,,
41823,3.3,0,0.825656477,6/30/2016,Evans D.,,,,,,,
48082,1.48,1,0.825637872,12/31/2018,Rublev A.,,,,,,,
49619,1.18,1,0.825550877,7/2/2019,Kukushkin M.,,,,,,,
46862,1.51,1,0.82554962,6/16/2018,Gasquet R.,,,,,,,
49484,1.19,1,0.82553744,6/19/2019,Pouille L.,,,,,,,
32029,1.47,1,0.825451106,9/21/2012,Davydenko N.,,,,,,,
54553,1.18,1,0.825420709,1/18/2022,De Minaur A.,,,,,,,
40928,1.18,1,0.825402021,3/19/2016,Djokovic N.,,,,,,,
40771,1.49,1,0.825398743,2/23/2016,Giraldo S.,,,,,,,
49679,1.36,1,0.825397729,7/6/2019,Berrettini M.,,,,,,,
49174,1.36,1,0.825334626,5/13/2019,Fognini F.,,,,,,,
48095,2.73,0,0.825331235,12/31/2018,Uchiyama Y.,,,,,,,
39452,5.85,0,0.825315039,8/4/2015,Rola B.,,,,,,,
45044,1.63,1,0.825312396,9/19/2017,Paire B.,,,,,,,
50488,3.5,0,0.825215928,10/15/2019,Carballes Baena R.,,,,,,,
32816,1.24,1,0.825171001,2/10/2013,Cilic M.,,,,,,,
47311,1.57,1,0.824915672,8/1/2018,Herbert P.H.,,,,,,,
50998,1.35,1,0.824809177,2/12/2020,Ruud C.,,,,,,,
41413,1.43,1,0.82479263,5/16/2016,Cervantes I.,,,,,,,
30957,1.58,1,0.824686049,5/14/2012,Isner J.,,,,,,,
37241,1.28,1,0.824621942,9/23/2014,Ram R.,,,,,,,
49385,1.71,1,0.824620601,6/1/2019,Fognini F.,,,,,,,
41925,2.63,0,0.824569959,7/14/2016,Brown D.,,,,,,,
35614,1.4,1,0.824472969,2/28/2014,Delbonis F.,,,,,,,
46577,1.2,1,0.824426477,5/12/2018,Zverev A.,,,,,,,
35864,2.71,0,0.82441417,4/13/2014,Verdasco F.,,,,,,,
41830,1.28,1,0.824317551,7/1/2016,Lopez F.,,,,,,,
50958,3.28,0,0.824272363,2/9/2020,Garin C.,,,,,,,
43382,1.33,1,0.824249343,2/28/2017,Fognini F.,,,,,,,
42068,1.52,1,0.82417641,7/23/2016,Zverev A.,,,,,,,
57172,1.09,1,0.824165352,1/16/2023,Shapovalov D.,,,,,,,
42744,2.85,0,0.824116882,10/25/2016,Lorenzi P.,,,,,,,
35190,1.33,1,0.823776076,1/13/2014,Anderson K.,,,,,,,
57448,1.38,1,0.823736564,2/20/2023,Broady L.,,,,,,,
35730,3.11,0,0.823565052,3/19/2014,Mannarino A.,,,,,,,
36044,2.74,0,0.823517643,5/3/2014,Klizan M.,,,,,,,
36658,1.25,1,0.823461424,7/10/2014,Fognini F.,,,,,,,
34125,3.06,0,0.823393836,7/12/2013,Fognini F.,,,,,,,
44927,1.16,1,0.823319138,8/28/2017,Johnson S.,,,,,,,
51463,3.4,0,0.823257216,9/17/2020,Lajovic D.,,,,,,,
52644,1.41,1,0.823239642,4/7/2021,Carreno Busta P.,,,,,,,
47735,2.8,0,0.82314392,9/26/2018,Jaziri M.,,,,,,,
39597,1.47,1,0.823037637,8/19/2015,Janowicz J.,,,,,,,
47452,1.36,1,0.823008165,8/15/2018,Anderson K.,,,,,,,
30085,1.12,1,0.822901487,1/25/2012,Djokovic N.,,,,,,,
45910,1.68,1,0.822891788,2/20/2018,Krajinovic F.,,,,,,,
43115,1.2,1,0.822830384,2/6/2017,Giraldo S.,,,,,,,
46401,4.85,0,0.822604548,4/25/2018,Garcia-Lopez G.,,,,,,,
34855,1.26,1,0.822575419,10/16/2013,De Schepper K.,,,,,,,
34908,1.29,1,0.822518474,10/21/2013,Fognini F.,,,,,,,
32097,1.53,1,0.822471187,10/1/2012,Dolgopolov O.,,,,,,,
53524,1.27,1,0.8224651,7/15/2021,Carreno Busta P.,,,,,,,
45199,1.56,1,0.822379082,10/7/2017,Goffin D.,,,,,,,
57784,1.16,1,0.822202331,3/23/2023,Kokkinakis T.,,,,,,,
47295,1.56,1,0.822129435,7/31/2018,Marterer M.,,,,,,,
54581,1.01,1,0.822117315,1/19/2022,Nadal R.,,,,,,,
51507,1.22,1,0.822045246,9/24/2020,Tsitsipas S.,,,,,,,
38206,2.63,0,0.821888929,2/28/2015,Monaco J.,,,,,,,
56486,1.38,1,0.821873789,8/30/2022,Kwon S.W.,,,,,,,
38604,1.52,1,0.82173543,4/28/2015,Kohlschreiber P.,,,,,,,
38378,1.66,1,0.821710978,3/30/2015,Goffin D.,,,,,,,
41230,1.47,1,0.821707907,4/26/2016,Dutra Silva R.,,,,,,,
46339,2.32,0,0.821215066,4/17/2018,Lopez F.,,,,,,,
55235,1.71,1,0.821177542,4/8/2022,Coria F.,,,,,,,
33801,2.55,0,0.821138985,6/10/2013,Bedene A.,,,,,,,
50565,2.19,0,0.821111722,10/22/2019,Sinner J.,,,,,,,
55159,1.19,1,0.820974599,3/27/2022,Alcaraz C.,,,,,,,
44311,2.51,0,0.820910701,6/26/2017,Haase R.,,,,,,,
38802,1.19,1,0.820802291,5/20/2015,Coric B.,,,,,,,
49722,1.34,1,0.820705681,7/16/2019,Ramos-Vinolas A.,,,,,,,
52278,2.72,0,0.82063897,2/25/2021,Paire B.,,,,,,,
53951,2.19,0,0.820617746,9/1/2021,Fritz T.,,,,,,,
56477,8.17,0,0.820581767,8/30/2022,Coria F.,,,,,,,
54953,1.27,1,0.82051662,2/23/2022,Nishioka Y.,,,,,,,
38232,1.17,1,0.820442505,3/13/2015,Dolgopolov O.,,,,,,,
44926,1.28,1,0.820400156,8/28/2017,Chung H.,,,,,,,
50956,1.61,1,0.820290641,2/8/2020,Garin C.,,,,,,,
46096,2.99,0,0.820285259,3/10/2018,Cuevas P.,,,,,,,
44898,3.18,0,0.820266757,8/24/2017,Coric B.,,,,,,,
47721,1.57,1,0.8200948,9/25/2018,Kukushkin M.,,,,,,,
56633,3.73,0,0.820027021,9/27/2022,Etcheverry T.,,,,,,,
41342,1.15,1,0.820018574,5/7/2016,Djokovic N.,,,,,,,
34998,1.48,1,0.819990595,10/31/2013,Gasquet R.,,,,,,,
36383,1.57,1,0.81998325,6/11/2014,Stepanek R.,,,,,,,
47596,1.27,1,0.819911133,8/29/2018,Raonic M.,,,,,,,
31087,1.24,1,0.819897508,5/29/2012,Dimitrov G.,,,,,,,
37371,1.54,1,0.819855944,10/8/2014,Isner J.,,,,,,,
40385,3.69,0,0.81981769,1/18/2016,Dzumhur D.,,,,,,,
39415,1.39,1,0.819782784,7/30/2015,Seppi A.,,,,,,,
57283,1.58,1,0.819575066,2/7/2023,Mannarino A.,,,,,,,
30729,1.47,1,0.819535265,4/19/2012,Berdych T.,,,,,,,
45195,1.26,1,0.81950981,10/6/2017,Zverev A.,,,,,,,
34130,1.27,1,0.819454168,7/12/2013,Isner J.,,,,,,,
30917,1.56,1,0.819453284,5/8/2012,Dolgopolov O.,,,,,,,
52655,1.28,1,0.819444896,4/8/2021,Musetti L.,,,,,,,
35343,1.4,1,0.819419682,2/7/2014,Monfils G.,,,,,,,
30340,2.66,0,0.819284372,2/25/2012,Llodra M.,,,,,,,
36781,1.21,1,0.819272097,7/22/2014,Cuevas P.,,,,,,,
31629,1.43,1,0.819230704,7/24/2012,Andreev I.,,,,,,,
31487,1.32,1,0.819149741,7/11/2012,Hewitt L.,,,,,,,
50792,1.34,1,0.819121108,1/21/2020,Ymer M.,,,,,,,
32732,1.22,1,0.819080578,1/22/2013,Djokovic N.,,,,,,,
42368,1.42,1,0.819055046,9/1/2016,Carreno Busta P.,,,,,,,
39478,1.36,1,0.818930134,8/5/2015,Kohlschreiber P.,,,,,,,
40781,3.3,0,0.818790548,2/23/2016,Rola B.,,,,,,,
56467,3.89,0,0.818768489,8/29/2022,Fucsovics M.,,,,,,,
39966,1.29,1,0.818682551,10/11/2015,Wawrinka S.,,,,,,,
36936,5.68,0,0.818571926,8/5/2014,Dodig I.,,,,,,,
43837,1.36,1,0.818570785,5/2/2017,Troicki V.,,,,,,,
42007,1.17,1,0.818550518,7/20/2016,Ramos-Vinolas A.,,,,,,,
32935,2.59,0,0.818541595,2/20/2013,Istomin D.,,,,,,,
42864,1.58,1,0.8185291,1/2/2017,Mahut N.,,,,,,,
48192,2.48,0,0.818483572,1/9/2019,Nishioka Y.,,,,,,,
43943,6,0,0.818403482,5/11/2017,Coric B.,,,,,,,
57782,1.33,1,0.818322932,3/23/2023,Humbert U.,,,,,,,
31688,1.23,1,0.818310924,8/1/2012,Querrey S.,,,,,,,
46595,1.37,1,0.818264448,5/14/2018,Goffin D.,,,,,,,
57761,3.2,0,0.818148943,3/21/2023,Alves M.F.,,,,,,,
34353,1.66,1,0.818054249,8/1/2013,Anderson K.,,,,,,,
36058,1.26,1,0.818046927,5/5/2014,Tsonga J.W.,,,,,,,
39997,1.25,1,0.817842654,10/14/2015,Wawrinka S.,,,,,,,
43974,1.14,1,0.81783622,5/16/2017,Cilic M.,,,,,,,
56123,1.24,1,0.817799394,7/22/2022,Ruud C.,,,,,,,
54417,1.51,1,0.81774346,1/5/2022,Cressy M.,,,,,,,
51042,1.62,1,0.817605608,2/16/2020,Monfils G.,,,,,,,
52596,3.06,0,0.817557187,3/29/2021,Hurkacz H.,,,,,,,
36753,1.53,1,0.81749028,7/18/2014,Tomic B.,,,,,,,
47248,3.32,0,0.817480156,7/27/2018,Basilashvili N.,,,,,,,
31530,1.56,1,0.817444641,7/14/2012,Cilic M.,,,,,,,
53752,5.47,0,0.817383249,8/11/2021,Duckworth J.,,,,,,,
51760,1.26,1,0.81736048,10/22/2020,Schwartzman D.,,,,,,,
31030,1.68,1,0.817286576,5/25/2012,Almagro N.,,,,,,,
32829,3.05,0,0.817170829,2/12/2013,Pospisil V.,,,,,,,
33917,2.11,0,0.817156659,6/19/2013,Stepanek R.,,,,,,,
44381,1.38,1,0.817125369,7/3/2017,Bolelli S.,,,,,,,
33614,1.22,1,0.817117066,5/19/2013,Nadal R.,,,,,,,
42247,1.45,1,0.817009453,8/22/2016,Rosol L.,,,,,,,
52873,4.06,0,0.816997201,5/4/2021,Paire B.,,,,,,,
34065,1.53,1,0.816987602,7/8/2013,Isner J.,,,,,,,
51888,1.19,1,0.816931246,11/6/2020,Nadal R.,,,,,,,
57980,1.44,1,0.652856944,3/31/2023,Skatov T.,0.666666667,1.085939008,0,1.664999542,1,0.939960537,
49238,1.15,1,0.816837052,5/20/2019,Jarry N.,,,,,,,
54621,1.04,1,0.816829442,1/23/2022,Nadal R.,,,,,,,
53805,1.29,1,0.816802668,8/18/2021,Carreno Busta P.,,,,,,,
46269,3.2,0,0.816707683,4/10/2018,Arnaboldi A.,,,,,,,
36693,1.25,1,0.816705089,7/14/2014,Gimeno-Traver D.,,,,,,,
50294,2.58,0,0.816630808,9/20/2019,Bedene A.,,,,,,,
55182,6.24,0,0.816625955,3/30/2022,Cerundolo F.,,,,,,,
47659,2.33,0,0.816583104,9/18/2018,Lacko L.,,,,,,,
39296,1.43,1,0.816459695,7/21/2015,Bellucci T.,,,,,,,
47424,1.5,1,0.816458684,8/12/2018,Mannarino A.,,,,,,,
40305,1.18,1,0.816449784,1/9/2016,Djokovic N.,,,,,,,
32696,1.4,1,0.816439322,1/17/2013,Kavcic B.,,,,,,,
45244,1.14,1,0.816407664,10/12/2017,Nadal R.,,,,,,,
37027,1.44,1,0.816395545,8/17/2014,Federer R.,,,,,,,
