match,PSW,win0,confidence0,date,winner,,,,,,,
31544,3.46,0,1.083112336,7/16/2012,Sock J.,,,,,,,
44175,2.74,0,1.08310921,6/4/2017,Carreno Busta P.,,,,,,,
47173,2.99,0,1.083093257,7/20/2018,Granollers M.,,,,,,,
30337,2.38,0,1.08309206,2/25/2012,Becker B.,,,,,,,
50054,1.37,1,1.083089619,8/14/2019,Gasquet R.,,,,,,,
45158,1.29,1,1.083067613,10/3/2017,Raonic M.,,,,,,,
49742,1.83,1,1.083060926,7/17/2019,Zverev M.,,,,,,,
43629,1.31,1,1.08305412,3/28/2017,Goffin D.,,,,,,,
38130,1.33,1,1.0830466,2/24/2015,Monaco J.,,,,,,,
42790,1.4,1,1.083045495,10/31/2016,Simon G.,,,,,,,
32377,2.97,0,1.083026022,10/24/2012,Matosevic M.,,,,,,,
52973,1.38,1,1.08301338,5/18/2021,Khachanov K.,,,,,,,
32872,2.07,0,1.082987115,2/14/2013,Berlocq C.,,,,,,,
48907,1.71,1,1.082954851,4/10/2019,Garin C.,,,,,,,
41896,1.75,0,1.082930491,7/12/2016,Dancevic F.,,,,,,,
51940,2.63,0,1.082881466,1/7/2021,Celikbilek A.,,,,,,,
30664,2.44,0,1.082773821,4/12/2012,Chardy J.,,,,,,,
53445,1.5,1,1.082766499,7/3/2021,Federer R.,,,,,,,
32778,2.54,0,1.082742426,2/6/2013,Nieminen J.,,,,,,,
40964,1.85,0,1.08272516,3/25/2016,Verdasco F.,,,,,,,
50123,1.52,1,1.082691202,8/26/2019,Pouille L.,,,,,,,
34970,2.16,0,1.082686058,10/28/2013,Lopez F.,,,,,,,
57799,1.37,1,1.08267301,3/24/2023,Mannarino A.,,,,,,,
49669,4.27,0,1.08266417,7/5/2019,Humbert U.,,,,,,,
29922,2.34,0,1.082659146,1/10/2012,Mannarino A.,,,,,,,
35364,2.94,0,1.082626685,2/10/2014,Mathieu P.H.,,,,,,,
33306,1.27,1,1.082576901,4/12/2013,Anderson K.,,,,,,,
38191,1.39,1,1.082576257,2/26/2015,Karlovic I.,,,,,,,
30748,1.36,1,1.082573415,4/23/2012,Nieminen J.,,,,,,,
49425,1.35,1,1.08257296,6/11/2019,Goffin D.,,,,,,,
30475,1.47,1,1.082560884,3/10/2012,Roddick A.,,,,,,,
46074,1.98,1,1.082555695,3/8/2018,Marterer M.,,,,,,,
52898,1.25,1,1.082531469,5/6/2021,Thiem D.,,,,,,,
48930,1.4,1,1.082514954,4/14/2019,Wawrinka S.,,,,,,,
43714,1.34,1,1.082469542,4/18/2017,Struff J.L.,,,,,,,
46781,1.71,1,1.08245414,5/31/2018,Johnson S.,,,,,,,
43502,1.24,1,1.082445109,3/12/2017,Nishikori K.,,,,,,,
30860,2.12,0,1.082439831,5/2/2012,Muller G.,,,,,,,
39757,6.3,0,1.082439729,9/3/2015,Bemelmans R.,,,,,,,
56533,1.24,1,1.082433536,9/1/2022,Khachanov K.,,,,,,,
35746,1.36,1,1.082421342,3/20/2014,Sock J.,,,,,,,
44708,1.45,1,1.082395909,8/2/2017,Fratangelo B.,,,,,,,
45370,1.42,1,1.082382398,10/25/2017,Kohlschreiber P.,,,,,,,
55372,2.32,0,1.082367351,4/24/2022,Carreno Busta P.,,,,,,,
40524,1.4,1,1.082332575,2/3/2016,Garcia-Lopez G.,,,,,,,
50547,2.23,0,1.082331146,10/19/2019,Krajinovic F.,,,,,,,
42126,1.32,1,1.082290594,7/28/2016,Dimitrov G.,,,,,,,
55824,1.68,1,1.082241926,6/17/2022,Van De Zandschulp B.,,,,,,,
50840,1.24,1,1.082199063,1/23/2020,Carreno Busta P.,,,,,,,
44809,1.99,0,1.082178829,8/14/2017,Lopez F.,,,,,,,
40325,1.67,1,1.08217706,1/12/2016,Duckworth J.,,,,,,,
37179,4.55,0,1.082165358,8/31/2014,Simon G.,,,,,,,
41384,1.5,1,1.082164177,5/12/2016,Nishikori K.,,,,,,,
44497,1.35,1,1.082124544,7/18/2017,Vesely J.,,,,,,,
32520,2.22,0,1.082046715,1/2/2013,Bedene A.,,,,,,,
55267,1.42,1,1.082032997,4/12/2022,Musetti L.,,,,,,,
31816,1.62,1,1.082024596,8/20/2012,Lu Y.H.,,,,,,,
35689,4.38,0,1.082016978,3/10/2014,Benneteau J.,,,,,,,
35375,1.71,1,1.081992587,2/11/2014,Gulbis E.,,,,,,,
38452,1.72,1,1.081988087,4/12/2015,Klizan M.,,,,,,,
47607,3.78,0,1.081975016,8/30/2018,Sousa J.,,,,,,,
54978,1.52,1,1.081957414,2/24/2022,Ramos-Vinolas A.,,,,,,,
46615,1.42,1,1.081943776,5/16/2018,Carreno Busta P.,,,,,,,
55414,1.38,1,1.081942697,4/28/2022,Auger-Aliassime F.,,,,,,,
48834,1.74,1,1.081905174,3/23/2019,Cecchinato M.,,,,,,,
41292,1.28,1,1.081897485,5/2/2016,Ferrer D.,,,,,,,
33551,1.36,1,1.081893488,5/9/2013,Berdych T.,,,,,,,
34355,1.65,1,1.081893469,8/1/2013,Granollers M.,,,,,,,
50250,1.47,1,1.081883365,9/16/2019,Mannarino A.,,,,,,,
53537,1.71,0,1.081866094,7/17/2021,Krajinovic F.,,,,,,,
47994,1.3,1,1.081863807,10/25/2018,Tsitsipas S.,,,,,,,
30843,2.11,0,1.081851786,5/1/2012,Gulbis E.,,,,,,,
36963,1.31,1,1.081825688,8/8/2014,Federer R.,,,,,,,
40848,1.88,1,1.081820356,3/11/2016,Youzhny M.,,,,,,,
38112,1.49,1,1.081770834,2/21/2015,Karlovic I.,,,,,,,
43212,1.94,0,1.081761074,2/14/2017,Kohlschreiber P.,,,,,,,
30756,2.79,0,1.081754937,4/24/2012,Copil M.,,,,,,,
49151,2.14,0,1.08175002,5/8/2019,Djere L.,,,,,,,
51466,1.49,1,1.081745282,9/17/2020,Ruud C.,,,,,,,
43587,2.01,1,1.081717676,3/25/2017,Karlovic I.,,,,,,,
31944,2.66,0,1.08171452,8/31/2012,Johnson S.,,,,,,,
51903,1.58,1,1.081702014,11/10/2020,Sinner J.,,,,,,,
56974,1.49,1,1.081701625,10/31/2022,Nishioka Y.,,,,,,,
42547,1.33,1,1.081697127,10/4/2016,Kuznetsov An.,,,,,,,
42974,2.47,0,1.081674388,1/12/2017,Johnson S.,,,,,,,
39308,1.31,1,1.081665073,7/22/2015,Fognini F.,,,,,,,
40872,1.28,1,1.08165608,3/12/2016,Verdasco F.,,,,,,,
40239,2.1,0,1.081611764,1/5/2016,Vanni L.,,,,,,,
51838,1.37,1,1.081589228,11/2/2020,Humbert U.,,,,,,,
45175,1.59,1,1.081583425,10/4/2017,Mannarino A.,,,,,,,
43850,2.1,1,1.081567077,5/2/2017,Harrison R.,,,,,,,
33892,2.13,0,1.081555806,6/18/2013,Dodig I.,,,,,,,
50395,1.6,1,1.081516441,10/3/2019,Millman J.,,,,,,,
51311,2.53,0,1.081511877,9/1/2020,Nagal S.,,,,,,,
35980,1.33,1,1.081473721,4/25/2014,Monfils G.,,,,,,,
35108,1.24,1,1.081458487,1/5/2014,Wawrinka S.,,,,,,,
52752,1.42,1,1.081452425,4/20/2021,Goffin D.,,,,,,,
46138,1.46,1,1.081429506,3/13/2018,Mayer L.,,,,,,,
44052,1.48,1,1.081413378,5/25/2017,Wawrinka S.,,,,,,,
55114,1.53,1,1.081392563,3/24/2022,Thompson J.,,,,,,,
53426,2.71,0,1.081375953,7/1/2021,Martinez P.,,,,,,,
49504,1.57,1,1.081348293,6/20/2019,Bautista Agut R.,,,,,,,
38903,1.97,1,1.081318092,5/27/2015,Muller G.,,,,,,,
36986,1.23,1,1.08130364,8/12/2014,Wawrinka S.,,,,,,,
55954,1.5,1,1.081299586,6/28/2022,Molcan A.,,,,,,,
56389,1.32,1,1.081295855,8/19/2022,Tsitsipas S.,,,,,,,
51217,1.36,1,1.08126903,2/29/2020,Djokovic N.,,,,,,,
42975,1.8,0,1.081266662,1/12/2017,Baghdatis M.,,,,,,,
33422,1.47,1,1.081260145,4/24/2013,Ramos A.,,,,,,,
50774,1.35,1,1.081202125,1/21/2020,Verdasco F.,,,,,,,
55967,1.25,1,1.081172164,6/29/2022,Kecmanovic M.,,,,,,,
43082,2.56,0,1.081140712,1/20/2017,Evans D.,,,,,,,
53710,3.01,0,1.081107481,8/4/2021,Mcdonald M.,,,,,,,
33549,1.39,1,1.081101093,5/9/2013,Tsonga J.W.,,,,,,,
35860,1.26,1,1.08108682,4/12/2014,Almagro N.,,,,,,,
51121,2.49,0,1.081042553,2/22/2020,Nishioka Y.,,,,,,,
38617,1.68,1,1.081035132,4/29/2015,Giraldo S.,,,,,,,
49450,1.37,1,1.081002105,6/14/2019,Raonic M.,,,,,,,
41526,2.94,0,1.08099295,5/25/2016,Gabashvili T.,,,,,,,
42460,1.61,1,1.08099171,9/23/2016,Pouille L.,,,,,,,
40918,1.36,1,1.08097746,3/16/2016,Nadal R.,,,,,,,
55296,2.14,1,1.08097109,4/15/2022,Dimitrov G.,,,,,,,
54496,1.48,1,1.080968624,1/13/2022,Moutet C.,,,,,,,
40595,2.88,0,1.080963968,2/9/2016,Chung H.,,,,,,,
38454,3.22,0,1.080953932,4/12/2015,Estrella Burgos V.,,,,,,,
39134,2.95,0,1.080948854,6/29/2015,Broady L.,,,,,,,
31560,1.85,1,1.080929145,7/17/2012,Ramos A.,,,,,,,
48933,2.27,0,1.080906211,4/14/2019,Paire B.,,,,,,,
34983,1.63,1,1.080890544,10/29/2013,Dodig I.,,,,,,,
47558,1.52,1,1.080876969,8/28/2018,Pouille L.,,,,,,,
36903,1.41,1,1.080849073,8/1/2014,Giraldo S.,,,,,,,
30314,1.42,1,1.080840452,2/23/2012,Stepanek R.,,,,,,,
36465,1.88,0,1.080818266,6/19/2014,Istomin D.,,,,,,,
48372,3.04,0,1.08079424,2/6/2019,Krajinovic F.,,,,,,,
37243,2.62,0,1.080788912,9/23/2014,Petzschner P.,,,,,,,
57028,1.37,1,1.080746152,11/18/2022,Djokovic N.,,,,,,,
51619,1.22,1,1.080732423,10/3/2020,Dimitrov G.,,,,,,,
37298,1.39,1,1.080705612,9/30/2014,Chardy J.,,,,,,,
51985,1.41,1,1.080672896,1/12/2021,Hurkacz H.,,,,,,,
48936,2.19,0,1.080668757,4/15/2019,Fognini F.,,,,,,,
46066,1.38,1,1.080667763,3/4/2018,Fognini F.,,,,,,,
39265,3.28,0,1.080633497,7/16/2015,Brown D.,,,,,,,
56022,1.85,1,1.080612293,7/11/2022,Djere L.,,,,,,,
50900,1.71,0,1.080610447,2/4/2020,Milojevic N.,,,,,,,
41212,1.78,1,1.080606702,4/25/2016,Schwartzman D.,,,,,,,
55775,1.74,1,1.08059676,6/13/2022,De Minaur A.,,,,,,,
43747,1.49,1,1.080583597,4/24/2017,Lorenzi P.,,,,,,,
56508,1.76,1,1.080551151,8/31/2022,Galan D.E.,,,,,,,
40727,1.3,1,1.080546854,2/19/2016,Nadal R.,,,,,,,
42997,1.32,1,1.080546098,1/16/2017,Evans D.,,,,,,,
49514,2.73,0,1.080542794,6/22/2019,Lopez F.,,,,,,,
41253,1.54,1,1.080523412,4/27/2016,Paire B.,,,,,,,
30973,1.28,1,1.08052245,5/15/2012,Murray A.,,,,,,,
43663,1.85,1,1.080518178,4/13/2017,Johnson S.,,,,,,,
44031,1.3,1,1.080515616,5/23/2017,Anderson K.,,,,,,,
32360,2.06,1,1.080486003,10/23/2012,Ebden M.,,,,,,,
45719,4.4,0,1.080461962,1/22/2018,Chung H.,,,,,,,
47576,2.04,0,1.080437846,8/28/2018,Kukushkin M.,,,,,,,
35733,1.37,1,1.080431616,3/20/2014,Bautista R.,,,,,,,
37049,3.79,0,1.080427885,8/19/2014,Mahut N.,,,,,,,
30299,1.4,1,1.08042686,2/22/2012,Llodra M.,,,,,,,
52955,1.18,1,1.080417176,5/13/2021,Djokovic N.,,,,,,,
32348,1.66,1,1.080405802,10/21/2012,Berdych T.,,,,,,,
40894,1.36,1,1.080396672,3/14/2016,Goffin D.,,,,,,,
36139,1.37,1,1.080394741,5/14/2014,Murray A.,,,,,,,
52103,1.33,1,1.08039344,2/8/2021,Tiafoe F.,,,,,,,
42072,1.79,1,1.080392975,7/23/2016,Lorenzi P.,,,,,,,
39373,1.16,1,1.080387969,7/28/2015,Sousa J.,,,,,,,
32977,2.37,0,1.080371575,2/22/2013,Sock J.,,,,,,,
53757,4.74,0,1.080362344,8/11/2021,Lajovic D.,,,,,,,
40685,4.13,0,1.080342256,2/16/2016,Krajicek A.,,,,,,,
38072,3.64,0,1.080295016,2/18/2015,Haider-Maurer A.,,,,,,,
45806,1.98,0,1.080292272,2/12/2018,Sela D.,,,,,,,
32523,3.52,0,1.080250875,1/2/2013,Lorenzi P.,,,,,,,
56785,2.3,0,1.080246563,10/11/2022,Alvarez Varona N.,,,,,,,
34811,3.32,0,1.080236335,10/10/2013,Almagro N.,,,,,,,
53506,2.42,0,1.080227883,7/14/2021,Brooksby J.,,,,,,,
38087,1.28,1,1.080218081,2/19/2015,Cuevas P.,,,,,,,
52561,2.75,0,1.080188682,3/26/2021,Norrie C.,,,,,,,
35661,1.85,1,1.080187304,3/8/2014,Nieminen J.,,,,,,,
34755,1.3,1,1.080155096,9/27/2013,Wawrinka S.,,,,,,,
44975,1.61,1,1.080133849,8/30/2017,Troicki V.,,,,,,,
43826,2.24,0,1.080116871,5/1/2017,Hanfmann Y.,,,,,,,
36554,2.11,1,1.080110362,6/25/2014,Chardy J.,,,,,,,
57361,1.41,1,1.080089389,2/13/2023,Dimitrov G.,,,,,,,
31235,2.23,0,1.080084149,6/16/2012,Haas T.,,,,,,,
47258,2.21,0,1.080076127,7/27/2018,Ebden M.,,,,,,,
39106,1.63,1,1.080059129,6/24/2015,Dolgopolov O.,,,,,,,
34379,1.68,1,1.080051341,8/5/2013,Klizan M.,,,,,,,
36630,2.7,0,1.080039678,7/8/2014,Krajicek A.,,,,,,,
40324,1.63,1,1.080007734,1/12/2016,Muller G.,,,,,,,
57330,2.3,0,1.080006758,2/10/2023,Dellien H.,,,,,,,
42954,2.15,0,1.079990459,1/10/2017,Lu Y.H.,,,,,,,
50235,3.04,0,1.079961317,9/1/2019,Dimitrov G.,,,,,,,
46410,1.54,1,1.079955802,4/25/2018,Ramos-Vinolas A.,,,,,,,
51640,1.3,1,1.079946658,10/9/2020,Djokovic N.,,,,,,,
55751,2.27,0,1.079931897,6/9/2022,Simon G.,,,,,,,
57174,2.59,0,1.079917351,1/16/2023,Mcdonald M.,,,,,,,
38855,1.21,1,1.079904219,5/25/2015,Robredo T.,,,,,,,
47395,1.93,0,1.07990203,8/8/2018,Tsitsipas S.,,,,,,,
46078,2,1,1.079896882,3/9/2018,Bhambri Y.,,,,,,,
52004,2.74,0,1.079882952,2/1/2021,Mcdonald M.,,,,,,,
42783,1.68,1,1.079882276,10/31/2016,Carreno Busta P.,,,,,,,
32497,1.7,1,1.0798629,1/1/2013,Millman J.,,,,,,,
38178,1.38,1,1.079858371,2/25/2015,Almagro N.,,,,,,,
35831,1.38,1,1.079856209,4/9/2014,Lopez F.,,,,,,,
39304,2.24,0,1.079836258,7/22/2015,Sousa J.,,,,,,,
34657,1.65,1,1.079830279,9/16/2013,Querrey S.,,,,,,,
36143,1.38,1,1.079804529,5/15/2014,Ferrer D.,,,,,,,
43529,1.36,1,1.079795027,3/15/2017,Djokovic N.,,,,,,,
43154,1.43,1,1.079773316,2/9/2017,Chardy J.,,,,,,,
42775,3.41,0,1.079765858,10/28/2016,Zverev M.,,,,,,,
43519,2.21,0,1.079732828,3/14/2017,Jaziri M.,,,,,,,
53640,2.43,0,1.079698911,7/27/2021,Altmaier D.,,,,,,,
31665,1.73,1,1.079679528,7/27/2012,Russell M.,,,,,,,
55766,1.4,1,1.079676533,6/10/2022,Auger-Aliassime F.,,,,,,,
43478,1.83,0,1.079643703,3/11/2017,Kohlschreiber P.,,,,,,,
35705,4.43,0,1.079632634,3/12/2014,Anderson K.,,,,,,,
34922,2.7,0,1.079620282,10/22/2013,Brands D.,,,,,,,
50506,1.29,1,1.079607574,10/16/2019,Khachanov K.,,,,,,,
57608,2.69,0,1.079568322,3/4/2023,De Minaur A.,,,,,,,
47378,1.66,1,1.079565516,8/7/2018,Dimitrov G.,,,,,,,
31649,1.57,1,1.07956116,7/26/2012,Malisse X.,,,,,,,
35564,2.94,0,1.079529504,2/25/2014,Ward J.,,,,,,,
35591,1.52,1,1.079508949,2/26/2014,Anderson K.,,,,,,,
46280,1.3,1,1.079508575,4/11/2018,Fritz T.,,,,,,,
51514,1.34,1,1.079467174,9/27/2020,Koepfer D.,,,,,,,
37294,2.33,0,1.079435899,9/30/2014,Melzer J.,,,,,,,
50590,3.64,0,1.079425752,10/24/2019,Opelka R.,,,,,,,
42926,1.68,1,1.079350333,1/7/2017,Medvedev D.,,,,,,,
39733,1.34,1,1.079337442,9/2/2015,Robredo T.,,,,,,,
34854,1.38,1,1.079334492,10/16/2013,Paire B.,,,,,,,
42956,1.6,1,1.079332876,1/11/2017,Kohlschreiber P.,,,,,,,
49771,2.06,1,1.079331374,7/19/2019,Ramos-Vinolas A.,,,,,,,
32571,1.71,1,1.079329848,1/8/2013,Stepanek R.,,,,,,,
55672,1.48,1,1.079318917,5/25/2022,Khachanov K.,,,,,,,
54341,1.76,1,1.079293621,11/2/2021,Fritz T.,,,,,,,
44041,1.52,1,1.079285363,5/24/2017,Tsonga J.W.,,,,,,,
42106,1.22,1,1.079283586,7/27/2016,Monfils G.,,,,,,,
51678,1.57,1,1.079276165,10/14/2020,Safiullin R.,,,,,,,
37112,1.66,1,1.079260974,8/26/2014,Karlovic I.,,,,,,,
33304,1.56,1,1.079260892,4/11/2013,Anderson K.,,,,,,,
47652,2.34,0,1.079251119,9/17/2018,Berankis R.,,,,,,,
35470,1.39,1,1.079225299,2/18/2014,Delbonis F.,,,,,,,
37979,1.55,1,1.079218701,2/10/2015,Harrison R.,,,,,,,
37009,1.26,1,1.079214542,8/14/2014,Raonic M.,,,,,,,
30734,2.47,0,1.079212882,4/20/2012,Simon G.,,,,,,,
34926,3.61,0,1.079206366,10/23/2013,Llodra M.,,,,,,,
42407,1.3,1,1.079204575,9/5/2016,Nishikori K.,,,,,,,
37187,1.46,1,1.079122159,9/1/2014,Wawrinka S.,,,,,,,
29891,3.26,0,1.079109676,1/5/2012,Sugita Y.,,,,,,,
33158,2.4,0,1.079082578,3/12/2013,Haas T.,,,,,,,
54372,1.36,1,1.079060337,11/10/2021,Tiafoe F.,,,,,,,
57895,2.23,0,1.079043941,3/27/2023,Eubanks C.,,,,,,,
32394,2.73,0,1.079036811,10/25/2012,Mathieu P.H.,,,,,,,
47690,3.23,0,1.0790298,9/20/2018,Albot R.,,,,,,,
54278,2.14,0,1.079029683,10/26/2021,Andujar P.,,,,,,,
50492,1.38,1,1.079012141,10/15/2019,Popyrin A.,,,,,,,
51711,1.37,1,1.079010107,10/16/2020,Bautista Agut R.,,,,,,,
36438,1.73,1,1.079009814,6/17/2014,Melzer J.,,,,,,,
34907,1.33,1,1.078997399,10/21/2013,Dolgopolov O.,,,,,,,
54801,1.42,1,1.078983832,2/13/2022,Brooksby J.,,,,,,,
42227,2.22,0,1.078949898,8/18/2016,Dimitrov G.,,,,,,,
48511,1.7,1,1.078873719,2/18/2019,Istomin D.,,,,,,,
34199,1.51,1,1.078860422,7/18/2013,Monaco J.,,,,,,,
36520,1.31,1,1.078816538,6/24/2014,Kohlschreiber P.,,,,,,,
55905,1.24,1,1.078785245,6/27/2022,Isner J.,,,,,,,
44958,1.71,1,1.078782399,8/30/2017,Jaziri M.,,,,,,,
35946,3.85,0,1.078757106,4/22/2014,Cervantes I.,,,,,,,
38891,6.1,0,1.078749792,5/27/2015,Rosol L.,,,,,,,
48382,3.82,0,1.078722327,2/6/2019,Cachin P.,,,,,,,
51335,1.71,1,1.078706551,9/2/2020,O Connell C.,,,,,,,
39501,3.29,0,1.078692808,8/7/2015,Sock J.,,,,,,,
46188,2.71,0,1.078685072,3/22/2018,Kuhn N.,,,,,,,
47685,3.83,0,1.078629476,9/20/2018,Berankis R.,,,,,,,
53080,5.07,0,1.078624524,5/30/2021,Giron M.,,,,,,,
34120,1.38,1,1.078621476,7/11/2013,Fognini F.,,,,,,,
33466,1.83,1,1.078620048,4/30/2013,Monfils G.,,,,,,,
44754,1.74,1,1.07861859,8/7/2017,Schwartzman D.,,,,,,,
42189,4.26,0,1.078611315,8/15/2016,Benneteau J.,,,,,,,
53729,1.31,1,1.078599938,8/9/2021,Harris L.,,,,,,,
36489,1.63,1,1.078592155,6/23/2014,Becker B.,,,,,,,
35844,1.3,1,1.078578211,4/10/2014,Sock J.,,,,,,,
36540,3.44,0,1.078577518,6/24/2014,Dancevic F.,,,,,,,
49715,1.47,1,1.078538216,7/16/2019,Lorenzi P.,,,,,,,
47476,2.88,0,1.078508517,8/18/2018,Goffin D.,,,,,,,
34310,1.36,1,1.078470614,7/29/2013,Montanes A.,,,,,,,
51179,1.31,1,1.07846789,2/26/2020,Khachanov K.,,,,,,,
40047,2.16,0,1.078424175,10/20/2015,Lorenzi P.,,,,,,,
50979,1.33,1,1.078410861,2/11/2020,Rublev A.,,,,,,,
42622,1.23,1,1.07838965,10/12/2016,Wawrinka S.,,,,,,,
48428,2.11,0,1.078383613,2/11/2019,Kukushkin M.,,,,,,,
44065,1.56,1,1.078370258,5/28/2017,Bellucci T.,,,,,,,
47722,2.94,0,1.078344618,9/25/2018,Harris L.,,,,,,,
46012,1.29,1,1.078342756,2/27/2018,Kicker N.,,,,,,,
31955,1.69,1,1.078342329,9/2/2012,Wawrinka S.,,,,,,,
41863,1.27,1,1.078336662,7/6/2016,Berdych T.,,,,,,,
52577,2.25,0,1.078331977,3/27/2021,Mannarino A.,,,,,,,
53510,1.55,1,1.07833075,7/14/2021,Rinderknech A.,,,,,,,
42162,1.3,1,1.078329315,8/10/2016,Almagro N.,,,,,,,
53709,2.78,0,1.07832869,8/4/2021,Berankis R.,,,,,,,
45319,1.25,1,1.07831129,10/20/2017,Dimitrov G.,,,,,,,
52699,1.27,1,1.0783102,4/14/2021,Bautista Agut R.,,,,,,,
51113,1.47,1,1.078284534,2/21/2020,Tsitsipas S.,,,,,,,
29921,2.31,0,1.078283908,1/9/2012,Falla A.,,,,,,,
41252,1.28,1,1.078245675,4/27/2016,Kyrgios N.,,,,,,,
40559,1.85,1,1.078234726,2/5/2016,Mathieu P.H.,,,,,,,
36309,1.43,1,1.078229546,5/30/2014,Berdych T.,,,,,,,
45568,2.57,0,1.078215928,1/9/2018,Lacko L.,,,,,,,
53545,1.61,1,1.078210301,7/18/2021,Anderson K.,,,,,,,
42281,2.63,0,1.078198198,8/25/2016,Troicki V.,,,,,,,
43754,2.11,0,1.078145073,4/24/2017,Djere L.,,,,,,,
53570,1.68,1,1.078085339,7/20/2021,Griekspoor T.,,,,,,,
41977,1.99,0,1.078082706,7/19/2016,Duckworth J.,,,,,,,
52602,1.26,1,1.078052169,3/30/2021,Tsitsipas S.,,,,,,,
43718,3.27,0,1.078033637,4/19/2017,Struff J.L.,,,,,,,
52269,1.24,1,1.077992753,2/24/2021,Bublik A.,,,,,,,
51660,2.02,0,1.077971446,10/13/2020,Carballes Baena R.,,,,,,,
44833,1.6,1,1.077970187,8/16/2017,Kyrgios N.,,,,,,,
51152,4.18,0,1.07796837,2/25/2020,Struff J.L.,,,,,,,
48071,1.49,1,1.077938719,11/14/2018,Cilic M.,,,,,,,
47292,1.44,1,1.077928341,7/31/2018,Klizan M.,,,,,,,
54906,2.46,0,1.077926513,2/20/2022,Rublev A.,,,,,,,
42942,2.06,0,1.077920415,1/9/2017,Klein B.,,,,,,,
44805,1.65,1,1.077904886,8/13/2017,Muller G.,,,,,,,
43377,1.43,1,1.077892284,2/28/2017,Verdasco F.,,,,,,,
46790,1.21,1,1.077870183,6/2/2018,Cilic M.,,,,,,,
32635,2.25,0,1.077858702,1/14/2013,Smyczek T.,,,,,,,
50753,1.71,1,1.077854553,1/18/2020,Humbert U.,,,,,,,
56576,1.73,1,1.077815085,9/20/2022,Daniel T.,,,,,,,
31933,2.08,0,1.077808781,8/31/2012,Zemlja G.,,,,,,,
32144,1.69,1,1.077778774,10/2/2012,Seppi A.,,,,,,,
57236,1.23,1,1.07777813,1/19/2023,Rublev A.,,,,,,,
57622,1.48,1,1.077733734,3/8/2023,Humbert U.,,,,,,,
38726,2.06,0,1.07769176,5/11/2015,Ilhan M.,,,,,,,
31759,2.9,0,1.077689095,8/13/2012,Davydenko N.,,,,,,,
41148,1.71,1,1.077668228,4/19/2016,Haase R.,,,,,,,
52667,2.48,0,1.077663333,4/10/2021,Munar J.,,,,,,,
30823,2.16,0,1.077638582,4/30/2012,Lorenzi P.,,,,,,,
52421,2.45,0,1.077621433,3/11/2021,Galan D.E.,,,,,,,
41856,2.36,0,1.07761808,7/4/2016,Querrey S.,,,,,,,
52918,1.63,1,1.077539089,5/10/2021,Musetti L.,,,,,,,
35328,1.81,0,1.077539024,2/6/2014,Dodig I.,,,,,,,
42962,2.39,0,1.077529108,1/11/2017,Cuevas P.,,,,,,,
35413,1.39,1,1.077508401,2/12/2014,Dolgopolov O.,,,,,,,
38177,1.28,1,1.077504796,2/25/2015,Dolgopolov O.,,,,,,,
55572,2.59,0,1.077494758,5/18/2022,Molcan A.,,,,,,,
43417,1.62,1,1.077466238,3/1/2017,Nishioka Y.,,,,,,,
50951,1.71,1,1.077411402,2/8/2020,Monfils G.,,,,,,,
30130,1.52,1,1.077404773,2/1/2012,Garcia-Lopez G.,,,,,,,
40676,1.64,1,1.077393124,2/16/2016,Zverev A.,,,,,,,
52135,1.61,1,1.077375363,2/9/2021,Mmoh M.,,,,,,,
37531,1.63,1,1.077353477,10/24/2014,Chardy J.,,,,,,,
32313,1.26,1,1.077336953,10/18/2012,Haas T.,,,,,,,
45018,2.12,0,1.077325378,9/3/2017,Schwartzman D.,,,,,,,
45623,1.71,1,1.077322986,1/15/2018,Istomin D.,,,,,,,
48502,1.6,1,1.077298427,2/16/2019,Cecchinato M.,,,,,,,
46690,1.54,1,1.077289217,5/27/2018,Andreozzi G.,,,,,,,
44604,2.16,0,1.077254355,7/26/2017,Laaksonen H.,,,,,,,
34520,1.41,1,1.07724851,8/21/2013,Robredo T.,,,,,,,
40248,2.38,0,1.077234636,1/5/2016,Pouille L.,,,,,,,
34522,1.69,1,1.077232869,8/22/2013,Monfils G.,,,,,,,
34502,2.24,0,1.077212935,8/20/2013,Johnson S.,,,,,,,
42589,2.73,0,1.077199794,10/10/2016,Almagro N.,,,,,,,
30822,1.37,1,1.077190129,4/30/2012,Haase R.,,,,,,,
42897,4.93,0,1.077186616,1/4/2017,Thompson J.,,,,,,,
33028,2.07,0,1.077146113,2/26/2013,Odesnik W.,,,,,,,
39823,1.22,1,1.07713828,9/24/2015,Raonic M.,,,,,,,
30567,1.43,1,1.077102926,3/23/2012,Dimitrov G.,,,,,,,
39658,1.31,1,1.077095531,8/26/2015,Tsonga J.W.,,,,,,,
48280,2.46,0,1.077095439,1/16/2019,Fritz T.,,,,,,,
50179,2.76,0,1.077054003,8/27/2019,Hoang A.,,,,,,,
54413,2.91,0,1.077034545,1/4/2022,Gerasimov E.,,,,,,,
52155,1.75,1,1.077031858,2/9/2021,Alcaraz C.,,,,,,,
34752,1.33,1,1.077020222,9/26/2013,Raonic M.,,,,,,,
34340,1.4,1,1.077020097,7/31/2013,Verdasco F.,,,,,,,
47030,1.34,1,1.077016322,7/3/2018,Tomic B.,,,,,,,
33489,1.45,1,1.077004905,5/2/2013,Mayer F.,,,,,,,
39813,1.34,1,1.077004102,9/23/2015,Thiem D.,,,,,,,
