match,PSW,win0,confidence0,date,winner,
36346,1.29,0,2.87862141,6/9/2014,Kohlschreiber P.,
56742,1.26,0,2.829389436,10/6/2022,Tiafoe F.,-1
56295,1.2,0,2.800852378,8/9/2022,Kyrgios N.,-1
50259,1.33,0,2.708864172,9/17/2019,Berankis R.,-1
38399,1.32,0,2.609423761,4/5/2015,Djokovic N.,
40018,1.32,0,2.542051847,10/17/2015,Djokovic N.,
54623,4.3,1,2.540511998,1/23/2022,Shapovalov D.,3.3
43924,1.39,0,2.435893083,5/9/2017,Almagro N.,
46415,1.33,0,2.339048812,4/25/2018,Dimitrov G.,
54943,1.33,0,2.32782116,2/22/2022,Fritz T.,-1
38395,3.25,1,2.316550057,4/2/2015,Isner J.,
52918,1.36,0,2.299075905,5/10/2021,Dellien H.,-1
56389,1.37,0,2.266892585,8/19/2022,Norrie C.,-1
50481,3.5,1,2.256589657,10/15/2019,Carballes Baena R.,2.5
48111,1.37,0,2.251548054,1/1/2019,Thompson J.,-1
53883,1.38,0,2.22813546,8/30/2021,Molcan A.,-1
43952,1.45,0,2.202395177,5/13/2017,Nadal R.,
51074,1.35,0,2.196756034,2/18/2020,Stebe C.M.,-1
34071,1.33,0,2.136214452,7/9/2013,Ram R.,
41884,2.96,1,2.135908959,7/12/2016,Olivo R.,
39369,3.5,1,2.103115898,7/28/2015,Ilhan M.,
51842,1.34,0,2.100791349,11/2/2020,Bonzi B.,-1
55516,3.47,1,2.083470967,5/11/2022,Wawrinka S.,2.47
39741,1.45,0,2.073681816,9/2/2015,Chardy J.,
43716,2.7,1,2.072833657,4/18/2017,Muller G.,
47233,1.41,0,2.061325988,7/25/2018,Kovalik J.,
41131,1.41,0,2.04814949,4/16/2016,Nadal R.,
49851,1.38,0,2.042108659,7/26/2019,Zverev A.,-1
50293,1.53,0,2.040962751,9/20/2019,Tsonga J.W.,-1
49320,2.76,1,2.039691841,5/28/2019,Thompson J.,1.76
41234,1.47,0,2.038518432,4/26/2016,Dutra Silva R.,
52627,1.41,0,2.018176778,4/6/2021,Mager G.,-1
42286,1.45,0,2.005819642,8/26/2016,Bautista Agut R.,
55270,1.41,0,1.987909934,4/12/2022,Sonego L.,-1
36989,1.47,0,1.979218252,8/12/2014,Cilic M.,
40777,1.41,0,1.976181642,2/23/2016,Schwartzman D.,
33342,1.45,0,1.969528027,4/16/2013,Gulbis E.,
49954,1.62,0,1.95485138,8/2/2019,Fritz T.,-1
55091,2.72,1,1.949188561,3/19/2022,Fritz T.,1.72
43761,2.94,1,1.948262509,4/25/2017,Haase R.,
47250,1.54,0,1.948135673,7/27/2018,Kovalik J.,
54640,1.53,0,1.937082779,1/31/2022,Bhambri Y.,-1
49226,1.57,0,1.936284677,5/19/2019,Nadal R.,-1
43852,1.53,0,1.928207192,5/2/2017,Daniel T.,
41707,1.43,0,1.924260494,6/20/2016,Youzhny M.,
34950,2.94,1,1.919865422,10/24/2013,Chardy J.,
40425,1.56,0,1.916108262,1/19/2016,Pella G.,
37064,1.42,0,1.915632084,8/20/2014,Goffin D.,
38676,1.56,0,1.912459843,5/5/2015,Kohlschreiber P.,
39610,1.38,0,1.90434671,8/20/2015,Dolgopolov O.,
41400,2.93,1,1.903211966,5/15/2016,Murray A.,
48207,1.56,0,1.902356779,1/10/2019,Kohlschreiber P.,-1
36339,1.29,0,1.898243294,6/9/2014,Ward J.,
41094,1.45,0,1.89633826,4/12/2016,Bautista Agut R.,
41228,1.46,0,1.889939392,4/26/2016,Daniel T.,
35730,3.11,1,1.888491024,3/19/2014,Mannarino A.,
45916,1.52,0,1.883518256,2/20/2018,Cuevas P.,
57432,2.72,1,1.883443375,2/18/2023,Zapata Miralles B.,1.72
35035,1.53,0,1.880519336,12/30/2013,Kamke T.,
38982,1.56,0,1.878062483,6/10/2015,Muller G.,
50471,2.34,1,1.877594958,10/14/2019,Rosol L.,1.34
43414,1.4,0,1.875580646,3/1/2017,Sousa J.,
52403,1.56,0,1.873234933,3/10/2021,Rune H.,-1
40358,1.53,0,1.866015657,1/15/2016,Dimitrov G.,
38302,1.34,0,1.865158411,3/21/2015,Djokovic N.,
48568,2.62,1,1.861432548,2/21/2019,Ramos-Vinolas A.,1.62
56203,2.8,1,1.861134198,7/30/2022,Misolic F.,1.8
47930,1.53,0,1.859530289,10/18/2018,Monfils G.,
55118,1.49,0,1.85842647,3/24/2022,Korda S.,-1
41346,2.92,1,1.85606524,5/8/2016,Anderson K.,
38823,1.53,0,1.854331951,5/22/2015,Bellucci T.,
45508,1.6,0,1.853285701,1/3/2018,Gojowczyk P.,
37441,1.45,0,1.851007071,10/16/2014,Youzhny M.,
52198,2.57,1,1.847266237,2/12/2021,Auger-Aliassime F.,1.57
48579,1.49,0,1.846319504,2/22/2019,Humbert U.,-1
33967,1.48,0,1.846268732,6/25/2013,Llodra M.,
42423,2.71,1,1.845325155,9/20/2016,Lorenzi P.,
42649,2.67,1,1.845164155,10/18/2016,Kovalik J.,
42541,1.52,0,1.842713079,10/4/2016,Simon G.,
40741,2.83,1,1.841615801,2/21/2016,Querrey S.,
33163,1.51,0,1.837999323,3/13/2013,Anderson K.,
48925,3.32,1,1.83770701,4/13/2019,Paire B.,2.32
34634,1.6,0,1.837175578,9/1/2013,Istomin D.,
35517,2.65,1,1.837033462,2/21/2014,Dolgopolov O.,
39107,3.3,1,1.836993803,6/24/2015,Lu Y.H.,
43431,1.38,0,1.830321977,3/2/2017,Cuevas P.,
48839,1.55,0,1.830174774,3/23/2019,Shapovalov D.,-1
37969,2.62,1,1.828897226,2/10/2015,Souza J.,
46064,1.65,0,1.826775764,3/3/2018,Bautista Agut R.,
43180,1.56,0,1.825993329,2/10/2017,Bautista Agut R.,
49699,1.55,0,1.823549795,7/14/2019,Djokovic N.,-1
54660,1.44,0,1.822479855,2/1/2022,Munar J.,-1
37488,2.67,1,1.822038882,10/21/2014,Dolgopolov O.,
