match,PSW,win0,confidence0,date,winner,
56745,1.26,0,2.536996633,10/6/2022,Tiafoe F.,
49079,1.36,0,2.349071019,4/30/2019,Cuevas P.,
47217,1.38,0,2.229851532,7/24/2018,Bedene A.,
43421,1.38,0,2.221145355,3/2/2017,Cuevas P.,
49050,1.29,0,2.206512437,4/26/2019,Medvedev D.,
56455,1.29,0,2.178140949,8/29/2022,Wu Y.,
47148,3.31,1,2.13489652,7/18/2018,Laaksonen H.,
43415,1.4,0,2.096138242,3/1/2017,Sousa J.,
51511,1.34,0,2.034735929,9/25/2020,Garin C.,
37017,1.52,0,2.034113424,8/15/2014,Ferrer D.,
49229,1.39,0,2.029812612,5/20/2019,Gasquet R.,
43761,2.94,1,2.020693195,4/25/2017,Haase R.,
52836,2.6,1,2.00240507,4/29/2021,Moutet C.,
35549,2.55,1,1.999680941,2/25/2014,Rosol L.,
41131,1.41,0,1.981669589,4/16/2016,Nadal R.,
43716,2.7,1,1.972887817,4/18/2017,Muller G.,
32382,2.72,1,1.960426339,10/24/2012,Gasquet R.,
49800,1.49,0,1.958093338,7/23/2019,Gasquet R.,
34428,3.03,1,1.943925121,8/11/2013,Nadal R.,
49733,3.4,1,1.943385199,7/16/2019,Dzumhur D.,
35903,1.47,0,1.929180046,4/16/2014,Fognini F.,
35730,3.11,1,1.924545455,3/19/2014,Mannarino A.,
49479,1.4,0,1.922142166,6/18/2019,Tsonga J.W.,
42533,1.47,0,1.913127962,10/4/2016,Baghdatis M.,
52249,1.44,0,1.910208701,2/23/2021,Cecchinato M.,
50559,1.56,0,1.907142447,10/21/2019,Struff J.L.,
51210,2.72,1,1.899037049,2/28/2020,Dimitrov G.,
34749,1.45,0,1.893132263,9/26/2013,Youzhny M.,
39565,2.98,1,1.872705085,8/16/2015,Murray A.,
41707,1.43,0,1.862535393,6/20/2016,Youzhny M.,
38307,2.81,1,1.860706641,3/25/2015,Krajicek A.,
52089,1.57,0,1.846869329,2/5/2021,Evans D.,
43640,1.45,0,1.845349638,4/10/2017,Robredo T.,
41091,1.49,0,1.845039657,4/11/2016,Bautista Agut R.,
39374,1.51,0,1.838562985,7/28/2015,Robredo T.,
42076,1.56,0,1.830278971,7/24/2016,Monfils G.,
50289,1.53,0,1.827739782,9/20/2019,Tsonga J.W.,
35813,1.53,0,1.824762115,4/7/2014,Berlocq C.,
32119,3.18,1,1.818686859,10/2/2012,Davydenko N.,
43952,1.45,0,1.813749938,5/13/2017,Nadal R.,
51771,2.73,1,1.8132133,10/23/2020,Dimitrov G.,
36624,1.44,0,1.812568571,7/8/2014,Saville L.,
38601,1.52,0,1.806496055,4/28/2015,Kohlschreiber P.,
47223,3.56,1,1.804217269,7/25/2018,Monteiro T.,
31773,1.53,0,1.800661021,8/14/2012,Haas T.,
50544,1.63,0,1.790350318,10/19/2019,Rublev A.,
32107,1.52,0,1.781582746,10/1/2012,Mayer F.,
47250,1.54,0,1.780648503,7/27/2018,Kovalik J.,
41039,2.71,1,1.776127722,4/5/2016,Baghdatis M.,
40745,2.83,1,1.766729031,2/21/2016,Querrey S.,
48365,1.52,0,1.762175274,2/5/2019,Carballes Baena R.,
32280,3.26,1,1.759693127,10/16/2012,Bogomolov A.,
40649,1.5,0,1.755153818,2/13/2016,Monfils G.,
35020,1.56,0,1.754108053,11/8/2013,Wawrinka S.,
57128,2.58,1,1.746571233,1/11/2023,Kwon S.W.,
55257,1.53,0,1.74459487,4/11/2022,Schwartzman D.,
37048,1.46,0,1.740403284,8/19/2014,Goffin D.,
53242,1.68,0,1.737109475,6/15/2021,Humbert U.,
35371,1.63,0,1.736356616,2/10/2014,Granollers M.,
34103,2.67,1,1.734087808,7/10/2013,Ramos A.,
34615,1.55,0,1.7324147,8/30/2013,Benneteau J.,
48805,1.56,0,1.732314325,3/21/2019,Auger-Aliassime F.,
36762,1.57,0,1.726343915,7/21/2014,Monaco J.,
48676,1.54,0,1.721878611,3/1/2019,Ruud C.,
31225,1.55,0,1.721664797,6/15/2012,Youzhny M.,
38026,1.53,0,1.7208264,2/14/2015,Anderson K.,
49805,1.47,0,1.72021373,7/23/2019,Zverev A.,
56793,2.3,1,1.716703752,10/12/2022,Wolf J.J.,
42534,1.52,0,1.715707612,10/4/2016,Simon G.,
54398,3.09,1,1.710117244,11/20/2021,Zverev A.,
42190,2.86,1,1.709366881,8/15/2016,Cuevas P.,
53962,1.5,0,1.707948643,9/2/2021,Schwartzman D.,
36931,2.74,1,1.704406219,8/5/2014,Lopez F.,
49836,1.44,0,1.703214689,7/25/2019,Krajinovic F.,
41447,1.62,0,1.703195334,5/20/2016,Zverev A.,
46381,1.49,0,1.700585485,4/23/2018,Garcia-Lopez G.,
41398,2.72,1,1.700509396,5/15/2016,Mannarino A.,
41341,2.67,1,1.700411142,5/7/2016,Murray A.,
39913,1.45,0,1.700078471,10/5/2015,Goffin D.,
57466,1.67,0,1.698365324,2/21/2023,Van De Zandschulp B.,-1
48206,1.56,0,1.697382137,1/10/2019,Kohlschreiber P.,
41230,1.47,0,1.696148158,4/26/2016,Dutra Silva R.,
54493,1.61,0,1.692454484,1/12/2022,Opelka R.,
55025,1.55,0,1.689458351,3/12/2022,Monfils G.,
51548,1.53,0,1.689291951,9/28/2020,Sock J.,
34288,1.54,0,1.685368469,7/27/2013,Fognini F.,
46045,2.66,1,1.6803902,3/1/2018,Jarry N.,
48776,1.47,0,1.679871854,3/16/2019,Federer R.,
31670,1.56,0,1.679379707,7/28/2012,Querrey S.,
54897,1.61,0,1.67815499,2/19/2022,Alcaraz C.,
44881,1.51,0,1.675365355,8/22/2017,Struff J.L.,
55868,1.51,0,1.674031768,6/22/2022,Bublik A.,
54855,2.37,1,1.67355105,2/16/2022,Andujar P.,
38406,2.55,1,1.673316015,4/7/2015,Tipsarevic J.,
31611,2.65,1,1.673250644,7/21/2012,Haas T.,
54637,1.53,0,1.672730162,1/31/2022,Bhambri Y.,
52384,2.4,1,1.671200809,3/9/2021,Martin A.,
