match,PSW,win0,confidence0,date,winner,pred correct?
38423,1.38,1,1.01922606,4/8/2015,Almagro N.,
32322,1.68,1,1.01922278,10/18/2012,Karlovic I.,
48986,1.68,1,1.019217446,4/21/2019,Fognini F.,
38759,1.25,1,1.019203482,5/14/2015,Ferrer D.,
30181,2.59,0,1.019201651,2/13/2012,Huta Galung J.,
41518,1.08,1,1.019188678,5/25/2016,Gasquet R.,
40267,1.44,1,1.019187547,1/6/2016,Thiem D.,
43751,1.22,1,1.019165377,4/24/2017,Almagro N.,
50710,1.63,1,1.019150114,1/13/2020,Querrey S.,
57892,1.62,1,1.019149982,3/27/2023,Mejia N.,
35593,1.6,1,1.019133064,2/26/2014,Dolgopolov O.,
40654,1.14,1,1.019115603,2/14/2016,Nishikori K.,
49321,1.12,1,1.019114752,5/28/2019,Monfils G.,
48608,1.36,1,1.019074917,2/26/2019,Wawrinka S.,
42802,1.43,1,1.019045106,11/1/2016,Karlovic I.,
30353,1.34,1,1.019044734,2/27/2012,Istomin D.,
42514,4.57,0,1.019033385,9/30/2016,Ramos-Vinolas A.,
50163,1.4,1,1.019021344,8/27/2019,Struff J.L.,
36289,1.29,1,1.019020337,5/28/2014,Johnson S.,
54393,1.67,1,1.019017979,11/17/2021,Ruud C.,
32769,1.49,1,1.019015527,2/6/2013,Gimeno-Traver D.,
41634,3.3,0,1.019007522,6/13/2016,Seppi A.,
45922,1.46,1,1.01899577,2/20/2018,Johnson S.,
46306,2.59,0,1.018989569,4/14/2018,Andujar P.,
39228,3.73,0,1.018977911,7/6/2015,Pospisil V.,
34196,1.53,1,1.018974222,7/18/2013,Delbonis F.,
57908,3.8,0,1.018955294,3/27/2023,Mannarino A.,
46983,1.22,1,1.018954953,7/2/2018,Tsitsipas S.,
31113,4.93,0,1.018951712,5/31/2012,Mathieu P.H.,
53884,2.11,0,1.018950662,8/30/2021,Rinderknech A.,
54824,1.46,1,1.018916753,2/15/2022,Murray A.,
57482,1.74,1,1.01891137,2/22/2023,Fils A.,
53768,1.28,1,1.018905433,8/13/2021,Tsitsipas S.,
51984,2.13,0,1.018898892,1/11/2021,Korda S.,
49968,3.04,0,1.018888844,8/5/2019,Ivashka I.,
51332,1.72,1,1.018877036,9/2/2020,Moutet C.,
43082,2.56,0,1.018864803,1/20/2017,Evans D.,
47982,2.56,0,1.018850546,10/24/2018,Fucsovics M.,
49208,1.13,1,1.01883914,5/16/2019,Tsitsipas S.,
30079,1.57,1,1.018834786,1/23/2012,Ferrer D.,
41242,1.9,0,1.018834461,4/27/2016,Carreno Busta P.,
35829,1.88,1,1.018832001,4/9/2014,Querrey S.,
44890,1.71,1,1.018830957,8/23/2017,Dzumhur D.,
38059,1.29,1,1.018822411,2/17/2015,Tomic B.,
42335,1.4,1,1.018816233,8/30/2016,Khachanov K.,
46758,1.29,1,1.018813206,5/30/2018,Dzumhur D.,
40288,1.32,1,1.018802322,1/7/2016,Raonic M.,
48332,1.15,1,1.018787658,1/21/2019,Djokovic N.,
35279,1.12,1,1.018765841,1/22/2014,Nadal R.,
53000,1.56,1,1.018760313,5/20/2021,Shapovalov D.,
34937,1.11,1,1.018760241,10/23/2013,Federer R.,
32135,1.27,1,1.018726675,10/2/2012,Nishikori K.,
46863,1.38,1,1.018724471,6/17/2018,Federer R.,
54730,3.8,0,1.01871166,2/8/2022,Rodionov J.,
51599,1.08,1,1.018698772,10/1/2020,Berrettini M.,
43321,1.2,1,1.018682333,2/22/2017,Thiem D.,
57419,1.1,1,1.018676186,2/17/2023,Fritz T.,
45303,1.67,1,1.018668868,10/18/2017,Troicki V.,
56128,7.37,0,1.018667851,7/24/2022,Musetti L.,
41117,5.77,0,1.018645877,4/13/2016,Dzumhur D.,
52290,1.71,1,1.01864471,2/26/2021,Bublik A.,
51413,1.42,1,1.018628146,9/10/2020,Delbonis F.,
36600,1.36,1,1.018600505,7/2/2014,Raonic M.,
33888,1.62,1,1.018598113,6/17/2013,Garcia-Lopez G.,
42787,1.43,1,1.018581363,10/31/2016,Struff J.L.,
44777,1.31,1,1.018575831,8/9/2017,Dimitrov G.,
40493,1.48,1,1.018571218,2/1/2016,Falla A.,
49065,2.19,0,1.018566201,4/29/2019,Opelka R.,
33294,1.39,1,1.018520652,4/10/2013,Isner J.,
53504,1.61,1,1.01851514,7/14/2021,Hanfmann Y.,
44452,5.42,0,1.018507126,7/6/2017,Sela D.,
46324,1.83,0,1.0184888,4/16/2018,Rublev A.,
47033,1.08,1,1.018482773,7/3/2018,Nishikori K.,
56692,1.58,1,1.018465107,9/30/2022,Huesler M.A.,
30258,1.18,1,1.0184431,2/19/2012,Almagro N.,
45583,1.73,1,1.018440682,1/10/2018,Ferrer D.,
35061,1.55,1,1.018438898,12/31/2013,Chardy J.,
47251,1.4,1,1.018437862,7/27/2018,Djere L.,
49083,1.44,1,1.018432139,4/30/2019,Millman J.,
57415,4.01,0,1.01843137,2/16/2023,Mmoh M.,
53085,2.41,0,1.018426815,5/30/2021,Laaksonen H.,
42757,1.09,1,1.018420446,10/26/2016,Nishikori K.,
56794,1.44,1,1.018419252,10/12/2022,Bublik A.,
48088,2.2,0,1.018407944,12/31/2018,Marterer M.,
39342,1.56,1,1.018386517,7/24/2015,Karlovic I.,
38985,1.22,1,1.018384732,6/11/2015,Nadal R.,
31693,1.16,1,1.018375581,8/2/2012,Anderson K.,
50516,1.13,1,1.018344758,10/17/2019,Carreno Busta P.,
56100,1.17,1,1.018337319,7/20/2022,Davidovich Fokina A.,
35240,12.25,0,1.018326377,1/16/2014,Bautista R.,
38603,1.46,1,1.018323593,4/28/2015,Bolelli S.,
32149,1.24,1,1.018314708,10/3/2012,Berdych T.,
45023,1.51,1,1.018309859,9/4/2017,Querrey S.,
41594,3,0,1.018307533,6/7/2016,Mayer F.,
32412,1.7,1,1.01828808,10/29/2012,Anderson K.,
42158,1.1,1,1.018287272,8/6/2016,Kyrgios N.,
45677,1.12,1,1.018278046,1/17/2018,Muller G.,
47599,2.52,0,1.018264399,8/29/2018,Medvedev D.,
38880,2.54,0,1.018261401,5/26/2015,Arnaboldi A.,
45606,1.9,0,1.018245393,1/15/2018,Ruud C.,
52110,1.15,1,1.018238561,2/8/2021,Kyrgios N.,
45484,1.58,1,1.018202842,1/2/2018,Bedene A.,
50607,1.53,1,1.018194797,10/26/2019,De Minaur A.,
49233,1.88,1,1.018193916,5/20/2019,Diez S.,
32219,1.77,1,1.018192911,10/8/2012,Robredo T.,
33147,1.18,1,1.018176185,3/11/2013,Tsonga J.W.,
45700,1.76,1,1.01817275,1/19/2018,Carreno Busta P.,
45869,1.56,1,1.018164204,2/16/2018,Monfils G.,
41988,3.46,0,1.018162665,7/19/2016,Evans D.,
50151,8.71,0,1.018162661,8/27/2019,Pospisil V.,
34771,5.23,0,1.018152738,10/6/2013,Andujar P.,
47090,1.27,1,1.018148138,7/7/2018,Djokovic N.,
43913,1.49,1,1.018147616,5/8/2017,Tsonga J.W.,
42093,3.22,0,1.01813544,7/26/2016,Fognini F.,
56749,1.11,1,1.018126029,10/6/2022,Djokovic N.,
40465,1.09,1,1.018123788,1/22/2016,Federer R.,
39547,2.99,0,1.018115479,8/12/2015,Muller G.,
41602,1.85,1,1.018100578,6/7/2016,Mannarino A.,
42251,1.11,1,1.01809879,8/22/2016,Vesely J.,
55734,1.51,1,1.018081702,6/7/2022,Majchrzak K.,
54951,2.64,0,1.018070715,2/23/2022,Berankis R.,
31226,1.31,1,1.018046936,6/15/2012,Federer R.,
45643,1.28,1,1.018039801,1/16/2018,Thiem D.,
39498,1.12,1,1.018039103,8/6/2015,Dimitrov G.,
49180,3.47,0,1.018031436,5/13/2019,Ramos-Vinolas A.,
54905,1.45,1,1.018026005,2/20/2022,Opelka R.,
57991,1.44,1,1.018019357,4/1/2023,Bergs Z.,
44325,1.31,1,1.018010092,6/27/2017,Baghdatis M.,
47652,2.34,0,1.01798324,9/17/2018,Berankis R.,
37778,1.65,1,1.017975608,1/20/2015,Nieminen J.,
32915,4.94,0,1.017962071,2/19/2013,Devvarman S.,
53186,1.46,1,1.017948463,6/7/2021,Schwartzman D.,
36511,3.56,0,1.017948253,6/24/2014,Pavic A.,
35514,7.88,0,1.017931194,2/20/2014,Gabashvili T.,
45790,4.9,0,1.017899124,2/9/2018,Monteiro T.,
38256,1.45,1,1.017898548,3/15/2015,Seppi A.,
55554,1.63,1,1.017896731,5/16/2022,Gasquet R.,
40458,1.13,1,1.017877509,1/21/2016,Isner J.,
56311,1.15,1,1.017871158,8/10/2022,Sinner J.,
36723,1.12,1,1.017861032,7/16/2014,Stepanek R.,
53077,1.31,1,1.017857487,5/30/2021,Mcdonald M.,
46852,1.09,1,1.017851225,6/15/2018,Federer R.,
49332,1.16,1,1.017830836,5/28/2019,Fognini F.,
52465,1.5,1,1.017814087,3/16/2021,Shapovalov D.,
32737,1.54,1,1.017797141,1/27/2013,Djokovic N.,
44647,1.29,1,1.017795962,7/30/2017,Isner J.,
42880,2.2,0,1.017758344,1/3/2017,Schwartzman D.,
37610,1.65,1,1.017752242,1/5/2015,Tomic B.,
50663,3.19,0,1.017745797,11/11/2019,Zverev A. ,
44893,3.91,0,1.017742937,8/23/2017,Benneteau J.,
50957,2.51,0,1.017738364,2/9/2020,Vesely J.,
49583,2.27,0,1.017737542,7/1/2019,Granollers M.,
50858,1.07,1,1.017714419,1/24/2020,Federer R.,
38184,1.13,1,1.017713533,2/26/2015,Ferrer D.,
40051,1.49,1,1.017697079,10/20/2015,Kukushkin M.,
54837,1.39,1,1.017692147,2/15/2022,Giron M.,
31678,1.49,1,1.017689728,7/31/2012,Chiudinelli M.,
43781,1.09,1,1.017688199,4/26/2017,Murray A.,
29961,1.71,1,1.017686044,1/13/2012,Nieminen J.,
41906,1.37,1,1.017664845,7/12/2016,Soderlund C.,
33579,1.16,1,1.017663435,5/14/2013,Del Potro J.M.,
48836,4.6,0,1.017659034,3/23/2019,Thompson J.,
56206,1.1,1,1.017656152,7/30/2022,Sinner J.,
47004,1.56,1,1.017630695,7/2/2018,Novak D.,
34871,1.21,1,1.017618628,10/17/2013,Dimitrov G.,
35109,1.24,1,1.017612967,1/5/2014,Wawrinka S.,
39858,4.8,0,1.01760924,9/29/2015,Moriya H.,
42488,1.29,1,1.017604803,9/27/2016,Anderson K.,
47232,1.65,1,1.017604304,7/25/2018,Harrison R.,
51464,5.81,0,1.01760397,9/17/2020,Hurkacz H.,
55062,2.03,0,1.0175863,3/14/2022,Opelka R.,
55936,1.34,1,1.017568572,6/28/2022,Mcdonald M.,
36593,10.1,0,1.017545564,7/1/2014,Kyrgios N.,
44887,1.36,1,1.017539666,8/23/2017,Bautista Agut R.,
34637,1.13,1,1.017533622,9/1/2013,Berdych T.,
41009,1.1,1,1.017529789,3/29/2016,Raonic M.,
48837,2.4,0,1.017515041,3/23/2019,Sousa J.,
55923,1.25,1,1.0175127,6/28/2022,Schwartzman D.,
43693,2.84,0,1.017510959,4/16/2017,Coric B.,
32283,1.33,1,1.017503819,10/16/2012,Falla A.,
36845,1.19,1,1.017497201,7/28/2014,Tomic B.,
50679,1.54,1,1.017461736,1/6/2020,Chardy J.,
32767,1.48,1,1.017451394,2/6/2013,Brugues-Davi A.,
44032,1.13,1,1.017446438,5/23/2017,Nishikori K.,
36824,1.42,1,1.017435939,7/25/2014,Matosevic M.,
42320,1.38,1,1.017431927,8/30/2016,Sousa J.,
31556,1.3,1,1.017413843,7/17/2012,Fognini F.,
49222,1.14,1,1.017400601,5/18/2019,Djokovic N.,
44631,1.37,1,1.017398965,7/28/2017,Sock J.,
38086,1.08,1,1.017370738,2/19/2015,Ferrer D.,
41036,2.8,0,1.017367463,4/5/2016,Mathieu P.H.,
51634,1.24,1,1.017351252,10/5/2020,Carreno Busta P.,
32708,1.39,1,1.01734137,1/18/2013,Almagro N.,
52185,1.49,1,1.017335548,2/11/2021,Fognini F.,
38004,1.22,1,1.017333858,2/12/2015,Raonic M.,
52876,4.19,0,1.017325215,5/4/2021,Nishioka Y.,
42380,1.07,1,1.017324049,9/2/2016,Djokovic N.,
52482,1.25,1,1.017317336,3/16/2021,Auger-Aliassime F.,
34375,1.4,1,1.017314935,8/5/2013,Seppi A.,
45451,1.45,1,1.017313417,11/13/2017,Dimitrov G.,
30913,1.25,1,1.017312769,5/8/2012,Berdych T.,
35368,1.7,1,1.017312369,2/10/2014,Kohlschreiber P.,
45695,1.2,1,1.017311209,1/18/2018,Del Potro J.M.,
35084,1.34,1,1.017294606,1/2/2014,Mayer F.,
39861,1.51,1,1.017284172,9/29/2015,Bolelli S.,
56140,2.01,0,1.017250889,7/25/2022,Sousa J.,
55952,4.88,0,1.017236645,6/28/2022,Berankis R.,
35129,1.22,1,1.017232926,1/7/2014,Kohlschreiber P.,
30637,3.26,0,1.0172036,4/10/2012,Ito T.,
52505,1.4,1,1.0171803,3/18/2021,Ruud C.,
46491,1.25,1,1.017169484,5/3/2018,Bautista Agut R.,
36857,1.19,1,1.017147741,7/29/2014,Sock J.,
33337,1.32,1,1.017147619,4/16/2013,Tsonga J.W.,
38309,1.31,1,1.017144776,3/25/2015,Smyczek T.,
34179,1.24,1,1.017141486,7/17/2013,Giraldo S.,
55047,1.24,1,1.017113738,3/13/2022,Fritz T.,
46199,1.94,0,1.017097762,3/23/2018,Chardy J.,
47584,2.29,0,1.01709668,8/28/2018,Benneteau J.,
45607,1.99,0,1.017093555,1/15/2018,Karlovic I.,
37293,2.33,0,1.017083067,9/30/2014,Melzer J.,
32210,1.8,1,1.017074851,10/7/2012,Djokovic N.,
29923,2.91,0,1.017048274,1/10/2012,Fognini F.,
37212,1.25,1,1.017046315,9/17/2014,Tsonga J.W.,
53713,3.15,0,1.017045987,8/5/2021,Kudla D.,
50327,2.67,0,1.01704553,9/25/2019,Seppi A.,
44945,2.34,0,1.017043605,8/30/2017,Rublev A.,
46043,1.28,1,1.017042923,3/1/2018,Zverev A.,
43666,1.17,1,1.017000263,4/13/2017,Verdasco F.,
38291,1.27,1,1.016992479,3/18/2015,Raonic M.,
36220,1.31,1,1.016987128,5/25/2014,Stepanek R.,
43601,8.43,0,1.016985608,3/25/2017,Pella G.,
53700,1.52,1,1.016966761,8/4/2021,Nishikori K.,
50554,1.44,1,1.016936772,10/21/2019,Schwartzman D.,
41578,1.35,1,1.016934818,6/5/2016,Djokovic N.,
45088,1.53,1,1.01693194,9/25/2017,Sela D.,
39066,1.14,1,1.016907406,6/21/2015,Murray A.,
54859,2.31,0,1.016878638,2/16/2022,Rinderknech A.,
46148,1.34,1,1.016873348,3/14/2018,Anderson K.,
54179,2.98,0,1.016867343,10/12/2021,Fritz T.,
40055,1.62,1,1.016859759,10/21/2015,Berankis R.,
34804,4.1,0,1.01685548,10/9/2013,Berlocq C.,
47264,1.33,1,1.016847248,7/28/2018,Bautista Agut R.,
53029,2.73,0,1.016840817,5/24/2021,Moraing M.,
31205,4.01,0,1.016819503,6/13/2012,Bolelli S.,
47467,1.5,1,1.01680427,8/17/2018,Del Potro J.M.,
35397,1.11,1,1.016782032,2/12/2014,Gasquet R.,
33067,1.29,1,1.016762341,3/1/2013,Isner J.,
51655,3.17,0,1.016747677,10/12/2020,Otte O.,
37821,1.08,1,1.016741097,1/22/2015,Raonic M.,
43217,1.88,1,1.016728405,2/15/2017,Young D.,
35342,1.19,1,1.016722316,2/6/2014,Monfils G.,
33744,1.1,1,1.016691933,5/29/2013,Anderson K.,
52047,1.85,1,1.016679118,2/3/2021,Caruso S.,
45701,1.46,1,1.016672299,1/19/2018,Dimitrov G.,
56987,1.24,1,1.016661759,11/1/2022,Carreno Busta P.,
43090,1.19,1,1.016641223,1/21/2017,Raonic M.,
37630,2.42,0,1.016636256,1/6/2015,Souza J.,
56535,1.63,1,1.016629175,9/2/2022,Carreno Busta P.,
36733,6.02,0,1.016623761,7/16/2014,Krajinovic F.,
34733,1.15,1,1.016619451,9/25/2013,Youzhny M.,
53696,1.6,1,1.016617076,8/3/2021,Pospisil V.,
42955,1.33,1,1.016616673,1/11/2017,Muller G.,
32403,1.17,1,1.016615492,10/26/2012,Del Potro J.M.,
35039,1.39,1,1.016605374,12/30/2013,Cilic M.,
42197,1.47,1,1.016604347,8/16/2016,Lopez F.,
56485,1.29,1,1.016603168,8/30/2022,Shapovalov D.,
50824,1.24,1,1.016600984,1/22/2020,Lajovic D.,
39520,1.25,1,1.016592937,8/10/2015,Stakhovsky S.,
37714,1.46,1,1.016592549,1/14/2015,Troicki V.,
50271,1.99,1,1.01658765,9/18/2019,Ruud C.,
56937,1.14,1,1.016587141,10/26/2022,Sinner J.,
47880,1.57,1,1.016581905,10/15/2018,Kudla D.,
55151,1.98,0,1.016559244,3/26/2022,Paul T.,
31905,1.14,1,1.016559214,8/29/2012,Ferrer D.,
50189,1.15,1,1.016550446,8/29/2019,Monfils G.,
41564,1.09,1,1.016510913,5/29/2016,Murray A.,
37459,1.11,1,1.01650803,10/17/2014,Murray A.,
47765,1.59,1,1.016499221,10/1/2018,Khachanov K.,
55751,1.32,1,1.016493903,6/9/2022,Kyrgios N.,
33924,1.45,1,1.016478886,6/20/2013,Mahut N.,
35206,1.11,1,1.016421614,1/14/2014,Verdasco F.,
56772,2.55,0,1.016419843,10/10/2022,Carballes Baena R.,
57048,1.28,1,1.016418588,1/2/2023,Krajinovic F.,
47386,1.37,1,1.016410269,8/7/2018,Coric B.,
38826,10.15,0,1.016407773,5/24/2015,Sela D.,
40760,1.79,1,1.01640177,2/23/2016,Coric B.,
51247,2.55,0,1.016398959,8/24/2020,Struff J.L.,
42404,1.07,1,1.016383312,9/5/2016,Djokovic N.,
37416,2.76,0,1.01637687,10/14/2014,Haase R.,
38567,1.65,1,1.016368605,4/24/2015,Vesely J.,
42210,2.73,0,1.016365291,8/17/2016,Tomic B.,
46356,1.22,1,1.016345168,4/19/2018,Gasquet R.,
56807,3.48,0,1.01632548,10/14/2022,Rinderknech A.,
43515,1.08,1,1.016320382,3/13/2017,Djokovic N.,
53588,1.51,1,1.016297752,7/21/2021,Uchiyama Y.,
38757,1.16,1,1.016289042,5/14/2015,Nadal R.,
46593,1.65,1,1.016278555,5/14/2018,Haase R.,
51950,2.86,0,1.016276527,1/8/2021,Karlovic I.,
37189,2.26,0,1.016253392,9/2/2014,Monfils G.,
54633,1.38,1,1.01624167,1/28/2022,Nadal R.,
52766,1.27,1,1.016235922,4/21/2021,Ramos-Vinolas A.,
32127,1.29,1,1.016234865,10/2/2012,Del Potro J.M.,
32442,1.27,1,1.016229455,11/1/2012,Berdych T.,
35612,2.95,0,1.01622711,2/28/2014,Lorenzi P.,
50573,1.35,1,1.016222565,10/23/2019,Rublev A.,
57522,4.81,0,1.016222009,2/26/2023,Norrie C.,
34396,5.61,0,1.01620536,8/6/2013,Peliwo F.,
52155,5.61,0,1.016196197,2/9/2021,Ymer M.,
34790,5.26,0,1.016185866,10/8/2013,Pospisil V.,
35405,1.26,1,1.016182212,2/12/2014,Robredo T.,
35855,1.1,1,1.016168685,4/11/2014,Almagro N.,
37766,1.61,1,1.016157934,1/19/2015,Berankis R.,
36677,3.01,0,1.016135186,7/11/2014,Sock J.,
46663,1.21,1,1.016134746,5/23/2018,Kukushkin M.,
40004,1.11,1,1.016111063,10/14/2015,Murray A.,
42026,5.54,0,1.016108451,7/20/2016,Khachanov K.,
38992,2.27,0,1.016108379,6/12/2015,Monfils G.,
44983,1.28,1,1.016105379,8/31/2017,Monfils G.,
48021,2.5,0,1.016086251,10/29/2018,Lopez F.,
50832,1.44,1,1.016047579,1/22/2020,Pella G.,
34500,1.36,1,1.016041461,8/20/2013,Querrey S.,
54521,2.48,0,1.01604113,1/17/2022,Korda S.,
50125,3.97,0,1.016036489,8/26/2019,Lopez F.,
52330,2.09,0,1.016035441,3/2/2021,Mager G.,
42922,1.17,1,1.016026549,1/6/2017,Murray A.,
57880,2.04,0,1.016016915,3/27/2023,Elias G.,
41460,1.68,1,1.016007092,5/23/2016,Bourgue M.,
35895,4.38,0,1.015988942,4/16/2014,Carreno-Busta P.,
47621,1.43,1,1.015985536,8/31/2018,Nishikori K.,
40941,1.12,1,1.015974607,3/23/2016,Zverev A.,
42228,3.62,0,1.0159728,8/18/2016,Tomic B.,
37273,4.14,0,1.015960478,9/26/2014,Monaco J.,
42714,1.34,1,1.015959883,10/22/2016,Carreno Busta P.,
54510,1.36,1,1.015951424,1/17/2022,Koepfer D.,
53742,1.46,1,1.015949935,8/10/2021,Nishikori K.,
52453,1.36,1,1.015941291,3/15/2021,Ruusuvuori E.,
50815,1.78,1,1.015936249,1/21/2020,Garin C.,
39106,1.59,1,1.015921734,6/24/2015,Simon G.,
50260,1.33,1,1.01592042,9/17/2019,Bedene A.,
50601,1.29,1,1.015892205,10/25/2019,Thiem D.,
53315,2.24,0,1.015882605,6/23/2021,Querrey S.,
31740,1.12,1,1.015870905,8/10/2012,Djokovic N.,
40821,1.62,1,1.015866339,2/26/2016,Lajovic D.,
40797,1.24,1,1.015865635,2/24/2016,Thiem D.,
35226,2.12,0,1.015863869,1/15/2014,Istomin D.,
36943,1.09,1,1.015861761,8/6/2014,Ferrer D.,
56950,2.33,0,1.015857253,10/28/2022,Coric B.,
44771,2.86,0,1.015856292,8/8/2017,Polansky P.,
54851,2.87,0,1.015852197,2/16/2022,Fognini F.,
39162,4.3,0,1.015827677,6/30/2015,Kavcic B.,
52958,1.66,1,1.015809758,5/15/2021,Djokovic N.,
31765,1.28,1,1.015802078,8/14/2012,Stepanek R.,
55113,1.53,1,1.015761295,3/24/2022,Thompson J.,
34452,2.8,0,1.01575847,8/13/2013,Blake J.,
56223,1.18,1,1.01573912,8/2/2022,Tseng C. H.,
43369,1.23,1,1.015737835,2/27/2017,Elias G.,
52135,1.13,1,1.01565847,2/9/2021,De Minaur A.,
43993,1.29,1,1.015655598,5/17/2017,Nishikori K.,
34736,1.19,1,1.015649041,9/25/2013,Berdych T.,
44060,1.31,1,1.015646347,5/26/2017,Wawrinka S.,
30747,1.36,1,1.015645101,4/23/2012,Nieminen J.,
52026,2.45,0,1.015633885,2/2/2021,Sugita Y.,
34084,2.22,0,1.015632707,7/9/2013,Bellucci T.,
38318,3.9,0,1.01562904,3/25/2015,Berlocq C.,
51793,1.07,1,1.015627363,10/27/2020,Djokovic N.,
52551,1.62,1,1.015619742,3/25/2021,Ruusuvuori E.,
52065,1.53,1,1.015617676,2/3/2021,Bublik A.,
35782,1.21,1,1.015604992,3/23/2014,Murray A.,
36893,1.48,1,1.015576636,7/31/2014,Monaco J.,
29903,1.29,1,1.015545876,1/6/2012,Raonic M.,
32393,1.11,1,1.015545376,10/25/2012,Del Potro J.M.,
41768,1.24,1,1.015540674,6/27/2016,Simon G.,
37804,2.58,0,1.015531771,1/21/2015,Seppi A.,
50243,11.73,0,1.015527024,9/4/2019,Dimitrov G.,
36308,1.22,1,1.015511522,5/30/2014,Tsonga J.W.,
35575,2.81,0,1.015503019,2/26/2014,Rosol L.,
40081,1.14,1,1.015496215,10/22/2015,Berdych T.,
45918,1.31,1,1.015484985,2/20/2018,Sock J.,
42540,1.34,1,1.015483743,10/4/2016,Karlovic I.,
45823,1.24,1,1.015482307,2/13/2018,Gojowczyk P.,
30007,1.39,1,1.015479993,1/17/2012,Hewitt L.,
45263,1.26,1,1.015448713,10/16/2017,Bhambri Y.,
49961,1.54,1,1.015428217,8/3/2019,Fritz T.,
49195,2.81,0,1.015405259,5/14/2019,Albot R.,
46172,4.26,0,1.015399396,3/21/2018,Ymer M.,
45633,1.26,1,1.01539818,1/16/2018,Smyczek T.,
54350,1.33,1,1.01539798,11/4/2021,Ruud C.,
32944,1.24,1,1.015392538,2/20/2013,Dolgopolov O.,
41476,1.58,1,1.015382132,5/23/2016,Lajovic D.,
41011,1.28,1,1.015363148,3/29/2016,Simon G.,
43864,4.22,0,1.015351198,5/3/2017,Hanfmann Y.,
41503,1.39,1,1.015350722,5/24/2016,Tomic B.,
39192,1.16,1,1.015330101,7/1/2015,Dimitrov G.,
57651,1.82,1,1.015323374,3/10/2023,Mannarino A.,
49950,1.33,1,1.015288661,8/2/2019,Tsitsipas S.,
50330,1.19,1,1.015287726,9/26/2019,Coric B.,
33636,1.57,1,1.015279013,5/21/2013,Monfils G.,
39837,1.69,1,1.015267507,9/25/2015,Simon G.,
50241,1.08,1,1.01525477,9/3/2019,Nadal R.,
53516,1.35,1,1.015250544,7/15/2021,Bublik A.,
56531,1.04,1,1.015236684,9/1/2022,Medvedev D.,
34342,1.78,1,1.01523213,7/31/2013,Querrey S.,
42971,1.45,1,1.015220803,1/12/2017,Sock J.,
36575,1.2,1,1.015217308,6/27/2014,Tsonga J.W.,
54605,4.12,0,1.015215988,1/21/2022,Mannarino A.,
30373,1.22,1,1.015214803,2/28/2012,Bogomolov A.,
54776,1.32,1,1.01520881,2/10/2022,Fritz T.,
34948,1.21,1,1.015208797,10/24/2013,Almagro N.,
31512,1.12,1,1.015174732,7/13/2012,Ferrer D.,
50648,1.68,1,1.015166549,10/31/2019,Tsitsipas S.,
52918,1.25,1,1.015148429,5/10/2021,Garin C.,
56001,1.22,1,1.015128207,7/2/2022,Fritz T.,
41933,1.72,1,1.015121304,7/15/2016,Muller G.,
54124,2.08,0,1.015112978,10/8/2021,Ramos-Vinolas A.,
52004,3.87,0,1.015099091,2/1/2021,Coria F.,
37402,1.43,1,1.015095564,10/13/2014,Bautista R.,
40858,1.6,1,1.015062976,3/12/2016,Coric B.,
41811,1.12,1,1.015058565,6/30/2016,Raonic M.,
35351,1.43,1,1.015038153,2/7/2014,Fognini F.,
39907,3.44,0,1.015036987,10/5/2015,Zhang Ze,
42107,1.32,1,1.015036382,7/27/2016,Sock J.,
49311,1.17,1,1.014996338,5/27/2019,De Minaur A.,
39141,1.09,1,1.014989783,6/29/2015,Isner J.,
50734,1.52,1,1.014971731,1/15/2020,Paul T.,
43631,1.48,1,1.0149487,3/29/2017,Kyrgios N.,
37611,1.34,1,1.014947791,1/5/2015,Chardy J.,
45768,1.76,1,1.014942008,2/8/2018,Paire B.,
47468,2.65,0,1.014935906,8/17/2018,Goffin D.,
40699,1.27,1,1.014905856,2/17/2016,Goffin D.,
38127,2.53,0,1.014905575,2/23/2015,Lorenzi P.,
50130,1.4,1,1.014903808,8/26/2019,Dzumhur D.,
43869,4.14,0,1.014886289,5/4/2017,Zeballos H.,
43951,1.47,1,1.014880083,5/12/2017,Djokovic N.,
52367,1.14,1,1.014870335,3/8/2021,Sinner J.,
31582,1.59,1,1.014856183,7/18/2012,Mayer F.,
37382,1.19,1,1.014831284,10/9/2014,Federer R.,
35009,1.31,1,1.01482547,11/2/2013,Djokovic N.,
34653,1.18,1,1.014820665,9/7/2013,Djokovic N.,
37205,2.62,0,1.0148045,9/16/2014,Przysiezny M.,
51810,1.1,1,1.014797307,10/28/2020,Djokovic N.,
32422,1.24,1,1.014791356,10/30/2012,Tsonga J.W.,
46666,1.27,1,1.014787659,5/23/2018,Seppi A.,
39460,1.48,1,1.014786939,8/4/2015,Montanes A.,
44541,1.29,1,1.014773856,7/20/2017,Verdasco F.,
55798,2.08,0,1.014767648,6/14/2022,Otte O.,
37163,1.09,1,1.014761844,8/29/2014,Monfils G.,
49550,1.66,1,1.01475341,6/26/2019,Evans D.,
36761,5.57,0,1.014745105,7/20/2014,Mayer L.,
29941,1.63,1,1.014741143,1/11/2012,Benneteau J.,
47474,1.5,1,1.014732357,8/18/2018,Djokovic N.,
43909,1.5,1,1.014712617,5/8/2017,Cuevas P.,
49255,2.68,0,1.014712102,5/22/2019,Paire B.,
41063,1.19,1,1.014699943,4/7/2016,Lopez F.,
50387,4.7,0,1.014695246,10/2/2019,Harris L.,
37149,1.08,1,1.014674392,8/28/2014,Wawrinka S.,
