match,PSW,win0,confidence0,date,winner,
57985,1.29,0,2.741982649,4/1/2023,Hanfmann Y.,
56742,1.26,0,2.638518532,10/6/2022,Tiafoe F.,
43322,1.25,0,2.621447301,2/22/2017,Del Potro J.M.,
50754,1.32,0,2.414301012,1/18/2020,Rublev A.,
57694,1.25,0,2.306192644,3/14/2023,Medvedev D.,
52348,1.3,0,2.236792209,3/4/2021,Cerundolo F.,
43901,1.36,0,2.223302044,5/7/2017,Carreno Busta P.,
52694,1.29,0,2.203605199,4/13/2021,Delbonis F.,
54399,3.09,1,2.200256258,11/20/2021,Zverev A.,
45905,1.41,0,2.124624627,2/20/2018,Ivashka I.,
51402,1.29,0,2.119148035,9/9/2020,Hanfmann Y.,
54936,3.06,1,2.111685433,2/22/2022,Pucinelli de Almeida M.,
52016,1.3,0,2.102540546,2/2/2021,Alcaraz C.,
46257,1.35,0,2.062983981,4/9/2018,Sandgren T.,
47254,3.32,1,2.050678587,7/27/2018,Basilashvili N.,
55270,1.41,0,2.045274579,4/12/2022,Sonego L.,
56016,1.63,0,2.021149652,7/8/2022,Kyrgios N.,
57923,3.45,1,2.018083793,3/28/2023,Gakhov I.,
54593,3.7,1,2.002725337,1/20/2022,Daniel T.,
47706,1.36,0,1.991567388,9/24/2018,Norrie C.,
43509,2.88,1,1.987833742,3/13/2017,Carreno Busta P.,
44121,1.34,0,1.974986267,5/30/2017,Del Potro J. M.,
57928,1.38,0,1.974849236,3/28/2023,Skatov T.,
43952,1.45,0,1.957629992,5/13/2017,Nadal R.,
51706,1.51,0,1.956767046,10/16/2020,Shapovalov D.,
44508,2.79,1,1.948828158,7/18/2017,Brown D.,
44083,2.73,1,1.947834495,5/29/2017,Estrella Burgos V.,
54587,1.43,0,1.945522676,1/19/2022,Sonego L.,
44587,3.19,1,1.940019813,7/25/2017,Mayer L.,
43449,1.53,0,1.936955511,3/5/2017,Cuevas P.,
56760,1.54,0,1.915343921,10/8/2022,Djokovic N.,
53008,1.5,0,1.900241558,5/21/2021,Shapovalov D.,
43847,1.53,0,1.897504258,5/2/2017,Daniel T.,
47615,3.31,1,1.896471779,8/30/2018,Basilashvili N.,
47744,1.53,0,1.886512407,9/27/2018,Querrey S.,
53262,1.43,0,1.885592532,6/17/2021,Shapovalov D.,
57970,1.3,0,1.882522583,3/31/2023,Martinez P.,
55220,1.68,0,1.881162137,4/6/2022,Kyrgios N.,
47740,2.34,1,1.87899207,9/27/2018,Ebden M.,
47349,2.58,1,1.877399682,8/3/2018,Istomin D.,
49703,1.42,0,1.866349292,7/15/2019,Sandgren T.,
47259,1.54,0,1.858353376,7/27/2018,Kovalik J.,
54125,1.44,0,1.857843827,10/8/2021,Struff J.L.,
49559,1.53,0,1.856447223,6/27/2019,Querrey S.,
46485,1.54,0,1.851090282,5/2/2018,Dutra Silva R.,
53291,1.6,0,1.84808571,6/21/2021,Travaglia S.,
