match,PSW,win0,confidence0,date,winner,
54123,1.15,0,2.840317292,10/8/2021,Brooksby J.,-1
41198,1.27,0,2.816582021,4/22/2016,Paire B.,
56742,1.26,0,2.652120464,10/6/2022,Tiafoe F.,-1
49233,1.39,0,2.607772346,5/20/2019,Gasquet R.,-1
57597,1.28,0,2.483658178,3/3/2023,De Minaur A.,-1
54089,1.33,0,2.441608674,9/30/2021,Rublev A.,-1
36693,1.25,0,2.428661551,7/14/2014,Gimeno-Traver D.,
53279,1.38,0,2.374185011,6/19/2021,Shapovalov D.,-1
43716,2.7,1,2.361206295,4/18/2017,Muller G.,
49048,1.29,0,2.357356564,4/26/2019,Medvedev D.,-1
51323,1.36,0,2.349040662,9/1/2020,Kwon S.W.,-1
37395,3.45,1,2.348856544,10/11/2014,Federer R.,
49171,1.4,0,2.32852666,5/12/2019,Berrettini M.,-1
41797,1.39,0,2.30382141,6/29/2016,Tomic B.,
51708,1.51,0,2.278534444,10/16/2020,Shapovalov D.,-1
40488,1.36,0,2.278465694,1/28/2016,Djokovic N.,
51103,1.43,0,2.275793423,2/20/2020,Johnson S.,-1
56707,2.94,1,2.274996141,10/3/2022,Bautista Agut R.,1.94
57508,1.37,0,2.261308542,2/24/2023,Medvedev D.,-1
38685,1.49,0,2.24828231,5/5/2015,Mayer L.,
57357,1.38,0,2.24078565,2/13/2023,Borges N.,-1
38511,3.77,1,2.2181123,4/20/2015,Jaziri M.,
42373,1.42,0,2.203672731,9/1/2016,Carreno Busta P.,
43952,1.45,0,2.197681437,5/13/2017,Nadal R.,
37948,1.43,0,2.189699965,2/9/2015,Ramos-Vinolas A.,
49012,1.36,0,2.184859456,4/23/2019,Pella G.,-1
53789,2.77,1,2.16942944,8/17/2021,Dimitrov G.,1.77
49651,1.34,0,2.162484501,7/3/2019,Vesely J.,-1
49734,3.4,1,2.161815059,7/16/2019,Dzumhur D.,2.4
50481,3.5,1,2.161789376,10/15/2019,Carballes Baena R.,2.5
47233,1.41,0,2.15742951,7/25/2018,Kovalik J.,
56389,1.37,0,2.151953558,8/19/2022,Norrie C.,-1
37024,1.44,0,2.151553344,8/17/2014,Federer R.,
35742,1.43,0,2.141709623,3/20/2014,Istomin D.,
55270,1.41,0,2.125792377,4/12/2022,Sonego L.,-1
38526,1.45,0,2.119720945,4/21/2015,Tipsarevic J.,
47208,1.38,0,2.109248579,7/24/2018,Bedene A.,
35730,3.11,1,2.108079899,3/19/2014,Mannarino A.,
53011,1.5,0,2.105811531,5/21/2021,Shapovalov D.,-1
39641,2.55,1,2.103470963,8/25/2015,Carreno-Busta P.,
36685,2.87,1,2.099361634,7/12/2014,Cuevas P.,
53291,1.6,0,2.09308569,6/21/2021,Travaglia S.,-1
38800,1.44,0,2.087373392,5/20/2015,Mayer L.,
35118,1.38,0,2.087164486,1/7/2014,Tomic B.,
48111,1.37,0,2.086544707,1/1/2019,Thompson J.,-1
43924,1.39,0,2.082770277,5/9/2017,Almagro N.,
44236,2.7,1,2.061936633,6/16/2017,Pouille L.,
53500,1.48,0,2.061639839,7/13/2021,Sandgren T.,-1
53883,1.38,0,2.051259557,8/30/2021,Molcan A.,-1
42549,1.54,0,2.04454049,10/5/2016,Dimitrov G.,
54640,1.53,0,2.044098795,1/31/2022,Bhambri Y.,-1
56123,1.51,0,2.037922034,7/22/2022,Thiem D.,-1
50685,3.34,1,2.036908056,1/7/2020,Ilkel C.,2.34
37891,1.47,0,2.036573901,2/3/2015,Pouille L.,
51296,1.64,0,2.027866395,8/31/2020,Sock J.,-1
37479,1.34,0,2.026245136,10/20/2014,Goffin D.,
51967,2.76,1,2.024396757,1/9/2021,Travaglia S.,1.76
54390,1.6,0,2.023637232,11/16/2021,Medvedev D.,-1
41131,1.41,0,2.012187824,4/16/2016,Nadal R.,
55027,1.55,0,2.010196088,3/12/2022,Monfils G.,-1
42143,1.54,0,2.006636732,8/2/2016,Opelka R.,
45314,2.71,1,1.997404135,10/19/2017,Berankis R.,
54399,3.09,1,1.981675612,11/20/2021,Zverev A.,2.09
56877,1.51,0,1.979585664,10/20/2022,Musetti L.,-1
44752,2.71,1,1.976025911,8/7/2017,Donaldson J.,
38350,1.45,0,1.96715421,3/28/2015,Chardy J.,
41341,2.67,1,1.964550458,5/7/2016,Murray A.,
36206,1.48,0,1.961973093,5/23/2014,Kohlschreiber P.,
53460,2.96,1,1.961762027,7/7/2021,Hurkacz H.,1.96
56330,2.51,1,1.961499187,8/12/2022,Ruud C.,1.51
41919,2.5,1,1.959995553,7/13/2016,Estrella Burgos V.,
53564,2.57,1,1.958430104,7/20/2021,Donskoy E.,1.57
36681,2.74,1,1.949771971,7/12/2014,Bautista R.,
57414,2.46,1,1.948296639,2/16/2023,Mannarino A.,1.46
51576,2.82,1,1.94709092,9/29/2020,Anderson K.,1.82
40498,1.51,0,1.941920599,2/1/2016,Rosol L.,
44611,2.55,1,1.940766645,7/26/2017,Vesely J.,
45454,1.57,0,1.938111507,11/15/2017,Dimitrov G.,
42673,3.4,1,1.934903395,10/19/2016,Bublik A.,
43762,2.76,1,1.932860924,4/25/2017,Vesely J.,
45262,2.67,1,1.931130356,10/16/2017,Sela D.,
40642,2.74,1,1.93105024,2/12/2016,Kohlschreiber P.,
41707,1.43,0,1.928666511,6/20/2016,Youzhny M.,
38618,1.42,0,1.92431516,4/29/2015,Schwartzman D.,
45652,1.67,0,1.920586997,1/16/2018,Donskoy E.,
50244,2.65,1,1.916481878,9/4/2019,Berrettini M.,1.65
55118,1.49,0,1.91639155,3/24/2022,Korda S.,-1
53408,1.54,0,1.91551175,6/30/2021,Mager G.,-1
47354,2.58,1,1.913616842,8/3/2018,Istomin D.,
46315,2.38,1,1.913242316,4/15/2018,Zverev M.,
42423,2.71,1,1.907759548,9/20/2016,Lorenzi P.,
53220,1.45,0,1.904948764,6/13/2021,Djokovic N.,-1
42190,2.86,1,1.903685625,8/15/2016,Cuevas P.,
39134,1.54,0,1.903092399,6/29/2015,Berankis R.,
43385,1.37,0,1.903088541,2/28/2017,Delbonis F.,
40659,1.53,0,1.902878469,2/15/2016,Paire B.,
49809,1.47,0,1.901021101,7/23/2019,Zverev A.,-1
43414,1.4,0,1.90033702,3/1/2017,Sousa J.,
38530,2.84,1,1.899750113,4/21/2015,Baghdatis M.,
43699,2.6,1,1.892955922,4/17/2017,Almagro N.,
42405,1.42,0,1.892103842,9/5/2016,Del Potro J.M.,
54182,1.49,0,1.891991384,10/12/2021,Sinner J.,-1
36060,2.66,1,1.891642684,5/5/2014,Nieminen J.,
42541,1.52,0,1.879088645,10/4/2016,Simon G.,
49777,2.75,1,1.876222859,7/20/2019,Balazs A.,1.75
38331,3.2,1,1.874343514,3/26/2015,Kukushkin M.,
55875,1.51,0,1.873374109,6/22/2022,Bublik A.,-1
45222,2.9,1,1.87238448,10/10/2017,Ramos-Vinolas A.,
50238,2.72,1,1.87180238,9/2/2019,Berrettini M.,1.72
44331,2.94,1,1.871662055,6/28/2017,Medvedev D.,
35943,2.94,1,1.868720472,4/22/2014,Istomin D.,
41400,2.93,1,1.865785151,5/15/2016,Murray A.,
41091,1.49,0,1.865749671,4/11/2016,Bautista Agut R.,
43761,2.94,1,1.863873588,4/25/2017,Haase R.,
55368,1.55,0,1.862893845,4/22/2022,Carreno Busta P.,-1
38799,1.5,0,1.86171605,5/19/2015,Monaco J.,
56067,1.57,0,1.860166709,7/16/2022,Bublik A.,-1
49650,1.75,0,1.859146798,7/3/2019,Paire B.,-1
43180,1.56,0,1.858477635,2/10/2017,Bautista Agut R.,
56200,2.72,1,1.857940262,7/29/2022,Ivashka I.,1.72
41852,1.44,0,1.857771468,7/3/2016,Vesely J.,
54260,2.53,1,1.857600893,10/25/2021,Murray A.,1.53
47250,1.54,0,1.85758037,7/27/2018,Kovalik J.,
40574,1.67,0,1.857232879,2/8/2016,Marchenko I.,
52074,2.41,1,1.853726349,2/4/2021,Khachanov K.,1.41
40507,2.64,1,1.852726636,2/2/2016,Estrella Burgos V.,
55028,1.45,0,1.851253022,3/12/2022,Shapovalov D.,-1
43653,1.47,0,1.846933055,4/12/2017,Chardy J.,
37049,1.46,0,1.846852849,8/19/2014,Goffin D.,
47848,1.63,0,1.843100815,10/9/2018,Kukushkin M.,
55863,2.49,1,1.842180935,6/22/2022,Altmaier D.,1.49
37039,1.47,0,1.841330154,8/18/2014,Janowicz J.,
38982,1.56,0,1.840442486,6/10/2015,Muller G.,
42533,1.47,0,1.839941012,10/4/2016,Baghdatis M.,
49804,1.44,0,1.838399604,7/23/2019,Ruud C.,-1
53580,1.6,0,1.8368734,7/21/2021,Gomez E.,-1
51522,1.71,0,1.834061834,9/27/2020,Cecchinato M.,-1
44792,2.75,1,1.833377685,8/10/2017,Querrey S.,
51257,1.57,0,1.832753357,8/25/2020,Bautista Agut R.,-1
50293,1.53,0,1.831209459,9/20/2019,Tsonga J.W.,-1
52588,1.51,0,1.829962642,3/28/2021,Ruusuvuori E.,-1
55200,1.54,0,1.829249802,4/5/2022,Djere L.,-1
51060,1.52,0,1.829081073,2/18/2020,Pospisil V.,-1
44837,1.55,0,1.825804199,8/16/2017,Dimitrov G.,
51157,1.57,0,1.818750014,2/25/2020,Delbonis F.,-1
50752,2.73,1,1.818592439,1/17/2020,Paire B.,1.73
44090,1.75,0,1.818305635,5/29/2017,Bolelli S.,
41266,1.66,0,1.818202635,4/28/2016,Schwartzman D.,
55021,1.68,0,1.818116297,3/11/2022,Machac T.,-1
42797,1.57,0,1.81669875,11/1/2016,Troicki V.,
38748,2.6,1,1.813096854,5/13/2015,Fognini F.,
54151,1.58,0,1.812091599,10/9/2021,Vukic A.,-1
36245,1.69,0,1.811932321,5/26/2014,Vesely J.,
43533,2.65,1,1.811249272,3/15/2017,Sock J.,
47752,2.6,1,1.81104328,9/28/2018,Fritz T.,
40564,1.57,0,1.810849953,2/6/2016,Bellucci T.,
47328,2.74,1,1.810619954,8/2/2018,Istomin D.,
43519,1.61,0,1.810370125,3/14/2017,Kyrgios N.,
56580,1.51,0,1.808196865,9/20/2022,Rinderknech A.,-1
38014,3.13,1,1.808123244,2/13/2015,Souza J.,
47856,2.47,1,1.807285993,10/10/2018,Tsitsipas S.,
49727,1.65,0,1.805634247,7/16/2019,Novak D.,-1
38307,2.81,1,1.804486051,3/25/2015,Krajicek A.,
53244,1.68,0,1.801052869,6/15/2021,Humbert U.,-1
38226,1.44,0,1.800799534,3/13/2015,Bolelli S.,
39435,2.36,1,1.80015664,8/2/2015,Thiem D.,
43567,1.69,0,1.796337385,3/23/2017,Seppi A.,
36965,1.48,0,1.79434708,8/8/2014,Dimitrov G.,
53265,1.43,0,1.79305199,6/17/2021,Shapovalov D.,-1
40358,1.53,0,1.792292001,1/15/2016,Dimitrov G.,
37969,2.62,1,1.791637822,2/10/2015,Souza J.,
48092,1.67,0,1.790107953,12/31/2018,Kecmanovic M.,
40275,1.41,0,1.78984345,1/6/2016,Edmund K.,
52623,2.8,1,1.789625545,4/5/2021,Kwon S.W.,1.8
53513,1.61,0,1.788993859,7/14/2021,Hanfmann Y.,-1
37993,1.47,0,1.788477873,2/11/2015,Querrey S.,
51922,1.74,0,1.787672343,11/16/2020,Medvedev D.,-1
36160,1.57,0,1.78734642,5/18/2014,Delbonis F.,
47397,1.67,0,1.787066384,8/8/2018,Shapovalov D.,
39122,1.63,0,1.785888373,6/29/2015,Haas T.,
49805,1.49,0,1.785422699,7/23/2019,Gasquet R.,-1
42315,1.54,0,1.785231291,8/29/2016,Seppi A.,
46853,1.61,0,1.784968238,6/15/2018,Ebden M.,
49954,1.62,0,1.783563463,8/2/2019,Fritz T.,-1
51738,2.58,1,1.782239578,10/20/2020,Norrie C.,1.58
54059,2.73,1,1.78205168,9/27/2021,Paire B.,1.73
45357,2.37,1,1.781291005,10/24/2017,Mayer L.,
40821,3.49,1,1.780638386,2/26/2016,Cervantes I.,
51706,1.48,0,1.780118146,10/16/2020,Raonic M.,-1
56307,1.51,0,1.779264315,8/10/2022,Fritz T.,-1
43865,2.5,1,1.778530613,5/3/2017,Tomic B.,
53207,1.57,0,1.777336103,6/10/2021,Auger-Aliassime F.,-1
43022,2.16,1,1.777192494,1/17/2017,Istomin D.,
49226,1.57,0,1.776560428,5/19/2019,Nadal R.,-1
52281,2.72,1,1.775486056,2/25/2021,Paire B.,1.72
46455,1.51,0,1.774067,5/1/2018,Dutra Silva R.,
54895,1.57,0,1.771466114,2/19/2022,Fognini F.,-1
38506,1.4,0,1.770045005,4/18/2015,Djokovic N.,
48489,1.58,0,1.767124471,2/15/2019,Opelka R.,-1
55102,1.47,0,1.76574385,3/23/2022,Draper J.,-1
45109,2.66,1,1.763870883,9/27/2017,Istomin D.,
53365,1.48,0,1.762824111,6/29/2021,Hurkacz H.,-1
49217,2.6,1,1.761845148,5/17/2019,Schwartzman D.,1.6
54579,2.62,1,1.760607307,1/19/2022,Albot R.,1.62
38063,2.83,1,1.760069753,2/17/2015,Nishioka Y.,
39579,2.34,1,1.757390704,8/18/2015,Dolgopolov O.,
43869,1.5,0,1.756047902,5/4/2017,Klizan M.,
38823,1.53,0,1.753742371,5/22/2015,Bellucci T.,
44658,2.84,1,1.752248824,7/31/2017,Bellucci T.,
47930,1.53,0,1.751806961,10/18/2018,Monfils G.,
41666,1.45,0,1.750455584,6/15/2016,Baghdatis M.,
44557,2.47,1,1.750306538,7/22/2017,Ferrer D.,
51703,1.59,0,1.749481768,10/15/2020,Cecchinato M.,-1
36764,1.57,0,1.748988147,7/21/2014,Monaco J.,
45550,1.43,0,1.748706481,1/7/2018,Dolgopolov O.,
55269,1.43,0,1.747302999,4/12/2022,Martinez P.,-1
50947,2.37,1,1.746560611,2/7/2020,Martin A.,1.37
42286,1.45,0,1.744564999,8/26/2016,Bautista Agut R.,
52639,2.67,1,1.744561897,4/6/2021,Kovalik J.,1.67
40520,1.57,0,1.74292238,2/2/2016,Gulbis E.,
57458,1.56,0,1.74285168,2/21/2023,Varillas J.P.,-1
41098,1.86,0,1.742773094,4/12/2016,Simon G.,
47384,1.51,0,1.741994309,8/7/2018,Tsitsipas S.,
47170,1.63,0,1.741792969,7/20/2018,Trungelliti M.,
38261,2.66,1,1.741720572,3/15/2015,Rosol L.,
49511,1.69,0,1.741044535,6/21/2019,Berrettini M.,-1
36342,2.76,1,1.737871499,6/9/2014,Evans D.,
49259,1.54,0,1.73784397,5/22/2019,Fritz T.,-1
43263,2.36,1,1.736589293,2/18/2017,Dolgopolov O.,
46064,1.65,0,1.735035405,3/3/2018,Bautista Agut R.,
43512,2.88,1,1.734918816,3/13/2017,Carreno Busta P.,
