match,PSW,win0,confidence0,date,winner,underdog,conf1.2+
56742,1.26,0,2.39558745,10/6/2022,Tiafoe F.,,
43952,1.45,0,2.111055502,5/13/2017,Nadal R.,,
43764,2.94,1,2.093652692,4/25/2017,Haase R.,,
43820,1.38,0,2.089101078,5/1/2017,Haas T.,,
35119,1.38,0,2.051746517,1/7/2014,Tomic B.,,
43686,2.94,1,2.038982018,4/15/2017,Johnson S.,,
43419,1.38,0,1.990749981,3/2/2017,Cuevas P.,,
53887,1.38,0,1.979606814,8/30/2021,Molcan A.,,
55867,1.35,0,1.975779994,6/22/2022,Fritz T.,,
54880,1.39,0,1.941371881,2/17/2022,Bautista Agut R.,,
46455,1.51,0,1.927857423,5/1/2018,Dutra Silva R.,,
43842,1.53,0,1.924731582,5/2/2017,Daniel T.,,
33115,1.55,0,1.913365996,3/9/2013,Llodra M.,,
43349,1.47,0,1.908216061,2/24/2017,Sock J.,,
41131,1.41,0,1.901777196,4/16/2016,Nadal R.,,
34427,3.03,1,1.889601781,8/11/2013,Nadal R.,,
50688,3.34,1,1.886428298,1/7/2020,Ilkel C.,,
53460,1.34,0,1.873872516,7/7/2021,Shapovalov D.,,
47261,1.55,0,1.866010639,7/28/2018,Mayer L.,,
39569,1.5,0,1.854591471,8/17/2015,Pospisil V.,,
43398,1.4,0,1.853466664,3/1/2017,Sousa J.,,
36927,2.74,1,1.852797915,8/5/2014,Lopez F.,,
33506,1.61,0,1.848828872,5/5/2013,Stepanek R.,,
41016,1.61,0,1.847660184,3/30/2016,Monfils G.,,
49726,1.43,0,1.84668133,7/16/2019,Londero J.I.,,
32023,1.47,0,1.842764795,9/21/2012,Davydenko N.,,
51714,1.51,0,1.837891964,10/16/2020,Shapovalov D.,,
47359,2.58,1,1.83487304,8/3/2018,Istomin D.,,
43546,1.52,0,1.834786686,3/22/2017,Anderson K.,,
40652,1.5,0,1.831392673,2/13/2016,Monfils G.,,
31889,1.3,0,1.828455167,8/28/2012,Ramirez-Hidalgo R.,,
43717,2.7,1,1.826962921,4/18/2017,Muller G.,,
44084,2.73,1,1.820906164,5/29/2017,Estrella Burgos V.,,
37771,1.56,0,1.820607774,1/19/2015,Baghdatis M.,,
34715,3.05,1,1.810918275,9/23/2013,Sijsling I.,,
35315,2.87,1,1.810178067,2/5/2014,Davydenko N.,,
47211,2.63,1,1.80797241,7/24/2018,Monteiro T.,,
37048,1.46,0,1.807941467,8/19/2014,Goffin D.,,
36103,2.63,1,1.807378571,5/11/2014,Melzer J.,,
34447,2.8,1,1.804369013,8/13/2013,Davydenko N.,,
32109,1.39,0,1.803523615,10/1/2012,Dolgopolov O.,,
56796,2.3,1,1.802442698,10/12/2022,Wolf J.J.,,
54455,1.51,0,1.794150034,1/10/2022,Sonego L.,,
48684,1.6,0,1.792629146,3/7/2019,Thompson J.,,
42190,2.86,1,1.791005459,8/15/2016,Cuevas P.,,
41095,1.45,0,1.790975153,4/12/2016,Bautista Agut R.,,
50489,3.5,1,1.782041214,10/15/2019,Carballes Baena R.,,
42926,1.46,0,1.780785286,1/7/2017,Bautista Agut R.,,
31153,1.48,0,1.776221168,6/6/2012,Ferrer D.,,
54399,3.09,1,1.773214383,11/20/2021,Zverev A.,,
32376,2.72,1,1.772545099,10/24/2012,Gasquet R.,,
30819,2.49,1,1.770137014,4/30/2012,Istomin D.,,
57124,2.58,1,1.769376651,1/11/2023,Kwon S.W.,,
56334,2.51,1,1.764085763,8/12/2022,Ruud C.,,
41828,1.45,0,1.755709067,6/30/2016,Istomin D.,,
37994,1.47,0,1.752743912,2/11/2015,Querrey S.,,
34295,2.65,1,1.752192775,7/28/2013,Robredo T.,,
52671,1.76,0,1.751496012,4/11/2021,Goffin D.,,
54051,2.77,1,1.748436632,9/25/2021,Kwon S.W.,,
46973,1.57,0,1.743691583,6/28/2018,Vesely J.,,
47461,2.55,1,1.742087808,8/16/2018,Kyrgios N.,,
39814,2.75,1,1.739055309,9/23/2015,Pouille L.,,
52839,2.6,1,1.739031336,4/29/2021,Moutet C.,,
45362,2.37,1,1.737706917,10/24/2017,Mayer L.,,
31420,1.54,0,1.736530298,7/4/2012,Murray A.,,
55758,1.61,0,1.735290044,6/9/2022,Ivashka I.,,
37928,1.67,0,1.733797689,2/6/2015,Baghdatis M.,,
39565,2.98,1,1.733454944,8/16/2015,Murray A.,,
31773,1.53,0,1.733216512,8/14/2012,Haas T.,,
38979,1.56,0,1.732294037,6/10/2015,Muller G.,,
42545,1.52,0,1.73153585,10/4/2016,Simon G.,,
41621,1.47,0,1.730972272,6/10/2016,Del Potro J.M.,,
37343,1.68,0,1.727408123,10/5/2014,Thiem D.,,
35730,3.11,1,1.725846843,3/19/2014,Mannarino A.,,
50295,1.53,0,1.725561907,9/20/2019,Tsonga J.W.,,
36380,1.57,0,1.722062592,6/11/2014,Stepanek R.,,
41037,2.71,1,1.718929117,4/5/2016,Baghdatis M.,,
39570,2.8,1,1.718433022,8/17/2015,Paire B.,,
30179,2.87,1,1.718361381,2/13/2012,Kubot L.,,
41341,2.67,1,1.716177164,5/7/2016,Murray A.,,
56511,2.59,1,1.71482515,8/31/2022,Cachin P.,,
35163,1.49,0,1.712465272,1/11/2014,Isner J.,,
51373,2.44,1,1.710899879,9/4/2020,Goffin D.,,
41229,1.47,0,1.707575085,4/26/2016,Dutra Silva R.,,
43229,2.62,1,1.700162786,2/15/2017,Sousa J.,,
45344,1.57,0,1.699765983,10/23/2017,Gasquet R.,,
42662,2.67,1,1.697546437,10/18/2016,Kovalik J.,,
53667,1.53,0,1.697373775,7/29/2021,Ruusuvuori E.,,
47248,1.54,0,1.696226422,7/27/2018,Kovalik J.,,
35517,2.65,1,1.695427543,2/21/2014,Dolgopolov O.,,
55258,1.53,0,1.694893089,4/11/2022,Schwartzman D.,,
48777,1.47,0,1.692345415,3/16/2019,Federer R.,,
38716,3.36,1,1.6917794,5/10/2015,Murray A.,,
46654,2.37,1,1.690861949,5/22/2018,Fucsovics M.,,
38985,1.45,0,1.689965754,6/11/2015,Tomic B.,,
46315,2.38,1,1.687456106,4/15/2018,Zverev M.,,
30502,1.52,0,1.686484707,3/12/2012,Almagro N.,,
35671,1.54,0,1.684592485,3/9/2014,Robredo T.,,
48495,1.58,0,1.682219307,2/15/2019,Opelka R.,,
48025,2.35,1,1.681818172,10/29/2018,Dzumhur D.,,
33344,2.6,1,1.681084394,4/16/2013,Montanes A.,,
36990,1.47,0,1.680018251,8/12/2014,Cilic M.,,
41364,1.5,0,1.679621206,5/10/2016,Goffin D.,,
38011,2.71,1,1.676839895,2/13/2015,Souza J.,,
40743,2.83,1,1.676766316,2/21/2016,Querrey S.,,
45949,1.58,0,1.674897645,2/22/2018,Fritz T.,,
50542,1.63,0,1.671233573,10/19/2019,Rublev A.,,
32169,2.62,1,1.670804914,10/4/2012,Baghdatis M.,,
48433,1.69,0,1.666839049,2/12/2019,Opelka R.,,
55521,1.66,0,1.666321017,5/11/2022,De Minaur A.,,
53916,2.68,1,1.664468871,8/31/2021,Pospisil V.,,
34478,3.14,1,1.662890666,8/16/2013,Berdych T.,,
43651,1.47,0,1.662555148,4/12/2017,Chardy J.,,
53991,1.61,0,1.662242275,9/6/2021,Auger-Aliassime F.,,
39058,2.21,1,1.661674819,6/19/2015,Troicki V.,,
50397,2.62,1,1.661070893,10/3/2019,Chung H.,,
35026,1.58,0,1.660742626,11/11/2013,Djokovic N.,,
47933,1.53,0,1.660032943,10/18/2018,Monfils G.,,
50238,2.72,1,1.657371792,9/2/2019,Berrettini M.,,
47840,1.63,0,1.656790718,10/9/2018,Kukushkin M.,,
33929,1.7,0,1.656442677,6/21/2013,Simon G.,,
30722,2.44,1,1.655639586,4/18/2012,Benneteau J.,,
35152,1.59,0,1.655462112,1/9/2014,Lu Y.H.,,
49757,1.58,0,1.654452929,7/18/2019,Gasquet R.,,
55052,2.43,1,1.653136844,3/13/2022,Kecmanovic M.,,
38153,1.55,0,1.652937519,2/24/2015,Lu Y.H.,,
43175,1.56,0,1.651204314,2/10/2017,Bautista Agut R.,,
46232,1.65,0,1.650992904,3/26/2018,Raonic M.,,
35651,1.63,0,1.648793222,3/7/2014,Kukushkin M.,,
32221,1.54,0,1.647983828,10/8/2012,Anderson K.,,
38144,1.56,0,1.64730773,2/24/2015,Becker B.,,
32237,1.57,0,1.645715246,10/9/2012,Isner J.,,
46208,1.62,0,1.645004473,3/24/2018,Sock J.,,
46987,1.53,0,1.644024436,7/2/2018,Donaldson J.,,
38641,2.39,1,1.643215801,5/1/2015,Gasquet R.,,
43324,1.47,0,1.642741148,2/23/2017,Dolgopolov O.,,
39033,2.61,1,1.640979814,6/16/2015,Kukushkin M.,,
47411,1.66,0,1.640547585,8/9/2018,Medvedev D.,,
56185,2.56,1,1.640130412,7/28/2022,Bagnis F.,,
49724,1.65,0,1.639940195,7/16/2019,Novak D.,,
51284,1.64,0,1.639852089,8/31/2020,Sock J.,,
43580,2.84,1,1.638130038,3/24/2017,Vesely J.,,
51773,2.73,1,1.637954402,10/23/2020,Dimitrov G.,,
53531,1.57,0,1.637708204,7/16/2021,Djere L.,,
57057,2.72,1,1.636317298,1/3/2023,Bautista Agut R.,,
49226,1.57,0,1.635565993,5/19/2019,Nadal R.,,
34788,2.44,1,1.633980343,10/8/2013,Seppi A.,,
36919,2.93,1,1.632601304,8/4/2014,Benneteau J.,,
57257,1.64,0,1.631805021,1/22/2023,Korda S.,,
36157,1.57,0,1.630517752,5/18/2014,Delbonis F.,,
33243,1.61,0,1.630488682,3/24/2013,Melzer J.,,
39806,1.74,0,1.628499955,9/22/2015,Zverev M.,,
56738,2.46,1,1.628250207,10/5/2022,Martinez P.,,
41091,1.49,0,1.627785834,4/11/2016,Bautista Agut R.,,
53802,1.7,0,1.627141615,8/18/2021,Ruud C.,,
46538,2.16,1,1.626842916,5/8/2018,Shapovalov D.,,
52086,1.57,0,1.626224537,2/5/2021,Evans D.,,
52990,2.46,1,1.62459024,5/19/2021,Bedene A.,,
42799,1.57,0,1.624540235,11/1/2016,Troicki V.,,
29899,2.62,1,1.624236548,1/6/2012,Tsonga J.W.,,
41632,2.52,1,1.62184095,6/12/2016,Thiem D.,,
42092,2.5,1,1.621197249,7/26/2016,Young D.,,
38437,1.59,0,1.621046313,4/9/2015,Vesely J.,,
47685,1.67,0,1.620042243,9/20/2018,Basilashvili N.,,
56233,1.61,0,1.619147902,8/3/2022,Dimitrov G.,,
48888,1.57,0,1.618686732,4/9/2019,Kohlschreiber P.,,
42315,1.54,0,1.618419019,8/29/2016,Seppi A.,,
32267,1.56,0,1.617577983,10/14/2012,Djokovic N.,,
33539,1.58,0,1.615211903,5/8/2013,Haas T.,,
49762,2.14,1,1.614243643,7/19/2019,Balazs A.,,
42541,1.47,0,1.612958707,10/4/2016,Baghdatis M.,,
43836,1.68,0,1.612046302,5/2/2017,Khachanov K.,,
48539,2.3,1,1.61167998,2/19/2019,Lorenzi P.,,
53292,1.6,0,1.611195418,6/21/2021,Travaglia S.,,
49995,1.6,0,1.611138471,8/7/2019,Medvedev D.,,
40641,2.74,1,1.610406958,2/12/2016,Kohlschreiber P.,,
52781,1.77,0,1.608746354,4/22/2021,Sinner J.,,
54549,1.58,0,1.60855835,1/18/2022,Baez S.,,
43136,2.71,1,1.606457448,2/8/2017,Olivo R.,,
48839,1.55,0,1.605697712,3/23/2019,Shapovalov D.,,
54896,1.61,0,1.605561333,2/19/2022,Alcaraz C.,,
48365,1.52,0,1.60452636,2/5/2019,Carballes Baena R.,,
48505,2.45,1,1.604486431,2/17/2019,Monfils G.,,
42809,2.31,1,1.603953191,11/2/2016,Sock J.,,
47286,1.66,0,1.601068522,7/31/2018,De Minaur A.,,
43573,1.69,0,1.600999535,3/23/2017,Seppi A.,,
38239,1.53,0,1.600372651,3/14/2015,Mannarino A.,,
30809,1.56,0,1.600220032,4/27/2012,Verdasco F.,,
30497,2.83,1,1.599344391,3/11/2012,Giraldo S.,,
47363,1.63,0,1.598797478,8/4/2018,Zverev A.,,
36669,2.22,1,1.597175606,7/10/2014,Youzhny M.,,
43656,2.45,1,1.597011313,4/12/2017,Zeballos H.,,
35848,2.6,1,1.596608315,4/10/2014,Garcia-Lopez G.,,
42210,2.73,1,1.596515974,8/17/2016,Tomic B.,,
36021,1.56,0,1.595665708,4/30/2014,Klizan M.,,
57081,2.25,1,1.593693059,1/6/2023,Bonzi B.,,
42193,1.52,0,1.592472107,8/15/2016,Coric B.,,
41400,2.93,1,1.592430429,5/15/2016,Murray A.,,
43860,2.5,1,1.591109323,5/3/2017,Tomic B.,,
34398,1.69,0,1.590254656,8/7/2013,Raonic M.,,
56061,1.61,0,1.589902598,7/15/2022,Kubler J.,,
35020,1.56,0,1.589845645,11/8/2013,Wawrinka S.,,
36087,1.63,0,1.587652982,5/8/2014,Gulbis E.,,
53633,1.54,0,1.587617224,7/26/2021,Fratangelo B.,,
48314,2.74,1,1.587208021,1/18/2019,Bautista Agut R.,,
49945,2.27,1,1.587043701,8/1/2019,Sonego L.,,
38320,1.85,0,1.586426214,3/25/2015,Krajinovic F.,,
35659,1.56,0,1.584831542,3/8/2014,Raonic M.,,
50082,2.46,1,1.583817771,8/19/2019,Cecchinato M.,,
52113,1.48,0,1.583604656,2/8/2021,Shapovalov D.,,
34716,1.53,0,1.583225361,9/23/2013,Haase R.,,
45954,1.42,0,1.583215548,2/22/2018,Verdasco F.,,
46584,2.59,1,1.582937264,5/14/2018,Ramos-Vinolas A.,,
43339,1.76,0,1.582822662,2/24/2017,Carreno Busta P.,,
55147,2.48,1,1.582412053,3/26/2022,Nishioka Y.,,
54042,2.6,1,1.581763535,9/23/2021,Giron M.,,
46464,1.63,0,1.580888629,5/1/2018,Maden Y.,,
33254,1.57,0,1.580300358,3/25/2013,Cilic M.,,
48909,1.77,0,1.579100934,4/11/2019,Paire B.,,
54186,1.6,0,1.579052245,10/12/2021,Hurkacz H.,,
41326,1.58,0,1.578993494,5/4/2016,Bautista Agut R.,,
48754,1.64,0,1.57755585,3/11/2019,Karlovic I.,,
33281,1.52,0,1.577482094,4/9/2013,Monfils G.,,
39226,1.67,0,1.575023206,7/4/2015,Cilic M.,,
35787,1.66,0,1.57456152,3/23/2014,Robredo T.,,
45787,2.61,1,1.572666973,2/9/2018,Basic M.,,
36773,1.43,0,1.57123037,7/22/2014,Haase R.,,
36307,1.45,0,1.570581367,5/30/2014,Raonic M.,,
40393,1.56,0,1.56970912,1/18/2016,Herbert P.H.,,
34740,1.52,0,1.567991351,9/25/2013,Baghdatis M.,,
55554,1.63,0,1.567683524,5/16/2022,Gasquet R.,,
48562,2.33,1,1.565898684,2/21/2019,Stakhovsky S.,,
37688,1.6,0,1.56507091,1/12/2015,Mayer L.,,
55021,1.58,0,1.562757864,3/11/2022,Wolf J.J.,,
41886,2.61,1,1.561837487,7/12/2016,Robert S.,,
49747,2.6,1,1.56073144,7/17/2019,Ramos-Vinolas A.,,
50063,2.37,1,1.559989194,8/15/2019,Khachanov K.,,
47585,2.29,1,1.559803733,8/28/2018,Benneteau J.,,
43085,1.54,0,1.559763834,1/20/2017,Tsonga J.W.,,
34288,1.54,0,1.559366114,7/27/2013,Fognini F.,,
55814,1.66,0,1.558243543,6/15/2022,Kyrgios N.,,
35546,2.55,1,1.556679189,2/25/2014,Rosol L.,,
32096,1.53,0,1.556201731,10/1/2012,Dolgopolov O.,,
54481,1.61,0,1.556071687,1/12/2022,Opelka R.,,
54131,1.73,0,1.555908976,10/8/2021,Davidovich Fokina A.,,
40520,1.67,0,1.555385231,2/2/2016,Millman J.,,
51206,2.37,1,1.554027642,2/28/2020,Fritz T.,,
47240,1.58,0,1.553953481,7/26/2018,Ebden M.,,
47396,1.67,0,1.553426592,8/8/2018,Shapovalov D.,,
33324,2.22,1,1.55341061,4/14/2013,Robredo T.,,
49539,2.18,1,1.552662862,6/25/2019,Fabbiano T.,,
47799,1.78,0,1.551680597,10/4/2018,Struff J.L.,,
47194,1.69,0,1.551590847,7/23/2018,Auger-Aliassime F.,,
46059,1.74,0,1.551267575,3/2/2018,Anderson K.,,
43577,2.32,1,1.551131546,3/24/2017,Paire B.,,
47735,1.56,0,1.550615172,9/26/2018,Ramos-Vinolas A.,,
51890,1.56,0,1.550517519,11/7/2020,Medvedev D.,,
44774,1.47,0,1.550496949,8/9/2017,Anderson K.,,
41978,2.08,1,1.549373131,7/19/2016,Nishioka Y.,,
31237,1.65,0,1.548850577,6/17/2012,Muller G.,,
56135,2.46,1,1.548268978,7/25/2022,Zeppieri G.,,
43568,1.51,0,1.547855176,3/23/2017,Coric B.,,
32507,1.54,0,1.546823993,1/1/2013,Devvarman S.,,
54196,1.58,0,1.544898434,10/13/2021,Hurkacz H.,,
42561,1.54,0,1.544566009,10/5/2016,Dimitrov G.,,
52141,1.68,0,1.544066162,2/9/2021,Kokkinakis T.,,
56512,2.66,1,1.543580093,8/31/2022,Moutet C.,,
30707,1.6,0,1.543487413,4/17/2012,Bellucci T.,,
40100,1.76,0,1.542871892,10/24/2015,Bautista R.,,
44766,2.52,1,1.542741727,8/8/2017,Carreno Busta P.,,
51103,2.11,1,1.542704871,2/20/2020,Humbert U.,,
34187,2.34,1,1.542476982,7/17/2013,Garcia-Lopez G.,,
46414,1.57,0,1.541379007,4/25/2018,Carreno Busta P.,,
39694,1.51,0,1.541201474,8/31/2015,Gabashvili T.,,
48795,1.9,0,1.541131891,3/21/2019,Tomic B.,,
31227,1.55,0,1.540798299,6/15/2012,Youzhny M.,,
38379,1.66,0,1.540689594,3/30/2015,Goffin D.,,
43512,2.88,1,1.540670969,3/13/2017,Carreno Busta P.,,
44786,1.43,0,1.540465312,8/9/2017,Haase R.,,
55991,2.12,1,1.539992768,7/1/2022,Tiafoe F.,,
42708,1.71,0,1.53977102,10/21/2016,Kohlschreiber P.,,
47946,2.37,1,1.539760516,10/19/2018,Fognini F.,,
30529,1.49,0,1.537975223,3/16/2012,Federer R.,,
55569,2.34,1,1.537902171,5/17/2022,Nikles J.,,
49563,1.74,0,1.537589464,6/27/2019,Kecmanovic M.,,
46482,1.54,0,1.536218879,5/2/2018,Dutra Silva R.,,
53268,2.23,1,1.535462469,6/17/2021,Basilashvili N.,,
35161,1.51,0,1.535074153,1/10/2014,Isner J.,,
46265,2.68,1,1.534786224,4/10/2018,Basilashvili N.,,
42442,1.64,0,1.533750151,9/21/2016,Struff J.L.,,
50487,1.57,0,1.533695869,10/15/2019,Kukushkin M.,,
48125,1.74,0,1.531901912,1/2/2019,Berdych T.,,
54425,2.33,1,1.531627592,1/5/2022,Ymer M.,,
47115,1.54,0,1.531213417,7/17/2018,Delbonis F.,,
48901,1.65,0,1.530752819,4/10/2019,Simon G.,,
55280,2.46,1,1.530515806,4/13/2022,Fritz T.,,
31163,1.53,0,1.530512955,6/12/2012,Baker J.,,
46898,2.66,1,1.530434968,6/20/2018,Kudla D.,,
53662,2.69,1,1.529917743,7/29/2021,Rinderknech A.,,
49992,1.75,0,1.529892778,8/7/2019,Thiem D.,,
45975,1.76,0,1.529817617,2/25/2018,Schwartzman D.,,
44548,2.43,1,1.529270575,7/21/2017,Giannessi A.,,
54636,1.53,0,1.528615477,1/31/2022,Bhambri Y.,,
39646,1.61,0,1.528273709,8/25/2015,Coric B.,,
46483,2.37,1,1.527993871,5/2/2018,Lorenzi P.,,
46381,1.49,0,1.52738649,4/23/2018,Garcia-Lopez G.,,
40625,2.64,1,1.527049783,2/11/2016,Mahut N.,,
47906,1.58,0,1.526714416,10/17/2018,Caruso S.,,
37867,2.12,1,1.524164792,2/2/2015,Berankis R.,,
45986,1.6,0,1.524054867,2/26/2018,Tsitsipas S.,,
55458,2.4,1,1.523921099,5/4/2022,Dimitrov G.,,
52368,1.91,0,1.523438285,3/8/2021,Sousa P.,,
51915,1.59,0,1.523068063,11/12/2020,Mannarino A.,,
53343,1.67,0,1.522999154,6/28/2021,Khachanov K.,,
52815,2.25,1,1.522770859,4/27/2021,Basilashvili N.,,
48072,2.57,1,1.521940318,11/15/2018,Thiem D.,,
56229,2.39,1,1.521750636,8/2/2022,Paire B.,,
31056,2.52,1,1.521145303,5/28/2012,Troicki V.,,
53007,1.5,0,1.519266463,5/21/2021,Shapovalov D.,,
31999,1.53,0,1.518794994,9/19/2012,Lorenzi P.,,
41476,1.58,0,1.518066254,5/23/2016,Lajovic D.,,
50393,1.53,0,1.518001302,10/2/2019,Murray A.,,
46802,1.79,0,1.517489474,6/4/2018,Schwartzman D.,,
34683,1.81,0,1.517433297,9/18/2013,Sousa J.,,
48101,1.78,0,1.516863716,1/1/2019,Lajovic D.,,
38705,2.06,1,1.516476035,5/7/2015,Isner J.,,
51370,1.58,0,1.516429024,9/4/2020,Auger-Aliassime F.,,
54461,2.35,1,1.515884954,1/10/2022,Munar J.,,
53634,2.33,1,1.514936579,7/26/2021,Thompson J.,,
38022,2.17,1,1.514664913,2/14/2015,Giraldo S.,,
43301,1.81,0,1.513861543,2/21/2017,Donaldson J.,,
31629,2.25,1,1.513760246,7/24/2012,Cipolla F.,,
38675,1.56,0,1.513085365,5/5/2015,Kohlschreiber P.,,
50392,1.59,0,1.51304019,10/2/2019,Goffin D.,,
30480,1.53,0,1.51293712,3/10/2012,Sweeting R.,,
44573,1.87,0,1.512920999,7/24/2017,Hanfmann Y.,,
30468,1.75,0,1.512617317,3/10/2012,Anderson K.,,
41500,1.68,0,1.512312624,5/24/2016,Jaziri M.,,
44090,1.75,0,1.511923525,5/29/2017,Bolelli S.,,
51085,1.56,0,1.511544274,2/19/2020,Garin C.,,
32605,1.53,0,1.511514468,1/11/2013,Tomic B.,,
46922,1.76,0,1.51137963,6/23/2018,Cilic M.,,
39632,1.53,0,1.511146252,8/24/2015,Kukushkin M.,,
34871,2.53,1,1.510992471,10/17/2013,Haase R.,,
38245,2.52,1,1.510638839,3/14/2015,Ramos-Vinolas A.,,
32721,1.57,0,1.509854972,1/19/2013,Simon G.,,
52333,2.27,1,1.509727106,3/3/2021,Paul T.,,
54151,1.58,0,1.509257278,10/9/2021,Vukic A.,,
42477,1.64,0,1.508996087,9/27/2016,Harrison R.,,
55381,1.6,0,1.508871066,4/25/2022,Kwon S.W.,,
54986,1.6,0,1.508706187,2/25/2022,Ramos-Vinolas A.,,
30987,2.36,1,1.508076746,5/16/2012,Granollers M.,,
35261,2.32,1,1.507955072,1/18/2014,Robert S.,,
43241,1.71,0,1.507064502,2/16/2017,Thiem D.,,
52291,1.74,0,1.506531594,2/26/2021,Coria F.,,
40143,2.45,1,1.506189518,10/29/2015,Sock J.,,
36865,2.72,1,1.505953451,7/29/2014,Istomin D.,,
39590,2.4,1,1.505509987,8/18/2015,Coric B.,,
38466,2.64,1,1.505482907,4/13/2015,Stakhovsky S.,,
54873,2.36,1,1.504670554,2/17/2022,Basilashvili N.,,
48627,1.83,1,1.504669974,2/26/2019,Dellien H.,,
38776,1.54,0,1.504598319,5/18/2015,Thiem D.,,
51028,2.11,1,1.504500679,2/14/2020,Londero J.I.,,
48207,1.56,0,1.504466145,1/10/2019,Kohlschreiber P.,,
40352,2.36,1,1.504217894,1/14/2016,Bautista R.,,
36910,1.71,0,1.503872893,8/1/2014,Thiem D.,,
31325,1.59,0,1.503001969,6/25/2012,Tipsarevic J.,,
33870,2.65,1,1.50292963,6/15/2013,Youzhny M.,,
46031,1.53,0,1.502915289,2/28/2018,Donaldson J.,,
47242,2.44,1,1.502749933,7/26/2018,Norrie C.,,
50633,1.59,0,1.501726204,10/30/2019,Wawrinka S.,,
49076,2.08,1,1.501613237,4/30/2019,Mayer L.,,
42265,1.65,0,1.501541698,8/23/2016,Carreno Busta P.,,
35448,1.72,0,1.501261066,2/15/2014,Fognini F.,,
42504,2.66,1,1.500940693,9/29/2016,Ramos-Vinolas A.,,
55831,2.49,1,1.500460144,6/18/2022,Hurkacz H.,,
50109,1.79,0,1.49984953,8/21/2019,Paire B.,,
37273,1.56,0,1.499731365,9/26/2014,Benneteau J.,,
55387,1.69,0,1.499477472,4/26/2022,Gaston H.,,
45157,1.71,0,1.498979435,10/3/2017,Schwartzman D.,,
50888,1.78,0,1.498144174,2/3/2020,Pospisil V.,,
33029,2.32,1,1.498060006,2/26/2013,Davydenko N.,,
34290,2.26,1,1.497479863,7/27/2013,Haase R.,,
43623,2.52,1,1.496511565,3/28/2017,Zverev A.,,
37921,1.63,0,1.495756918,2/5/2015,Lorenzi P.,,
52881,1.64,0,1.495740065,5/4/2021,Davidovich Fokina A.,,
44263,1.55,0,1.495561519,6/20/2017,Cilic M.,,
41365,1.56,0,1.494880362,5/10/2016,Monaco J.,,
36332,2.44,1,1.494113098,6/3/2014,Gulbis E.,,
42583,1.55,0,1.493970075,10/9/2016,Kyrgios N.,,
41101,1.7,0,1.493782663,4/12/2016,Daniel T.,,
33102,1.65,0,1.493427908,3/8/2013,Gulbis E.,,
43565,2.2,1,1.493239233,3/23/2017,Schwartzman D.,,
38285,1.78,0,1.492569103,3/17/2015,Lopez F.,,
50610,2.24,1,1.49254878,10/26/2019,Schwartzman D.,,
51647,2.34,1,1.492505308,10/12/2020,Karatsev A.,,
42599,2.25,1,1.492414221,10/11/2016,Zverev A.,,
32299,2.75,1,1.492210234,10/17/2012,Rosol L.,,
36522,1.54,0,1.491911146,6/24/2014,Istomin D.,,
42690,1.69,0,1.491881338,10/20/2016,Kamke T.,,
31314,1.76,0,1.491830736,6/25/2012,Troicki V.,,
54861,1.62,0,1.49180909,2/16/2022,Khachanov K.,,
34999,2.06,1,1.491641444,10/31/2013,Berdych T.,,
46930,2.37,1,1.491559431,6/25/2018,Istomin D.,,
48017,2.74,1,1.490959329,10/28/2018,Anderson K.,,
45970,1.81,0,1.490463312,2/24/2018,Fognini F.,,
55516,2.44,1,1.490053362,5/11/2022,Cilic M.,,
42767,2.16,1,1.490041351,10/27/2016,Ramos-Vinolas A.,,
44356,1.58,0,1.490015675,6/30/2017,Sugita Y.,,
39521,1.69,0,1.489796298,8/10/2015,Robredo T.,,
51500,1.73,0,1.489664024,9/23/2020,Garin C.,,
34892,1.67,0,1.489467745,10/18/2013,Gulbis E.,,
33843,1.75,0,1.488847412,6/12/2013,Becker B.,,
30919,2.01,1,1.488002736,5/8/2012,Stepanek R.,,
49555,1.84,0,1.487776411,6/26/2019,Kecmanovic M.,,
57362,1.67,0,1.487238091,2/13/2023,Goffin D.,1.2,1.2
56774,2.35,1,1.486159099,10/10/2022,Karatsev A.,,
42381,1.79,0,1.486144501,9/2/2016,Baghdatis M.,,
36635,1.66,0,1.486143139,7/9/2014,Karlovic I.,,
41317,2.52,1,1.485964839,5/4/2016,Sock J.,,
30483,1.54,0,1.485672061,3/10/2012,Dimitrov G.,,
30730,2.79,1,1.483922904,4/19/2012,Wawrinka S.,,
48122,1.6,0,1.48354971,1/2/2019,Paire B.,,
30419,2.29,1,1.483117334,3/1/2012,Verdasco F.,,
42418,2.27,1,1.482808407,9/19/2016,Berankis R.,,
49954,1.62,0,1.482650481,8/2/2019,Fritz T.,,
36349,1.81,0,1.482499614,6/9/2014,Duckworth J.,,
30341,1.51,0,1.482285678,2/25/2012,Almagro N.,,
56743,2.11,1,1.482245247,10/6/2022,Kecmanovic M.,,
56592,2.09,1,1.48198436,9/21/2022,Thiem D.,,
31005,1.63,0,1.48193095,5/21/2012,Nadal R.,,
47132,1.9,0,1.481743321,7/17/2018,Ymer M.,,
50526,1.76,0,1.48159183,10/17/2019,Chardy J.,,
33596,2.15,1,1.481372107,5/15/2013,Simon G.,,
39561,1.86,0,1.481306164,8/15/2015,Nishikori K.,,
41778,3.22,1,1.480879005,6/28/2016,Ramos-Vinolas A.,,
36251,1.78,0,1.480281458,5/26/2014,Melzer J.,,
