match,PSW,win0,confidence0,date,winner,underdog,conf1.2+
41412,1.54,1,1.075171778,5/16/2016,Fritz T.,,
57025,2.51,0,1.075151777,11/16/2022,Tsitsipas S.,,
38958,1.7,1,1.075079388,6/9/2015,Haas T.,,
37869,1.44,1,1.075071332,2/2/2015,Zeballos H.,,
47348,1.65,1,1.075070445,8/3/2018,Nishikori K.,,
45571,2.19,0,1.075016357,1/10/2018,Lorenzi P.,,
48796,2.01,0,1.075016015,3/21/2019,Ivashka I.,,
31915,3.7,0,1.074999115,8/29/2012,Muller G.,,
45354,1.33,1,1.074996465,10/24/2017,Thiem D.,,
56303,3.38,0,1.074987395,8/9/2022,Carreno Busta P.,,
51312,2.53,0,1.074972638,9/1/2020,Nagal S.,,
49121,1.38,1,1.074963058,5/6/2019,Kohlschreiber P.,,
56092,1.71,1,1.074955283,7/19/2022,Gasquet R.,,
45182,1.25,1,1.074947502,10/5/2017,Zverev A.,,
45066,3.39,0,1.074912736,9/21/2017,Copil M.,,
34866,1.21,1,1.074887316,10/17/2013,Tsonga J.W.,,
51066,1.52,1,1.074847933,2/18/2020,Pospisil V.,,
35780,2.08,0,1.074840572,3/23/2014,Nishikori K.,,
40582,1.71,1,1.074822781,2/8/2016,Giraldo S.,,
48846,1.4,1,1.074801862,3/24/2019,Bautista Agut R.,,
39140,1.64,1,1.074796028,6/29/2015,Mayer L.,,
37784,1.22,1,1.074792574,1/20/2015,Monfils G.,,
56122,1.87,1,1.074784473,7/22/2022,Molcan A.,,
56949,1.46,1,1.074782756,10/28/2022,Dimitrov G.,,
31429,1.66,1,1.074781256,7/9/2012,Sela D.,,
47021,1.64,1,1.074771947,7/3/2018,Benneteau J.,,
49018,1.4,1,1.074760377,4/24/2019,Cuevas P.,,
42912,1.22,1,1.074747905,1/5/2017,Thiem D.,,
32114,6.12,0,1.074725289,10/2/2012,Ito T.,,
53607,2.35,0,1.07470348,7/23/2021,Altmaier D.,,
48111,1.93,1,1.074698375,1/1/2019,Vesely J.,,
35004,1.36,1,1.074689676,10/31/2013,Del Potro J.M.,,
54795,1.65,1,1.074653283,2/12/2022,Schwartzman D.,,
42483,2.44,0,1.074618508,9/27/2016,Lorenzi P.,,
57288,2.88,0,1.07461656,2/7/2023,Sock J.,,
51366,2.44,0,1.074557148,9/3/2020,Tiafoe F.,,
45871,2.43,0,1.074536882,2/16/2018,Mayer L.,,
51301,3.19,0,1.074510812,9/1/2020,Johnson S.,,
51068,1.66,1,1.074465582,2/18/2020,Lajovic D.,,
49466,2.62,0,1.074462397,6/17/2019,Herbert P.H.,,
33316,1.5,1,1.074455048,4/13/2013,Isner J.,,
42554,3.5,0,1.074420278,10/5/2016,Muller G.,,
47212,2.01,0,1.074420025,7/24/2018,Verdasco F.,,
43073,1.14,1,1.074411846,1/19/2017,Dimitrov G.,,
51051,1.62,1,1.07439902,2/17/2020,Mcdonald M.,,
53714,3.15,0,1.074390127,8/5/2021,Kudla D.,,
35371,1.63,1,1.074353421,2/10/2014,Granollers M.,,
37595,1.63,1,1.074351092,11/13/2014,Nishikori K.,,
44051,1.23,1,1.074329579,5/25/2017,Kuznetsov An.,,
31777,1.26,1,1.074313331,8/15/2012,Murray A.,,
52222,1.46,1,1.07426952,2/17/2021,Medvedev D.,,
35828,1.53,1,1.074266864,4/9/2014,Carreno-Busta P.,,
50810,3.05,0,1.074234712,1/21/2020,Polmans M.,,
32067,2.93,0,1.074224604,9/27/2012,Sijsling I.,,
38423,2.07,0,1.074210403,4/8/2015,Haider-Maurer A.,,
39071,1.2,1,1.074207463,6/21/2015,Baghdatis M.,,
56929,1.64,1,1.074203821,10/26/2022,Giron M.,,
45724,1.33,1,1.074197144,1/25/2018,Cilic M.,,
46223,1.25,1,1.074195962,3/24/2018,Berdych T.,,
50066,1.33,1,1.074170915,8/15/2019,Bautista Agut R.,,
35377,3.38,0,1.074166628,2/11/2014,Kuznetsov Al.,,
32799,1.6,1,1.07415789,2/8/2013,Berlocq C.,,
52728,1.44,1,1.074153765,4/19/2021,Millman J.,,
53185,1.36,1,1.074144486,6/6/2021,Medvedev D.,,
41521,1.65,1,1.074136993,5/25/2016,Isner J.,,
42943,1.43,1,1.074135604,1/9/2017,Harrison R.,,
44388,1.73,1,1.074112442,7/3/2017,Young D.,,
52457,1.47,1,1.07410966,3/15/2021,Davidovich Fokina A.,,
53822,2.32,0,1.074085885,8/20/2021,Auger-Aliassime F.,,
39399,1.53,1,1.074061105,7/29/2015,Baghdatis M.,,
33279,2.1,0,1.074057822,4/9/2013,Zemlja G.,,
45733,1.56,1,1.074056323,2/5/2018,Paire B.,,
55781,1.74,1,1.074032268,6/13/2022,De Minaur A.,,
30585,1.81,1,1.0740307,3/24/2012,Anderson K.,,
41409,1.35,1,1.074020774,5/16/2016,Sousa J.,,
32178,1.45,1,1.074020578,10/4/2012,Nishikori K.,,
48650,1.46,1,1.074018497,2/27/2019,Millman J.,,
31114,4.1,0,1.073957476,5/31/2012,Mayer L.,,
40217,1.71,1,1.073940273,11/18/2015,Wawrinka S.,,
38231,1.41,1,1.073940055,3/13/2015,Young D.,,
42885,1.45,1,1.073896901,1/3/2017,Kohlschreiber P.,,
37131,1.58,1,1.073887381,8/27/2014,Marchenko I.,,
34177,1.54,1,1.073861057,7/17/2013,Verdasco F.,,
54877,1.81,0,1.073860974,2/17/2022,Bonzi B.,,
56254,1.38,1,1.073850097,8/4/2022,Tiafoe F.,,
55420,2.12,0,1.07384851,4/29/2022,Korda S.,,
43604,1.32,1,1.073842114,3/25/2017,Sock J.,,
46524,2.4,0,1.073838339,5/6/2018,Sousa J.,,
35076,5.8,0,1.073831909,1/1/2014,Brands D.,,
33854,1.86,1,1.073795428,6/13/2013,Hewitt L.,,
29902,1.29,1,1.073791363,1/6/2012,Raonic M.,,
43775,5.63,0,1.073757339,4/25/2017,Sugita Y.,,
31291,1.91,1,1.073737435,6/22/2012,Darcis S.,,
45743,1.71,1,1.073710394,2/6/2018,Estrella Burgos V.,,
46568,2.15,0,1.073707357,5/10/2018,Anderson K.,,
53423,1.74,1,1.073688956,7/1/2021,Ivashka I.,,
55987,1.3,1,1.073617732,7/1/2022,Alcaraz C.,,
35260,1.56,1,1.073601599,1/17/2014,Anderson K.,,
45818,1.9,1,1.073593539,2/13/2018,Medvedev D.,,
35562,1.3,1,1.073585464,2/25/2014,Anderson K.,,
40287,1.37,1,1.073585379,1/7/2016,Bedene A.,,
50980,2.1,0,1.073512657,2/11/2020,Kovalik J.,,
51419,2.48,0,1.073463396,9/10/2020,Marterer M.,,
47721,1.22,1,1.073455483,9/25/2018,Fritz T.,,
47444,1.58,1,1.073446903,8/14/2018,Chung H.,,
41213,1.63,1,1.073442757,4/25/2016,Carballes Baena R.,,
37708,1.58,1,1.073435091,1/13/2015,Johnson S.,,
48932,1.75,1,1.073428012,4/14/2019,Dimitrov G.,,
50566,2.19,0,1.073426354,10/22/2019,Sinner J.,,
43160,1.9,1,1.073423609,2/9/2017,Paire B.,,
51018,1.71,1,1.073413734,2/13/2020,Cuevas P.,,
33744,1.65,1,1.073411111,5/29/2013,Troicki V.,,
45606,2.18,0,1.073378811,1/15/2018,Millman J.,,
55985,1.65,1,1.073349038,7/1/2022,Sinner J.,,
31344,1.27,1,1.073332425,6/26/2012,Dolgopolov O.,,
35184,1.29,1,1.073321158,1/13/2014,Youzhny M.,,
32582,2.52,0,1.07329885,1/8/2013,Millman J.,,
57323,1.52,1,1.073279659,2/9/2023,Baez S.,,
37468,1.59,1,1.073270395,10/17/2014,Gulbis E.,,
38176,6.02,0,1.073269058,2/25/2015,Harrison R.,,
36844,1.86,1,1.073269006,7/28/2014,Smyczek T.,,
36587,1.79,1,1.073259598,6/30/2014,Lopez F.,,
39739,1.55,1,1.073255549,9/2/2015,Raonic M.,,
53576,1.35,1,1.07323309,7/21/2021,Thompson J.,,
32473,1.8,1,1.073209226,12/31/2012,Nieminen J.,,
38417,1.4,1,1.073187649,4/7/2015,Gimeno-Traver D.,,
30887,2.2,0,1.073184311,5/5/2012,Kohlschreiber P.,,
52732,2.27,0,1.07315505,4/19/2021,Gaio F.,,
46783,4,0,1.073140451,6/1/2018,Cecchinato M.,,
51073,2.81,0,1.073126409,2/18/2020,Norrie C.,,
35069,2.35,0,1.073100335,1/1/2014,Matosevic M.,,
29869,1.29,1,1.073058601,1/4/2012,Troicki V.,,
51185,1.87,1,1.073048546,2/26/2020,Fritz T.,,
32939,1.45,1,1.073022151,2/20/2013,Berdych T.,,
40063,1.4,1,1.073002756,10/21/2015,Karlovic I.,,
46140,3.45,0,1.072981807,3/13/2018,Herbert P.H.,,
48526,2.04,0,1.072973477,2/19/2019,Garin C.,,
39110,1.75,1,1.072963285,6/25/2015,Baghdatis M.,,
34582,1.26,1,1.072951359,8/28/2013,Anderson K.,,
56129,1.9,1,1.072935224,7/24/2022,Ruud C.,,
33977,1.5,1,1.072848507,6/25/2013,Wang J.,,
56267,1.62,1,1.072816983,8/5/2022,Korda S.,,
36088,1.32,1,1.072806519,5/8/2014,Ferrer D.,,
49089,1.53,1,1.07280202,5/1/2019,Monfils G.,,
35171,1.66,1,1.072789483,1/13/2014,Istomin D.,,
45412,1.71,1,1.07276905,10/31/2017,Mannarino A.,,
45721,4.18,0,1.072726887,1/23/2018,Cilic M.,,
34047,1.25,1,1.072669796,7/1/2013,Verdasco F.,,
45542,1.44,1,1.072640325,1/5/2018,Kyrgios N.,,
43101,1.14,1,1.072636583,1/23/2017,Dimitrov G.,,
32692,1.43,1,1.072626026,1/17/2013,Simon G.,,
38605,1.16,1,1.072616388,4/28/2015,Stakhovsky S.,,
32015,1.39,1,1.072542617,9/20/2012,Garcia-Lopez G.,,
35411,1.39,1,1.07252252,2/12/2014,Dolgopolov O.,,
43456,1.44,1,1.072510095,3/9/2017,Khachanov K.,,
52812,1.42,1,1.072507129,4/27/2021,Hanfmann Y.,,
51391,1.53,1,1.072506084,9/7/2020,Coric B.,,
51674,2.29,0,1.072486043,10/13/2020,Laaksonen H.,,
44596,1.88,0,1.072461696,7/25/2017,Halys Q.,,
53656,1.62,1,1.072447526,7/28/2021,Thompson J.,,
34764,2.21,0,1.072436173,9/28/2013,Sousa J.,,
48370,3.94,0,1.072432915,2/6/2019,Berrettini M.,,
43657,1.41,1,1.072429342,4/12/2017,Verdasco F.,,
31483,2.73,0,1.072335471,7/11/2012,Brown D.,,
45053,3.89,0,1.072311845,9/20/2017,Fabbiano T.,,
54507,1.76,1,1.072303694,1/15/2022,Karatsev A.,,
34545,1.31,1,1.072278792,8/26/2013,Tursunov D.,,
39212,2.7,0,1.072274876,7/3/2015,Kyrgios N.,,
40387,1.8,0,1.072261277,1/18/2016,Krajicek A.,,
54848,1.47,1,1.072253467,2/16/2022,Karatsev A.,,
43281,2.57,0,1.072240338,2/20/2017,Jaziri M.,,
41849,1.28,1,1.072231238,7/3/2016,Gasquet R.,,
43915,3.92,0,1.072228628,5/9/2017,Herbert P.H.,,
30058,1.66,1,1.072227928,1/19/2012,Mahut N.,,
34737,1.19,1,1.072224448,9/25/2013,Berdych T.,,
37624,2.42,0,1.07222283,1/6/2015,Souza J.,,
46757,1.29,1,1.072210307,5/30/2018,Dzumhur D.,,
36672,1.62,1,1.072155516,7/11/2014,Fognini F.,,
48411,4.14,0,1.072146116,2/8/2019,Fucsovics M.,,
51410,2.31,0,1.072128861,9/9/2020,Carreno Busta P.,,
50013,1.78,1,1.072088803,8/9/2019,Medvedev D.,,
40535,5,0,1.072057243,2/3/2016,Zverev A.,,
43595,3.19,0,1.072047165,3/25/2017,Struff J.L.,,
46091,1.31,1,1.072044222,3/10/2018,Thiem D.,,
39698,1.41,1,1.07203744,9/1/2015,Garcia-Lopez G.,,
31022,1.3,1,1.072009764,5/23/2012,Isner J.,,
57283,1.23,1,1.071984158,2/7/2023,Cressy M.,,
52751,2.55,0,1.071977303,4/20/2021,Tiafoe F.,,
42743,3,0,1.071962925,10/25/2016,Muller G.,,
51936,2.8,0,1.07193793,1/7/2021,Travaglia S.,,
41209,2.28,0,1.071927063,4/25/2016,Giraldo S.,,
56429,1.56,1,1.071916052,8/24/2022,Draper J.,,
39757,3.01,0,1.071914761,9/3/2015,Vesely J.,,
53750,2.52,0,1.071910722,8/11/2021,Basilashvili N.,,
55673,1.48,1,1.071910619,5/25/2022,Khachanov K.,,
33026,1.45,1,1.071886072,2/26/2013,Kamke T.,,
43757,1.59,1,1.071882129,4/24/2017,Klizan M.,,
33050,1.69,1,1.071879386,2/28/2013,Fognini F.,,
38142,1.46,1,1.071877376,2/24/2015,Andreozzi G.,,
56438,3.23,0,1.071866679,8/26/2022,Huesler M.A.,,
40278,1.44,1,1.071863018,1/6/2016,Thiem D.,,
34955,2.08,0,1.071848258,10/25/2013,Roger-Vasselin E.,,
34907,1.33,1,1.071836619,10/21/2013,Dolgopolov O.,,
50531,1.76,1,1.071813577,10/18/2019,Carreno Busta P.,,
55240,1.81,1,1.071812456,4/9/2022,Isner J.,,
52094,1.75,1,1.071807921,2/6/2021,Evans D.,,
43667,1.65,1,1.071771441,4/13/2017,Paire B.,,
39970,1.33,1,1.071750358,10/12/2015,Lopez F.,,
48152,1.41,1,1.071737516,1/4/2019,Anderson K.,,
37491,1.68,1,1.071725173,10/21/2014,Verdasco F.,,
37741,1.68,1,1.07169645,1/19/2015,Rosol L.,,
39453,1.83,1,1.071654351,8/4/2015,Groth S.,,
35908,1.35,1,1.071651204,4/17/2014,Wawrinka S.,,
49958,1.33,1,1.071614674,8/3/2019,Tsitsipas S.,,
31815,2.9,0,1.071584723,8/20/2012,Mcclune M.,,
54859,1.77,1,1.071515925,2/16/2022,Cilic M.,,
53993,1.77,1,1.071510228,9/6/2021,Harris L.,,
44194,2.2,0,1.071503881,6/12/2017,Bedene A.,,
44855,3.02,0,1.071502597,8/19/2017,Kyrgios N.,,
41884,2.93,0,1.071491127,7/12/2016,Gimeno-Traver D.,,
48423,2.11,0,1.071466917,2/11/2019,Kukushkin M.,,
45793,1.74,1,1.071456645,2/9/2018,Ramos-Vinolas A.,,
56470,2.05,0,1.071368121,8/30/2022,Musetti L.,,
33651,2.69,0,1.07136643,5/22/2013,Hajek J.,,
48854,1.55,1,1.07133866,3/25/2019,Anderson K.,,
47489,1.41,1,1.071290374,8/20/2018,Paul T.,,
42331,1.4,1,1.071283805,8/30/2016,Mathieu P.H.,,
56557,2.6,0,1.071275371,9/5/2022,Kyrgios N.,,
42485,1.5,1,1.071270525,9/27/2016,Mannarino A.,,
51213,1.36,1,1.071253063,2/29/2020,Djokovic N.,,
36084,3.54,0,1.071240067,5/7/2014,Kubot L.,,
34611,1.28,1,1.071236223,8/30/2013,Granollers M.,,
57075,1.4,1,1.071228568,1/5/2023,Van De Zandschulp B.,,
55413,1.38,1,1.07122429,4/28/2022,Auger-Aliassime F.,,
52504,1.4,1,1.071188855,3/18/2021,Ruud C.,,
47936,1.55,1,1.071178094,10/19/2018,Monfils G.,,
51420,1.37,1,1.071159204,9/11/2020,Zverev A.,,
30356,1.39,1,1.071136562,2/27/2012,Mayer F.,,
56947,1.62,1,1.071117259,10/27/2022,Bautista Agut R.,,
50864,1.39,1,1.071103232,1/25/2020,Thiem D.,,
32613,3.98,0,1.071102574,1/14/2013,Kuznetsov An.,,
49916,2.64,0,1.071084454,7/31/2019,Londero J.I.,,
48508,1.65,1,1.071080818,2/18/2019,Harris L.,,
34673,1.32,1,1.071074442,9/18/2013,Tsonga J.W.,,
45735,1.69,1,1.071067403,2/6/2018,Khachanov K.,,
39918,2.43,0,1.071059103,10/6/2015,Muller G.,,
54381,1.7,1,1.071054014,11/11/2021,Tiafoe F.,,
38247,1.63,1,1.071049232,3/14/2015,Kohlschreiber P.,,
53088,1.71,1,1.071046528,5/30/2021,Couacaud E.,,
31530,1.29,1,1.071040821,7/14/2012,Almagro N.,,
32108,2.35,0,1.071040776,10/1/2012,Berlocq C.,,
35178,2.49,0,1.071038303,1/13/2014,Ebden M.,,
34870,1.48,1,1.071034917,10/17/2013,Fognini F.,,
45258,2.02,0,1.071016132,10/16/2017,Karlovic I.,,
40993,2.2,0,1.07100111,3/27/2016,Simon G.,,
53530,2.01,0,1.070997633,7/16/2021,Carballes Baena R.,,
56815,1.52,1,1.07099687,10/15/2022,Auger-Aliassime F.,,
47945,1.32,1,1.070987244,10/19/2018,Isner J.,,
40534,1.54,1,1.07097388,2/3/2016,Gasquet R.,,
40129,2.5,0,1.070969507,10/28/2015,Cuevas P.,,
47463,1.32,1,1.070933912,8/16/2018,Del Potro J.M.,,
43226,2.55,0,1.070930685,2/15/2017,Thiem D.,,
51135,1.39,1,1.070928868,2/24/2020,Khachanov K.,,
52954,3.92,0,1.070926752,5/13/2021,Opelka R.,,
38430,1.5,1,1.070918645,4/8/2015,Sock J.,,
56027,2.94,0,1.070917673,7/12/2022,Purcell M.,,
48690,2.27,0,1.070906252,3/7/2019,Ramos-Vinolas A.,,
54714,1.76,1,1.070894852,2/6/2022,Ramos-Vinolas A.,,
37351,1.63,1,1.070877575,10/6/2014,Monaco J.,,
50431,1.73,1,1.070870151,10/7/2019,Paire B.,,
57014,3.24,0,1.070855045,11/4/2022,Rune H.,,
53908,2.91,0,1.070854833,8/31/2021,Basilashvili N.,,
46448,1.93,0,1.070804459,4/30/2018,Trungelliti M.,,
48439,1.35,1,1.070774363,2/12/2019,Verdasco F.,,
52878,2.98,0,1.070744029,5/4/2021,Millman J.,,
33011,1.5,1,1.070732538,2/26/2013,Gulbis E.,,
41235,1.79,1,1.070724718,4/26/2016,Kukushkin M.,,
39415,1.4,1,1.070698726,7/30/2015,Cuevas P.,,
38074,3.64,0,1.070697155,2/18/2015,Haider-Maurer A.,,
45669,1.29,1,1.070696365,1/17/2018,Schwartzman D.,,
38177,1.38,1,1.070683032,2/25/2015,Almagro N.,,
46522,2.07,0,1.070682664,5/6/2018,Shapovalov D.,,
44889,1.36,1,1.070648199,8/23/2017,Bautista Agut R.,,
51489,1.87,1,1.070634734,9/22/2020,Khachanov K.,,
40297,3.65,0,1.07063403,1/8/2016,Tomic B.,,
34638,1.3,1,1.070618635,9/1/2013,Hewitt L.,,
37978,1.55,1,1.070617439,2/10/2015,Harrison R.,,
48425,1.8,0,1.070617094,2/11/2019,Basilashvili N.,,
40034,1.46,1,1.070594063,10/20/2015,Chardy J.,,
35272,1.65,1,1.070564495,1/20/2014,Dimitrov G.,,
45624,1.27,1,1.070559092,1/15/2018,Carreno Busta P.,,
32177,1.61,1,1.070541711,10/4/2012,Youzhny M.,,
39599,1.24,1,1.070492359,8/19/2015,Berdych T.,,
43051,5.24,0,1.070462067,1/18/2017,Evans D.,,
34100,1.28,1,1.07045808,7/10/2013,Isner J.,,
51461,3.02,0,1.070431816,9/17/2020,Koepfer D.,,
36347,1.61,1,1.070427179,6/9/2014,Stakhovsky S.,,
44685,2.06,0,1.070398393,8/2/2017,Lajovic D.,,
49881,2.44,0,1.070388806,7/30/2019,Gulbis E.,,
43543,1.23,1,1.070373141,3/18/2017,Federer R.,,
47127,2.33,0,1.070366807,7/17/2018,Donskoy E.,,
40605,1.38,1,1.070355154,2/10/2016,Chardy J.,,
39942,1.28,1,1.070336958,10/7/2015,Nadal R.,,
29906,1.29,1,1.070336541,1/6/2012,Murray A.,,
41820,2.29,0,1.070294091,6/30/2016,Pouille L.,,
53690,2.47,0,1.070292146,8/3/2021,Ymer E.,,
38259,1.48,1,1.070285248,3/15/2015,Dimitrov G.,,
29924,2.21,0,1.070261548,1/10/2012,Benneteau J.,,
31813,1.88,0,1.070239938,8/20/2012,Stakhovsky S.,,
45553,1.52,1,1.07023321,1/8/2018,Mannarino A.,,
33159,1.63,1,1.070233101,3/12/2013,Simon G.,,
38346,1.65,1,1.070215344,3/27/2015,Garcia-Lopez G.,,
45994,1.44,1,1.070215228,2/27/2018,Pouille L.,,
32800,2.36,0,1.070177987,2/8/2013,Zeballos H.,,
56139,1.28,1,1.070175672,7/25/2022,Cecchinato M.,,
37664,1.59,1,1.070168259,1/8/2015,Lu Y.H.,,
33615,2.55,0,1.070135838,5/19/2013,Berankis R.,,
50329,1.4,1,1.070132971,9/26/2019,Seppi A.,,
55339,2.38,0,1.070102167,4/20/2022,Monteiro T.,,
40190,1.32,1,1.070060877,11/4/2015,Isner J.,,
53609,1.76,1,1.070056769,7/23/2021,Ramos-Vinolas A.,,
47072,1.43,1,1.070039568,7/5/2018,Simon G.,,
30900,2.2,0,1.070039459,5/7/2012,Gimeno-Traver D.,,
36217,1.22,1,1.070036808,5/25/2014,Janowicz J.,,
47313,1.47,1,1.070031078,8/1/2018,Berrettini M.,,
43506,1.13,1,1.070023452,3/12/2017,Monfils G.,,
53303,1.59,1,1.070012459,6/22/2021,Humbert U.,,
38026,1.39,1,1.06995676,2/14/2015,Berdych T.,,
42019,5.54,0,1.069915013,7/20/2016,Khachanov K.,,
48070,1.18,1,1.06987283,11/14/2018,Djokovic N.,,
33010,1.7,1,1.069861127,2/26/2013,Sock J.,,
30964,1.66,1,1.06985048,5/14/2012,Verdasco F.,,
40367,1.5,1,1.069809437,1/18/2016,Cuevas P.,,
37904,3.05,0,1.069782914,2/4/2015,Montanes A.,,
47490,1.7,0,1.069767853,8/20/2018,Sandgren T.,,
37355,2.8,0,1.069687435,10/7/2014,Kukushkin M.,,
40283,3.22,0,1.069683912,1/7/2016,Marchenko I.,,
35156,2.29,0,1.069677741,1/9/2014,Tursunov D.,,
31671,3.14,0,1.069675227,7/28/2012,Haase R.,,
44074,1.69,1,1.069632763,5/28/2017,Daniel T.,,
51336,1.58,1,1.069629075,9/2/2020,Caruso S.,,
50707,2.03,0,1.069582993,1/13/2020,Humbert U.,,
42334,1.38,1,1.06956966,8/30/2016,Sousa J.,,
45598,3.16,0,1.069565357,1/13/2018,Bautista Agut R.,,
31563,1.24,1,1.069546293,7/17/2012,Almagro N.,,
35147,3.35,0,1.069541412,1/8/2014,Johnson S.,,
55981,1.79,1,1.069532178,6/30/2022,Van De Zandschulp B.,,
48598,1.43,1,1.069522176,2/25/2019,Verdasco F.,,
50002,1.76,1,1.06949919,8/8/2019,Khachanov K.,,
41443,2.33,0,1.069490658,5/19/2016,Zverev A.,,
55285,2.33,0,1.069414289,4/13/2022,Ramos-Vinolas A.,,
40359,1.81,1,1.069408401,1/15/2016,Muller G.,,
56876,2.14,0,1.06939859,10/20/2022,Korda S.,,
43883,1.38,1,1.069382849,5/5/2017,Zverev A.,,
34922,2.7,0,1.069372416,10/22/2013,Brands D.,,
37249,1.93,1,1.06936638,9/24/2014,Cuevas P.,,
31561,1.45,1,1.069343768,7/17/2012,Russell M.,,
50894,1.58,1,1.069340091,2/4/2020,Ivashka I.,,
41123,1.32,1,1.069328406,4/14/2016,Nadal R.,,
47043,3.14,0,1.069294188,7/3/2018,Albot R.,,
45659,1.81,1,1.069267819,1/16/2018,Querrey S.,,
34075,1.78,1,1.069259564,7/9/2013,Sock J.,,
35917,2.31,0,1.069196186,4/19/2014,Wawrinka S.,,
43637,1.57,1,1.069176916,4/1/2017,Federer R.,,
48529,1.45,1,1.069174236,2/19/2019,Londero J.I.,,
53786,1.84,1,1.06915363,8/17/2021,Isner J.,,
30941,2.56,0,1.069147988,5/10/2012,Dolgopolov O.,,
46439,2.29,0,1.06912939,4/28/2018,Cecchinato M.,,
52617,2.36,0,1.069105342,4/4/2021,Hurkacz H.,,
33722,3.35,0,1.069090307,5/28/2013,Sock J.,,
40763,1.36,1,1.069088618,2/23/2016,Kyrgios N.,,
47830,2,0,1.069081991,10/8/2018,Querrey S.,,
55584,1.6,1,1.069073296,5/19/2022,Guinard M.,,
49990,2.96,0,1.069054549,8/7/2019,Hurkacz H.,,
42205,1.27,1,1.069034201,8/16/2016,Kyrgios N.,,
35857,1.46,1,1.069019262,4/11/2014,Giraldo S.,,
49943,2.32,0,1.068999553,8/1/2019,Pella G.,,
46112,1.63,1,1.068997938,3/11/2018,Ferrer D.,,
47500,1.47,1,1.068986704,8/21/2018,Berrettini M.,,
45711,2.59,0,1.06896226,1/20/2018,Chung H.,,
36450,1.79,1,1.068960084,6/18/2014,Mahut N.,,
32576,1.91,1,1.068952483,1/8/2013,Lopez F.,,
41872,1.74,1,1.068942575,7/11/2016,Sela D.,,
35239,1.45,1,1.068940797,1/16/2014,Paire B.,,
43532,1.36,1,1.0689401,3/15/2017,Djokovic N.,,
37984,4.14,0,1.068939045,2/11/2015,Muller G.,,
50824,1.24,1,1.068915389,1/22/2020,Lajovic D.,,
49036,1.2,1,1.068897915,4/25/2019,Djere L.,,
44586,1.49,1,1.068887757,7/25/2017,Sousa J.,,
50189,2.99,0,1.068858593,8/29/2019,Lopez F.,,
31023,1.63,1,1.068850748,5/23/2012,Davydenko N.,,
50889,2.44,0,1.068841011,2/3/2020,Cuevas P.,,
36729,1.45,1,1.068835332,7/16/2014,Polansky P.,,
37710,1.5,1,1.068833739,1/13/2015,Anderson K.,,
37725,1.38,1,1.068828724,1/14/2015,Young D.,,
48346,1.27,1,1.068805572,2/4/2019,Pella G.,,
44047,4.46,0,1.068798655,5/24/2017,Stebe C.M.,,
35966,1.35,1,1.068785581,4/23/2014,Cilic M.,,
45754,2.88,0,1.068778718,2/7/2018,Quiroz R.,,
32408,1.54,1,1.068745283,10/27/2012,Dolgopolov O.,,
31988,1.88,1,1.068716048,9/18/2012,Karlovic I.,,
47859,3.88,0,1.06869004,10/10/2018,Cecchinato M.,,
39354,2.11,0,1.068667603,7/27/2015,Mayer F.,,
55967,1.25,1,1.068666758,6/29/2022,Kecmanovic M.,,
53250,1.65,1,1.068666156,6/15/2021,Basilashvili N.,,
44624,1.31,1,1.068627707,7/27/2017,Fognini F.,,
46907,2.11,0,1.068622131,6/21/2018,Mannarino A.,,
50268,1.46,1,1.068619541,9/18/2019,Fucsovics M.,,
41727,1.59,1,1.068603493,6/22/2016,Johnson S.,,
43484,1.27,1,1.068602496,3/11/2017,Thiem D.,,
53563,1.8,1,1.068590096,7/20/2021,Rinderknech A.,,
53204,1.36,1,1.06859005,6/10/2021,Humbert U.,,
55648,1.67,1,1.068587774,5/24/2022,Garin C.,,
38116,2.28,0,1.068566131,2/21/2015,Young D.,,
41163,3.26,0,1.068542056,4/19/2016,Albot R.,,
50575,2.3,0,1.068525214,10/23/2019,Kukushkin M.,,
30094,2.47,0,1.068506495,1/30/2012,Mayer L.,,
31341,1.58,1,1.068477916,6/26/2012,Soeda G.,,
48827,2.54,0,1.068457139,3/23/2019,Rublev A.,,
48583,2.15,1,1.068429798,2/22/2019,Evans D.,,
32583,1.39,1,1.068408048,1/9/2013,Anderson K.,,
45943,1.45,1,1.068385489,2/21/2018,Schwartzman D.,,
33849,2.31,0,1.068381422,6/13/2013,Kudla D.,,
34970,2.16,0,1.068306661,10/28/2013,Lopez F.,,
32891,1.63,1,1.068304044,2/16/2013,Nalbandian D.,,
57279,1.33,1,1.068267775,2/7/2023,Wolf J.J.,,
48544,1.52,1,1.068242917,2/20/2019,Simon G.,,
29955,2.3,0,1.068236049,1/12/2012,Rochus O.,,
37510,2.32,0,1.068230874,10/22/2014,Istomin D.,,
56925,1.91,1,1.068216391,10/26/2022,Humbert U.,,
30148,2.99,0,1.068196107,2/2/2012,Del Bonis F.,,
53031,1.45,1,1.068182612,5/25/2021,Bedene A.,,
52972,1.38,1,1.068150877,5/18/2021,Khachanov K.,,
48030,3.81,0,1.068129599,10/30/2018,Dzumhur D.,,
32659,1.19,1,1.068114133,1/15/2013,Cilic M.,,
52531,2.42,0,1.068112105,3/24/2021,Giron M.,,
35060,1.36,1,1.068107347,12/31/2013,Ebden M.,,
32883,2.26,0,1.068101541,2/15/2013,Johnson S.,,
34250,1.3,1,1.068092623,7/24/2013,Hewitt L.,,
