match,PSW,win0,confidence0,date,winner,
49015,5.31,1,4.274700613,4/23/2019,Jarry N.,
49040,1.18,0,3.55718974,4/25/2019,Medvedev D.,
55755,1.21,0,3.4387344,6/9/2022,Auger-Aliassime F.,
49658,1.17,0,3.413168345,7/4/2019,Pouille L.,
46731,1.17,0,3.328142695,5/29/2018,Ymer E.,
57489,1.21,0,3.248969051,2/22/2023,Auger-Aliassime F.,
56742,1.26,0,3.203720883,10/6/2022,Tiafoe F.,
49084,1.18,0,2.981989343,5/1/2019,Zverev A.,
53390,1.34,0,2.789654145,6/30/2021,Murray A.,
53513,1.26,0,2.698154774,7/14/2021,Thompson J.,
54029,1.38,0,2.639474257,9/22/2021,Pouille L.,
57063,1.31,0,2.607759233,1/4/2023,Griekspoor T.,
42673,3.4,1,2.58327527,10/19/2016,Bublik A.,
53277,1.38,0,2.572864414,6/19/2021,Shapovalov D.,
36376,1.34,0,2.563849951,6/10/2014,Johnson S.,
57017,4.3,1,2.544536388,11/6/2022,Rune H.,
56805,1.32,0,2.506758718,10/13/2022,Mcdonald M.,
35885,1.34,0,2.46167816,4/15/2014,Dimitrov G.,
43392,1.35,0,2.427914746,2/28/2017,Ruud C.,
53887,1.38,0,2.426014325,8/30/2021,Molcan A.,
49655,1.27,0,2.414466859,7/4/2019,Nadal R.,
48477,1.33,0,2.403819573,2/14/2019,Querrey S.,
38214,1.27,0,2.396188377,3/12/2015,Harrison R.,
37027,1.44,0,2.375742376,8/17/2014,Federer R.,
54382,1.39,0,2.371190517,11/11/2021,Shapovalov D.,
49731,3.4,1,2.342470052,7/16/2019,Dzumhur D.,
43421,1.38,0,2.329538932,3/2/2017,Cuevas P.,
48112,1.37,0,2.296253322,1/1/2019,Thompson J.,
57097,1.41,0,2.285619631,1/9/2023,Brooksby J.,
49228,1.39,0,2.279462532,5/20/2019,Gasquet R.,
38029,1.34,0,2.275128441,2/15/2015,Nishikori K.,
54182,1.49,0,2.253422598,10/12/2021,Sinner J.,
37395,3.45,1,2.235151779,10/11/2014,Federer R.,
42925,1.46,0,2.231133174,1/7/2017,Bautista Agut R.,
51471,1.35,0,2.220267629,9/18/2020,Shapovalov D.,
44611,3.22,1,2.21492656,7/26/2017,Mayer F.,
47751,2.6,1,2.213585452,9/28/2018,Fritz T.,
37048,1.46,0,2.204230039,8/19/2014,Goffin D.,
54137,1.33,0,2.199666694,10/9/2021,Dimitrov G.,
43346,1.47,0,2.197151704,2/24/2017,Sock J.,
56389,1.37,0,2.18953785,8/19/2022,Norrie C.,
41776,1.46,0,2.188745922,6/28/2016,Kukushkin M.,
54535,2.66,1,2.188066869,1/17/2022,Kozlov S.,
42532,1.47,0,2.154135941,10/4/2016,Baghdatis M.,
47259,1.54,0,2.152480296,7/27/2018,Kovalik J.,
46728,1.5,0,2.143901739,5/29/2018,Johnson S.,
43847,1.53,0,2.122585392,5/2/2017,Daniel T.,
54399,3.09,1,2.11595063,11/20/2021,Zverev A.,
41399,2.93,1,2.092541965,5/15/2016,Murray A.,
40367,1.5,0,2.091261702,1/18/2016,Cuevas P.,
47257,1.34,0,2.087346051,7/27/2018,Isner J.,
47193,3.5,1,2.086280185,7/23/2018,Molleker R.,
57107,1.47,0,2.083823262,1/10/2023,Shelton B.,
41415,3.33,1,2.077105913,5/17/2016,Mannarino A.,
56368,2.67,1,2.073910878,8/17/2022,Shapovalov D.,
57333,1.4,0,2.071230755,2/10/2023,Ramos-Vinolas A.,
48685,3.16,1,2.065707577,3/7/2019,Giron M.,
36042,2.74,1,2.065144712,5/3/2014,Klizan M.,
51369,1.58,0,2.063013327,9/4/2020,Auger-Aliassime F.,
53765,3.51,1,2.061956605,8/12/2021,Tiafoe F.,
46586,3.05,1,2.061745126,5/14/2018,Paire B.,
55091,2.72,1,2.059998074,3/19/2022,Fritz T.,
48219,1.33,0,2.048995909,1/14/2019,Thompson J.,
44240,2.92,1,2.044169703,6/17/2017,Karlovic I.,
55810,1.49,0,2.031102941,6/15/2022,Hurkacz H.,
53347,1.47,0,2.026000266,6/28/2021,Seppi A.,
36935,2.74,1,2.025254243,8/5/2014,Lopez F.,
43652,1.47,0,2.021823241,4/12/2017,Chardy J.,
47868,1.36,0,2.015243292,10/12/2018,Zverev A.,
57316,1.46,0,2.014389715,2/9/2023,Coric B.,
41995,2.61,1,2.012258201,7/19/2016,Melzer J.,
49429,2.8,1,2.01148015,6/12/2019,Pouille L.,
47134,1.51,0,2.010361893,7/17/2018,Bolelli S.,
43765,2.76,1,2.0101002,4/25/2017,Vesely J.,
55522,2.86,1,2.006227025,5/11/2022,Khachanov K.,
37269,1.56,0,2.004280169,9/26/2014,Benneteau J.,
44738,1.51,0,2.003667368,8/4/2017,Sousa J.,
36718,1.45,0,2.00277915,7/16/2014,Polansky P.,
35263,1.48,0,2.002041552,1/18/2014,Bautista R.,
41632,2.52,1,2.001308756,6/12/2016,Thiem D.,
40250,1.52,0,1.99719711,1/5/2016,Mayer L.,
47215,2.63,1,1.997195001,7/24/2018,Monteiro T.,
56238,1.61,0,1.989361532,8/3/2022,Dimitrov G.,
52594,1.55,0,1.989311344,3/29/2021,Tiafoe F.,
35387,1.48,0,1.98324663,2/11/2014,Giraldo S.,
53001,2.58,1,1.98079004,5/20/2021,Cuevas P.,
38954,1.54,0,1.976633108,6/8/2015,Kohlschreiber P.,
40773,2.63,1,1.972556708,2/23/2016,Tursunov D.,
54103,1.51,0,1.972120191,10/2/2021,Ruud C.,
49980,1.37,0,1.970111023,8/6/2019,Coric B.,
37546,1.48,0,1.969726975,10/27/2014,Sock J.,
55317,2.79,1,1.96891861,4/19/2022,Millman J.,
43952,1.45,0,1.967109479,5/13/2017,Nadal R.,
