match,PSW,win0,confidence0,date,winner,,,correct pred?,,
49535,1.5,1,1.076916831,6/24/2019,Hurkacz H.,0.5,50,,,
43311,2.59,0,1.076910552,2/21/2017,Estrella Burgos V.,-1,-100,,,
57350,1.33,1,1.076904855,2/12/2023,Sinner J.,0.33,33,,,0
55544,2.3,0,1.076901467,5/15/2022,Griekspoor T.,-1,-100,,,
47013,1.3,1,1.076896719,7/3/2018,Fognini F.,0.3,30,,,
51621,1.22,1,1.076864166,10/3/2020,Dimitrov G.,0.22,22,,,
52103,1.3,1,1.076836502,2/8/2021,Carreno Busta P.,0.3,30,,,
53580,1.35,1,1.076816851,7/21/2021,Thompson J.,0.35,35,,,
56824,1.53,1,1.076693581,10/17/2022,Karatsev A.,0.53,53,,,
45009,1.81,1,1.076686423,9/2/2017,Rublev A.,0.81,81,,,
44305,1.71,1,1.076682588,6/25/2017,Mannarino A.,0.71,71,,,
54506,2.23,0,1.076621804,1/14/2022,Rinderknech A.,-1,-100,,,
48750,1.99,1,1.076603109,3/11/2019,Hurkacz H.,0.99,99,,,
55966,1.25,1,1.076601573,6/29/2022,Kecmanovic M.,0.25,25,,,
45965,1.4,1,1.076523995,2/23/2018,Pouille L.,0.4,40,,,
52693,1.68,1,1.076502162,4/13/2021,Fognini F.,0.68,68,,,
53958,1.28,1,1.076483547,9/2/2021,Harris L.,0.28,28,,,
45327,1.84,1,1.076473935,10/20/2017,Dzumhur D.,0.84,84,,,
42977,1.79,1,1.076459491,1/12/2017,Troicki V.,0.79,79,,,
43187,2.63,0,1.076448985,2/12/2017,Estrella Burgos V.,-1,-100,,,
43196,2.3,0,1.07637547,2/13/2017,Donskoy E.,-1,-100,,,
51247,1.8,1,1.076350942,8/24/2020,Khachanov K.,0.8,80,,,
54539,2.67,0,1.076308723,1/17/2022,Mannarino A.,-1,-100,,,
49366,3.69,0,1.07630749,5/30/2019,Mayer L.,-1,-100,,,
53077,5.07,0,1.076233754,5/30/2021,Giron M.,-1,-100,,,
48112,2.8,0,1.076176088,1/1/2019,Kudla D.,-1,-100,,,
54360,1.51,1,1.076167849,11/7/2021,Fucsovics M.,0.51,51,,,
52828,2.55,0,1.076122707,4/28/2021,Humbert U.,-1,-100,,,
53702,1.65,1,1.076056851,8/4/2021,Sinner J.,0.65,65,,,
53297,1.59,1,1.07600769,6/22/2021,Humbert U.,0.59,59,,,
43940,1.28,1,1.0760055,5/11/2017,Nishikori K.,0.28,28,,,
50365,1.97,0,1.075981201,9/30/2019,Rublev A.,-1,-100,,,
53193,1.4,1,1.075927508,6/8/2021,Tsitsipas S.,0.4,40,,,
50923,3,0,1.075924317,2/5/2020,Gasquet R.,-1,-100,,,
56421,1.56,1,1.075887021,8/24/2022,Van De Zandschulp B.,0.56,56,,,
48595,1.43,1,1.07583097,2/25/2019,Verdasco F.,0.43,43,,,
45522,1.65,1,1.07582925,1/3/2018,Monfils G.,0.65,65,,,
54408,1.94,1,1.075801324,1/4/2022,Mager G.,0.94,94,,,
43077,2.17,0,1.07578165,1/19/2017,Carreno Busta P.,-1,-100,,,
45221,2.37,0,1.075620914,10/10/2017,Fognini F.,-1,-100,,,
43213,1.95,0,1.07552763,2/14/2017,Dolgopolov O.,-1,-100,,,
45720,3.83,0,1.075520701,1/23/2018,Edmund K.,-1,-100,,,
46462,1.63,1,1.075489955,5/1/2018,Carballes Baena R.,0.63,63,,,
49565,1.74,1,1.075461361,6/27/2019,Kecmanovic M.,0.74,74,,,
56675,1.59,1,1.075460203,9/29/2022,Brooksby J.,0.59,59,,,
52050,2.62,0,1.075455741,2/3/2021,Popyrin A.,-1,-100,,,
46361,2.36,0,1.07543885,4/19/2018,Thiem D.,-1,-100,,,
56686,2.26,0,1.07536756,9/30/2022,Musetti L.,-1,-100,,,
49669,4.27,0,1.075357495,7/5/2019,Humbert U.,-1,-100,,,
48719,2.13,0,1.075329056,3/9/2019,Kecmanovic M.,-1,-100,,,
48469,3.93,0,1.075285021,2/13/2019,Lorenzi P.,-1,-100,,,
47903,1.34,1,1.075225564,10/16/2018,Simon G.,0.34,34,,,
43400,1.32,1,1.075199413,3/1/2017,Monfils G.,0.32,32,,,
50834,2.41,0,1.075186414,1/22/2020,Nishioka Y.,-1,-100,,,
50748,1.56,1,1.075156271,1/16/2020,Paul T.,0.56,56,,,
56807,1.42,1,1.075124167,10/14/2022,Rublev A.,0.42,42,,,
48833,1.34,1,1.075115731,3/23/2019,Medvedev D.,0.34,34,,,
49808,1.9,1,1.075098035,7/23/2019,Basilashvili N.,0.9,90,,,
43860,2.44,0,1.07506077,5/3/2017,Darcis S.,-1,-100,,,
55254,1.5,1,1.075055282,4/11/2022,Carreno Busta P.,0.5,50,,,
54924,2.65,0,1.075043573,2/22/2022,Molcan A.,-1,-100,,,
48086,1.54,1,1.07503038,12/31/2018,Donskoy E.,0.54,54,,,
53072,2.65,0,1.075025978,5/30/2021,Van De Zandschulp B.,-1,-100,,,
48457,1.45,1,1.075019572,2/13/2019,Monfils G.,0.45,45,,,
52653,1.31,1,1.074999272,4/8/2021,Djere L.,0.31,31,,,
52846,1.56,1,1.074976808,5/1/2021,Basilashvili N.,0.56,56,,,
56743,1.84,1,1.074962894,10/6/2022,Khachanov K.,0.84,84,,,
48912,1.81,1,1.07490454,4/11/2019,Vesely J.,0.81,81,,,
43331,1.49,1,1.074876137,2/23/2017,Querrey S.,0.49,49,,,
55840,1.62,1,1.074865797,6/20/2022,Bellier A.,0.62,62,,,
44051,1.23,1,1.074852442,5/25/2017,Kuznetsov An.,0.23,23,,,
54845,1.62,1,1.07480822,2/15/2022,Sonego L.,0.62,62,,,
50697,1.63,1,1.074806807,1/10/2020,Rublev A.,0.63,63,,,
47576,2.04,0,1.074775991,8/28/2018,Kukushkin M.,-1,-100,,,
44580,1.31,1,1.074774965,7/25/2017,Haase R.,0.31,31,,,
56054,1.71,1,1.074759252,7/14/2022,Isner J.,0.71,71,,,
47865,1.33,1,1.074757703,10/11/2018,Zverev A.,0.33,33,,,
49452,1.83,1,1.074738935,6/15/2019,Berrettini M.,0.83,83,,,
45352,2.01,1,1.074673093,10/24/2017,Edmund K.,1.01,101,,,
48221,1.89,1,1.074582041,1/14/2019,Seppi A.,0.89,89,,,
44022,1.71,1,1.074574939,5/22/2017,Donaldson J.,0.71,71,,,
52247,1.36,1,1.07452219,2/23/2021,Celikbilek A.,0.36,36,,,
53130,3.28,0,1.074477116,6/1/2021,Berankis R.,-1,-100,,,
45004,1.68,1,1.074468008,9/1/2017,Shapovalov D.,0.68,68,,,
47008,1.61,1,1.074458647,7/2/2018,Mcdonald M.,0.61,61,,,
47278,1.56,1,1.074455562,7/31/2018,Jarry N.,0.56,56,,,
53565,1.65,1,1.074445851,7/20/2021,Ofner S.,0.65,65,,,
48846,1.4,1,1.074445784,3/24/2019,Bautista Agut R.,0.4,40,,,
53294,2.3,0,1.074442516,6/22/2021,Mannarino A.,-1,-100,,,
50017,2.56,0,1.074427587,8/10/2019,Monfils G.,-1,-100,,,
45766,1.71,1,1.074389876,2/8/2018,Muller G.,0.71,71,,,
53737,2.64,0,1.074353281,8/10/2021,Paire B.,-1,-100,,,
44413,2.6,0,1.0743441,7/4/2017,Youzhny M.,-1,-100,,,
52418,1.7,1,1.074306794,3/11/2021,Carballes Baena R.,0.7,70,,,
49364,1.33,1,1.074178662,5/30/2019,Lajovic D.,0.33,33,,,
48839,1.55,1,1.074156071,3/23/2019,Shapovalov D.,0.55,55,,,
45217,1.39,1,1.074151241,10/10/2017,Querrey S.,0.39,39,,,
54621,1.48,1,1.074142433,1/23/2022,Berrettini M.,0.48,48,,,
45013,1.36,1,1.074101338,9/2/2017,Kohlschreiber P.,0.36,36,,,
51401,1.28,1,1.07406129,9/9/2020,Medvedev D.,0.28,28,,,
52273,1.47,1,1.074038764,2/25/2021,Monteiro T.,0.47,47,,,
44623,2.82,0,1.074038232,7/27/2017,Hanfmann Y.,-1,-100,,,
43445,1.31,1,1.074018651,3/4/2017,Nadal R.,0.31,31,,,
52869,1.58,1,1.074017911,5/4/2021,De Minaur A.,0.58,58,,,
48047,1.4,1,1.074005914,10/31/2018,Isner J.,0.4,40,,,
54995,2.18,0,1.073924461,2/26/2022,Nadal R.,-1,-100,,,
53910,1.68,1,1.073922602,8/31/2021,Moutet C.,0.68,68,,,
56733,2.46,0,1.073911729,10/5/2022,Martinez P.,-1,-100,,,
57190,3.87,0,1.07382223,1/17/2023,Jarry N.,-1,-100,,,0
57249,1.36,1,1.073803028,1/21/2023,Rublev A.,0.36,36,,,0
48350,1.27,1,1.073799081,2/4/2019,Pella G.,0.27,27,,,
43631,1.48,1,1.073745552,3/29/2017,Kyrgios N.,0.48,48,,,
44901,2.66,0,1.073738516,8/25/2017,Struff J.L.,-1,-100,,,
44437,2.2,0,1.073714642,7/5/2017,Lorenzi P.,-1,-100,,,
52220,3.6,0,1.073693104,2/16/2021,Karatsev A.,-1,-100,,,
51899,1.38,1,1.073675201,11/9/2020,Caruso S.,0.38,38,,,
52002,2.92,0,1.073544148,2/1/2021,Bolt A.,-1,-100,,,
56861,1.49,1,1.073541652,10/20/2022,De Minaur A.,0.49,49,,,
48547,1.52,1,1.073513906,2/20/2019,Simon G.,0.52,52,,,
55377,1.58,1,1.073502026,4/25/2022,Ruusuvuori E.,0.58,58,,,
47713,1.54,1,1.073495436,9/25/2018,Daniel T.,0.54,54,,,
55202,2.78,0,1.07348213,4/5/2022,Querrey S.,-1,-100,,,
43526,1.26,1,1.073429586,3/14/2017,Nishikori K.,0.26,26,,,
50812,4.69,0,1.073343792,1/21/2020,Gulbis E.,-1,-100,,,
50194,2.99,0,1.073320412,8/29/2019,Lopez F.,-1,-100,,,
49099,3.86,0,1.073315901,5/2/2019,Jaziri M.,-1,-100,,,
44820,3.14,0,1.073242723,8/15/2017,Sugita Y.,-1,-100,,,
47716,1.34,1,1.073174998,9/25/2018,Shapovalov D.,0.34,34,,,
48865,2.75,0,1.073094723,3/27/2019,Tiafoe F.,-1,-100,,,
45834,1.78,1,1.073064881,2/13/2018,Zeballos H.,0.78,78,,,
45511,3.05,0,1.073020832,1/3/2018,Tsitsipas S.,-1,-100,,,
50564,1.68,1,1.07301208,10/22/2019,Bedene A.,0.68,68,,,
54801,1.42,1,1.07299871,2/13/2022,Brooksby J.,0.42,42,,,
52814,1.46,1,1.072972831,4/27/2021,Koepfer D.,0.46,46,,,
50826,1.24,1,1.072953617,1/22/2020,Lajovic D.,0.24,24,,,
43496,1.4,1,1.072929156,3/12/2017,Pouille L.,0.4,40,,,
55604,1.55,1,1.072884212,5/22/2022,Isner J.,0.55,55,,,
53984,1.78,1,1.072864676,9/4/2021,Brooksby J.,0.78,78,,,
49441,1.42,1,1.072863574,6/13/2019,Goffin D.,0.42,42,,,
55959,1.74,1,1.072852387,6/29/2022,Paul T.,0.74,74,,,
53066,1.78,1,1.072849247,5/28/2021,Cecchinato M.,0.78,78,,,
57493,2.68,0,1.07283626,2/23/2023,Lehecka J.,-1,-100,,,0
54837,1.51,1,1.072807766,2/15/2022,Rune H.,0.51,51,,,
57088,1.62,1,1.072783849,1/7/2023,Djokovic N.,0.62,62,,,0
47064,1.24,1,1.07276217,7/5/2018,Isner J.,0.24,24,,,
47185,1.97,0,1.0727524,7/22/2018,Fognini F.,-1,-100,,,
52898,3.81,0,1.07269787,5/6/2021,Isner J.,-1,-100,,,
44355,1.97,1,1.072653562,6/30/2017,Mannarino A.,0.97,97,,,
50408,1.53,1,1.07265189,10/4/2019,Goffin D.,0.53,53,,,
42997,1.76,1,1.072605813,1/16/2017,Khachanov K.,0.76,76,,,
43309,1.46,1,1.07260465,2/21/2017,Fritz T.,0.46,46,,,
56270,1.87,1,1.072603774,8/5/2022,Wolf J.J.,0.87,87,,,
45668,1.42,1,1.072550101,1/17/2018,Rublev A.,0.42,42,,,
52622,1.33,1,1.072529781,4/5/2021,Bedene A.,0.33,33,,,
50480,1.68,1,1.072510489,10/15/2019,Carreno Busta P.,0.68,68,,,
47276,1.44,1,1.072410284,7/30/2018,Lajovic D.,0.44,44,,,
45694,3.38,0,1.07238149,1/18/2018,Fucsovics M.,-1,-100,,,
46253,2.8,0,1.07238043,3/30/2018,Isner J.,-1,-100,,,
50557,1.32,1,1.07237434,10/21/2019,Dimitrov G.,0.32,32,,,
54263,2.39,0,1.072304019,10/25/2021,Basilashvili N.,-1,-100,,,
55075,2.06,0,1.072293518,3/15/2022,Kyrgios N.,-1,-100,,,
45049,1.85,0,1.072290798,9/20/2017,Dzumhur D.,-1,-100,,,
54562,1.66,1,1.072254105,1/18/2022,Gombos N.,0.66,66,,,
51884,1.49,1,1.072238986,11/5/2020,Schwartzman D.,0.49,49,,,
56448,1.38,1,1.072223046,8/29/2022,Bublik A.,0.38,38,,,
50604,1.5,1,1.072191251,10/25/2019,De Minaur A.,0.5,50,,,
48375,1.3,1,1.072151973,2/6/2019,Kukushkin M.,0.3,30,,,
45292,1.43,1,1.072063172,10/18/2017,Mannarino A.,0.43,43,,,
49190,1.46,1,1.072059504,5/14/2019,Schwartzman D.,0.46,46,,,
50800,1.44,1,1.072010279,1/21/2020,Paire B.,0.44,44,,,
45558,1.35,1,1.071991898,1/8/2018,Shapovalov D.,0.35,35,,,
52567,1.29,1,1.071987633,3/26/2021,Bedene A.,0.29,29,,,
47059,3.05,0,1.071981006,7/5/2018,Gulbis E.,-1,-100,,,
50446,1.42,1,1.071975441,10/9/2019,Thiem D.,0.42,42,,,
50977,1.62,1,1.07195841,2/11/2020,Kwon S.W.,0.62,62,,,
48850,1.93,1,1.07195741,3/25/2019,Tiafoe F.,0.93,93,,,
56339,2.27,0,1.071955549,8/14/2022,Carreno Busta P.,-1,-100,,,
44605,1.52,1,1.071951408,7/26/2017,Sela D.,0.52,52,,,
43294,4.02,0,1.07193985,2/21/2017,Mahut N.,-1,-100,,,
43790,1.34,1,1.071933165,4/26/2017,Lopez F.,0.34,34,,,
48679,1.8,1,1.071884497,3/2/2019,Kyrgios N.,0.8,80,,,
51360,2.52,0,1.071874356,9/3/2020,Ruud C.,-1,-100,,,
49655,1.75,1,1.071866301,7/4/2019,Fognini F.,0.75,75,,,
57442,2.51,0,1.071857356,2/20/2023,Martinez P.,-1,-100,,,0
48308,1.68,1,1.071827059,1/17/2019,Carreno Busta P.,0.68,68,,,
48208,1.81,1,1.071826416,1/10/2019,Norrie C.,0.81,81,,,
43177,1.31,1,1.07181088,2/10/2017,Lorenzi P.,0.31,31,,,
47202,1.58,1,1.071786861,7/24/2018,Berrettini M.,0.58,58,,,
54036,2.65,0,1.071786659,9/23/2021,Taberner C.,-1,-100,,,
54504,2.4,0,1.071705508,1/14/2022,Karatsev A.,-1,-100,,,
51396,1.37,1,1.071644605,9/8/2020,Zverev A.,0.37,37,,,
50284,1.4,1,1.071639252,9/19/2019,Tsonga J.W.,0.4,40,,,
51551,1.38,1,1.071601849,9/28/2020,Gaston H.,0.38,38,,,
47290,1.67,1,1.071596064,7/31/2018,Rubin N.,0.67,67,,,
45496,2.02,1,1.07158509,1/2/2018,Monteiro T.,1.02,102,,,
48970,1.25,1,1.071526515,4/17/2019,Tsitsipas S.,0.25,25,,,
46306,2.59,0,1.071502572,4/14/2018,Andujar P.,-1,-100,,,
49384,2.96,0,1.071467237,6/1/2019,Struff J.L.,-1,-100,,,
53888,1.32,1,1.071443027,8/30/2021,Van De Zandschulp B.,0.32,32,,,
57182,1.49,1,1.071396018,1/17/2023,Brooksby J.,0.49,49,,,0
48295,1.24,1,1.071367472,1/16/2019,Verdasco F.,0.24,24,,,
49790,1.54,1,1.071363206,7/22/2019,Vesely J.,0.54,54,,,
44380,1.56,1,1.0713449,7/3/2017,Basilashvili N.,0.56,56,,,
56481,2.09,0,1.07130886,8/30/2022,Popyrin A.,-1,-100,,,
54849,1.47,1,1.071297559,2/16/2022,Karatsev A.,0.47,47,,,
47357,1.9,1,1.071254239,8/3/2018,Norrie C.,0.9,90,,,
50902,1.58,1,1.071231702,2/4/2020,Ivashka I.,0.58,58,,,
51990,1.76,1,1.071181473,1/13/2021,Korda S.,0.76,76,,,
54458,2.02,0,1.071176431,1/10/2022,Vukic A.,-1,-100,,,
47273,1.78,1,1.071144622,7/30/2018,Novak D.,0.78,78,,,
43814,1.33,1,1.07113143,4/29/2017,Pouille L.,0.33,33,,,
51070,4.1,0,1.071085993,2/18/2020,Alcaraz C.,-1,-100,,,
44629,1.18,1,1.071043019,7/28/2017,Muller G.,0.18,18,,,
53978,2.04,0,1.071040804,9/4/2021,Auger-Aliassime F.,-1,-100,,,
51141,1.39,1,1.071022714,2/24/2020,Khachanov K.,0.39,39,,,
44482,5.17,0,1.071022462,7/12/2017,Berdych T.,-1,-100,,,
54793,1.33,1,1.071010458,2/12/2022,Schwartzman D.,0.33,33,,,
55609,1.95,0,1.070932936,5/22/2022,Dellien H.,-1,-100,,,
52222,1.46,1,1.070854634,2/17/2021,Medvedev D.,0.46,46,,,
45400,1.28,1,1.070837947,10/29/2017,Federer R.,0.28,28,,,
56126,1.79,1,1.070831045,7/23/2022,Musetti L.,0.79,79,,,
45831,1.43,1,1.070788574,2/13/2018,Verdasco F.,0.43,43,,,
46992,1.53,1,1.070752638,7/2/2018,Bedene A.,0.53,53,,,
46969,4.28,0,1.07074373,6/28/2018,Kukushkin M.,-1,-100,,,
49779,1.72,1,1.070662986,7/21/2019,Jarry N.,0.72,72,,,
42990,1.23,1,1.070605294,1/16/2017,Sock J.,0.23,23,,,
51873,1.55,1,1.070581659,11/4/2020,Schwartzman D.,0.55,55,,,
46074,2.09,1,1.070573892,3/8/2018,Medvedev D.,1.09,109,,,
44523,1.28,1,1.070520368,7/19/2017,Vesely J.,0.28,28,,,
55972,2.43,0,1.070507639,6/30/2022,Brooksby J.,-1,-100,,,
50252,1.58,1,1.070475654,9/16/2019,Hoang A.,0.58,58,,,
50267,3.86,0,1.070406577,9/18/2019,Maden Y.,-1,-100,,,
52365,1.29,1,1.070362838,3/7/2021,Rublev A.,0.29,29,,,
54852,1.36,1,1.070359988,2/16/2022,Ivashka I.,0.36,36,,,
45563,2.2,0,1.070319627,1/9/2018,Paire B.,-1,-100,,,
45181,4.14,0,1.070300042,10/5/2017,Sugita Y.,-1,-100,,,
49925,1.56,1,1.070266968,7/31/2019,Cuevas P.,0.56,56,,,
43903,1.49,1,1.070257449,5/8/2017,Tsonga J.W.,0.49,49,,,
48019,1.72,1,1.070245615,10/29/2018,Tiafoe F.,0.72,72,,,
46919,1.5,1,1.070230639,6/22/2018,Kyrgios N.,0.5,50,,,
46760,2.75,0,1.070174687,5/30/2018,Chardy J.,-1,-100,,,
53114,1.74,1,1.070152564,6/1/2021,Kohlschreiber P.,0.74,74,,,
46348,3.22,0,1.070088589,4/18/2018,Struff J.L.,-1,-100,,,
55415,2.26,0,1.070086415,4/28/2022,Gasquet R.,-1,-100,,,
48853,3.09,0,1.070083343,3/25/2019,Thompson J.,-1,-100,,,
53404,1.35,1,1.070080537,6/30/2021,Alcaraz C.,0.35,35,,,
51105,1.83,1,1.070079005,2/20/2020,Shapovalov D.,0.83,83,,,
52645,3.06,0,1.070064444,4/7/2021,Gombos N.,-1,-100,,,
53419,1.27,1,1.070047796,7/1/2021,Cilic M.,0.27,27,,,
51564,1.44,1,1.070046816,9/29/2020,Monteiro T.,0.44,44,,,
48657,1.3,1,1.070028523,2/28/2019,Wawrinka S.,0.3,30,,,
56170,2.25,0,1.069982518,7/27/2022,Misolic F.,-1,-100,,,
45833,2.06,0,1.069940248,2/13/2018,Elias G.,-1,-100,,,
54045,1.54,1,1.069938362,9/24/2021,Kwon S.W.,0.54,54,,,
55305,1.61,1,1.069932963,4/18/2022,Gerasimov E.,0.61,61,,,
48095,2.86,0,1.069932833,12/31/2018,Berdych T.,-1,-100,,,
47067,1.29,1,1.069922126,7/5/2018,Anderson K.,0.29,29,,,
43760,1.45,1,1.069891553,4/25/2017,Kuznetsov An.,0.45,45,,,
47613,2.9,0,1.069888623,8/30/2018,Kukushkin M.,-1,-100,,,
44628,4.75,0,1.069832694,7/28/2017,Eubanks C.,-1,-100,,,
45976,2.59,0,1.069823058,2/25/2018,Tiafoe F.,-1,-100,,,
50073,1.48,1,1.069812618,8/17/2019,Goffin D.,0.48,48,,,
53657,1.76,1,1.069785517,7/28/2021,Altmaier D.,0.76,76,,,
52119,1.66,1,1.069721168,2/8/2021,Mannarino A.,0.66,66,,,
50718,1.45,1,1.069704476,1/14/2020,Edmund K.,0.45,45,,,
54860,2.31,0,1.069677138,2/16/2022,Rinderknech A.,-1,-100,,,
45083,2.15,0,1.069620484,9/23/2017,Dzumhur D.,-1,-100,,,
44092,1.4,1,1.069580126,5/29/2017,Fognini F.,0.4,40,,,
47787,2.28,0,1.069508457,10/3/2018,Shapovalov D.,-1,-100,,,
49257,1.8,0,1.069452842,5/22/2019,Albot R.,-1,-100,,,
46619,1.54,1,1.069444535,5/17/2018,Nishikori K.,0.54,54,,,
47649,2.36,0,1.069440298,9/7/2018,Del Potro J.M.,-1,-100,,,
53763,1.97,1,1.069424975,8/12/2021,Opelka R.,0.97,97,,,
50261,1.33,1,1.069404714,9/17/2019,Bedene A.,0.33,33,,,
50848,3.04,0,1.06939899,1/23/2020,Gulbis E.,-1,-100,,,
48206,1.32,1,1.069293731,1/10/2019,De Minaur A.,0.32,32,,,
49091,1.69,1,1.069265044,5/1/2019,Cecchinato M.,0.69,69,,,
56078,2.06,0,1.06925951,7/18/2022,Lehecka J.,-1,-100,,,
51122,2.49,0,1.069238425,2/22/2020,Nishioka Y.,-1,-100,,,
54649,1.47,1,1.069234561,2/1/2022,Ruusuvuori E.,0.47,47,,,
43018,2.66,0,1.069225298,1/17/2017,Thompson J.,-1,-100,,,
52216,1.16,1,1.069192398,2/15/2021,Nadal R.,0.16,16,,,
45392,2.46,0,1.069183436,10/27/2017,Pouille L.,-1,-100,,,
47710,1.72,1,1.069111824,9/24/2018,Tomic B.,0.72,72,,,
54853,1.74,1,1.06906274,2/16/2022,Sock J.,0.74,74,,,
48406,1.26,1,1.069053926,2/8/2019,Medvedev D.,0.26,26,,,
45734,1.77,1,1.06903288,2/5/2018,Martin A.,0.77,77,,,
48920,1.49,1,1.069011407,4/12/2019,Garin C.,0.49,49,,,
49774,2.79,0,1.068951898,7/20/2019,Bublik A.,-1,-100,,,
51883,1.59,1,1.068909232,11/5/2020,Medvedev D.,0.59,59,,,
55298,1.34,1,1.068900059,4/15/2022,Tsitsipas S.,0.34,34,,,
47790,1.55,1,1.068865481,10/3/2018,Krajinovic F.,0.55,55,,,
50037,1.43,1,1.068851641,8/13/2019,Bautista Agut R.,0.43,43,,,
47955,1.45,1,1.068851543,10/21/2018,Tsitsipas S.,0.45,45,,,
45874,2.11,0,1.068827625,2/16/2018,Seppi A.,-1,-100,,,
50090,1.47,1,1.068778855,8/20/2019,Sonego L.,0.47,47,,,
42942,2.09,0,1.068772953,1/9/2017,Lorenzi P.,-1,-100,,,
54574,1.24,1,1.068639198,1/19/2022,Monfils G.,0.24,24,,,
44727,2.3,0,1.068638809,8/3/2017,Anderson K.,-1,-100,,,
51101,1.3,1,1.068604407,2/20/2020,Medvedev D.,0.3,30,,,
50419,1.75,1,1.068584809,10/6/2019,Basilashvili N.,0.75,75,,,
45654,1.31,1,1.068567071,1/16/2018,Mannarino A.,0.31,31,,,
47863,1.85,1,1.068566611,10/11/2018,Ebden M.,0.85,85,,,
43746,2.11,0,1.068560967,4/24/2017,Djere L.,-1,-100,,,
45246,1.57,1,1.068512917,10/12/2017,Gasquet R.,0.57,57,,,
53748,1.33,1,1.068456085,8/11/2021,Schwartzman D.,0.33,33,,,
54997,2.3,0,1.068420556,2/27/2022,Martinez P.,-1,-100,,,
46642,2.47,0,1.068376207,5/21/2018,Marterer M.,-1,-100,,,
45538,1.8,1,1.068361518,1/5/2018,De Minaur A.,0.8,80,,,
43637,1.57,1,1.068357175,4/1/2017,Federer R.,0.57,57,,,
47090,1.63,1,1.068333977,7/7/2018,Khachanov K.,0.63,63,,,
50465,3.04,0,1.068316895,10/11/2019,Zverev A.,-1,-100,,,
57366,1.57,1,1.068216124,2/14/2023,Zverev A.,0.57,57,,,0
55296,2.14,1,1.068211056,4/15/2022,Dimitrov G.,1.14,114,,,
43250,1.22,1,1.068206099,2/16/2017,Isner J.,0.22,22,,,
48729,1.93,1,1.068203851,3/10/2019,Albot R.,0.93,93,,,
50726,1.51,1,1.068170466,1/15/2020,Shapovalov D.,0.51,51,,,
48967,3.05,0,1.06816549,4/17/2019,Norrie C.,-1,-100,,,
50212,2.62,0,1.068147042,8/29/2019,Bedene A.,-1,-100,,,
47062,1.27,1,1.068112233,7/5/2018,Khachanov K.,0.27,27,,,
46464,1.87,0,1.068063431,5/1/2018,Ojeda Lara R.,-1,-100,,,
52918,1.25,1,1.068054544,5/10/2021,Garin C.,0.25,25,,,
45079,1.9,0,1.06796791,9/22/2017,Gojowczyk P.,-1,-100,,,
49921,1.3,1,1.067963088,7/31/2019,Fritz T.,0.3,30,,,
54655,1.65,1,1.067937465,2/1/2022,Kwon S.W.,0.65,65,,,
45960,1.73,1,1.067927573,2/23/2018,Shapovalov D.,0.73,73,,,
50596,1.29,1,1.067915693,10/24/2019,Wawrinka S.,0.29,29,,,
54302,4.51,0,1.067879498,10/28/2021,Tiafoe F.,-1,-100,,,
51518,2.27,0,1.067865239,9/27/2020,Paire B.,-1,-100,,,
56777,2.87,0,1.06784569,10/11/2022,Guinard M.,-1,-100,,,
48543,1.61,1,1.06781866,2/19/2019,Thompson J.,0.61,61,,,
51860,1.6,1,1.067807838,11/3/2020,Herbert P.H.,0.6,60,,,
44359,1.74,1,1.067807254,7/3/2017,Stakhovsky S.,0.74,74,,,
51672,3.56,0,1.067792441,10/13/2020,Verdasco F.,-1,-100,,,
46105,3.06,0,1.06775226,3/10/2018,Sela D.,-1,-100,,,
52566,2.19,0,1.067611434,3/26/2021,Popyrin A.,-1,-100,,,
44265,1.44,1,1.067545202,6/20/2017,Zverev M.,0.44,44,,,
52228,1.53,1,1.06749465,2/22/2021,Popyrin A.,0.53,53,,,
44996,1.79,1,1.067448343,8/31/2017,Edmund K.,0.79,79,,,
49853,4.11,0,1.067430319,7/26/2019,Sousa J.,-1,-100,,,
44740,1.26,1,1.06742589,8/4/2017,Berdych T.,0.26,26,,,
53709,2.78,0,1.067419824,8/4/2021,Berankis R.,-1,-100,,,
49036,1.68,1,1.067417334,4/25/2019,Berrettini M.,0.68,68,,,
54342,4.83,0,1.067401343,11/3/2021,Gaston H.,-1,-100,,,
44890,1.71,1,1.067401156,8/23/2017,Dzumhur D.,0.71,71,,,
50442,1.72,1,1.067267115,10/8/2019,Rublev A.,0.72,72,,,
48772,1.41,1,1.067262106,3/14/2019,Monfils G.,0.41,41,,,
43391,2.37,0,1.067223097,2/28/2017,Johnson S.,-1,-100,,,
45147,2.2,1,1.067206299,10/2/2017,Lajovic D.,1.2,120,,,
52734,1.34,1,1.067173126,4/19/2021,Nishikori K.,0.34,34,,,
47661,1.47,1,1.067163648,9/18/2018,Lestienne C.,0.47,47,,,
48262,1.25,1,1.067126031,1/15/2019,Simon G.,0.25,25,,,
51660,1.29,1,1.067073616,10/13/2020,Sonego L.,0.29,29,,,
53268,1.24,1,1.067014503,6/17/2021,Harris L.,0.24,24,,,
56577,1.36,1,1.067003938,9/20/2022,Ruusuvuori E.,0.36,36,,,
42905,2.25,0,1.066947866,1/5/2017,Berdych T.,-1,-100,,,
46183,1.84,1,1.066925898,3/22/2018,Medvedev D.,0.84,84,,,
56564,1.98,0,1.066877407,9/7/2022,Tiafoe F.,-1,-100,,,
45719,4.4,0,1.066867089,1/22/2018,Chung H.,-1,-100,,,
