match,PSW,win0,confidence0,date,winner,,,correct pred?,,
46715,1.48,1,1.031599812,5/28/2018,Cecchinato M.,0.48,48,,,
50453,1.24,1,1.031579863,10/9/2019,Berrettini M.,0.24,24,,,
54961,1.17,1,1.031570336,2/23/2022,Andujar P.,0.17,17,,,
57438,1.5,1,1.031567678,2/20/2023,Bonzi B.,0.5,50,,,0
47156,3.22,0,1.031542563,7/18/2018,Jung J.,-1,-100,,,
57363,1.83,1,1.031522902,2/13/2023,Zapata Miralles B.,0.83,83,,,0
57374,1.42,1,1.031492229,2/14/2023,Mannarino A.,0.42,42,,,0
54586,2.84,0,1.031428313,1/19/2022,Kecmanovic M.,-1,-100,,,
57388,1.19,1,1.031416675,2/15/2023,Giron M.,0.19,19,,,0
49325,1.22,1,1.031400229,5/28/2019,Verdasco F.,0.22,22,,,
57241,4.83,0,1.031380231,1/20/2023,Korda S.,-1,-100,,,0
55678,2.68,0,1.031376328,5/26/2022,Ymer M.,-1,-100,,,
57335,1.27,1,1.031376291,2/10/2023,Isner J.,0.27,27,,,0
44647,2.11,0,1.031375286,7/30/2017,Harrison R.,-1,-100,,,
45202,1.31,1,1.031372636,10/8/2017,Simon G.,0.31,31,,,
57204,1.46,1,1.031328116,1/18/2023,Lehecka J.,0.46,46,,,0
44330,1.54,1,1.031327878,6/28/2017,Fabbiano T.,0.54,54,,,
50516,4.04,0,1.031326503,10/17/2019,Stebe C.M.,-1,-100,,,
44431,1.38,1,1.031294944,7/5/2017,Bedene A.,0.38,38,,,
48629,1.75,1,1.031255567,2/27/2019,Mayer L.,0.75,75,,,
53895,1.14,1,1.031254647,8/30/2021,Schwartzman D.,0.14,14,,,
48987,1.46,1,1.031243033,4/22/2019,Bedene A.,0.46,46,,,
56658,1.49,1,1.031201274,9/28/2022,Struff J.L.,0.49,49,,,
51189,1.16,1,1.031197546,2/26/2020,Zverev A.,0.16,16,,,
51323,1.17,1,1.031169226,9/1/2020,Evans D.,0.17,17,,,
51435,2.33,0,1.031085759,9/14/2020,Humbert U.,-1,-100,,,
56825,2.37,0,1.031075475,10/17/2022,Garin C.,-1,-100,,,
46988,3.01,0,1.031073117,7/2/2018,Bemelmans R.,-1,-100,,,
53765,3.18,0,1.031064056,8/12/2021,Monfils G.,-1,-100,,,
43083,2.28,0,1.031063623,1/20/2017,Zverev M.,-1,-100,,,
57629,1.52,1,1.031035035,3/9/2023,Popyrin A.,0.52,52,,,
45849,1.27,1,1.031007178,2/14/2018,Schwartzman D.,0.27,27,,,
57511,2.88,0,1.031003152,2/24/2023,Bublik A.,-1,-100,,,0
45362,1.33,1,1.030990373,10/24/2017,Thiem D.,0.33,33,,,
49817,2.89,0,1.030989511,7/23/2019,Ebden M.,-1,-100,,,
55076,2.04,0,1.030978863,3/16/2022,Kyrgios N.,-1,-100,,,
56477,1.38,1,1.030958406,8/30/2022,Tiafoe F.,0.38,38,,,
52759,1.42,1,1.030926255,4/21/2021,Krajinovic F.,0.42,42,,,
55479,1.4,1,1.030864358,5/6/2022,Tsitsipas S.,0.4,40,,,
52516,1.35,1,1.0308387,3/19/2021,Tsitsipas S.,0.35,35,,,
53922,1.16,1,1.030833842,8/31/2021,Bublik A.,0.16,16,,,
51162,1.41,1,1.030805613,2/25/2020,Wawrinka S.,0.41,41,,,
57476,3.41,0,1.030799231,2/22/2023,Muller A.,-1,-100,,,0
46376,1.74,1,1.030785214,4/23/2018,Dutra Silva R.,0.74,74,,,
47332,1.51,1,1.030782464,8/2/2018,Rublev A.,0.51,51,,,
48933,1.73,1,1.030780514,4/14/2019,Pella G.,0.73,73,,,
56883,1.56,1,1.030757171,10/21/2022,Mcdonald M.,0.56,56,,,
47346,1.81,0,1.030743236,8/3/2018,Goffin D.,-1,-100,,,
52572,1.13,1,1.03072516,3/27/2021,Shapovalov D.,0.13,13,,,
43714,1.34,1,1.030714572,4/18/2017,Struff J.L.,0.34,34,,,
48566,2.14,0,1.030699714,2/21/2019,Auger-Aliassime F.,-1,-100,,,
46699,1.48,1,1.030614426,5/27/2018,Dzumhur D.,0.48,48,,,
44439,5.91,0,1.030586311,7/6/2017,Ofner S.,-1,-100,,,
52815,1.42,1,1.030583408,4/27/2021,Hanfmann Y.,0.42,42,,,
46275,2.17,0,1.030545943,4/10/2018,Zeballos H.,-1,-100,,,
55355,1.32,1,1.03052932,4/21/2022,Fognini F.,0.32,32,,,
52779,1.11,1,1.030509337,4/22/2021,Nadal R.,0.11,11,,,
49083,1.44,1,1.030480536,4/30/2019,Millman J.,0.44,44,,,
55212,2.95,0,1.030476011,4/6/2022,Kotov P.,-1,-100,,,
48282,1.15,1,1.030461439,1/16/2019,Dimitrov G.,0.15,15,,,
43164,2.44,0,1.030459691,2/9/2017,Estrella Burgos V.,-1,-100,,,
44737,2.23,0,1.030404482,8/4/2017,Kohlschreiber P.,-1,-100,,,
49160,1.68,1,1.030400097,5/9/2019,Cilic M.,0.68,68,,,
54453,1.63,1,1.030340951,1/9/2022,Monfils G.,0.63,63,,,
56652,2.33,0,1.030317234,9/28/2022,Verdasco F.,-1,-100,,,
55375,1.61,1,1.030263181,4/24/2022,Alcaraz C.,0.61,61,,,
47856,2.47,0,1.030261329,10/10/2018,Tsitsipas S.,-1,-100,,,
44536,4.85,0,1.030217995,7/20/2017,Dutra Silva R.,-1,-100,,,
46822,4.1,0,1.030201406,6/12/2018,Istomin D.,-1,-100,,,
45524,1.19,1,1.030171882,1/4/2018,Cilic M.,0.19,19,,,
52235,2.15,1,1.030157164,2/22/2021,Kovalik J.,1.15,115,,,
49042,2.73,0,1.030148536,4/25/2019,Carballes Baena R.,-1,-100,,,
54683,3.89,0,1.03013063,2/3/2022,Ymer M.,-1,-100,,,
52097,1.79,1,1.030129184,2/6/2021,Travaglia S.,0.79,79,,,
49532,2.44,0,1.030089754,6/24/2019,Gunneswaran P.,-1,-100,,,
56375,1.13,1,1.030081129,8/17/2022,Alcaraz C.,0.13,13,,,
47267,2.74,0,1.030053014,7/29/2018,Basilashvili N.,-1,-100,,,
45533,1.4,1,1.030012965,1/4/2018,Thiem D.,0.4,40,,,
52169,2.39,0,1.0299728,2/10/2021,Mannarino A.,-1,-100,,,
43596,1.11,1,1.029923216,3/25/2017,Goffin D.,0.11,11,,,
47208,1.37,1,1.029919957,7/24/2018,Fritz T.,0.37,37,,,
45991,1.43,1,1.029913607,2/27/2018,Dzumhur D.,0.43,43,,,
56800,1.14,1,1.029866647,10/13/2022,Nakashima B.,0.14,14,,,
54211,2.09,1,1.029856145,10/18/2021,Millman J.,1.09,109,,,
54552,1.18,1,1.02983827,1/18/2022,De Minaur A.,0.18,18,,,
50798,2.55,0,1.029832393,1/21/2020,Ito T.,-1,-100,,,
47797,1.77,1,1.029803126,10/3/2018,Medvedev D.,0.77,77,,,
55134,4.39,0,1.029781451,3/25/2022,Gaston H.,-1,-100,,,
45643,1.13,1,1.029777404,1/16/2018,Del Potro J.M.,0.13,13,,,
48455,1.28,1,1.029752132,2/13/2019,Medvedev D.,0.28,28,,,
48916,1.44,1,1.029750669,4/12/2019,Simon G.,0.44,44,,,
44045,1.19,1,1.029675588,5/24/2017,Wawrinka S.,0.19,19,,,
43437,3.29,0,1.029664326,3/3/2017,Querrey S.,-1,-100,,,
56292,1.58,1,1.029639038,8/9/2022,Norrie C.,0.58,58,,,
57001,1.26,1,1.029617686,11/2/2022,Musetti L.,0.26,26,,,
46266,2.32,0,1.029597615,4/10/2018,Carballes Baena R.,-1,-100,,,
45790,1.33,1,1.029578035,2/9/2018,Goffin D.,0.33,33,,,
44777,1.31,1,1.029553937,8/9/2017,Dimitrov G.,0.31,31,,,
46639,1.96,0,1.029416202,5/21/2018,Garcia-Lopez G.,-1,-100,,,
46106,1.96,1,1.029387039,3/10/2018,Zverev M.,0.96,96,,,
51554,3.33,0,1.029378933,9/28/2020,Kukushkin M.,-1,-100,,,
57636,1.24,1,1.029352117,3/9/2023,Kokkinakis T.,0.24,24,,,
57179,4.62,0,1.029332616,1/17/2023,Murray A.,-1,-100,,,0
44504,1.35,1,1.029332164,7/18/2017,Vesely J.,0.35,35,,,
47495,1.32,1,1.029329298,8/21/2018,Chung H.,0.32,32,,,
53912,3.49,0,1.029223179,8/31/2021,Griekspoor T.,-1,-100,,,
55369,1.18,1,1.029207921,4/22/2022,Ruud C.,0.18,18,,,
56080,1.71,1,1.029207808,7/18/2022,Martinez P.,0.71,71,,,
54723,1.8,1,1.029200238,2/7/2022,Cerundolo F.,0.8,80,,,
53509,1.61,1,1.029129325,7/14/2021,Hanfmann Y.,0.61,61,,,
56521,1.31,1,1.029095004,9/1/2022,Schwartzman D.,0.31,31,,,
52013,1.41,1,1.029086727,2/1/2021,Anderson K.,0.41,41,,,
43129,1.13,1,1.029028965,2/7/2017,Haase R.,0.13,13,,,
52871,1.34,1,1.029025648,5/4/2021,Berrettini M.,0.34,34,,,
54019,2.1,0,1.029000733,9/21/2021,Ymer M.,-1,-100,,,
56648,1.21,1,1.028986479,9/27/2022,Brooksby J.,0.21,21,,,
55726,3.92,0,1.028935719,6/6/2022,Gaston H.,-1,-100,,,
48443,1.7,1,1.028931926,2/12/2019,Eubanks C.,0.7,70,,,
55318,1.51,1,1.02892097,4/19/2022,Lehecka J.,0.51,51,,,
44368,1.54,1,1.028909155,7/3/2017,Vesely J.,0.54,54,,,
48011,2.3,0,1.028905625,10/26/2018,Medvedev D.,-1,-100,,,
42924,2.28,0,1.028901323,1/7/2017,Djokovic N.,-1,-100,,,
42868,1.44,1,1.028856644,1/3/2017,Karlovic I.,0.44,44,,,
56583,1.27,1,1.028829749,9/21/2022,Mcdonald M.,0.27,27,,,
53528,1.5,1,1.028779468,7/16/2021,Thompson J.,0.5,50,,,
46523,1.5,1,1.028762136,5/6/2018,Zverev A.,0.5,50,,,
47860,2.25,0,1.028730377,10/11/2018,Coric B.,-1,-100,,,
42943,1.43,1,1.028725631,1/9/2017,Harrison R.,0.43,43,,,
48110,2.2,0,1.028701483,1/1/2019,Karlovic I.,-1,-100,,,
44249,1.28,1,1.028662633,6/19/2017,Tsonga J.W.,0.28,28,,,
46081,1.24,1,1.028607666,3/9/2018,Monfils G.,0.24,24,,,
51116,1.56,1,1.028590289,2/21/2020,Nishioka Y.,0.56,56,,,
43073,1.14,1,1.028588171,1/19/2017,Dimitrov G.,0.14,14,,,
51135,1.36,1,1.028573718,2/24/2020,Monfils G.,0.36,36,,,
46801,1.69,1,1.028559409,6/3/2018,Thiem D.,0.69,69,,,
48056,1.29,1,1.028552927,11/1/2018,Zverev A.,0.29,29,,,
56604,2.3,0,1.028532886,9/22/2022,Lestienne C.,-1,-100,,,
56891,2.42,0,1.02850248,10/21/2022,Gasquet R.,-1,-100,,,
55434,1.71,1,1.02847968,5/2/2022,Shapovalov D.,0.71,71,,,
46939,1.34,1,1.028461751,6/25/2018,Herbert P.H.,0.34,34,,,
49238,2.46,0,1.028459451,5/20/2019,Albot R.,-1,-100,,,
51431,1.29,1,1.028440075,9/14/2020,Sinner J.,0.29,29,,,
44768,2.28,0,1.028434895,8/8/2017,Chung H.,-1,-100,,,
55656,1.67,1,1.02841664,5/24/2022,Garin C.,0.67,67,,,
56965,4.2,0,1.028415788,10/31/2022,Simon G.,-1,-100,,,
44115,1.29,1,1.028378101,5/30/2017,Khachanov K.,0.29,29,,,
56757,1.14,1,1.028370141,10/7/2022,Djokovic N.,0.14,14,,,
50767,1.48,1,1.028362893,1/20/2020,Barrere G.,0.48,48,,,
54739,1.24,1,1.028290129,2/8/2022,Tsitsipas S.,0.24,24,,,
45664,1.59,1,1.028286035,1/17/2018,Harrison R.,0.59,59,,,
46052,1.88,1,1.028264869,3/2/2018,Zeballos H.,0.88,88,,,
54591,1.17,1,1.028195931,1/20/2022,Medvedev D.,0.17,17,,,
45830,1.5,1,1.028190391,2/13/2018,Mayer L.,0.5,50,,,
56399,1.56,1,1.028179517,8/22/2022,Johnson S.,0.56,56,,,
44631,1.26,1,1.028164315,7/28/2017,Harrison R.,0.26,26,,,
46387,1.22,1,1.028148139,4/24/2018,Seppi A.,0.22,22,,,
55184,3.4,0,1.028119915,3/31/2022,Ruud C.,-1,-100,,,
43098,1.23,1,1.028103617,1/22/2017,Tsonga J.W.,0.23,23,,,
54839,2.23,0,1.028100155,2/15/2022,Monteiro T.,-1,-100,,,
56017,1.28,1,1.028097501,7/10/2022,Djokovic N.,0.28,28,,,
44122,1.56,1,1.028088386,5/30/2017,Kyrgios N.,0.56,56,,,
44489,1.49,1,1.028071158,7/17/2017,Novikov D.,0.49,49,,,
51288,1.62,1,1.028056866,8/31/2020,Mannarino A.,0.62,62,,,
57286,1.66,1,1.028056501,2/7/2023,Rinderknech A.,0.66,66,,,0
57411,2.21,0,1.028039853,2/16/2023,Albot R.,-1,-100,,,0
43707,1.12,1,1.027971716,4/18/2017,Djokovic N.,0.12,12,,,
48500,1.28,1,1.027970385,2/16/2019,Isner J.,0.28,28,,,
44790,3.97,0,1.027960346,8/10/2017,Haase R.,-1,-100,,,
50487,1.7,1,1.027957154,10/15/2019,Kohlschreiber P.,0.7,70,,,
46135,1.39,1,1.027938133,3/13/2018,Querrey S.,0.39,39,,,
52256,1.74,1,1.027903399,2/24/2021,Nishioka Y.,0.74,74,,,
45095,1.24,1,1.027876023,9/26/2017,Dolgopolov O.,0.24,24,,,
47972,2.31,0,1.027862536,10/23/2018,Popyrin A.,-1,-100,,,
49388,1.4,1,1.027798843,6/1/2019,Wawrinka S.,0.4,40,,,
44924,1.56,1,1.027735231,8/28/2017,Mayer F.,0.56,56,,,
52319,1.83,1,1.027734635,3/2/2021,Hurkacz H.,0.83,83,,,
45472,1.47,1,1.027729948,1/1/2018,Simon G.,0.47,47,,,
53498,2.69,0,1.027709778,7/13/2021,Ruusuvuori E.,-1,-100,,,
55503,1.41,1,1.027692287,5/10/2022,Ruud C.,0.41,41,,,
54777,1.21,1,1.027677101,2/10/2022,Brooksby J.,0.21,21,,,
48704,2.52,0,1.027608347,3/8/2019,Mayer L.,-1,-100,,,
48367,2.32,0,1.027601027,2/5/2019,Londero J.I.,-1,-100,,,
54508,1.76,1,1.02758509,1/15/2022,Karatsev A.,0.76,76,,,
50593,3.64,0,1.027578673,10/24/2019,Opelka R.,-1,-100,,,
53840,1.22,1,1.027565307,8/23/2021,Giron M.,0.22,22,,,
45471,1.28,1,1.027540076,1/1/2018,Herbert P.H.,0.28,28,,,
48140,1.47,1,1.027518986,1/2/2019,Dimitrov G.,0.47,47,,,
50635,1.1,1,1.027459896,10/30/2019,Nadal R.,0.1,10,,,
55849,1.88,1,1.02743679,6/20/2022,Bublik A.,0.88,88,,,
46855,1.47,1,1.027364001,6/15/2018,Pouille L.,0.47,47,,,
55339,1.71,1,1.027363827,4/20/2022,Fucsovics M.,0.71,71,,,
54661,2.23,0,1.027362703,2/1/2022,Londero J.I.,-1,-100,,,
44224,1.4,1,1.027345431,6/15/2017,Berdych T.,0.4,40,,,
52089,2.59,0,1.027343857,2/5/2021,Monteiro T.,-1,-100,,,
53217,1.68,1,1.027331019,6/11/2021,Shapovalov D.,0.68,68,,,
48066,1.12,1,1.027297878,11/12/2018,Djokovic N.,0.12,12,,,
57466,2.23,0,1.027278473,2/21/2023,Muller A.,-1,-100,,,0
55013,2.49,0,1.027273757,3/11/2022,Thompson J.,-1,-100,,,
54150,1.32,1,1.027246418,10/9/2021,Martinez P.,0.32,32,,,
49097,1.49,1,1.027172029,5/2/2019,Goffin D.,0.49,49,,,
45631,1.9,0,1.02716215,1/15/2018,Rublev A.,-1,-100,,,
45413,2.16,0,1.027158772,10/31/2017,Coric B.,-1,-100,,,
43118,1.39,1,1.027154569,2/7/2017,Olivo R.,0.39,39,,,
45458,1.24,1,1.027116516,11/17/2017,Dimitrov G.,0.24,24,,,
52292,6.57,0,1.027096078,2/26/2021,Ramos-Vinolas A.,-1,-100,,,
47241,3.14,0,1.027085633,7/26/2018,Basilashvili N.,-1,-100,,,
52928,1.31,1,1.027077386,5/11/2021,Berrettini M.,0.31,31,,,
50862,1.11,1,1.027060763,1/25/2020,Medvedev D.,0.11,11,,,
51936,1.13,1,1.027033991,1/7/2021,Paul T.,0.13,13,,,
57225,1.27,1,1.027030821,1/19/2023,Dimitrov G.,0.27,27,,,0
51848,4.28,0,1.026973629,11/2/2020,Lopez F.,-1,-100,,,
51901,1.58,1,1.026972204,11/10/2020,Sinner J.,0.58,58,,,
55315,2.01,0,1.026955394,4/19/2022,Daniel T.,-1,-100,,,
44211,1.99,0,1.026880635,6/13/2017,Medvedev D.,-1,-100,,,
48981,4.65,0,1.026871283,4/19/2019,Medvedev D.,-1,-100,,,
55312,1.31,1,1.026855287,4/18/2022,Kecmanovic M.,0.31,31,,,
46646,1.33,1,1.026844064,5/21/2018,Sandgren T.,0.33,33,,,
53569,1.25,1,1.026839806,7/20/2021,Alcaraz C.,0.25,25,,,
48172,1.85,1,1.026822649,1/7/2019,Berrettini M.,0.85,85,,,
50195,1.34,1,1.026812147,8/29/2019,Rublev A.,0.34,34,,,
57049,1.37,1,1.02681176,1/3/2023,Cobolli F.,0.37,37,,,0
48558,1.98,1,1.026796198,2/20/2019,Humbert U.,0.98,98,,,
47680,1.69,1,1.026754124,9/20/2018,Dzumhur D.,0.69,69,,,
46498,2.05,0,1.026752846,5/3/2018,Fucsovics M.,-1,-100,,,
48121,2.52,0,1.026738992,1/2/2019,Darcis S.,-1,-100,,,
54771,1.71,1,1.026737868,2/10/2022,Isner J.,0.71,71,,,
43508,1.24,1,1.026707869,3/12/2017,Bautista Agut R.,0.24,24,,,
52998,1.48,1,1.026707663,5/20/2021,Shapovalov D.,0.48,48,,,
44148,1.11,1,1.026705421,6/1/2017,Monfils G.,0.11,11,,,
56122,1.88,0,1.026705034,7/22/2022,Ramos-Vinolas A.,-1,-100,,,
45506,3.85,0,1.026704387,1/3/2018,Simon G.,-1,-100,,,
53165,1.16,1,1.026671639,6/3/2021,Sinner J.,0.16,16,,,
44529,1.31,1,1.026652139,7/19/2017,Karlovic I.,0.31,31,,,
52517,4.18,0,1.02663637,3/19/2021,Musetti L.,-1,-100,,,
49886,1.31,1,1.02662442,7/30/2019,Hurkacz H.,0.31,31,,,
44037,5.39,0,1.026597176,5/23/2017,Kicker N.,-1,-100,,,
43089,1.64,1,1.026582361,1/21/2017,Dimitrov G.,0.64,64,,,
55606,1.4,1,1.02658124,5/22/2022,Munar J.,0.4,40,,,
46012,2.51,0,1.026543102,2/27/2018,Ferrer D.,-1,-100,,,
45994,1.38,1,1.026540498,2/27/2018,Mannarino A.,0.38,38,,,
48393,1.62,1,1.02652585,2/7/2019,Verdasco F.,0.62,62,,,
52115,1.45,1,1.026509443,2/8/2021,Duckworth J.,0.45,45,,,
56070,3.13,0,1.026485896,7/17/2022,Cerundolo F.,-1,-100,,,
53760,1.41,1,1.026478354,8/12/2021,Tsitsipas S.,0.41,41,,,
43527,1.13,1,1.026465192,3/15/2017,Federer R.,0.13,13,,,
44048,1.24,1,1.026456576,5/24/2017,Querrey S.,0.24,24,,,
48638,3.35,0,1.026436106,2/27/2019,Basilashvili N.,-1,-100,,,
45985,1.91,0,1.026427822,2/26/2018,Domingues J.,-1,-100,,,
46049,1.32,1,1.026405136,3/1/2018,Zverev A.,0.32,32,,,
50461,1.22,1,1.026391384,10/10/2019,Federer R.,0.22,22,,,
46145,1.44,1,1.026382305,3/14/2018,Coric B.,0.44,44,,,
45275,1.94,1,1.026348594,10/17/2017,Verdasco F.,0.94,94,,,
46292,1.26,1,1.026307175,4/12/2018,Edmund K.,0.26,26,,,
54566,1.41,1,1.026287162,1/18/2022,Berankis R.,0.41,41,,,
51562,1.13,1,1.026246631,9/29/2020,Shapovalov D.,0.13,13,,,
56910,1.45,1,1.0262462,10/25/2022,Evans D.,0.45,45,,,
55832,1.32,1,1.026241182,6/18/2022,Berrettini M.,0.32,32,,,
43529,1.36,1,1.0262369,3/15/2017,Djokovic N.,0.36,36,,,
54650,1.56,1,1.026211615,2/1/2022,Ymer E.,0.56,56,,,
44345,1.36,1,1.026195743,6/29/2017,Johnson S.,0.36,36,,,
47177,1.24,1,1.026184018,7/21/2018,Gasquet R.,0.24,24,,,
55011,1.49,1,1.026150153,3/11/2022,Kecmanovic M.,0.49,49,,,
46291,1.55,1,1.026139015,4/12/2018,Basilashvili N.,0.55,55,,,
56326,4.03,0,1.026124708,8/11/2022,Draper J.,-1,-100,,,
50971,1.33,1,1.026106042,2/11/2020,Rublev A.,0.33,33,,,
44792,2.75,0,1.026102352,8/10/2017,Querrey S.,-1,-100,,,
46463,1.36,1,1.026092586,5/1/2018,Bolelli S.,0.36,36,,,
50838,1.21,1,1.026073899,1/23/2020,Kyrgios N.,0.21,21,,,
48974,4.32,0,1.026064072,4/18/2019,Fognini F.,-1,-100,,,
49412,1.67,1,1.026036668,6/11/2019,Simon G.,0.67,67,,,
46571,4.84,0,1.025982893,5/10/2018,Lajovic D.,-1,-100,,,
48902,2.86,0,1.025979267,4/10/2019,Tsonga J.W.,-1,-100,,,
52707,1.34,1,1.025957023,4/14/2021,Djokovic N.,0.34,34,,,
47360,1.59,1,1.02589575,8/4/2018,Klizan M.,0.59,59,,,
56595,2.55,0,1.025855026,9/22/2022,Rune H.,-1,-100,,,
45050,3.89,0,1.02584964,9/20/2017,Fabbiano T.,-1,-100,,,
53688,1.22,1,1.025849305,8/3/2021,Auger-Aliassime F.,0.22,22,,,
52493,4.33,0,1.025821077,3/17/2021,Musetti L.,-1,-100,,,
55646,1.49,1,1.025796182,5/24/2022,Ivashka I.,0.49,49,,,
52732,1.56,1,1.025746669,4/19/2021,Ivashka I.,0.56,56,,,
43769,5.63,0,1.025721962,4/25/2017,Sugita Y.,-1,-100,,,
57035,1.88,0,1.025702078,1/2/2023,Griekspoor T.,-1,-100,,,0
54541,1.16,1,1.025688913,1/18/2022,Fritz T.,0.16,16,,,
45137,2.32,0,1.025673795,9/30/2017,Baghdatis M.,-1,-100,,,
47873,4,0,1.025670091,10/13/2018,Coric B.,-1,-100,,,
55278,2.51,0,1.025662978,4/13/2022,Musetti L.,-1,-100,,,
50043,1.43,1,1.025657793,8/13/2019,Wawrinka S.,0.43,43,,,
43120,1.63,1,1.025627145,2/7/2017,Falla A.,0.63,63,,,
57377,1.7,1,1.025605145,2/14/2023,Mmoh M.,0.7,70,,,0
50846,1.11,1,1.025594357,1/23/2020,Thiem D.,0.11,11,,,
44145,1.11,1,1.025541211,6/1/2017,Gasquet R.,0.11,11,,,
55565,2.34,0,1.025535074,5/17/2022,Kokkinakis T.,-1,-100,,,
53749,1.46,1,1.025530547,8/11/2021,Khachanov K.,0.46,46,,,
45179,1.28,1,1.025481131,10/4/2017,Bautista Agut R.,0.28,28,,,
53588,1.51,1,1.025469156,7/21/2021,Uchiyama Y.,0.51,51,,,
53508,1.43,1,1.025426015,7/14/2021,Anderson K.,0.43,43,,,
51160,4.18,0,1.025417429,2/25/2020,Struff J.L.,-1,-100,,,
52819,2.55,0,1.025365925,4/27/2021,Cilic M.,-1,-100,,,
46666,1.27,1,1.025277755,5/23/2018,Seppi A.,0.27,27,,,
55255,1.36,1,1.025258814,4/11/2022,De Minaur A.,0.36,36,,,
44495,1.4,1,1.025223947,7/18/2017,Kravchuk K.,0.4,40,,,
51444,2.14,0,1.025210234,9/15/2020,Cecchinato M.,-1,-100,,,
54699,1.49,1,1.025201981,2/4/2022,Londero J.I.,0.49,49,,,
52565,5.82,0,1.025179597,3/26/2021,Duckworth J.,-1,-100,,,
45979,1.56,1,1.025174364,2/26/2018,Delbonis F.,0.56,56,,,
47041,1.59,1,1.025145091,7/3/2018,Haase R.,0.59,59,,,
53990,2.63,0,1.025133802,9/5/2021,Harris L.,-1,-100,,,
49586,1.44,1,1.025126442,7/1/2019,Kecmanovic M.,0.44,44,,,
51801,2.44,0,1.025090388,10/27/2020,Vesely J.,-1,-100,,,
51248,1.57,1,1.024988699,8/24/2020,Bautista Agut R.,0.57,57,,,
43113,6.17,0,1.024986144,2/6/2017,Lapentti G.,-1,-100,,,
51421,1.37,1,1.024970294,9/11/2020,Zverev A.,0.37,37,,,
50143,1.71,1,1.024940876,8/26/2019,Basilashvili N.,0.71,71,,,
53652,1.48,1,1.024934649,7/28/2021,Fritz T.,0.48,48,,,
44327,3,0,1.024925047,6/27/2017,Ilhan M.,-1,-100,,,
43131,1.56,1,1.0248992,2/7/2017,Darcis S.,0.56,56,,,
45077,1.85,1,1.024875565,9/22/2017,Basilashvili N.,0.85,85,,,
55932,1.16,1,1.024869854,6/28/2022,Fritz T.,0.16,16,,,
47953,1.23,1,1.024867843,10/21/2018,Khachanov K.,0.23,23,,,
47898,1.72,1,1.024864373,10/16/2018,Kyrgios N.,0.72,72,,,
46005,1.81,1,1.024864323,2/27/2018,Jarry N.,0.81,81,,,
51366,1.34,1,1.02484265,9/3/2020,Berrettini M.,0.34,34,,,
55844,1.41,1,1.024801385,6/20/2022,Bonzi B.,0.41,41,,,
46599,1.25,1,1.024772621,5/15/2018,Goffin D.,0.25,25,,,
46770,1.21,1,1.024770383,5/31/2018,Pouille L.,0.21,21,,,
56053,3.75,0,1.024759575,7/14/2022,Kubler J.,-1,-100,,,
48816,1.23,1,1.024749756,3/22/2019,Coric B.,0.23,23,,,
48937,2.2,0,1.024722906,4/15/2019,Schwartzman D.,-1,-100,,,
52783,1.11,1,1.024703979,4/22/2021,Tsitsipas S.,0.11,11,,,
50784,1.25,1,1.024697104,1/21/2020,Isner J.,0.25,25,,,
45904,1.46,1,1.024688502,2/20/2018,Johnson S.,0.46,46,,,
53625,1.42,1,1.024656433,7/25/2021,Norrie C.,0.42,42,,,
48836,4.6,0,1.024648933,3/23/2019,Thompson J.,-1,-100,,,
43812,2.17,0,1.024626635,4/28/2017,Lorenzi P.,-1,-100,,,
57621,1.54,1,1.024582962,3/8/2023,Ruusuvuori E.,0.54,54,,,
50948,1.65,1,1.024582422,2/7/2020,Duckworth J.,0.65,65,,,
57282,1.23,1,1.024576756,2/7/2023,Cressy M.,0.23,23,,,0
52730,1.34,1,1.024543434,4/19/2021,Krajinovic F.,0.34,34,,,
48048,3.74,0,1.024530472,10/31/2018,Sock J.,-1,-100,,,
45450,4.41,0,1.024528561,11/13/2017,Goffin D.,-1,-100,,,
47733,1.32,1,1.024519502,9/26/2018,Berrettini M.,0.32,32,,,
47583,1.13,1,1.024510669,8/28/2018,Carreno Busta P.,0.13,13,,,
57108,1.78,1,1.024494353,1/10/2023,Djere L.,0.78,78,,,0
51620,2.71,0,1.024481145,10/3/2020,Khachanov K.,-1,-100,,,
44952,1.32,1,1.024444308,8/30/2017,Isner J.,0.32,32,,,
45800,1.43,1,1.024428466,2/10/2018,Copil M.,0.43,43,,,
47246,2.75,0,1.02440991,7/26/2018,Baghdatis M.,-1,-100,,,
44519,1.74,1,1.024343987,7/18/2017,Zeballos H.,0.74,74,,,
54042,1.66,1,1.024301043,9/23/2021,Basilashvili N.,0.66,66,,,
46249,2.38,0,1.024269854,3/28/2018,Zverev A.,-1,-100,,,
52953,1.18,1,1.024266622,5/13/2021,Djokovic N.,0.18,18,,,
52315,1.5,1,1.024245347,3/1/2021,Monteiro T.,0.5,50,,,
56561,1.2,1,1.02422295,9/6/2022,Alcaraz C.,0.2,20,,,
52700,1.19,1,1.024197366,4/14/2021,Krajinovic F.,0.19,19,,,
48468,2.5,0,1.024180807,2/13/2019,Istomin D.,-1,-100,,,
55529,1.25,1,1.024164621,5/12/2022,Zverev A.,0.25,25,,,
48633,1.76,1,1.024163626,2/27/2019,Ruud C.,0.76,76,,,
43608,8.01,0,1.024125938,3/26/2017,Donaldson J.,-1,-100,,,
44319,1.78,1,1.024121623,6/26/2017,Ramanathan R.,0.78,78,,,
